"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","phylum","continentOcean","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","order","imagecode","infraspecificEpithet","typeStatus","class"
"104","2020-01-31 11:23:57-03","CVRD","CVRD","9158","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","brasiliana","Alternanthera brasiliana","(K.) Kuntze","Reis, R.","61","2005","07","11","BRASIL","ES","João Neiva","1 metro da linha","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009158","16286","auto",NA,NA,NA,NA,"Magnoliophyta","América do Sul","Pátio da mecanizada de J.Neiva <ll>dwc_commonname:</ll> Perpétua branca",NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"105","2020-01-31 11:24:14-03","CVRD","CVRD","9162","PreservedSpecimen","Plantae","Euphorbiaceae","Ricinus","communis","Ricinus communis","L.","Reis, R.","54","2005","07","08","BRASIL","ES","João Neiva","3 M fora da linha","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009162","16286","auto",NA,NA,NA,NA,"Magnoliophyta","América do Sul","Pátio de J. Neiva, L.1 <ll>dwc_commonname:</ll> Baga vermelha",NA,NA,"Euphorbiales",NA,NA,NA,"Magnoliopsida"
"106","2020-01-31 11:23:53-03","CVRD","CVRD","9179","PreservedSpecimen","Plantae","Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","(Lam.) H.Rob.","Reis, R.","50","2005","07","07","BRASIL","ES","João Neiva","3 mts fora da brita","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009179","16286","auto",NA,NA,NA,NA,"Magnoliophyta","América do Sul","Km85+900, linha 1 <ll>dwc_commonname:</ll> Vara de visgo",NA,NA,"Asterales",NA,NA,NA,"Magnoliopsida"
"107","2020-01-31 11:23:45-03","CVRD","CVRD","9159","PreservedSpecimen","Plantae","Poaceae","Hyparrhenia","rufa","Hyparrhenia rufa","(Ness) Stapf","Reis, R.","53","2005","07","08","BRASIL","ES","João Neiva","5 M fora da linha","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009159","16286","auto",NA,NA,NA,NA,"Magnoliophyta","América do Sul","Pátio de João Neiva, linha 1 <ll>dwc_commonname:</ll> Capim jaguaré",NA,NA,"Poales",NA,NA,NA,"Liliopsida"
"108","2020-01-31 11:23:46-03","CVRD","CVRD","9164","PreservedSpecimen","Plantae","Poaceae","Rhynchelitrum","repens","Rhynchelitrum repens","(Willd.) Zizka","Reis, R.","51","2005","07","08","BRASIL","ES","João Neiva","5 mt fora da linha","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009164","16286","auto","Pedro L. Viana","2007","02","10","Magnoliophyta","América do Sul","Pátio de J.Neiva, linha do torrete <ll>dwc_commonname:</ll> Capim seda",NA,NA,"Poales",NA,NA,NA,"Liliopsida"
"109","2020-01-31 11:23:45-03","CVRD","CVRD","9166","PreservedSpecimen","Plantae","Poaceae","Megathyrsus","maximus","Megathyrsus maximus","(Jacq.) B.K. Simon & S.W.L. Jacobs","Reis, R.","57","2005","07","08","BRASIL","ES","João Neiva","5 mts fora da linha","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009166","16286","auto","Pedro L. Viana","2007","02","10","Magnoliophyta","América do Sul","Pátio de J. Neiva, linha 1 <ll>dwc_commonname:</ll> Capim colonião",NA,NA,"Poales",NA,NA,NA,"Liliopsida"
"110","2020-01-31 13:35:07-03","CVRD","CVRD","3070","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F. Macbr.","Folli, D.A.","1287","1991","02","23","BRASIL","ES","João Neiva","Árvore em floresta de regeneração. Solo argiloso, terreno inclinado, reg. montanhosa, estrada que dá acesso para as torres no morro caval.","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD003070","16286","auto","Pétala G. Ribeiro","2013","05","03","Magnoliophyta","América do Sul","Projeto coleta de sementes. <ll>dwc_commonname:</ll> Angico jacaré",NA,NA,"Fabales",NA,NA,NA,"Magnoliopsida"
"111","2020-01-31 11:23:45-03","CVRD","CVRD","9163","PreservedSpecimen","Plantae","Poaceae","Megathyrsus","maximus","Megathyrsus maximus","(Jacq.) B.K. Simon & S.W.L. Jacobs","Reis, R.","52","2005","07","08","BRASIL","ES","João Neiva","Espalhado por todo o pátio","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009163","16286","auto","Pedro L. Viana","2007","02","10","Magnoliophyta","América do Sul","Coleta no pátio de J.Neiva, proximo a estação <ll>dwc_commonname:</ll> Capim colonião",NA,NA,"Poales",NA,NA,NA,"Liliopsida"
"112","2020-01-31 11:24:12-03","CVRD","CVRD","9169","PreservedSpecimen","Plantae","Euphorbiaceae","Euphorbia","hyssopifolia","Euphorbia hyssopifolia","L.","Reis, R.","46","2005","07","07","BRASIL","ES","João Neiva","lastro","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009169","16286","auto","Silva, O. L. M.","2014","06","11","Magnoliophyta","América do Sul","Linha 1, Km 85+900 <ll>dwc_commonname:</ll> Quebra pedra",NA,NA,"Euphorbiales",NA,NA,NA,"Magnoliopsida"
"113","2020-01-31 11:23:53-03","CVRD","CVRD","9160","PreservedSpecimen","Plantae","Asteraceae","Bidens","cynapiifolia","Bidens cynapiifolia","Kunth","Reis, R.","60","2005","07","08","BRASIL","ES","João Neiva","No centro da linha","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009160","16286","auto",NA,NA,NA,NA,"Magnoliophyta","América do Sul","Pátio de João Neiva, linha 4 <ll>dwc_commonname:</ll> Picão preto",NA,NA,"Asterales",NA,NA,NA,"Magnoliopsida"
"114","2020-01-31 13:35:00-03","CVRD","CVRD","9408","PreservedSpecimen","Plantae","Fabaceae","Acacia","sp.","Acacia sp.",NA,"Reis, R.","62","2005","07","11","BRASIL","ES","João Neiva","Pátio da mecanizada, João Neiva","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009408","16286","auto",NA,NA,NA,NA,"Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Acacia",NA,NA,"Fabales",NA,NA,NA,"Magnoliopsida"
"115","2020-01-31 11:25:15-03","CVRD","CVRD","3069","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","(Raddi) Cogn.","Souza, V.D.","26","1991","02","23","BRASIL","ES","João Neiva","Próximo à Torre da TELEST, 10m da torre, lado esquerdo. Cavalinhos- João Neiva-ES.","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD003069","16286","auto","Paulo Guimarães","2007","10","30","Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Quaresma fundão",NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida"
"116","2020-01-22 10:54:20-03","USP","SPF","199036","PreservedSpecimen","Plantae","Bignoniaceae","Mansoa","lanceolata","Mansoa lanceolata","(DC.) A.H.Gentry","Kollmann, L","10070","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.482167","-19.747722","-40.482167","-19.747722","SPF00199036",NA,NA,"Lohmann, LG","2014",NA,NA,NA,NA,"Liana no sol. Flores lilás, odoríferas.","355","355",NA,NA,NA,NA,NA
"117","2019-10-07 09:26:24-03","UEFS","HUEFS","208923","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima","Luz, A.A.da","20","2001","08","10","Brasil","Espírito Santo","João Neiva","Estrada BR-101.","-40.3856010437012","-19.7574996948242",NA,NA,"HUEFS0208923","16286","auto",NA,NA,NA,NA,"Angiospermae",NA,"Capoeirão.",NA,NA,"Fabales",NA,NA,NA,"Rosanae"
"118","2019-10-16 14:11:52-03","UEL","FUEL","52249","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni","Tsuji, R; Lorenzi, H; et al.","1506","2007","01","24","Brasil","Espirito Santo","João Neiva","BR 101, 8,4km do trevo de Colatina.","-40.323528","-19.703722","-40.323528","-19.703722",NA,NA,NA,"Tsuji, R; et al.; Lorenzi, H","2007","01","24","Tracheophyta",NA,"Árvore, com presença de látex, ca. 12 m de alt. flores ferrugíneas, frutos imaturos ferrugíneos.",NA,NA,"Ericales",NA,NA,NA,NA
