"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","coordinatePrecision","geoFlag","occurrenceRemarks","infraspecificEpithet","continentOcean","class","order","relatedCatalogItem"
"1","2020-03-04 15:24:42-03","UNESC","CRI","6884","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","L. B. Smith","1983","01","01","R. Reitz; R. M. Klein","16946","1964","01","03","Brasil","Minas Gerais","Guaraciaba","São Luís.","-43.007778","-20.571389","43º0'28''W","20º34'17''S","CRI002645","CRI002645",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-07-11 08:54:25-03","ESALQ","ESA","101213","S","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Neto, E.T.","3653","2003","10","20","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,"ESA101213","ESA101213","Magnoliophyta","16300","auto",NA,NA,NA,NA,NA,NA
"3","2019-07-11 08:55:30-03","ESALQ","ESA","121814","S","Plantae","Myrtaceae","Myrcia","muitiflora","Myrcia muitiflora",NA,"Neto, E.T.",NA,NA,NA,"Neto, E.T.","3644","2003","10","20","Brasil","Minas Gerais","Guaraciaba","UEH Jurumirim, Rio Piranga.","-43.0074996948242","-20.57080078125",NA,NA,"ESA121814",NA,"Magnoliophyta","16300","auto",NA,NA,NA,NA,NA,NA
"4","2019-02-22 15:16:28-03","ESALQ","ESA","101232","S","Plantae","Euphorbiaceae","Actinostemon",NA,"Actinostemon",NA,NA,NA,NA,NA,"Neto, E.T.","3649","2003","10","20","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,"ESA101232",NA,"Magnoliophyta","16300","auto",NA,NA,NA,NA,NA,NA
"5","2019-02-22 15:16:29-03","ESALQ","ESA","101233","S","Plantae","Euphorbiaceae","Actinostemon","verticillatus","Actinostemon verticillatus",NA,"Eymael, P.P.","2014","01",NA,"Neto, E.T.","3650","2003","10","20","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,"ESA101233",NA,"Magnoliophyta","16300","auto",NA,NA,NA,NA,NA,NA
"6","2019-07-11 08:52:01-03","ESALQ","ESA","101239","S","Plantae","Fabaceae","Andira","ormosioides","Andira ormosioides",NA,NA,NA,NA,NA,"Neto, E.T.","3643","2003","10","20","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,"ESA101239","ESA101239","Magnoliophyta","16300","auto",NA,NA,NA,NA,NA,NA
"7","2019-07-11 08:52:28-03","ESALQ","ESA","101247","S","Plantae","Fabaceae","Inga","striata","Inga striata",NA,NA,NA,NA,NA,"Neto, E.T.","3646","2003","10","20","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,"ESA101247","ESA101247","Magnoliophyta","16300","auto",NA,NA,NA,NA,NA,NA
"8","2020-03-10 08:27:34-03","UFV","VIC","20577","PreservedSpecimen","Plantae","Blechnaceae","Parablechnum","raddianum","Parablechnum raddianum","(Rosenst) Schwartsb.et C.V.Miranda","Schwartsburd.","2019","04",NA,"Valente, G.E.","s.n.","1995","07","01","Brasil","Minas Gerais","Municipio de Guaraciaba","Fazenda Bom Jardim",NA,NA,NA,NA,"VIC020577","VIC020577",NA,NA,NA,"Planta coletada em ambiente ensolarado úmido próximo ao curso d'água",NA,NA,NA,NA,NA
"9","2020-03-10 08:28:57-03","UFV","VIC","8656","PreservedSpecimen","Plantae","Malvaceae","Sida","cordifolia","Sida cordifolia","Linn",NA,NA,NA,NA,"Garcia, M.V.B.","s.n.","1984","03","31","Brasil","Minas Gerais","Guaraciaba","Café","-43.0074996948242","-20.57080078125",NA,NA,"VIC008656","VIC008656",NA,"16300","auto","Arbusto de 0,6 m, flores amarelas",NA,NA,NA,NA,NA
"10","2020-03-10 08:30:36-03","UFV","VIC","025584","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","(Brot.) Stokes",NA,NA,NA,NA,"Mauro, R.M.; Oliveira, L.O. de","s.n.","2001","03","28","Brasil","Minas Gerais","Guaraciaba","Comunidade de Limpa Campo","-43.0074996948242","-20.57080078125",NA,NA,"VIC025584","VIC025584",NA,"16300","auto","Planta coletada em local sombreado em interior de capoeira",NA,NA,NA,NA,NA
"11","2020-03-10 08:30:50-03","UFV","VIC","023136","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendth.",NA,NA,NA,NA,"Valente, G.E.; et al.","70","1995","07","01","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC023136","VIC023136",NA,"16300","auto","Arbusto de cerca 1,5 m, flores brancas e frutos claros com raios vinosos",NA,NA,NA,NA,NA
"12","2020-03-10 08:26:36-03","UFV","VIC","23089","PreservedSpecimen","Plantae","Acanthaceae","Stenostephanus",NA,"Stenostephanus",NA,NA,NA,NA,NA,"Valente, G.E.; et al.","71","1995","07","01","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC023089","VIC023089",NA,"16300","auto","Erva com aproximadamente 60 cm de altura, flores róseas, no interior da mata.",NA,NA,NA,NA,NA
"13","2020-03-10 08:27:34-03","UFV","VIC","014630","PreservedSpecimen","Plantae","Blechnaceae","Neoblechnum","brasiliense","Neoblechnum brasiliense","(Desv) Gasper et V.A.O. Dittrich",NA,NA,NA,NA,"Meira, Neto J A; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC014630","VIC014630 VIC014630_1",NA,"16300","auto",NA,NA,NA,NA,NA,NA
"14","2020-03-10 08:30:54-03","UFV","VIC","23139","PreservedSpecimen","Plantae","Trigoniaceae","Trigonia","paniculata","Trigonia paniculata","Warm.",NA,NA,NA,NA,"Valente, G.E.; Meira Neto, J.A.A.; Silva, A.F. da","76","1995","07","01","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC023139","VIC023139",NA,"16300","auto","Trepadeira coletada na borda da mata. Face abaxial das folhas com as margens brancas",NA,NA,NA,NA,NA
"15","2020-03-10 08:30:08-03","UFV","VIC","23122","PreservedSpecimen","Plantae","Piperaceae","Piper",NA,"Piper","L.",NA,NA,NA,NA,"Valente, G.E.; et al.","73","1995","07","01","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC023122","VIC023122",NA,"16300","auto","Arbusto de 1,5 m, inflorescência verde clara,coletado perto de riacho.",NA,NA,NA,NA,NA
"16","2020-03-10 08:30:36-03","UFV","VIC","23127","PreservedSpecimen","Plantae","Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,NA,NA,NA,"Valente, G. .E.","et. al.","1995","08","03","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC023127","VIC023127",NA,"16300","auto","Arbusto com flores róseo-vinosas, coletada à beira do riacho dentro da mata.",NA,NA,NA,NA,NA
"17","2020-03-10 08:30:36-03","UFV","VIC","23128","PreservedSpecimen","Plantae","Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,NA,NA,NA,"Valente, G. .E.","et. al.","1995","07","01","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC023128","VIC023128",NA,"16300","auto","Arbusto com aproximadamente 1 metro, frutos amarelos e vermelhos, coletada no interior da mata.",NA,NA,NA,NA,NA
"18","2020-03-10 08:29:43-03","UFV","VIC","23121","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","spectabilis","Myrcia spectabilis","DC",NA,NA,NA,NA,"Valente, G.E.; et al.","105","1995","08","03","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC023121","VIC023121",NA,"16300","auto","Árvore de 4,5 m, frutos amarelos na beira de riacho dentro da mata",NA,NA,NA,NA,NA
"19","2020-03-10 08:30:47-03","UFV","VIC","023135","PreservedSpecimen","Plantae","Solanaceae","Dissochroma","viridiflora","Dissochroma viridiflora","Miers",NA,NA,NA,NA,"Valente, G.E.; et al.","106","1995","08","03","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC023135",NA,NA,"16300","auto","Liana de flores verdes e forte odor, coletada em beira de riacho dentro da mata.",NA,NA,NA,NA,NA
"20","2020-03-10 08:29:36-03","UFV","VIC","23119","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus",NA,"Cybianthus",NA,NA,NA,NA,NA,"Valente, G.E.; et al.","104s.n.","1995","08","03","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC023119","VIC023119",NA,"16300","auto","Arbusto com =/- 2,0m, flores cem botões e frutos imaturos verdes.",NA,NA,NA,NA,NA
"21","2020-03-10 08:27:23-03","UFV","VIC","014627","PreservedSpecimen","Plantae","Athyriaceae","Diplazium","mutilum","Diplazium mutilum","Kunze",NA,NA,NA,NA,"Meira, Neto J A; et al.","108","1995","08","03","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC014627","VIC014627 VIC014627_1",NA,"16300","auto","Pteridófita de cerca de 20 cm de altura e folha de 1,6 m de comprimento. Coletada á beira de riacho dentro de mata.",NA,NA,NA,NA,NA
"22","2020-03-10 08:30:45-03","UFV","VIC","023133","PreservedSpecimen","Plantae","Smilacaceae","Smilax","salicifolia","Smilax salicifolia","Griseb.",NA,NA,NA,NA,"Valente, G.E.; et al.","74","1995","07","01","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC023133","VIC023133",NA,"16300","auto","Trepadeira de inflorescência branca, coletada proximno a riacho.",NA,NA,NA,NA,NA
"23","2020-03-10 08:27:34-03","UFV","VIC","020577","PreservedSpecimen","Plantae","Blechnaceae","Parablechnum","raddianum","Parablechnum raddianum","(Rosenst) Schwartsb.et C.V.Miranda",NA,NA,NA,NA,"Valente, G.E.","s.n.","1995","07","01","Brasil","Minas Gerais","Guaraciaba","Fazenda Bom Jardim","-43.0074996948242","-20.57080078125",NA,NA,"VIC020577","VIC020577",NA,"16300","auto",NA,NA,NA,NA,NA,NA
"24","2020-03-10 08:30:43-03","UFV","VIC","8979","PreservedSpecimen","Plantae","Sapindaceae","Paullinia","rubiginosa","Paullinia rubiginosa","Cambess",NA,NA,NA,NA,"Garcia, M.V.B.","s.n.","1984","11","10","Brasil","Minas Gerais","Guaraciaba","lugar denominado #?#Café#?#, À 10 km de guaraciaba","-43.0074996948242","-20.57080078125",NA,NA,"VIC008979","VIC008979",NA,"16300","auto","Planta de porte suberecto, escandente, cipó lenhoso. Ramos sulcados longitudinalmente, gavinhas nas axilas foliares; folhas compostas, 5 folíolos, pilosas, dentadas. Flores brancas reunidas em cachos axilares ou nas gavinhas (Compostas",NA,NA,NA,NA,NA
"25","2020-03-10 08:27:37-03","UFV","VIC","25934","PreservedSpecimen","Plantae","Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","(Schult. f.) Klotzsch","Paula, C.C. de","2001","06","27","Paula, C.C. de","s.n.","2001","01",NA,"Brasil","Minas Gerais","Guaraciaba","margem do rio Piranga","-43.0074996948242","-20.57080078125",NA,NA,"VIC025934",NA,NA,"16300","auto","Epífita, pétalas amarelas",NA,NA,NA,NA,NA
"26","2020-03-10 08:30:40-03","UFV","VIC","008672","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","DC",NA,NA,NA,NA,"Garcia, M.V.B.","s.n.","1984","04","28","Brasil","Minas Gerais","Guaraciaba","Posse","-43.0074996948242","-20.57080078125",NA,NA,"VIC008672",NA,NA,"16300","auto","Árvore de cerca de 4,5 m, folhas compostas inflorescências terminais de flores amarelas claras,5 pétalas.",NA,NA,NA,NA,NA
"27","2020-03-10 08:27:39-03","UFV","VIC","25946","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","porteana","Billbergia porteana","Brong. ex Beer","Coser, T.S.","2007","11","23","Paula, C.C. de","s.n.","2001","04",NA,"Brasil","Minas Gerais","Guaraciaba","represa da Brecha","-43.0074996948242","-20.57080078125",NA,NA,"VIC025946","VIC025946",NA,"16300","auto","Epífita",NA,NA,NA,NA,NA
"28","2020-03-10 08:27:39-03","UFV","VIC","25943","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","iridifolia","Billbergia iridifolia","(Nees & Mart.) Lindl.","Paula, C.C. de","2001","06","26","Paula, C.C. de","s.n.","2001","04",NA,"Brasil","Minas Gerais","Guaraciaba","represa da Brecha","-43.0074996948242","-20.57080078125",NA,NA,"VIC025943","VIC025943",NA,"16300","auto","Epífita, esciófila",NA,NA,NA,NA,NA
"29","2019-08-20 10:05:39-03","UNICAMP","UEC","43476","S","Plantae","Asteraceae","Eupatorium","ramosissimum","Eupatorium ramosissimum","Gardner","Esteves, RL","2002","05","20","Garcia, MVB","8653","1984","03","31","Brazil","Minas Gerais","Guaraciaba","A 10 km de Guaraciaba, ao redor de um apiário, lugar denominado café.","-43.0074996948242","-20.57080078125",NA,NA,"UEC121641","UEC121641","Magnoliopsida","16300","auto","Arbusto, ca. 1 m de altura, flores em capítulos corola arroxeadas, quando aberta.",NA,NA,NA,NA,NA
"30","2019-08-20 10:07:56-03","UNICAMP","UEC","36636","S","Plantae","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Semir, J","2015","02",NA,"Garcia, MVB","8654","1984","03","31","Brazil","Minas Gerais","Guaraciaba","Ao redor de um apiário a 10 km da cidade","-43.0074996948242","-20.57080078125",NA,NA,"UEC109935","UEC109935","Magnoliopsida","16300","auto","Flores, Liana, flores em inflorescências axilares, corola roxa, folhas compostas bifoliadas",NA,NA,NA,NA,NA
"31","2020-03-02 11:02:20-03","UNICAMP","UEC","43475","S","Plantae","Asteraceae","Baccharis","junciformis","Baccharis junciformis","A.DC.","Heiden, G","2010","09",NA,"Garcia, MVB","8662","1984","04","14","Brazil","Minas Gerais","Guaraciaba","Estrada que dá acesso ao café, saindo do sítio da cachoeira.","-43.0074996948242","-20.57080078125",NA,NA,"UEC118978","UEC118978","Magnoliopsida","16300","auto","Erva, caule alado, capítulos nas extremidades dos ramos.",NA,NA,NA,NA,NA
"32","2020-03-02 11:02:14-03","UNICAMP","UEC","36328","S","Plantae","Asteraceae","Baccharis","dracunculifolia","Baccharis dracunculifolia","A.DC.",NA,NA,NA,NA,"Garcia, MVB","8660","1984","04","14","Brazil","Minas Gerais","Guaraciaba","Localixzadoa 10km da cidade, ao redor de um apiário, lugar denominado Café","-43.0074996948242","-20.57080078125",NA,NA,"UEC118378","UEC118378","Magnoliopsida","16300","auto","Arbusto +- 1m de altura, flores com corola cor creme",NA,NA,NA,NA,NA
"33","2020-03-02 11:02:14-03","UNICAMP","UEC","36327","S","Plantae","Asteraceae","Baccharis","dracunculifolia","Baccharis dracunculifolia","A.DC.",NA,NA,NA,NA,"Garcia, MVB","8661","1984","04","14","Brazil","Minas Gerais","Guaraciaba","Localizado a 10km da cidade, ao redor de um apiário, lugar denominado Café","-43.0074996948242","-20.57080078125",NA,NA,"UEC102158","UEC102158","Magnoliopsida","16300","auto","Arbusto de +- 1m de altura, flores de cor creme",NA,NA,NA,NA,NA
"34","2019-08-20 10:25:23-03","UNICAMP","UEC","36439","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A.Juss.","Pirani, JR","1996",NA,NA,"?","8672","1984","04","28","Brazil","Minas Gerais","Guaraciaba","Posse, próximo a fazenda do Sr. Joaqui","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,"Magnoliopsida","16300","auto","Flor, Árvore de + ou - 4,5m de altura, inflorescências terminais com flores amarelo-claras, 5 pétalas",NA,NA,NA,NA,NA
"35","2019-08-20 10:25:23-03","UNICAMP","UEC","36439","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A.Juss.","Pirani, JR","1996",NA,NA,"Garcia, MVB","8672","1984","04","28","Brazil","Minas Gerais","Guaraciaba","Posse, próximo a fazenda do SR. joaquim.","-43.0074996948242","-20.57080078125",NA,NA,"UEC021040","UEC021040","Magnoliopsida","16300","auto","Árvore de +- 4,5m de altura, inflorescências terminais com flores amarelo-claras, 5 pétalas.",NA,NA,NA,NA,NA
"36","2019-11-19 14:09:37-03","UFRPE","PEUFR","1020","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","Sendtn.","J. R. Stehmann","2006","12","05","A. Lima","3362","1959","07","09","Brasil","Minas Gerais","Porto Firme, Guaraciaba",NA,NA,NA,NA,NA,"PEUFR001020",NA,NA,NA,NA,"Árvore 7,0-8,0m, mais ou menos 18cm de diâmetro na base. Flores alvo-creme, perfumadas. Estames com poros alvos.",NA,NA,NA,NA,NA
"37","2019-11-19 14:04:56-03","UFRPE","PEUFR","525","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","(DC.) Baker","G.M. Barroso","1959","07",NA,"A. LIma","3363","1959","08","09","Brasil","Minas Gerais","Guaraciaba","Entre Porto Firme e Guaraciaba","-43.0074996948242","-20.57080078125",NA,NA,"PEUFR000525",NA,NA,"16300","auto","Árvore com 8 m; 20 cm de diâmetro na base; flores +/- alva; lacínios vermelho-roxo; anteras id",NA,NA,NA,NA,NA
"38","2019-11-06 09:57:33-03","UFOP","OUPR","7683","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","A.St.-Hil.",NA,NA,NA,NA,"Badini, J.","s.n.","1977","01","11","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Arbusto, flores pálidas. Mata, orla de mata ripária.",NA,NA,NA,NA,NA
"39","2019-11-06 09:56:34-03","UFOP","OUPR","6541","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sebastianopolitana","Tibouchina sebastianopolitana","Cogn.","Lisboa, M.A.","1974","05","09","Badini, J.","s.n.","1974","04","25","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto",NA,NA,NA,NA,NA,NA
"40","2019-11-06 09:57:34-03","UFOP","OUPR","30111","PreservedSpecimen","Plantae","Salicaceae","Prockia","crucis","Prockia crucis","P.Browne ex L.","Badini, J.","1973","11","15","s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Mata.",NA,NA,NA,NA,NA
"41","2019-11-06 09:57:34-03","UFOP","OUPR","30115","PreservedSpecimen","Plantae","Salicaceae","Prockia","crucis","Prockia crucis","P.Browne ex L.","Badini, J.; Kassis, A.","1973","11","15","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Árvore. Flores amarelas. Mata.",NA,NA,NA,NA,NA
"42","2019-11-06 09:55:42-03","UFOP","OUPR","4456","PreservedSpecimen","Plantae","Fabaceae","Stylosanthes","guianensis","Stylosanthes guianensis microcephala","M.B.Ferreira & Sousa Costa","Badini, J.","1976","06","09","Badini, J.","s.n.","1972",NA,NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Beira de estrada. Erva. Flores amarelas","microcephala",NA,NA,NA,NA
"43","2019-11-06 09:57:49-03","UFOP","OUPR","5578","PreservedSpecimen","Plantae","Trigoniaceae","Trigonia",NA,"Trigonia","Aubl.","Lleras, E (LEFB)","2012",NA,NA,"Badini, J.","s.n.","1970","09","15","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Trepadeira",NA,NA,NA,NA,NA
"44","2019-11-06 09:57:33-03","UFOP","OUPR","7684","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","A.St.-Hil.",NA,NA,NA,NA,"Badini, J.","s.n.","1977","01","11","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Arbusto, flores pálidas. Mata, orla de mata ripária.",NA,NA,NA,NA,NA
"45","2019-11-06 09:55:43-03","UFOP","OUPR","19978","PreservedSpecimen","Plantae","Fabaceae","Zornia","latifolia","Zornia latifolia","Sm.","Fortuna-Perez, A.P.","2011","03",NA,"Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Beira de estrada. Subarbusto. Flores amarelas",NA,NA,NA,NA,NA
"46","2019-11-05 16:44:59-03","UFOP","OUPR","5672","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","tomentellus","Lessingianthus tomentellus","(Mart. ex DC.) H.Rob.","Almeida, G.; Dematteis, M.","2012",NA,NA,"Badini, J.","s.n.","1972","05","11","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Mata. Erva. Flores azul-violáceas",NA,NA,NA,NA,NA
"47","2019-11-05 16:46:20-03","UFOP","OUPR","1173","PreservedSpecimen","Plantae","Bignoniaceae","Tynanthus","fasciculatus","Tynanthus fasciculatus","(Vell.) Miers",NA,NA,NA,NA,"Badini, J.","s.n.","1970","04",NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Escandente. Beira de estrada.",NA,NA,NA,NA,NA
"48","2019-11-06 09:55:38-03","UFOP","OUPR","18650","PreservedSpecimen","Plantae","Fabaceae","Senna","bacillaris","Senna bacillaris","(L.f.) H.S.Irwin & Barneby","Dutra, V.F.","2001","11","23","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Campo. Arbusto. Flores amarelas",NA,NA,NA,NA,NA
"49","2019-11-06 09:57:51-03","UFOP","OUPR","8020","PreservedSpecimen","Plantae","Urticaceae","Urera","baccifera","Urera baccifera","(L.) Gaudich. ex Wedd.","Badini, J.","1972","03","08","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Mata. Arbusto trepador. Flores brancas",NA,NA,NA,NA,NA
"50","2019-11-06 09:57:23-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Rosaceae","Rubus","brasiliensis","Rubus brasiliensis","Mart.","Badini, J.","1975","09","20","Badini, J.","s.n.","1972","12","09","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Arbusto, flores brancas. Brejo",NA,NA,NA,NA,NA
"51","2019-11-06 09:57:19-03","UFOP","OUPR","11864","PreservedSpecimen","Plantae","Pteridaceae","Pteris","denticulata","Pteris denticulata","Sw.","Badini, J.","1974","09","14","Badini, J.","s.n.","1974","09","14","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Erva. Mata",NA,NA,NA,NA,NA
"52","2019-11-06 09:57:19-03","UFOP","OUPR","11859","PreservedSpecimen","Plantae","Pteridaceae","Pteris","denticulata","Pteris denticulata","Sw.","Badini, J.","1972","06","14","Badini, J.","s.n.","1972","06","14","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Erva. Mata",NA,NA,NA,NA,NA
"53","2019-11-05 16:45:09-03","UFOP","OUPR","14970","PreservedSpecimen","Plantae","Asteraceae","Mikania","cordifolia","Mikania cordifolia","(L.f.) Willd.","Badini, J.","1972","06","14","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Trepadeira. Flores amarelas. Campo.",NA,NA,NA,NA,NA
"54","2019-11-06 09:55:37-03","UFOP","OUPR","19911","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","Vogel","Lima, H.C.","2009","05","28","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Campo em beira de estrada. Árvore. Flores amarelas",NA,NA,NA,NA,NA
"55","2019-11-05 16:32:31-03","UFOP","OUPR","111","PreservedSpecimen","Plantae","Acanthaceae","Thunbergia","alata","Thunbergia alata","Bojer ex Sims",NA,NA,NA,NA,"Badini, J.","s.n.","1969","12","11","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Amarela. Trepadeira. Sobre cerca",NA,NA,NA,NA,NA
"56","2019-11-05 16:44:59-03","UFOP","OUPR","2898","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","roseus","Lessingianthus roseus","(Mart. ex DC.) H.Rob.","Lisboa, M.A.","1972",NA,NA,"Badini, J.","s.n.","1972","05","11","Brasil","Minas Gerais","Guaraciaba","mata do município de Guaraciaba.","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto",NA,NA,NA,NA,NA,NA
"57","2019-11-06 09:57:33-03","UFOP","OUPR","5722","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","A.St.-Hil.",NA,NA,NA,NA,"Silva, J.L.; Messias, M.C.T.B.","s.n.","1996","04","09","Brasil","Minas Gerais","Guaraciaba","Próximo à Usina da Brecha, Margem do Rio Guaraciaba.","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto","Arbusto, flores amarelo-claras. Mata ciliar.",NA,NA,NA,NA,NA
"58","2019-11-06 09:55:57-03","UFOP","OUPR","17833","PreservedSpecimen","Plantae","Lamiaceae","Oocephalus","oppositiflorus","Oocephalus oppositiflorus","(Schrank) Harley & J.F.B.Pastore","Badini, J.","1972","10",NA,"Badini, J.","s.n.","1972","06","04","Brasil","Minas Gerais","Guaraciaba","Sub-arbusto. Flores violáceas. Borda de mata. Capão de mata.","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto",NA,NA,NA,NA,NA,NA
