"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","order","typeStatus","individualCount","relatedCatalogItem","sex"
"273","2017-10-26 08:55:47-02","MBML","MBML-HERBARIO","16639",NA,"Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata",NA,NA,NA,NA,NA,"N. P. Taylor; et al","785","1990","12","16",NA,"Brasil","Espírito Santo","Barra de São Francisco","Estrada p/ Águia Branca","-40.890833","-18.755",NA,"MBML016639",NA,NA,NA,"Arbusto até 4m alt., com ramos escandentes.",NA,"MBML016639",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"274","2017-09-14 11:44:04-03","MBML","MBML-HERBARIO","14099",NA,"Plantae","Celastraceae","Peritassa","mexiae","Peritassa mexiae",NA,"J. A. Lombardi/Fev.-2003",NA,NA,NA,"L. Kollmann; et al","3352","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014099",NA,NA,NA,"Trepadeira. Frutos amarelos.",NA,"MBML014099",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"275","2017-09-14 11:42:08-03","MBML","MBML-HERBARIO","14413",NA,"Plantae","Araceae","Philodendron","fragrantissimum","Philodendron fragrantissimum",NA,"M. Nadruz/16-IX-2002",NA,NA,NA,"L. Kollmann; et al","3383","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014413",NA,NA,NA,"Hemiepífita na meia sombra, folhas verdes.",NA,"MBML014413",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"276","2017-09-14 11:42:08-03","MBML","MBML-HERBARIO","13993",NA,"Plantae","Araceae","Philodendron","pedatum","Philodendron pedatum",NA,"M. Nadruz/16-IX-2002",NA,NA,NA,"L. Kollmann; et al","3403","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML013993",NA,NA,NA,"Hemiepífita. Luz forte, frutos verdes.",NA,"MBML013993_1 MBML013993_2 MBML013993_3",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"277","2017-09-14 11:45:22-03","MBML","MBML-HERBARIO","14313",NA,"Plantae","Euphorbiaceae","Phyllanthus","claussenii","Phyllanthus claussenii",NA,"E. R. Martins/03-XI-2011",NA,NA,NA,"L. Kollmann; et al","3541","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Poaia","-40.890833","-18.755",NA,"MBML014313",NA,NA,NA,"Rupícola no sol. Erva 40cm. Flores verdes.",NA,"MBML014313",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"278","2017-09-14 11:50:09-03","MBML","MBML-HERBARIO","14326",NA,"Plantae","Piperaceae","Piper",NA,"Piper",NA,NA,NA,NA,NA,"L. Kollmann; et al","3413","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014326",NA,NA,NA,"Planta 1m na sombra. Espigas brancas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"279","2017-09-14 11:50:09-03","MBML","MBML-HERBARIO","14421",NA,"Plantae","Piperaceae","Piper",NA,"Piper",NA,NA,NA,NA,NA,"L. Kollmann; et al","3266","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014421",NA,NA,NA,"Planta 1m. Espigas brancas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"280","2017-09-14 11:50:15-03","MBML","MBML-HERBARIO","14339",NA,"Plantae","Piperaceae","Piper","mollicomum","Piper mollicomum",NA,"E. F. Guimarães/2008",NA,NA,NA,"L. Kollmann; et al","3414","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014339",NA,NA,NA,"Planta 2m na luz forte. Espigas marrons.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"281","2017-09-14 11:50:15-03","MBML","MBML-HERBARIO","14324",NA,"Plantae","Piperaceae","Piper","ovatum","Piper ovatum",NA,"E. F. Guimarães/2003",NA,NA,NA,"L. Kollmann; et al","3397","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014324",NA,NA,NA,"Planta 1m na sombra, espigas brancas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"282","2017-09-14 11:50:15-03","MBML","MBML-HERBARIO","14478",NA,"Plantae","Piperaceae","Piper","ovatum","Piper ovatum",NA,"E. F. Guimarães/2003",NA,NA,NA,"L. Kollmann; et al","3316","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014478",NA,NA,NA,"Planta 1m na sombra. Espigas verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"283","2017-09-14 11:50:15-03","MBML","MBML-HERBARIO","14918",NA,"Plantae","Piperaceae","Piper","ovatum","Piper ovatum",NA,"D. Monteiro/20-06-2012",NA,NA,NA,"L. Kollmann; et al","3480","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Cabeceira Córrego do Engenho","-40.890833","-18.755",NA,"MBML014918",NA,NA,NA,"Erva 1m na sombra. Espigas brancas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"284","2017-09-14 11:50:17-03","MBML","MBML-HERBARIO","14476",NA,"Plantae","Piperaceae","Piper","vicosanum","Piper vicosanum",NA,"E. F. Guimarães/2008",NA,NA,NA,"L. Kollmann; et al","3320","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014476",NA,NA,NA,"Planta 1m na sombra. Espigas verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"285","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","2255",NA,"Plantae","Compositae","Piptocarpha","ramiflora","Piptocarpha ramiflora",NA,"D.P. Volet/09-08-2019",NA,NA,NA,"R. M. Pizziolo","181","1984","07","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML002255",NA,NA,NA,"Arbusto de 4m, flores brancas, solo escuro.",NA,"MBML002255",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"286","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","14471",NA,"Plantae","Compositae","Piptocarpha","robusta","Piptocarpha robusta",NA,"D.P. Volet/09-08-2019",NA,NA,NA,"L. Kollmann; et al","3343","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014471",NA,NA,NA,"Trepadeira no sol. Inflorescência velha marrom.",NA,"MBML014471",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"287","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","2254",NA,"Plantae","Compositae","Piptocarpha","robusta","Piptocarpha robusta",NA,"D.P. Volet/09-08-2019",NA,NA,NA,"R. M. Pizziolo","180","1984","07","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML002254",NA,NA,NA,"Arbusto de 3m, flores brancas, melífera, solo escuro.",NA,"MBML002254",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"288","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","8741",NA,"Plantae","Compositae","Piptocarpha","robusta","Piptocarpha robusta",NA,"D.P. Volet/09-08-2019",NA,NA,NA,"S. L. Mendes",NA,"1998","09","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Ecológico Sombra da Tarde","-40.890833","-18.755",NA,"MBML008741",NA,NA,NA,"Trepadeira. Em frutificação.",NA,"MBML008741",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"289","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","14424",NA,"Plantae","Leguminosae Mimosoideae","Plathymenia","reticulata","Plathymenia reticulata",NA,"Robson D. Ribeiro/25-08-2009",NA,NA,NA,"L. Kollmann; et al","3265","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014424",NA,NA,NA,"Árvore 18m. Fuste DAP. Flores brancas.",NA,"MBML014424",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"290","2019-05-09 14:19:54-03","MBML","MBML-HERBARIO","14460",NA,"Plantae","Leguminosae Faboideae","Platypodium","elegans","Platypodium elegans",NA,"F. L. R. Filardi/01-XI-2007",NA,NA,NA,"L. Kollmann; et al","3314","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014460",NA,NA,NA,"Árvore 15m. Fuste 3m, DAP 90cm. Flores amarelas.",NA,"MBML014460",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"291","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","39413",NA,"Plantae","Melastomataceae","Pleroma","marinana","Pleroma marinana",NA,"L. Kollmann & R. Goldenberg/2015",NA,NA,NA,"L. Kollmann; & E. Leme","11787","2009","09","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","estrada Ecopóranga/Barra de São Francisco","-40.816944","-18.539167",NA,"MBML039413",NA,NA,NA,"Arbusto 2m rupícola ao sol, frutos verdes.",NA,"MBML039413",NA,"40W49'1","18S32'21",NA,NA,NA,NA,NA,NA
"292","2017-09-14 11:44:38-03","MBML","MBML-HERBARIO","14274",NA,"Plantae","Cyperaceae","Pleurostachys","foliosa","Pleurostachys foliosa",NA,"W. Thomas/2004",NA,NA,NA,"L. Kollmann; et al","3524","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Esperança","-40.890833","-18.755",NA,"MBML014274",NA,NA,NA,"Erva 50cm. Inflorescência marrons.",NA,"MBML014274",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"293","2017-09-14 11:19:28-03","MBML","MBML-HERBARIO","2256",NA,"Plantae","Compositae","Pluchea","sagittalis","Pluchea sagittalis",NA,"G. M. Barroso/1990",NA,NA,NA,"R. M. Pizziolo","185","1984","07","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML002256",NA,NA,NA,"Arbusto de 1,5m, flores brancas, melíferas, solo amarelo.",NA,"MBML002256",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"294","2017-09-14 11:45:23-03","MBML","MBML-HERBARIO","14310",NA,"Plantae","Euphorbiaceae","Pogonophora","schomburgkiana","Pogonophora schomburgkiana",NA,"A.P.Fontana & Britto/06",NA,NA,NA,"L. Kollmann; et al","3463","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014310",NA,NA,NA,"Arbusto 3m na meia sombra. Botões e flores brancas.",NA,"MBML014310",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"295","2017-09-14 11:50:23-03","MBML","MBML-HERBARIO","13928",NA,"Plantae","Polygonaceae","Polygonum",NA,"Polygonum",NA,NA,NA,NA,NA,"L. Kollmann; et al","3296","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013928",NA,NA,NA,"Planta 30cm no sol. Botões vermelhos.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"296","2017-09-14 11:50:23-03","MBML","MBML-HERBARIO","14042",NA,"Plantae","Polygonaceae","Polygonum",NA,"Polygonum",NA,NA,NA,NA,NA,"L. Kollmann; et al","3305","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014042",NA,NA,NA,"Planta 40cm. Flores brancas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"297","2017-09-14 11:49:38-03","MBML","MBML-HERBARIO","39408",NA,"Plantae","Orchidaceae","Prescottia",NA,"Prescottia",NA,NA,NA,NA,NA,"L. Kollmann; & E. Leme","11786","2009","09","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","estrada Ecopóranga/Barra de São Francisco","-40.816944","-18.539167",NA,"MBML039408",NA,NA,NA,"Erva rupícola ao sol. Flores verdes.",NA,NA,NA,"40W49'1","18S32'21",NA,NA,NA,NA,NA,NA
"298","2017-09-14 11:41:50-03","MBML","MBML-HERBARIO","13975",NA,"Plantae","Apocynaceae","Prestonia","bahiensis","Prestonia bahiensis",NA,"J.F. Morales/11-X-2007",NA,NA,NA,"L. Kollmann; et al","3457","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013975",NA,NA,NA,"Trepadeira no sol. Flores amarelas com o centro branco.",NA,"MBML013975",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"299","2017-09-14 11:41:50-03","MBML","MBML-HERBARIO","14173",NA,"Plantae","Apocynaceae","Prestonia","didyma","Prestonia didyma",NA,"J.F. Morales/11-X-2007",NA,NA,NA,"L. Kollmann; et al","3502","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014173",NA,NA,NA,"Trepadeira no sol. Flores amarronzadas com o centro da corola branca.",NA,"MBML014173",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"300","2018-11-23 15:49:07-02","MBML","MBML-HERBARIO","14083",NA,"Plantae","Flacourtiaceae","Prockia","crucis","Prockia crucis",NA,"in dupl.: R. Marquete/Jun.2006",NA,NA,NA,"L. Kollmann; et al","3516","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco",NA,"-40.890833","-18.755",NA,"MBML014083",NA,NA,NA,"Arvoreto 3m. Frutos verdes.",NA,"MBML014083",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"301","2017-09-14 11:41:27-03","MBML","MBML-HERBARIO","14016",NA,"Plantae","Acanthaceae","Pseuderanthemum",NA,"Pseuderanthemum",NA,NA,NA,NA,NA,"L. Kollmann; et al","3527","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Esperança","-40.890833","-18.755",NA,"MBML014016",NA,NA,NA,"Erva 45cm no sol. Flores brancas. Frutos verde, ápice vermelho.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"302","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","14194",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae",NA,"L. Kollmann/08-05-2001",NA,NA,NA,"L. Kollmann; et al","3532","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Poaia","-40.890833","-18.755",NA,"MBML014194",NA,NA,NA,"Rupícola no sol. Sépalas e pétalas lilás, coluna vinácea, base lilás a branca, labelo branco, ápice e margens lilás, lóbulos laterais brancos. Floração em 08/05/01. Herb/Culta JP/Álcool.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"303","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","14404",NA,"Plantae","Leguminosae Mimosoideae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta",NA,"M.P. Morim & N.L. Nunes/Jun-2007",NA,NA,NA,"L. Kollmann; et al","3279","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014404",NA,NA,NA,"Árvore 11m. Fuste 4m. DAP 30cm. Flores brancas.",NA,"MBML014404",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"304","2017-09-14 11:51:03-03","MBML","MBML-HERBARIO","14320",NA,"Plantae","Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,NA,NA,NA,"L. Kollmann; et al","3512","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014320",NA,NA,NA,"Arbusto na sombra. Flores brancas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"305","2017-09-14 11:51:03-03","MBML","MBML-HERBARIO","14321",NA,"Plantae","Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,NA,NA,NA,"L. Kollmann; et al","3470","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014321",NA,NA,NA,"Arbusto 1,50m na sombra. Botões verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"306","2017-09-14 11:51:03-03","MBML","MBML-HERBARIO","14407",NA,"Plantae","Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,NA,NA,NA,"L. Kollmann; et al","3332","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014407",NA,NA,NA,"Arbusto 1m, brácteas roxas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"307","2017-09-14 11:43:04-03","MBML","MBML-HERBARIO","14177",NA,"Plantae","Bombacaceae","Quararibea",NA,"Quararibea",NA,NA,NA,NA,NA,"L. Kollmann; et al","3494","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Cabeceira Córrego do Engenho","-40.890833","-18.755",NA,"MBML014177",NA,NA,NA,"Arvoreto 5m. Frutos verdes.",NA,"MBML014177",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"308","2017-09-14 11:45:51-03","MBML","MBML-HERBARIO","14164",NA,"Plantae","Gramineae","Raddia","megaphylla","Raddia megaphylla",NA,"R.P. Oliveira/Jan.2009",NA,NA,NA,"L. Kollmann; et al","3523","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Esperança","-40.890833","-18.755",NA,"MBML014164",NA,NA,NA,"Erva 40cm no sol. Espiga vinácea.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"309","2017-09-14 11:41:50-03","MBML","MBML-HERBARIO","14475",NA,"Plantae","Apocynaceae","Rauvolfia",NA,"Rauvolfia",NA,NA,NA,NA,NA,"L. Kollmann; et al","3323","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014475",NA,NA,NA,"Arbusto 2,50m. Frutos verdes.",NA,"MBML014475",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"310","2017-09-14 11:43:50-03","MBML","MBML-HERBARIO","14163",NA,"Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica",NA,"D.R. Gonzaga/10-06-2015",NA,NA,NA,"L. Kollmann; et al","3467","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014163",NA,NA,NA,"Epífita caída. Frutos roxos.",NA,"MBML014163",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"311","2018-07-16 11:40:19-03","MBML","MBML-HERBARIO","14035",NA,"Plantae","Lauraceae","Rhodostemonodaphne","macrocalyx","Rhodostemonodaphne macrocalyx",NA,"A. Quinet/24-08-2004",NA,NA,NA,"L. Kollmann; et al","3404","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014035",NA,NA,NA,"Arvoreto 10m. DAP 15cm. Frutos verde, receptáculo vermelho, flores brancas.",NA,"MBML014035",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"312","2017-09-14 11:50:41-03","MBML","MBML-HERBARIO","14097",NA,"Plantae","Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"L. Kollmann; et al","3347","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014097",NA,NA,NA,"Árvore 10m. Fuste 9m, DAP 18cm. Botões verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"313","2017-09-14 11:50:41-03","MBML","MBML-HERBARIO","14536",NA,"Plantae","Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"L. Kollmann; et al","3350","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014536",NA,NA,NA,"Árvore 14m. Fuste 7m, DAP 22cm. Botões verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"314","2017-09-14 11:50:41-03","MBML","MBML-HERBARIO","14552",NA,"Plantae","Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"L. Kollmann; et al","3401","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014552",NA,NA,NA,"Árvore 19m. Fuste 10m, DAP 18cm. Frutos marrons.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"315","2017-09-14 11:41:27-03","MBML","MBML-HERBARIO","13968",NA,"Plantae","Acanthaceae","Ruellia",NA,"Ruellia",NA,"Sheila R. Profice/21-01-2004",NA,NA,NA,"L. Kollmann; et al","3356","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013968",NA,NA,NA,"Planta 40cm. Sol. Flores lilás claras.",NA,"MBML013968",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"316","2017-09-14 11:16:44-03","MBML","MBML-HERBARIO","1758",NA,"Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria",NA,NA,NA,NA,NA,"R. M. Pizziolo","176","1984","07","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML001758",NA,NA,NA,"Herbácea, flores roxas.",NA,"MBML001758",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"317","2017-09-14 11:51:17-03","MBML","MBML-HERBARIO","14342",NA,"Plantae","Sapindaceae",NA,NA,NA,NA,NA,NA,NA,NA,"L. Kollmann; et al","3360","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014342",NA,NA,NA,"Arvoreto 4m. Flores brancas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"318","2017-09-14 11:51:17-03","MBML","MBML-HERBARIO","14166",NA,"Plantae","Sapindaceae",NA,NA,NA,NA,NA,NA,NA,NA,"L. Kollmann; et al","3482","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Cabeceira Córrego do Engenho","-40.890833","-18.755",NA,"MBML014166",NA,NA,NA,"Árvore 20m. DAP 45cm. Fuste 10m. Flores brancas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"319","2017-09-14 11:47:37-03","MBML","MBML-HERBARIO","14167",NA,"Plantae","Marantaceae","Saranthe","lennartiana","Saranthe lennartiana",NA,"João M. Braga/07-12-2005",NA,NA,NA,"L. Kollmann; et al","3514","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Cabeceira Córrego do Engenho","-40.890833","-18.755",NA,"MBML014167",NA,NA,NA,"Erva 1m. Flores rosadas.",NA,"MBML014167",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"320","2017-09-14 11:49:04-03","MBML","MBML-HERBARIO","14327",NA,"Plantae","Olacaceae","Schoepfia",NA,"Schoepfia",NA,NA,NA,NA,NA,"L. Kollmann; et al","3380","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014327",NA,NA,NA,"Erva 20cm na sombra. Flores brancas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"321","2017-09-14 11:45:23-03","MBML","MBML-HERBARIO","14286",NA,"Plantae","Euphorbiaceae","Sebastiania",NA,"Sebastiania",NA,NA,NA,NA,NA,"L. Kollmann; et al","3496","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014286",NA,NA,NA,"Arbusto 2m na meia sombra. Frutos avermelhados.",NA,"MBML014286",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"322","2017-09-14 11:51:45-03","MBML","MBML-HERBARIO","14315",NA,"Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,NA,NA,NA,NA,"L. Kollmann; et al","3540","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Poaia","-40.890833","-18.755",NA,"MBML014315",NA,NA,NA,"Rupícola no sol. Erva 15cm. Folhas verdes.",NA,"MBML014315",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"323","2017-09-14 11:51:45-03","MBML","MBML-HERBARIO","39414",NA,"Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"N.T.L. Pena/03-06-2016",NA,NA,NA,"L. Kollmann; & E. Leme","11784","2009","09","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","estrada Ecopóranga/Barra de São Francisco","-40.816944","-18.539167",NA,"MBML039414",NA,NA,NA,"Erva rupícola ao sol.",NA,"MBML039414",NA,"40W49'1","18S32'21",NA,NA,NA,NA,NA,NA
