"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","yearIdentified","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","individualCount","relatedCatalogItem"
"798","2019-10-02 15:02:44-03","UFMG","BHCB","69821","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária. Árvore, ca. 5 m, folhas papiráceas, frutos imaturos verdes, maduros azuis","auto",NA,"4670","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","2019-10-02 15:02:44-03","UFMG","BHCB","69810","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sub-bosque. Arvoreta, ca. 3 m, folhas papiráceas, frutos imaturos verdes","auto",NA,"4659","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","2019-10-02 14:55:35-03","UFMG","BHCB","69817","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Loganiaceae","Strychnos",NA,"Strychnos",NA,NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, subbosque. Liana, folhas cartáceas, cálice verde, corola branca, perfumadas","auto",NA,"4666","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","2019-10-02 15:02:54-03","UFMG","BHCB","69818","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora grandiflora","Mart.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária. Árvore, ca. 5 m, folhas cartáceas, frutos imaturos verdes","auto",NA,"4667","Southern America",NA,NA,NA,NA,NA,NA,NA,"grandiflora",NA,NA,NA
"802","2019-10-02 14:54:40-03","UFMG","BHCB","69833","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Sesbania",NA,"Sesbania",NA,NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Beira do Rio Santa Bárbara, entre pedras. Arbusto, ca. 1.7 m, folíolos papiráceos, frutos secos","auto",NA,"4682","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","2019-10-02 15:05:52-03","UFMG","BHCB","69858","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Anthurium","intermedium","Anthurium intermedium","Kunth",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sub-bosque. Erva epífita, folhas cartáceas, verdes, inflorescência e espata ocres","auto","2016","4707","Southern America",NA,"BHCB036997","BHCB036997",NA,NA,"06","09",NA,NA,NA,NA
"804","2019-10-02 15:05:54-03","UFMG","BHCB","69797","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sub-bosque, encosta. Erva tuberosa, estéril, pecíolo mosqueado de marron","auto",NA,"4646","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","2019-10-02 15:02:39-03","UFMG","BHCB","69840","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Psychotria","forsteronioides","Psychotria forsteronioides","Müll.Arg.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sub-bosque. Arbusto, ca. 0.7 m, folhas papiráceas, frutos maduros púrpura","auto",NA,"4689","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","2019-10-02 15:05:52-03","UFMG","BHCB","69852","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Anthurium","intermedium","Anthurium intermedium","Kunth",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sub-bosque. Erva epífita, folhas cartáceas, verdes, inflorescências ocre","auto","2016","4701","Southern America",NA,"BHCB036996","BHCB036996",NA,NA,"06","09",NA,NA,NA,NA
"807","2019-10-02 15:02:37-03","UFMG","BHCB","69828","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Psychotria",NA,"Psychotria","L.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, subbosque. Arbusto, ca. 0.4 m, folhas papiráceas, frutos púrpura","auto",NA,"4677","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","2019-10-02 14:56:55-03","UFMG","BHCB","69837","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Leandra",NA,"Leandra",NA,NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sub-bosque. Arbusto, ca. 1 m, folhas papiráceas, brácteas avermelhadas, frutos imaturos verdes","auto",NA,"4686","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","2019-10-02 15:08:33-03","UFMG","BHCB","69804","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Paspalum","corcovadense","Paspalum corcovadense","Raddi",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sub-bosque. Erva, inflorescências verdes; Mata secundária, sub-bosque. Erva, inflorescências verdes","auto",NA,"4653","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","2019-10-02 14:55:37-03","UFMG","BHCB","69819","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Loranthaceae","Struthanthus",NA,"Struthanthus",NA,NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sub-bosque, beira de estrada. Arbusto hemiparasita, folhas cartáceas, frutos imaturos verdes, maduros ocre","auto",NA,"4668","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","2019-10-02 15:08:18-03","UFMG","BHCB","69801","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Dichanthelium",NA,"Dichanthelium",NA,NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sub-bosque.; Erva, inflorescências verdes","auto","2016","4650","Southern America",NA,"BHCB035457",NA,NA,NA,"04","26",NA,NA,NA,NA
"812","2019-10-24 17:20:27-03","UFMG","BHCB","69787","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Piperaceae","Piper","klotzschianum","Piper klotzschianum","(Kunth) C.DC.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, CEMIG, trilha partindo da Barragem até o Bom Será.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto, ca. 0.4 m, folhas papiráceas, infrutescências verdes.; Mata secundária, sub-bosque.","auto","2003","4636","Southern America",NA,"BHCB052480",NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","2019-10-02 14:55:11-03","UFMG","BHCB","69846","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Lamiaceae","Marsypianthes",NA,"Marsypianthes",NA,NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, Trilha partindo da barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Erva, folhas papiráceas, brácteas e frutos imaturos verdes.; Barranco junto à barragem, sub-bosque, área úmida.","auto",NA,"4695","Southern America",NA,"BHCB041507",NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","2019-12-23 17:48:51-03","UFMG","BHCB","69793","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Ruellia","macrantha","Ruellia macrantha","Mart.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG, Trilha partindo da Barragem até o Bom Será.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto, ca. 1.7 m, folhas papiráceas, brácteas verdes, corola lilás.; Mata secundária, sub-bosque.","auto","2002","4642","Southern America",NA,"BHCB006248","BHCB006248",NA,NA,"04",NA,NA,NA,NA,NA
"815","2019-10-02 15:08:19-03","UFMG","BHCB","69812","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Echinolaena","minarum","Echinolaena minarum","(Nees) Pilg.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG., Trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sub-bosque. Erva, inflorescências verdes; Mata secundária, sub-bosque. Erva, inflorescências verdes","auto",NA,"4661","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","2019-10-02 15:01:46-03","UFMG","BHCB","69843","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","monninoides","Polygala monninoides","Kunth",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG., Trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Plantas do Brasil - Inventário da Estação Ambiental de Peti. Barranco junto a Barragem, sub-bosque, área úmida. Erva. Folhas papiráceas. Flores rosadas. Frutos imaturos verdes; Barranco junto a Barragem, sub-bosque, área úmida. Erva, folhas papirácea","auto",NA,"4692","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","2019-10-02 15:01:26-03","UFMG","BHCB","69794","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Piperaceae","Peperomia","blanda","Peperomia blanda","(Jacq.) Kunth",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG., Trilha partindo da Barragem até o Bom Será","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sobre afloramento rochoso na mata junto ao Rio Santa Bárbara. Erva, carnosa, inflorescências verdes. Inventário da Estação Ambiental de Peti.; Erva, carnosa, inflorescências verdes.; Mata secundária, sobre afloramento","auto","2011","4643","Southern America",NA,"BHCB008572",NA,NA,NA,"06",NA,NA,NA,NA,NA
"818","2019-10-02 14:49:57-03","UFMG","BHCB","69831","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Elephantopus","riparius","Elephantopus riparius","Gardner",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG., Trilha partindo da Barragem até o Bom Será.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Plantas do Brasil - Inventário da Estação Ambiental de Peti. Em cavidades sombreadas por pedras junto ao rio. Herbáceo. Folhas papiráceas. Flores lilases.","auto",NA,"4680","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","2019-10-02 14:59:44-03","UFMG","BHCB","69816","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrsinaceae","Cybianthus",NA,"Cybianthus","Mart.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG., Trilha partindo da Barragem até o Bom Será.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Plantas do Brasil - Inventário da Estação Ambiental de Peti.; Árvore, ca. 25 m. Folhas cartáceas. Frutos imaturos verdes, maduros púrpura.; Mata secundária.","auto",NA,"4665","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","2019-10-02 15:08:11-03","UFMG","BHCB","69802","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Axonopus","capillaris","Axonopus capillaris","(Lam.) Chase",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG., Trilha partindo da Barragem até o Bom Será.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sub-bosque. Erva, inflorescências verdes; Mata secundária, sub-bosque. Erva, inflorescências verdes","auto","2012","4651","Southern America",NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"821","2019-10-02 14:49:08-03","UFMG","BHCB","69844","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae",NA,NA,NA,"Bercht. & J.Presl",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG., Trilha partindo da Barragem até o Bom Será.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Área aberta junto a Barragem, borda de mata. Arbusto, ca. 1 m, folhas papiráceas, brácteas verdes, flores lilases","auto",NA,"4693","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","2019-10-02 14:49:37-03","UFMG","BHCB","69842","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Bidens","segetum","Bidens segetum patula","Mart. ex Colla",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG., Trilha partindo da Barragem até o Bom Será.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Plantas do Brasil - Inventário da Estação Ambiental de Peti. Borda de mata; área aberta junto a barragem. Arbustivo escandente. Folhas papiráceas. Brácteas verdes. Flore e lacínios amarelos.","auto",NA,"4691","Southern America",NA,NA,NA,NA,NA,NA,NA,"patula",NA,NA,NA
"823","2019-10-02 15:06:34-03","UFMG","BHCB","69805","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Rhynchospora","exaltata","Rhynchospora exaltata","Kunth",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG., Trilha partindo da Barragem até o Bom Será.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Plantas do Brasil. Inventário da Estação Ambiental de Peti.; Mata secundária, sub-bosque. Erva, inflorescências verdes","auto",NA,"4654","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","2019-12-16 17:40:50-03","UFMG","BHCB","69796","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Ruellia",NA,"Ruellia","L.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG, Trilha partindo da Barragem até o Bom Será. Junto ao Rio Santa Bárbara.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto, ca. 0.4 m, folhas papiráceas, cálice verde, corola lilás.; Mata secundária, sobre rochas.","auto",NA,"4645","Southern America",NA,"BHCB053312","BHCB053312",NA,NA,NA,NA,NA,NA,NA,NA
"825","2019-10-02 15:07:02-03","UFMG","BHCB","69795","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Hypoxidaceae","Hypoxis","decumbens","Hypoxis decumbens","L.",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti - CEMIG., Trilha partindo da Barragem até o Bom Será. Perto do Rio Santa Bárbara","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata secundária, sobre rochas junto ao rio. Erva. Flores amarelas. Inventário da Estação Ambiental de Peti; Mata secundária, sobre rochas junto ao Rio Santa Bárbara. Erva, flores amarelas","auto",NA,"4644","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","2019-10-02 14:54:08-03","UFMG","BHCB","69832","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Leptolobium","brachystachyum","Leptolobium brachystachyum","(Benth.) Sch.Rodr. & A.M.G.Azevedo",NA,"Lombardi, JA; Salino, A; Stehmann, JR; Mota, RC da; Viana, PL","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG., Trilha partindo da Barragem até o Bom Será. Rio Santa Bárbara.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Plantas do Brasil. Inventário da Estação Ambiental de Peti.; Árvore, ca. 5 m, folíolos cartáceos, frutos secos.; Mata secundária, junto ao rio.","auto",NA,"4681","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","2019-10-02 14:55:35-03","UFMG","BHCB","94238","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Loganiaceae","Spigelia",NA,"Spigelia",NA,NA,"Ferreira, RM; França, GS; Stehmann, JR","2004","12","08","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti., Córrego Brucutu","-43.3622016906738","-19.826099395752",NA,NA,"17525","Herbácea, flores brancas com venação rosada","auto",NA,"31","Southern America",NA,"BHCB047643",NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","2019-10-02 15:04:13-03","UFMG","BHCB","78256","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Solanum","didymum","Solanum didymum","Dunal",NA,"Stehmann, JR; França, GS; Barros, AM","2003","03","14","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, Próx. Centro de Pesquisas.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto, no subosque da mata; corola brancas com linha mediana violeta.","auto",NA,"3427","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","2019-10-02 14:48:44-03","UFMG","BHCB","78257","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Apocynaceae","Macroditassa","morilloana","Macroditassa morilloana","Fontella & M.V. Ferreira",NA,"Stehmann, JR; França, GS; Barros, AM","2003","03","14","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti., Próximo do Morro do Cruzeiro","-43.3622016906738","-19.826099395752",NA,NA,"17525","Trepadeira.","auto","2004","3428","Southern America",NA,"BHCB003609",NA,NA,NA,"03",NA,NA,NA,NA,NA
