"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","yearIdentified","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","individualCount","relatedCatalogItem"
"108","2019-12-06 14:38:36-03","MBM","MBM","146016","S","Plantae",NA,NA,NA,"Celastraceae","Cheiloclinium","serratum","Cheiloclinium serratum","(Cambess.) A.C. Smith","Lombardi, J.A.","Stehmann, J.R.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1597","Southern America",NA,"MBM146016","MBM146016",NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-12-06 14:41:52-03","MBM","MBM","145762","S","Plantae",NA,NA,NA,"Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britt.","Pedralli, G.","Pedralli, G.; et al.; et al.","1988","10","11","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1334","Southern America",NA,"MBM145762","MBM145762",NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-12-06 14:41:25-03","MBM","MBM","145799","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","pohlii","Cyperus pohlii","(Nees) Steud.","Pedralli, G.","Pedralli, G.; et al.; et al.","1987","12","01","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"618","Southern America",NA,"MBM145799","MBM145799",NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-12-06 14:24:50-03","MBM","MBM","145609","S","Plantae",NA,NA,NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.","Stehmann, J.R.","Pedralli, G.; et al.; et al.","1987","10","11","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1329","Southern America",NA,"MBM145609","MBM145609",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-12-06 14:25:15-03","MBM","MBM","145649","S","Plantae",NA,NA,NA,"Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schltdl","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1989","09","01","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1565","Southern America",NA,"MBM145649","MBM145649",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-12-06 14:53:53-03","MBM","MBM","145714","S","Plantae",NA,NA,NA,"Gleicheniaceae","Gleichenia","discolor","Gleichenia discolor","(Schrad.) Sehnem","Pedralli, G.","Pedralli, G.; et al.; et al.","1988","03","09","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"829","Southern America",NA,"MBM145714","MBM145714",NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-07-11 10:58:40-03","MBM","MBM","145853","S","Plantae",NA,NA,NA,"Connaraceae","Rourea","induta","Rourea induta","Planch.","Stehmann","S.G.P.","1989","01","09","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1586","Southern America",NA,"MBM145853","MBM145853",NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-12-06 14:25:08-03","MBM","MBM","145645","S","Plantae",NA,NA,NA,"Annonaceae","Guatteria","dusenii","Guatteria dusenii","R.E. Fries","Záchia, R.","Stehmann, J.R.; et al.; et al.","1989","01","12","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1699","Southern America",NA,"MBM145645","MBM145645",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-12-06 14:36:34-03","MBM","MBM","145652","S","Plantae",NA,NA,NA,"Boraginaceae","Heliotropium","indicum","Heliotropium indicum","L.","Stehmann","Stehmann; et al.; et al.","1989","01","13","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1709","Southern America",NA,"MBM145652","MBM145652",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-12-06 14:24:53-03","MBM","MBM","145610","S","Plantae",NA,NA,NA,"Anacardiaceae","Tapirira","marchandii","Tapirira marchandii","Engl.","Cf.","Pedralli, G.; et al.; et al.","1988","10","11","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1309","Southern America",NA,"MBM145610",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-12-06 14:42:07-03","MBM","MBM","145773","S","Plantae",NA,NA,NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees","Pedralli, G.","Pedralli, G.; et al.; et al.","1988","10","13","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1458","Southern America",NA,"MBM145773","MBM145773",NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-12-06 14:42:07-03","MBM","MBM","145774","S","Plantae",NA,NA,NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees","Pedralli, G.","Stehmann, J.R.; et al.; et al.","1988","07","20","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1250","Southern America",NA,"MBM145774","MBM145774",NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-12-06 14:24:45-03","MBM","MBM","145603","S","Plantae",NA,NA,NA,"Anacardiaceae","Schinus","terebinthifolia","Schinus terebinthifolia","Raddi","Lima, F.S.","Pedralli, G.; et al.; et al.","1988","03",NA,"Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"970","Southern America",NA,"MBM145603","MBM145603",NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-12-06 14:24:45-03","MBM","MBM","145604","S","Plantae",NA,NA,NA,"Anacardiaceae","Schinus","terebinthifolia","Schinus terebinthifolia","Raddi","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1989","01","10","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1621","Southern America",NA,"MBM145604","MBM145604",NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-12-06 15:05:39-03","MBM","MBM","274586","S","Plantae",NA,NA,NA,"Melastomataceae","Miconia","tristis","Miconia tristis","Spring","Goldenberg, R.","Lombardi, J.A.; et al.; et al.","2002","04","23","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"4658","Southern America",NA,"MBM274586","MBM274586",NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-12-06 14:31:28-03","MBM","MBM","145933","S","Plantae",NA,NA,NA,"Asteraceae","Eremanthus","crotonoides","Eremanthus crotonoides","(Sch. Bip.) Sch. Bip.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1988","10","21","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1265","Southern America",NA,"MBM145933","MBM145933",NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-12-06 14:41:53-03","MBM","MBM","145764","S","Plantae",NA,NA,NA,"Cyperaceae","Rhynchospora","exaltata","Rhynchospora exaltata","Kunth","Renato, J.","Stehmann, R.; et al.; et al.","1988","04","19","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1147","Southern America",NA,"MBM145764","MBM145764",NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-12-06 14:31:14-03","MBM","MBM","145921","S","Plantae",NA,NA,NA,"Asteraceae","Cyrtocymura","mattos-silvae","Cyrtocymura mattos-silvae","(H. Rob.) H.Rob.","Dematteis, M.","Stehmann, J.R.; et al.; et al.","1987","12","02","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"631","Southern America",NA,"MBM145921","MBM145921",NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-12-06 14:31:28-03","MBM","MBM","145932","S","Plantae",NA,NA,NA,"Asteraceae","Eremanthus","crotonoides","Eremanthus crotonoides","(Sch. Bip.) Sch. Bip.","Stehmann, J.R.","Stehmann, J.R.","1989","01","09","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1644","Southern America",NA,"MBM145932","MBM145932",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-12-06 14:24:50-03","MBM","MBM","145607","S","Plantae",NA,NA,NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.","Stehmann, J.R.","Pedralli, G.; et al.; et al.","1988","10","12","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1376","Southern America",NA,"MBM145607","MBM145607",NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-12-06 14:41:34-03","MBM","MBM","145827","S","Plantae",NA,NA,NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","(L.) Roem. & Schult.","Alves, M.","Stehmann, J.R.; et al.; et al.","1989","01","12","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1705","Southern America",NA,"MBM145827","MBM145827",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-12-06 14:38:36-03","MBM","MBM","146018","S","Plantae",NA,NA,NA,"Celastraceae","Cheiloclinium","serratum","Cheiloclinium serratum","(Cambess.) A.C. Smith","Lombardi, J.A.","Stehmann, J.R.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1541","Southern America",NA,"MBM146018","MBM146018",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-12-06 14:42:26-03","MBM","MBM","145718","S","Plantae",NA,NA,NA,"Dilleniaceae","Davilla","elliptica","Davilla elliptica","St. Hil.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1988","07","18","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1108","Southern America",NA,"MBM145718","MBM145718",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-12-06 14:41:25-03","MBM","MBM","145794","S","Plantae",NA,NA,NA,"Cyperaceae","Cyperus","luzulae","Cyperus luzulae","(L.) Retz.","Lima, F.S.","Pedralli, G.; et al.; et al.","1987","12","01","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"616","Southern America",NA,"MBM145794","MBM145794",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-12-06 14:41:40-03","MBM","MBM","145831","S","Plantae",NA,NA,NA,"Cyperaceae","Hypolytrum","schraderianum","Hypolytrum schraderianum","Nees","Alves, M.","Pedralli, G.; et al.; et al.","1988","03","11","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"s.n.","Southern America",NA,"MBM145831","MBM145831",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-12-06 14:27:11-03","MBM","MBM","145614","S","Plantae",NA,NA,NA,"Aquifoliaceae","Ilex","conocarpa","Ilex conocarpa","Reiss.","Giberti, G.C.","Pedralli, G.; et al.; et al.","1988","10","14","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1514","Southern America",NA,"MBM145614","MBM145614",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-12-06 14:33:01-03","MBM","MBM","145928","S","Plantae",NA,NA,NA,"Asteraceae","Mikania","hirsutissima","Mikania hirsutissima","DC.","Stehmann, J.R.","Pedralli, G.",NA,NA,NA,"Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1109","Southern America",NA,"MBM145928","MBM145928",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-12-06 14:42:10-03","MBM","MBM","145776","S","Plantae",NA,NA,NA,"Cyperaceae","Scleria","secans","Scleria secans","(L.) Urban","Lima, E.S.","Pedralli, G.; et al.; et al.","1988","03","10","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"975","Southern America",NA,"MBM145776","MBM145776",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-12-06 15:06:37-03","MBM","MBM","145637","S","Plantae",NA,NA,NA,"Mendonciaceae","Mendoncia","velloziana","Mendoncia velloziana","Mart.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1987","12","02","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"719","Southern America",NA,"MBM145637","MBM145637",NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-12-06 14:55:42-03","MBM","MBM","145981","S","Plantae",NA,NA,NA,"Lacistemaceae","Lacistema","pubescens","Lacistema pubescens","Mart.","Stehmann, J.R.","Pedralli, G.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1460","Southern America",NA,"MBM145981","MBM145981",NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-12-06 14:39:48-03","MBM","MBM","145835","S","Plantae",NA,NA,NA,"Commelinaceae","Commelina","robusta","Commelina robusta","Kunth","Pedralli, G.","Pedralli, G.; et al.; et al.","1987","12","01","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"619","Southern America",NA,"MBM145835","MBM145835",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-12-06 14:39:34-03","MBM","MBM","146023","S","Plantae",NA,NA,NA,"Clusiaceae","Vismia","guianensis","Vismia guianensis","(Aubl.) Choisy","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1989","01","09","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1529","Southern America",NA,"MBM146023","MBM146023",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-12-06 14:52:23-03","MBM","MBM","145988","S","Plantae",NA,NA,NA,"Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos) Eichl.","Pedralli, G.","Pedralli, G.; et al.; et al.","1987","12","01","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"580","Southern America",NA,"MBM145988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-12-06 14:34:35-03","MBM","MBM","145929","S","Plantae",NA,NA,NA,"Asteraceae","Trixis","antimenorrhea","Trixis antimenorrhea","(Schrank) Mart. ex Baker","Stehmann, J.R.","Pedralli, G.; et al.; et al.","1988","07","18","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1092","Southern America",NA,"MBM145929","MBM145929",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-12-06 14:25:23-03","MBM","MBM","145745","S","Plantae",NA,NA,NA,"Annonaceae","Xylopia","sericea","Xylopia sericea","St. Hil.","Stehmann, J.R.","Pedralli, G.; et al.; et al.","1988","10","13","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1477","Southern America",NA,"MBM145745","MBM145745",NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-12-06 14:23:27-03","MBM","MBM","329587","S","Plantae",NA,NA,NA,"Acanthaceae",NA,NA,NA,NA,NA,"Lombardi, J.A.; Salino, A.; Salino, A.","2002",NA,NA,"Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, CEMIG, trilha depois da ponte pênsil próxima a Casa de Força.","-43.370556","-19.883389","-43.370556","-19.883389",NA,NA,NA,NA,"4943","Southern America",NA,"MBM329587","MBM329587",NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-12-06 15:17:08-03","MBM","MBM","145705","S","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","papillosum","Adiantum papillosum","Handro","Prado, J.","Stehmann, J.C.; et al.; et al.","1988","07","21","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525","Mata. Herbáceo","auto","2009","1239","Southern America",NA,"MBM145705","MBM145705",NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-12-06 15:17:08-03","MBM","MBM","145708","S","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","papillosum","Adiantum papillosum","Handro","Prado, J.","Pedralli, G.; et al.; et al.","1988","10","13","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525","Erva, EDPA-PETI","auto","2009","QAPT1490","Southern America",NA,"MBM145708","MBM145708",NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-12-06 15:17:11-03","MBM","MBM","145707","S","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","subcordatum","Adiantum subcordatum","Sw.","Pedralli, G.","Stehmann, J.C.; et al.; et al.","1988","03","09","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"897","Southern America",NA,"MBM145707","MBM145707",NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-12-06 15:24:34-03","MBM","MBM","276758","S","Plantae",NA,NA,NA,"Verbenaceae","Aloysia","virgata","Aloysia virgata","(Ruiz & Pav.) A.L. Juss.","Lombardi, J.A.","Lombardi, J.A.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"4945","Southern America",NA,"MBM276758","MBM276758",NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-12-06 14:24:39-03","MBM","MBM","145593","S","Plantae",NA,NA,NA,"Anacardiaceae","Astronium","fraxinifolium","Astronium fraxinifolium","Schott","Stehmann, J.R.","Pedralli, G.; et al.; et al.","1988","10","11","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1294","Southern America",NA,"MBM145593","MBM145593",NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-12-06 14:30:08-03","MBM","MBM","145942","S","Plantae",NA,NA,NA,"Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","Stehmann, J.R.","Pedralli, G.; et al.; et al.","1987","09","28","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"450","Southern America",NA,"MBM145942","MBM145942",NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-12-06 14:30:08-03","MBM","MBM","145944","S","Plantae",NA,NA,NA,"Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1989","10","09","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1651","Southern America",NA,"MBM145944","MBM145944",NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-12-06 14:30:08-03","MBM","MBM","145943","S","Plantae",NA,NA,NA,"Asteraceae","Baccharis","punctulata","Baccharis punctulata","DC.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1988","10","11","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1317","Southern America",NA,"MBM145943","MBM145943",NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-12-06 14:30:08-03","MBM","MBM","145920","S","Plantae",NA,NA,NA,"Asteraceae","Baccharis","reticularia","Baccharis reticularia","DC.","Teles, A.M.","Stehmann, J.R.; et al.; et al.","1988","07","21","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","EPDA PETI","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto, flores branca, ramos florais curvos","auto","2009","s.n.","Southern America",NA,"MBM145920","MBM145920",NA,NA,"08",NA,NA,NA,NA,NA
"153","2019-12-06 14:30:08-03","MBM","MBM","145919","S","Plantae",NA,NA,NA,"Asteraceae","Baccharis","reticularia","Baccharis reticularia","DC.","Teles, A.M.","Stehmann, J.R.; et al.; et al.","1988","07","21","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","EPDA PETI","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto c/ 2m de altura. Flores brancas/amarelas. Capoeira","auto","2009","s.n.","Southern America",NA,"MBM145919","MBM145919",NA,NA,"08",NA,NA,NA,NA,NA
"154","2019-12-06 14:30:12-03","MBM","MBM","145918","S","Plantae",NA,NA,NA,"Asteraceae","Baccharis","salzmannii","Baccharis salzmannii","DC.","Teles, A.M.","Stehmann, J.R.; et al.; et al.","1988","07","21","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","EPDA PETI","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto de flores brancas","auto","2009","s.n.","Southern America",NA,"MBM145918","MBM145918",NA,NA,"08",NA,NA,NA,NA,NA
"155","2019-12-06 15:01:48-03","MBM","MBM","199247","S","Plantae",NA,NA,NA,"Malpighiaceae","Byrsonima","intermedia","Byrsonima intermedia","A. Juss.",NA,"Stehmann, J.R.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"s.n.","Southern America",NA,"MBM199247","MBM199247",NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-12-06 14:41:10-03","MBM","MBM","145777","S","Plantae",NA,NA,NA,"Cyperaceae","Carex","fuscula","Carex fuscula","Urv.","Pedralli, G.","Stehmann, J.R.; et al.; et al.","1988","07","20","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1249","Southern America",NA,"MBM145777","MBM145777",NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-12-06 14:52:12-03","MBM","MBM","145996","S","Plantae",NA,NA,NA,"Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora","Cambess.","Stehmann, J.R.","Pedralli, G.; et al.; et al.","1987","12","01","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"598","Southern America",NA,"MBM145996","MBM145996",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-12-06 14:52:15-03","MBM","MBM","145992","S","Plantae",NA,NA,NA,"Flacourtiaceae","Casearia","sylvestris","Casearia sylvestris","Sw.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1988","10","11","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1324","Southern America",NA,"MBM145992","MBM145992",NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-12-06 14:52:15-03","MBM","MBM","145991","S","Plantae",NA,NA,NA,"Flacourtiaceae","Casearia","sylvestris","Casearia sylvestris","Sw.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1988","07","21","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1259","Southern America",NA,"MBM145991","MBM145991",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-12-06 14:38:36-03","MBM","MBM","146017","S","Plantae",NA,NA,NA,"Celastraceae","Cheiloclinium","serratum","Cheiloclinium serratum","(Cambess.) A.C. Smith","Lombardi, J.A.","Stehmann, J.R.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1665","Southern America",NA,"MBM146017","MBM146017",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-12-06 15:25:16-03","MBM","MBM","170186","S","Plantae",NA,NA,NA,"Vitaceae","Cissus","albida","Cissus albida","Cambess.","Lombardi, J.A.","Borba, E.L.","1993","12","21","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"87","Southern America",NA,"MBM170186","MBM170186",NA,NA,NA,NA,NA,NA,NA,NA
