"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","phylum","order","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","infraspecificEpithet","typeStatus","class","individualCount","relatedCatalogItem"
"436","2019-10-02 14:55:40-03","UFMG","BHCB","21230","PreservedSpecimen","Plantae","Lythraceae","Cuphea","adenophylla","Cuphea adenophylla","T.B.Cavalc.",NA,"1989","11",NA,"Cavalcanti, TB; Cordeiro, I; Mello-Silva, R de; Menezes, NL de; Gonçalves, JCC","10186","1986","09","08","Brasil","Minas Gerais","Rio Vermelho","Pedra menina. Serra do Ambrósio, Espigão do Meio. Fazenda do anjo","-43.0092010498047","-18.2936000823975","26996","Suarbusto até 1m. Planta toda viscosa. Hipanto esverdeado no ventre. Pétalas lilases, guias de néctar amarelos. Filetes vinho e anteras acinzentadas.; No carrascal.","BHCB000196","BHCB000196","auto","Dicotyledon",NA,"Southern America",NA,NA,"830","830",NA,NA,"Isotypus",NA,NA,NA
"437","2019-10-02 15:06:58-03","UFMG","BHCB","39788","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","brasiliana","Syngonanthus brasiliana","Giul.",NA,"1987",NA,NA,"Mello-Silva, R de; Cavalcanti, TB; Cordeiro, I; Menezes, NL de; Gonçalves, JCC","s.n.","1986","09","08","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Serra do Ambrósio. Espigão do meio. Fazenda Vargem do Anjo","-43.0092010498047","-18.2936000823975","26996","Erva, brácteas castanhas na base e alvas no ápice. Flores alvas; Solo arenoso grosso, no carrascal.","BHCB035494",NA,"auto","Monocotyledon",NA,"Southern America",NA,NA,"830","830",NA,NA,NA,NA,NA,NA
"438","2019-10-02 15:06:58-03","UFMG","BHCB","39784","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","brasiliana","Syngonanthus brasiliana","Giul.",NA,"1987",NA,NA,"Mello-Silva, R de; Cavalcanti, TB; Cordeiro, I; Menezes, NL de; Gonçalves, JCC","s.n.","1986","09","08","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Serra do Ambrósio. Espigão do meio. Fazenda Vargem do Anjo.","-43.0092010498047","-18.2936000823975","26996","Erva, brácteas castanhas na base e alvas no ápice. Flores alvas; Em solo arenoso, no carrasco.","BHCB041637",NA,"auto","Monocotyledon",NA,"Southern America",NA,NA,"830","830",NA,NA,NA,NA,NA,NA
"439","2019-10-02 15:06:44-03","UFMG","BHCB","123176","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","centauroides","Comanthera centauroides","(Bong.) L.R.Parra & Giul.",NA,"2012",NA,NA,"Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","1376","2008","08","26","Brasil","Minas Gerais","Rio Vermelho","Serra da Pedra Menina, Distrito de Pedra Menina","-43.0092010498047","-18.2936000823975","26996","Erva terrestre em campo arenoso, capítulos alvos com as brácteas involucrais douradas, planta armazenada em álcool.","BHCB003738",NA,"auto","Monocotyledon",NA,"Southern America",NA,NA,"1530","1530",NA,NA,NA,NA,NA,NA
"440","2019-10-02 15:06:59-03","UFMG","BHCB","123175","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","nitens","Syngonanthus nitens","Ruhland",NA,"2008","09","11","Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","1375","2008","08","26","Brasil","Minas Gerais","Rio Vermelho","Serra da Pedra Menina, Distrito de Pedra Menina.","-43.0092010498047","-18.2936000823975","26996","Planta armazenada em álcool.; Erva terrestre, capítulos alvos.","BHCB031877",NA,"auto","Monocotyledon",NA,"Southern America",NA,NA,"1530","1530",NA,NA,NA,NA,NA,NA
"441","2019-10-02 14:57:15-03","UFMG","BHCB","123149","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","DC.",NA,"2011","02","22","Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","1349","2008","08","25","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.0092010498047","-18.2936000823975","26996","Arbusto com flores brancas e estames amarelos. Planta armazenada em álcool. Solo bastante arenoso. Quartizito.","BHCB003062",NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,"863","863",NA,NA,NA,NA,NA,NA
"442","2019-10-02 14:50:34-03","UFMG","BHCB","83974","PreservedSpecimen","Plantae","Asteraceae","Mikania","sessilifolia","Mikania sessilifolia regnelli","Sch.Bip. ex Baker",NA,NA,NA,NA,"Mello-Silva, R de; Pirani, JR; Meguro, M","s.n.","1985","07","31","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio. Morro da Virada do Mato Virgem.","-43.0092010498047","-18.2936000823975","26996","Flora de Campos Rupestres. Arbustivo, 1,2m. Pappus alvo.",NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,"regnelli",NA,NA,NA,NA
"443","2020-03-16 20:32:32-03","UFMG","BHCB","77260","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","A.St.-Hil.",NA,"1988",NA,NA,"Pirani, JR; Mello-Silva, R de; Meguro, M","CFCR7821","1985","07","31","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio, Pedra Menina, Morro da Virada do Mato Virgem.","-43.0092010498047","-18.2936000823975","26996","Subarbusto. Flores alvas e róseas.; No carrascal.","BHCB055238","BHCB055238","auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2019-10-02 15:07:50-03","UFMG","BHCB","102201","PreservedSpecimen","Plantae","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.",NA,NA,NA,NA,"Viana, PL; et al.","2470","2006","03","10","Brasil","Minas Gerais","Rio Vermelho","Serra dos 2 Irmãos","-43.0092010498047","-18.2936000823975","26996","Erva terrestre; frutos imaturos verdes.; em área úmida","BHCB001414","BHCB001414","auto","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2019-05-02 10:55:52-03","IBt","SP-BRYOPHYTA","222578","S","Plantae","Sphagnaceae","Sphagnum","sp.","Sphagnum sp.",NA,NA,NA,NA,NA,"Pirani, J.R.; et al.","7845","1985","08","01","BRASIL","Minas Gerais","Rio Vermelho","Fazenda Vargem do Anjo","-43.009167","-18.293611",NA,"No brejo, na beira da mata, formando bancos em grande quantidade","SP091884",NA,NA,NA,NA,"Southern America","-43.009167","-18.293611","730","730",NA,NA,NA,NA,NA,NA
"446","2019-05-02 10:55:52-03","IBt","SP-BRYOPHYTA","222593","S","Plantae","Sphagnaceae","Sphagnum","sp.","Sphagnum sp.",NA,NA,NA,NA,NA,"Pirani, J.R.; et al.","7804","1985","07","31","BRASIL","Minas Gerais","Rio Vermelho","Serra do Ambrósio, Morro da Virada do Mato Virgem, Pedra Menina","-43.009167","-18.293611",NA,"Solo brejoso, entre Cyperaceae e Xyridaceae","SP091899",NA,NA,NA,NA,"Southern America","-43.009167","-18.293611","730","730",NA,NA,NA,NA,NA,NA
"447","2019-05-02 10:55:52-03","IBt","SP-BRYOPHYTA","222595","S","Plantae","Sphagnaceae","Sphagnum","sp.","Sphagnum sp.",NA,NA,NA,NA,NA,"Pirani, J.R.; et al.","7845","1985","08","01","BRASIL","Minas Gerais","Rio Vermelho","Fazenda Vargem do Anjo, Pedra Menina","-43.009167","-18.293611",NA,"No brejo, na beira da mata,","SP091901",NA,NA,NA,NA,"Southern America","-43.009167","-18.293611","730","730",NA,NA,NA,NA,NA,NA
"448","2019-05-02 10:52:53-03","IBt","SP-BRYOPHYTA","222567","S","Plantae","Dicranaceae","Campylopus","sp.","Campylopus sp.",NA,NA,NA,NA,NA,"Mello Silva, R.; et al.","7805","1985","07","31","BRASIL","Minas Gerais","Rio Vermelho","Serra do Ambrósio, Morro da Virada do Mato Virgem","-43.009167","-18.293611",NA,"Beira do Riacho, no interior da matinha ciliar","SP091873",NA,NA,NA,NA,"Southern America","-43.009167","-18.293611","730","730",NA,NA,NA,NA,NA,NA
"449","2019-05-02 10:52:54-03","IBt","SP-BRYOPHYTA","222569","S","Plantae","Dicranaceae","Campylopus","sp.","Campylopus sp.",NA,NA,NA,NA,NA,"Pirani, J.R.; et al.","7835","1985","08","31","BRASIL","Minas Gerais","Rio Vermelho","Serra do Ambrósio, Morro da Virada do Mato Virgem","-43.009167","-18.293611",NA,"No carrascal, sobre areia","SP091875",NA,NA,NA,NA,"Southern America","-43.009167","-18.293611","730","730",NA,NA,NA,NA,NA,NA
"450","2019-05-02 10:55:40-03","IBt","SP-BRYOPHYTA","222583","S","Plantae","Sematophyllaceae","Indeterminado",NA,"Indeterminado",NA,NA,NA,NA,NA,"Pirani, J.R.; et al.","7802","1986","05","02","BRASIL","Minas Gerais","Rio Vermelho","Serra do Ambrósio, Morro da Virada do Mato Virgem, Pedra Menina","-43.009167","-18.293611",NA,"Epífita esteril, sobre tronco de Richeria","SP091889",NA,NA,NA,NA,"Southern America","-43.009167","-18.293611","730","730",NA,NA,NA,NA,NA,NA
"451","2019-10-11 11:15:38-03","UFPR","UPCB","27078","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Plowman, T.","1986","01","01","Pirani, J.","5495","1984","10","14","Brasil","Minas Gerais","Rio Vermelho-Pedra Menina","Fazenda Vargem da Angélica. Morro da Virada do mato Virgem",NA,NA,NA,"Arbusto, 1,2m, fruto verde. Mata de encosta, interior..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2020-03-09 08:20:16-03","UFPR","UPCB","62955","PreservedSpecimen","Plantae","Melastomataceae","Miconia","caudigera","Miconia caudigera","DC.","Goldenberg, R.","2009","01","01","Mota, N.F.O.","1355","2008","08","25","Brasil","Minas Gerais","Rio Vermelho","Serra dos Dois Irmãos, Distrito de Pedra Menina.","-43.1325","-18.0775",NA,"Arbusto de flores brancas. Planta armazenada em álcool. Campo rupestre. Quartizito..","UPCB0017042","UPCB0017042",NA,NA,NA,NA,"-43.1325","-18.0775","1380","1380",NA,NA,NA,NA,NA,NA
"453","2020-03-09 08:20:31-03","UFPR","UPCB","62957","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","DC.","Goldenberg, R.","2009","01","01","Mota, N.F.O.","1349","2008","08","25","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio.","-43.045","-18.134722",NA,"Arbusto com flores brancas e estames amarelos. Planta armazenada em álcool. Solo bastante arenoso. Quartizito..","UPCB0019872","UPCB0019872",NA,NA,NA,NA,"-43.045","-18.134722","863","863",NA,NA,NA,NA,NA,NA
"454","2019-10-11 11:19:04-03","UFPR","UPCB","64099","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","setacea","Passiflora setacea","DC.","Cervi, A.C.","2009","03","24","Mota ,N.F.O.","1383","2008","08","26","Brasil","Minas Gerais","Rio Vermelho","Serra da Pedra Menina, Distrito de Pedra Menina.","-43.137778","-18.115833",NA,"Erva volúvel, sépalas verdes com manchas vináceas, pétalas alvas, primeiro verticilo da corola branco e o segundo verde, brácteas amareladas, frutos imaturos verdes, planta armazenada em álcool..",NA,NA,NA,NA,NA,NA,"-43.137778","-18.115833","1530","1530",NA,NA,NA,NA,NA,NA
"455","2019-10-11 11:15:40-03","UFPR","UPCB","26944","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","vaccinifolium","Erythroxylum vaccinifolium","Mart.","Plowman, T.","1986","01","01","Isejima, E.M.","5401","1984","10","13","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Fazenda Vargem do Anjo -Morro do Espigão do Meio","-43.0092010498047","-18.2936000823975","26996","Arbusto, 150 cm, flor creme..",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2019-10-11 11:15:37-03","UFPR","UPCB","21031","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","Giulietti, A.M.","1984","07",NA,"Giulietti, A.M.","4466","1984","07","14","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Morro do Ambrósio","-43.0092010498047","-18.2936000823975","26996","50cm. Beira de rio, local brejoso. Formando população extensa com flores amareladas..","UPCB0042443",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2016-07-25 15:01:50-03","UNIOESTE","UNOP","7427","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,NA,NA,NA,"?","s.n.","1995","05","16","Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996","Ensaio de produção sustentada em floresta secundária de transposição - Bloco C - tratamento I árvore nº 177.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2019-02-20 14:11:34-03","INPA","INPA","282740","S","Plantae","Ochnaceae","Sauvagesia","lagevianae","Sauvagesia lagevianae","D.B.O.S.Cardoso","Cardoso, D","2010","07",NA,"Viana, PL","4436","2009","10","30","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Serra da Pedra Menina","-43.139722","-18.113611",NA,NA,"INPA0282740",NA,NA,"Dicotyledon Com-Clade","Malpighiales","Southern America","-43.139722","-18.113611","1503","1503",NA,NA,"isotype",NA,NA,NA
"459","2019-12-15 13:41:30-03","UNESP-RC","HRCB","63696","S","Plantae","Eriocaulaceae","Comanthera","magnifica","Comanthera magnifica","(Giul.) L.R.Parra & Giul.",NA,NA,NA,NA,"Dugarte",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio. Morro entre a vargem da Angélica e o Mato Virgem.","-43.03725","-18.144139",NA,NA,NA,NA,NA,NA,NA,NA,"43°02'14.1W","18°08'38.9S",NA,NA,NA,NA,NA,NA,NA,NA
"460","2019-07-29 16:22:45-03","UNESP-RC","HRCB","53693","S","Plantae","Araliaceae","Schefflera",NA,"Schefflera",NA,NA,NA,NA,NA,"Mota, N.F.O.","1341","2008","08","25","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.045","-18.134722",NA,"Arbusto com folhas discolores e flores cremes. Planta armzenada em álcool.",NA,NA,NA,NA,NA,NA,"43º02'42W","18º08'05S","863","863",NA,NA,NA,NA,NA,NA
"461","2019-12-15 13:40:51-03","UNESP-RC","HRCB","13027","S","Plantae","Cactaceae","Uebelmannia","meninensis","Uebelmannia meninensis","Buining",NA,NA,NA,NA,"Eggli, U.","1088","1988","08","05","Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996","plants similar to Eggli 1086, but with a single roe gum ducts only",NA,NA,"auto",NA,NA,NA,NA,NA,"700","700",NA,NA,NA,NA,NA,NA
"462","2019-12-15 13:40:48-03","UNESP-RC","HRCB","13028","S","Plantae","Cactaceae","Cipocereus","minensis","Cipocereus minensis","(Werderm.) Ritter",NA,NA,NA,NA,"Eggli, U.","1087","1988","08","05","Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996","only a single plant found. Protrate-erect stems, branched from near the base, young shoots with golden-yellow spination, epidermis bright green, not at all glaucous, buds bluish-olive, easily broken o",NA,NA,"auto",NA,NA,NA,NA,NA,"700","700",NA,NA,NA,NA,NA,NA
"463","2019-07-29 16:22:30-03","UNESP-RC","HRCB","16946","S","Plantae","Amaranthaceae","Hebanthe","eriantha","Hebanthe eriantha","(Poir)Pedersen.","Marchioretto, M.S.","2008","08",NA,"Souza, V. de","361","1992","08","24","Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996","Cipo na Capoeira com flor e botão branco.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2019-12-15 13:40:51-03","UNESP-RC","HRCB","13030","S","Plantae","Cactaceae","Uebelmannia","meninensis","Uebelmannia meninensis","Buining",NA,NA,NA,NA,"Eggli, U.","1086","1988","08","05","Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996","epidermis greenish-dull, plants globular to shortly cylindrical, to 30-40 cm high, very massive. Flowers golden yellow, stigma papillose, white, flower tube pale yellow within, bassaly white, scales w",NA,NA,"auto",NA,NA,NA,NA,NA,"680","680",NA,NA,NA,NA,NA,NA
"465","2019-07-29 16:22:27-03","UNESP-RC","HRCB","8226","S","Plantae","Amaranthaceae","Alternanthera","martii","Alternanthera martii","(Moq.) Fries",NA,NA,NA,NA,"Pirani, J.R.","7879","1985","08","01","Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996","Erva prostrada no terreno arenoso. Capítulos alvos.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2019-12-15 13:41:30-03","UNESP-RC","HRCB","63695","S","Plantae","Eriocaulaceae","Comanthera","brasiliana","Comanthera brasiliana","(Giul.) L.R.Parra & Giul.",NA,NA,NA,NA,"Dugarte",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio","-43.046194","-18.136083",NA,NA,NA,NA,NA,NA,NA,NA,"43°02'46.3W","18°08'09.9S",NA,NA,NA,NA,NA,NA,NA,NA
"467","2019-12-15 13:41:30-03","UNESP-RC","HRCB","63694","S","Plantae","Eriocaulaceae","Comanthera","suberosa","Comanthera suberosa","(Giul.) L.R.Parra & Giul.",NA,NA,NA,NA,"Dugarte",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio","-43.046194","-18.136083",NA,NA,NA,NA,NA,NA,NA,NA,"43°02'46.3W","18°08'09.9S",NA,NA,NA,NA,NA,NA,NA,NA
"468","2019-12-15 13:42:02-03","UNESP-RC","HRCB","53956","S","Plantae","Gentianaceae","Curtia","sp","Curtia sp",NA,NA,NA,NA,NA,"Mota, N.F.O.","1364","2008","08","26","Brasil","Minas Gerais","Rio Vermelho","Serra da Pedra Menina","-43.0092010498047","-18.2936000823975","26996","Erva terrestre em campo com fogo rescente, floração em massa, flores lilases, planta armazenada em alcool.",NA,NA,"auto",NA,NA,NA,NA,"18°",NA,NA,NA,NA,NA,NA,NA,NA
"469","2019-12-15 13:41:02-03","UNESP-RC","HRCB","47494","S","Plantae","Celastraceae","Maytenus","evonymoides","Maytenus evonymoides","Reissek","Lombardi, J.A.","2007","08",NA,"Menandro, M.S.","207","1990","07","28","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado","-43.0092010498047","-18.2936000823975","26996","Arvoreta no ensaio de manejo florestal, folhas quase concolores, flores com corolas verde claras e anteras amarelas. Terrestre, arbórea, 3m alt. CAP do fuste 11 <ll>dwc_commonname:</ll> Erva de tiú",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2019-12-15 13:41:02-03","UNESP-RC","HRCB","47495","S","Plantae","Celastraceae","Maytenus","evonymoides","Maytenus evonymoides","Reissek","Lombardi, J.A.","2007","08",NA,"Souza, V.C.","367","1992","08","25","Brasil","Minas Gerais","Rio Vermelho","FRDSA","-43.0092010498047","-18.2936000823975","26996","Arbórea, terrestre, 2 m de alt., 1m alt do fuste, CAP do fuste 15,08. Diâmetro do copa = 1. Fuste cilíndrico, casca áspera, botão verde claro, flor creme, exsudação incolor, sem descamação <ll>dwc_commonname:</ll> Erva de tiú",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2019-12-19 11:18:58-03","UFG","UFG","61210","S","Plantae","Gentianaceae","Calolisianthus","pedunculatus","Calolisianthus pedunculatus","(Cham. & Schltdl.) Gilg","Brotto, M.L.","2013","05","21","Brotto, M.L.; et al.","1249","2013","05","21","Brasil","Minas Gerais","Rio Vermelho",NA,"-43.04","-18.124778",NA,"Erva ereta 80 cm, flores vermelhas. Campo rupestre.","UFG0061210","UFG0061210",NA,NA,NA,NA,"-43.04","-18.124778","1260","1260",NA,NA,NA,NA,NA,NA
"472","2019-12-19 11:17:08-03","UFG","UFG","62895","S","Plantae","Aquifoliaceae","Ilex","nummularia","Ilex nummularia","Reissek","Brotto, M.L.","2013","07","05","Brotto, M.L.; et al.","1260","2013","04","28","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.04","18.124722",NA,"Arbusto 1,5m; frutos vináceos.","UFG0062895",NA,NA,NA,NA,NA,"-43.04","18.124722","1260","1260",NA,NA,NA,NA,NA,NA
"473","2019-12-19 11:17:08-03","UFG","UFG","62823","S","Plantae","Aquifoliaceae","Ilex","dumosa","Ilex dumosa","Reissek","Brotto, M.L.","2013","05","20","Brotto, M.L.; et al.","1263","2013","04","28","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.04","-18.124778",NA,"Arbusto 1,3 metros, frutos imaturos.","UFG0062823",NA,NA,NA,NA,NA,"-43.04","-18.124778","1260","1260",NA,NA,NA,NA,NA,NA
"474","2019-12-19 11:17:06-03","UFG","UFG","62885","S","Plantae","Apocynaceae","Minaria","decussata","Minaria decussata","(Mart.) T.U.P. Konno & Rapini","Konno, T.","2013","05","21","Brotto, M.L.; et al.","1268","2013","04","28","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.04","-18.124778",NA,"Erva reptante, flores alvas.","UFG0062885",NA,NA,NA,NA,NA,"-43.04","-18.124778","1260","1260",NA,NA,NA,NA,NA,NA
"475","2019-12-19 11:19:19-03","UFG","UFG","50235","S","Plantae","Lauraceae","Ocotea","cordata","Ocotea cordata","(Meisn.) Mez","Brotto, M.L.","2013","05","20","Brotto, M.L.; et al.","1209","2013","04","28","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.043778","-18.129583",NA,"Arbusto 2 metros de altura, flores alvas. Campo rupestre.","UFG0050235",NA,NA,NA,NA,NA,"-43.043778","-18.129583","990","990",NA,NA,NA,NA,NA,NA
"476","2019-12-19 11:19:19-03","UFG","UFG","50236","S","Plantae","Lauraceae","Ocotea","cordata","Ocotea cordata","(Meisn.) Mez","Brotto, M.L.","2013","05","20","Broto, M.L.; et al.","1215","2013","04","28","Brasil","Minas Gerais","Rio Vermelho",NA,"-43.043778","-18.129583",NA,"Arbusto 1,5 metros de altura, flores alvas e frutos imaturos. Campo rupestre.","UFG0050236",NA,NA,NA,NA,NA,"-43.043778","-18.129583","990","990",NA,NA,NA,NA,NA,NA
"477","2019-12-19 11:17:08-03","UFG","UFG","62887","S","Plantae","Apocynaceae","Stipecoma","peltigera","Stipecoma peltigera","(Stadelm.) Müll.Arg.","Brotto, M.L.","2013","07","04","Brotto, M.L.; et al.","1207","2013","04","28","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.043889","-18.129722",NA,"Erva volúvel, flores rosa. Campo rupestre.","UFG0062887",NA,NA,NA,NA,NA,"-43.043889","-18.129722","990","990",NA,NA,NA,NA,NA,NA
"478","2020-01-06 14:21:39-03","CPACT","ECT","1864","PreservedSpecimen","Plantae","Asteraceae","Baccharis","calvescens","Baccharis calvescens","DC.","G.M.Barroso","1993","07","18","M.S.Menandro","219","1990","07","29","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado. Nome comum: alicrim-machado.Ecosistema: mata de tabuleiro. Porte arbustivo e terrestre. Altura total 4 m. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","-43.008889","-18.291111",NA,NA,"ECT0001864","ECT0001864",NA,NA,NA,NA,"43º0'32''W","18º17'28''S","740","740",NA,NA,NA,NA,NA,NA
