"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","phylum","order","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","infraspecificEpithet","typeStatus","class","individualCount","relatedCatalogItem"
"389","2019-10-02 14:50:56-03","UFMG","BHCB","134282","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","cuneatus","Symphyopappus cuneatus","(DC.) Sch.Bip. ex Baker",NA,"2009","10","30","Hattori, EKO; Viana, PL; Cardoso, D; Salas, R; Bispo, FHA","1000","2009","10","30","Brasil","Minas Gerais","Rio Vermelho","Serra de Pedra Menina, platô","-43.1425","-18.104722",NA,"campo rupestre com afloramentos rochosos em meio a solo arenoso; subarbusto, ca. 1,2 m, brácteas involucrais brancas, ápice róseo, corola rósea, anteras nigrescentes, ramos do estilete brancos; subarbusto, 1,2m brácteas involucrais br","BHCB008014",NA,NA,"Dicotyledon",NA,"Southern America","-43.1425","-18.104722","1480","1480",NA,NA,NA,NA,NA,NA
"390","2019-10-02 14:50:56-03","UFMG","BHCB","134283","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","decussatus","Symphyopappus decussatus","Turcz.",NA,"2013","12",NA,"Hattori, EKO; Viana, PL; Cardoso, D; Salas, R; Bispo, FHA","1001","2009","10","30","Brasil","Minas Gerais","Rio Vermelho","Serra de Pedra Menina, platô","-43.1425","-18.104722",NA,"Folhas espiraladas, subarbusto 1 m, brácteas esverdeadas a alvas com ápice róseo.","BHCB008024",NA,NA,"Dicotyledon",NA,"Southern America","-43.1425","-18.104722","1480","1480",NA,NA,NA,NA,NA,NA
"391","2019-10-02 15:06:58-03","UFMG","BHCB","102176","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","brasiliana","Syngonanthus brasiliana","Giul.",NA,"2009","01","07","Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","2445","2006","01","10","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.033333","-18.116667",NA,"Em campo arenoso, as vezes cespitoso","BHCB022365",NA,NA,"Monocotyledon",NA,"Southern America","-43.033333","-18.116667","1370","1370",NA,NA,NA,NA,NA,NA
"392","2019-10-02 15:06:58-03","UFMG","BHCB","123139","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","brasiliana","Syngonanthus brasiliana","Giul.",NA,"2008","09","11","Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","1339","2008","08","25","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.045083","-18.134694",NA,"Planta armazenada em álcool.; Folhas cinéreas.; Solo bastante arenoso. Quartizito.","BHCB035498",NA,NA,"Monocotyledon",NA,"Southern America","-43.045083","-18.134694","863","863",NA,NA,NA,NA,NA,NA
"393","2019-10-02 15:07:01-03","UFMG","BHCB","102177","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","suberosus","Syngonanthus suberosus","Giul.",NA,NA,NA,NA,"Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","2446","2006","01","10","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio.","-43.038889","-18.107778",NA,"Plantas do Brasil.; Ocasionalmente cespitoso.; Campo rupestre.",NA,NA,NA,"Monocotyledon",NA,"Southern America","-43.038889","-18.107778","1480","1480",NA,NA,NA,NA,NA,NA
"394","2019-10-02 15:07:01-03","UFMG","BHCB","123162","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","suberosus","Syngonanthus suberosus","Giul.",NA,NA,NA,NA,"Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","1362","2008","08","26","Brasil","Minas Gerais","Rio Vermelho","Distrito de Pedra Menina. Serra da Pedra Redonda.","-43.137778","-18.115833",NA,"Planta armazenada no álcool.; Herbáceo terrestre. Capítulos imaturos dourados. Lâminas com tricomas alvos nas margens.; Campo arenoso.",NA,NA,NA,"Monocotyledon",NA,"Southern America","-43.137778","-18.115833","1530","1530",NA,NA,NA,NA,NA,NA
"395","2020-01-27 19:00:16-03","UFMG","BHCB","134288","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina",NA,"Tibouchina","A.Juss.",NA,NA,NA,NA,"Hattori, EKO; Viana, PL; Cardoso, D; Salas, R; Bispo, FHA","1006","2009","10","30","Brasil","Minas Gerais","Rio Vermelho","Serra de Pedra Menina, platô","-43.136667","-18.109722",NA,"campo rupestre com afloramentos rochosos em meio a solo arenoso; arbusto, ca. 1,7 m, hipanto verde com tricomas alvos a vermelhos, corola e estames purpúreos, frutos nigrescentes",NA,NA,NA,"Dicotyledon",NA,"Southern America","-43.136667","-18.109722","1575","1575",NA,NA,NA,NA,NA,NA
"396","2019-10-02 14:50:56-03","UFMG","BHCB","123140","PreservedSpecimen","Plantae","Asteraceae","Trichogonia",NA,"Trichogonia","Gardner",NA,NA,NA,NA,"Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","1340","2008","08","25","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.045","-18.134722",NA,"Arbusto ramificado. Capítulos rosa. Planta armazenada em álcool. Solo bastante arenoso. Quartzito",NA,NA,NA,"Dicotyledon",NA,"Southern America","-43.045","-18.134722","863","863",NA,NA,NA,NA,NA,NA
"397","2019-10-02 14:50:59-03","UFMG","BHCB","134286","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","villosa","Trichogonia villosa","(Spreng.) Sch.Bip. ex Baker",NA,"2010","07",NA,"Hattori, EKO; Viana, PL; Cardoso, D; Salas, R; Bispo, FHA","1004","2009","10","30","Brasil","Minas Gerais","Rio Vermelho","Serra de Pedra Menina, platô","-43.141389","-18.106667",NA,"campo rupestre com afloramentos rochosos em meio a solo arenoso; subarbusto, ca. 1,3 m, brácteas involucrais roxas, corola róseas, ramos do estilete róseos com ápice branco; subarbusto 1,3m, brácteas involucrais roxas, corolas róseas,","BHCB008025",NA,NA,"Dicotyledon",NA,"Southern America","-43.141389","-18.106667","1501","1501",NA,NA,NA,NA,NA,NA
"398","2019-10-02 15:04:47-03","UFMG","BHCB","126016","PreservedSpecimen","Plantae","Turneraceae","Turnera","dichotoma","Turnera dichotoma","Gardner",NA,"2014","08","26","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","3661","2008","08","26","Brasil","Minas Gerais","Rio Vermelho","Serra da Pedra Menina","-43.137778","-18.115833",NA,"Arbusto de flores amarelas.; Campo rupestre.","BHCB009256",NA,NA,"Dicotyledon",NA,"Southern America","-43.137778","-18.115833","1530","1530",NA,NA,NA,NA,NA,NA
"399","2019-10-02 15:08:50-03","UFMG","BHCB","123137","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","auriculata","Vellozia auriculata","Mello-Silva & N.L.Menezes",NA,"2008","08","25","Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","1337","2008","08","25","Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.045083","-18.134694",NA,"Planta armazenada em álcool.; Grande população. Indivíduos até 3-4m de altura.; Solo bastante arenoso. Quartizito.",NA,NA,NA,"Monocotyledon",NA,"Southern America","-43.045083","-18.134694","863","863",NA,NA,NA,NA,NA,NA
"400","2019-10-02 15:08:55-03","UFMG","BHCB","102219","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","minima","Vellozia minima","Pohl",NA,NA,NA,NA,"Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","2488","2006","04","10","Brasil","Minas Gerais","Rio Vermelho","Serra da Pedra Menina","-43.138056","-18.115278",NA,"Em campo rupestre. Planta cespitosa. Flores roxo-escuras, eslitele e estames amarelos.",NA,NA,NA,"Monocotyledon",NA,"Southern America","-43.138056","-18.115278","1520","1520",NA,NA,NA,NA,NA,NA
"401","2019-10-02 14:51:01-03","UFMG","BHCB","134290","PreservedSpecimen","Plantae","Asteraceae","Verbesina","glabrata","Verbesina glabrata","Hook. & Arn.",NA,"2016","10",NA,"Hattori, EKO; Viana, PL; Cardoso, D; Salas, R; Bispo, FHA","1008","2009","10","30","Brasil","Minas Gerais","Rio Vermelho","Serra de Pedra Menina, platô","-43.136389","-18.109167",NA,"Arbusto, ca. 3 m, brácteas involucrais verdes, corolas do raio e do disco amarelas, anteras nigrescentes, ramos do estilete amarelos; Campo rupestre com afloramentos rochosos em meio a solo arenoso","BHCB020368",NA,NA,"Dicotyledon",NA,"Southern America","-43.136389","-18.109167","1578","1578",NA,NA,NA,NA,NA,NA
"402","2019-10-02 14:51:01-03","UFMG","BHCB","134285","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura",NA,"Vernonanthura","H.Rob.",NA,NA,NA,NA,"Hattori, EKO; Viana, PL; Cardoso, D; Salas, R; Bispo, FHA","1003","2009","10","30","Brasil","Minas Gerais","Rio Vermelho","Serra de Pedra Menina, platô","-43.136389","-18.109167",NA,"campo rupestre com afloramentos rochosos em meio a solo arenoso; arbusto, ca. 2 m, brácteas involucrais verdes, flores em botão",NA,NA,NA,"Dicotyledon",NA,"Southern America","-43.136389","-18.109167","1580","1580",NA,NA,NA,NA,NA,NA
"403","2019-10-02 14:54:46-03","UFMG","BHCB","123151","PreservedSpecimen","Plantae","Fabaceae","Vigna",NA,"Vigna",NA,NA,"2014","03","27","Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","1351","2008","08","25","Brasil","Minas Gerais","Rio Vermelho","Serra dos Dois Irmãos, Distrito de Pedra Menina.","-43.1325","-18.0775",NA,"Arbusto encandente com flores rosas e lilases.; Campo rupestre.","BHCB013739",NA,NA,"Dicotyledon",NA,"Southern America","-43.1325","-18.0775","1380","1380",NA,NA,NA,NA,NA,NA
"404","2019-10-02 15:06:12-03","UFMG","BHCB","102200","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren",NA,NA,NA,NA,"Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","2469","2006","03","10","Brasil","Minas Gerais","Rio Vermelho","Serra dos Dois Irmãos","-43.035556","-18.076389",NA,"Epífita em mata de encosta.",NA,NA,NA,"Monocotyledon",NA,"Southern America","-43.035556","-18.076389","1350","1350",NA,NA,NA,NA,NA,NA
"405","2019-10-02 15:09:02-03","UFMG","BHCB","123174","PreservedSpecimen","Plantae","Xyridaceae","Xyris","nubigena","Xyris nubigena","Kunth",NA,NA,NA,NA,"Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","1374","2008","08","25","Brasil","Minas Gerais","Rio Vermelho","Serra da Pedra Menina","-43.137778","-18.115833",NA,"Erva terrestre. Espigas negras, dispersando; Campo rupestre","BHCB049122",NA,NA,"Monocotyledon",NA,"Southern America","-43.137778","-18.115833",NA,NA,NA,NA,NA,NA,NA,NA
"406","2019-10-02 15:09:03-03","UFMG","BHCB","102227","PreservedSpecimen","Plantae","Xyridaceae","Xyris","rupicola","Xyris rupicola","Kunth",NA,"2013","06","25","Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","2496",NA,NA,NA,"Brasil","Minas Gerais","Rio Vermelho","Serra da Pedra Menina","-43.138056","-18.115278",NA,"em fenda de rochas em campo rupestre.","BHCB037649",NA,NA,"Monocotyledon",NA,"Southern America","-43.138056","-18.115278","1400","1400",NA,NA,NA,NA,NA,NA
"407","2019-10-02 15:08:04-03","UFMG","BHCB","123165","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","triste","Zygopetalum triste","Barb.Rodr.",NA,NA,NA,NA,"Mota, NFO; et al.","1365","2008","09","26","Brasil","Minas Gerais","Rio Vermelho","Serra da Pedra Menina, Distrito de Pedra Menina.","-43.137778","-18.115833",NA,"Erva terrestre em campo com fogo rescente. Tépalas vináceas, menos o labelo lilás. Planta armazenada em alcool.",NA,NA,NA,"Monocotyledon",NA,"Southern America","-43.137778","-18.115833","1530","1530",NA,NA,NA,NA,NA,NA
"408","2020-03-16 20:33:42-03","UFMG","BHCB","59781","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","glaber","Cybianthus glaber","A.DC.",NA,NA,NA,NA,"Fiaschi, P; et al.","424",NA,NA,NA,"Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2019-10-02 14:48:24-03","UFMG","BHCB","61152","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","(A.St.-Hil.)",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2019-10-02 14:56:00-03","UFMG","BHCB","61120","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gardnerana","Byrsonima gardnerana","A.Juss.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2019-10-02 15:06:49-03","UFMG","BHCB","70367","PreservedSpecimen","Plantae","Eriocaulaceae","Leiothrix","vivipara","Leiothrix vivipara","(Bong.) Ruhland",NA,NA,NA,NA,"Cordeiro, I","10230",NA,NA,NA,"Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2019-10-02 14:48:27-03","UFMG","BHCB","61108","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","Schltdl.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Vermelho",NA,"-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2019-10-02 15:00:44-03","UFMG","BHCB","20403","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","glanduliflora","Myrciaria glanduliflora","(Kiaersk.) N.F.Mattos & D.Legrand",NA,NA,NA,NA,"Stehmann, JR; Mendonça Filho, CV","258","1990","07","30","Brasil","Minas Gerais","Rio Vermelho","Fazenda Portão","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2019-10-02 15:00:44-03","UFMG","BHCB","20403","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","glanduliflora","Myrciaria glanduliflora","(Kiaersk.) N.F.Mattos & D.Legrand",NA,NA,NA,NA,"Stehmann, JR; Mendonça Filho, CV","258","1990","07","30","Brasil","Minas Gerais","Rio Vermelho","Fazenda Portão","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2019-10-02 15:00:44-03","UFMG","BHCB","20422","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","glanduliflora","Myrciaria glanduliflora","(Kiaersk.) N.F.Mattos & D.Legrand",NA,NA,NA,NA,"Menandro, MS","253","1990","07","30","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2019-10-02 14:59:53-03","UFMG","BHCB","20402","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes",NA,"Calyptranthes","Sw.",NA,NA,NA,NA,"Stehmann, JR; Mendonça Filho, CV","255","1990","07","30","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2019-10-02 15:00:36-03","UFMG","BHCB","20577","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.",NA,NA,NA,NA,"Meandro, MS","s.n.","1986","08","08","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2019-10-02 14:59:53-03","UFMG","BHCB","20402","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes",NA,"Calyptranthes","Sw.",NA,NA,NA,NA,"Stehmann, JR; Mendonça Filho, CV","255","1990","07","30","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2019-10-02 15:00:00-03","UFMG","BHCB","20421","PreservedSpecimen","Plantae","Myrtaceae","Eugenia",NA,"Eugenia","L.",NA,NA,NA,NA,"Menandro, MS","252","1990","07","30","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2019-10-02 15:00:36-03","UFMG","BHCB","20577","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.",NA,NA,NA,NA,"Meandro, MS","s.n.","1986","08","08","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2019-10-02 15:00:44-03","UFMG","BHCB","20422","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","glanduliflora","Myrciaria glanduliflora","(Kiaersk.) N.F.Mattos & D.Legrand",NA,NA,NA,NA,"Menandro, MS","253","1990","07","30","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2019-10-02 15:00:00-03","UFMG","BHCB","20421","PreservedSpecimen","Plantae","Myrtaceae","Eugenia",NA,"Eugenia","L.",NA,NA,NA,NA,"Menandro, MS","252","1990","07","30","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2019-10-02 14:59:53-03","UFMG","BHCB","20487","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg",NA,NA,NA,NA,"Menandro, MS","s.n.","1988","09","04","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem Machado","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2019-10-02 14:59:53-03","UFMG","BHCB","20487","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg",NA,NA,NA,NA,"Menandro, MS","s.n.","1988","09","04","Brasil","Minas Gerais","Rio Vermelho","Fazenda Vargem Machado","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2019-10-02 14:52:00-03","UFMG","BHCB","53024","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","serratum","Cheiloclinium serratum","(Cambess.) A.C.Sm.",NA,NA,NA,NA,"Harley, RM; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Vermelho","Morro do Ambrósio. Pedra Menina.","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2019-10-24 17:20:29-03","UFMG","BHCB","199391","PreservedSpecimen","Plantae","Verbenaceae","Lippia","hermannioides","Lippia hermannioides","Cham.",NA,"1985",NA,NA,"Menezes, NL de; Giulietti, AM","s.n.","1985","03","31","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina","-43.0092010498047","-18.2936000823975","26996","Flores róseas e esbranquiçadas, folhas pegajosas","BHCB199391",NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2019-10-02 15:01:01-03","UFMG","BHCB","52362","PreservedSpecimen","Plantae","Olacaceae","Ximenia","coriacea","Ximenia coriacea","Engl.",NA,NA,NA,NA,"Mello-Silva, R de; et al.","997",NA,NA,NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina. Fazenda Vargem do Anjo.","-43.0092010498047","-18.2936000823975","26996",NA,NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2019-10-02 15:07:01-03","UFMG","BHCB","39787","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","suberosus","Syngonanthus suberosus","Giul.",NA,NA,NA,NA,"Giulietti, AM; Varanda, E; Furlan, A; Harley, RM; Wanderley, MGL","4463","1984","07","14","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Morro do Ambrósio","-43.0092010498047","-18.2936000823975","26996","Vive simpatricamenrte com 4460.; Exportada. Folhas em roseta +- eretas, folhas velhas caem deixando caule liso até 10 cm compr. +- 3 cm de diâmetro, cortiça muito desenvolvida, raízes pouco desenvolvidas.; No carrasco, no areal.","BHCB000124","BHCB000124 BHCB000124_01","auto","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA
"429","2019-10-02 15:06:58-03","UFMG","BHCB","39783","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","brasiliana","Syngonanthus brasiliana","Giul.",NA,"1996",NA,NA,"Giulietti, AM; Wanderley, MGL; Varanda, E; Furlan, A; Haley, RM","4460","1984","07","14","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Morro do Ambrósio","-43.0092010498047","-18.2936000823975","26996","Pilosidade densa e alva nas folhas, escapos e bracteas. Areia entre as folhas basais, anteras alvas exsertas, visitada por besouros pequenos e negros. Sistema radicular pouco desenvolvido. Plantas isoladas esparsas no areal do carrasc","BHCB000116","BHCB000116 BHCB000116_01","auto","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA
"430","2019-10-02 15:08:50-03","UFMG","BHCB","49035","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","auriculata","Vellozia auriculata","Mello-Silva & N.L.Menezes",NA,"1999",NA,NA,"Menezes, NL de; Giulietti, AM; Wanderley, MGL; Sajo, MG; Meguro, M","7678","1985","03","31","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Morro do Ambrósio","-43.0092010498047","-18.2936000823975","26996","Arbusto de 1,5-2,5m de altura. Estames com anteras amarelas e filetes lilás. Estigma amarelo; pétalas lilás na face superior e lilás-claro na face inferior.","BHCB000437","BHCB000437","auto","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA
"431","2019-10-02 14:56:08-03","UFMG","BHCB","26480","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","escalloniifolia","Heteropterys escalloniifolia","A.Juss.",NA,"1987",NA,NA,"Meguro, M; Isejima, EM; Mello-Silva, R de; Pirani, JR","s.n.","1984","10","14","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, No interior da mata baixa da encosta do morro.","-43.0092010498047","-18.2936000823975","26996","Arvoreta, cerca de 4m de altura, c/ramos bem inclinados. Flores c/corolas amarelo claro. Pedicelo e cálice ferrugíneos. Frutos imaturos com alas verdes; Mata","BHCB025896",NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2019-10-02 15:00:59-03","UFMG","BHCB","6093","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","lagevianae","Sauvagesia lagevianae","D.B.O.S.Cardoso",NA,"2010","09",NA,"Mello-Silva, R de; Cavalcanti, TB; Cordeiro, I; Menezes, NL de; Gonçalves, JCC","s.n.","1986","09","09","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Platô Pedra Menina","-43.0092010498047","-18.2936000823975","26996","Subarbusto até 60cm, entre gramíneas. Pedicelo e cálice vermelho. Corola rosa-escuro.","BHCB000636",NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,"1460","1460",NA,NA,"Paratypus",NA,NA,NA
"433","2020-01-27 18:59:17-03","UFMG","BHCB","83960","PreservedSpecimen","Plantae","Asteraceae","Disynaphia","praeficta","Disynaphia praeficta","(B.L.Rob.) R.M.King & H.Rob.",NA,NA,NA,NA,"Cavalcanti, TB; Cordeiro, I; Mello-Silva, R de; Menezes, NL de; Gonçalves, JCC","s.n.","1986","09","09","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina. Platô Pedra Menina.","-43.0092010498047","-18.2936000823975","26996","Flora de Campos Rupestres. Entre rochas, em campo de gramíneas. Arbusto 1m. Cálice vinho-escuro. Corola lilás. Anteras vinho-escuro. Estigma alvo.",NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,"1460","1460",NA,NA,NA,NA,NA,NA
"434","2019-10-02 14:50:34-03","UFMG","BHCB","83941","PreservedSpecimen","Plantae","Asteraceae","Mikania","ramosissima","Mikania ramosissima","Gardner",NA,NA,NA,NA,"Mello-Silva, R de; Cavalcanti, TB; Cordeiro, I; Menezes, NL de; Gonçalves, JCC","s.n.","1986","09","09","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina. Platô Pedra Menina.","-43.0092010498047","-18.2936000823975","26996","Flora de Campos Rupestres. Brejo. Trepadeira. Cálice verde, restante da flor creme. Botões verdes com ápice amarelado.",NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,"1460","1460",NA,NA,NA,NA,NA,NA
"435","2019-10-02 14:50:03-03","UFMG","BHCB","83901","PreservedSpecimen","Plantae","Asteraceae","Eremanthus","incanus","Eremanthus incanus","(Less.) Less.",NA,NA,NA,NA,"Mello-Silva, R de; Pirani, JR; Meguro, M","s.n.","1985","07","31","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio.","-43.0092010498047","-18.2936000823975","26996","Flora de Campos Rupestres. Arvoreta.",NA,NA,"auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
