"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","recordNumber","continentOcean","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","imagecode","infraspecificEpithet","class","order"
"115","2018-09-26 12:20:33-03","MBML","MBML-HERBARIO","50845",NA,"Plantae",NA,"Blechnaceae","Lomaridium","acutum","Lomaridium acutum","N.T.L. Pena/25-09-2018","C. N. de Fraga; D.R. Gonzaga, R.C.C. Reis & T.E.C. Meneguzzo","2015","02","04","Brasil","Minas Gerais","Ervália","Parque Estadual Serra do Brigadeiro. Careço, subida para a Pedra do Cruzeiro. Floresta Ombrófila Densa Alto-Montana","-42.521389","-20.877222","42W31'17","20S52'38","1333","1333",NA,NA,NA,NA,"3598",NA,NA,"Epífita com crescimento reptante, escamas castanhas. Folhas verdes e folhas férteis castanhas","MBML050845",NA,"MBML050845_1 MBML050845_2",NA,NA,NA
"116","2018-03-14 14:29:14-03","MBML","MBML-HERBARIO","50925",NA,"Plantae",NA,"Apocynaceae","Mandevilla",NA,"Mandevilla",NA,"C. N. de Fraga; D. R. Gonzaga, R.C.C. Reis, T. E. C. Meneguzzo","2015","02","04","Brasil","Minas Gerais","Ervália","Parque Estadual Serra do Brigadeiro. Careço, cume da Pedra do Cruzeiro. Vegetação sobre inselberg","-42.519722","-20.874444","42W31'11","20S52'28","1549","1549",NA,NA,NA,NA,"3601",NA,NA,"Liana crescendo também como arbusto escandente sobre pedra. Latex branco. Folhas verde discolores. Flores com pendúnculos vinoso na base e verde no ápice, sépalas vinosas, pétalas vinosas na base tubular, rosa externamente na parte cam","MBML050925",NA,"MBML050925",NA,NA,NA
"117","2018-03-14 14:30:06-03","MBML","MBML-HERBARIO","50846",NA,"Plantae",NA,"Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","E.J. Lirio/2018","C. N. de Fraga; D.R. Gonzaga, R.C.C. Reis & T.E.C. Meneguzzo","2015","02","04","Brasil","Minas Gerais","Ervália","Parque Estadual Serra do Brigadeiro. Careço, subida para a Pedra do Cruzeiro. Floresta Ombrófila Densa Alto-Montana","-42.525","-20.876111","42W31'30","20S52'34","1232","1232",NA,NA,NA,NA,"3595",NA,NA,"Arbusto escandente. Folhas verdes discolores. Frutos verdes claros","MBML050846",NA,"MBML050846",NA,NA,NA
"118","2017-09-14 11:50:03-03","MBML","MBML-HERBARIO","50896",NA,"Plantae",NA,"Passifloraceae","Passiflora","mediterranea","Passiflora mediterranea","C.N. Fraga/04-02-2015","C. N. de Fraga; D. R. Gonzaga, R. C. C. Reis, T. E. C. Meneguzzo","2015","02","04","Brasil","Minas Gerais","Ervália","Parque Estadual Serra do Brigadeiro. Careço, cume da Pedra do Cruzeiro. Mata Nebular sobre o inselberg","-42.521389","-20.872778","42W31'17","20S52'22","1557","1557",NA,NA,NA,NA,"3603",NA,NA,"Liana. Folhas verde discolores com pecíolo vinoso, estípulas circulares verde discolores. Flores com sépalas verdes, pétalas brancas, corola branca, androginóforo carneo, estigmas branco-esverdeado, anteras verdes. Fruto verde","MBML050896",NA,NA,NA,NA,NA
"119","2018-03-14 14:29:27-03","MBML","MBML-HERBARIO","50897",NA,"Plantae",NA,"Bromeliaceae","Pitcairnia",NA,"Pitcairnia",NA,"C. N. de Fraga; D. R. Gonzaga, R. C. C. Reis, T. E. C. Meneguzzo","2015","02","04","Brasil","Minas Gerais","Ervália","Parque Estadual Serra do Brigadeiro. Careço, cume da Pedra do Cruzeiro. Vegetação sobre inselberg","-42.519722","-20.874444","42W31'11","20S52'28","1549","1549",NA,NA,NA,NA,"3602",NA,NA,"Rupícola. Folhas castanhas na parte da bainha, decídua, lâmina verde com indumento. Inflorescência vinosa com indumento branco, brácteas florais vinosa na base e verde no ápice. Flores com sépalas e pétalas vermelhas, estames com filet","MBML050897",NA,"MBML050897",NA,NA,NA
"120","2017-09-14 11:47:05-03","MBML","MBML-HERBARIO","50924",NA,"Plantae",NA,"Lentibulariaceae","Utricularia",NA,"Utricularia",NA,"C. N. de Fraga; D. R. Gonzaga, R.C.C. Reis, T. E. C. Meneguzzo","2015","02","04","Brasil","Minas Gerais","Ervália","Parque Estadual Serra do Brigadeiro. Careço, cume da Pedra do Cruzeiro. Vegetação sobre inselberg","-42.519722","-20.874444","42W31'11","20S52'28","1549","1549",NA,NA,NA,NA,"3600",NA,NA,"Herbácea em área alagada. Folhas verde-claras com pecíolo vinoso. Fores com sépalas verde a vinosas, pétalas roxas com máculas amarelas","MBML050924",NA,"MBML050924",NA,NA,NA
"121","2020-02-18 15:43:58-03","UFRB","HURB","12244","PreservedSpecimen","Plantae",NA,"Clusiaceae","Clusia","criuva","Clusia criuva","L. Marinho","Leoni, L.S.","1995","06","08","Brasil","Minas Gerais","Ervália",NA,"-42.6571998596191","-20.8400001525879",NA,NA,NA,NA,"Cambess.","2016","02","18","2942",NA,"19783","material fixado.","HURB000012244","auto",NA,NA,NA,NA
"122","2019-07-24 16:07:37-03","SMITHSONIAN","US","3431157","PreservedSpecimen","Plantae",NA,"Melastomataceae","Svitramia","pulchra","Svitramia pulchra",NA,"A. Macedo & R. Fernandes","2001","03","15","Brazil","Minas Gerais","Ervália","Pico do Cruzeiro","-42.6571998596191","-20.8400001525879",NA,NA,NA,NA,"Cham.",NA,NA,NA,NA,"South America - Neotropics","19783","<a href=http://n2t.net/ark:/65665/3938c5aa4-a6ef-48a4-86d4-a61730bc7e91 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"auto",NA,NA,"Dicotyledonae","Myrtales"
"123","2019-07-24 16:08:08-03","SMITHSONIAN","US","3431168","PreservedSpecimen","Plantae",NA,"Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis",NA,"R. Fernandes","2001","03","15","Brazil","Minas Gerais","Ervália","Pico do Cruzeiro","-42.6571998596191","-20.8400001525879",NA,NA,NA,NA,NA,NA,NA,NA,"5754","South America - Neotropics","19783","<a href=http://n2t.net/ark:/65665/319cf601a-30dd-41b4-9ad2-c1b7b51098ba target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"auto",NA,NA,"Dicotyledonae","Myrtales"
"124","2019-11-13 11:26:21-03","USP","SPF","231291","PreservedSpecimen","Plantae",NA,"Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","Lírio, EJ","Fraga, CN","2015","02","04","Brasil","Minas Gerais","Ervália","Parque Estadual da Serra do Brigadeiro","-42.525","-20.876111","-42.525","-20.876111","1232","1232","(Spreng.) Perkins","2018","07",NA,"3595",NA,NA,NA,"SPF00231291",NA,NA,NA,NA,NA
"125","2019-10-07 09:19:56-03","UEFS","HUEFS","242104","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Epidendrum",NA,"Epidendrum","T.E.C.Meneguzzo","Meneguzzo, T.E.C.","2015","02","04","Brasil","Minas Gerais","Ervália","Parque Estadual Serra do Brigadeiro. Vila do Careço. Trilha para a Pedra do Cruzeiro.","-42.521389","-20.877222","42W31'17''","20S52'38''","1333","1333",NA,"2015","02",NA,"1177",NA,NA,"Floresta Ombrófila Alto Montana.","HUEFS0242104",NA,"HUEFS0242104",NA,"Lilianae","Asparagales"
"126","2019-10-07 09:20:02-03","UEFS","HUEFS","217555","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Gomesa","recurva","Gomesa recurva",NA,"Meneguzzo, T.E.C.","2015","02","04","Brasil","Minas Gerais","Ervália","Parque Estadual Serra do Brigadeiro. Vila do Careço. Trilha para a Pedra do Cruzeiro.","-42.52","-20.878333","42W31'12''","20S52'42''","1404","1404","R.Br.",NA,NA,NA,"1178",NA,NA,"Floresta Ombrófila Densa Alto Montana.","HUEFS0217555",NA,"HUEFS0217555",NA,"Lilianae","Asparagales"
"127","2016-10-10 10:34:40-03","MOBOT","MOBOT_BR","3155116","S","Plantae",NA,"Rubiaceae","Palicourea","longipedunculata","Palicourea longipedunculata","C. M. Taylor (MO)","A. Salino","1998","05","16","Brazil","Minas Gerais","Ervália","Area de Influencia da Usina Hidreletrica de Ervalia.","-42.65","-20.8333333","-42.6500000","-20.8333333",NA,NA,"Gardner","1998",NA,NA,"Salino 4251","South America",NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-07 11:17:15-03","UFMG","BHCB-SL","45221","PreservedSpecimen","Plantae",NA,"Hymenophyllaceae","Abrodictyum","rigidum","Abrodictyum rigidum","Salino, A","Drummond, O; Alvim, P; Magalhães, GM","1945","06","18","Brasil","Minas Gerais","Ervália","Serra do Brigadeiro., Fazenda Pedro Dutra.","-42.6571998596191","-20.8400001525879",NA,NA,"1400","1400","(Sw.) Ebihara & Dubuisson","2003","11",NA,"4208a","América","19783",NA,NA,"auto",NA,NA,NA,NA
"129","2019-11-07 11:17:26-03","UFMG","BHCB-SL","45222","PreservedSpecimen","Plantae",NA,"Hymenophyllaceae","Polyphlebium","angustatum","Polyphlebium angustatum","Salino, A","Drummond, O; Alvim, P; Magalhães, GM","1945","06","18","Brasil","Minas Gerais","Ervália","Serra do Brigadeiro., Fazenda Pedro Dutra. Córrego do Ouro.","-42.6571998596191","-20.8400001525879",NA,NA,NA,NA,"(Carmich.) Ebihara & Dubuisson","2010","09",NA,"4208b","América","19783","Sobre pedras no leio do córrego.",NA,"auto",NA,NA,NA,NA
"130","2019-11-07 11:19:10-03","UFMG","BHCB-SL","45223","PreservedSpecimen","Plantae",NA,"Polypodiaceae","Serpocaulon","fraxinifolium","Serpocaulon fraxinifolium","Salino, A","Drummond, O; Alvim, P; Magalhães, GM","1945","06","18","Brasil","Minas Gerais","Ervália","Serra do Brigadeiro., Fazenda Pedro Dutra. Córrego do Ouro.","-42.6571998596191","-20.8400001525879",NA,NA,NA,NA,"(Jacq.) A.R.Sm.","2010","08",NA,"4230","América","19783","Margem do córrego em mata. Epífita.",NA,"auto",NA,NA,NA,NA
"131","2019-11-07 11:17:07-03","UFMG","BHCB-SL","45219","PreservedSpecimen","Plantae",NA,"Dryopteridaceae","Rumohra","adiantiformis","Rumohra adiantiformis","Salino, A","Magalhães, GM","1945","06","16","Brasil","Minas Gerais","Ervália","Serra do Brigadeiro. Fazenda Pedro Dutra., córrego Santana","-42.6571998596191","-20.8400001525879",NA,NA,NA,NA,"(G.Forst.) Ching","2003","11",NA,"4756","América","19783","Margem de córrego em mata.",NA,"auto",NA,NA,NA,NA
"132","2016-09-19 16:23:35-03","UnB","UB",NA,"S","Plantae","Monocotyledonae","Araceae","Anthurium","scandens","Anthurium scandens","Gonçalves, EG","Leoni, LS","1995","06","08","Brasil","Minas Gerais","Ervália",NA,"-42.6571998596191","-20.8400001525879",NA,NA,NA,NA,"(Aubl.) Engl.","2002","06",NA,"2948","Southern America","19783","Planta decumbente, folhas alternas, inflorescência curta; Área perturbada ao lado da estrada, sobre paredão rochoso, em meio a briófitas","UB0000667","auto","UB0000667",NA,NA,NA
"133","2016-09-19 16:20:38-03","UnB","UB","139695","S","Plantae","Dicotyledoneae","Scrophulariaceae","Buddleja","brasiliensis","Buddleja brasiliensis","Incógnito","Cunha, DA","2002","01","25","Brasil","Minas Gerais","Ervália","Sítio Paineiras.","-42.6571998596191","-20.8400001525879",NA,NA,NA,NA,"Jacq. ex Spreng",NA,NA,NA,"CESJ33934","Southern America","19783","Planta ruderal. Flores amarelas.",NA,"auto",NA,NA,NA,NA
"134","2019-05-06 12:00:37-03","UFU","HUFU","45033","S","Plantae",NA,"Melastomataceae","Tibouchina","sebastianopolitana","Tibouchina sebastianopolitana","Meyer, F.S.","Silva, A.F.; Ferreira-Júnior, W.G. & Dias, A.S.","2006","04","21","Brasil","Minas Gerais","Ervália","P.E. Serra do Brigadeiro, Trilha da vegetação em regeneração na bifurcação para a nascente do rio Casca.","-42.6571998596191","-20.8400001525879",NA,NA,"1200","1200","Cogn.","2014","07","17","2564",NA,"19783","Subarbusto, ca. 0,8 m. Pétalas lilás claro. Anteras amarelas e filetes verdolengos.","HUFU00068040","auto","HUFU00068040",NA,NA,NA
"135","2019-05-06 12:00:31-03","UFU","HUFU","45034","S","Plantae",NA,"Melastomataceae","Tibouchina","fissinervia","Tibouchina fissinervia","Freitas, A.L.","Silva, A.F.; Ferreira-Júnior, W.G. & Dias, A.S.","2006","04","21","Brasil","Minas Gerais","Ervália","P.E. Serra do Brigadeiro, Trilha para o Cruzeiro.","-42.6571998596191","-20.8400001525879",NA,NA,"1400","1400","(Schrank & Mart. ex DC.) Cogn.","2009","08",NA,"2563",NA,"19783","Árvore, ca. 8 m. Flores de pétalas roxas, cálice avermelhado externamente e roxo internamente, anteras vermelhas e filetes roxos.; Floresta Ombrófila.","HUFU00067335","auto","HUFU00067335",NA,NA,NA
"136","2019-05-06 12:00:31-03","UFU","HUFU","45038","S","Plantae",NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","Freitas, A.L.","Silva, A.F.; Ferreira-Júnior, W.G. & Dias, A.S.","2006","04","21","Brasil","Minas Gerais","Ervália","P.E. Serra do Brigadeiro, Trilha para o Cruzeiro.","-42.6571998596191","-20.8400001525879",NA,NA,"1400","1400","(Raddi) Cogn.","2010","04",NA,"2557",NA,"19783","Árvore, ca. 8 m. Flores de pétalas roxas, filetes liláses com a base branca, folhas ligeiramente discolores; Floresta Ombrófila.","HUFU00067320","auto","HUFU00067320",NA,NA,NA
"137","2019-05-06 12:00:31-03","UFU","HUFU","45035","S","Plantae",NA,"Melastomataceae","Tibouchina","fissinervia","Tibouchina fissinervia","Freitas, A.L.","Silva, A.F.; Ferreira-Júnior, W.G. & Dias, A.S.","2006","04","21","Brasil","Minas Gerais","Ervália","P.E. Serra do Brigadeiro, Trilha para o Cruzeiro.","-42.6571998596191","-20.8400001525879",NA,NA,"1400","1400","(Schrank & Mart. ex DC.) Cogn.","2009","08",NA,"2561",NA,"19783","Árvore, ca. 13 m. Flores de pétalas roxas, receptáculo e cálice róseo-avermelhados, anteras vermelhas.; Floresta Ombrófila.","HUFU00067336","auto","HUFU00067336",NA,NA,NA
"138","2019-05-06 12:00:31-03","UFU","HUFU","45036","S","Plantae",NA,"Melastomataceae","Tibouchina","fothergillae","Tibouchina fothergillae","Freitas, A.L.","Silva, A.F.; Ferreira-Júnior, W.G. & Dias, A.S.","2006","04","21","Brasil","Minas Gerais","Ervália","P.E. Serra do Brigadeiro, Trilha para o Cruzeiro.","-42.6571998596191","-20.8400001525879",NA,NA,"1510","1510","(Schrank & Mart. ex DC.) Cogn.","2009","08",NA,"2559",NA,"19783","Árvore, ca. 2,5 m. Pétalas roas, estames lilases com a base dos filetes branca.; Em campo de altitude no escrube.","HUFU00067351","auto","HUFU00067351",NA,NA,NA
"139","2019-05-06 12:00:33-03","UFU","HUFU","45037","S","Plantae",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Meyer, F.S.","Silva, A.F.; Ferreira-Júnior, W.G. & Dias, A.S.","2006","04","21","Brasil","Minas Gerais","Ervália","P.E. Serra do Brigadeiro, Trilha para o Cruzeiro.","-42.6571998596191","-20.8400001525879",NA,NA,"1510","1510","(Triana) Cogn.","2014","07","17","2558",NA,"19783","Arvoreta, ca. 2 m. Flores de pétalas brancas com unha rósea, folhas velhas vermelhas.; Campo de altitude.","HUFU00067445","auto","HUFU00067445",NA,NA,NA
"140","2019-05-06 12:00:33-03","UFU","HUFU","45039","S","Plantae",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Guimarães, P.","Silva, A.F.; Ferreira-Júnior, W.G. & Dias, A.S.","2006","04","21","Brasil","Minas Gerais","Ervália","P.E. Serra do Brigadeiro, Trilha para o Cruzeiro abaixo do campo de altitude no escubre.","-42.6571998596191","-20.8400001525879",NA,NA,"1510","1510","(Triana) Cogn.","2009","07",NA,"2556",NA,"19783","Arbusto, ca. 1,5 m. Flores de pétalas brancas com unha rosada.","HUFU00067439","auto","HUFU00067439",NA,NA,NA
