"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","continentOcean","typeStatus","order","individualCount","class","infraspecificEpithet","preparationType"
"233","2020-02-18 15:44:00-03","UFRB","HURB","5196","PreservedSpecimen","Plantae","Commelinaceae","Commelina","cf. benghalensis","Commelina cf. benghalensis","L.","L.Y.S. Aona","Reis, R.","71","2005","07","20","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","HURB000005196","auto","2013","03",NA,"linha 2, área C;","<ll>dwc_commonname:</ll> copoeiraba azul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-12-15 13:40:51-03","UNESP-RC","HRCB","13504","S","Plantae","Cactaceae","Pilosocereus","brasiliensis","Pilosocereus brasiliensis","(Britton & Rose) Backeb.",NA,"Taylor, N. P.","777","1990","12","15","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509",NA,"auto",NA,NA,NA,NA,"Arbusto ramificado na base, frutos vináceos com plopa funicular magenta",NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-12-15 13:40:51-03","UNESP-RC","HRCB","13507","S","Plantae","Cactaceae","Rhipsalis","baccifera","Rhipsalis baccifera","(J.M.Muell.) Stearn",NA,"Taylor, N. P.","774","1990","12","15","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509",NA,"auto",NA,NA,NA,NA,"epífita, botões florais amarelados e frutos verdes",NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-12-15 13:40:48-03","UNESP-RC","HRCB","13506","S","Plantae","Cactaceae","Coleocephalocereus","fluminensis","Coleocephalocereus fluminensis","(Miq.) Backeb.",NA,"Taylor, N. P.","775","1990","12","15","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509",NA,"auto",NA,NA,NA,NA,"Ramos pêndulos, ramificados na base, até 30 cm, cefálio iniciando a menos de 10cm da base dos ramos, costelas 12, desprovidas de estrias transversais sob as aréolas.",NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-12-15 13:40:49-03","UNESP-RC","HRCB","13509","S","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.",NA,"Taylor, N. P.","773","1990","12","15","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509",NA,"auto",NA,NA,NA,NA,"Arvoreta até 3m alt., folhas dos caules de extensão até 20 x 5,5 cm: Flores com segmentos do perianto magenta a alvos. Frutos roxos",NA,NA,NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-12-15 13:40:48-03","UNESP-RC","HRCB","13505","S","Plantae","Cactaceae","Coleocephalocereus","pluricostatus","Coleocephalocereus pluricostatus","Buining & Brederoo",NA,"Taylor, N. P.","1990","1990","12","15","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509",NA,"auto",NA,NA,NA,NA,"Ramos simples, até 300x11 cm, epiderme verde escura, 23 ou mais costelas abaixo do cefálio, até 20 na região do cefálio (excl. cefálio). Flores 35x22 mm, alvas, segmentos do perianto curtos. Frutos ve",NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-01-31 11:25:33-03","CVRD","CVRD","14878","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Geovane S. Siqueira","Siqueira, G.S.","953","2014","03","17","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD014878","auto","2014","03","17",NA,"<ll>dwc_commonname:</ll> Pau marfim","CVRD014878",NA,NA,"220","220","Magnoliophyta","América do Sul",NA,"Sapindales",NA,"Magnoliopsida",NA,NA
"240","2020-01-31 11:24:12-03","CVRD","CVRD","12150","PreservedSpecimen","Plantae","Euphorbiaceae","Euphorbia","cyathophora","Euphorbia cyathophora","Murray","Geovane S. Siqueira","Reis, R.","160","2006","05","16","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD012150","auto","2009","04","15",NA,"Pátio de Conselheiro Pena Linha 7 <ll>dwc_commonname:</ll> Couve de lagarto",NA,NA,NA,NA,NA,"Magnoliophyta","América do Sul",NA,"Euphorbiales",NA,"Magnoliopsida",NA,NA
"241","2020-01-31 11:23:56-03","CVRD","CVRD","12147","PreservedSpecimen","Plantae","Asteraceae","Tridax","procumbens","Tridax procumbens","L.","Geovane S. Siqueira","Reis, R.","157","2006","05","15","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD012147","auto","2009","04","15",NA,"Km 280+700 <ll>dwc_commonname:</ll> Amarelinho rasteiro",NA,NA,NA,NA,NA,"Magnoliophyta","América do Sul",NA,"Asterales",NA,"Magnoliopsida",NA,NA
"242","2020-01-31 11:25:03-03","CVRD","CVRD","15134","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sp.","Byrsonima sp.",NA,NA,"Folli, D.A.","7283","2014","10","16","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD015134","auto",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Murici seda","CVRD015134",NA,NA,"230","230","Magnoliophyta","América do Sul",NA,"Malpighiales",NA,"Magnoliopsida",NA,NA
"243","2020-01-31 11:24:14-03","CVRD","CVRD","12148","PreservedSpecimen","Plantae","Euphorbiaceae","Ricinus","communis","Ricinus communis","L.","Geovane S. Siqueira","Reis, R.","158","2006","05","15","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD012148","auto","2009","04","15",NA,"Pátio de Conselheiro Pena <ll>dwc_commonname:</ll> Baga vermelha",NA,NA,NA,NA,NA,"Magnoliophyta","América do Sul",NA,"Euphorbiales",NA,"Magnoliopsida",NA,NA
"244","2020-01-31 11:25:05-03","CVRD","CVRD","15133","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","castaneifolia","Ouratea castaneifolia","(DC.) Engl.","Geovane S. Siqueira","Folli, D.A.","7282","2014","10","16","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD015133","auto","2015","03","05",NA,"<ll>dwc_commonname:</ll> Sarará de serra","CVRD015133",NA,NA,"230","230","Magnoliophyta","América do Sul",NA,"Malpighiales",NA,"Magnoliopsida",NA,NA
"245","2020-01-31 11:23:45-03","CVRD","CVRD","12149","PreservedSpecimen","Plantae","Poaceae","Megathyrsus","maximus","Megathyrsus maximus","(Jacq.) B.K. Simon & S.W.L. Jacobs","Geovane S. Siqueira","Reis, R.","159","2006","05","15","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD012149","auto","2009","04","15",NA,"Pátio de Conselheiro Pena Linha 4 <ll>dwc_commonname:</ll> Capim colonião",NA,NA,NA,NA,NA,"Magnoliophyta","América do Sul",NA,"Poales",NA,"Liliopsida",NA,NA
"246","2020-01-31 11:24:07-03","CVRD","CVRD","14876","PreservedSpecimen","Plantae","Lecythidaceae","Lecythis","lurida","Lecythis lurida","(Miers) S.A.Mori","Geovane S. Siqueira","Siqueira, G.S.","951","2014","03","17","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD014876","auto","2014","03","17",NA,"<ll>dwc_commonname:</ll> Inuíba vermelha","CVRD014876",NA,NA,"223","223","Magnoliophyta","América do Sul",NA,"Ericales",NA,"Magnoliopsida",NA,NA
"247","2020-01-31 13:35:07-03","CVRD","CVRD","14879","PreservedSpecimen","Plantae","Fabaceae","Senegalia","kallunkiae","Senegalia kallunkiae","(J.W. Grimes & Barneby) Seigler & Ebinger","Luciano P. Queiroz","Siqueira, G.S.","954","2014","03","17","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD014879","auto","2014","03","18",NA,"Arvores com 8 metros, espinhos entre os ramos <ll>dwc_commonname:</ll> Cobi de espinho","CVRD014879",NA,NA,"221","221","Magnoliophyta","América do Sul",NA,"Fabales",NA,"Magnoliopsida",NA,NA
"248","2020-03-09 10:32:37-03","CVRD","CVRD","14877","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","sp.","Fridericia sp.",NA,NA,"Siqueira, G.S.","952","2014","03","17","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD014877","auto",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Macambiro preto","CVRD014877",NA,NA,"222","222","Magnoliophyta","América do Sul",NA,"Lamiales",NA,"Magnoliopsida",NA,NA
"249","2020-03-09 10:32:36-03","CVRD","CVRD","14880","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","erubescens","Fridericia erubescens","(DC.) L.G.Lohmann","Luciano P. Queiroz","Siqueira, G.S.","955","2014","03","17","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD014880","auto","2014","03","18",NA,"<ll>dwc_commonname:</ll> Macambiro de quilha",NA,NA,NA,"223","223","Magnoliophyta","América do Sul",NA,"Lamiales",NA,"Magnoliopsida",NA,NA
"250","2020-01-31 11:23:57-03","CVRD","CVRD","9389","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","sp.","Alternanthera sp.",NA,NA,"Reis, R.","72","2005","07","20","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD009389","auto",NA,NA,NA,"E.F.V.M","<ll>dwc_commonname:</ll> Perpétua do mato",NA,NA,NA,NA,NA,"Magnoliophyta","América do Sul",NA,"Caryophyllales",NA,"Magnoliopsida",NA,NA
"251","2020-03-09 10:32:42-03","CVRD","CVRD","9390","PreservedSpecimen","Plantae","Lamiaceae","Ocimum","campechianum","Ocimum campechianum","Mill.","Raymond M. Harley","Reis, R.","76","2005","07","20","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD009390","auto","2007","01","26","E.F.V.M","<ll>dwc_commonname:</ll> Alfavaca selvagem",NA,NA,NA,NA,NA,"Magnoliophyta","América do Sul",NA,"Lamiales",NA,"Magnoliopsida",NA,NA
"252","2020-01-31 11:25:39-03","CVRD","CVRD","9391","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Rosangela Simão-Bianchini","Reis, R.","77","2005","07","20","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD009391","auto","2007","08","02","E.F.V.M","<ll>dwc_commonname:</ll> Ipoméia",NA,NA,NA,NA,NA,"Magnoliophyta","América do Sul",NA,"Solanales",NA,"Magnoliopsida",NA,NA
"253","2020-01-31 13:35:23-03","CVRD","CVRD","9416","PreservedSpecimen","Plantae","Malvaceae","Sida","riedelii","Sida riedelii","K.Schum.","Victor M. Gonçalez","Reis, R.","73","2005","07","20","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD009416","auto","2011","11","01","Linha 1, area C","<ll>dwc_commonname:</ll> Malva preta",NA,NA,NA,NA,NA,"Magnoliophyta","América do Sul",NA,"Malvales",NA,"Magnoliopsida",NA,NA
"254","2020-01-31 11:23:38-03","CVRD","CVRD","15530","PreservedSpecimen","Plantae","Commelinaceae","Commelina","benghalensis","Commelina benghalensis","L.","Marco O.O. Pellegrini","Reis, R.",NA,"2005","07","20","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD015530","auto","2015","11","20","Linha 2, area C","<ll>dwc_commonname:</ll> Capoeiraba branca",NA,NA,NA,NA,NA,"Magnoliophyta","América do Sul",NA,"Commelinales",NA,"Liliopsida",NA,NA
"255","2020-01-31 11:23:38-03","CVRD","CVRD","9409","PreservedSpecimen","Plantae","Commelinaceae","Commelina","erecta","Commelina erecta","L.","Marco O.O. Pellegrini","Reis, R.","71","2005","07","20","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD009409","auto","2015","11","20","Linha 2, area C","<ll>dwc_commonname:</ll> Capoeiraba azul",NA,NA,NA,NA,NA,"Magnoliophyta","América do Sul",NA,"Commelinales",NA,"Liliopsida",NA,NA
"256","2020-01-31 11:23:48-03","CVRD","CVRD","9655","PreservedSpecimen","Plantae","Poaceae","Sorghum","bicolor","Sorghum bicolor subsp.  arundinaceum","(Desv.) de Wet & J.R.Harlan","Rodrigo S. Rodrigues","Reis, R.","156","2006","04","10","BRASIL","MG","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","CVRD009655","auto","2015","04","24","Pátio de Conselheiro Pena, Linha 1","<ll>dwc_commonname:</ll> Sorgo selvagem",NA,NA,NA,NA,NA,"Magnoliophyta","América do Sul",NA,"Poales",NA,"Liliopsida","subsp.  arundinaceum",NA
"257","2018-10-26 11:59:39-03","Cenargen","CEN","105466","S","Plantae","Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","T. Vasconcelos","A. Cabral","141","2016","12","16","Brasil","MG","CONSELHEIRO PENA","-41.576388","-19.312777",NA,"CEN00105466",NA,NA,NA,NA,"Pico do Padre Ângelo. Subida ao pico.","Campo sujo entre rochas e velózias gigantes. Folhas levemente discolores. Doação do Herbário SPF.","CEN00105466","-41,576388","-19,312777","1260","1260",NA,NA,NA,NA,"1",NA,NA,"Exsicatas"
"258","2019-11-13 11:13:44-03","USP","SPF","213661","PreservedSpecimen","Plantae","Acanthaceae",NA,NA,NA,NA,NA,"Gonella, PM","641","2013","11","27","Brasil","Minas Gerais","Conselheiro Pena","-41.574008","-19.329483",NA,"SPF00213661",NA,NA,NA,NA,"Pico do Padre Ângelo, subindo pela crista sul da montanha.","Arbusto até 0,5 m alt. Folhas verdes, flores vermelhas.; Campo rupestre, afloramentos de arenito entremeado por solo arenoso com grande quantidade de matéria orgânica, vegetação com Vellozia arborescentes.",NA,"-41.574008","-19.329483","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-13 11:13:44-03","USP","SPF","227253","PreservedSpecimen","Plantae","Acanthaceae",NA,NA,NA,NA,NA,"Lopes, JC","448","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227253",NA,NA,NA,NA,"Pico do Padre Ângelo",NA,"SPF00227253","-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-11-13 11:28:28-03","USP","SPF","227257","PreservedSpecimen","Plantae","Plantaginaceae","Achetaria","platychila","Achetaria platychila","(Radlk.) V.C.Souza","Antar, GM","Lopes, JC","452","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.312667",NA,"SPF00227257",NA,"2018","11",NA,"Pico do Padre Ângelo",NA,"SPF00227257","-41.576306","-19.312667","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-11-13 11:21:25-03","USP","SPF","224479","PreservedSpecimen","Plantae","Leguminosae","Aeschynomene","vogelii","Aeschynomene vogelii","Rudd","Siniscalchi, CM","Siniscalchi, CM","517","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.383889","-19.246111",NA,"SPF00224479",NA,"2016","06",NA,"Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.","Subarbusto ramificado, ca. 40 cm alt. Folhas glutinosas, flores amarelas.; Mata semidecidual.",NA,"-41.383889","-19.246111","560","560",NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-01-15 17:59:57-03","USP","SPF","232540","PreservedSpecimen","Plantae","Orchidaceae","Anacheilium","allemanoides","Anacheilium allemanoides","(Hoehne) Pabst, Moutinho & A.V.Pinto","Vasconcelos, R","Gonella, PM","708","2014","07","10","Brasil","Minas Gerais","Conselheiro Pena","-41.591278","-19.264892",NA,"SPF00232540",NA,"2014",NA,NA,"Pico do Pinhão. Em platô de arenito próximo ao pico.","Ervas rupículas, vegetando diretamente sobre arenito. Folhas e pseudobulbos verdes, tépalas rosas com estrias mais escuras, labelo rosa com mancha amarela no encontro do labelo com a coluna.; Campo rupestre. Afloramentos de arenito,",NA,"-41.591278","-19.264892","14","14",NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-11-13 11:21:27-03","USP","SPF","224465","PreservedSpecimen","Plantae","Leguminosae","Anadenanthera",NA,"Anadenanthera",NA,NA,"Siniscalchi, CM","521","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.383889","-19.246111",NA,"SPF00224465",NA,NA,NA,NA,"Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.","Árvore, ca. 3 m alt., frutos marrom-avermelhados.; Mata semidecidual.",NA,"-41.383889","-19.246111","560","560",NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-11-13 11:15:58-03","USP","SPF","227179","PreservedSpecimen","Plantae","Asteraceae","Aspilia",NA,"Aspilia",NA,NA,"Mello-Silva, R","4031","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227179",NA,NA,NA,NA,"Pico do Padre Ângelo, Início da subida ao pico.","Subarbusto ca. 70 cm alt. Brácteas involucrais verde claro com ápice verde escuro. Corola amarela, anteras negras.; Rochas quartzíticas com vegetação arbustiva.",NA,"-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-11-13 11:15:56-03","USP","SPF","227221","PreservedSpecimen","Plantae","Asteraceae",NA,NA,NA,NA,NA,"Cabral, A","129","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227221",NA,NA,NA,NA,"Pico do Padre Ângelo",NA,NA,"-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-11-13 11:32:34-03","USP","SPF","224469","PreservedSpecimen","Plantae","Velloziaceae","Barbacenia",NA,"Barbacenia",NA,NA,"Siniscalchi, CM","513","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.374722","-19.250833",NA,"SPF00224469",NA,NA,NA,NA,"Parque Estadual de Sete Salões, Trilhas descendo para o Córrego da Onça, a partir da estrada.","Ervas pendentes, folhas verde claras, flores variando de rosa a avermelhado.; Afloramentos quatzíticos em campo de gramíneas e mata semidecidual. Crescendo diretamente sobre rochas.",NA,"-41.374722","-19.250833","513","513",NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-11-13 11:21:32-03","USP","SPF","224466","PreservedSpecimen","Plantae","Leguminosae","Bauhinia",NA,"Bauhinia",NA,NA,"Siniscalchi, CM","511","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.377222","-19.249722",NA,"SPF00224466",NA,NA,NA,NA,"Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.","Árvore até 4 m alt.; Mata semidecidual.",NA,"-41.377222","-19.249722","532","532",NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-11-13 11:26:33-03","USP","SPF","227228","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Vasconcelos, TNC","Cabral, A","136","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.31275",NA,"SPF00227228",NA,"2017","12",NA,"Pico do Padre Ângelo",NA,"SPF00227228","-41.576306","-19.31275","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-11-13 11:29:50-03","USP","SPF","227184","PreservedSpecimen","Plantae","Rubiaceae","Bradea",NA,"Bradea",NA,NA,"Mello-Silva, R","4035","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.575417","-19.31125",NA,"SPF00227184",NA,NA,NA,NA,"Pico do Padre Ângelo, Subida ao pico.","Subarbusto 1 m alt. Folhas discolores, verde calro na face abaxial. Inflorescência roxa.; Rochas quartzíticas com campo sujo e velósias gigantes.","SPF00227184","-41.575417","-19.31125","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-11-13 11:32:04-03","USP","SPF","227183","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia",NA,"Brunfelsia",NA,NA,"Mello-Silva, R","4034","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227183",NA,NA,NA,NA,"Pico do Padre Ângelo, Início da subida ao pico.","Subarbusto 50 cm alt., entre rochas. Flores roxas.; Rochas quartzíticas com campo sujo e velósias gigantes.","SPF00227183","-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-11-13 11:27:43-03","USP","SPF","227230","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","munchowiana","Cattleya munchowiana","(F.E.L.Miranda) Van den Berg",NA,"Cabral, A","138","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.576306","-19.31275",NA,"SPF00227230",NA,NA,NA,NA,"Pico do Padre Ângelo",NA,NA,"-41.576306","-19.31275","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"272","2019-11-13 11:21:56-03","USP","SPF","213660","PreservedSpecimen","Plantae","Leguminosae","Chamaecrista","mucronata","Chamaecrista mucronata","(Spreng.) H.S.Irwin & Barneby","Rando, JG","Gonella, PM","636","2013","11","27","Brasil","Minas Gerais","Conselheiro Pena","-41.574008","-19.329483",NA,"SPF00213660",NA,"2014","01","23","Pico do Padre Ângelo, subindo pela crista sul da montanha.","Arbustos até 0,5 m alt. Ramos apicais avermelhados, folhas verdes, cálice verde-avermelhado, a sépala dorsal avermelhada, corola amarela.; Campo rupestre, afloramentos de arenito entremeado por solo arenoso com grande quantidade de m",NA,"-41.574008","-19.329483","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA
"273","2019-11-13 11:16:16-03","USP","SPF","216072","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","martii","Chaptalia martii","(Baker) Zardini","Loeuille, B","Loeuille, B","893","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.578842","-19.320608",NA,"SPF00216072",NA,"2014",NA,NA,"Pico do Padre Ângelo, Topo do pico.","Erva com roseta basal. Escapo até 30 cm. Flores alvas.; Campo rupestre.",NA,"-41.578842","-19.320608","1503","1503",NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-11-13 11:16:16-03","USP","SPF","213663","PreservedSpecimen","Plantae","Asteraceae","Chionolaena","lychnophorioides","Chionolaena lychnophorioides","Sch.Bip.","Loeuille, B","Gonella, PM","649","2013","11","28","Brasil","Minas Gerais","Conselheiro Pena","-41.579206","-19.320544",NA,"SPF00213663",NA,"2015",NA,NA,"Pico do Padre Ângelo, no cume do pico.","Arbustos ca. 40 cm alt. Folhas verdes, capítulos brancos.; Campo rupestre, afloramentos de arenito entremeado por solo arenoso com grande quantidade de matéria orgânica, vegetação arbustiva dominada, principalmente, por Baccharis pla",NA,"-41.579206","-19.320544","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-11-13 11:16:16-03","USP","SPF","216071","PreservedSpecimen","Plantae","Asteraceae","Chionolaena","lychnophorioides","Chionolaena lychnophorioides","Sch.Bip.","Loeuille, B","Loeuille, B","894","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.578842","-19.320608",NA,"SPF00216071",NA,"2014",NA,NA,"Pico do Padre Ângelo, Topo do pico.","Subarbusto decumbente até 30 cm. Brácteas involucrais alvas. Flores alvas com ápice vináceo.; Campo rupestre.",NA,"-41.578842","-19.320608","1503","1503",NA,NA,NA,NA,NA,NA,NA,NA
"276","2019-11-13 11:16:16-03","USP","SPF","227600","PreservedSpecimen","Plantae","Asteraceae","Chionolaena","lychnophorioides","Chionolaena lychnophorioides","Sch.Bip.","Loeuille, B","Gonella, PM","687","2014","07","08","Brasil","Minas Gerais","Conselheiro Pena","-41.578806","-19.320611",NA,"SPF00227600",NA,"2015",NA,NA,"Pico do Padre Ângelo, Topo do pico.","Arbustos até 30 cm alt., capítulos com brácteas involucrais brancas com base avermelhada, flores com detalhes amarelos e vermelhos.; Campo rupestre, afloramentos de arenito, solo arenoso com muita matéria orgânica (serrapilheira).",NA,"-41.578806","-19.320611","1530","1530",NA,NA,NA,NA,NA,NA,NA,NA
"277","2019-11-13 11:16:17-03","USP","SPF","227599","PreservedSpecimen","Plantae","Asteraceae","Chromolaena",NA,"Chromolaena",NA,NA,"Gonella, PM","679","2014","07","08","Brasil","Minas Gerais","Conselheiro Pena","-41.578806","-19.320611",NA,"SPF00227599",NA,NA,NA,NA,"Pico do Padre Ângelo, Topo do pico.","Erva até ca. 0,5 m alt., ramos acastanhados, folhas verdes, brácteas involucrais verdes com ápice acastanhado, flores lilases.; Campo rupestre, afloramentos de arenito, solo arenoso com muita matéria orgânica (serrapilheira).",NA,"-41.578806","-19.320611","1530","1530",NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-11-13 11:17:56-03","USP","SPF","227237","PreservedSpecimen","Plantae","Clusiaceae","Clusia",NA,"Clusia",NA,NA,"Lopes, JC","446","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227237",NA,NA,NA,NA,"Pico do Padre Ângelo",NA,"SPF00227237","-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-11-13 11:16:19-03","USP","SPF","216078","PreservedSpecimen","Plantae","Asteraceae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","Loeuille, B","Loeuille, B","886","2014","08","03","Brasil","Minas Gerais","Conselheiro Pena","-41.575753","-19.310472",NA,"SPF00216078",NA,"2014",NA,NA,"Pico do Padre Ângelo, Afloramentos rochosos.","Arbusto pouco ramificado, candelabriforme. Flores roxas.; Campo rupestre.",NA,"-41.575753","-19.310472","1167","1167",NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-11-13 11:23:51-03","USP","SPF","213666","PreservedSpecimen","Plantae","Lythraceae","Cuphea",NA,"Cuphea",NA,NA,"Gonella, PM","640","2013","11","27","Brasil","Minas Gerais","Conselheiro Pena","-41.574008","-19.329483",NA,"SPF00213666",NA,NA,NA,NA,"Pico do Padre Ângelo, subindo pela crista sul da montanha.","Arbustos até 0,5 m alt. Folhas verdes, corola rosa, com uma nervura central mais escura em cada pétala. Cálice verde com nervuras violáceas na parte superior.; Campo rupestre, afloramentos de arenito entremeado por solo arenoso com g",NA,"-41.574008","-19.329483","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA
"281","2019-11-13 11:23:52-03","USP","SPF","227180","PreservedSpecimen","Plantae","Lythraceae","Cuphea","brachiata","Cuphea brachiata","Mart. ex Koehne","Cavalcanti, TB","Mello-Silva, R","4029","2016","12","16","Brasil","Minas Gerais","Conselheiro Pena","-41.578056","-19.306528",NA,"SPF00227180",NA,"2018","12",NA,"Pico do Padre Ângelo, Início da subida ao pico.","Subarbusto ca. 70 cm alt., entre rochas, muito abundante. Folhas discolores, mais claras na face abaxial. Hipanto verde. Corola amarela.; Rochas quartzíticas com vegetação arbustiva.","SPF00227180","-41.578056","-19.306528","882","882",NA,NA,NA,NA,NA,NA,NA,NA
