"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","continentOcean","typeStatus","order","individualCount","class","infraspecificEpithet","preparationType"
"392","2020-03-02 13:42:08-03","UFSC","FLOR","63247","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba",NA,"Coccoloba",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4797","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063247",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto lianescente, ca. 2.5 m alt. Frutos imaturos esverdeados","FLOR0063247","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,NA
"393","2020-03-02 13:45:58-03","UFSC","FLOR","63267","PreservedSpecimen","Plantae","Cyperaceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4817","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063267",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Coletada junto a rochas","FLOR0063267","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,NA
"394","2020-03-02 13:43:07-03","UFSC","FLOR","63264","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia",NA,"Declieuxia",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4814","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063264",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 1.5 m alt., na beira da trilha. Flores com corola roxo-clara","FLOR0063264","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Gentianales",NA,NA,NA,NA
"395","2020-03-02 13:43:07-03","UFSC","FLOR","63266","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia",NA,"Declieuxia",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4816","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063266",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 1 m alt.","FLOR0063266","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Gentianales",NA,NA,NA,NA
"396","2020-03-02 13:47:42-03","UFSC","FLOR","63269","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris",NA,"Doryopteris",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4819","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063269",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Erva rizomatosa em solo arenoso, entre rochas","FLOR0063269","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Polypodiales",NA,NA,NA,NA
"397","2020-03-02 13:47:34-03","UFSC","FLOR","63270","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum",NA,"Elaphoglossum",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4820","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063270",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Entre rochas. Esporângios castanhos. Amostra em sílica-gel","FLOR0063270","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Polypodiales",NA,NA,NA,NA
"398","2020-03-02 13:42:28-03","UFSC","FLOR","63260","PreservedSpecimen","Plantae","Fabaceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4810","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063260",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2.5 m alt","FLOR0063260","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Fabales",NA,NA,NA,NA
"399","2020-03-02 13:42:28-03","UFSC","FLOR","63263","PreservedSpecimen","Plantae","Fabaceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4813","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063263",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2.5 m alt. Flores com pétalas amareladas","FLOR0063263","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Fabales",NA,NA,NA,NA
"400","2020-03-02 13:43:57-03","UFSC","FLOR","63244","PreservedSpecimen","Plantae","Annonaceae","Guatteria",NA,"Guatteria",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4794","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063244",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arvoreta, ca. 4 m alt., ramos floríferos às vezes partindo da base do caule. Flores creme. Frutos imaturos esverdeados. Amostra em sílica-gel","FLOR0063244","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Magnoliales",NA,NA,NA,NA
"401","2020-03-02 13:43:57-03","UFSC","FLOR","63251","PreservedSpecimen","Plantae","Annonaceae","Guatteria",NA,"Guatteria",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4801","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063251",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2.5 m alt. Flores creme. Amostra em sílica-gel","FLOR0063251","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Magnoliales",NA,NA,NA,NA
"402","2020-03-02 13:40:54-03","UFSC","FLOR","63272","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","asterias","Hydrocotyle asterias","Cham. & Schltdl.","Nery, E.K.","Fiaschi, P.; Vaio, M.; Costa, T.S.","4822","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063272",NA,"2020","01","06","Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Erva prostrada. Flores alvas. Frutos imaturos verde-claros. Amostra em sílica-gel Habitat: Campo rupestre entremeado por capões de floresta ombrófila densa","FLOR0063272","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Apiales",NA,NA,NA,NA
"403","2020-03-02 13:43:42-03","UFSC","FLOR","63241","PreservedSpecimen","Plantae","Lauraceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4791","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063241",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2.5 m alt. Botões florais amarelo-esverdeados. Flores creme. Amostra em sílica-gel","FLOR0063241","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Laurales",NA,NA,NA,NA
"404","2020-03-02 13:43:42-03","UFSC","FLOR","63249","PreservedSpecimen","Plantae","Lauraceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4799","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063249",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2 m alt. Frutos imaturos esverdeados","FLOR0063249","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Laurales",NA,NA,NA,NA
"405","2020-03-02 13:43:42-03","UFSC","FLOR","63257","PreservedSpecimen","Plantae","Lauraceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4807","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063257",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2 m alt., comum. Flores creme","FLOR0063257","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Laurales",NA,NA,NA,NA
"406","2020-03-02 13:43:42-03","UFSC","FLOR","63258","PreservedSpecimen","Plantae","Lauraceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4808","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063258",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2 m alt., comum. Frutos imaturos esverdeados","FLOR0063258","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Laurales",NA,NA,NA,NA
"407","2020-03-02 13:44:38-03","UFSC","FLOR","63246","PreservedSpecimen","Plantae","Melastomataceae","Leandra","aurea","Leandra aurea","(Cham.) Cogn.","Caddah, M.K.","Fiaschi, P.; Vaio, M.; Costa, T.S.","4796","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063246",NA,"2018","10","05","Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 1.5 m alt. Frutos passando de verdes a vináceos. Amostra em sílica-gel Habitat: Campo rupestre entremeado por capões de floresta ombrófila densa","FLOR0063246","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"408","2020-03-02 13:44:35-03","UFSC","FLOR","63274","PreservedSpecimen","Plantae","Melastomataceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4824","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063274",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2.5 m alt. Amostra em sílica-gel","FLOR0063274","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"409","2020-03-02 13:44:48-03","UFSC","FLOR","63255","PreservedSpecimen","Plantae","Melastomataceae","Miconia",NA,"Miconia",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4805","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063255",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto comum, ca. 2 m alt. Frutos imaturos verdes, passando a atro-vináceos. Amostra em sílica-gel","FLOR0063255","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"410","2020-03-02 13:44:54-03","UFSC","FLOR","63240","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rimalis","Miconia rimalis","Naudin","Caddah, M.K.","Fiaschi, P.; Vaio, M.; Costa, T.S.","4790","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063240",NA,"2018","10","05","Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca 2.5 m alt. Frutos imaturos amarelos, maduros atro-vináceos. Amostra em sílica-gel Habitat: Campo rupestre entremeado por capões de floresta ombrófila densa","FLOR0063240","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"411","2020-03-02 13:44:54-03","UFSC","FLOR","63242","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, M.K.","Fiaschi, P.; Vaio, M.; Costa, T.S.","4792","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063242",NA,"2018","10","05","Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arvoreta, ca. 4 m alt. Flores ocre-ferrugíneas na face abaxial. Frutos imaturos verdes. Amostra em sílica-gel Habitat: Campo rupestre entremeado por capões de floresta ombrófila densa","FLOR0063242","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"412","2020-03-02 13:45:22-03","UFSC","FLOR","63234","PreservedSpecimen","Plantae","Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4784","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063234",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2 m alt. Botões florais ocre-acastanhados. Amostra em sílica-gel","FLOR0063234","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"413","2020-03-02 13:45:22-03","UFSC","FLOR","63248","PreservedSpecimen","Plantae","Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4798","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063248",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2.5 m alt. Frutos imaturos verdes. Amostra em sílica-gel","FLOR0063248","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"414","2020-03-02 13:45:22-03","UFSC","FLOR","63254","PreservedSpecimen","Plantae","Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4804","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063254",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2.5 m alt. Frutos imaturos esverdeados. Amostra em sílica-gel","FLOR0063254","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"415","2020-03-02 13:45:22-03","UFSC","FLOR","63265","PreservedSpecimen","Plantae","Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4815","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063265",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2 m alt. Frutos imaturos esverdeados. Amostra em sílica-gel","FLOR0063265","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"416","2020-03-02 13:45:22-03","UFSC","FLOR","63271","PreservedSpecimen","Plantae","Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4821","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063271",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto comum, ca. 1m alt. Botões florais castanho-ferrugíneos. Amostra em sílica-gel","FLOR0063271","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"417","2020-03-02 13:45:10-03","UFSC","FLOR","63237","PreservedSpecimen","Plantae","Myrtaceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4787","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063237",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2 m alt. Frutos passando de verde-claros a atro-vináceos. Amostra em sílica-gel","FLOR0063237","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"418","2020-03-02 13:45:10-03","UFSC","FLOR","63252","PreservedSpecimen","Plantae","Myrtaceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4802","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063252",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2 m alt. Botões florais creme. Amostra em sílica-gel","FLOR0063252","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"419","2020-03-02 13:45:10-03","UFSC","FLOR","63262","PreservedSpecimen","Plantae","Myrtaceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4812","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063262",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto com ramos decumbentes, ca. 1 m alt.. Comum. Amostra em sílica-gel","FLOR0063262","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"420","2020-03-02 13:44:14-03","UFSC","FLOR","63253","PreservedSpecimen","Plantae","Ochnaceae","Ouratea",NA,"Ouratea",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4803","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063253",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arvoreta sem ramificações, no interior da mata. Receptáculos espessados avermelhados nos frutos. Amostra em sílica-gel","FLOR0063253","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA
"421","2020-03-02 13:47:36-03","UFSC","FLOR","63268","PreservedSpecimen","Plantae","Polypodiaceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4818","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063268",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Rupícola, entre blocos rochosos","FLOR0063268","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Polypodiales",NA,NA,NA,NA
"422","2020-03-02 13:48:00-03","UFSC","FLOR","63256","PreservedSpecimen","Plantae","Sapindaceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4806","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063256",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Trepadeira, na beira da trilha. Botõs florais alvos. Frutos ligeiramente alvos. Frutos ligeiramente avermelhados","FLOR0063256","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Sapindales",NA,NA,NA,NA
"423","2020-03-02 13:48:08-03","UFSC","FLOR","63275","PreservedSpecimen","Plantae","Solanaceae",NA,NA,NA,NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4825","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063275",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 2.5 m alt. Fruto imaturo esverdeado","FLOR0063275","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Solanales",NA,NA,NA,NA
"424","2020-03-02 13:48:13-03","UFSC","FLOR","63233","PreservedSpecimen","Plantae","Solanaceae","Solanum",NA,"Solanum",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4783","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063233",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto, ca. 1.5 m alt. Flores com pétalas ligeiramente arroxeadas, anteras amarelas","FLOR0063233","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Solanales",NA,NA,NA,NA
"425","2020-03-02 13:42:52-03","UFSC","FLOR","63236","PreservedSpecimen","Plantae","Fabaceae","Swartzia",NA,"Swartzia",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4786","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063236",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arvoreta delicada, ca. 3 m alt. Flores com pétala alva. Amostra em sílica-gel","FLOR0063236","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Fabales",NA,NA,NA,NA
"426","2020-03-02 13:45:05-03","UFSC","FLOR","63238","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla","(D.Don) Cogn.","Caddah, M.K.","Fiaschi, P.; Vaio, M.; Costa, T.S.","4788","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063238",NA,"2018","10","05","Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Subarbusto, ca. 1.5 m alt. Caule vináceo. Botões florais verde-claro cinéreos. Flores com pétalas roxas. Amostra em sílica-gel Habitat: Campo rupestre entremeado por capões de floresta ombrófila densa","FLOR0063238","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
"427","2020-03-02 13:43:32-03","UFSC","FLOR","63243","PreservedSpecimen","Plantae","Lamiaceae","Vitex",NA,"Vitex",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4793","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063243",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arvoreta, ca. 3 m alt. Frutos imaturos esverdeados","FLOR0063243","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA
"428","2020-03-02 13:47:42-03","UFSC","FLOR","63273","PreservedSpecimen","Plantae","Pteridaceae","Vittaria",NA,"Vittaria",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4823","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063273",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Epífita. Esporângios castanhos","FLOR0063273","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Polypodiales",NA,NA,NA,NA
"429","2020-03-02 13:44:30-03","UFSC","FLOR","63245","PreservedSpecimen","Plantae","Malvaceae","Waltheria",NA,"Waltheria",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4795","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063245",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto delgado, ca. 2 m alt. Flores com corola amarela","FLOR0063245","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Malvales",NA,NA,NA,NA
"430","2020-03-02 13:43:32-03","UFSC","FLOR","65712","PreservedSpecimen","Plantae","Lamiaceae","Salvia",NA,"Salvia",NA,"Nery, E.K.","Nery, E.K.; Fiaschi, P.; Richetti, E.","79","2018","01","25","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","FLOR0065712","auto","2019","03","11","Parque Estadual de Sete Salões, estrada para o Córrego da Onça.","Arbusto com aprox. 2m, flores roxas","FLOR0065712",NA,NA,NA,NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA
