"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","individualCount","class"
"112","2019-06-27 15:32:39-03","Cenargen","CEN","71207","S","Plantae",NA,NA,"Euphorbiaceae","Jatropha","curcas",NA,"Jatropha curcas","L.","E. J. Leite","2008","Edson Junqueira Leite","130","2008","04","23",NA,"Brasil","MG","GUANHAES","Fazenda Bamburral (dona Alaíde).","-42.801388","-18.927222","-42,801388","-18,927222","Unicata",NA,"CEN00071207","CEN00071207",NA,NA,NA,NA,"04",NA,"1",NA
"113","2018-10-26 11:56:16-03","Cenargen","CEN","38144","S","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis",NA,"Diplusodon orbicularis","Koehne","T. B. Cavalcanti",NA,"W. M. Silva","1807","1976","04","21",NA,"Brasil","MG","GUANHAES",NA,"-42.9324989318848","-18.7749996185303",NA,NA,"Exsicatas","Doação do Herbário Prof. José Badini - Instituto de Ciências Exatas e Biológicas - UFOP.","CEN00038144","CEN00038144",NA,NA,"43982","auto",NA,NA,"1",NA
"114","2018-10-26 12:04:42-03","Cenargen","CEN","64319","S","Plantae",NA,NA,"Poaceae","Paspalum","intermedium",NA,"Paspalum intermedium","Munro ex Morong & Britton","G. H. Rua",NA,"Gabriel Hugo Rua","718","2006","01","12",NA,"Brasil","MG","GUANHAES","BR-259 entre Guanhães e Virginópolis, ca. 15 km ao Leste de Guanhães.","-42.9324989318848","-18.7749996185303",NA,NA,"Exsicatas","Colônias puras em áreas baixas.","CEN00064319","CEN00064319",NA,NA,"43982","auto",NA,NA,"3",NA
"115","2019-11-13 11:32:14-03","USP","SPF","92828","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","graveolens",NA,"Solanum graveolens","Bunbury","Stehmann, JR","2016","Costa, LV","s.n.","1992","10",NA,NA,"Brasil","Minas Gerais","Guanhães",NA,"-42.9324989318848","-18.7749996185303",NA,NA,NA,NA,"SPF00092828","SPF00092828",NA,NA,"43982","auto","08",NA,NA,NA
"116","2019-11-13 11:32:14-03","USP","SPF","92829","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","graveolens",NA,"Solanum graveolens","Bunbury","Stehmann, JR","2016","Costa, LV","s.n.","1992","10",NA,NA,"Brasil","Minas Gerais","Guanhães",NA,"-42.9324989318848","-18.7749996185303",NA,NA,NA,NA,"SPF00092829","SPF00092829",NA,NA,"43982","auto","08",NA,NA,NA
"117","2019-10-07 09:15:46-03","UEFS","HUEFS","124376","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Bignoniaceae","Pleonotoma","tetraquetra",NA,"Pleonotoma tetraquetra","(Cham.) Bureau","M.M.Silva-Castro","2015","Silva-Castro, M.M.","1336","2007","08","28",NA,"Brasil","Minas Gerais","Guanhães","Estrada para Sabinópolis, beira da estrada.","-43.035833","-18.698611","43W2'9''","18S41'55''",NA,NA,"HUEFS0124376","HUEFS0124376","1007","1007",NA,NA,"05",NA,NA,"Asteranae"
"118","2019-10-07 09:34:53-03","UEFS","HUEFS","185295","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia",NA,NA,"Campomanesia",NA,NA,NA,"Faria, J.E.Q.","946","2010","11","10",NA,"Brasil","Minas Gerais","Guanhães","Margem da rodovia que liga Guanhães a Itabira.","-42.987222","-18.8475","42W59'14''","18S50'51''",NA,"Floresta ombrófila, solo argiloso.","HUEFS0185295","HUEFS0185295","758","758",NA,NA,NA,NA,NA,"Rosanae"
"119","2019-10-07 09:34:53-03","UEFS","HUEFS","185297","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia",NA,NA,"Campomanesia",NA,NA,NA,"Faria, J.E.Q.","947","2010","11","10",NA,"Brasil","Minas Gerais","Guanhães","Margem da rodovia que liga Guanhães a Itabira.","-42.987222","-18.8475","42W59'14''","18S50'51''",NA,"Floresta ombrófila, solo argiloso.","HUEFS0185297","HUEFS0185297","758","758",NA,NA,NA,NA,NA,"Rosanae"
"120","2019-10-07 09:11:32-03","UEFS","HUEFS","124437","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Heterocondylus","alatus",NA,"Heterocondylus alatus","(Vell.) R.M.King & H.Rob.",NA,NA,"Miranda, E.B.","1023","2007","08","28",NA,"Brasil","Minas Gerais","Guanhães","Estrada para Sabinópolis - MG 259 - km 813'.","-43.035833","-18.6875","43W2'9''","18S41'15''",NA,"Mata seca.","HUEFS0124437","HUEFS0124437","306","306",NA,NA,NA,NA,NA,"Asteranae"
"121","2020-02-17 11:29:56-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Campomanesia",NA,NA,"Campomanesia",NA,"Harris, S.A.; Bittrich, V.","2001","Ratter, J.A.; Faria, J.E.Q.","946","2010","11","10","Southern America","Brasil","Minas Gerais","Guanhães","Margem da rodovia que liga Guanhães a Itabira","-42.987222","-18.8475","-42.987222","-18.8475",NA,"Árvore ca. 3 m de altura, flores brancas e botões; Floresta ombrófila, solo argiloso",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA
"122","2019-02-27 14:03:01-03","UFSJ","HUFSJ","1479","S","Plantae",NA,NA,"Myrtaceae","Myrcia",NA,NA,"Myrcia",NA,NA,NA,"Costa, LV; Atalla, NC","s.n.","1992","10","29",NA,"Brasil","Minas Gerais","Guanhães",NA,"-42.9324989318848","-18.7749996185303",NA,NA,NA,"Subarbóreo 3m.","HUFSJ001479",NA,NA,NA,"43982","auto",NA,NA,NA,NA
"123","2019-11-07 11:19:21-03","UFMG","BHCB-SL","93572","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum",NA,NA,"Adiantum",NA,NA,NA,"Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","58","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.924556","-19.037472","-42.924556","-19.037472",NA,"Terrestre, à beira de trilha, no interior de mata",NA,NA,"505","505",NA,NA,NA,NA,NA,NA
"124","2019-11-07 11:19:21-03","UFMG","BHCB-SL","93563","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","diogoanum",NA,"Adiantum diogoanum","Graziani ex Baker","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","49","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.924556","-19.037472","-42.924556","-19.037472",NA,"Terrestre, borda de mata, à margem do rio Guanhães",NA,NA,"505","505",NA,NA,"08",NA,NA,NA
"125","2020-02-11 18:26:28-03","UFMG","BHCB-SL","93567","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","dolosum",NA,"Adiantum dolosum","Kunze","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","53","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.924556","-19.037472","-42.924556","-19.037472",NA,"Terrestre, à beira de trilha, no interior de mata",NA,NA,"505","505",NA,NA,"08",NA,NA,NA
"126","2019-11-07 11:19:28-03","UFMG","BHCB-SL","93564","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","glaucescens",NA,"Adiantum glaucescens","Klotzsch","Prado, J","2006","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","50","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.924556","-19.037472","-42.924556","-19.037472",NA,"Terrestre, à beira de trilha, no interior de mata",NA,NA,"505","505",NA,NA,"09",NA,NA,NA
"127","2019-11-07 11:19:31-03","UFMG","BHCB-SL","93569","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","pulverulentum",NA,"Adiantum pulverulentum","L.","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","55","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual","-42.924556","-19.037472","-42.924556","-19.037472",NA,"Terrestre, à beira de trilha, próximo à borda, no interior de mata",NA,NA,"505","505",NA,NA,"08",NA,NA,NA
"128","2019-11-07 11:19:35-03","UFMG","BHCB-SL","93562","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","subcordatum",NA,"Adiantum subcordatum","Sw.","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","48","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães",NA,"-42.924556","-19.037472","-42.924556","-19.037472",NA,"Terrestre, à beira de trilha, no interior de mata",NA,NA,"50","50",NA,NA,"08",NA,NA,NA
"129","2020-03-04 20:43:43-03","UFMG","BHCB-SL","93587","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","opposita",NA,"Amauropelta opposita","(Vahl) Pic.Serm.","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","73","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Terrestre, em brejo, em área aberta",NA,NA,"500","500",NA,NA,"08",NA,NA,NA
"130","2019-11-07 11:13:45-03","UFMG","BHCB-SL","93594","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia",NA,NA,"Anemia","Sw.","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","80","2005","08","15","América","Brasil","Minas Gerais","Dores de Guanhães","Serra do Caraça","-42.873111","-19.070639","-42.873111","-19.070639",NA,"Rupícola no paredão rochoso granítico",NA,NA,NA,NA,NA,NA,"08",NA,NA,NA
"131","2019-11-07 11:13:49-03","UFMG","BHCB-SL","93566","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","luetzelburgii",NA,"Anemia luetzelburgii","Rosenst.","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","52","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual","-42.924556","-19.037472","-42.924556","-19.037472",NA,"Terrestre, em beira de trilha, no interior de mata",NA,NA,"505","505",NA,NA,"08",NA,NA,NA
"132","2019-11-07 11:18:13-03","UFMG","BHCB-SL","93577","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","decurrens",NA,"Campyloneurum decurrens","(Raddi) C.Presl","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","63","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual.","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Rupícola em riacho no interior de mata",NA,NA,"500","500",NA,NA,"08",NA,NA,NA
"133","2019-11-07 11:18:17-03","UFMG","BHCB-SL","93575","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","nitidum",NA,"Campyloneurum nitidum","(Kaulf.) C.Presl","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","61","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual.","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Rupícola, em riacho, no interior de mata",NA,NA,"500","500",NA,NA,"08",NA,NA,NA
"134","2019-11-07 11:21:24-03","UFMG","BHCB-SL","93600","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Christella","hispidula",NA,"Christella hispidula","(Decne.) Holttum","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","86","2005","08","16","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual","-42.873111","-19.070639","-42.873111","-19.070639",NA,"Terrestre, na beira de córrego, no interior de mata",NA,NA,"550","550",NA,NA,"08",NA,NA,NA
"135","2020-03-04 20:43:09-03","UFMG","BHCB-SL","93580","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","submarginalis","tenuifolia","Ctenitis submarginalis tenuifolia","(C.Presl) R.S.Viveros","Viveros, RS","2015","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","66","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Terrestre, no interior de mata. Beira de trilha",NA,NA,"500","500",NA,NA,"11",NA,NA,NA
"136","2019-11-07 11:15:46-03","UFMG","BHCB-SL","93574","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","axillaris",NA,"Cyathea axillaris","(Fée) Lellinger","Salino, A","2010","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","60","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Margem do Rio Guanhães","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Terrestre em barranco, à beira de córrego, no interior de mata com muito bambu",NA,NA,"500","500",NA,NA,"10",NA,NA,NA
"137","2020-03-04 20:43:45-03","UFMG","BHCB-SL","93578","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Cyclosorus","interruptus",NA,"Cyclosorus interruptus","(Willd.) Ito","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","64","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Terrestre, em brejo, em área aberta",NA,NA,"500","500",NA,NA,"08",NA,NA,NA
"138","2019-11-07 11:19:42-03","UFMG","BHCB-SL","93585","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","collina",NA,"Doryopteris collina","(Raddi) J.Sm.","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","71","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Rupícola, em paredão rochoso granítico, próximo ao rio Guanhães",NA,NA,"500","500",NA,NA,"08",NA,NA,NA
"139","2019-11-07 11:19:50-03","UFMG","BHCB-SL","93598","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Hemionitis","tomentosa",NA,"Hemionitis tomentosa","(Lam.) Raddi","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","84","2005","08","16","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.873111","-19.070639","-42.873111","-19.070639",NA,"Rupícola, na beira de córrego, no interior de mata",NA,NA,"550","550",NA,NA,"08",NA,NA,NA
"140","2019-11-07 11:16:40-03","UFMG","BHCB-SL","93570","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Lastreopsis","acuta",NA,"Lastreopsis acuta","(Hook.) Tindale","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","56","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual.","-42.924556","-1.037497","-42.924556","-1.037497",NA,"Terrestre, à beira de trilha, no interior de mata",NA,NA,"505","505",NA,NA,"08",NA,NA,NA
"141","2020-03-04 20:43:15-03","UFMG","BHCB-SL","93590","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Megalastrum","grande",NA,"Megalastrum grande","(C.Presl) A.R.Sm. & R.C.Moran","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","76","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Terrestre, à margem de córrego, no interior de mata. Caule decumbente",NA,NA,"500","500",NA,NA,"08",NA,NA,NA
"142","2020-03-04 20:43:49-03","UFMG","BHCB-SL","93573","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Meniscium","serratum",NA,"Meniscium serratum","Cav.","Fernandes, RS","2014","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","59","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Terrestre em brejo, em área aberta",NA,NA,"500","500",NA,NA,"04","15",NA,NA
"143","2020-02-11 18:26:18-03","UFMG","BHCB-SL","93559","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pecluma","plumula",NA,"Pecluma plumula","(Willd.) M.G.Price","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","45","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual.","-42.924556","-19.037472","-42.924556","-19.037472",NA,"Rupícola, em borda de mata, à beira do rio Guanhães",NA,NA,"505","505",NA,NA,"08",NA,NA,NA
"144","2020-02-11 18:26:21-03","UFMG","BHCB-SL","93589","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pecluma","recurvata",NA,"Pecluma recurvata","(Kaulf.) M.G.Price","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","75","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual.","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Terrestre, no interior de mata, próximo a córrego",NA,NA,"500","500",NA,NA,"08",NA,NA,NA
"145","2020-02-11 18:26:32-03","UFMG","BHCB-SL","93558","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pityrogramma","calomelanos",NA,"Pityrogramma calomelanos","(L.) Link","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","44","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.924556","-19.037472","-42.924556","-19.037472",NA,"Rupícola à beira do Rio Guanhães; área aberta",NA,NA,"50","50",NA,NA,"08",NA,NA,NA
"146","2019-11-07 11:20:13-03","UFMG","BHCB-SL","93565","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata",NA,"Pteris denticulata","Sw.","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","51","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.924556","-19.037472","-42.924556","-19.037472",NA,"Terrestre, em beira de trilha, no interior de mata",NA,NA,"505","505",NA,NA,"08",NA,NA,NA
"147","2019-11-07 11:20:17-03","UFMG","BHCB-SL","93582","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","splendens",NA,"Pteris splendens","Kaulf.","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","68","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Terrestre no interior de mata",NA,NA,"50","50",NA,NA,"08",NA,NA,NA
"148","2019-11-07 11:20:39-03","UFMG","BHCB-SL","93595","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","marginata",NA,"Selaginella marginata","(Humb. & Bonpl. ex Willd.) Spring","Heringer, G","2011","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","81","2005",NA,NA,"América","Brasil","Minas Gerais","Dores de Guanhães","Serra do Caraça, Paredão rochoso granítico e Floresta Estacional Semidecidual bastante alterada.","-42.873111","-19.070639","-42.873111","-19.070639",NA,"Rupícola no paredão rochoso granítico. Próximo a touceiras de Cyperaceae",NA,NA,"700","700",NA,NA,"02",NA,NA,NA
"149","2019-11-07 11:20:50-03","UFMG","BHCB-SL","93584","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","sulcata",NA,"Selaginella sulcata","(Desv. ex Poir.) Spring","Heringer, G","2010","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","70","2005",NA,NA,"América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Terrestre, à beira de trilha, no interior de mata",NA,NA,"500","500",NA,NA,"03",NA,NA,NA
"150","2019-11-07 11:19:07-03","UFMG","BHCB-SL","93596","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Serpocaulon","catharinae",NA,"Serpocaulon catharinae","(Langsd. & Fisch.) A.R.Sm.","Salino, A","2010","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","82","2005","08","15","América","Brasil","Minas Gerais","Dores de Guanhães","Serra do Caraça, Paredão rochso granítico e Floresta Estacional Semidecidual bastante alterada.","-42.873111","-19.070639","-42.873111","-19.070639",NA,"Rupícola, próximo e embaixo de touceiras de Dickia sp., no alto do paredão rochoso",NA,NA,"700","700",NA,NA,"08",NA,NA,NA
"151","2020-03-04 20:43:50-03","UFMG","BHCB-SL","93591","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Steiropteris","leprieurii",NA,"Steiropteris leprieurii","Hook.","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","77","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual.","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Terrestre no interior de mata. Caule reptante com aproximadamente 30 cm.",NA,NA,"500","500",NA,NA,"08",NA,NA,NA
"152","2019-11-07 11:21:40-03","UFMG","BHCB-SL","93576","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Steiropteris","polypodioides",NA,"Steiropteris polypodioides","(Raddi) Salino & T.E.Almeida","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","62","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães., Floresta Estacional Semidecidual.","-42.945556","-19.003694","-42.945556","-19.003694",NA,"Terrestre em barranco, à beira de córrego, no interior de mata com muito bambu",NA,NA,"500","500",NA,NA,"08",NA,NA,NA
"153","2019-11-07 11:15:35-03","UFMG","BHCB-SL","93597","PreservedSpecimen","Plantae",NA,NA,"Blechnaceae","Neoblechnum","brasiliense",NA,"Neoblechnum brasiliense","(Desv.) Gasper & Dittrich","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","83","2005","08","16","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.92919921875","-19.0583000183105",NA,NA,NA,"Terrestre, na beira de córrego, na borda de mata",NA,NA,NA,NA,"20800","auto","08",NA,NA,NA
"154","2019-11-07 11:15:46-03","UFMG","BHCB-SL","93599","PreservedSpecimen","Plantae",NA,NA,"Blechnaceae","Salpichlaena","volubilis",NA,"Salpichlaena volubilis","(Kaulf.) J.Sm.","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","85","2005","08","16","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.92919921875","-19.0583000183105",NA,NA,NA,"Trepadeira, na beira de córrego, na borda de mata",NA,NA,NA,NA,"20800","auto","08",NA,NA,NA
"155","2019-11-07 11:18:04-03","UFMG","BHCB-SL","93583","PreservedSpecimen","Plantae",NA,NA,"Lygodiaceae","Lygodium","volubile",NA,"Lygodium volubile","Sw.","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","69","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.92919921875","-19.0583000183105",NA,NA,NA,"Trepadeira na borda de mata",NA,NA,NA,NA,"20800","auto","08",NA,NA,NA
"156","2019-11-07 11:17:42-03","UFMG","BHCB-SL","93571","PreservedSpecimen","Plantae",NA,NA,"Lindsaeaceae","Lindsaea","quadrangularis",NA,"Lindsaea quadrangularis","Raddi",NA,NA,"Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","57","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.92919921875","-19.0583000183105",NA,NA,NA,"Terrestre, à beira de trilha, no interior de mata",NA,NA,NA,NA,"20800","auto",NA,NA,NA,NA
"157","2019-11-07 11:14:02-03","UFMG","BHCB-SL","93581","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","auriculatum",NA,"Asplenium auriculatum","Sw.","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","67","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.92919921875","-19.0583000183105",NA,NA,NA,"Rupícola, em córrego no interior de mata",NA,NA,NA,NA,"20800","auto","08",NA,NA,NA
"158","2019-11-07 11:15:31-03","UFMG","BHCB-SL","93560","PreservedSpecimen","Plantae",NA,NA,"Blechnaceae","Blechnum","polypodioides",NA,"Blechnum polypodioides","Raddi","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","46","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.92919921875","-19.0583000183105",NA,NA,NA,"Terrestre, à beira da trilha, no interior de mata",NA,NA,NA,NA,"20800","auto","08",NA,NA,NA
"159","2019-11-07 11:13:58-03","UFMG","BHCB-SL","93586","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","tomentosa",NA,"Anemia tomentosa","(Sav.) Sw.","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","72","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.92919921875","-19.0583000183105",NA,NA,NA,"Terrestre em barranco na beira de estrada",NA,NA,NA,NA,"20800","auto","08",NA,NA,NA
"160","2019-11-07 11:18:04-03","UFMG","BHCB-SL","93561","PreservedSpecimen","Plantae",NA,NA,"Lygodiaceae","Lygodium","venustum",NA,"Lygodium venustum","Sw.","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","47","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.92919921875","-19.0583000183105",NA,NA,NA,"Trepadeira na borda de mata",NA,NA,NA,NA,"20800","auto","08",NA,NA,NA
"161","2019-11-07 11:15:31-03","UFMG","BHCB-SL","93568","PreservedSpecimen","Plantae",NA,NA,"Blechnaceae","Blechnum","occidentale",NA,"Blechnum occidentale","L.","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","54","2005","08","13","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.92919921875","-19.0583000183105",NA,NA,NA,"Terrestre, à beira de trilha, no interior de mata",NA,NA,NA,NA,"20800","auto","08",NA,NA,NA
"162","2019-11-07 11:13:59-03","UFMG","BHCB-SL","93579","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","villosa",NA,"Anemia villosa","Humb. & Bonpl. ex Willd.","Almeida, TE; Salino, A","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","65","2005","08","14","América","Brasil","Minas Gerais","Dores de Guanhães","Rio Guanhães.","-42.92919921875","-19.0583000183105",NA,NA,NA,"Rupícola em paredão rochoso granítico, em área aberta, próximo ao rio",NA,NA,NA,NA,"20800","auto","08",NA,NA,NA
