"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","class","individualCount"
"122","2019-06-27 10:26:16-03","UFES","VIES","28229","S","Plantae",NA,NA,"Piperaceae","Ottonia",NA,"Ottonia",NA,"Sarnaglia-Jr., V.B.","33","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio, Sítio Sarnaglia (12km da sede da cidade). Floresta Ombrófila Densa Montana em regeneração em área de antiga lavoura de café. Mata próxima a pedreira.","-40.875301361084","-19.8738994598389","23320","600","600",NA,NA,"VIES028229","VIES028229","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-06-27 10:26:16-03","UFES","VIES","28230","S","Plantae",NA,NA,"Piperaceae","Ottonia",NA,"Ottonia",NA,"Sarnaglia-Jr., V.B.","34","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio, Sítio Sarnaglia (12km da sede da cidade). Floresta Ombrófila Densa Montana em regeneração em área de antiga lavoura de café. Mata próxima a pedreira.","-40.875301361084","-19.8738994598389","23320","600","600",NA,NA,"VIES028230","VIES028230","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-09-27 18:05:56-03","UFES","VIES","26074","S","Plantae",NA,NA,"Piperaceae","Piper","anonifolium","Piper anonifolium","Kunth","Sarnaglia-Jr., V.B.","67","2009","07","23",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio. Sítio Sarnaglia (12km da sede da cidade). Fragmento de Floresta Ombrófila Densa Montana em recuperação, lado leste do rio, acima de uma lavoura de café.","-40.875301361084","-19.8738994598389","23320","700","700",NA,NA,"VIES026074","VIES026074","auto",NA,NA,"Guimarães, E.F.","2011","08","01",NA,NA,NA,NA
"125","2019-06-27 10:24:49-03","UFES","VIES","13413","S","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,"Sarnaglia Júnior, V.B.","66","2009","07","23",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio. Sítio Sarnaglia (12 km da sede da cidade). Fragmento de Mata Atlântica.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Floresta Ombrófila Densa Montana","VIES013413","VIES013413","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-12-06 19:30:08-03","UFES","VIES","28223","S","Plantae",NA,NA,"Piperaceae","Piper","caldense","Piper caldense","C.DC.","Sarnaglia-Jr., V.B.","53","2009","04","20",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio, Sítio Sarnaglia (12km da sede da cidade). Lado leste do rio Limoeiro, abaixo do pasto (roça), próximo a uma pedra com bromélias. 100m do 'poção'.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES028223","VIES028223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-06-27 10:26:19-03","UFES","VIES","28231","S","Plantae",NA,NA,"Piperaceae","Piper","mollicomum","Piper mollicomum","Kunth","Sarnaglia-Jr., V.B.","55","2009","04","20",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio, Sítio Sarnaglia (12km da sede da cidade). Lado leste, embaixo da roça e pasto.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES028231","VIES028231","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-06-27 10:26:17-03","UFES","VIES","28220","S","Plantae",NA,NA,"Piperaceae","Piper",NA,"Piper",NA,"Sarnaglia-Jr., V.B.","59","2009","07","23",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio, Sítio Sarnaglia (12km da sede da cidade). Na casa de Dico Sarnaglia.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES028220","VIES028220","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-01-30 18:44:08-03","UFES","VIES","28224","S","Plantae",NA,NA,"Piperaceae","Piper","arboreum","Piper arboreum hirtellum","Yunck.","Sarnaglia-Jr., V.B.","57","2009","07","23",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio, Sítio Sarnaglia (12km da sede da cidade). Na casa de Dico Sarnaglia.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES028224","VIES028224","auto",NA,NA,"A. Melo","2020","01","20","hirtellum",NA,NA,NA
"130","2019-12-03 19:20:05-03","UFES","VIES","45981","S","Plantae",NA,NA,"Lejeuneaceae","Lejeunea","flava","Lejeunea flava","(Sw.) Nees","Sarnaglia-Jr., V.B.","170","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045981",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"131","2019-06-27 10:26:18-03","UFES","VIES","28226","S","Plantae",NA,NA,"Piperaceae","Piper","arboreum","Piper arboreum","(Trel.) Yunck.","Sarnaglia-Jr., V.B.","47","2009","04","20",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio, Sítio Sarnaglia (12km da sede da cidade). No rio, próximo a um poço bem grande, a 50m da árvore sobre a pedra que está no rio, embaixo do pasto próximo a roça do milho.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES028226","VIES028226","auto",NA,NA,"Sarnaglia-Jr., V.B.","2009",NA,NA,NA,NA,NA,NA
"132","2019-12-03 19:20:02-03","UFES","VIES","46003","S","Plantae",NA,NA,"Hypnaceae","Chryso-Hypnum","elegantulum","Chryso-Hypnum elegantulum","(Hook.) Hampe","Sarnaglia-Jr., V.B.","208","2010","01","02",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio - Sítio Sarnaglia. Mata atlântica, floresta em regeneração, na área de um corrego d#?#água temporário a leste do Rio Liomeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES046003",NA,"auto",NA,NA,"Peralta, D.F.","2016","04",NA,NA,NA,NA,NA
"133","2019-12-03 19:20:05-03","UFES","VIES","46002","S","Plantae",NA,NA,"Lejeuneaceae","Marchesinia","bongardiana","Marchesinia bongardiana","(Lehm. & Lindenb.) Trevis.","Sarnaglia-Jr., V.B.","206","2010","01","02",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio - Sítio Sarnaglia. Mata atlântica, floresta em regeneração, na área de um corrego d#?#água temporário a leste do Rio Liomeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES046002",NA,"auto",NA,NA,"Peralta, D.F.","2016","04",NA,NA,NA,NA,NA
"134","2019-12-03 19:20:45-03","UFES","VIES","45999","S","Plantae",NA,NA,"Stereophyllaceae","Stereophyllum","radiculosum","Stereophyllum radiculosum","(Hook.) Mitt.","Sarnaglia-Jr., V.B.","203","2010","01","02",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio - Sítio Sarnaglia. Mata atlântica, floresta em regeneração, na área de um corrego d#?#água temporário a leste do Rio Liomeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045999",NA,"auto",NA,NA,"Peralta, D.F.","2016","04",NA,NA,NA,NA,NA
"135","2019-12-03 19:20:45-03","UFES","VIES","46001","S","Plantae",NA,NA,"Stereophyllaceae","Entodontopsis","leucostega","Entodontopsis leucostega","(Brid.) W.R.Buck & Ireland","Sarnaglia-Jr., V.B.","205","2010","01","02",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio - Sítio Sarnaglia. Mata atlântica, floresta em regeneração, na área de um corrego d#?#água temporário a leste do Rio Liomeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES046001",NA,"auto",NA,NA,"Peralta, D.F.","2016","04",NA,NA,NA,NA,NA
"136","2019-12-03 19:19:32-03","UFES","VIES","45998","S","Plantae",NA,NA,"Calymperaceae","Calymperes","afzelii","Calymperes afzelii","Sw.","Sarnaglia-Jr., V.B.","202","2010","01","02",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio - Sítio Sarnaglia. Mata atlântica, floresta em regeneração, na área de um corrego d#?#água temporário a leste do Rio Liomeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045998",NA,"auto",NA,NA,"Peralta, D.F.","2016","04",NA,NA,NA,NA,NA
"137","2019-12-03 19:20:45-03","UFES","VIES","46000","S","Plantae",NA,NA,"Stereophyllaceae","Entodontopsis","leucostega","Entodontopsis leucostega","(Brid.) W.R.Buck & Ireland","Sarnaglia-Jr., V.B.","204","2010","01","02",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio - Sítio Sarnaglia. Mata atlântica, floresta em regeneração, na área de um corrego d#?#água temporário a leste do Rio Liomeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES046000",NA,"auto",NA,NA,"Peralta, D.F.","2016","04",NA,NA,NA,NA,NA
"138","2019-12-03 19:20:32-03","UFES","VIES","45997","S","Plantae",NA,NA,"Pottiaceae","Tortella","linearis","Tortella linearis","(Web. & Mohr) R.H. Zander","Sarnaglia-Jr., V.B.","200","2010","01","02",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio - Sítio Sarnaglia. Mata atlântica, floresta em regeneração, na área de um corrego d#?#água temporário a leste do Rio Liomeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045997",NA,"auto",NA,NA,"Peralta, D.F.","2016","04",NA,NA,NA,NA,NA
"139","2019-12-03 19:20:32-03","UFES","VIES","46004","S","Plantae",NA,NA,"Pottiaceae","Trichostomum","brachydontium","Trichostomum brachydontium","Bruch","Sarnaglia-Jr., V.B.","210","2010","01","02",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio - Sítio Sarnaglia. Mata atlântica, floresta em regeneração, na área de um corrego d#?#água temporário a leste do Rio Liomeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES046004",NA,"auto",NA,NA,"Peralta, D.F.","2016","04",NA,NA,NA,NA,NA
"140","2019-09-27 18:05:55-03","UFES","VIES","28228","S","Plantae",NA,NA,"Piperaceae","Piper","amalago","Piper amalago","(Jacq.) Yunck.","Sarnaglia-Jr., V.B.","68","2009","04","20",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio, Sítio Sarnaglia. Na beira de um valão que segue para o rio, 300m do rio a leste.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES028228","VIES028228","auto",NA,NA,"V.B. Sarnaglia-Jr.","2009","10","17",NA,NA,NA,NA
"141","2019-09-27 18:03:24-03","UFES","VIES","29872","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Rossine, J.; Rossine, L.C.","664","2007","07","26",NA,"Brasil","Espírito Santo","Itarana","Limoeiro do Caravaggio.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES029872",NA,"auto",NA,NA,"Indriunas, A.","2014","07","28",NA,NA,NA,NA
"142","2019-06-27 10:24:21-03","UFES","VIES","35802","S","Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Sm.","Forzza, R.C.; Amaral, J.A. & Pellegrini, M.O.O.","7525","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.875301361084","-19.8738994598389","23320","892","892",NA,NA,"VIES035802","VIES035802","auto",NA,NA,"Forzza, R.C.","2013",NA,NA,NA,NA,NA,NA
"143","2019-06-27 10:25:37-03","UFES","VIES","35794","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","eichleri","Cambessedesia eichleri","Cogn.","Forzza, R.C.; Amaral, J.A. & Pellegrini, M.O.O.","7528","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.875301361084","-19.8738994598389","23320","892","892",NA,NA,"VIES035794","VIES035794","auto",NA,NA,"Goldenberg, R.","2014",NA,NA,NA,NA,NA,NA
"144","2019-09-27 18:03:50-03","UFES","VIES","35745","S","Plantae",NA,NA,"Asteraceae","Mikania","lanuginosa","Mikania lanuginosa","DC.","Forzza, R.C.; Amaral, J.A. & Pellegrini, M.O.O.","7529","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.875301361084","-19.8738994598389","23320","892","892",NA,NA,"VIES035745","VIES035745","auto",NA,NA,"Heiden, G.","2016","04","08",NA,NA,NA,NA
"145","2019-06-27 10:27:00-03","UFES","VIES","35746","S","Plantae",NA,NA,"Velloziaceae","Barbacenia",NA,"Barbacenia",NA,"Forzza, R.C.; Amaral, J.A. & Pellegrini, M.O.O.","7527","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.875301361084","-19.8738994598389","23320","892","892",NA,NA,"VIES035746","VIES035746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-06-27 10:25:37-03","UFES","VIES","35795","S","Plantae",NA,NA,"Melastomataceae","Huberia",NA,"Huberia",NA,"Forzza, R.C.; Amaral, J.A. & Pellegrini, M.O.O.","7524","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça.","-40.875301361084","-19.8738994598389","23320","892","892",NA,NA,"VIES035795","VIES035795","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-12-03 19:20:42-03","UFES","VIES","45970","S","Plantae",NA,NA,"Sematophyllaceae","Sematophyllum","galipense","Sematophyllum galipense","(Müll.Hal.) Mitt.","Sarnaglia-Jr., V.B.","163","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045970",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"148","2019-06-27 10:26:16-03","UFES","VIES","28232","S","Plantae",NA,NA,"Piperaceae","Peperomia",NA,"Peperomia",NA,"Sarnaglia-Jr., V.B.","157","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES028232","VIES028232","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-12-03 19:20:32-03","UFES","VIES","45972","S","Plantae",NA,NA,"Pottiaceae","Hyophilla","involuta","Hyophilla involuta","(Hook.) A.Jaeger","Sarnaglia-Jr., V.B.","166","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045972",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"150","2019-06-27 10:26:18-03","UFES","VIES","28225","S","Plantae",NA,NA,"Piperaceae","Piper","arboreum","Piper arboreum","(Trel.) Yunck.","Sarnaglia-Jr., V.B.","158","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES028225","VIES028225","auto",NA,NA,"Sarnaglia-Jr., V.B.","2009",NA,NA,NA,NA,NA,NA
"151","2019-12-03 19:20:42-03","UFES","VIES","45980","S","Plantae",NA,NA,"Sematophyllaceae","Colobodontium","vulpinum","Colobodontium vulpinum","(Mont.) S.P.Churchill","Sarnaglia-Jr., V.B.","161","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045980",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"152","2019-12-03 19:20:05-03","UFES","VIES","45975","S","Plantae",NA,NA,"Lejeuneaceae","Marchesinia","brachiata","Marchesinia brachiata","(Sw.) Schiffn.","Sarnaglia-Jr., V.B.","164","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045975",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"153","2019-12-03 19:20:25-03","UFES","VIES","45976","S","Plantae",NA,NA,"Orthotrichaceae","Macromitrium","microstomum","Macromitrium microstomum","(Hook. & Grev.) Schwägr.","Sarnaglia-Jr., V.B.","169","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045976",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"154","2019-12-03 19:19:44-03","UFES","VIES","45979","S","Plantae",NA,NA,"Dumortieraceae","Dumortiera","hirsuta","Dumortiera hirsuta","(Sw.) Nees","Sarnaglia-Jr., V.B.","160","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045979",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"155","2019-12-03 19:20:05-03","UFES","VIES","45971","S","Plantae",NA,NA,"Lejeuneaceae","Schiffneriolejeunea","polycarpa","Schiffneriolejeunea polycarpa","(Nees) Gradst.","Sarnaglia-Jr., V.B.","165","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045971",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"156","2019-12-03 19:20:05-03","UFES","VIES","45973","S","Plantae",NA,NA,"Lejeuneaceae","Lejeunea",NA,"Lejeunea",NA,"Sarnaglia-Jr., V.B.","167","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045973",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"157","2019-12-03 19:20:25-03","UFES","VIES","45974","S","Plantae",NA,NA,"Orthotrichaceae","Macromitrium","microstomum","Macromitrium microstomum","(Hook. & Grev.) Schwägr.","Sarnaglia-Jr., V.B.","171","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045974",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"158","2019-12-03 19:20:42-03","UFES","VIES","45978","S","Plantae",NA,NA,"Sematophyllaceae","Sematophyllum","galipense","Sematophyllum galipense","(Müll.Hal.) Mitt.","Sarnaglia-Jr., V.B.","168","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045978",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"159","2019-12-03 19:20:18-03","UFES","VIES","45977","S","Plantae",NA,NA,"Meteoriaceae","Meteorium","nigrescens","Meteorium nigrescens","(Hedw.) Dozy & Molk.","Sarnaglia-Jr., V.B.","162","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES045977",NA,"auto",NA,NA,"Silva, L.T.P.",NA,NA,NA,NA,NA,NA,NA
"160","2020-01-30 18:44:08-03","UFES","VIES","28233","S","Plantae",NA,NA,"Piperaceae","Piper","divaricatum","Piper divaricatum","G.Mey.","Sarnaglia-Jr., V.B.","159","2009","09","05",NA,"Brasil","Espírito Santo","Itarana","Sítio Sarnaglia. Vegetação de mata ciliar ao longo do Rio Limoeiro.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"VIES028233","VIES028233","auto",NA,NA,"A. Melo","2020","01","20",NA,NA,NA,NA
"161","2013-04-01 09:19:40-03","IPT","BCTW","19924","S","Plantae","Magnoliophyta",NA,NA,"Saccellium","sp.","Saccellium sp.",NA,"Lorenzi, H.","24",NA,NA,NA,NA,"Brasil","Espírito Santo","Itarana",NA,"-40.8753","-19.8739","23320",NA,NA,NA,NA,NA,NA,"auto",NA,NA,"Instituto Plantarum",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"162","2019-12-06 14:38:50-03","MBM","MBM","30203","S","Plantae",NA,NA,"Celastraceae","Peritassa","sadleri","Peritassa sadleri","Lombardi","Nic Lughadha, E.; Mello-Silva, R.; Stannard, B.L.; Assis, M.C.; Mello-Silva, R.; Stannard, B.L.; Assis, M.C.","204","1999","02","14","Southern America","Brazil","Espírito Santo","Itarana","Jatiboca, Alto de Jatiboca. 3km da Vila Jatiboca. Fazenda da família Seidler","-40.866667","-19.85",NA,"710","710",NA,NA,"MBM302083","MBM302083",NA,"-40.866667","-19.85","Biral, L.","2019","02",NA,NA,"PARATYPE",NA,NA
"163","2019-12-06 15:00:19-03","MBM","MBM","254407","S","Plantae",NA,NA,"Loranthaceae","Phthirusa","podoptera","Phthirusa podoptera","(Cham. & Schltdl.) Kuijt","Stannard, B.L.; et al.; et al.","1031","1999","02","14","Southern America","Brazil","Espírito Santo","Itarana","Alto da Jatiboca","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,"MBM254407","MBM254407","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-12-06 15:12:52-03","MBM","MBM","352005","S","Plantae",NA,NA,"Piperaceae","Ottonia","albopunctata","Ottonia albopunctata","Trel.","Mello-Silva, R.; et al.; et al.","1578","1999","02","14","Southern America","Brazil","Espírito Santo","Itarana","Jatiboca. Alto da Jatiboca. Fazenda da família Seidler","-40.875301361084","-19.8738994598389","23320","800","800",NA,"Arbusto ca. 1,5m alt., na orla da mata. Folhas discolores. Infrutescência ereta com frutos imaturos verdes. Mata de encosta no alto do morro","MBM352005","MBM352005","auto",NA,NA,"Yesilyurt, J.C.","2006",NA,NA,NA,NA,NA,NA
"165","2019-12-06 14:22:58-03","MBM","MBM","329420","S","Plantae",NA,NA,NA,NA,NA,NA,NA,"Lombardi, J.A.; et al.; et al.","5212","2003","02","26","Southern America","Brazil","Espírito Santo","Itarana","Alto Jatiboca, Fazenda de Frederico Sadler","-40.875301361084","-19.8738994598389","23320","786","786",NA,"Borda de mata pluvial, alto de morro, beira da estrada. Árvore, ca. 7m, folhas cartáceas, frutos imaturos verdes","MBM329420","MBM329420","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-08-15 09:03:51-03","UESC","UESC","8472","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Heteropterys",NA,"Heteropterys",NA,"Kollmann, L.","5695","2002","08","07",NA,"Brasil","Espírito Santo","Itarana",NA,"-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Trepadeira no sol.","UESC0008472",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"167","2019-10-02 15:07:33-03","UFMG","BHCB","78184","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Gomesa",NA,"Gomesa",NA,"Lombardi, JA; et al.","5203","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Fazenda De Frederico Sadler.","-40.907056","-20.093889",NA,"665","665",NA,"Mata pluvial, terreno úmido ao lado de córrego. Erva epífita, folhas cartáceas. Flores verde-claro, labelo esbranquiçado, coluna branca com faixa laranja.",NA,NA,NA,"-40.907056","-20.093889",NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-14 18:37:07-03","UFMG","BHCB","78192","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","fasciculata","Athenaea fasciculata","(Vell.) I.M.C. Rodrigues & Stehmann","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5211","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Fazenda de Frederico Sadler","-40.911083","-20.0135",NA,"786","786",NA,"Borda de mata pluvial, alto de morro, beira da estrada. Árvore, ca. 7m, folhas papiráceas, frutos imaturos verdes.","BHCB026558",NA,NA,"-40.911083","-20.0135",NA,"2019","08","02",NA,NA,NA,NA
"169","2019-11-14 18:37:07-03","UFMG","BHCB","78188","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","martiana","Athenaea martiana","Sendtn.","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5207","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Fazenda de Federico Sadler","-40.911083","-20.0135",NA,"786","786",NA,"Borda de mata pluvial, alto do morro, beira da estrada. Arbusto, ca. 0.8m, folhas papiráceas, flores brancas, centro verde","BHCB001898","BHCB001898",NA,"-40.911083","-20.0135",NA,"2019","08","02",NA,NA,NA,NA
"170","2019-10-02 15:05:49-03","UFMG","BHCB","78198","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Griffinia","capixabae","Griffinia capixabae","Campos-Rocha & Dutilh","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5217","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Barra de Jatiboca, Fazenda do Stuhr","-40.887778","-19.957508",NA,"357","357",NA,"Erva terrestre, folhas carnosas, flores brancas, tépalas de ápice e margens lilases, frutos imaturos verdes.; Mata pluvial, vale entre morros.","BHCB012362",NA,NA,"-40.887778","-19.957508",NA,"2019","02","25",NA,"Paratypus",NA,NA
"171","2019-10-02 15:08:23-03","UFMG","BHCB","78191","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ichnanthus","leiocapus","Ichnanthus leiocapus","(Spreng.) Kunth","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5210","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Fazenda de Frederico Sadler","-40.910858","-20.013333",NA,"786","786",NA,"Erva, folhas cartáceas, inflorescências verdes; Borda de mata pluvial, alto de morro, beira de estrada","BHCB045319",NA,NA,"-40.910858","-20.013333",NA,"2019","01",NA,NA,NA,NA,NA
