"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","class","individualCount"
"342","2017-09-14 11:48:12-03","MBML","MBML-HERBARIO","48948",NA,"Plantae",NA,NA,"Meliaceae","Guarea","macrophylla","Guarea macrophylla",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","48","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Barra do Sossego, fragmento atrás da igreja Santa Rita. Estágio sucessional em regeneração","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"flores brancas perfumadas (doce), 5m.","MBML048948","MBML048948","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"343","2017-09-14 11:52:04-03","MBML","MBML-HERBARIO","48871",NA,"Plantae",NA,NA,"Tiliaceae","Luehea",NA,"Luehea",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","47","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Barra do Sossego, fragmento atrás da igreja Santa Rita. Estágio sucessional em regeneração","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"10m, frutos secos, nome vulgar: açoita cavalo.","MBML048871",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2017-09-14 11:48:25-03","MBML","MBML-HERBARIO","48945",NA,"Plantae",NA,NA,"Moraceae","Ficus","trigona","Ficus trigona",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","53","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Barra do Sossego, fragmento atrás da igreja Santa Rita. Estágio sucessional em regeneração","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"frutos maturos amarelados, frutos maduros vermelhos, 10m, látex branco abundante.","MBML048945",NA,"auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"345","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","48866",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Anadenanthera","colubrina","Anadenanthera colubrina",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","16","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Coletas estrada Matutina - Boa Vista","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"árvore, 15m, frutos secos, flores brancas maduras, folhas jovens, angico.","MBML048866","MBML048866","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"346","2017-09-14 11:50:03-03","MBML","MBML-HERBARIO","49558",NA,"Plantae",NA,NA,"Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","20","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Coletas estrada Matutina-Boa Vista","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"20m, frutos secos, pau d'alho.","MBML049558",NA,"auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"347","2017-09-14 11:43:05-03","MBML","MBML-HERBARIO","49548",NA,"Plantae",NA,NA,"Boraginaceae","Cordia","trichotoma","Cordia trichotoma",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","10","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Coletas estrada Matutina-Boa Vista","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"árvore, 8,5m. Frutos marrons com restos florais.","MBML049548","MBML049548","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"348","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","49550",NA,"Plantae",NA,NA,"Leguminosae Faboideae",NA,NA,NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","14","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Coletas estrada Matutina-Boa Vista","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"arboreto, 7 m, frutos secos, amendoim.","MBML049550","MBML049550","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2017-09-14 11:43:05-03","MBML","MBML-HERBARIO","49547",NA,"Plantae",NA,NA,"Boraginaceae","Cordia","toqueve","Cordia toqueve",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","9","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Coletas estrada Matutina-Boa Vista","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"8m, frutos imaturos esverdeados.","MBML049547","MBML049547","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"350","2017-09-14 11:42:55-03","MBML","MBML-HERBARIO","49566",NA,"Plantae",NA,NA,"Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","15","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Coletas estrada Matutina-Boa Vista","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"arvoreto, 6m, restos de flores amarelas envelhecidas, frutos jovens, área aberta, ipê.","MBML049566","MBML049566","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"351","2017-09-14 11:48:12-03","MBML","MBML-HERBARIO","48949",NA,"Plantae",NA,NA,"Meliaceae","Guarea","guidonia","Guarea guidonia",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","17","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Coletas estrada Matutina-Boa Vista","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"arvoreto, 6m, frutos verdes, mata ciliar.","MBML048949","MBML048949","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"352","2017-09-14 11:43:57-03","MBML","MBML-HERBARIO","49560",NA,"Plantae",NA,NA,"Capparaceae","Crataeva","tapia","Crataeva tapia",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","21","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Coletas estrada Matutina-Boa Vista","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"15m, flores imaturas esverdeadas e maduras brancas, estames vinosos.","MBML049560","MBML049560","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"353","2017-09-14 11:41:56-03","MBML","MBML-HERBARIO","49551",NA,"Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","19","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Coletas estrada Matutina-Boa Vista","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"5m, flores brancas, botões branco-esverdeados, látex branco.","MBML049551","MBML049551","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"354","2019-05-09 14:19:54-03","MBML","MBML-HERBARIO","49549",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Machaerium","condensatum","Machaerium condensatum",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","12","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Coletas estrada Matutina-Boa Vista","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"árvore, 12m, flores com pétalas branco-amareladas, frutos imaturos. Mata Ciliar.","MBML049549","MBML049549","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"355","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","48956",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Centrolobium","microchaete","Centrolobium microchaete",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","59","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Comunidade Penedo, estrada","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"corola verde, pétalas amarelas, botões florais verdes, 12m, lei nova.","MBML048956","MBML048956_1 MBML048956_2","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"356","2017-09-14 11:46:32-03","MBML","MBML-HERBARIO","48996",NA,"Plantae",NA,NA,"Lecythidaceae","Couratari","asterotricha","Couratari asterotricha",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","70","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Estrada para comunidade de Boa Vista","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"18m, isolada no pasto, fruto seco","MBML048996","MBML048996","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"357","2017-09-14 11:46:21-03","MBML","MBML-HERBARIO","49016",NA,"Plantae",NA,NA,"Lauraceae","Nectandra","membranacea","Nectandra membranacea",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","65","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Estrada para o Alto Bananal","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"13m, flores brancas pequenas e botões florais verdes.","MBML049016","MBML049016","auto",NA,NA,"M.C. Vergne/24-11-2015",NA,NA,NA,NA,NA,NA,NA
"358","2017-09-14 11:50:57-03","MBML","MBML-HERBARIO","48853",NA,"Plantae",NA,NA,"Rubiaceae","Guettarda","viburnoides","Guettarda viburnoides",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","66","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Estrada para o Alto Bananal","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Fruto verde, 8m","MBML048853",NA,"auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"359","2018-03-14 14:30:14-03","MBML","MBML-HERBARIO","48854",NA,"Plantae",NA,NA,"Monimiaceae","Siparuna","guianensis","Siparuna guianensis",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","69","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Estrada para o Alto Bananal","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"3m, frutos imaturos roxos","MBML048854",NA,"auto",NA,NA,"E.J. Lirio/2018",NA,NA,NA,NA,NA,NA,NA
"360","2017-09-14 11:46:05-03","MBML","MBML-HERBARIO","48870",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","68","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Estrada para o Bananal","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Arbusto 4m, flores brancas com listras vermelhas, estames brancos","MBML048870","MBML048870","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"361","2017-09-14 11:45:06-03","MBML","MBML-HERBARIO","49233",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","lancifolium","Erythroxylum lancifolium",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","64","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Estrada para o Bananal","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"2m, frutos maduros avermelhados, frutos imaturos verdes.","MBML049233","MBML049233","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"362","2017-09-14 11:42:19-03","MBML","MBML-HERBARIO","48946",NA,"Plantae",NA,NA,"Aristolochiaceae","Aristolochia",NA,"Aristolochia",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","61","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Estrada para o Bananal","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"liana, pétala roxa com pintas brancas.","MBML048946","MBML048946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2017-09-14 11:51:53-03","MBML","MBML-HERBARIO","48865",NA,"Plantae",NA,NA,"Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","62","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Estrada para o Bananal","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"6m, frutos branco-esverdeados","MBML048865",NA,"auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"364","2019-05-09 14:19:47-03","MBML","MBML-HERBARIO","48863",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Senna","affinis","Senna affinis",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","63","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Estrada para o Bananal","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Flores e amarelados, cheiro fraco, arbusto 2m","MBML048863","MBML048863","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"365","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","48952",NA,"Plantae",NA,NA,"Ulmaceae","Trema","micrantha","Trema micrantha",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","54","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","fragmento localizado na comunidade do Baixo Sossego, borda do fragmento","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"frutos imaturos verdes e maduros alaranjados, 3m.","MBML048952",NA,"auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"366","2017-09-14 11:42:57-03","MBML","MBML-HERBARIO","48955",NA,"Plantae",NA,NA,"Bixaceae","Bixa","arborea","Bixa arborea",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","56","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","fragmento localizado na comunidade do Baixo Sossego, borda do fragmento","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"flores brancas, corola branca, estames vinho, frutos secos espinosos e frutos imaturos. 8m.","MBML048955","MBML048955_1 MBML048955_2","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"367","2019-05-09 14:19:46-03","MBML","MBML-HERBARIO","48861",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Melanoxylon","brauna","Melanoxylon brauna",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","55","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","fragmento localizado na comunidade do Baixo Sossego, borda do fragmento","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"botões branco com tricomas ferruginosos, 10m.","MBML048861","MBML048861","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"368","2017-09-14 11:48:59-03","MBML","MBML-HERBARIO","48860",NA,"Plantae",NA,NA,"Nyctaginaceae","Guapira","opposita","Guapira opposita",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","39","2011","02","14",NA,"Brasil","Espírito Santo","Itarana","Margem do Rio Sossego, estrada para comunidade Marquez","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Frutos maduros roxos, imaturos rosa avermelhados","MBML048860",NA,"auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"369","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","48951",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","rubiginosa","Paullinia rubiginosa",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","43","2011","02","14",NA,"Brasil","Espírito Santo","Itarana","Margem do Rio Sossego, estrada para comunidade Marquez","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"liana, frutos maduros alaranjados, frutos imaturos esverdeados.","MBML048951",NA,"auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"370","2019-05-09 14:19:54-03","MBML","MBML-HERBARIO","48869",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Platypodium","elegans","Platypodium elegans",NA,"R. Goldenberg; A. M. Assis; A. A. Alves; E. J. de Lirio","36","2011","02","14",NA,"Brasil","Espírito Santo","Itarana","Margem do Rio Sossego, estrada para comunidade Marquez","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Flores amarelas, frutos verdes maduros e imaturos, 13m","MBML048869","MBML048869","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"371","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","48947",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Inga","vera","Inga vera",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","38","2011","02","14",NA,"Brasil","Espírito Santo","Itarana","Margem do Rio Sossego, estrada para comunidade Marquez","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"8m, frutos verdes","MBML048947","MBML048947","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"372","2017-09-14 11:48:57-03","MBML","MBML-HERBARIO","49017",NA,"Plantae",NA,NA,"Myrtaceae","Psidium","myrtoides","Psidium myrtoides",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","58","2011","02","15",NA,"Brasil","Espírito Santo","Itarana","Próximo a igreja de Santa Helena","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Arbusto 3m, frutos maduros marrom, araçaruna","MBML049017",NA,"auto",NA,NA,"M. Sobral/Março-2016",NA,NA,NA,NA,NA,NA,NA
"373","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","49554",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Inga","leptantha","Inga leptantha",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","1","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Reserva Ecológica Manieiro Matutina - atrás da capela","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"arvoreto, 4m altura, CAP 15cm, frutos imaturos, esverdeados e com muitos tricomas.","MBML049554","MBML049554","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"374","2017-09-14 11:45:23-03","MBML","MBML-HERBARIO","49555",NA,"Plantae",NA,NA,"Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","2","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Reserva Ecológica Manieiro Matutina - atrás da capela","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"arvoreto, 9m altura, látex incolor, botões pequenos amarelo-esverdeados. CAP 20cm","MBML049555","MBML049555","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"375","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","48858",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Acacia","polyphylla","Acacia polyphylla",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","7","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Reserva Ecológica Manieiro Matutina - atrás da capela","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"6m de altura, frutos imaturos","MBML048858","MBML048858_1 MBML048858_2","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"376","2017-09-14 11:45:23-03","MBML","MBML-HERBARIO","49559",NA,"Plantae",NA,NA,"Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","23","2010","10","15",NA,"Brasil","Espírito Santo","Itarana","Reserva Ecológica Manieiro Matutina - atrás da capela","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"8m, frutos jovens verdes.","MBML049559","MBML049559","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"377","2017-09-14 11:45:16-03","MBML","MBML-HERBARIO","49556",NA,"Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","4","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Reserva Ecológica Manieiro Matutina - atrás da capela","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"arbusto 4m, látex branco, frutos imaturos, trilocular com aspecto aveludado.","MBML049556","MBML049556","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"378","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","49557",NA,"Plantae",NA,NA,"Compositae","Piptocarpha","riedelii","Piptocarpha riedelii",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","5","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Reserva Ecológica Manieiro Matutina - atrás da capela","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"flores marrom-esbranquiçadas, liana.","MBML049557","MBML049557","auto",NA,NA,"D.P. Volet/09-08-2019",NA,NA,NA,NA,NA,NA,NA
"379","2017-09-14 11:42:56-03","MBML","MBML-HERBARIO","49546",NA,"Plantae",NA,NA,"Bignoniaceae","Sparattosperma","leucanthum","Sparattosperma leucanthum",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","8","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Reserva Ecológica Manieiro Matutina - atrás da capela","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"6m de altura, frutos abertos maduros e frutos imaturos esverdeados.","MBML049546","MBML049546","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"380","2017-09-14 11:45:23-03","MBML","MBML-HERBARIO","48859",NA,"Plantae",NA,NA,"Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","2","2010","09","23",NA,"Brasil","Espírito Santo","Itarana","Reserva Ecológica Manieiro Matutina - atrás da capela","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Arvoreto, 9m altura, látex incolor, botões pequenos amarelo-esverdeados. CAP 20cm","MBML048859","MBML048859","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"381","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","49565",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Inga","vera","Inga vera",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","31","2010","10","15",NA,"Brasil","Espírito Santo","Itarana","Reserva Ecológica Manieiro Matutina - interior do fragmento","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"corola amarela esbranquiçada, estamos jovens verdes e maduros amarelos, raque alada.","MBML049565","MBML049565","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
"382","2017-09-14 11:48:17-03","MBML","MBML-HERBARIO","49552",NA,"Plantae",NA,NA,"Meliaceae","Trichilia","silvatica","Trichilia silvatica",NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","27","2010","10","15",NA,"Brasil","Espírito Santo","Itarana","Reserva Ecológica Manieiro Matutina - interior do fragmento","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"7m, botões imaturos esverdeados","MBML049552","MBML049552","auto",NA,NA,"C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011",NA,NA,NA,NA,NA,NA,NA
