"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","phylum","class","order","scientificNameAuthorship","yearIdentified","monthIdentified","recordNumber","dayIdentified","continentOcean","verbatimLatitude","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem"
"3994","2019-12-06 14:24:47-03","MBM","MBM","70080","S","Plantae","Anacardiaceae","Schinus","terebinthifolia","Schinus terebinthifolia",NA,"Sarti, S.","1981","03","26","Brazil","Minas Gerais","Mariana","Sede da Samarco","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto",NA,NA,NA,"Raddi",NA,NA,"s.n.",NA,"Southern America",NA,NA,"MBM070080","MBM070080",NA,NA,NA,NA
"3995","2019-12-06 14:58:11-03","MBM","MBM","260229","S","Plantae","Lauraceae","Ocotea","divaricata","Ocotea divaricata","Werff, H. van der","Lombardi, J.A.","2000","08","25","Brazil","Minas Gerais","Mariana","Serra do Frazão","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto",NA,NA,NA,"(Nees) Mez",NA,NA,"4057",NA,"Southern America",NA,NA,"MBM260229","MBM260229",NA,NA,NA,NA
"3996","2019-12-06 15:19:20-03","MBM","MBM","263505","S","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Taylor, C.M.","Lombardi, J.A.",NA,NA,NA,"Brazil","Minas Gerais","Mariana","Serra do Frazão","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto",NA,NA,NA,"Benth.",NA,NA,"4038",NA,"Southern America",NA,NA,"MBM263505","MBM263505",NA,NA,NA,NA
"3997","2019-12-06 14:44:08-03","MBM","MBM","274617","S","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","Cordeiro, I.","Trameirão Neto, E.","1998","04","05","Brazil","Minas Gerais","Mariana","UHE Caldeirões, Rio Gualaxo do Sul. Fazenda Antônio Sampaio","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Floresta Semidecidual. Arbóreo","auto",NA,NA,NA,"(Spreng.) Muell. Arg.","2009","04","2712",NA,"Southern America",NA,NA,"MBM274617","MBM274617",NA,NA,NA,NA
"3998","2019-12-06 14:45:12-03","MBM","MBM","274618","S","Plantae","Euphorbiaceae","Maprounea","brasiliensis","Maprounea brasiliensis","Cordeiro, I.","Trameirão Neto, E.","1997","12","18","Brazil","Minas Gerais","Mariana","UHE Fumaça, BHCB","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Arbóreo, Floresta Semidecidual","auto",NA,NA,NA,"St. Hil.","2009","04","2649",NA,"Southern America",NA,NA,"MBM274618","MBM274618",NA,NA,NA,NA
"3999","2019-12-06 14:23:49-03","MBM","MBM","270320","S","Plantae","Acanthaceae","Mendoncia","velloziana","Mendoncia velloziana","Trameirão Neto, E.","Trameirão Neto, E.","1997","12","18","Brazil","Minas Gerais","Mariana","Usina Hidrelétrica Fumaça","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto",NA,NA,NA,"Mart.","1997","12","2635","18","Southern America",NA,NA,"MBM270320","MBM270320",NA,NA,NA,NA
"4000","2019-12-06 14:23:56-03","MBM","MBM","270313","S","Plantae","Acanthaceae","Ruellia","macrantha","Ruellia macrantha",NA,"Trameirão Neto, E.","1997","07","03","Brazil","Minas Gerais","Mariana","Usina Hidrelétrica Fumaça, Caldeirões","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto",NA,NA,NA,"(Mart. ex Ness) Lindau",NA,NA,"2623",NA,"Southern America",NA,NA,"MBM270313","MBM270313",NA,NA,NA,NA
"4001","2019-12-06 14:28:49-03","MBM","MBM","418612","S","Plantae","Asteraceae",NA,NA,NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","15","Brazil","Minas Gerais","Mariana",NA,"-43.415","-20.224167","-43.415",NA,"861","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2156",NA,"Southern America","-20.224167",NA,"MBM418612",NA,NA,NA,NA,NA
"4002","2019-12-06 14:37:01-03","MBM","MBM","421099","S","Plantae","Bromeliaceae",NA,NA,NA,"Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","20","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.412222","-20.225","-43.412222",NA,"865","865",NA,NA,NA,NA,NA,NA,NA,"2019","03","2058","20","Southern America","-20.225",NA,"MBM421099",NA,NA,NA,NA,NA
"4003","2019-12-06 14:55:42-03","MBM","MBM","418628","S","Plantae","Lamiaceae",NA,NA,NA,NA,"Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","10","07","Brazil","Minas Gerais","Mariana","Rio Gualaxo do Norte, Paracatu","-43.250278","-20.304444","-43.250278",NA,"567","567",NA,NA,NA,NA,NA,NA,NA,NA,NA,"886",NA,"Southern America","-20.304444",NA,"MBM418628",NA,NA,NA,NA,NA
"4004","2019-12-06 14:55:42-03","MBM","MBM","418828","S","Plantae","Lamiaceae",NA,NA,NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","08","Brazil","Minas Gerais","Mariana",NA,"-43.4225","-20.232222","-43.4225",NA,"755","755",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2094",NA,"Southern America","-20.232222",NA,"MBM418828",NA,NA,NA,NA,NA
"4005","2019-12-06 14:55:42-03","MBM","MBM","418851","S","Plantae","Lamiaceae",NA,NA,NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","11","Brazil","Minas Gerais","Mariana",NA,"-43.424722","-20.230833","-43.424722",NA,"756","756",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2119",NA,"Southern America","-20.230833",NA,"MBM418851",NA,NA,NA,NA,NA
"4006","2019-12-06 15:02:41-03","MBM","MBM","418595","S","Plantae","Malvaceae",NA,NA,NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2019","12","18","Brazil","Minas Gerais","Mariana",NA,"-43.376667","-20.278611","-43.376667",NA,"827","827",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2311",NA,"Southern America","-20.278611",NA,"MBM418595",NA,NA,NA,NA,NA
"4007","2019-12-06 15:07:32-03","MBM","MBM","421043","S","Plantae","Myrtaceae",NA,NA,NA,NA,"Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","07","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.467778","-20.234444","-43.467778",NA,"1080","1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2054",NA,"Southern America","-20.234444",NA,"MBM421043",NA,NA,NA,NA,NA
"4008","2019-12-06 14:23:24-03","MBM","MBM","420880","S","Plantae",NA,NA,NA,NA,NA,"Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","18","Brazil","Minas Gerais","Mariana",NA,"-43.237222","-20.300833","-43.237222",NA,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America","-20.300833",NA,"MBM420880",NA,NA,NA,NA,NA
"4009","2019-12-06 14:23:24-03","MBM","MBM","421227","S","Plantae",NA,NA,NA,NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","10","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.423611","-20.2325","-43.423611",NA,"775","775",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2103",NA,"Southern America","-20.2325",NA,"MBM421227",NA,NA,NA,NA,NA
"4010","2019-12-06 15:24:28-03","MBM","MBM","420966","S","Plantae","Verbenaceae",NA,NA,NA,"Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","16","Brazil","Minas Gerais","Mariana",NA,"-43.227222","-20.306111","-43.227222",NA,"568","568",NA,NA,NA,NA,NA,NA,NA,"2019","02","4105","01","Southern America","-20.306111",NA,"MBM420966",NA,NA,NA,NA,NA
"4011","2019-12-06 14:44:05-03","MBM","MBM","421412","S","Plantae","Euphorbiaceae","Acalypha","communis","Acalypha communis","Felitto, G.","Felitto, G.; Cafofo, E.; Bitarães-Neto, M.; Cafofo, E.; Bitarães-Neto, M.","2018","10","08","Brazil","Minas Gerais","Mariana","Cachoeira do Moinho","-43.197778","-20.266944","-43.197778",NA,"530","530",NA,NA,NA,NA,NA,NA,"Muell. Arg.",NA,NA,"1141",NA,"Southern America","-20.266944",NA,"MBM421412",NA,NA,NA,NA,NA
"4012","2019-12-06 14:28:49-03","MBM","MBM","421295","S","Plantae","Asteraceae","Acanthospermum","australe","Acanthospermum australe","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","08","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.421667","-20.233056","-43.421667",NA,"758","758",NA,NA,NA,NA,NA,NA,"(Loefl.) O. Kuntze","2019","03","2090","20","Southern America","-20.233056",NA,"MBM421295",NA,NA,NA,NA,NA
"4013","2019-12-06 14:28:49-03","MBM","MBM","418585","S","Plantae","Asteraceae","Achyrocline","alata","Achyrocline alata","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","10","01","Brazil","Minas Gerais","Mariana","Beira de Estrada","-43.42","-20.248333","-43.42",NA,"792","792",NA,NA,NA,NA,NA,NA,"DC.","2018","11","843","05","Southern America","-20.248333",NA,"MBM418585",NA,NA,NA,NA,NA
"4014","2019-12-06 14:28:55-03","MBM","MBM","418545","S","Plantae","Asteraceae","Achyrocline","satureioides","Achyrocline satureioides","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","09","29","Brazil","Minas Gerais","Mariana","Beira de Estrada","-43.425278","-20.265556","-43.425278",NA,"725","725",NA,NA,NA,NA,NA,NA,"(Lam.) DC.","2018","11","803","06","Southern America","-20.265556",NA,"MBM418545",NA,NA,NA,NA,NA
"4015","2019-12-06 14:28:55-03","MBM","MBM","421298","S","Plantae","Asteraceae","Achyrocline","satureioides","Achyrocline satureioides","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","08","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.4225","-20.231944","-43.4225",NA,"748","748",NA,NA,NA,NA,NA,NA,"(Lam.) DC.","2019","02","2088","20","Southern America","-20.231944",NA,"MBM421298",NA,NA,NA,NA,NA
"4016","2019-12-06 15:11:09-03","MBM","MBM","421351","S","Plantae","Orchidaceae","Acianthera","teres","Acianthera teres","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","17","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.411389","-20.226111","-43.411389",NA,"861","861",NA,NA,NA,NA,NA,NA,"(Lindl.) Luer","2019","02","2175","20","Southern America","-20.226111",NA,"MBM421351",NA,NA,NA,NA,NA
"4017","2019-12-06 15:17:05-03","MBM","MBM","423116","S","Plantae","Pteridaceae","Adiantopsis","radiata","Adiantopsis radiata","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","13","Brazil","Minas Gerais","Mariana","propriedade da Samarco","-43.435833","-20.231389","-43.435833",NA,"784","784",NA,NA,NA,NA,NA,NA,"(L.) Fée","2018","12","3919",NA,"Southern America","-20.231389",NA,"MBM423116",NA,NA,NA,NA,NA
"4018","2019-12-06 15:17:08-03","MBM","MBM","420948","S","Plantae","Pteridaceae","Adiantum","glaucescens","Adiantum glaucescens","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","13","Brazil","Minas Gerais","Mariana","Samarco","-43.435556","-20.231389","-43.435556",NA,"782","782",NA,NA,NA,NA,NA,NA,"Klotzsch","2018","12","3917","01","Southern America","-20.231389",NA,"MBM420948",NA,NA,NA,NA,NA
"4019","2019-12-06 15:17:08-03","MBM","MBM","420967","S","Plantae","Pteridaceae","Adiantum","glaucescens","Adiantum glaucescens","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","16","Brazil","Minas Gerais","Mariana",NA,"-43.226667","-20.306111","-43.226667",NA,"750","750",NA,NA,NA,NA,NA,NA,"Klotzsch","2019","02","4106","01","Southern America","-20.306111",NA,"MBM420967",NA,NA,NA,NA,NA
"4020","2019-12-06 15:17:08-03","MBM","MBM","420969","S","Plantae","Pteridaceae","Adiantum","latifolium","Adiantum latifolium","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","17","Brazil","Minas Gerais","Mariana",NA,"-43.201111","-20.271667","-43.201111",NA,"532","532",NA,NA,NA,NA,NA,NA,"Lam.","2019","02","4110","01","Southern America","-20.271667",NA,"MBM420969",NA,NA,NA,NA,NA
"4021","2019-12-06 15:17:11-03","MBM","MBM","420964","S","Plantae","Pteridaceae","Adiantum","raddianum","Adiantum raddianum","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","17","Brazil","Minas Gerais","Mariana",NA,"-43.328333","-20.256389","-43.328333",NA,"609","609",NA,NA,NA,NA,NA,NA,"C. Presl","2018","12","3972","01","Southern America","-20.256389",NA,"MBM420964",NA,NA,NA,NA,NA
"4022","2019-12-06 15:17:11-03","MBM","MBM","421131","S","Plantae","Pteridaceae","Adiantum","subcordatum","Adiantum subcordatum","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","10","Brazil","Minas Gerais","Mariana","Camargos","-43.409167","-20.262778","-43.409167",NA,"743","743",NA,NA,NA,NA,NA,NA,"Sw.","2018","12","3941","01","Southern America","-20.262778",NA,"MBM421131",NA,NA,NA,NA,NA
"4023","2019-12-06 14:45:59-03","MBM","MBM","421249","S","Plantae","Fabaceae","Aeschynomene","elegans","Aeschynomene elegans","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","10","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.423611","-20.232222","-43.423611",NA,"778","778",NA,NA,NA,NA,NA,NA,"Cham. & Schltdl.","2019","03","2111","23","Southern America","-20.232222",NA,"MBM421249",NA,NA,NA,NA,NA
"4024","2019-12-06 14:45:59-03","MBM","MBM","418540","S","Plantae","Fabaceae","Aeschynomene","falcata","Aeschynomene falcata","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","09","29","Brazil","Minas Gerais","Mariana","Beira de Estrada","-43.425278","-20.265556","-43.425278",NA,"725","725",NA,NA,NA,NA,NA,NA,"(Poir.) DC.","2019","03","798","13","Southern America","-20.265556",NA,"MBM418540",NA,NA,NA,NA,NA
"4025","2019-12-06 14:29:06-03","MBM","MBM","421332","S","Plantae","Asteraceae","Ageratum","conyzoides","Ageratum conyzoides","Campos-Rocha, A.","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225278","-43.414444",NA,"870","870",NA,NA,NA,NA,NA,NA,"L.","2019","02","2031","20","Southern America","-20.225278",NA,"MBM421332",NA,NA,NA,NA,NA
"4026","2019-12-06 14:29:06-03","MBM","MBM","418537","S","Plantae","Asteraceae","Ageratum","myriadenium","Ageratum myriadenium","Marinero, F.; Barboza, E.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","09","29","Brazil","Minas Gerais","Mariana","Beira de Estrada","-43.425278","-20.265556","-43.425278",NA,"725","725",NA,NA,NA,NA,NA,NA,"(Schultz-Bip. ex Baker) R.M. King & H. Rob.","2018","11","795","06","Southern America","-20.265556",NA,"MBM418537",NA,NA,NA,NA,NA
"4027","2019-12-06 14:57:08-03","MBM","MBM","418604","S","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Brotto, M.L.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","10","05","Brazil","Minas Gerais","Mariana",NA,"-43.353333","-20.255278","-43.353333",NA,"723","723",NA,NA,NA,NA,NA,NA,"Meisn.","2018","10","862","22","Southern America","-20.255278",NA,"MBM418604",NA,NA,NA,NA,NA
"4028","2019-12-06 14:24:21-03","MBM","MBM","421403","S","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Felitto, G.","Felitto, G.; Cafofo, E.; Cafofo, E.","2018","09","01","Brazil","Minas Gerais","Mariana","Camargos","-43.353611","-20.251389","-43.353611",NA,"627","627",NA,NA,NA,NA,NA,NA,"Colla",NA,NA,"s.n.",NA,"Southern America","-20.251389",NA,"MBM421403",NA,NA,NA,NA,NA
"4029","2019-12-06 15:23:23-03","MBM","MBM","423088","S","Plantae","Thelypteridaceae","Amauropelta",NA,"Amauropelta",NA,"Cafofo, E.; Felitto, G.; Felitto, G.","2018","10","05","Brazil","Minas Gerais","Mariana",NA,"-43.427778","-20.251111","-43.427778",NA,"748","748",NA,NA,NA,NA,NA,NA,NA,NA,NA,"297",NA,"Southern America","-20.251111",NA,"MBM423088",NA,NA,NA,NA,NA
"4030","2019-12-06 15:23:23-03","MBM","MBM","423099","S","Plantae","Thelypteridaceae","Amauropelta","amambayensis","Amauropelta amambayensis","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","18","Brazil","Minas Gerais","Mariana",NA,"-43.306389","-20.262778","-43.306389",NA,"605","605",NA,NA,NA,NA,NA,NA,"(Christ) Salino & A.R. Sm.","2018","12","3980",NA,"Southern America","-20.262778",NA,"MBM423099",NA,NA,NA,NA,NA
"4031","2019-12-06 15:23:23-03","MBM","MBM","423098","S","Plantae","Thelypteridaceae","Amauropelta","oligocarpa","Amauropelta oligocarpa","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","16","Brazil","Minas Gerais","Mariana","Camargos","-43.407222","-20.266111","-43.407222",NA,"730","730",NA,NA,NA,NA,NA,NA,"(Humb. & Bonpl. ex Willd.) Pic. Serm.","2018","12","s.n.",NA,"Southern America","-20.266111",NA,"MBM423098",NA,NA,NA,NA,NA
"4032","2019-12-06 15:23:23-03","MBM","MBM","420940","S","Plantae","Thelypteridaceae","Amauropelta","raddii","Amauropelta raddii","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","10","Brazil","Minas Gerais","Mariana","Estrada Mariana-Antônio Pereira","-43.430278","-20.276111","-43.430278",NA,"732","732",NA,NA,NA,NA,NA,NA,"(Rosenst.) Salino & T.E. Almeida","2018","12","3871","01","Southern America","-20.276111",NA,"MBM420940",NA,NA,NA,NA,NA
"4033","2019-12-06 14:37:04-03","MBM","MBM","421224","S","Plantae","Bromeliaceae","Ananas","bracteatus","Ananas bracteatus","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","08","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.4225","-20.231944","-43.4225",NA,"748","748",NA,NA,NA,NA,NA,NA,"(Lindley) Schultes","2019","03","2096","20","Southern America","-20.231944",NA,"MBM421224",NA,NA,NA,NA,NA
"4034","2019-12-06 15:13:56-03","MBM","MBM","421326","S","Plantae","Poaceae","Andropogon","leucostachyus","Andropogon leucostachyus","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","13","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.425556","-20.229444","-43.425556",NA,"772","772",NA,NA,NA,NA,NA,NA,"Kunth","2019","02","2075","20","Southern America","-20.229444",NA,"MBM421326",NA,NA,NA,NA,NA
"4035","2019-12-06 15:13:56-03","MBM","MBM","421333","S","Plantae","Poaceae","Andropogon","leucostachyus","Andropogon leucostachyus","Campos-Rocha, A.","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225278","-43.414444",NA,"870","870",NA,NA,NA,NA,NA,NA,"Kunth","2019","02","2037","20","Southern America","-20.225278",NA,"MBM421333",NA,NA,NA,NA,NA
"4036","2019-12-06 15:13:56-03","MBM","MBM","421339","S","Plantae","Poaceae","Andropogon","leucostachyus","Andropogon leucostachyus","Campos-Rocha, A.","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225278","-43.414444",NA,"870","870",NA,NA,NA,NA,NA,NA,"Kunth","2019","02","2033","20","Southern America","-20.225278",NA,"MBM421339",NA,NA,NA,NA,NA
"4037","2019-12-06 15:13:56-03","MBM","MBM","421347","S","Plantae","Poaceae","Andropogon","leucostachyus","Andropogon leucostachyus","Campos-Rocha, A.","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225833","-43.414444",NA,"873","873",NA,NA,NA,NA,NA,NA,"Kunth","2019","02","2017","20","Southern America","-20.225833",NA,"MBM421347",NA,NA,NA,NA,NA
"4038","2019-12-06 14:24:56-03","MBM","MBM","421144","S","Plantae","Anemiaceae","Anemia","oblongifolia","Anemia oblongifolia","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","11","Brazil","Minas Gerais","Mariana",NA,"-43.3875","-20.265556","-43.3875",NA,"833","833",NA,NA,NA,NA,NA,NA,"(Cav.) Sw.","2019","02","3897","01","Southern America","-20.265556",NA,"MBM421144",NA,NA,NA,NA,NA
"4039","2019-12-06 14:24:56-03","MBM","MBM","421355","S","Plantae","Anemiaceae","Anemia","oblongifolia","Anemia oblongifolia","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","16","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.41","-20.239722","-43.41",NA,"743","743",NA,NA,NA,NA,NA,NA,"(Cav.) Sw.","2019","02","2162","20","Southern America","-20.239722",NA,"MBM421355",NA,NA,NA,NA,NA
"4040","2019-12-06 14:24:56-03","MBM","MBM","418560","S","Plantae","Anemiaceae","Anemia","tenera","Anemia tenera","Ariati, V.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","09","30","Brazil","Minas Gerais","Mariana",NA,"-43.286944","-20.268333","-43.286944",NA,"658","658",NA,NA,NA,NA,NA,NA,"Pohl","2019","04","818","12","Southern America","-20.268333",NA,"MBM418560",NA,NA,NA,NA,NA
"4041","2019-12-06 14:24:56-03","MBM","MBM","418539","S","Plantae","Anemiaceae","Anemia","tomentosa","Anemia tomentosa","Engels, M.E.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","09","29","Brazil","Minas Gerais","Mariana","Beira de Estrada","-43.425278","-20.265556","-43.425278",NA,"725","725",NA,NA,NA,NA,NA,NA,"(Sav.) Sw.","2019","04","797","11","Southern America","-20.265556",NA,"MBM418539",NA,NA,NA,NA,NA
"4042","2019-12-06 14:24:56-03","MBM","MBM","418625","S","Plantae","Anemiaceae","Anemia","tomentosa","Anemia tomentosa","Engels, M.E.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","10","07","Brazil","Minas Gerais","Mariana","Rio Gualaxo do Norte, Paracatu","-43.250278","-20.304444","-43.250278",NA,"567","567",NA,NA,NA,NA,NA,NA,"(Sav.) Sw.","2019","04","883","11","Southern America","-20.304444",NA,"MBM418625",NA,NA,NA,NA,NA
"4043","2019-12-06 14:24:59-03","MBM","MBM","421145","S","Plantae","Anemiaceae","Anemia","villosa","Anemia villosa","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","11","Brazil","Minas Gerais","Mariana",NA,"-43.3875","-20.265556","-43.3875",NA,"833","833",NA,NA,NA,NA,NA,NA,"Humb. & Bonpl. ex Willd.","2019","02","3895","01","Southern America","-20.265556",NA,"MBM421145",NA,NA,NA,NA,NA
"4044","2019-12-06 14:24:59-03","MBM","MBM","421287","S","Plantae","Anemiaceae","Anemia","villosa","Anemia villosa","Campos-Rocha, A.","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225556","-43.414444",NA,"873","873",NA,NA,NA,NA,NA,NA,"Humb. & Bonpl. ex Willd.","2019","02","2012","20","Southern America","-20.225556",NA,"MBM421287",NA,NA,NA,NA,NA
"4045","2019-12-06 14:53:35-03","MBM","MBM","420954","S","Plantae","Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","14","Brazil","Minas Gerais","Mariana","Samarco","-43.468333","-20.227222","-43.468333",NA,"1005","1005",NA,NA,NA,NA,NA,NA,"Hiern","2018","12","3938","01","Southern America","-20.227222",NA,"MBM420954",NA,NA,NA,NA,NA
"4046","2019-12-06 14:23:31-03","MBM","MBM","421132","S","Plantae","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","16","Brazil","Minas Gerais","Mariana","Camargos","-43.407222","-20.266667","-43.407222",NA,"731","731",NA,NA,NA,NA,NA,NA,"(Lindl.) Profice","2018","12","3956","01","Southern America","-20.266667",NA,"MBM421132",NA,NA,NA,NA,NA
"4047","2019-12-06 15:14:03-03","MBM","MBM","421259","S","Plantae","Poaceae","Aristida",NA,"Aristida",NA,"Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225556","-43.414444",NA,"868","868",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014",NA,"Southern America","-20.225556",NA,"MBM421259",NA,NA,NA,NA,NA
"4048","2019-12-06 14:28:29-03","MBM","MBM","421152","S","Plantae","Aristolochiaceae","Aristolochia","smilacina","Aristolochia smilacina","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","14","Brazil","Minas Gerais","Mariana",NA,"-43.3875","-20.265556","-43.3875",NA,"833","833",NA,NA,NA,NA,NA,NA,"Duchtr.","2019","02","3881","01","Southern America","-20.265556",NA,"MBM421152",NA,NA,NA,NA,NA
"4049","2019-12-06 14:28:29-03","MBM","MBM","421281","S","Plantae","Aristolochiaceae","Aristolochia","smilacina","Aristolochia smilacina","Campos-Rocha, A.","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225556","-43.414444",NA,"873","873",NA,NA,NA,NA,NA,NA,"Duchtr.","2019","03","2005","20","Southern America","-20.225556",NA,"MBM421281",NA,NA,NA,NA,NA
"4050","2019-12-06 14:28:29-03","MBM","MBM","421311","S","Plantae","Aristolochiaceae","Aristolochia","smilacina","Aristolochia smilacina","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","07","Brazil","Minas Gerais","Mariana","Samarco","-43.467778","-20.234722","-43.467778",NA,"1078","1078",NA,NA,NA,NA,NA,NA,"Duchtr.","2019","02","2041","20","Southern America","-20.234722",NA,"MBM421311",NA,NA,NA,NA,NA
