"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","phylum","class","order","scientificNameAuthorship","yearIdentified","monthIdentified","recordNumber","dayIdentified","continentOcean","verbatimLatitude","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem"
"4051","2019-12-06 14:25:51-03","MBM","MBM","418647","S","Plantae","Apocynaceae","Asclepias","curassavica","Asclepias curassavica","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","10","09","Brazil","Minas Gerais","Mariana","Próximo ao rio Gualaxo do Norte","-43.165556","-20.273611","-43.165556",NA,"449","449",NA,NA,NA,NA,NA,NA,"L.","2019","05","905","16","Southern America","-20.273611",NA,"MBM418647",NA,NA,NA,NA,NA
"4052","2019-12-06 15:15:38-03","MBM","MBM","418619","S","Plantae","Polygalaceae","Asemeia","monninoides","Asemeia monninoides","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","10","06","Brazil","Minas Gerais","Mariana",NA,"-43.296667","-20.264167","-43.296667",NA,"590","590",NA,NA,NA,NA,NA,NA,"(Kunth) J.F.B. Pastore & J.R. Abbott","2019","05","877","02","Southern America","-20.264167",NA,"MBM418619",NA,NA,NA,NA,NA
"4053","2019-12-06 15:15:38-03","MBM","MBM","420928","S","Plantae","Polygalaceae","Asemeia","monninoides","Asemeia monninoides","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","10","Brazil","Minas Gerais","Mariana","Camargos","-43.410278","-20.263889","-43.410278",NA,"745","745",NA,NA,NA,NA,NA,NA,"(Kunth) J.F.B. Pastore & J.R. Abbott","2018","12","3846","01","Southern America","-20.263889",NA,"MBM420928",NA,NA,NA,NA,NA
"4054","2019-12-06 14:28:39-03","MBM","MBM","423112","S","Plantae","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","10","Brazil","Minas Gerais","Mariana","Camargos","-43.410556","-20.263889","-43.410556",NA,"743","743",NA,NA,NA,NA,NA,NA,"Sw.","2018","12","3854",NA,"Southern America","-20.263889",NA,"MBM423112",NA,NA,NA,NA,NA
"4055","2019-12-06 15:14:08-03","MBM","MBM","421256","S","Plantae","Poaceae","Axonopus",NA,"Axonopus",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","13","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.424722","-20.230278","-43.424722",NA,"755","755",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2141",NA,"Southern America","-20.230278",NA,"MBM421256",NA,NA,NA,NA,NA
"4056","2019-12-06 15:14:08-03","MBM","MBM","421260","S","Plantae","Poaceae","Axonopus",NA,"Axonopus",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","15","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.413333","-20.221944","-43.413333",NA,"861","861",NA,NA,NA,NA,NA,NA,NA,"2019","02","2158","20","Southern America","-20.221944",NA,"MBM421260",NA,NA,NA,NA,NA
"4057","2019-12-06 15:14:08-03","MBM","MBM","421357","S","Plantae","Poaceae","Axonopus",NA,"Axonopus",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2019","02","27","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.380278","-20.278056","-43.380278",NA,"860","860",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2320",NA,"Southern America","-20.278056",NA,"MBM421357",NA,NA,NA,NA,NA
"4058","2019-12-06 14:29:25-03","MBM","MBM","418577","S","Plantae","Asteraceae","Baccharis",NA,"Baccharis",NA,"Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","10","01","Brazil","Minas Gerais","Mariana","Beira de Estrada","-43.412222","-20.259722","-43.412222",NA,"757","757",NA,NA,NA,NA,NA,NA,NA,NA,NA,"835",NA,"Southern America","-20.259722",NA,"MBM418577",NA,NA,NA,NA,NA
"4059","2019-12-06 14:29:25-03","MBM","MBM","421056","S","Plantae","Asteraceae","Baccharis",NA,"Baccharis",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","15","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.415278","-20.223889","-43.415278",NA,"861","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2155",NA,"Southern America","-20.223889",NA,"MBM421056",NA,NA,NA,NA,NA
"4060","2019-12-06 14:29:25-03","MBM","MBM","421097","S","Plantae","Asteraceae","Baccharis",NA,"Baccharis",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","12","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.421944","-20.230833","-43.421944",NA,"740","740",NA,NA,NA,NA,NA,NA,NA,"2019","03","2136","20","Southern America","-20.230833",NA,"MBM421097",NA,NA,NA,NA,NA
"4061","2019-12-06 14:30:08-03","MBM","MBM","418627","S","Plantae","Asteraceae","Baccharis","pingraea","Baccharis pingraea","Marinero, F.; Barboza, E.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","10","07","Brazil","Minas Gerais","Mariana","ponte do rio Gualaxo do Norte, Paracatu","-43.250278","-20.304444","-43.250278",NA,"567","567",NA,NA,NA,NA,NA,NA,"DC.","2018","11","885","05","Southern America","-20.304444",NA,"MBM418627",NA,NA,NA,NA,NA
"4062","2019-12-06 14:30:12-03","MBM","MBM","421331","S","Plantae","Asteraceae","Baccharis","serrulata","Baccharis serrulata","Campos-Rocha, A.","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225278","-43.414444",NA,"870","870",NA,NA,NA,NA,NA,NA,"(Lam.) Pers.","2019","03","2036","20","Southern America","-20.225278",NA,"MBM421331",NA,NA,NA,NA,NA
"4063","2019-12-06 14:30:19-03","MBM","MBM","45434","S","Plantae","Asteraceae","Baccharis","trinervis","Baccharis trinervis",NA,"Macedo, A.","1972","01","12","Brazil","Minas Gerais","Mariana","Mariana","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto",NA,NA,NA,"(Lam.) Pers.",NA,NA,"5136",NA,"Southern America",NA,NA,"MBM045434","MBM045434",NA,NA,NA,NA
"4064","2019-12-06 15:21:11-03","MBM","MBM","423103","S","Plantae","Scrophulariaceae","Bacopa",NA,"Bacopa",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","10","12","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.423611","-20.232778","-43.423611",NA,"755","755",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2114",NA,"Southern America","-20.232778",NA,"MBM423103",NA,NA,NA,NA,NA
"4065","2019-12-06 14:35:11-03","MBM","MBM","422205","S","Plantae","Begoniaceae","Begonia","fischeri","Begonia fischeri","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","10","08","Brazil","Minas Gerais","Mariana",NA,"-43.351944","-20.254722","-43.351944",NA,"711","711",NA,NA,NA,NA,NA,NA,"Schrank","2019","05","805","03","Southern America","-20.254722",NA,"MBM422205",NA,NA,NA,NA,NA
"4066","2019-12-06 14:35:38-03","MBM","MBM","421098","S","Plantae","Bignoniaceae","Bignoniaceae",NA,"Bignoniaceae",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","15","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.415278","-20.224167","-43.415278",NA,"865","865",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2161",NA,"Southern America","-20.224167",NA,"MBM421098",NA,NA,NA,NA,NA
"4067","2019-12-06 14:36:16-03","MBM","MBM","423100","S","Plantae","Blechnaceae","Blechnum","polypodioides","Blechnum polypodioides","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","10","Brazil","Minas Gerais","Mariana",NA,"-43.43","-20.276111","-43.43",NA,"737","737",NA,NA,NA,NA,NA,NA,"Raddi","2018","12","3865",NA,"Southern America","-20.276111",NA,"MBM423100",NA,NA,NA,NA,NA
"4068","2019-12-06 15:18:01-03","MBM","MBM","421286","S","Plantae","Rubiaceae","Borreria",NA,"Borreria",NA,"Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225556","-43.414444",NA,"873","873",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011",NA,"Southern America","-20.225556",NA,"MBM421286",NA,NA,NA,NA,NA
"4069","2019-12-06 15:18:01-03","MBM","MBM","420787","S","Plantae","Rubiaceae","Borreria","capitata","Borreria capitata","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","11","Brazil","Minas Gerais","Mariana",NA,"-43.353333","-20.254167","-43.353333",NA,"693","693",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) DC.","2018","12","3893","01","Southern America","-20.254167",NA,"MBM420787",NA,NA,NA,NA,NA
"4070","2019-12-06 15:18:03-03","MBM","MBM","421252","S","Plantae","Rubiaceae","Borreria","latifolia","Borreria latifolia","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","11","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.425","-20.23","-43.425",NA,"771","771",NA,NA,NA,NA,NA,NA,"(Aubl.) K. Schum.","2019","02","2123","20","Southern America","-20.23",NA,"MBM421252",NA,NA,NA,NA,NA
"4071","2019-12-06 15:18:03-03","MBM","MBM","421342","S","Plantae","Rubiaceae","Borreria","latifolia","Borreria latifolia","Campos-Rocha, A.","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225556","-43.414444",NA,"868","868",NA,NA,NA,NA,NA,NA,"(Aubl.) K. Schum.","2019","02","2028","20","Southern America","-20.225556",NA,"MBM421342",NA,NA,NA,NA,NA
"4072","2019-12-06 15:21:42-03","MBM","MBM","421230","S","Plantae","Solanaceae","Brunfelsia",NA,"Brunfelsia",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","10","12","Brazil","Minas Gerais","Mariana","Camargos","-43.407778","-20.266944","-43.407778",NA,"730","730",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2097",NA,"Southern America","-20.266944",NA,"MBM421230",NA,NA,NA,NA,NA
"4073","2019-12-06 15:21:42-03","MBM","MBM","421233","S","Plantae","Solanaceae","Brunfelsia",NA,"Brunfelsia",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","18","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.378056","-20.281111","-43.378056",NA,"856","856",NA,NA,NA,NA,NA,NA,NA,"2019","03","2190","20","Southern America","-20.281111",NA,"MBM421233",NA,NA,NA,NA,NA
"4074","2019-12-06 15:21:42-03","MBM","MBM","421140","S","Plantae","Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","14","Brazil","Minas Gerais","Mariana",NA,"-43.353056","-20.254444","-43.353056",NA,"820","820",NA,NA,NA,NA,NA,NA,"(Spreng.) Smith & Downs","2019","02","3889","01","Southern America","-20.254444",NA,"MBM421140",NA,NA,NA,NA,NA
"4075","2019-12-06 14:40:58-03","MBM","MBM","421345","S","Plantae","Cyperaceae","Bulbostylis",NA,"Bulbostylis",NA,"Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225556","-43.414444",NA,"872","872",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2027",NA,"Southern America","-20.225556",NA,"MBM421345",NA,NA,NA,NA,NA
"4076","2019-12-06 14:41:04-03","MBM","MBM","421313","S","Plantae","Cyperaceae","Bulbostylis","capillaris","Bulbostylis capillaris","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","20","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.413333","-20.223889","-43.413333",NA,"855","855",NA,NA,NA,NA,NA,NA,"(L.) Kunth ex C.B. Clarke","2019","03","2013","23","Southern America","-20.223889",NA,"MBM421313",NA,NA,NA,NA,NA
"4077","2019-12-06 15:01:41-03","MBM","MBM","421071","S","Plantae","Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2019","02","28","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.384722","-20.271944","-43.384722",NA,"971","971",NA,NA,NA,NA,NA,NA,NA,"2019","03","2335","20","Southern America","-20.271944",NA,"MBM421071",NA,NA,NA,NA,NA
"4078","2019-12-06 15:02:01-03","MBM","MBM","104428","S","Plantae","Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","10","06","Brazil","Minas Gerais","Mariana","Beira de estrada","-43.427778","-20.3425","-43.427778",NA,"830","830",NA,NA,NA,NA,NA,NA,"A. Juss.","2019","04","791","25","Southern America","-20.3425",NA,"MBM104428","MBM104428",NA,NA,NA,NA
"4079","2019-12-06 15:15:41-03","MBM","MBM","420929","S","Plantae","Polygalaceae","Caamembeca","salicifolia","Caamembeca salicifolia","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","10","Brazil","Minas Gerais","Mariana","Estrada Mariana-Antônio Pereira","-43.430278","-20.276111","-43.430278",NA,"732","732",NA,NA,NA,NA,NA,NA,"(Poir.) J.F.B. Pastore","2018","12","3848","01","Southern America","-20.276111",NA,"MBM420929",NA,NA,NA,NA,NA
"4080","2019-12-06 15:15:41-03","MBM","MBM","420930","S","Plantae","Polygalaceae","Caamembeca","salicifolia","Caamembeca salicifolia","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","10","Brazil","Minas Gerais","Mariana","Camargos","-43.409167","-20.262778","-43.409167",NA,"743","743",NA,NA,NA,NA,NA,NA,"(Poir.) J.F.B. Pastore","2018","12","3849","01","Southern America","-20.262778",NA,"MBM420930",NA,NA,NA,NA,NA
"4081","2019-12-06 15:04:17-03","MBM","MBM","421338","S","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","Campos-Rocha, A.","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225278","-43.414444",NA,"870","870",NA,NA,NA,NA,NA,NA,"(Kunth) DC.","2019","02","2006","20","Southern America","-20.225278",NA,"MBM421338",NA,NA,NA,NA,NA
"4082","2019-12-06 15:07:46-03","MBM","MBM","421264","S","Plantae","Myrtaceae","Campomanesia",NA,"Campomanesia",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2019","02","26","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.376944","-20.278056","-43.376944",NA,"823","823",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2312",NA,"Southern America","-20.278056",NA,"MBM421264",NA,NA,NA,NA,NA
"4083","2019-12-06 15:16:12-03","MBM","MBM","423114","S","Plantae","Polypodiaceae","Campyloneurum","centrobrasilianum","Campyloneurum centrobrasilianum","Molina, J.M.P.","Molina, J.M.P.; Pujals, A.; Pujals, A.","2018","09","12","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.410556","-20.263889","-43.410556",NA,"743","743",NA,NA,NA,NA,NA,NA,"Lellinger","2019","03","276","10","Southern America","-20.263889",NA,"MBM423114",NA,NA,NA,NA,NA
"4084","2019-12-06 15:20:07-03","MBM","MBM","421293","S","Plantae","Salicaceae","Casearia","sylvestris","Casearia sylvestris","Campos-Rocha, A.","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","07","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.467778","-20.234444","-43.467778",NA,"1080","1080",NA,NA,NA,NA,NA,NA,"Sw.","2019","03","2061","20","Southern America","-20.234444",NA,"MBM421293",NA,NA,NA,NA,NA
"4085","2019-12-06 15:14:17-03","MBM","MBM","420616","S","Plantae","Poaceae","Cenchrus","purpureus","Cenchrus purpureus","Marinero, F.","Cafofo, E.; Felitto, G.; Felitto, G.","2018","09","01","Brazil","Minas Gerais","Mariana",NA,"-43.225833","-20.306111","-43.225833",NA,"532","532",NA,NA,NA,NA,NA,NA,"(Schumach.) Morrone","2019","03","387","27","Southern America","-20.306111",NA,"MBM420616",NA,NA,NA,NA,NA
"4086","2019-12-06 14:25:33-03","MBM","MBM","421096","S","Plantae","Apiaceae","Centella","asiatica","Centella asiatica","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","13","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.424722","-20.230278","-43.424722",NA,"756","756",NA,NA,NA,NA,NA,NA,"(L.) Urban","2019","02","2142","20","Southern America","-20.230278",NA,"MBM421096",NA,NA,NA,NA,NA
"4087","2019-12-06 15:21:57-03","MBM","MBM","418614","S","Plantae","Solanaceae","Cestrum","schlechtendalii","Cestrum schlechtendalii","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","10","05","Brazil","Minas Gerais","Mariana",NA,"-43.33","-20.276944","-43.33",NA,"650","650",NA,NA,NA,NA,NA,NA,"G. Don","2019","01","872","22","Southern America","-20.276944",NA,"MBM418614",NA,NA,NA,NA,NA
"4088","2019-12-06 14:46:55-03","MBM","MBM","421105","S","Plantae","Fabaceae","Chamaecrista",NA,"Chamaecrista",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2019","02","27","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.380278","-20.278333","-43.380278",NA,"858","858",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2323",NA,"Southern America","-20.278333",NA,"MBM421105",NA,NA,NA,NA,NA
"4089","2019-12-06 14:46:59-03","MBM","MBM","421060","S","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","17","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.411389","-20.225833","-43.411389",NA,"859","859",NA,NA,NA,NA,NA,NA,"(Collad.) Killip","2019","03","2180","20","Southern America","-20.225833",NA,"MBM421060",NA,NA,NA,NA,NA
"4090","2019-12-06 14:47:03-03","MBM","MBM","421265","S","Plantae","Fabaceae","Chamaecrista","fagonioides","Chamaecrista fagonioides","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2019","02","26","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.376944","-20.278056","-43.376944",NA,"821","821",NA,NA,NA,NA,NA,NA,"(Vogel) H.S.Irwin & Barneby","2019","03","2313","20","Southern America","-20.278056",NA,"MBM421265",NA,NA,NA,NA,NA
"4091","2019-12-06 14:47:06-03","MBM","MBM","421073","S","Plantae","Fabaceae","Chamaecrista","mucronata","Chamaecrista mucronata","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2019","02","28","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.384722","-20.271944","-43.384722",NA,"971","971",NA,NA,NA,NA,NA,NA,"(Spreng.) H.S. Irwin & Barneby","2019","03","2338","20","Southern America","-20.271944",NA,"MBM421073",NA,NA,NA,NA,NA
"4092","2019-12-06 14:47:12-03","MBM","MBM","418546","S","Plantae","Fabaceae","Chamaecrista","rotundifolia","Chamaecrista rotundifolia","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","09","29","Brazil","Minas Gerais","Mariana","Beira de Estrada","-43.425278","-20.265556","-43.425278",NA,"725","725",NA,NA,NA,NA,NA,NA,"(Pers.) Greene","2019","03","804","14","Southern America","-20.265556",NA,"MBM418546",NA,NA,NA,NA,NA
"4093","2019-12-06 14:47:12-03","MBM","MBM","421335","S","Plantae","Fabaceae","Chamaecrista","rotundifolia","Chamaecrista rotundifolia","Campos-Rocha, A.","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","06","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.414444","-20.225278","-43.414444",NA,"870","870",NA,NA,NA,NA,NA,NA,"(Pers.) Greene","2019","03","2035","20","Southern America","-20.225278",NA,"MBM421335",NA,NA,NA,NA,NA
"4094","2019-12-06 14:30:45-03","MBM","MBM","421247","S","Plantae","Asteraceae","Chaptalia","integerrima","Chaptalia integerrima","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","10","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.423611","-20.232778","-43.423611",NA,"764","764",NA,NA,NA,NA,NA,NA,"(Vell.) Burkart","2019","02","2101","20","Southern America","-20.232778",NA,"MBM421247",NA,NA,NA,NA,NA
"4095","2019-12-06 15:23:23-03","MBM","MBM","420943","S","Plantae","Thelypteridaceae","Christella","hispidula","Christella hispidula","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2018","11","11","Brazil","Minas Gerais","Mariana",NA,"-43.353333","-20.254167","-43.353333",NA,"693","693",NA,NA,NA,NA,NA,NA,"(Decne.) Holttum","2018","12","3899","01","Southern America","-20.254167",NA,"MBM420943",NA,NA,NA,NA,NA
"4096","2019-12-06 14:30:48-03","MBM","MBM","421057","S","Plantae","Asteraceae","Chromolaena",NA,"Chromolaena",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","15","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.415278","-20.223889","-43.415278",NA,"861","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2157",NA,"Southern America","-20.223889",NA,"MBM421057",NA,NA,NA,NA,NA
"4097","2019-12-06 14:30:55-03","MBM","MBM","421231","S","Plantae","Asteraceae","Chromolaena","laevigata","Chromolaena laevigata","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","18","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.378056","-20.281111","-43.378056",NA,"856","856",NA,NA,NA,NA,NA,NA,"(Lam.) R.M. King & H. Rob.","2019","03","2188","20","Southern America","-20.281111",NA,"MBM421231",NA,NA,NA,NA,NA
"4098","2019-12-06 14:31:05-03","MBM","MBM","421047","S","Plantae","Asteraceae","Chrysolaena","platensis","Chrysolaena platensis","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","12","Brazil","Minas Gerais","Mariana","Estrada Real","-43.414722","-20.258611","-43.414722",NA,"730","730",NA,NA,NA,NA,NA,NA,"(Spreng.) H. Rob.","2019","03","2139","20","Southern America","-20.258611",NA,"MBM421047",NA,NA,NA,NA,NA
"4099","2019-12-06 14:31:05-03","MBM","MBM","421255","S","Plantae","Asteraceae","Chrysolaena","platensis","Chrysolaena platensis","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","11","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.423889","-20.230278","-43.423889",NA,"749","749",NA,NA,NA,NA,NA,NA,"(Spreng.) H. Rob.","2019","03","2126","20","Southern America","-20.230278",NA,"MBM421255",NA,NA,NA,NA,NA
"4100","2019-12-06 15:06:40-03","MBM","MBM","328287","S","Plantae","Menispermaceae","Cissampelos","andromorpha","Cissampelos andromorpha","Del Rei, M.","Salino, A.; et al.; et al.","2003","01",NA,"Brazil","Minas Gerais","Mariana","Distrito de Alegria, Mina de Fábrica Nova (CVRD)","-43.4160995483398","-20.377799987793",NA,"33524","1200","1200",NA,"Fragmentos de Floresta Estacional Semidecidual Montana. Trepadeira na floresta; frutos imaturos castanhos","auto",NA,NA,NA,"DC.","2010","05","8245","05","Southern America",NA,NA,"MBM328287","MBM328287",NA,NA,NA,NA
"4101","2019-12-06 15:25:17-03","MBM","MBM","421107","S","Plantae","Vitaceae","Cissus","erosa","Cissus erosa","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","18","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.378056","-20.281389","-43.378056",NA,"854","854",NA,NA,NA,NA,NA,NA,"L.C. Rich.","2019","02","2185","20","Southern America","-20.281389",NA,"MBM421107",NA,NA,NA,NA,NA
