"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"249","2019-11-13 11:20:33-03","USP","SPF","36250","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Aegiphila",NA,"Aegiphila",NA,NA,"Stannard, BL","CFCR6650","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,NA,"SPF00036250","SPF00036250",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"250","2019-11-13 11:19:22-03","USP","SPF","145743","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","(Pohl) Sleumer","Romão, GO","Mello-Barreto, HL","9992","1937","11","25",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,NA,"SPF00145743",NA,"2006","montana",NA,"39586","auto","06",NA,NA,NA,NA
"251","2020-02-03 14:46:06-03","USP","SPF","36260","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Microstachys","daphnoides","Microstachys daphnoides","(Mart.) Müll.Arg.","Cordeiro, I","Stannard, BL","CFCR6660","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba","7 km sudoeste de Itamarandiba, perto da estrada para Coluna.","-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,"Subarbusto ereto até 50 cm. Flores verdes.","SPF00036260",NA,"2008",NA,NA,"39586","auto",NA,NA,NA,NA,NA
"252","2019-11-13 11:15:02-03","USP","SPF","36265","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Hemipogon","acerosus","Hemipogon acerosus","Decne.","Rapini, A","Stannard, BL","CFCR6665","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba","7 km sudoeste de Itamarandiba, perto da estrada para Coluna. BR 120.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Subarbusto ereto até 20 cm. Flores creme.","SPF00036265",NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"253","2019-11-13 11:19:52-03","USP","SPF","36259","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","campestris","Croton campestris","A.St.-Hil.","Lima, LR","Stannard, BL","CFCR6659","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba","7 km sudoeste de Itamarandiba, perto da estrada para Coluna. BR 120.","-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,"Arbusto 30 cm - 1.0 m alt. Folhas verde-escuras na face superior, cinza esbranquiçada na inferior. Flores masc. cor-de-rosa amareladas. Frutos verdes-acinzentados.","SPF00036259","SPF00036259","2000",NA,NA,"39586","auto","08",NA,NA,NA,NA
"254","2019-11-13 11:20:41-03","USP","SPF","36272","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","salviifolia","Eriope salviifolia","(Pohl ex Benth.) Harley","Harley, RM","Harley, RM","CFCR6672","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba","Ca. de 2,5 km de Itamarandiba, a sudoeste, na estrada para Coluna. Entre pedras à beira da estrada.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,NA,"SPF00036272","SPF00036272","1984",NA,NA,"39586","auto","12",NA,NA,NA,NA
"255","2019-11-13 11:14:51-03","USP","SPF","36246","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","ampliflorum","Blepharodon ampliflorum","E.Fourn.","Rapini, A","Harley, RM","CFCR6646","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba","MG 7 km sudoeste da cidade, perto da estrada para Coluna. BR 120.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Trepadeira c/ látex branco. Folhas verde-escuras na face superior, glaucas na inferior creme-esverdeadas, pétalas marrom na base, na face interna. Corona branca.","SPF00036246",NA,"1997",NA,NA,"39586","auto","02",NA,NA,NA,NA
"256","2019-11-13 11:24:14-03","USP","SPF","36255","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,NA,"Stannard, BL","CFCR6655","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba","Na direção sudoeste, perto da estrada p/ Coluba. BR 120.","-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,"Arbusto até 1.5 m. Folhas verdes com nervuras verdes. Flores cor-de-rosa.","SPF00036255","SPF00036255",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"257","2019-11-13 11:24:40-03","USP","SPF","36256","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","Mamede, MCH","Stannard, BL","CFCR6656","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba","Perto da estrada para Coluna, BR 120.","-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,"Arbusto até 80 cm. Folhas verde-acinzentadas na face inferior. Flores amarelas. Frutos verdes-amareladas.","SPF00036256","SPF00036256","1993",NA,NA,"39586","auto",NA,NA,NA,NA,NA
"258","2019-11-13 11:24:16-03","USP","SPF","36252","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Nied.","Queiroz, EP","Stannard, BL","CFCR6652","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba","Perto da estrada p/ coluna. BR 120.","-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,"Arbusto até 1.0 m. Folhas coriáceas. Flores amarelas.","SPF00036252","SPF00036252","2013",NA,NA,"39586","auto","09","12",NA,NA,NA
"259","2019-11-13 11:24:19-03","USP","SPF","36254","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","intermedia","Byrsonima intermedia","A.Juss.","Queiroz, EP","Stannard, BL","CFCR6654","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba","Perto da estrada p/ Coluna. BR 120.","-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,"Arbusto 1.0 m alt. Folhas coriáceas. Flores amarelas.","SPF00036254","SPF00036254","2013",NA,NA,"39586","auto","09","12",NA,NA,NA
"260","2019-11-13 11:24:16-03","USP","SPF","36253","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","coccolobifolia","Byrsonima coccolobifolia","Kunth","Francener, A","Stannard, BL","CFCR6653","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba","Perto da estr. p/ Coluna. BR 120.","-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,"Árvoret até 2.0 m. Folhas verdes com nervuras vermelhas. Flor cor-de-rosa.","SPF00036253","SPF00036253","2014",NA,NA,"39586","auto","12","12",NA,NA,NA
"261","2019-10-07 09:23:02-03","UEFS","HUEFS","152106","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","P.Moraes","Moraes, P.L.R.de","2609","2009","03","29",NA,"Brasil","Minas Gerais","Itamarandiba","estrada para Serra do Ambrósio","-40.293889","-16.150833","40W17'38''","16S9'3''",NA,NA,NA,NA,"HUEFS0152106","HUEFS0152106","2010",NA,NA,NA,NA,"03",NA,"Magnolianae",NA,NA
"262","2019-10-07 09:27:02-03","UEFS","HUEFS","149350","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Aeschynomene","benthamii","Aeschynomene benthamii","(Rudd) Afr.Fern.","L.L.C.Antunes","Cardoso, D.","2440","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","800","800",NA,NA,"HUEFS0149350",NA,"2016",NA,NA,NA,NA,"08",NA,"Rosanae",NA,NA
"263","2019-10-07 09:27:05-03","UEFS","HUEFS","149354","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Aeschynomene","riedeliana","Aeschynomene riedeliana","Taub.","L.L.C.Antunes","Cardoso, D.","2444","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","1002","1002",NA,"Campo rupestre.","HUEFS0149354",NA,"2016",NA,NA,NA,NA,"08",NA,"Rosanae",NA,NA
"264","2019-10-07 09:18:26-03","UEFS","HUEFS","151378","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","martii","Alternanthera martii","R.E.Fr.","L.Senna","Cardoso, D.","2452A","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","1002","1002",NA,"Campo rupestre.","HUEFS0151378","HUEFS0151378","2015",NA,NA,NA,NA,"07",NA,"Caryophyllanae",NA,NA
"265","2019-10-07 09:27:09-03","UEFS","HUEFS","149357","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Andira","humilis","Andira humilis","Mart. ex Benth.",NA,"Cardoso, D.","2447","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","1002","1002",NA,"Campo rupestre.","HUEFS0149357","HUEFS0149357",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"266","2019-10-07 09:27:14-03","UEFS","HUEFS","149359","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Bionia","coriacea","Bionia coriacea","(Nees & Mart.) Benth.",NA,"Cardoso, D.","2449","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","1002","1002",NA,"Campo rupestre.","HUEFS0149359",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"267","2019-10-07 09:24:48-03","UEFS","HUEFS","149353","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","rotundata","Chamaecrista rotundata var. interstes","H.S.Irwin & Barneby","L.P.de Queiroz","Cardoso, D.","2443","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","1002","1002",NA,"Campo rupestre.","HUEFS0149353","HUEFS0149353","2011","var. interstes",NA,NA,NA,"04",NA,"Rosanae",NA,NA
"268","2019-10-07 09:21:05-03","UEFS","HUEFS","149356","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera",NA,"Comanthera",NA,NA,"Cardoso, D.","2446","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","1002","1002",NA,"Campo rupestre.","HUEFS0149356","HUEFS0149356",NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA
"269","2019-10-07 09:27:37-03","UEFS","HUEFS","149348","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Crotalaria","micans","Crotalaria micans","Link","L.P.de Queiroz","Cardoso, D.","2438","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","800","800",NA,NA,"HUEFS0149348",NA,"2010",NA,NA,NA,NA,"08",NA,"Rosanae",NA,NA
"270","2019-10-07 09:33:51-03","UEFS","HUEFS","149358","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","adenophylla","Cuphea adenophylla","T.B.Cavalc.","T.B.Cavalcanti","Cardoso, D.","2448","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","1002","1002",NA,"Campo rupestre.","HUEFS0149358","HUEFS0149358","2013",NA,NA,NA,NA,"07",NA,"Rosanae",NA,NA
"271","2019-10-07 09:20:36-03","UEFS","HUEFS","203314","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Encholirium",NA,"Encholirium",NA,"M.G.C.Nogueira","Teixeira,V.D.","3","2013","08","01",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Mato Virgem.","-42.891111",NA,"42W53'28''","18S0'70''",NA,NA,NA,NA,"HUEFS0203314","HUEFS0203314","2014",NA,NA,NA,NA,"05",NA,"Lilianae",NA,NA
"272","2019-10-07 09:11:26-03","UEFS","HUEFS","203315","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Teixeira,V.D.","4","2013","08","01",NA,"Brasil","Minas Gerais","Itamarandiba","Fazenda do senhor Geraldo Artur.","-42.920833","-18.013889","42W55'15''","18S0'50''",NA,NA,NA,NA,"HUEFS0203315","HUEFS0203315",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA
"273","2019-10-07 09:16:08-03","UEFS","HUEFS","149360","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","salviifolia","Eriope salviifolia","(Pohl ex Benth.) Harley","R.M.Harley","Cardoso, D.","2450","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","1002","1002",NA,"Campo rupestre.","HUEFS0149360","HUEFS0149360","2011",NA,NA,NA,NA,"10",NA,"Asteranae",NA,NA
"274","2019-10-07 09:24:55-03","UEFS","HUEFS","149349","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Melanoxylon","brauna","Melanoxylon brauna","Schott",NA,"Cardoso, D.","2439","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","800","800",NA,NA,"HUEFS0149349","HUEFS0149349",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"275","2019-10-07 09:25:51-03","UEFS","HUEFS","44422","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa",NA,"Mimosa",NA,NA,"Pirani, J.R.","3953","1998","01","13",NA,"Brasil","Minas Gerais","Itamarandiba","Santa Joana, Estrada Coluna-Itamarandiba a W da rodovia.","-42.865","-18.230833","42W51'54''","18S13'51''","1000","1000",NA,"Carrascal.","HUEFS0044422",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"276","2019-11-22 16:08:22-03","UEFS","HUEFS","152107","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Ocotea","spixiana","Ocotea spixiana","(Nees) Mez",NA,"Moraes, P.L.R.de","2610","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","estrada para Serra do Ambrósio","-42.850556","-17.810556","42W51'2''","17S48'38''",NA,NA,NA,NA,"HUEFS0152107","HUEFS0152107",NA,NA,NA,NA,NA,NA,NA,"Magnolianae",NA,NA
"277","2019-10-07 09:13:43-03","UEFS","HUEFS","149351","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete",NA,"Cardoso, D.","2441","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","1002","1002",NA,"Campo rupestre.","HUEFS0149351","HUEFS0149351",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA
"278","2019-10-07 09:21:18-03","UEFS","HUEFS","149355","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Paepalanthus","bifidus","Paepalanthus bifidus","(Schrad.) Kunth","C.O.Andrino","Cardoso, D.","2445","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","1002","1002",NA,"Campo rupestre.","HUEFS0149355","HUEFS0149355","2018",NA,NA,NA,NA,"04",NA,"Lilianae",NA,NA
"279","2019-10-07 09:32:39-03","UEFS","HUEFS","149352","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Phyllanthaceae","Phyllanthus","stipulatus","Phyllanthus stipulatus","Müll.Arg.","J.C.R.Mendes","Cardoso, D.","2442","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o aeroporto; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-42.936389","-18.001667","42W56'11''","18S0'6''","1002","1002",NA,"Campo rupestre.","HUEFS0149352","HUEFS0149352 HUEFS0149352_e1","2019",NA,NA,NA,NA,"07",NA,"Rosanae",NA,NA
"280","2019-10-07 09:18:43-03","UEFS","HUEFS","203316","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Pilosocereus","densiareolatus","Pilosocereus densiareolatus","F.Ritter",NA,"Teixeira,V.D.","5","2013","08","01",NA,"Brasil","Minas Gerais","Itamarandiba","Fazenda do Senhor Tilal.","-42.911389","-18.026667","42W54'41''","18S1'36''",NA,NA,NA,NA,"HUEFS0203316","HUEFS0203316",NA,NA,NA,NA,NA,NA,NA,"Caryophyllanae",NA,NA
"281","2019-10-07 09:36:51-03","UEFS","HUEFS","50801","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Meliaceae","Cabralea","canjerana","Cabralea canjerana subsp. polytricha","(A.Juss.) T.D.Penn.",NA,"Stannard, B.","6668","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba","7km sudoeste de Itamarandiba, perto da estrada para Coluna, BR 120.","-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,NA,"HUEFS0050801","HUEFS0050801 HUEFS0050801_01",NA,"subsp. polytricha",NA,"39586","auto",NA,NA,"Rosanae",NA,NA
"282","2019-10-07 09:25:58-03","UEFS","HUEFS","60269","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","gemmulata","Mimosa gemmulata","Barneby","J.S.Silva","Mello Barreto","9963","1937","11","22",NA,"Brasil","Minas Gerais","Itamarandiba","Alto da Porteira, Grande Penha de França.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Carrasco.","HUEFS0060269","HUEFS0060269","2013",NA,NA,"39586","auto","05",NA,"Rosanae",NA,NA
"283","2019-10-07 09:29:59-03","UEFS","HUEFS","60350","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Hirtella","glandulosa","Hirtella glandulosa","Spreng.",NA,"Mello Barreto","9998","1937","11","23",NA,"Brasil","Minas Gerais","Itamarandiba","Penha de França.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Capoeira.","HUEFS0060350","HUEFS0060350",NA,NA,NA,"39586","auto",NA,NA,"Rosanae",NA,NA
"284","2016-10-10 10:15:26-03","MOBOT","MOBOT_BR","100253765","S","Plantae",NA,NA,"Lauraceae","Ocotea","percoriacea","Ocotea percoriacea","Kosterm.","P. Moraes","Pedro L.R. de Moraes|D. Cardoso|M. Machado","Moraes 2609","2009","03","29","South America","Brazil","Minas Gerais","Itamarandiba","Estrada para Serra do Ambrósio.","-40.2938889","-16.1508333","-40.2938889","-16.1508333",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2016-10-10 10:15:37-03","MOBOT","MOBOT_BR","100253769","S","Plantae",NA,NA,"Lauraceae","Ocotea","spixiana","Ocotea spixiana","(Nees) Mez","P. Moraes","Pedro L.R. de Moraes|D. Cardoso|M. Machado","Moraes 2610","2009","03","30","South America","Brazil","Minas Gerais","Itamarandiba","Estrada para Serra do Ambrósio.","-42.8505556","-17.8105556","-42.8505556","-17.8105556",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2016-10-10 10:26:03-03","MOBOT","MOBOT_BR","100512288","S","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Vell.","M. A. Milward de Azevedo","E.M. Teixeira|A. M. Brina","Teixeira s.n.(BHCB35","1991","03","21","South America","Brazil","Minas Gerais","Itamarandiba",NA,"-42.8589","-17.8572",NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,"39586","auto",NA,NA,NA,NA,NA
"287","2019-01-25 15:38:14-02","IAC","IAC","3477","S","Plantae",NA,NA,"Apiaceae","Klotzschia","brasiliana","Klotzschia brasiliana","Cham.","H.L.M. Barreto","H.L.M. Barreto","s/nº","1937","11","23",NA,"Brasil","Minas Gerais","Itamarandiba","Serra Ambrosio, Jardim Botânico de Belo Horizonte nº 25098","-42.8589","-17.8572","-42.8589","-17.8572",NA,NA,NA,"Nome popular: orelha de onça",NA,NA,"1937",NA,NA,NA,NA,"11","23",NA,NA,NA
