"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"195","2017-09-14 11:41:50-03","MBML","MBML-HERBARIO","39831",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla","tenuifolia","Mandevilla tenuifolia",NA,"A.P. Fontana/2006","A. P. Fontana; R.C. da Mota & Kaio A. Brahim","2404","2006","09","13",NA,"Brasil","Minas Gerais","Itamarandiba","Parque Estadual Serra Negra. Padre João Afonso, Serra Negra. Cerrado, campo de Velloziaceae e Mata Nebular.","-42.741111","-18.344528","42W44'28","18S20'40,3","1200","1200",NA,"Saxicola, ca 10cm. Flores lilás.","MBML039831","MBML039831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-02-18 15:43:47-03","UFRB","HURB","7133","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Encholirium",NA,"Encholirium",NA,NA,"Teixeira, V.D.","3","2013","08","01",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Mato Virgem;","-42.891111","-17.857222","42°53'28W","17°51'26S",NA,NA,NA,NA,"HURB000007133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-02-18 15:43:54-03","UFRB","HURB","7135","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus densilanatus","(Wederm.) Byles",NA,"Teixeira, V.D.","5","2013","08","01",NA,"Brasil","Minas Gerais","Itamarandiba","Fazenda do Senhor Tilal;","-42.911389","-18.026667","42º54'41W","18º01'36S",NA,NA,NA,NA,"HURB000007135","HURB000007135",NA,"densilanatus",NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-02-18 15:43:54-03","UFRB","HURB","5352","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","buiningii","Uebelmannia buiningii","Donald",NA,"Teixeira, V.D.",NA,"2013","04","15",NA,"Brasil","Minas Gerais","Itamarandiba","Ribeirão de Areia, Parque Estadual da Serra Negra;","-43.922778","-18.008611","43°55'22,00 W","18°0'31,00 S",NA,NA,NA,NA,"HURB000005352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-02-18 15:45:52-03","UFRB","HURB","112","PreservedSpecimen","Plantae","Anthophyta",NA,"Cactaceae","Uebelmannia","gummifera","Uebelmannia gummifera","(Backeb. & Voll) Buining",NA,"Aona, L.Y.S.; Moraes, E.M.; Silva, S.R.; Rodrigues, G. Resende, F.O.","3575","2014","07","27",NA,"Brasil","Minas Gerais","Itamarandiba","Varjão, Santa Joana-1","-42.814222","-18.022639","42°48'51,2W","18°01'21,5S","974","974",NA,"STJ-1.","HURB000000112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-02-18 15:43:54-03","UFRB","HURB","7136","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","gummifera","Uebelmannia gummifera","(Backeb. & Voll) Buining",NA,"Teixeira, V.D.","6","2012","09","15",NA,"Brasil","Minas Gerais","Itamarandiba","Troma D'anta;","-42.9225","-18.007778","42º55'21W","18º00'28S",NA,NA,NA,"células de mucilagem sobre cada costela, tricomas marrons-esbranquiçados.","HURB000007136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-02-18 15:45:52-03","UFRB","HURB","59","PreservedSpecimen","Plantae","Anthophyta",NA,"Cactaceae","Cipocereus","crassisepalus","Cipocereus crassisepalus","(Buining & Brederoo) Zappi & N.P. Taylor",NA,"Aona, L.Y.S.; Silva, S.R.; Resende, F.O.","3576","2014","07","27",NA,"Brasil","Minas Gerais","Itamarandiba","Fazenda do Zequinha Farnezii;","-42.880019","-18.019486","42°52'48,07W","18°01'10,15S","1167","1167",NA,NA,"HURB000000059","HURB000000059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-02-18 15:45:46-03","UFRB","HURB","7132","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","auriculata","Vellozia auriculata","Mello-Silva & N.L.Menezes","R.Mello-Silva","Teixeira, V.D.","2","2013","08","01",NA,"Brasil","Minas Gerais","Itamarandiba","Serra do Mato Virgem;","-42.891111","-17.857222","42°53'28W","17°51'26S",NA,NA,NA,NA,"HURB000007132",NA,"2017",NA,NA,NA,NA,"05",NA,NA,NA,NA
"203","2020-02-18 15:43:36-03","UFRB","HURB","7134","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Teixeira, V.D.","4","2013","08","01",NA,"Brasil","Minas Gerais","Itamarandiba","Fazenda do Senhor Geraldo Artur;","-42.920833","-18.013889","42°55'15W","18°00'50S",NA,NA,NA,NA,"HURB000007134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-12-15 13:42:15-03","UNESP-RC","HRCB","54971","S","Plantae",NA,NA,"Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","Moraes, P.","Moraes, P.L.R. de","2609","2009","03","29",NA,"Brasil","Minas Gerais","Itamarandiba","Estrada para Serra do Ambrósio","-40.293889","-16.150833","40º17'38W","16º09'03S",NA,NA,NA,"Arvoreta 3m. Flores amarelas.",NA,NA,"2010",NA,NA,NA,NA,"03",NA,NA,NA,NA
"205","2019-12-15 13:42:17-03","UNESP-RC","HRCB","55015","S","Plantae",NA,NA,"Lauraceae","Ocotea","spixiana","Ocotea spixiana","(Nees) Mez","Moraes, P.","Moraes, P.L.R. de","2610","2009","03","30",NA,"Brasil","Minas Gerais","Itamarandiba","Estrada para Serra do Ambrósio","-42.850556","-17.810556","42º51'02W","17º48'38S",NA,NA,NA,"Árvore 8m. Flores esbranquiçadas.",NA,NA,"2009",NA,NA,NA,NA,"03",NA,NA,NA,NA
"206","2019-12-15 13:40:51-03","UNESP-RC","HRCB","13009","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","werdermannianus","Pilosocereus werdermannianus var.diamantinensis",NA,NA,"Eggli, U.","1060","1988","08","03",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"900","900",NA,"Locus classicus according to Ritter, F. Very frequent, mostly offsetting from the base, to 120 cm high, whitish woolly but pungent. Flowers nocturnal, opening at dusk, near stem tips, at right angle,",NA,NA,NA,"var.diamantinensis",NA,"39586","auto",NA,NA,NA,NA,NA
"207","2019-12-15 13:40:51-03","UNESP-RC","HRCB","13010","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","werdermannianus","Pilosocereus werdermannianus var.diamantinensis",NA,NA,"Eggli, U.","1077","1988","08","04",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"1000","1000",NA,"Frequent, offsetting from the base, woolly-lanate (more so than plants from above Penha de França), spines yellowish. Scales of floral tube with reddish tips",NA,NA,NA,"var.diamantinensis",NA,"39586","auto",NA,NA,NA,NA,NA
"208","2019-12-15 13:40:51-03","UNESP-RC","HRCB","13049","S","Plantae",NA,NA,"Cactaceae","Uebelmannia","gummifera","Uebelmannia gummifera","(Backeb. & Voll) Buining",NA,"Eggli, U.","1069","1988","08","04",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"850","850",NA,"few plants, mostly hidden at the base of large Vellozias or bromeliads, few seedilngs. Flowers golden yellow, larger than typical Uebelmannia gummifera. Plant body with jelly ducts. Distribuited as Ue",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"209","2019-12-15 13:40:51-03","UNESP-RC","HRCB","13047","S","Plantae",NA,NA,"Cactaceae","Uebelmannia","gummifera","Uebelmannia gummifera","(Backeb. & Voll) Buining",NA,"Eggli, U.","1062","1988","08","04",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"950","950",NA,"very frequent, mostly in full sun, with many seedlings and young plants. Seedlings globular, older plant shrtly cerois, to 60 cm high (and thne often slghtly leaning to one side, and with neotonic off",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"210","2019-12-15 13:40:51-03","UNESP-RC","HRCB","13031","S","Plantae",NA,NA,"Cactaceae","Uebelmannia","buiningii","Uebelmannia buiningii","Donald",NA,"Eggli, U.","1074","1988","08","04",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"1000","1000",NA,"only few plants na very few seedlings. Epidermis brownish to brownish purple, dull or somewhat glossy, stem tissue withous gum ducts",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"211","2019-12-15 13:40:48-03","UNESP-RC","HRCB","13040","S","Plantae",NA,NA,"Cactaceae","Cipocereus","crassisepalus","Cipocereus crassisepalus","(Buining & Brederoo) Zappi & N.P.Taylor","Zappi, D.C.","Eggli, U.","1061","1988","08","03",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"840","840",NA,"Not common, mostly in the semi-shade of shrubs, sparingly irregularly branched, to 2m high, often very ugly plants. Seedlings with thickened taproots and wooly areoles, very thin-stemmed and resemblin",NA,NA,"1990",NA,NA,"39586","auto",NA,NA,NA,NA,NA
"212","2019-12-15 13:41:30-03","UNESP-RC","HRCB","63698","S","Plantae",NA,NA,"Eriocaulaceae","Comanthera","brunnea","Comanthera brunnea","Echtern.",NA,"Dugarte",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.717","-18.004167","42°43'01.2W","18°00'15.0S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-12-15 13:41:30-03","UNESP-RC","HRCB","63697","S","Plantae",NA,NA,"Eriocaulaceae","Comanthera","suberosa","Comanthera suberosa","(Giul.) L.R.Parra & Giul.",NA,"Dugarte",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.701361","-17.991333","42°42'04.9W","17°59'28.8S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-12-15 13:41:19-03","UNESP-RC","HRCB","63672","S","Plantae",NA,NA,"Cyperaceae","Cyperus","laxus","Cyperus laxus","Lam.","Monteiro, M.M.","Monteiro",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.717","-18.004167","42º43'1.2W","18º00'15S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2017-11-24 14:12:09-02","UFLA","ESAL","1975","S","Plantae",NA,NA,"Poaceae","Setaria","scandens","Setaria scandens","Schrad.","T. S. Filgueiras; S. C. Pereira","Carvalho, DA","105",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"erva; 0.35; ;; formação antrópica",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"216","2017-11-24 14:10:59-02","UFLA","ESAL","1966","S","Plantae",NA,NA,"Fabaceae","Stylosanthes","guianensis","Stylosanthes guianensis","(Aubl.) Sw.","Hermógenes F. L. Filho","Carvalho, DA","96",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"erva; 0,30; ;; formação antrópica",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"217","2017-11-24 14:11:25-02","UFLA","ESAL","1960","S","Plantae",NA,NA,"Malvaceae","Sida","linifolia","Sida linifolia","Cav.","D. A. C.","Carvalho, DA","90",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"erva; 0,13; ;; formação antrópica",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"218","2017-11-24 14:12:06-02","UFLA","ESAL","1974","S","Plantae",NA,NA,"Poaceae","Panicum","sellowii","Panicum sellowii","Nees","T. S. Filgueiras; S.C.Pereira","Carvalho, DA; et al.","104",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"erva; 0.40; ;; formação antrópica",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"219","2017-11-24 14:12:38-02","UFLA","ESAL","1973","S","Plantae",NA,NA,"Verbenaceae","Stachytarpheta","cayennensis","Stachytarpheta cayennensis","(Rich.) Vahl","D. A. C.","Carvalho, DA","103",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"erva; 0,50 - 0,60; ;; formação antrópica",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"220","2017-11-24 14:10:20-02","UFLA","ESAL","6133","S","Plantae",NA,NA,"Calophyllaceae","Kielmeyera",NA,"Kielmeyera","Mart. & Zucc.",NA,"J. B. Silva","579",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba","Serra Negra","-42.8588981628418","-17.8572006225586",NA,NA,"13","13",NA,"arbusto; 1,50; rubra;",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"221","2019-05-23 11:07:47-03","UFLA","ESAL","1972","S","Plantae",NA,NA,"Asteraceae","Centratherum","punctatum","Centratherum punctatum","Cass.","Hermogenes F. L. Filho","Carvalho, DA","102",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"erva; 0.50; ;; formação antrópica",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"222","2017-11-24 14:10:47-02","UFLA","ESAL","1961","S","Plantae",NA,NA,"Fabaceae","Chamaecrista","nictitans","Chamaecrista nictitans","Moench","DAC","Carvalho, DA","91",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"erva; 1.2; ;; formação antrópica",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"223","2017-11-24 14:11:22-02","UFLA","ESAL","27813","S","Plantae",NA,NA,"Malvaceae","Corchorus","hirtus","Corchorus hirtus","L.",NA,"Carvalho, DA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"224","2019-05-23 11:07:49-03","UFLA","ESAL","27508","S","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Teixeira, VD","04",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba","Fazenda do Senhor Gerlado Artur","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"árvore; 5m; ;",NA,NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"225","2018-10-26 11:42:00-03","Cenargen","CEN","79249","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","flagellare","Dasyphyllum flagellare","(Casar.) Cabrera","M. M. Saavedra","A. P. Fontana - MBML","4008","2010","04","22",NA,"Brasil","MG","ITAMARANDIBA","Parque Estadual Serra Negra.","-44.705277","-18.0025","-44,705277","-18,0025","1580","1580","Exsicatas","Inflorescências secas. Doação Jardim Botânico do Rio de Janeiro MB 481756.","CEN00079249","CEN00079249",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"226","2019-06-27 15:37:38-03","Cenargen","CEN","19067","S","Plantae",NA,NA,"Lythraceae","Cuphea","adenophylla","Cuphea adenophylla","T.B.Cavalc.","T. B. Cavalcanti","S. Splett","857","1995","03","11",NA,"Brasil","MG","ITAMARANDIBA","Saída de Penha de França, Serra do Espinhaço.","-43","-18","-43.00000","-18.00000","1040","1040","Exsicatas","Arbusto pequeno. Folhas com pêlos glandulares com substâncias viscosas.Doação do Sistema Herbário UB (4600-1). Minas Gerais.","CEN00019067","CEN00019067","1995",NA,NA,NA,NA,"05",NA,NA,"1",NA
"227","2019-06-27 15:38:15-03","Cenargen","CEN","19066","S","Plantae",NA,NA,"Lythraceae","Diplusodon","uninervius","Diplusodon uninervius","Koehne","T. B. Cavalcanti","S. Splett","858","1995","03","11",NA,"Brasil","MG","ITAMARANDIBA","Saída de Penha da França, Serra do Espinhaço.","-43","-18","-43.00000","-18.00000","1040","1040","Exsicatas","Arbusto pequeno, relativamente freqüente.Doação do Sistema Herbário UB (4601-9).","CEN00019066","CEN00019066","2003",NA,NA,NA,NA,"09",NA,NA,"1",NA
"228","2018-10-26 12:01:33-03","Cenargen","CEN","98519","S","Plantae",NA,NA,"Orchidaceae","Prosthechea",NA,"Prosthechea",NA,NA,"João Aguiar Nogueira Batista","2039","2007","03","22",NA,"Brasil","MG","ITAMARANDIBA","Parque Estadual da Serra Negra, na trilha de subida para as torres de transmissão","-42.8588981628418","-17.8572006225586",NA,NA,"1490","1490","Exsicatas","Sobre bloco de rocha na margem da estrada, Doação Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 119719.","CEN00098519","CEN00098519",NA,NA,NA,"39586","auto",NA,NA,NA,"1",NA
"229","2018-10-26 12:00:43-03","Cenargen","CEN","98520","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","2041","2007","03","22",NA,"Brasil","MG","ITAMARANDIBA","Parque Estadual da Serra Negra, na trilha de subida para as torres de transmissão","-42.8588981628418","-17.8572006225586",NA,NA,"1490","1490","Exsicatas","Sobre Vellozia em campo rupestre seco com predominância de Vellozia, Doação Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 119721.","CEN00098520","CEN00098520",NA,NA,NA,"39586","auto",NA,NA,NA,"1",NA
"230","2019-06-27 15:40:22-03","Cenargen","CEN","98518","S","Plantae",NA,NA,"Orchidaceae","Habenaria","pseudohamata","Habenaria pseudohamata","Toscano","J. A. N. Batista","João Aguiar Nogueira Batista","2035","2007","03","22",NA,"Brasil","MG","ITAMARANDIBA","Parque Estadual da Serra Negra, na trilha de subida para as torres de transmissão","-42.8588981628418","-17.8572006225586",NA,NA,"1305","1305","Exsicatas","Crescendo na base de Vellozia em campo rupestre seco com dominância de Vellozia, solo arenoso grosso , raso seco con afloramento rochosos, área não queimada, Doação Herbário do Departamento de Botânica ICB - UFMG - Plantas do Bras","CEN00098518","CEN00098518","2007",NA,NA,"39586","auto","03",NA,NA,"1",NA
"231","2019-11-13 11:21:56-03","USP","SPF","226104","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","hedysaroides","Chamaecrista hedysaroides","(Vogel) H.S.Irwin & Barneby","Anônimo","Cota, MMT","311","2012","01","26",NA,"Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra. Fazenda do sr. José Gidilina.","-42.888739","-18.062442","-42.888739","-18.062442","1353","1353",NA,NA,"SPF00226104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-11-13 11:28:42-03","USP","SPF","189295","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea",NA,"Chusquea",NA,NA,"Viana, PL","2741","2007","03","22",NA,"Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.73985","-18.014058","-42.73985","-18.014058","1400","1400",NA,NA,"SPF00189295","SPF00189295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-11-13 11:26:45-03","USP","SPF","127655","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","macrantha","Eugenia macrantha","O.Berg","Sobral, M","Pirani, JR","3954","1998","01","13",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.865","-18.230833","-42.865","-18.230833","1000","1000",NA,NA,"SPF00127655",NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-11-13 11:22:36-03","USP","SPF","127598","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa",NA,"Mimosa",NA,NA,"Pirani, JR","3953","1998","01","13",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.865","-18.230833","-42.865","-18.230833","1000","1000",NA,NA,"SPF00127598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-03-04 18:51:04-03","USP","SPF","127614","PreservedSpecimen","Plantae",NA,NA,"Phyllanthaceae","Phyllanthus","klotzschianus","Phyllanthus klotzschianus","Müll.Arg.","Cordeiro, I","Pirani, JR","3949","1998","01","13",NA,"Brasil","Minas Gerais","Itamarandiba","Santa Joana, Estrada Coluna-Itamarandiba. Carrascal a W da rodovia.","-42.865","-18.230833","-42.865","-18.230833","1000","1000",NA,"Arbusto 40 cm alt. Flores creme-esverdeadas, frutos verdes e levemente avermelhados.","SPF00127614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-11-13 11:31:40-03","USP","SPF","127674","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","purpurascens","Serjania purpurascens","Radlk.","Ferrucci, MS","Pirani, JR","3955","1998","01","13",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.865","-18.230833","-42.865","-18.230833","1000","1000",NA,NA,"SPF00127674",NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-11-13 11:32:20-03","USP","SPF","127678","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","thomasiifolium","Solanum thomasiifolium","Sendtn.","Agra, MF","Pirani, JR","3948","1998","01","13",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.865","-18.230833","-42.865","-18.230833","1000","1000",NA,NA,"SPF00127678","SPF00127678","1998",NA,NA,NA,NA,"03",NA,NA,NA,NA
"238","2019-11-13 11:32:36-03","USP","SPF","228811","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","auriculata","Vellozia auriculata","Mello-Silva & N.L.Menezes","Mello-Silva, R","Teixeira, VD","2","2013","08","01",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.891111","-18.019444","-42.891111","-18.019444",NA,NA,NA,NA,"SPF00228811",NA,"2017",NA,NA,NA,NA,"05",NA,NA,NA,NA
"239","2019-11-13 11:22:45-03","USP","SPF","78837","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","gemmulata","Mimosa gemmulata gemmulata","Barneby","Dutra, VF","Mello-Barreto, HL","9963","1937","11","22",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,NA,"SPF00078837",NA,"2007","gemmulata",NA,"39586","auto","07",NA,NA,NA,NA
"240","2019-11-13 11:20:50-03","USP","SPF","36263","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Medusantha","crinita","Medusantha crinita","(Benth.) Harley & J.F.B.Pastore","Silva-Luz, CL","Harley, RM","CFCR6663","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,NA,"SPF00036263","SPF00036263","2015",NA,NA,"39586","auto",NA,NA,NA,NA,NA
"241","2019-11-13 11:27:02-03","USP","SPF","36249","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","guianensis","Myrcia guianensis","(Aubl.) DC.","Lima, DF","Stannard, BL","CFCR6649","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,NA,"SPF00036249",NA,"2016",NA,NA,"39586","auto","06",NA,NA,NA,NA
"242","2019-11-13 11:18:58-03","USP","SPF","36243","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","elliptica","Davilla elliptica","A.St.-Hil.","Bruniera, CP","Stannard, BL","CFCR6643","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,NA,"SPF00036243",NA,"2008",NA,NA,"39586","auto","03",NA,NA,NA,NA
"243","2019-11-13 11:20:52-03","USP","SPF","36244","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Oocephalus","lacunosus","Oocephalus lacunosus","(Pohl ex Benth.) Harley & J.F.B.Pastore","Silva-Luz, CL","Harley, RM","CFCR6644","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,NA,"SPF00036244","SPF00036244","2015",NA,NA,"39586","auto",NA,NA,NA,NA,NA
"244","2019-11-13 11:19:35-03","USP","SPF","36266","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","campestre","Erythroxylum campestre","A.St.-Hil.","Plowman, TC","Stannard, BL","CFCR66666","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,NA,"SPF00036266",NA,"1986",NA,NA,"39586","auto",NA,NA,NA,NA,NA
"245","2019-11-13 11:22:45-03","USP","SPF","150235","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","gemmulata","Mimosa gemmulata gemmulata","Barneby","Dutra, VF","Mello-Barreto, HL","9963","1937","11","22",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,NA,"SPF00150235",NA,"2007","gemmulata",NA,"39586","auto","07",NA,NA,NA,NA
"246","2019-11-13 11:19:34-03","USP","SPF","36271","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","betulaceum","Erythroxylum betulaceum","Mart.","Plowman, TC","Stannard, BL","CFCR6671","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,NA,"SPF00036271",NA,"1986",NA,NA,"39586","auto",NA,NA,NA,NA,NA
"247","2019-11-13 11:27:11-03","USP","SPF","36257","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima, DF","Stannard, BL","CFCR6657","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,NA,"SPF00036257",NA,"2016",NA,NA,"39586","auto","06",NA,NA,NA,NA
"248","2019-11-13 11:20:36-03","USP","SPF","36245","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Buchoski, MG","Harley, RM","CFCR6645","1984","12","01",NA,"Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"970","970",NA,NA,"SPF00036245","SPF00036245","2019",NA,NA,"39586","auto","06",NA,NA,NA,NA
