"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","typeStatus","dayIdentified","infraspecificEpithet","individualCount","relatedCatalogItem"
"1071","2019-06-27 10:26:06-03","UFES","VIES","34047","S","Plantae",NA,NA,"Orchidaceae","Octomeria",NA,"Octomeria",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Zorzanelli, R.F.","1129","2014","12","03",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1304","1304",NA,NA,"VIES034047",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1072","2020-03-19 11:39:36-03","UFES","VIES","21359","S","Plantae",NA,NA,"Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lobão, A.Q.","2012","03","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","55","2011","08","13",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021359","VIES021359","32198","auto",NA,NA,"29",NA,NA,NA
"1073","2020-03-19 11:41:34-03","UFES","VIES","21999","S","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.","Zorzanelli, J.P.F.",NA,NA,"Zorzanelli, J.P.F.","420","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021999",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1074","2020-03-19 11:42:24-03","UFES","VIES","30063","S","Plantae",NA,NA,"Rubiaceae","Margaritopsis","chaenotricha","Margaritopsis chaenotricha","(DC.) C.M.Taylor","F. Torres-Leite","2016","06","Zorzanelli, J.P.F.","338","2012","02","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1358","1358",NA,NA,"VIES030063",NA,"32198","auto",NA,NA,"09",NA,NA,NA
"1075","2020-03-19 11:42:35-03","UFES","VIES","30381","S","Plantae",NA,NA,"Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","Zorzanelli, J.P.F.","2012","11","Zorzanelli, J.P.F.; Zorzanelli, L.R.F. & Pereira, C.","563","2012","10","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1153","1153",NA,NA,"VIES030381",NA,"32198","auto",NA,NA,"05",NA,NA,NA
"1076","2020-03-19 11:41:59-03","UFES","VIES","21466","S","Plantae",NA,NA,"Orchidaceae","Promenaea","xanthina","Promenaea xanthina","(Lindl.) Lindl.","Couto, D.R.","2012","01","Zorzanelli, J.P.F.; Silva, A.E.","247","2011","12","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021466",NA,"32198","auto",NA,NA,"04",NA,NA,NA
"1077","2020-03-19 11:41:17-03","UFES","VIES","30190","S","Plantae",NA,NA,"Lauraceae","Ocotea","villosa","Ocotea villosa","Kosterm.","Quinet, A.",NA,NA,"Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","67","2011","08","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1221","1221",NA,NA,"VIES030190",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1078","2020-03-19 11:41:17-03","UFES","VIES","30189","S","Plantae",NA,NA,"Lauraceae","Ocotea","villosa","Ocotea villosa","Kosterm.","Quinet, A.",NA,NA,"Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","95","2011","09","03",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1314","1314",NA,NA,"VIES030189",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1079","2020-03-19 11:41:57-03","UFES","VIES","30256","S","Plantae",NA,NA,"Orchidaceae","Octomeria","tricolor","Octomeria tricolor","Rchb.f.","Zorzanelli, J.P.F.","2014","04","Zorzanelli, J.P.F.","963","2014","03","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1398","1398",NA,NA,"VIES030256","VIES030256","32198","auto",NA,NA,"02",NA,NA,NA
"1080","2020-03-19 11:39:36-03","UFES","VIES","21360","S","Plantae",NA,NA,"Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","Schltdl.","Lobão, A.Q.","2012","03","Zorzanelli, J.P.F.; Silva, A.E.","262","2011","12","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021360","VIES021360","32198","auto",NA,NA,"29",NA,NA,NA
"1081","2020-03-19 11:42:41-03","UFES","VIES","20141","S","Plantae",NA,NA,"Scrophulariaceae","Buddleja","stachyoides","Buddleja stachyoides","Cham. & Schltdl.","Lombardi, J.A.","2013","09","Zorzanelli, J.P.F.; Bacci, L.","781","2013","06","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1512","1512",NA,NA,"VIES020141",NA,"32198","auto",NA,NA,"24",NA,NA,NA
"1082","2019-06-27 10:25:28-03","UFES","VIES","33476","S","Plantae",NA,NA,"Lythraceae","Cuphea",NA,"Cuphea",NA,NA,NA,NA,"Zorzanelli, J.P.F.","919","2014","01","17",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1408","1408",NA,NA,"VIES033476","VIES033476","32198","auto",NA,NA,NA,NA,NA,NA
"1083","2020-03-13 17:59:00-03","UFES","VIES","33382","S","Plantae",NA,NA,"Aquifoliaceae","Ilex",NA,"Ilex",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.",NA,"2013","12","01",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1376","1376",NA,NA,"VIES033382","VIES033382","32198","auto",NA,NA,NA,NA,NA,NA
"1084","2019-06-27 10:26:22-03","UFES","VIES","21954","S","Plantae",NA,NA,"Poaceae","Melinis",NA,"Melinis",NA,NA,NA,NA,"Zorzanelli, J.P.F.","393","2012","06","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021954",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1085","2020-03-19 11:42:35-03","UFES","VIES","21819","S","Plantae",NA,NA,"Sapindaceae","Cupania","racemosa","Cupania racemosa","(Vell.) Radlk.","Zorzanelli, J.P.F.",NA,NA,"Zorzanelli, J.P.F.; Silva, A.E.","424","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021819",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1086","2020-03-19 11:42:05-03","UFES","VIES","21858","S","Plantae",NA,NA,"Phyllanthaceae","Hyeronima","alchorneoides","Hyeronima alchorneoides","Allemão","Zorzanelli, J.P.F.","2012","03","Zorzanelli, J.P.F.; Silva, A.E.","265","2011","12","31",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021858",NA,"32198","auto",NA,NA,"07",NA,NA,NA
"1087","2019-06-27 10:24:31-03","UFES","VIES","30587","S","Plantae",NA,NA,"Celastraceae","Tontelea",NA,"Tontelea",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Zorzanelli, L.R.F. & Pereira, C.","276","2012","01","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1336","1336",NA,NA,"VIES030587",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1088","2020-03-19 11:42:35-03","UFES","VIES","21346","S","Plantae",NA,NA,"Sapindaceae","Cupania","ludowigii","Cupania ludowigii","Somner & Ferrucci","Zorzanelli, J.P.F.","2012","03","Zorzanelli, J.P.F.; Silva, A.E.","266","2011","12","31",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021346",NA,"32198","auto",NA,NA,"29",NA,NA,NA
"1089","2019-06-27 10:26:39-03","UFES","VIES","30078","S","Plantae",NA,NA,"Rubiaceae","Randia",NA,"Randia",NA,NA,NA,NA,"Zorzanelli, J.P.F.","204","2011","11","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1179","1179",NA,NA,"VIES030078",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1090","2019-06-27 10:26:17-03","UFES","VIES","20617","S","Plantae",NA,NA,"Piperaceae","Piper",NA,"Piper",NA,NA,NA,NA,"Couto, D.R.; Carrijo, T.; Tueler, A. & Zorzanelli, J.P.F.","2188","2012","04","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1360","1360",NA,NA,"VIES020617",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1091","2020-03-19 11:39:47-03","UFES","VIES","31744","S","Plantae",NA,NA,"Araliaceae","Hydrocotyle","quinqueloba","Hydrocotyle quinqueloba","Ruiz & Pav.","Kollmann, L.J.C.","2013","04","Zorzanelli, J.P.F.; Zorzanelli, R.F.","653","2013","04","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1412","1412",NA,NA,"VIES031744","VIES031744","32198","auto",NA,NA,"29",NA,NA,NA
"1092","2019-09-27 18:03:40-03","UFES","VIES","20633","S","Plantae",NA,NA,"Araliaceae","Hydrocotyle","quinqueloba","Hydrocotyle quinqueloba","Ruiz & Pav.","Zorzanelli, J.P.F.","2013","10","Zorzanelli, J.P.F.","386","2012","06","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1312","1312",NA,NA,"VIES020633",NA,"32198","auto",NA,NA,"10",NA,NA,NA
"1093","2020-03-19 11:40:17-03","UFES","VIES","33507","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","Gonzaga, D...R...","2015","06","Zorzanelli, J.P.F.","925","2014","01","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1386","1386",NA,NA,"VIES033507","VIES033507","32198","auto",NA,NA,"08",NA,NA,NA
"1094","2019-06-27 10:26:17-03","UFES","VIES","20616","S","Plantae",NA,NA,"Piperaceae","Piper",NA,"Piper",NA,NA,NA,NA,"Couto, D.R.; Carrijo, T.; Tueler, A. & Zorzanelli, J.P.F.","2187","2012","04","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1360","1360",NA,NA,"VIES020616",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1095","2019-06-27 10:24:31-03","UFES","VIES","33523","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia",NA,"Couepia",NA,NA,NA,NA,"Zorzanelli, J.P.F.","946","2013","11","25",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1413","1413",NA,NA,"VIES033523","VIES033523 VIES033523_1","32198","auto",NA,NA,NA,NA,NA,NA
"1096","2020-03-19 11:39:56-03","UFES","VIES","21967","S","Plantae",NA,NA,"Asteraceae","Mikania","lanuginosa","Mikania lanuginosa","DC.","Zorzanelli, J.P.F.",NA,NA,"Zorzanelli, J.P.F.; Silva, A.E.","500","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021967",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1097","2019-09-27 18:04:32-03","UFES","VIES","30378","S","Plantae",NA,NA,"Euphorbiaceae","Acalypha","amblyodonta","Acalypha amblyodonta","(Müll.Arg.) Müll.Arg.","Zorzanelli, J.P.F.","2012","10","Zorzanelli, J.P.F.; Zorzanelli, L.R.F. & Pereira, C.","572","2012","10","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1201","1201",NA,NA,"VIES030378",NA,"32198","auto",NA,NA,"28",NA,NA,NA
"1098","2020-03-19 11:41:59-03","UFES","VIES","30259","S","Plantae",NA,NA,"Orchidaceae","Prosthechea","allemanoides","Prosthechea allemanoides","(Hoehne) W.E.Higgins","Barberena, F.F.V.A.","2014","03","Zorzanelli, J.P.F.","961","2014","03","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1337","1337",NA,NA,"VIES030259","VIES030259","32198","auto",NA,NA,"27",NA,NA,NA
"1099","2020-03-19 11:39:56-03","UFES","VIES","31724","S","Plantae",NA,NA,"Asteraceae","Mikania","lanuginosa","Mikania lanuginosa","DC.","Zorzanelli, J.P.F.","2013","05","Zorzanelli, J.P.F.; Zorzanelli, R.F.","663","2013","04","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1530","1530",NA,NA,"VIES031724","VIES031724","32198","auto",NA,NA,"07",NA,NA,NA
"1100","2020-03-19 11:41:57-03","UFES","VIES","34041","S","Plantae",NA,NA,"Orchidaceae","Habenaria","josephensis","Habenaria josephensis","Barb.Rodr.","Carvalho, B.","2014","07","Zorzanelli, J.P.F.","1055","2014","07","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1439","1439",NA,NA,"VIES034041",NA,"32198","auto",NA,NA,"19",NA,NA,NA
"1101","2020-03-19 11:39:47-03","UFES","VIES","21927","S","Plantae",NA,NA,"Araceae","Philodendron","propinquum","Philodendron propinquum","Schott","Nadruz, M.A.C.","2012","03","Zorzanelli, J.P.F.; Silva, A.E.","278","2011","12","31",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021927","VIES021927","32198","auto",NA,NA,"15",NA,NA,NA
"1102","2020-03-19 11:40:29-03","UFES","VIES","30928","S","Plantae",NA,NA,"Cunoniaceae","Weinmannia","pinnata","Weinmannia pinnata","L.","Zickel, C.",NA,NA,"Zorzanelli, J.P.F.; Silva, A.E.","676","2012",NA,NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1380","1380",NA,NA,"VIES030928",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1103","2019-06-27 10:24:21-03","UFES","VIES","33511","S","Plantae",NA,NA,"Bromeliaceae","Nidularium",NA,"Nidularium",NA,NA,NA,NA,"Zorzanelli, J.P.F.","938","2014","01","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1398","1398",NA,NA,"VIES033511","VIES033511","32198","auto",NA,NA,NA,NA,NA,NA
"1104","2020-03-19 11:40:17-03","UFES","VIES","20566","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","teres","Rhipsalis teres","(Vell.) Steud.","Couto, D.R.",NA,NA,"Couto, D.R.; Zorzanelli, J.P.F.","2055","2011","07","21",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1250","1250",NA,NA,"VIES020566",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1105","2019-09-27 18:04:03-03","UFES","VIES","21639","S","Plantae",NA,NA,"Bromeliaceae","Nidularium","antoineanum","Nidularium antoineanum","Wawra","J.P.F. Zorzanelli","2017","10","Zorzanelli, J.P.F.","377","2012","05","26",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021639",NA,"32198","auto",NA,NA,"24",NA,NA,NA
"1106","2020-03-19 11:40:40-03","UFES","VIES","21288","S","Plantae",NA,NA,"Euphorbiaceae","Acalypha","amblyodonta","Acalypha amblyodonta","(Müll.Arg.) Müll.Arg.","Medeiros, D.","2012","03","Zorzanelli, J.P.F.","346","2012","02","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021288",NA,"32198","auto",NA,NA,"25",NA,NA,NA
"1107","2020-03-19 11:41:57-03","UFES","VIES","31790","S","Plantae",NA,NA,"Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Fontana, A.P.","2013","05","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","688","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1600","1600",NA,NA,"VIES031790",NA,"32198","auto",NA,NA,"30",NA,NA,NA
"1108","2020-03-19 11:40:10-03","UFES","VIES","34045","S","Plantae",NA,NA,"Bromeliaceae","Nidularium","campo-alegrense","Nidularium campo-alegrense","Leme","Zorzanelli, J.P.F.","2014","07","Zorzanelli, J.P.F.","1059","2014","07","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1520","1520",NA,NA,"VIES034045",NA,"32198","auto",NA,NA,"21",NA,NA,NA
"1109","2020-03-19 11:41:57-03","UFES","VIES","21460","S","Plantae",NA,NA,"Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","Couto, D.R.","2012","03","Zorzanelli, J.P.F.; Lage, C.","150","2011","10","09",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021460",NA,"32198","auto",NA,NA,"29",NA,NA,NA
"1110","2020-03-19 11:40:10-03","UFES","VIES","21637","S","Plantae",NA,NA,"Bromeliaceae","Nidularium","espiritosantense","Nidularium espiritosantense","Leme","Couto, D.R.","2012","05","Zorzanelli, J.P.F.; Silva, A.E.","317","2012","01","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021637",NA,"32198","auto",NA,NA,"22",NA,NA,NA
"1111","2020-03-19 11:40:17-03","UFES","VIES","33510","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso","2019","04","Zorzanelli, J.P.F.","931","2014","01","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1358","1358",NA,NA,"VIES033510","VIES033510","32198","auto",NA,NA,"05",NA,NA,NA
"1112","2019-09-27 18:03:39-03","UFES","VIES","21925","S","Plantae",NA,NA,"Araceae","Anthurium","scandens","Anthurium scandens","(Aubl.) Engl.","R.T. Valadares","2018","12","Zorzanelli, J.P.F.; Lage, C.","147","2011","10","08",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021925",NA,"32198","auto",NA,NA,"17",NA,NA,NA
"1113","2019-09-27 18:03:39-03","UFES","VIES","21936","S","Plantae",NA,NA,"Araceae","Anthurium","scandens","Anthurium scandens","(Aubl.) Engl.","R.T. Valadares","2018","12","Couto, D.R.; Zorzanelli, J.P.F.","2044","2011","07","21",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021936",NA,"32198","auto",NA,NA,"17",NA,NA,NA
"1114","2019-09-27 18:04:03-03","UFES","VIES","21636","S","Plantae",NA,NA,"Bromeliaceae","Nidularium","longiflorum","Nidularium longiflorum","Ule","Coser, T.S.","2011","11","Zorzanelli, J.P.F.","189","2011","11","05",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021636",NA,"32198","auto",NA,NA,"18",NA,NA,NA
"1115","2020-03-19 11:40:29-03","UFES","VIES","21519","S","Plantae",NA,NA,"Cunoniaceae","Weinmannia","pinnata","Weinmannia pinnata","L.","Zorzanelli, J.P.F.; Zickel, C.","2013","08","Zorzanelli, J.P.F.; Silva, A.E.","307","2012","01","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021519",NA,"32198","auto",NA,NA,"30",NA,NA,NA
"1116","2019-06-27 10:24:17-03","UFES","VIES","33536","S","Plantae",NA,NA,"Boraginaceae","Tournefortia",NA,"Tournefortia",NA,NA,NA,NA,"Zorzanelli, J.P.F.","959","2014","02","25",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1188","1188",NA,NA,"VIES033536","VIES033536","32198","auto",NA,NA,NA,NA,NA,NA
"1117","2019-09-27 18:03:37-03","UFES","VIES","34043","S","Plantae",NA,NA,"Araceae","Anthurium","organense","Anthurium organense","Engl.","R.T. Valadares","2018","12","Zorzanelli, J.P.F.","1058","2014","07","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1520","1520",NA,NA,"VIES034043",NA,"32198","auto",NA,NA,"17",NA,NA,NA
"1118","2020-03-19 11:42:16-03","UFES","VIES","21675","S","Plantae",NA,NA,"Polypodiaceae","Phlebodium","areolatum","Phlebodium areolatum","(Humb. & Bonpl. ex Willd.) J. Sm.","Salino, A.","2012","05","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","104","2011","09","04",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021675",NA,"32198","auto",NA,NA,"08",NA,NA,NA
"1119","2020-03-19 11:39:47-03","UFES","VIES","30981","S","Plantae",NA,NA,"Araceae","Anthurium","scandens","Anthurium scandens","(Aubl.) Engl.","R.T. Valadares","2018","02","Zorzanelli, J.P.F.","962","2014","03","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1337","1337",NA,NA,"VIES030981","VIES030981","32198","auto",NA,NA,"09",NA,NA,NA
"1120","2020-03-19 11:40:29-03","UFES","VIES","21516","S","Plantae",NA,NA,"Cunoniaceae","Weinmannia","pinnata","Weinmannia pinnata","L.","Zorzanelli, J.P.F.; Zickel, C.","2013","08","Zorzanelli, J.P.F.","192","2011","11","06",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021516",NA,"32198","auto",NA,NA,"30",NA,NA,NA
"1121","2019-06-27 10:25:27-03","UFES","VIES","33890","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Zorzanelli, J.P.F.","2014",NA,"Zorzanelli, J.P.F.","1069","2014","08","01",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1447","1447",NA,NA,"VIES033890","VIES033890","32198","auto",NA,NA,NA,NA,NA,NA
"1122","2020-03-19 11:39:59-03","UFES","VIES","21893","S","Plantae",NA,NA,"Begoniaceae","Begonia","digitata","Begonia digitata","Raddi","Zorzanelli, J.P.F.","2012","04","Zorzanelli, J.P.F.; Couto, D.R.; Carrijo, T.T. & Tulet, A.C.","359","2012","04","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021893",NA,"32198","auto",NA,NA,"19",NA,NA,NA
"1123","2020-03-19 11:41:19-03","UFES","VIES","20518","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","reflexus","Phlegmariurus reflexus","(Lam.) B.Øllg.","Michelon, C.","2013","07","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","705","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1600","1600",NA,NA,"VIES020518",NA,"32198","auto",NA,NA,"02",NA,NA,NA
"1124","2020-03-19 11:41:31-03","UFES","VIES","30224","S","Plantae",NA,NA,"Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Zorzanelli, J.P.F.",NA,NA,"Zorzanelli, J.P.F.; Silva, A.E.","318","2012","01","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1398","1398",NA,NA,"VIES030224",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1125","2019-09-27 18:04:03-03","UFES","VIES","21638","S","Plantae",NA,NA,"Bromeliaceae","Nidularium","longiflorum","Nidularium longiflorum","Ule","Coser, T.S.","2011","11","Zorzanelli, J.P.F.","183","2011","11","05",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021638",NA,"32198","auto",NA,NA,"18",NA,NA,NA
"1126","2020-03-19 11:41:31-03","UFES","VIES","21383","S","Plantae",NA,NA,"Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Zorzanelli, J.P.F.","2012","03","Zorzanelli, J.P.F.; Silva, A.E.","236","2011","12","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021383",NA,"32198","auto",NA,NA,"29",NA,NA,NA
