"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","typeStatus","dayIdentified","infraspecificEpithet","individualCount","relatedCatalogItem"
"461","2019-06-27 10:26:31-03","UFES","VIES","33527","S","Plantae",NA,NA,"Ranunculaceae","Clematis",NA,"Clematis",NA,NA,NA,NA,"Zorzanelli, J.P.F.","942","2013","11","25",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1314","1314",NA,NA,"VIES033527","VIES033527","32198","auto",NA,NA,NA,NA,NA,NA
"462","2020-03-19 11:39:50-03","UFES","VIES","21962","S","Plantae",NA,NA,"Asteraceae","Achyrocline","satureioides","Achyrocline satureioides","(Lam.) DC.","Tuler, A.C.",NA,NA,"Zorzanelli, J.P.F.","214","2011","11","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021962",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"463","2020-03-19 11:39:50-03","UFES","VIES","21949","S","Plantae",NA,NA,"Asteraceae","Baccharis","crispa","Baccharis crispa","Spreng.","Tuler, A.C.","2012","07","Zorzanelli, J.P.F.","398","2012","06","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021949","VIES021949","32198","auto",NA,NA,"17",NA,NA,NA
"464","2020-03-19 11:42:27-03","UFES","VIES","30065","S","Plantae",NA,NA,"Rubiaceae","Psychotria","ruelliifolia","Psychotria ruelliifolia","(Cham. & Schltdl.) Müll.Arg.","Zorzanelli, J.P.F.","2013","06","Zorzanelli, J.P.F.","9","2011","05","07",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1186","1186",NA,NA,"VIES030065",NA,"32198","auto",NA,NA,"07",NA,NA,NA
"465","2019-06-27 10:25:41-03","UFES","VIES","31804","S","Plantae",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","695","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1600","1600",NA,NA,"VIES031804",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"466","2020-03-19 11:39:36-03","UFES","VIES","21873","S","Plantae",NA,NA,"Annonaceae","Annona","sylvatica","Annona sylvatica","A.St.-Hil.","Lobão, A.Q.","2011","12","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","169","2011","10","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021873","VIES021873","32198","auto",NA,NA,"08",NA,NA,NA
"467","2020-03-19 11:41:49-03","UFES","VIES","30177","S","Plantae",NA,NA,"Myrtaceae","Myrciaria","pallida","Myrciaria pallida","O.Berg","Sobral, M.",NA,NA,"Zorzanelli, J.P.F.; Silva, A.E.","486","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1357","1357",NA,NA,"VIES030177",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"468","2020-03-19 11:42:08-03","UFES","VIES","30452","S","Plantae",NA,NA,"Piperaceae","Piper","umbellatum","Piper umbellatum","L.","Zorzanelli, J.P.F.","2015","01","Zorzanelli, J.P.F.; Pereira, C.","1158","2015","01","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1000","1000",NA,NA,"VIES030452","VIES030452","32198","auto",NA,NA,"11",NA,NA,NA
"469","2019-09-27 18:04:05-03","UFES","VIES","21645","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Couto, D.R.","2011","10","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","160","2011","10","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021645",NA,"32198","auto",NA,NA,"18",NA,NA,NA
"470","2019-06-27 10:25:40-03","UFES","VIES","28057","S","Plantae",NA,NA,"Melastomataceae","Miconia","tristis","Miconia tristis","Spring","Bacci, L.F.","2013",NA,"Bacci, L.F.; Zorzanelli, J.P.F.","128","2013","12","01",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1400","1400",NA,NA,"VIES028057","VIES028057","32198","auto",NA,NA,NA,NA,NA,NA
"471","2019-06-27 10:25:41-03","UFES","VIES","31725","S","Plantae",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Zorzanelli, R.F.","661","2013","04","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1459","1459",NA,NA,"VIES031725",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"472","2020-03-19 11:40:29-03","UFES","VIES","31721","S","Plantae",NA,NA,"Crassulaceae","Kalanchoe","pinnata","Kalanchoe pinnata","(Lam.) Pers.","Zorzanelli, J.P.F.","2013","05","Zorzanelli, J.P.F.; Zorzanelli, R.F.","664","2013","04","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1530","1530",NA,NA,"VIES031721",NA,"32198","auto",NA,NA,"03",NA,NA,NA
"473","2020-03-19 11:41:09-03","UFES","VIES","21521","S","Plantae",NA,NA,"Gesneriaceae","Paliavana","prasinata","Paliavana prasinata","(Ker Gawl.) Benth.","Couto, D.R.","2011","07","Couto, D.R.; Zorzanelli, J.P.F.","2036","2011","07","21",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021521",NA,"32198","auto",NA,NA,"21",NA,NA,NA
"474","2020-03-19 11:42:06-03","UFES","VIES","20568","S","Plantae",NA,NA,"Piperaceae","Peperomia","tetraphylla","Peperomia tetraphylla","(G.Forst.) Hook. & Arn.","Couto, D.R.",NA,NA,"Couto, D.R.; Zorzanelli, J.P.F.","2040","2011","07","21",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1250","1250",NA,NA,"VIES020568",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"475","2019-06-27 10:26:43-03","UFES","VIES","21864","S","Plantae",NA,NA,"Salicaceae","Casearia","decandra","Casearia decandra","Jacq.","Marquete, R.",NA,NA,"Zorzanelli, J.P.F.; Senna, D.S.","434","2012","04",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021864",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"476","2020-03-19 11:42:06-03","UFES","VIES","20609","S","Plantae",NA,NA,"Piperaceae","Peperomia","tetraphylla","Peperomia tetraphylla","(G.Forst.) Hook. & Arn.","Zorzanelli, J.P.F.","2013","10","Couto, D.R.; Carrijo, T.; Tueler, A. & Zorzanelli, J.P.F.","2181","2012","04","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1360","1360",NA,NA,"VIES020609",NA,"32198","auto",NA,NA,"07",NA,NA,NA
"477","2019-06-27 10:26:19-03","UFES","VIES","21875","S","Plantae",NA,NA,"Piperaceae","Piper","jubimarginatum","Piper jubimarginatum","Yunck.","Guimarães, E.F.; Sarnaglia Júnior, V.B.","2013",NA,"Zorzanelli, J.P.F.; Silveira, P.","385","2012","06","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021875",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"478","2020-03-19 11:42:08-03","UFES","VIES","21364","S","Plantae",NA,NA,"Piperaceae","Piper","hispidum","Piper hispidum","Sw.","Guimarães, E.; Sanaglia","2012","03","Zorzanelli, J.P.F.","127","2011","09","16",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021364",NA,"32198","auto",NA,NA,"29",NA,NA,NA
"479","2019-09-27 18:05:55-03","UFES","VIES","21882","S","Plantae",NA,NA,"Piperaceae","Peperomia","tetraphylla","Peperomia tetraphylla","(G.Forst.) Hook. & Arn.","Couto, D.R.","2011","12","Zorzanelli, J.P.F.","230","2011","07","21",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021882",NA,"32198","auto",NA,NA,"19",NA,NA,NA
"480","2020-03-19 11:41:09-03","UFES","VIES","30576","S","Plantae",NA,NA,"Gesneriaceae","Paliavana","prasinata","Paliavana prasinata","(Ker Gawl.) Benth.","Zorzanelli, J.P.F.","2015","01","Zorzanelli, J.P.F.; Pereira, C.","1165","2015","01","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1176","1176",NA,NA,"VIES030576","VIES030576","32198","auto",NA,NA,"12",NA,NA,NA
"481","2020-03-19 11:41:46-03","UFES","VIES","30167","S","Plantae",NA,NA,"Myrtaceae","Eugenia","xiriricana","Eugenia xiriricana","Mattos","Sobral, M.",NA,NA,"Zorzanelli, J.P.F.; Senna, D.S.","476","2011","08",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1387","1387",NA,NA,"VIES030167",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"482","2020-03-19 11:42:06-03","UFES","VIES","33373","S","Plantae",NA,NA,"Piperaceae","Peperomia","corcovadensis","Peperomia corcovadensis","Gardner","Zorzanelli, J.P.F.","2013","12","Zorzanelli, J.P.F.; Bacci, L.","891","2013","12","01",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1534","1534",NA,NA,"VIES033373","VIES033373","32198","auto",NA,NA,"01",NA,NA,NA
"483","2020-03-19 11:42:00-03","UFES","VIES","33888","S","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Zorzanelli, J.P.F.","2014","08","Zorzanelli, J.P.F.","1065","2014","08","01",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1447","1447",NA,NA,"VIES033888",NA,"32198","auto",NA,NA,"01",NA,NA,NA
"484","2020-03-19 11:40:13-03","UFES","VIES","21574","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","longicaulis","Vriesea longicaulis","(Baker) Mez","Coser, T.S.","2012","05","Couto, D.R.; Favoreto, F.C.; Garrijo, T.T. & Tueler, A.","2190","2012","04","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021574",NA,"32198","auto",NA,NA,"07",NA,NA,NA
"485","2020-03-19 11:41:12-03","UFES","VIES","21358","S","Plantae",NA,NA,"Hypericaceae","Vismia","guianensis","Vismia guianensis","(Aubl.) Choisy","Zorzanelli, J.P.F.","2012","03","Zorzanelli, J.P.F.","206","2011","11","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021358",NA,"32198","auto",NA,NA,"29",NA,NA,NA
"486","2019-06-27 10:26:17-03","UFES","VIES","21877","S","Plantae",NA,NA,"Piperaceae","Peperomia","urocarpa","Peperomia urocarpa","Fisch. & C.A.Mey.","Guimarães, E.F.","2013",NA,"Zorzanelli, J.P.F.; Silveira, P.","399","2012","06","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021877",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"487","2020-03-19 11:40:35-03","UFES","VIES","31791","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","lingua","Elaphoglossum lingua","(C.Presl) Brack.","Zorzanelli, J.P.F.","2013","06","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","678","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1500","1500",NA,NA,"VIES031791","VIES031791","32198","auto",NA,NA,"07",NA,NA,NA
"488","2020-03-19 11:42:06-03","UFES","VIES","21881","S","Plantae",NA,NA,"Piperaceae","Peperomia","urocarpa","Peperomia urocarpa","Fisch. & C.A.Mey.","Zorzanelli, J.P.F.",NA,NA,"Zorzanelli, J.P.F.","182","2011","11","05",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021881",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"489","2020-03-19 11:41:57-03","UFES","VIES","21475","S","Plantae",NA,NA,"Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Couto, D.R.","2012","02","Zorzanelli, J.P.F.","340","2012","02","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021475",NA,"32198","auto",NA,NA,"27",NA,NA,NA
"490","2020-03-19 11:41:57-03","UFES","VIES","30941","S","Plantae",NA,NA,"Orchidaceae","Gomesa","recurva","Gomesa recurva","R.Br.","Zorzanelli, J.P.F.","2013","01","Zorzanelli, J.P.F.; Graciliano, G.","613","2013","01","07",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1200","1200",NA,NA,"VIES030941",NA,"32198","auto",NA,NA,"21",NA,NA,NA
"491","2020-03-19 11:42:06-03","UFES","VIES","21883","S","Plantae",NA,NA,"Piperaceae","Peperomia","corcovadensis","Peperomia corcovadensis","Gardner","Zorzanelli, J.P.F.",NA,NA,"Zorzanelli, J.P.F.; Couto, D.R.","27","2011","07","21",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021883",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"492","2020-03-19 11:40:35-03","UFES","VIES","20159","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","lingua","Elaphoglossum lingua","(C.Presl) Brack.","Zorzanelli, J.P.F.","2013","06","Zorzanelli, J.P.F.; Bacci, L.","803","2013","06","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1424","1424",NA,NA,"VIES020159",NA,"32198","auto",NA,NA,"26",NA,NA,NA
"493","2019-06-27 10:24:44-03","UFES","VIES","33502","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","glaziovii","Elaphoglossum glaziovii","(Fée) Brade",NA,NA,NA,"Zorzanelli, J.P.F.","924","2014","01","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1388","1388",NA,NA,"VIES033502","VIES033502","32198","auto",NA,NA,NA,NA,NA,NA
"494","2020-03-19 11:41:35-03","UFES","VIES","31716","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","(Raddi) Cogn.","Kollmann, L.J.C.","2013","05","Zorzanelli, J.P.F.; Zorzanelli, R.F.","670","2013","04","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1224","1224",NA,NA,"VIES031716",NA,"32198","auto",NA,NA,"30",NA,NA,NA
"495","2019-06-27 10:25:54-03","UFES","VIES","30186","S","Plantae",NA,NA,"Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,NA,NA,"Zorzanelli, J.P.F.","372","2012","05","26",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1419","1419",NA,NA,"VIES030186",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"496","2020-03-19 11:39:50-03","UFES","VIES","30159","S","Plantae",NA,NA,"Asteraceae","Baccharis","dentata","Baccharis dentata","(Vell.) G.M.Barroso","Heiden, G.","2013","04","Zorzanelli, J.P.F.; Jabobem, M.A.A.S.","61","2011","08","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES030159","VIES030159","32198","auto",NA,NA,"19",NA,NA,NA
"497","2020-03-19 11:42:06-03","UFES","VIES","20572","S","Plantae",NA,NA,"Piperaceae","Peperomia","corcovadensis","Peperomia corcovadensis","Gardner","Zorzanelli, J.P.F.","2013","10","Couto, D.R.; Zorzanelli, J.P.F.","2041","2011","07","21",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1250","1250",NA,NA,"VIES020572",NA,"32198","auto",NA,NA,"04",NA,NA,NA
"498","2020-03-19 11:40:35-03","UFES","VIES","21938","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","glaziovii","Elaphoglossum glaziovii","(Fée) Brade","Zorzanelli, J.P.F.","2012","07","Zorzanelli, J.P.F.","392","2012","06","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021938",NA,"32198","auto",NA,NA,"15",NA,NA,NA
"499","2020-03-19 11:41:54-03","UFES","VIES","21474","S","Plantae",NA,NA,"Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Fraga","2012","03","Zorzanelli, J.P.F.; Silva, A.E.","320","2012","01","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021474",NA,"32198","auto",NA,NA,"20",NA,NA,NA
"500","2020-03-19 11:40:19-03","UFES","VIES","21978","S","Plantae",NA,NA,"Cardiopteridaceae","Citronella","paniculata","Citronella paniculata","(Mart.) R.A.Howard","Zorzanelli, J.P.F.",NA,NA,"Zorzanelli, J.P.F.; Silva, A.E.","457","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021978",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"501","2020-01-30 18:44:08-03","UFES","VIES","33862","S","Plantae",NA,NA,"Piperaceae","Peperomia","alata","Peperomia alata","Ruiz & Pav.","E.F. Guimarães","2014",NA,"Zorzanelli, J.P.F.","1036","2014","07","07",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1313","1313",NA,NA,"VIES033862",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"502","2020-03-19 11:41:57-03","UFES","VIES","20559","S","Plantae",NA,NA,"Orchidaceae","Grobya","amherstiae","Grobya amherstiae","Lindl.","Couto, D.R.","2011","07","Couto, D.R.; Zorzanelli, J.P.F.","2052","2011","07","21",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1357","1357",NA,NA,"VIES020559",NA,"32198","auto",NA,NA,"21",NA,NA,NA
"503","2019-06-27 10:26:43-03","UFES","VIES","21867","S","Plantae",NA,NA,"Salicaceae","Casearia","espiritosantensis","Casearia espiritosantensis","R. Marquete et Mansano","Marquete, R.",NA,NA,"Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","51","2011","08","13",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021867",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"504","2020-03-19 11:40:13-03","UFES","VIES","42080","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","heterostachys","Vriesea heterostachys","(Baker) L.B.Sm.","Couto, D.R.","2011","08","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","70","2011","08","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES042080",NA,"32198","auto",NA,NA,"16",NA,NA,NA
"505","2020-03-19 11:42:21-03","UFES","VIES","30051","S","Plantae",NA,NA,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","Mart. ex Schult. & Schult.f.","Gomes, M.",NA,NA,"Zorzanelli, J.P.F.; Senna, D.S.","447","2011","06",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1398","1398",NA,NA,"VIES030051",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"506","2020-03-19 11:41:49-03","UFES","VIES","30373","S","Plantae",NA,NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Sobral, M.","2013","04","Zorzanelli, J.P.F.; Zorzanelli, L.R.F. & Pereira, C.","571","2012","10","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1153","1153",NA,NA,"VIES030373",NA,"32198","auto",NA,NA,"01",NA,NA,NA
"507","2020-03-19 11:42:51-03","UFES","VIES","31736","S","Plantae",NA,NA,"Vitaceae","Cissus","verticillata","Cissus verticillata verticillata",NA,"Lombardi, J.A.","2013","04","Zorzanelli, J.P.F.; Zorzanelli, R.F.","649","2013","04","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1285","1285",NA,NA,"VIES031736",NA,"32198","auto",NA,NA,"29","verticillata",NA,NA
"508","2019-06-27 10:25:55-03","UFES","VIES","34037","S","Plantae",NA,NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Giaretta, A.O.","2014",NA,"Zorzanelli, J.P.F.","1061","2014","07","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1416","1416",NA,NA,"VIES034037",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"509","2019-06-27 10:26:55-03","UFES","VIES","21500","S","Plantae",NA,NA,"Solanaceae","Athenaea","martiana","Athenaea martiana","Sendtn.",NA,NA,NA,"Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","73","2011","08","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021500",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"510","2020-03-19 11:41:46-03","UFES","VIES","21509","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","Sobral, M.","2012","05","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","163","2011","10","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021509",NA,"32198","auto",NA,NA,"11",NA,NA,NA
"511","2020-03-19 11:41:46-03","UFES","VIES","33539","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutiflora","Myrceugenia acutiflora","(Kiaersk.) D.Legrand & Kausel","Tuler, A.C.",NA,NA,"Zorzanelli, J.P.F.","956","2014","02","25",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1314","1314",NA,NA,"VIES033539","VIES033539","32198","auto",NA,NA,NA,NA,NA,NA
"512","2020-03-19 11:41:31-03","UFES","VIES","21672","S","Plantae",NA,NA,"Marattiaceae","Eupodium","kaulfussii","Eupodium kaulfussii","(J.Sm.) J.Sm.","Salino, A.","2012","05","Zorzanelli, J.P.F.; Couto, D.R.; Carrijo, T.T. & Tuler, A.C.","365","2012","04","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021672",NA,"32198","auto",NA,NA,"08",NA,NA,NA
"513","2019-06-27 10:25:54-03","UFES","VIES","30185","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia",NA,"Myrceugenia",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Senna, D.S.","494","2011","08",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1328","1328",NA,NA,"VIES030185",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"514","2019-06-27 10:25:54-03","UFES","VIES","30182","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia",NA,"Myrceugenia",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Senna, D.S.","491","2011","08",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1328","1328",NA,NA,"VIES030182",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"515","2019-06-27 10:25:54-03","UFES","VIES","30179","S","Plantae",NA,NA,"Myrtaceae","Myrceugenia",NA,"Myrceugenia",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Senna, D.S.","488","2011","08",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1416","1416",NA,NA,"VIES030179",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"516","2019-09-27 18:03:37-03","UFES","VIES","33604","S","Plantae",NA,NA,"Araceae","Anthurium","angustifolium","Anthurium angustifolium","Theófilo & Sakur.","R.T. Valadares","2018","12","Zorzanelli, J.P.F.; Bacci, L.","1012","2014","04","12",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1418","1418",NA,NA,"VIES033604",NA,"32198","auto",NA,NA,"17",NA,NA,NA
"517","2020-03-19 11:39:44-03","UFES","VIES","33508","S","Plantae",NA,NA,"Araceae","Anthurium","angustifolium","Anthurium angustifolium","Theófilo & Sakur.","Valadares, R.T.","2017","02","Zorzanelli, J.P.F.","928","2014","01","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1264","1264",NA,NA,"VIES033508","VIES033508","32198","auto",NA,NA,"21",NA,NA,NA
"518","2020-03-19 11:42:49-03","UFES","VIES","31782","S","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","Lombardi, J.A.","2013","07","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","700","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1500","1500",NA,NA,"VIES031782",NA,"32198","auto",NA,NA,"08",NA,NA,NA
