"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","scientificNameAuthorship","identifiedBy","yearIdentified","recordNumber","year","month","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus"
"1379","2020-03-04 20:43:42-03","UFMG","BHCB-SL","139874","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Amauropelta","opposita","Amauropelta opposita","Almeida, TE; Salino, A","Brasil","Minas Gerais","Barão de Cocais","Estrada que leva do distrito de Brumal ao municípi, Floresta Estacional Semidecidual","-43.506694","-20.001472",NA,"Erva terrestre em barranco, a beira de estrada, em área degradada",NA,NA,"(Vahl) Pic.Serm.","Almeida, TE; Salino, A","2010","2385","2010","05","20","América","-43.506694","-20.001472",NA,NA,NA,"775","775",NA,"05","20",NA,NA
"1380","2019-12-19 16:18:50-03","UFMG","BHCB-SL","165980","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","ferruginea","Anemia ferruginea","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Morro do Baú, Itabirito e Itabirito dolomítico, com lentes de dolomito.","-43.579722","-20.023889",NA,"Terrestre em Campo Rupestre Ferruginoso Arbustivo. Projeto Lacunas do Conhecimento.",NA,NA,"Humb. & Bonpl. ex Kunth","Salino, A",NA,"2000","2013","02","19","América","-43.579722","-20.023889",NA,NA,NA,"1286","1286",NA,NA,NA,NA,NA
"1381","2019-11-07 11:13:50-03","UFMG","BHCB-SL","81503","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","nervosa","Anemia nervosa","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco, Floresta Estacional Semidecidual Montana e área de campo rupestre sobre canga","-43.616389","-19.944667",NA,NA,NA,NA,"Pohl","Dittrich, VAO","2014","8702","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200",NA,"08",NA,NA,NA
"1382","2019-11-07 11:13:53-03","UFMG","BHCB-SL","123713","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","Rezende, SG; Pena, FSR; Neves, GS; Mendes, MS","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco, Região da barragem de rejeito","-43.603056","-19.974722",NA,"Floresta Estacional Semidecidual Montana, herbácea",NA,NA,"(L.) Sw.","Dittrich, VAO","2008","2604","2008","05","07","América","-43.603056","-19.974722",NA,NA,NA,"868","868",NA,"06",NA,NA,NA
"1383","2020-02-11 18:25:30-03","UFMG","BHCB-SL","171949","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","raddiana","Anemia raddiana","Pivari, MO; Miranda, E; Tomich, S","Brasil","Minas Gerais","Barão de Cocais","Complexo Minas Centrais, Mina de Brucutu, Cava da Divisa.","-43.437778","-19.889722",NA,"Erva em Campo Rupestre Ferruginoso Arbustivo, soros castanhos.",NA,NA,"Link","Salino, A",NA,"1865","2014","03","18","América","-43.437778","-19.889722",NA,NA,NA,"971","971",NA,NA,NA,NA,NA
"1384","2019-12-19 16:18:55-03","UFMG","BHCB-SL","172012","PreservedSpecimen","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","claussenii","Asplenium claussenii","Pivari, MO; Miranda, E; Tomich, S","Brasil","Minas Gerais","Barão de Cocais","Serra do Cambotas, Floresta Estacional Semidecidual.","-43.535556","-19.858889",NA,"Erva em serrapilheira em Floresta Estacional Semidecidual. Soros castanhos.",NA,NA,"Hieron.","Salino, A",NA,"1942","2014","05","13","América","-43.535556","-19.858889",NA,NA,NA,"1145","1145",NA,NA,NA,NA,NA
"1385","2019-12-19 16:18:58-03","UFMG","BHCB-SL","123717","PreservedSpecimen","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Rezende, SG; Pena, FSR; Neves, GS; Mendes, MS","Brasil","Minas Gerais","Barão de Cocais","Minas de Gongo Soco; Região da Barragem de Rejeto","-43.603056","-19.974722",NA,"Floresta Estacional Semideciual Montana, herbáceo.",NA,NA,"Willd.","Salino, A",NA,"2608","2008","05","07","América","-43.603056","-19.974722",NA,NA,NA,"868","868",NA,NA,NA,NA,NA
"1386","2020-02-11 18:25:35-03","UFMG","BHCB-SL","81500","PreservedSpecimen","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","harpeodes","Asplenium harpeodes","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina da Gongo Soco (CVRD), Floresta Estacional Semidecidual Montana e área de Campo Rupestre sobre Canga.","-43.616389","-19.944667",NA,"Epífita em caule de feto arborescente (Alsophila setosa), no interior de mata.",NA,NA,"Kunze","Salino, A",NA,"8699","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA
"1387","2019-12-19 16:20:33-03","UFMG","BHCB-SL","81496","PreservedSpecimen","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","mucronatum","Asplenium mucronatum","Salino, A","Brasil","Minas Gerais","Barão de Cocais","Mina Gongo Soco (CVRD), Floresta Estacional Semidecidual Montana e área campo rupestre sob canga","-43.616389","-19.944667",NA,"Epífita; em caule de feto arborescente (Alsophilla setosa) , interior de mata",NA,NA,"C.Presl","Salino, A",NA,"8695","2003","05","07","América","-43.616389","-19.944667",NA,"BHCB000577","BHCB000577","1200","1200",NA,NA,NA,NA,NA
"1388","2019-12-19 16:19:01-03","UFMG","BHCB-SL","171876","PreservedSpecimen","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Pivari, MO; Miranda, E; Tomich, S","Brasil","Minas Gerais","Barão de Cocais","Serra dos Cambotas, Campo rupestre quartizítico.","-43.535556","-19.858889",NA,"Erva com soros castanhos.",NA,NA,"Sw.","Matos, FB",NA,"1792","2014","03","20","América","-43.535556","-19.858889",NA,NA,NA,"1145","1145",NA,NA,NA,NA,NA
"1389","2019-12-19 16:19:01-03","UFMG","BHCB-SL","171990","PreservedSpecimen","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Pivari, MO; Miranda, E; Tomich, S; Santos, LM","Brasil","Minas Gerais","Barão de Cocais","Serra dos Cambotas, Floresta Estacional Semidecidual.","-43.535833","-19.858889",NA,"Erva rup;icula em aflorameto quartizíticoem floresta Estacional semidecidual, soros castanhos.",NA,NA,"Sw.","Matos, FB",NA,"1920","2014","06","11","América","-43.535833","-19.858889",NA,NA,NA,"1145","1145",NA,NA,NA,NA,NA
"1390","2019-12-19 16:19:01-03","UFMG","BHCB-SL","172026","PreservedSpecimen","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra","Asplenium serra","Pivari, MO; Miranda, E","Brasil","Minas Gerais","Barão de Cocais","Serra dos Cambotas- Fazenda Sapatinho, Floresta Estacional Semidecidual.","-43.535556","-19.858889",NA,"Erva terrícula presente em encosta no interior de mata.",NA,NA,"Langsd. & Fisch.","Fernandes, RS; Pivari, MO","2014","1957","2014","06","05","América","-43.535556","-19.858889",NA,NA,NA,"1145","1145",NA,"06",NA,NA,NA
"1391","2019-12-19 16:19:01-03","UFMG","BHCB-SL","81508","PreservedSpecimen","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra","Asplenium serra","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina do Gongo Soco. Floresta Estacional Semidecidual Montana e área de campo rupestre sobre canga.","-43.616389","-19.944444",NA,"Terrestre no interior de mata.",NA,NA,"Langsd. & Fisch.","Salino, A; Matos, FB","2003","8707","2003","05","07","América","-43.616389","-19.944444",NA,NA,NA,"1200","1200",NA,"05",NA,NA,NA
"1392","2019-11-07 11:18:12-03","UFMG","BHCB-SL","123788","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Campyloneurum",NA,"Campyloneurum","Rezende, SG; Pena, FSR; Neves, GS; Mendes, MS","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco, Região da Barragem de Rejeito. Floresta Estacional Semidecidual Montana.","-43.603056","-19.974722",NA,"Epífita.",NA,NA,NA,NA,NA,"2679","2008","05","07","América","-43.603056","-19.974722",NA,NA,NA,"868","868",NA,NA,NA,NA,NA
"1393","2020-02-11 18:26:44-03","UFMG","BHCB-SL","123801","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Christella","conspersa","Christella conspersa","Rezende, SG; Pena, FSR; Neves, GS; Mendes, MS","Brasil","Minas Gerais","Barão de Cocais","Mina da Gongo Soco. Região da barragem de rejeito, Floresta Estacional Semidecidual Montana","-43.603056","-19.974722",NA,"Herbáceo",NA,NA,"(Schrad.) Á.Löve & D.Löve","Almeida, TE",NA,"2692","2008","05","07","América","-43.603056","-19.974722",NA,NA,NA,"868","868",NA,NA,NA,NA,NA
"1394","2019-11-07 11:21:24-03","UFMG","BHCB-SL","123802","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Christella","hispidula","Christella hispidula","Rezende, SG; Pena, FSR; Neves, GS; Mendes, MS","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco, região da barragem de rejeito, Floresta Estacional Semidecidual Montana","-43.603056","-19.974722",NA,"Herbáceo",NA,NA,"(Decne.) Holttum","Almeida, TE",NA,"2693","2008","05","07","América","-43.603056","-19.974722",NA,NA,NA,"868","868",NA,NA,NA,NA,NA
"1395","2020-03-04 20:43:09-03","UFMG","BHCB-SL","81505","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Ctenitis","submarginalis","Ctenitis submarginalis tenuifolia","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco","-43.616389","-19.944667",NA,"Terrestre em borda de mata.",NA,NA,"(C.Presl) R.S.Viveros","Viveros, RS","2015","8704","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200","tenuifolia","11",NA,NA,NA
"1396","2019-11-07 11:15:53-03","UFMG","BHCB-SL","123743","PreservedSpecimen","Plantae",NA,NA,NA,"Cyatheaceae","Cyathea","delgadii","Cyathea delgadii","Rezende, SG; Pena, FSR; Neves, GS; Mendes, MS","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco","-43.603056","-19.974722",NA,NA,NA,NA,"Sternb.","Almeida, TE",NA,"2634","2008","05","07","América","-43.603056","-19.974722",NA,NA,NA,"868","868",NA,NA,NA,NA,NA
"1397","2019-11-07 11:15:22-03","UFMG","BHCB-SL","81489","PreservedSpecimen","Plantae",NA,NA,NA,"Athyriaceae","Diplazium","lindbergii","Diplazium lindbergii","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco (CVRD), Floresta Estacional Semidecidual Montana e área de campo rupestre sobre canga.","-43.616389","-19.944667",NA,"Terrestre a margem de riacho, no interior de mata.",NA,NA,"(Mett.) Christ","Salino, A","2003","8688","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200",NA,"05",NA,NA,NA
"1398","2019-12-19 16:20:38-03","UFMG","BHCB-SL","171983","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum",NA,"Elaphoglossum","Pivari, MOD; Miranda, E; Tomich, S; Santos, LM dos","Brasil","Minas Gerais","Barão de Cocais","Serra do Cambotas","-43.535556","-19.858889",NA,"Erva terrestre.; Em interior de mata, próximo a curso d'água. Floresta Estacional Semidecidual.",NA,NA,"Schott ex J.Sm.","Salino, A",NA,"1955","2014","06","11","América","-43.535556","-19.858889",NA,"BHCB049362",NA,"1145","1145",NA,NA,NA,NA,NA
"1399","2019-12-19 16:20:38-03","UFMG","BHCB-SL","171989","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","burchellii","Elaphoglossum burchellii","Pivari, MOD; Miranda, E; Tomich, S; Santos, LM dos","Brasil","Minas Gerais","Barão de Cocais","Serra do Cambotas","-43.535556","-19.858889",NA,"Erva rupícola.; Em afloramento quartizítico em Floresta Estacional Semidecidual.",NA,NA,"(Baker) C.Chr.","Salino, A",NA,"1918","2014","06","11","América","-43.535556","-19.858889",NA,"BHCB049458",NA,"1145","1145",NA,NA,NA,NA,NA
"1400","2019-11-07 11:21:33-03","UFMG","BHCB-SL","123800","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Macrothelypteris","torresiana","Macrothelypteris torresiana","Rezende, SG; Pena, FSR; Neves, GS; Mendes, MS","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco, Floresta Estacional Semidecidual","-43.603056","-19.974722",NA,"Herbáceo",NA,NA,"(Gaudich.) Ching","Dittrich, VAO","2008","2691","2008","05","07","América","-43.603056","-19.974722",NA,NA,NA,"868","868",NA,"06",NA,NA,NA
"1401","2020-03-04 20:43:09-03","UFMG","BHCB-SL","81484","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Megalastrum","abundans","Megalastrum abundans","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco (CVRD), Floresta Estacional Semidecidual Montana e área de campo rupestre sobre canga.","-43.616389","-19.944667",NA,"Terrestre no interior de mata, local brejoso. Caule ereto.",NA,NA,"(Rosenst.) A.R.Sm. & R.C.Moran","Salino, A","2003","8683","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200",NA,"07",NA,NA,NA
"1402","2019-11-07 11:18:40-03","UFMG","BHCB-SL","81506","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Microgramma","tecta","Microgramma tecta","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina Gongo Soco (CVRD), Floresta Estacional Semidecidual Montana e área de campo rupestre sobre canga.","-43.616389","-19.944667",NA,"Epífita à 2m de altura, no interior de mata.",NA,NA,"(Kaulf.) Alston","Almeida, TE","2013","8705","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA
"1403","2020-03-04 20:43:28-03","UFMG","BHCB-SL","81499","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Moranopteris","achilleifolia","Moranopteris achilleifolia","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina Gongo Soco (CVRD), Floresta Estacional Semidecidual Montana e área de campo rupestre sobre canga.","-43.616389","-19.944667",NA,"Epífita à 1m de altura, no interior de mata.",NA,NA,"(Kaulf.) R.Y.Hirai & J.Prado","Salino, A","2003","8698","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200",NA,"05",NA,NA,NA
"1404","2020-03-04 20:43:20-03","UFMG","BHCB-SL","81502","PreservedSpecimen","Plantae",NA,NA,NA,"Lycopodiaceae","Palhinhaea","camporum","Palhinhaea camporum","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco (CVRD), Floresta Estacional Semidecidual Montana e área de Campo Rupestre sobre canga.","-43.616389","-19.944667",NA,"Terrestre em local úmido do campo rupestre.",NA,NA,"(B.Øllg. & P.G.Windsch) Holub","Salino, A",NA,"8701","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA
"1405","2020-02-11 18:26:21-03","UFMG","BHCB-SL","123789","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pecluma","robusta","Pecluma robusta","Rezende, SG; Pena, FSR; Neves, GS; Mendes, MS","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco, Região da Barragem de Rejeito. Floresta Estacional Semidecidual Montana.","-43.603056","-19.974722",NA,"Herbáceo.",NA,NA,"(Fée) M.Kessler & A.R.Sm.","Almeida, TE",NA,"2680","2008","05","07","América","-43.603056","-19.974722",NA,NA,NA,"868","868",NA,NA,NA,NA,NA
"1406","2020-02-11 18:26:21-03","UFMG","BHCB-SL","81509","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pecluma","robusta","Pecluma robusta","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina Gongo Soco (CVRD), Floresta Estacional Semidecidual Montana e área de campo rupestre sobre canga.","-43.616389","-19.944667",NA,"Terrestre, interior de mata.",NA,NA,"(Fée) M.Kessler & A.R.Sm.","Salino, A","2003","8708","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200",NA,"05",NA,NA,NA
"1407","2020-02-11 18:26:21-03","UFMG","BHCB-SL","81495","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina Gongo Soco (CVRD), Floresta Estacional Semidecidual Montana e área de campo rupestre sobre canga.","-43.616389","-19.944667",NA,"Epífita em caule de feto arborescente (Alsophila setosa), no interior de mata.",NA,NA,"(Lindm.) M.G.Price","Salino, A","2003","8694","2003","05","07","América","-43.616389","-19.944667",NA,"BHCB002292","BHCB002292","1200","1200",NA,"05",NA,NA,NA
"1408","2019-11-07 11:17:04-03","UFMG","BHCB-SL","81492","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Polystichum","montevidense","Polystichum montevidense montevidense","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina de Congo, Soco(CVRd). Floresta Estacional Semidecidual Montana e área de campo rupestre sobre canga.","-43.616389","-19.944667",NA,"Terrestre no interior de mata.",NA,NA,"Spreng.","Salino, A","2003","8691","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200","montevidense","05",NA,NA,NA
"1409","2019-12-19 16:21:03-03","UFMG","BHCB-SL","81498","PreservedSpecimen","Plantae",NA,NA,NA,"Saccolomataceae","Saccoloma","elegans","Saccoloma elegans","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina da Gongo Soco (CVRD), Floresta Estacional Semidecidual Montana e área de campo rupestre sobre canga.","-43.616389","-19.944444",NA,"Terrestre no interior de mata.",NA,NA,"Kaulf.","Salino, A","2003","8697","2003","05","07","América","-43.616389","-19.944444",NA,"BHCB002381","BHCB002381","1200","1200",NA,"05",NA,NA,NA
"1410","2020-03-04 20:43:39-03","UFMG","BHCB-SL","165927","PreservedSpecimen","Plantae",NA,NA,NA,"Selaginellaceae","Selaginella","marginata","Selaginella marginata","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Morro do Baú","-43.579722","-20.023889",NA,"Terrestre no campo rupestre ferruginoso arbustivo",NA,NA,"(Humb. & Bonpl. ex Willd.) Spring","Assis, ELM de","2015","1947","2013","02","19","América","-43.579722","-20.023889",NA,NA,NA,"1286","1286",NA,"05","13",NA,NA
"1411","2019-11-07 11:21:40-03","UFMG","BHCB-SL","81507","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco (CVRD), Floresta Estacional Semidecidual MOntana e área de campo rupestre sobre canga.","-43.616389","-19.944667",NA,"Terrestre na borda de mata.",NA,NA,"(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2003","8706","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200",NA,"05",NA,NA,NA
"1412","2020-03-04 20:43:50-03","UFMG","BHCB-SL","81493","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Steiropteris","leprieurii","Steiropteris leprieurii","Salino, A; Mota, RC; Carvalho, WAC","Brasil","Minas Gerais","Barão de Cocais","Mina de Congo Soco (CVRD), Floresta Estacional Semidecidual Montana e área de campo rupestre sobre canga.","-43.616389","-19.944667",NA,"Terrestre a margem de riacho, no interior de mata.",NA,NA,"Hook.","Salino, A","2003","8692","2003","05","07","América","-43.616389","-19.944667",NA,NA,NA,"1200","1200",NA,"05",NA,NA,NA
"1413","2019-11-07 11:19:35-03","UFMG","BHCB-SL","114131","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","Tameirão, NE","Brasil","Minas Gerais","Barão de Cocais","CVRD, Projeto Barragem Norte Mina de Burcutu, distrito de Cocais","-43.4872016906738","-19.94580078125","21378","Campo rupestre, herbáceo.","auto",NA,"(Taub.) Domin",NA,NA,"4579","2006","09","28","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","2019-12-19 16:20:42-03","UFMG","BHCB-SL","165536","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","scalpellum","Elaphoglossum scalpellum","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú","-43.4872016906738","-19.94580078125","21378","Projeto Lacunas do Conhecimento.; Rupícola.; Em campo rupestre ferruginoso aberto. Litotipo: Canga: fragmento de rocha cimentados por limonita.","auto",NA,"T.Moore","Salino, A",NA,"2585","2013","02","07","América",NA,NA,NA,"BHCB049393",NA,NA,NA,NA,NA,NA,NA,NA
"1415","2019-12-19 16:18:50-03","UFMG","BHCB-SL","165494","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","ferruginea","Anemia ferruginea","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú, Canga: fragmento de rocha cimentados por limotina.","-43.4872016906738","-19.94580078125","21378","Terrestre em Campo Rupestre Ferruginoso Aberto.","auto",NA,"Humb. & Bonpl. ex Kunth","Salino, A",NA,"2504","2013","02","07","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416","2019-11-07 11:19:42-03","UFMG","BHCB-SL","165532","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Doryopteris","collina","Doryopteris collina","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú, Litotipo: Canga: fragmento de rocha cimentados por limonita.","-43.4872016906738","-19.94580078125","21378","Terrestre em campo rupestre ferruginoso aberto. Projeto Lacunas do Conhecimento.","auto",NA,"(Raddi) J.Sm.",NA,NA,"2542","2013","02","07","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","2019-11-07 11:19:06-03","UFMG","BHCB-SL","165485","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Serpocaulon","catharinae","Serpocaulon catharinae","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú, Litotipo: Canga: fragmento de rocha cimentados por limonita.","-43.4872016906738","-19.94580078125","21378","Terrrestre em Campo rupestre ferruginoso aberto. Projeto Lacunas do Conhecimento.","auto",NA,"(Langsd. & Fisch.) A.R.Sm.",NA,NA,"2441","2013","02","07","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","2019-10-16 14:13:08-03","UEL","FUEL","18275","PreservedSpecimen","Plantae","Tracheophyta",NA,"Magnoliales","Annonaceae","Guatteria","villosissima","Guatteria villosissima","Gomes, SML","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378","Transicao entre Mata Atlantica e cerrado.","auto",NA,"A.St.-Hil.","Dias, MC","1994","2015","1994","09","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09","09",NA,NA
"1419","2019-10-16 14:12:57-03","UEL","FUEL","35276","PreservedSpecimen","Plantae","Tracheophyta",NA,"Lamiales","Verbenaceae","Stachytarpheta","commutata","Stachytarpheta commutata","Oliveira, AM","Brasil","Minas Gerais","Barão de Cocais","Canga na Mina Brucutu","-43.4872016906738","-19.94580078125","21378","Arbusto c. 50cm; em canga couraçada; flores roxas.","auto",NA,"Schauer","Santos, JS","2014","37","2002","03","26",NA,NA,NA,NA,"FUEL000726",NA,NA,NA,NA,"01","28",NA,NA
"1420","2019-10-16 14:11:37-03","UEL","FUEL","35235","PreservedSpecimen","Plantae","Tracheophyta",NA,"Caryophyllales","Polygonaceae","Coccoloba","acrostichoides","Coccoloba acrostichoides","Oliveira, AM","Brasil","Minas Gerais","Barão de Cocais","Canga na Mina Brucutu","-43.4872016906738","-19.94580078125","21378","Arbusto 1,5m; em canga couraçada; frutos verdes.","auto",NA,"Cham.","Oliveira, AM","2002","s.n.","2002","03","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","2019-10-16 14:11:11-03","UEL","FUEL","40048","PreservedSpecimen","Plantae","Tracheophyta",NA,"Asterales","Asteraceae","Lychnophora","ericoides","Lychnophora ericoides","Oliveira, AM","Brasil","Minas Gerais","Barão de Cocais","Canga na Mina Brucutu, CVRD","-43.4872016906738","-19.94580078125","21378","Arbusto de 1 a 1,5m de altura, em canga couraçada; flores lilás.","auto",NA,"Mart.","Robinson, H","2003","47","2002","03","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"08",NA,NA,NA
"1422","2020-03-05 13:57:24-03","UEL","FUEL","35477","PreservedSpecimen","Plantae","Tracheophyta",NA,"Poales","Cyperaceae","Rhynchospora","exaltata","Rhynchospora exaltata","Oliveira, AM; Resck, R","Brasil","Minas Gerais","Barão de Cocais","Mina do Brucutu / CVRD, Mirante, Mirante CVRD","-43.4872016906738","-19.94580078125","21378","Erva ruderal; em canga couraçada.","auto",NA,"Kunth",NA,NA,"118","2002","08","09",NA,NA,NA,NA,"FUEL020074",NA,NA,NA,NA,NA,NA,NA,NA
"1423","2019-10-16 14:11:56-03","UEL","FUEL","35476","PreservedSpecimen","Plantae","Tracheophyta",NA,"Fabales","Leguminosae","Abarema","brachystachya","Abarema brachystachya","Oliveira, AM; et al.","Brasil","Minas Gerais","Barão de Cocais","Mina do Brucutu / CVRD, Mirante, Mirante CVRD","-43.4872016906738","-19.94580078125","21378","Arvoreta 2,5m; em canga couraçada; sementes brancas e azuis.","auto",NA,"(DC.) BarnebyJ.W.Grimes",NA,"2014","114","2002","08","09",NA,NA,NA,NA,"FUEL012734",NA,NA,NA,NA,"10","22",NA,NA
"1424","2016-09-19 16:12:48-03","UnB","UB","168399","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Myrcia","multiflora","Myrcia multiflora","Irwin, HS; Harley, RM; Onishi, E","Brasil","Minas Gerais","Barão de Cocais","Ca. 10 km W of Barão dos Cocais","-43.49","-19.95",NA,"Shrub ca. 2m tall. In bud.",NA,NA,"(Lam.) DC.","Rosa, PO","2014","28874","1971","01","22","Southern America","-43.49","-19.95",NA,NA,NA,"1400","1400",NA,"06",NA,NA,NA
