"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","typeStatus","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","class","previousCatalogNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"1808","2018-07-16 11:40:17-03","MBML","MBML-HERBARIO","21141",NA,"Plantae",NA,NA,"Lauraceae","Ocotea","longifolia","Ocotea longifolia",NA,"L. Kollmann; et al","6240","2003","06","24",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru","-40.676944","-20.096389",NA,NA,"Árvore 13m, DAP 30cm, fuste 11m. Frutos verdes.","MBML021141","MBML021141",NA,"A. Quinet/02-08-2006",NA,NA,"40W40'37","20S5'47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809","2018-07-16 11:40:17-03","MBML","MBML-HERBARIO","20667",NA,"Plantae",NA,NA,"Lauraceae","Ocotea","nitida","Ocotea nitida",NA,"L. Kollmann; et al","6160","2003","04","30",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru","-40.676944","-20.096389",NA,NA,"Árvore 15m, DAP 24cm, Fuste 8m. Frutos verdes.","MBML020667","MBML020667",NA,"H. van der Werff/Nov.2015",NA,NA,"40W40'37","20S5'47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","2018-07-16 11:40:18-03","MBML","MBML-HERBARIO","10024",NA,"Plantae",NA,NA,"Lauraceae","Ocotea","puberula","Ocotea puberula",NA,"L. Kollmann; E. Bausen & W. Pizziolo","2469","1999","04","13",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,NA,"Mata de encosta. Árvore13m. Dap 25cm. Fuste 10m. Flores amarelas.","MBML010024","MBML010024",NA,NA,NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","2018-07-16 11:40:18-03","MBML","MBML-HERBARIO","11999",NA,"Plantae",NA,NA,"Lauraceae","Ocotea","revolutifolia","Ocotea revolutifolia",NA,"V. Demuner; et al","792","2000","02","24",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,NA,"Árvore 16m, DAP 30cm, fuste 11m, flores cor verde claro, fruto jovem. Interior de mata, fundo de vala.","MBML011999","MBML011999",NA,"in dupl.: A. Quinet/03-04-2007",NA,"PARATIPO","40W38'45","19S58'55",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812","2018-07-16 11:40:18-03","MBML","MBML-HERBARIO","20083",NA,"Plantae",NA,NA,"Lauraceae","Ocotea","ruschii","Ocotea ruschii",NA,"L. Kollmann; et al","6044","2003","03","13",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Terreno de Reinaldo Berger","-40.780556","-20.067222",NA,NA,"Arvoreto 4m, na sombra. Frutos verdes.","MBML020083","MBML020083",NA,"in dupl.: A. Quinet/03-04-2007",NA,"PARATIPO","40W46'50","20S4'2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","2018-07-16 11:40:18-03","MBML","MBML-HERBARIO","20611",NA,"Plantae",NA,NA,"Lauraceae","Ocotea","ruschii","Ocotea ruschii",NA,"L. Kollmann; et al","6096","2003","04","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Terreno de R. Berger","-40.780556","-20.067222",NA,NA,"Arvoreto 5m, na sombra. Frutos verdes.","MBML020611","MBML020611",NA,"in dupl.: A. Quinet/03-04-2007",NA,"PARATIPO","40W46'50","20S4'2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","2018-07-16 11:40:18-03","MBML","MBML-HERBARIO","21859",NA,"Plantae",NA,NA,"Lauraceae","Ocotea","spixiana","Ocotea spixiana",NA,"L. Kollmann; et al","6261","2003","08","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Belem, Terreno de Paulo Seick","-40.697222","-20.043333",NA,NA,"Árvore 12m, DAP 22cm, fuste 9m. Frutos marrons.","MBML021859","MBML021859",NA,"A.Quinet & M.S.Kropf/2004",NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","2020-02-20 12:54:19-03","MBML","MBML-HERBARIO","52612",NA,"Plantae",NA,NA,"Orchidaceae","Octomeria",NA,"Octomeria",NA,"A. P. Fontana; K.A. Brahim & L. Kosanke","3567","2007","06","14",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Lamego, Morro de Sal. Área degradada. Afloramento arenítico.","-40.860278","-20.187778",NA,NA,"Epífita, na sombra. Frutos imaturos verdes. Projeto CORES-JBRJ.","MBML052612",NA,NA,NA,NA,NA,"40W51'37","20S11'16","1110","1110",NA,NA,NA,NA,NA,NA,NA
"1816","2020-02-20 12:54:19-03","MBML","MBML-HERBARIO","22909",NA,"Plantae",NA,NA,"Orchidaceae","Octomeria","aloefolia","Octomeria aloefolia",NA,"L. Kollmann; et al","7100","2004","10","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru","-40.676944","-20.096389",NA,NA,"Epífita na sombra, flores esverdeadas. Floração 18/10/2004, em cultivo.","MBML022909",NA,NA,"L. Kollmann - 02/1/2013",NA,NA,"40W40'37","20S5'47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","2020-02-20 12:54:19-03","MBML","MBML-HERBARIO","3670",NA,"Plantae",NA,NA,"Orchidaceae","Octomeria","concolor","Octomeria concolor",NA,"H. Q. Boudet Fernandes",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,"Culta. Duplicata no sítio Burle Marx no RJ.","MBML003670",NA,NA,"W.Foster/9-2008",NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818","2020-02-20 12:54:19-03","MBML","MBML-HERBARIO","20509",NA,"Plantae",NA,NA,"Orchidaceae","Octomeria","crassifolia","Octomeria crassifolia",NA,"M. V. S. Berger; et al","82","2003","04","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.924167","-20.176944",NA,NA,"Epífita, sobre galho caído, sombra. Flores amarelas. Floração em 21/04/2003.","MBML020509",NA,NA,"W.Foster/9-2008",NA,NA,"40W55'27","20S10'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819","2020-02-20 12:54:19-03","MBML","MBML-HERBARIO","21371",NA,"Plantae",NA,NA,"Orchidaceae","Octomeria","crassifolia","Octomeria crassifolia",NA,"M. V. S. Berger; et al","116","2003","08","10",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.924167","-20.176944",NA,NA,"Epífita próximo à capoeira, meia sombra, com frutos verdes flores vestigiais secas.","MBML021371",NA,NA,"W.Foster/9-2008",NA,NA,"40W55'27","20S10'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820","2020-02-20 12:54:19-03","MBML","MBML-HERBARIO","22348",NA,"Plantae",NA,NA,"Orchidaceae","Octomeria","crassifolia","Octomeria crassifolia",NA,"M. V. S. Berger; et al","128","2003","09","14",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.924167","-20.176944",NA,NA,"Rupícola, sol direto, flores com pétalas, sépalas, labelo e coluna amarelos, labelo com mácula vinácea na altura da calosidade da base do mesmo. Floração em 10/04/2004","MBML022348",NA,NA,"L. Kollmann - 02/1/2013",NA,NA,"40W55'27","20S10'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821","2020-02-20 12:54:19-03","MBML","MBML-HERBARIO","21373",NA,"Plantae",NA,NA,"Orchidaceae","Octomeria","palmyrabellae","Octomeria palmyrabellae",NA,"M. V. S. Berger; et al","117","2003","08","10",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.924167","-20.176944",NA,NA,"Epífita, próximo à capoeira, meia sombra. Com frutos verdes flores vestigiais secas.","MBML021373",NA,NA,"W. Forster/Fev.2013",NA,NA,"40W55'27","20S10'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822","2020-02-20 12:54:19-03","MBML","MBML-HERBARIO","44535",NA,"Plantae",NA,NA,"Orchidaceae","Octomeria","tricolor","Octomeria tricolor",NA,"J. Freitas","47","2010","07","24",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","São José do Rio Claro. Prop. Cláudio de Almeida Conceição, trilha para topo do morro (área 1)","-40.615222","-20.342708",NA,NA,"Epífita em árvore caída (viva, porém, apoiada em outra árvore). Flores brancas, um pouco translúcidas. Labelo roxo translúcido","MBML044535",NA,NA,"J. Freitas/26-07-2010",NA,NA,"40W36'54,8","20S20'33,75",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","2017-09-14 11:24:09-03","MBML","MBML-HERBARIO","33163",NA,"Plantae",NA,NA,"Onagraceae","Oenothera",NA,"Oenothera",NA,"L. Kollmann","10241","2007","12","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove, terreno de L.Kollmann","-40.645833","-19.981944",NA,NA,"Erva 30 cm, na beira da estrada, flores amarelas.","MBML033163",NA,NA,NA,NA,NA,"40W38'45","19S58'55","730","730",NA,NA,NA,NA,NA,NA,NA
"1824","2018-01-30 15:46:51-02","MBML","MBML-HERBARIO","18380",NA,"Plantae",NA,NA,"Olacaceae",NA,NA,NA,NA,"L. Kollmann; et al","5759","2002","11","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,NA,"Árvore 9m. DAP 23cm. Fuste 2m. Brácteas e frutos verdes.","MBML018380",NA,NA,NA,NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825","2018-01-30 15:46:17-02","MBML","MBML-HERBARIO","20817",NA,"Plantae",NA,NA,"Gramineae","Olyra","latifolia","Olyra latifolia",NA,"L. Kollmann; et al","6179","2003","05","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio das Pedras","-40.725556","-20.069167",NA,NA,"Erva, na sombra. Frutos verdes.","MBML020817","MBML020817",NA,"Pedro L. Viana/30-10-2007",NA,NA,"40W43'32","20S4'9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826","2017-09-14 11:24:09-03","MBML","MBML-HERBARIO","3675",NA,"Plantae",NA,NA,"Orchidaceae",NA,NA,NA,NA,"H. Q. Boudet Fernandes",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,"4 spp? Culta em vaso.","MBML003675",NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827","2018-04-02 10:40:33-03","MBML","MBML-HERBARIO","52556",NA,"Plantae",NA,NA,"Onagraceae",NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim & J.Rossini","3457","2007","05","29",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão, Pedra do Garrafão, topo.","-40.923333","-20.177639",NA,NA,"Arbusto. Flores com sépalas rosas e pétalas lilás. Projeto CORES-JBRJ.","MBML052556",NA,NA,NA,NA,NA,"40W55'24","20S10'39,5","1495","1495",NA,NA,NA,NA,NA,NA,NA
"1828","2017-09-14 11:24:09-03","MBML","MBML-HERBARIO","3678",NA,"Plantae",NA,NA,"Orchidaceae",NA,NA,NA,NA,"H. Q. Boudet Fernandes",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,"Culta (1 vaso).","MBML003678",NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829","2017-09-14 11:19:28-03","MBML","MBML-HERBARIO","49209",NA,"Plantae",NA,NA,"Compositae","Ophryosporus","freyreissii","Ophryosporus freyreissii",NA,"L. Kollmann","13050","2015","08","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio nove, Prop. de L.Kollmann","-40.649722","-19.980556",NA,NA,"Planta escandente, flores brancas","MBML049209","MBML049209",NA,"G. Heiden/05-04-2016",NA,NA,"40W38'59","19S58'50","755","755",NA,NA,NA,NA,NA,NA,NA
"1830","2017-09-14 11:24:09-03","MBML","MBML-HERBARIO","3657",NA,"Plantae",NA,NA,"Orchidaceae",NA,NA,NA,NA,"H. Q. Boudet Fernandes",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,"Culta. (1 vaso), duplicata no sítio Burle Marx no RJ.","MBML003657",NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831","2017-09-14 11:24:09-03","MBML","MBML-HERBARIO","3658",NA,"Plantae",NA,NA,"Orchidaceae",NA,NA,NA,NA,"H. Q. Boudet Fernandes",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,"Informações transcritas do banco de dados, material não localizado no inventário de 2010","MBML003658",NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832","2017-09-14 11:24:09-03","MBML","MBML-HERBARIO","3664",NA,"Plantae",NA,NA,"Orchidaceae",NA,NA,NA,NA,"H. Q. Boudet Fernandes",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,"Culta (1 vaso), duplicata no sítio Burlemarx no RJ.","MBML003664",NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833","2017-09-14 11:24:09-03","MBML","MBML-HERBARIO","3666",NA,"Plantae",NA,NA,"Orchidaceae",NA,NA,NA,NA,"M. F. dos Santos",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,"Culta (1 vaso).","MBML003666",NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","2017-09-14 11:24:09-03","MBML","MBML-HERBARIO","3668",NA,"Plantae",NA,NA,"Orchidaceae",NA,NA,NA,NA,"H. Q. Boudet Fernandes",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,"Culta (1 vaso).","MBML003668",NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","2017-09-14 11:24:09-03","MBML","MBML-HERBARIO","3669",NA,"Plantae",NA,NA,"Orchidaceae",NA,NA,NA,NA,"H. Q. Boudet Fernandes",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,"Culta.","MBML003669",NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836","2017-09-14 11:24:09-03","MBML","MBML-HERBARIO","3671",NA,"Plantae",NA,NA,"Orchidaceae",NA,NA,NA,NA,"H. Q. Boudet Fernandes",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,"Culta.","MBML003671",NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837","2017-09-14 11:24:09-03","MBML","MBML-HERBARIO","3682",NA,"Plantae",NA,NA,"Orchidaceae",NA,NA,NA,NA,"H. Q. Boudet Fernandes",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,"Culta (1 vaso).","MBML003682",NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838","2017-09-14 11:42:09-03","MBML","MBML-HERBARIO","51033",NA,"Plantae",NA,NA,"Araliaceae","Oreopanax","capitatus","Oreopanax capitatus",NA,"L. Kollmann","13205","2016","11","04",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove, sitio L.Kollmann","-40.649444","-19.981111",NA,NA,"Arvore caida, flores verdes.","MBML051033","MBML051033",NA,NA,NA,NA,"40W38'58","19S58'52",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839","2018-03-14 14:30:26-03","MBML","MBML-HERBARIO","24811",NA,"Plantae",NA,NA,"Osmundaceae","Osmunda","regalis","Osmunda regalis",NA,"L. Kollmann","8251","2005","08","28",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,NA,"Planta de 1m no sol.","MBML024811","MBML024811",NA,"T.E. Almeida/XI-2006",NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840","2017-09-14 11:25:09-03","MBML","MBML-HERBARIO","33189",NA,"Plantae",NA,NA,"Osmundaceae","Osmunda","regalis","Osmunda regalis",NA,"L. Kollmann","10221","2007","12","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove, terreno de L.Kollmann","-40.645833","-19.981944",NA,NA,"Erva 1,4 m no sol, no brejo","MBML033189","MBML033189",NA,"L. Sylvestre/Set.2016",NA,NA,"40W38'45","19S58'55","730","730",NA,NA,NA,NA,NA,NA,NA
"1841","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","18408",NA,"Plantae",NA,NA,"Melastomataceae","Ossaea","amygdaloides","Ossaea amygdaloides",NA,"L. Kollmann; et al","5819","2002","12","03",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,NA,"Arbusto 1m. Frutos verdes.","MBML018408","MBML018408",NA,"R. Goldenberg/2008",NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","18445",NA,"Plantae",NA,NA,"Melastomataceae","Ossaea","amygdaloides","Ossaea amygdaloides",NA,"L. Kollmann; et al","5778","2002","11","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,NA,"Arbusto 2m. Frutos verdes.","MBML018445","MBML018445",NA,"R. Goldenberg/2008",NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","19313",NA,"Plantae",NA,NA,"Melastomataceae","Ossaea","amygdaloides","Ossaea amygdaloides",NA,"L. Kollmann; et al","5928","2003","01","20",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio das Pedras","-40.725556","-20.069167",NA,NA,"Arbusto 1,5m, no sol. Frutos verde e azuis.","MBML019313","MBML019313",NA,"R. Goldenberg/15-03-2005",NA,NA,"40W43'32","20S4'9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","33426",NA,"Plantae",NA,NA,"Melastomataceae","Ossaea","amygdaloides","Ossaea amygdaloides",NA,"R. Goldenberg; et al","1024","2008","01","05",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Mata-Projeto Muriqui","-40.697222","-20.043333",NA,NA,"Arbusto 1,5m. Flores com pétalas e estames brancos a rosados; frutos maduros roxo-enegrecidos.","MBML033426","MBML033426",NA,NA,NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","33514",NA,"Plantae",NA,NA,"Melastomataceae","Ossaea","amygdaloides","Ossaea amygdaloides",NA,"L. Kollmann","10258","2007","12","28",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove, terreno de L.Kollmann","-40.645833","-19.981944",NA,NA,"Arbusto no sol, frutos verdes","MBML033514","MBML033514",NA,"R. Goldenberg/IV-2009",NA,NA,"40W38'45","19S58'55","730","730",NA,NA,NA,NA,NA,NA,NA
"1846","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","20202",NA,"Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"H. Q. Boudet Fernandes; et al","3291","2003","02","27",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru, Sítio Jetibá","-40.676944","-20.096389",NA,NA,"Arbusto, 2,5m de altura x 2cm de diâmetro. Frutos pilosos, verdes.","MBML020202","MBML020202",NA,"R. Goldenberg/15-03-2005",NA,NA,"40W40'37","20S5'47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","33429",NA,"Plantae",NA,NA,"Melastomataceae","Ossaea","marginata","Ossaea marginata",NA,"R. Goldenberg; et al","1027","2008","01","05",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Mata-Projeto Muriqui","-40.697222","-20.043333",NA,NA,"Arbusto 1,5m. Frutos maduros roxo-enegrecidos.","MBML033429","MBML033429",NA,"R. Goldenberg/2015",NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","21706",NA,"Plantae",NA,NA,"Melastomataceae","Ossaea","suprabasalis","Ossaea suprabasalis",NA,"L. Kollmann; et al","6329","2003","12","27",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru","-40.676944","-20.096389",NA,NA,"Arbusto 2m na sombra. Frutos verdes.","MBML021706","MBML021706",NA,"R. Goldenberg/2008",NA,"PARATIPO","40W40'37","20S5'47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849","2018-01-30 15:46:51-02","MBML","MBML-HERBARIO","21865",NA,"Plantae",NA,NA,"Ochnaceae","Ouratea",NA,"Ouratea",NA,"L. Kollmann; et al","6313","2003","10","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru","-40.676944","-20.096389",NA,NA,"Arbusto 3m. Flores amarelas.","MBML021865",NA,NA,NA,NA,NA,"40W40'37","20S5'47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850","2020-03-09 12:57:20-03","MBML","MBML-HERBARIO","12063",NA,"Plantae",NA,NA,"Ochnaceae","Ouratea","dorata","Ouratea dorata",NA,"V. Demuner; et al","782","2000","02","24",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,NA,"Arbusto 2m, botões florais, flores com petalas cor verde, petalas e estames de cor amarelo. Interior de mata, ambiente sombreado.","MBML012063",NA,NA,"A.M. Amorim/2019",NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851","2018-08-28 08:47:25-03","MBML","MBML-HERBARIO","18502",NA,"Plantae",NA,NA,"Ochnaceae","Ouratea","parviflora","Ouratea parviflora",NA,"L. Kollmann; et al","5810","2002","12","03",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,NA,"Arbusto 3m, na sombra. Flores amarelas.","MBML018502",NA,NA,"Fraga & Cipriano/2018",NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852","2018-08-28 08:47:25-03","MBML","MBML-HERBARIO","19972",NA,"Plantae",NA,NA,"Ochnaceae","Ouratea","parviflora","Ouratea parviflora",NA,"L. Kollmann; et al","6059","2003","03","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,NA,"Arbusto 2m. Frutos pretos.","MBML019972",NA,NA,"Fraga & Cipriano/2018",NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853","2019-06-04 09:43:12-03","MBML","MBML-HERBARIO","54020",NA,"Plantae",NA,NA,"Oxalidaceae","Oxalis","latifolia","Oxalis latifolia",NA,"E.A. Ferreira; O.H.S. Bandeira","2","2019","03","29",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Alto Santa Maria","-40.835833","-20.129278",NA,NA,"Propriedade do Sr. Lorival Haese. Herbacea. Flor pequena tubular, roxa com o centro amarelo","MBML054020",NA,NA,NA,NA,NA,"40W50'9","20S7'45,4","868","868",NA,NA,NA,NA,NA,NA,NA
"1854","2017-09-14 11:17:35-03","MBML","MBML-HERBARIO","51040",NA,"Plantae",NA,NA,"Asclepiadaceae","Oxypetalum",NA,"Oxypetalum",NA,"L. Kollmann","13212","2016","11","11",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove, sitio L.Kollmann","-40.649444","-19.981111",NA,NA,"Liana ao sol no brejo, flores brancas.","MBML051040","MBML051040",NA,NA,NA,NA,"40W38'58","19S58'52",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855","2017-09-14 11:17:35-03","MBML","MBML-HERBARIO","49323",NA,"Plantae",NA,NA,"Asclepiadaceae","Oxypetalum",NA,"Oxypetalum",NA,"L. Kollmann","13063","2015","09","17",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio nove, Prop. de L.Kollmann","-40.649722","-19.980556",NA,NA,"Liana no brejo ao sol, flores brancas.","MBML049323","MBML049323",NA,NA,NA,NA,"40W38'59","19S58'50","755","755",NA,NA,NA,NA,NA,NA,NA
"1856","2017-09-14 11:17:35-03","MBML","MBML-HERBARIO","51061",NA,"Plantae",NA,NA,"Asclepiadaceae","Oxypetalum",NA,"Oxypetalum",NA,"L. Kollmann","13287","2017","01","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove, sitio L.Kollmann","-40.649444","-19.981111",NA,NA,"Liana ao sol, flores amarelas.","MBML051061","MBML051061",NA,NA,NA,NA,"40W38'58","19S58'52",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","2017-09-14 11:17:35-03","MBML","MBML-HERBARIO","14126",NA,"Plantae",NA,NA,"Asclepiadaceae","Oxypetalum","alpinum","Oxypetalum alpinum",NA,"L. Kollmann","3610","2001","04","17",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,NA,"Trepadeira no sol. Sépalas verde. Pétalas brancas. Estames rosas. Látex.","MBML014126","MBML014126",NA,"Tatiana Konno/28-02-2002",NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858","2017-09-14 11:17:35-03","MBML","MBML-HERBARIO","33161",NA,"Plantae",NA,NA,"Asclepiadaceae","Oxypetalum","alpinum","Oxypetalum alpinum",NA,"L. Kollmann","10234","2007","12","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove, terreno de L.Kollmann","-40.645833","-19.981944",NA,NA,"Liana no sol, no brejo, flore brancas.","MBML033161","MBML033161",NA,"L. Kollmann/24-11-2008",NA,NA,"40W38'45","19S58'55","730","730",NA,NA,NA,NA,NA,NA,NA
