"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","country","stateProvince","county","locality","individualCount","occurrenceRemarks","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","relatedCatalogItem","class"
"1","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1219","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","Mez","2008","05","08","Brasil","Minas Gerais","Braúnas/Joanésia","Usina Porto Estrela","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1251","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","Mez","2008","05","08","Brasil","Minas Gerais","Braúnas/Joanésia","Usina Porto Estrela",NA,"254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1236","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","Mez","2008","06","10","Brasil","Minas Gerais","Braúnas/Joanésia","Usina Porto Estrela","3","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 18:55:07-03","NYBG","NYBG","985086","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","widgrenii","Protium widgrenii","Engl.","2003",NA,NA,"Brazil","Minas Gerais","Braúnas","UHE Porto Estrela.",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061925 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","D. C. Daly","E. T. Neto","2553","1997","09","27","South America","-42.7156","-19.0558","-42.7156","-19.0558","sheet","NY00985086","NY00985086",NA,NA,NA,NA,NA,NA,NA
"5","2019-12-16 17:27:46-03","NYBG","NYBG","00934977","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.Lima",NA,NA,NA,"Brazil","Minas Gerais","Braúnas","Braúnas. UHE Porto Estrela, rio Santo Antônio",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","C. V. Mendonca","E. T. Neto","1808","1993","11","03","South America","-42.7156","-19.0558","-42.7156","-19.0558","sheet","NY00934977","NY00934977",NA,NA,NA,NA,NA,NA,NA
"6","2019-12-16 17:44:06-03","NYBG","NYBG","1006193","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sphinctanthus",NA,"Sphinctanthus",NA,"2005",NA,NA,"Brazil","Minas Gerais","Braúnas","Braúnas. UHE Porto Estrela.",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","P. G. Delprete","E. T. Neto","2567","1997","10","15","South America","-42.7156","-19.0558","-42.7156","-19.0558","sheet","NY01006193","NY01006193",NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 17:37:43-03","NYBG","NYBG","949041","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa",NA,"Bathysa",NA,"2005",NA,NA,"Brazil","Minas Gerais","Braúnas","Braúnas, UHE Porto Estrela.",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023203 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","P. G. Delprete","E. T. Neto","2572","1997","10","15","South America","-42.7156","-19.0558","-42.7156","-19.0558","sheet","NY00949041","NY00949041",NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 17:38:34-03","NYBG","NYBG","949335","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Cordiera","elliptica","Cordiera elliptica","(Cham.) Kuntze","2005",NA,NA,"Brazil","Minas Gerais","Braúnas","Braúnas",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026048 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","P. G. Delprete","E. T. Neto","2571","1997","10","15","South America","-42.7156","-19.0558","-42.7156","-19.0558","sheet","NY00949335","NY00949335",NA,NA,NA,NA,NA,NA,NA
"9","2019-12-16 17:26:54-03","NYBG","NYBG","00935509","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma",NA,"1993","11","08","Brazil","Minas Gerais","Braúnas","Braúnas. UHE Porto Estrela, rio Santo Antônio",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","G. P. Lewis","E. T. Neto","1788","1993","10","09","South America","-42.7156","-19.0558","-42.7156","-19.0558","sheet","NY00935509","NY00935509",NA,NA,NA,NA,NA,NA,NA
"10","2019-12-16 17:26:54-03","NYBG","NYBG","00935510","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","(Benth.) Brenan","1993","11","08","Brazil","Minas Gerais","Braúnas","Braúnas. UHE Porto Estrela, rio Santo Antônio",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","G. P. Lewis","E. T. Neto","1788","1993","10","09","South America","-42.7156","-19.0558","-42.7156","-19.0558","separate fruit","NY00935510","NY00935510",NA,NA,NA,NA,NA,NA,NA
"11","2019-12-16 18:52:34-03","NYBG","NYBG","1030856","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.","1996",NA,NA,"Brazil","Minas Gerais","Braúnas","Braúnas, UHE Porto Estrela, rio Santo Antônio.",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131570 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","J. D. Mitchell","E. T. Neto","1791","1993","10","09","South America","-42.7156","-19.0558","-42.7156","-19.0558","sheet","NY01030856","NY01030856",NA,NA,NA,NA,NA,NA,NA
"12","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","ANG5157","S","Plantae",NA,NA,"Scrophulariaceae","Buddleja",NA,"Buddleja",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas","Proximidade de Santa Rita",NA,NA,NA,"M.F.Vasconcelos","17-162",NA,NA,NA,NA,"-42.7","-18.966667","42°42' W","18°58' S",NA,NA,NA,"771","771",NA,NA,NA,NA,NA
"13","2020-02-03 10:31:13-03","UNESP-IBB","BOTU","31467","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Mart.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela",NA,NA,NA,"Tameirão Neto, E.","2566","1997","10","15","BHCB","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BOTU031467",NA,NA,NA,"19086","auto",NA,NA,NA
"14","2020-02-04 14:16:05-03","UNESP-IBB","BOTU","32019","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","subrotundum","Erythroxylum subrotundum","A.St.-Hil.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,"Tameirão Neto, E.","2549","1997","09","27",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"BOTU032019",NA,NA,NA,"19086","auto",NA,NA,NA
"15","2020-02-04 14:16:05-03","UNESP-IBB","BOTU","31450","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","subrotundum","Erythroxylum subrotundum","A.St.-Hil.","1999","01","28","Brasil","Minas Gerais","Braúnas","Rio Santo Antônio, UHE Porto Estrela.",NA,NA,"Amaral Jr., A.","Tameirão Neto, E.","981","1993","10","09",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"BOTU031450",NA,NA,NA,"19086","auto",NA,NA,NA
"16","2019-07-11 08:48:38-03","ESALQ","ESA","56024","S","Plantae",NA,NA,"Orchidaceae","Brasiliorchis","marginata","Brasiliorchis marginata",NA,"2016","04","27","Brasil","Minas Gerais","Braúnas",NA,NA,NA,"Silva-Filho, A.A.","Tameirão-Neto, E.","3149",NA,NA,NA,NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"ESA056024","ESA056024",NA,NA,"19086","auto",NA,NA,NA
"17","2019-02-22 15:18:53-03","ESALQ","ESA","48519","S","Plantae","Magnoliophyta",NA,"Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma",NA,"1993","11","08","Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,"Tameirão Neto, E. ; França, G.S.","1807","1993","11","03",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"ESA048519","ESA048519",NA,NA,"19086","auto",NA,NA,NA
"18","2019-02-22 15:20:03-03","ESALQ","ESA","101688","S","Plantae","Magnoliophyta",NA,"Icacinaceae",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,"Neto, E.T.","2583","1987","10","15",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"ESA101688","ESA101688",NA,NA,"19086","auto",NA,NA,NA
"19","2019-02-22 15:14:13-03","ESALQ","ESA","65777","S","Plantae","Magnoliophyta",NA,"Canellaceae","Cinnamodendron",NA,"Cinnamodendron",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,"Tameirão Neto, E.","2576","1997","10","15",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"ESA065777","ESA065777",NA,NA,"19086","auto",NA,NA,NA
"20","2020-03-10 08:30:34-03","UFV","VIC","24425","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis","Zappis",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,"Arbóreo",NA,"Neto, E.T.","s.n.",NA,NA,NA,NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"VIC024425",NA,NA,NA,"19086","auto",NA,NA,NA
"21","2020-03-10 08:29:17-03","UFV","VIC","24452","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","flagelliformis","Inga flagelliformis","(Vell.) Mart.","2000","03","14","Brasil","Minas Gerais","Braúnas","UHE Porto Estrela, Floresta Semidecidual.",NA,"Arbóreo.","Garcia, F.C.P.","Tameirão Neto, E.","2568","1997","10","15",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"VIC024452","VIC024452",NA,NA,"19086","auto",NA,NA,NA
"22","2019-11-21 14:48:33-03","UFJF","CESJ","28844","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Petrea","volubilis","Petrea volubilis","L.","1996","05",NA,"Brasil","Minas Gerais","Braúnas","Floresta ciliar. UHE Porto Estrela, rio Santo Antônio.",NA,NA,"F.R.G. Salimena","E. Tameirão-Neto; G.S. França","1798","1993","10","09","América do Sul","-42.7155990600586","-19.0557994842529",NA,NA,NA,"CESJ028844",NA,NA,NA,"19086","auto",NA,NA,NA
"23","2019-11-21 14:44:40-03","UFJF","CESJ","39758","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A. St.-Hil.) Engl.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE - Porto Estrela, Rio Santo Antônio.",NA,"Floresta ciliar, arvoreta.",NA,"E. Tameirão-Neto","3148","2001","04","25","América do Sul","-42.7155990600586","-19.0557994842529",NA,NA,NA,"CESJ039758",NA,NA,NA,"19086","auto",NA,NA,NA
"24","2019-11-21 14:36:49-03","UFJF","CESJ","39839","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Machaerium","stipitatum","Machaerium stipitatum","(DC.) Vogel",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE - Porto Estrla, Rio Santo Antônio",NA,"Floresta ciliar, arbóreo.",NA,"E. Tameirão-Neto","3279","2000","08","20","América do Sul","-42.7155990600586","-19.0557994842529",NA,NA,NA,"CESJ039839",NA,NA,NA,"19086","auto",NA,NA,NA
"25","2019-08-20 10:20:51-03","UNICAMP","UEC","139684","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","1999",NA,NA,"Brazil","Minas Gerais","Braúnas",NA,NA,"Arbustivo.; Floresta ciliar","Kawasaki, ML","Tameirão Neto, E","2558","1997","09","27",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"26","2019-08-20 10:14:33-03","UNICAMP","UEC","98982","S","Plantae","Magnoliopsida",NA,"Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","(Bojer) Brenan","2016","09",NA,"Brazil","Minas Gerais","Braúnas","UHE Porto Estrela, rio Santo Antônio",NA,"Floresta ciliar, arbóreo.","Ribeiro, PG","Tameirão Neto, E; França, GS","1807","1993","11","08",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"UEC127702",NA,NA,NA,"19086","auto",NA,NA,NA
"27","2019-08-20 10:08:47-03","UNICAMP","UEC","86868","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.",NA,NA,NA,"Brazil","Minas Gerais","Braúnas","UHE Porto Estrela, rio Santo Antônio",NA,"flor, Nome popular: landim. Floresta ciliar, arbóreo.","Tameirão Neto, E","Tameirão Neto, E; França, GS","1783","1993","10","09",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"UEC141539","UEC141539",NA,NA,"19086","auto",NA,NA,NA
"28","2019-08-20 10:08:21-03","UNICAMP","UEC","179253","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pachira",NA,"Pachira",NA,"2018",NA,NA,"Brazil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio. Floresta ciliar, sobre rochas.",NA,"Arbóreo.",NA,"Tameirão Neto, E; França, GS","1797","1993","10","09",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"UEC002504","UEC002504",NA,NA,"19086","auto",NA,NA,NA
"29","2019-11-27 09:30:31-03","FURB","FURB","3114","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","cyparissias","Polygala cyparissias","A.St.-Hil. & Moq.","1974","12","05","Brasil","Minas Gerais","Braúnas","Brejatuba.",NA,NA,"Dombrowski, LT","Wurdack, J.J.",NA,"1969","01","01",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"FURB39689","FURB39689",NA,NA,"19086","auto",NA,NA,NA
"30","2019-11-08 08:53:57-03","FURB","FURB","2681","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","1995",NA,NA,"Brasil","Minas Gerais","Braúnas","Rio Santo Antônio, UHE Porto Estrela.",NA,NA,"Sobral, M","Tameirão Neto, E.; et al.","974","1993","10","09",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"FURB02542","FURB02542",NA,NA,"19086","auto",NA,NA,NA
"31","2019-12-06 15:25:16-03","MBM","MBM","187943","S","Plantae",NA,NA,"Vitaceae","Cissus","coccinea","Cissus coccinea","(Baker) Planch.",NA,NA,NA,"Brazil","Minas Gerais","Braúnas","Porto Estrela, Rio Santo Antônio",NA,NA,"Lombardi, J.A.","Trameirão Neto, E.; et al.; et al.","1810","1993","11","03","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"MBM187943","MBM187943",NA,NA,"19086","auto",NA,NA,NA
"32","2019-12-06 14:42:57-03","MBM","MBM","199129","S","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","(Aubl.) Benth.","2009",NA,NA,"Brazil","Minas Gerais","Braúnas","UHE Porto Estrela, rio Santo Antônio",NA,"Arboreo. Floresta ciliar","Sampaio, D.","Trameirão Neto, E.; et al.; et al.","1793",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"MBM199129","MBM199129",NA,NA,"19086","auto",NA,NA,NA
"33","2019-12-06 14:37:01-03","MBM","MBM","216283","S","Plantae",NA,NA,"Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","(Schult.) Kl.",NA,NA,NA,"Brazil","Minas Gerais","Braúnas","Rio Santo Antônio, Porto Estrela",NA,NA,"Tardivo, R.C.","Trameirão Neto, E.; et al.; et al.","1784","1993","10","09","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"MBM216283","MBM216283",NA,NA,"19086","auto",NA,NA,NA
"34","2019-12-06 14:44:15-03","MBM","MBM","256213","S","Plantae",NA,NA,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","2009","04",NA,"Brazil","Minas Gerais","Braúnas","UHE Porto Estrela, rio Santo Antônio",NA,"Arbóreo. Floresta ciliar","Cordeiro, I.","Trameirão Neto, E.; et al.; et al.","1814","1993","11","03","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"MBM256213","MBM256213",NA,NA,"19086","auto",NA,NA,NA
"35","2019-12-06 15:06:57-03","MBM","MBM","256286","S","Plantae",NA,NA,"Moraceae","Brosimum","glazioui","Brosimum glazioui","Taubert",NA,NA,NA,"Brazil","Minas Gerais","Braúnas","Porto Estrela",NA,NA,"Berg, C.C.","Trameirão Neto, E.","2590",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"MBM256286","MBM256286",NA,NA,"19086","auto",NA,NA,NA
"36","2019-12-06 15:07:39-03","MBM","MBM","210130","S","Plantae",NA,NA,"Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral",NA,NA,NA,"Brazil","Minas Gerais","Braúnas","Rio Santo Antônio",NA,NA,"Sobral, M.","Trameirão Neto, E.; et al.; et al.","596","1996","12",NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"MBM210130","MBM210130",NA,NA,"19086","auto",NA,NA,NA
"37","2019-10-02 14:55:39-03","UFMG","BHCB","26316","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea",NA,"Cuphea",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"38","2019-10-02 15:00:21-03","UFMG","BHCB","28443","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia",NA,"Myrcia","DC.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"39","2019-10-02 15:01:03-03","UFMG","BHCB","27848","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia",NA,"Ludwigia","L.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"40","2019-10-02 15:01:03-03","UFMG","BHCB","27850","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia",NA,"Ludwigia","L.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"41","2019-10-02 15:01:03-03","UFMG","BHCB","27850","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia",NA,"Ludwigia","L.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"42","2019-10-02 15:02:07-03","UFMG","BHCB","29745","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Augusta","longifolia","Augusta longifolia","(Spreng.) Rehder",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"43","2019-10-02 14:51:55-03","UFMG","BHCB","29744","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cannabaceae","Celtis","brasiliensis","Celtis brasiliensis","(Gardner) Planch.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"44","2019-10-02 15:00:13-03","UFMG","BHCB","27851","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"45","2019-10-02 15:05:07-03","UFMG","BHCB","29765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","coccinea","Cissus coccinea","(Baker) Planch.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"46","2019-10-02 14:56:22-03","UFMG","BHCB","29764","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Luehea",NA,"Luehea",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"47","2019-10-02 14:52:11-03","UFMG","BHCB","28446","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Hirtella","triandra","Hirtella triandra","Sw.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"48","2019-10-02 14:53:01-03","UFMG","BHCB","29769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"49","2019-10-02 14:59:34-03","UFMG","BHCB","29751","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","pallida","Trichilia pallida","Sw.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"50","2019-10-02 15:02:07-03","UFMG","BHCB","29745","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Augusta","longifolia","Augusta longifolia","(Spreng.) Rehder",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"51","2019-10-02 14:49:00-03","UFMG","BHCB","29747","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"52","2019-10-02 14:52:11-03","UFMG","BHCB","28445","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Hirtella","hebeclaba","Hirtella hebeclaba","Moric. ex DC.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"53","2019-10-02 14:49:00-03","UFMG","BHCB","29747","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"54","2019-10-02 14:59:30-03","UFMG","BHCB","29773","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Guarea",NA,"Guarea",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"55","2019-10-02 15:06:26-03","UFMG","BHCB","27844","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","odoratus","Cyperus odoratus","L.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"56","2019-10-02 14:52:11-03","UFMG","BHCB","28446","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Hirtella","triandra","Hirtella triandra","Sw.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"57","2019-10-02 14:53:01-03","UFMG","BHCB","29769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
