"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","scientificNameAuthorship","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem","relationshipType"
"958","2018-08-17 11:52:17-03","JBB","HEPH","21137","S","Plantae","Dicotyledon","Fabales","Fabaceae","Camptosema",NA,"Camptosema","Ceolin, GB",NA,NA,NA,"Salles, AEH","2004","11","14","Brasil","Minas Gerais","Conceição do Mato Dentro","Beira de estrada","-43.485","-19.151667","-43.485","-19.151667",NA,NA,"flor vermelha, estames cremes e anteras verdes;; Campo rupestre; Solo rochoso;",NA,NA,NA,"3338","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","2018-08-17 11:59:57-03","JBB","HEPH","5267","S","Plantae","Monocotyledon","Poales","Eriocaulaceae","Comanthera","vernonioides","Comanthera vernonioides","Trovó, MLO; Sano, PT; Echternacht, L","2011","06","30","Ferreira, MB","1972","04","21","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Planta de 10cm com inflorescências de flores brancas; Local pantonoso","auto",NA,"(Kunth) L.R.Parra & Giul.","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","2019-05-24 14:14:35-03","JBB","HEPH","34552","S","Plantae","Dicotyledon","Gentianales","Rubiaceae","Cordiera","concolor","Cordiera concolor","Quaresma, AS","2017","07","05","Quaresma, AS; Oliveira, CT","2017","05","24","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4375","-19.0625","-43.4375","-19.0625",NA,NA,"Campo rupestre ferruginoso",NA,NA,"(Cham.) Kuntze","797","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","2018-08-17 11:53:19-03","JBB","HEPH","3761","S","Plantae","Dicotyledon","Gentianales","Apocynaceae","Ditassa","mucronata","Ditassa mucronata","Fontella, J",NA,NA,NA,"Ferreira, MB","1972","04","01","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Trepadeira de flores brancas;; Mata ciliar;","auto",NA,"Mart.","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","2018-08-17 11:58:16-03","JBB","HEPH","21127","S","Plantae","Dicotyledon","Rosales","Moraceae","Dorstenia",NA,"Dorstenia","Bringel Júnior, JBA","2006",NA,NA,"Salles, AEH; et al.","2004","11","13","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Erva; Mata","auto",NA,NA,"3328","Southern America",NA,NA,NA,"125","125",NA,NA,NA,NA,NA
"963","2019-05-24 14:15:08-03","JBB","HEPH","2047","S","Plantae","Magnoliid","Canellales","Winteraceae","Drimys",NA,"Drimys","Duarte, AP","1969",NA,NA,"Duarte, AP","1969","06","12","Brasil","Minas Gerais","Conceição do Mato Dentro","Próximo a Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"brejo ou solo úmido","auto",NA,NA,"11643","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","2018-08-17 11:59:45-03","JBB","HEPH","21038","S","Plantae","Monocotyledon","Poales","Bromeliaceae","Dyckia","saxatilis","Dyckia saxatilis","Guarçoni, E","2011","09","06","Salles, AEH; Moreira, KRS; Azevedo, INC de; Jesus, FPR de; Carvalho, FJ de","2004","11","12","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-44.353722","-19.124278","-44.353722","-19.124278",NA,NA,"Erva 50cm, flor alaranjada; Cerrado rupestre. Solo pedregoso",NA,NA,"Mez","3239","Southern America",NA,NA,NA,"741","741",NA,NA,NA,NA,NA
"965","2019-05-24 14:14:15-03","JBB","HEPH","21198","S","Plantae",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","ornatum","Elaphoglossum ornatum","Salles, AEH",NA,NA,NA,"Salles, AEH","2004","11","15","Brasil","Minas Gerais","Conceição do Mato Dentro","MG 010 de Conceição do Mato Dentro para Diamantina","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Erva; Campo rupestre; Solo pedregoso; Relevo inclinado","auto",NA,"(Mett. ex Kuhn) Christ","3399","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","2018-08-17 11:59:15-03","JBB","HEPH","21033","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Epidendrum","armeniacum","Epidendrum armeniacum","Salles, AEH","2005","12","12","Salles, AEH; Oliveira, MS; Moreira, KRS; Jesus, FPR de; Azevedo, INC de; Carvalho, FJ de","2004","11","12","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-44.353622","-20.219444","-44.353622","-20.219444",NA,NA,"Erva. Flor amarela, raque esverdeado; Campo rupestre",NA,NA,"Lindl.","3234A,B","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","2018-08-17 11:59:16-03","JBB","HEPH","21114","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Pessoa, E","2014","10","24","Salles, AEH; Oliveira, MS; Moreira, KRS; Jesus, FPR de; Azevedo, INC de; Carvalho, FJ de","2004","11","13","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.5475","-19.267778","-43.5475","-19.267778",NA,NA,"Erva terrestre .Planta com 20 cm de altura; Campo rupestre",NA,NA,"Jacq.","3315","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","2019-05-24 14:14:52-03","JBB","HEPH","34546","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","Quaresma, AS","2017","07","05","Quaresma, AS; Oliveira, CT","2017","05","24","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4375","-19.0625","-43.4375","-19.0625",NA,NA,"Campo rupestre ferruginoso",NA,NA,"DC.","790","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","2019-05-24 14:14:47-03","JBB","HEPH","34543","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Fritzschia","sertularia","Fritzschia sertularia","Quaresma, AS","2017","07","05","Quaresma, AS; Oliveira, CT","2017","05","24","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4375","-19.0625","-43.4375","-19.0625",NA,NA,"Campo rupestre ferruginoso",NA,NA,"(Schrank & Mart. ex DC.) M.J.R.Rocha & P.J.F.Guim.","784","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","2018-08-17 11:51:57-03","JBB","HEPH","34149","S","Plantae","Dicotyledon","Ericales","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","Quaresma, AS","2017","07","05","Quaresma, AS; Oliveira, CT","2017","05",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Campo rupestre quartizítico","auto",NA,"(Spreng.) Meisn.","545","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","2018-08-17 11:59:17-03","JBB","HEPH","21197","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH","2004","11","15","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do cipó","-44.338194","-19.228056","-44.338194","-19.228056",NA,NA,"Erva. Flor amarela e clo do labelo amarelo mais escuro; Campo rupestre, inclinado",NA,NA,"(Lindl.) M.W.Chase & N.H.Williams","3398","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","2018-08-17 11:59:17-03","JBB","HEPH","21025","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH","2004","11","12","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do cipó","-44.338194","-19.228056","-44.338194","-19.228056",NA,NA,"Erva. Pétalas e sépalas marrom, pintalgadas de vinho, labelo com claosidade amarelo escuro e coluna amarela",NA,NA,"(Lindl.) M.W.Chase & N.H.Williams","3226","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","2018-08-17 11:59:17-03","JBB","HEPH","30398","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","Meneguzzo, TEC","2004","11","12","Salles, AEH; Oliveira, MS","2004","11","12","Brasil","Minas Gerais","Conceição do Mato Dentro","Serrado Cipó","-44.338194","-19.228306","-44.338194","-19.228306",NA,NA,"Pétalas e Sépalas com a face abaxial vinho, adaxial verde com manchas vinho, labelo amarelo; Campo Rupestre, Solo Pedregoso",NA,NA,"(Lindl.) M.W.Chase & N.H.Williams","3228A","Southern America",NA,NA,NA,"921","921",NA,NA,NA,NA,NA
"974","2018-08-17 11:59:17-03","JBB","HEPH","21197","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Gomesa","gracilis","Gomesa gracilis","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH; Moreira, KRS; Azevedo, INC de; Oliveira, MS; Jesus, FPR de; Carvalho, FJ de","2004","11","15","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Erva. Flor amarela calo do labelo mais escuro; Campo rupestre, pedregoso","auto",NA,"(Lindl.) M.W.Chase & N.H.Williams","3398A,B","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","2018-08-17 11:59:17-03","JBB","HEPH","21027","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Gomesa","isoptera","Gomesa isoptera","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH; Moreira, KRS; Azevedo, INC de; Oliveira, MS; Jesus, FPR de; Carvalho, FJ de","2004","11","12","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-44.338056","-19.228056","-44.338056","-19.228056",NA,NA,"Erva. Pétalas e sépalas com a face abaxial verde com manchas vinho, labelo amarelo; Campo rupestre",NA,NA,"(Lindl.) M.W.Chase & N.H.Williams","3228B","Southern America",NA,NA,NA,"921","921",NA,NA,NA,NA,NA
"976","2018-08-17 11:59:17-03","JBB","HEPH","16164","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Gomesa","isoptera","Gomesa isoptera","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH","2004","11","15","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Planta pequena; Cerrado","auto",NA,"(Lindl.) M.W.Chase & N.H.Williams","s.n","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","2018-08-17 11:56:32-03","JBB","HEPH","21126","S","Plantae","Dicotyledon","Malvales","Malvaceae","Hibiscus",NA,"Hibiscus","Oliveira, MS","2004",NA,NA,"Salles, AEH; et al.","2004","11","13","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.5475","-19.267778","-43.5475","-19.267778",NA,NA,"flor vermelha, estames amarelos;; Mata",NA,NA,NA,"3327","Southern America",NA,NA,NA,"125","125",NA,NA,NA,NA,NA
"978","2019-05-24 14:15:16-03","JBB","HEPH","21135","S","Plantae","Magnoliid","Piperales","Aristolochiaceae","Holostylis",NA,"Holostylis","Salles, AEH",NA,NA,NA,"Salles, AEH","2004","11","14","Brasil","Minas Gerais","Conceição do Mato Dentro","Beira de estrada","-43.485","-19.151667","-43.485","-19.151667",NA,NA,"Trepadeira",NA,NA,NA,"3336","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","2019-09-30 09:18:09-03","JBB","HEPH","21117","S","Plantae","Dicotyledon","Aquifoliales","Aquifoliaceae","Ilex",NA,"Ilex","Bringel Júnior, JBA","2010","03",NA,"Salles, AEH","2004","11","13","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Coordenadas:19'16'04 43'32'51,2; Flor creme, botões florais esverdeados; Campo rupestre, relevo inclinado","auto",NA,NA,"3318","Southern America",NA,NA,NA,"1252","1252",NA,NA,NA,NA,NA
"980","2019-05-24 14:14:16-03","JBB","HEPH","34537","S","Plantae","Dicotyledon","Aquifoliales","Aquifoliaceae","Ilex","nummularia","Ilex nummularia","Quaresma, AS","2017","07","05","Quaresma, AS; Oliveira, CT","2017","05","24","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4375","-19.0625","-43.4375","-19.0625",NA,NA,"Campo rupestre ferruginoso",NA,NA,"Reissek","776","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","2018-08-17 11:59:26-03","JBB","HEPH","21032","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Laelia","longipes","Laelia longipes","Leoni, LS","2005","12","03","Salles, AEH","2004","11","12","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-44.353611","-19.124167","-44.353611","-19.124167",NA,NA,"Erva.Planta com flor amarela; Campo rupestre",NA,NA,"Rchb.f.","3233","Southern America",NA,NA,NA,"741","741",NA,NA,NA,NA,NA
"982","2018-08-17 11:59:26-03","JBB","HEPH","21136","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Laelia","longipes","Laelia longipes","Leoni, LS","2005","12","03","Salles, AEH","2004","11","14","Brasil","Minas Gerais","Conceição do Mato Dentro","Beira de estrada","-43.485","-19.151667","-43.485","-19.151667",NA,NA,"Erva rupicola. Planta com flores amarelas e labelo; Campo rupestre",NA,NA,"Rchb.f.","3337","Southern America",NA,NA,NA,"741","741",NA,NA,NA,NA,NA
"983","2018-08-17 11:57:57-03","JBB","HEPH","21122","S","Plantae","Dicotyledon","Oxalidales","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Paiva, VF","2004",NA,NA,"Salles, AEH; et al.","2004","11","13","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.5475","-19.267778","-43.5475","-19.267778",NA,NA,"melifera.; Árvore; flor creme,;; Mata",NA,NA,"Vell.","3323","Southern America",NA,NA,NA,"125","125",NA,NA,NA,NA,NA
"984","2018-08-17 11:59:58-03","JBB","HEPH","21049","S","Plantae","Monocotyledon","Poales","Eriocaulaceae","Leiothrix","crassifolia","Leiothrix crassifolia","Trovó, MLO","2010","12","08","Salles, AEH; Moreira, KRS; Azevedo, INC de; Oliveira, MS; Jesus, FPR de","2004","11","12","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-44.353611","-19.124167","-44.353611","-19.124167",NA,NA,"Muito frequente; Erva de 4cm com flor creme; Cerrado rupestre. Solo pedregoso. Relevo inclinado",NA,NA,"(Bong.) Ruhland","3250","Southern America",NA,NA,NA,"741","741",NA,NA,NA,NA,NA
"985","2018-08-17 11:59:58-03","JBB","HEPH","18022","S","Plantae","Monocotyledon","Poales","Eriocaulaceae","Leiothrix","crassifolia","Leiothrix crassifolia","Trovó, MLO; Sano, PT; Echternacht, L","2011","06","30","Ferreira, MB","1972","04","21","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Planta pequena com flores minúsculas em capítulos; Lugar pantanoso","auto",NA,"(Bong.) Ruhland","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","2018-08-17 11:59:58-03","JBB","HEPH","7772","S","Plantae","Monocotyledon","Poales","Eriocaulaceae","Leiothrix","curvifolia","Leiothrix curvifolia","Trovó, MLO; Sano, PT; Echternacht, L","2011","06","30","Salles, AEH","1992","04","06","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Erva com mais ou menos 5cm de altura com glomérulos cremes; Campo rupestre","auto",NA,"(Bong.) Ruhland","1827","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","2018-08-17 11:54:40-03","JBB","HEPH","21118","S","Plantae","Dicotyledon","Lamiales","Verbenaceae","Lippia","primulina","Lippia primulina","Paiva, VF","2004",NA,NA,"Salles, AEH; et al.","2004","11","13","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.5475","-19.267778","-43.5475","-19.267778",NA,NA,"Arbusto; flor rosa;; Mata",NA,NA,"S.Moore","3319","Southern America",NA,NA,NA,"125","125",NA,NA,NA,NA,NA
"988","2018-08-17 11:52:45-03","JBB","HEPH","17055","S","Plantae","Dicotyledon","Fabales","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Mendonça Filho, CV","1999",NA,NA,"Hatschbach, G","1997","11","23","Brasil","Minas Gerais","Conceição do Mato Dentro","MG 010 córrego Passa Sete","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Árvore de 15m de altura;; Experimento de recuperacao de Área degradada;","auto",NA,"Vogel","67427","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","2019-05-24 14:15:16-03","JBB","HEPH","21121","S","Plantae","Magnoliid","Magnoliales","Magnoliaceae","Magnolia","ovata","Magnolia ovata","Kuntz-Galvão, J","2011",NA,NA,"Salles, AEH; et al.","2004","11","13","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.5475","-19.267778","-43.5475","-19.267778",NA,NA,"Árvore; fruto imaturo verde;",NA,NA,"(A.St.-Hil.) Spreng.","3322","Southern America",NA,NA,NA,"125","125",NA,NA,NA,NA,NA
"990","2019-01-21 14:35:44-02","JBB","HEPH","26312","S","Plantae","Monocotyledon","Poales","Mayacaceae","Mayaca",NA,"Mayaca","Carvalho-Silva, M","2009","11",NA,"Carvalho-Silva, M","2009","11","02","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó, PARNA, beira da lagoa do Boi.","-43.4375","-19.0625","-43.4375","-19.0625",NA,NA,"Cálice verde, pétalas brancas, filetes verdes com anteras amarelas; Solo argiloso",NA,NA,NA,"886","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","2019-09-30 09:18:52-03","JBB","HEPH","34531","S","Plantae","Magnoliid","Laurales","Lauraceae","Mezilaurus",NA,"Mezilaurus","Alves, FM","2019","08","16","Quaresma, AS; Oliveira, CT","2017","07","27","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra da Ferrugem","-43.3975","-19.000833","-43.3975","-19.000833",NA,NA,"Campo rupestre ferruginoso",NA,NA,NA,"854","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","2019-05-24 14:14:25-03","JBB","HEPH","34538","S","Plantae","Dicotyledon","Celastrales","Celastraceae","Tontelea","micrantha","Tontelea micrantha","Quaresma, AS","2017","07","05","Quaresma, AS; Oliveira, CT","2017","05","24","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4375","-19.0625","-43.4375","-19.0625",NA,NA,"Campo rupestre ferruginoso",NA,NA,"(Mart. ex Schult.) A.C.Sm.","778","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","2018-08-17 11:59:06-03","JBB","HEPH","21026","S","Plantae","Monocotyledon","Asparagales","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Oliveira, MS","2004","12","13","Salles, AEH; Moreira, KRS; Azevedo, INC de; Oliveira, MS; Jesus, FPR de; Carvalho Júnior, J","2004","11","12","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-44.338056","-19.228056","-44.338056","-19.228056",NA,NA,"Erva de 15cm com flor amarela com a corola pintalgada de marrom; Campo rupestre. Solo pedregoso",NA,NA,"(Klatt) Benth. & Hook.f.","3227","Southern America",NA,NA,NA,"921","921",NA,NA,NA,NA,NA
"994","2018-08-17 11:59:43-03","JBB","HEPH","21113","S","Plantae","Monocotyledon","Pandanales","Velloziaceae","Vellozia",NA,"Vellozia","Oliveira, MS","2004",NA,NA,"Salles, AEH","2004","11","13","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.5475","-19.267778","-43.5475","-19.267778",NA,NA,"Erva; flor roxa; Campo rupestre; Solo pedregoso; relevo Inclinado",NA,NA,NA,"3314","Southern America",NA,NA,NA,"125","125",NA,NA,NA,NA,NA
"995","2019-05-24 14:14:24-03","JBB","HEPH","34536","S","Plantae","Dicotyledon","Asterales","Asteraceae","Vernonanthura","membranacea","Vernonanthura membranacea","Quaresma, AS","2017","07","05","Quaresma, AS; Oliveira, CT","2017","05","24","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4375","-19.0625","-43.4375","-19.0625",NA,NA,"Campo rupestre ferruginoso",NA,NA,"(Gardner) H.Rob.","777","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","2018-08-17 11:57:55-03","JBB","HEPH","21108","S","Plantae","Dicotyledon","Myrtales","Vochysiaceae","Vochysia","thyrsoidea","Vochysia thyrsoidea","Shimizu, GH","2018","02",NA,"Salles, AEH","2004","11","13","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.5475","-19.267778","-43.5475","-19.267778",NA,NA,"Arbusto; botões florais verdes com as pontas amareladas;; Mata; relevo Inclinado",NA,NA,"Pohl","3309","Southern America",NA,NA,NA,"125","125",NA,NA,NA,NA,NA
"997","2019-05-24 14:14:46-03","JBB","HEPH","34541","S","Plantae","Dicotyledon","Malvales","Malvaceae","Waltheria","indica","Waltheria indica","Quaresma, AS","2017","07","05","Quaresma, AS; Oliveira, CT","2017","05","24","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4375","-19.0625","-43.4375","-19.0625",NA,NA,"Campo rupestre ferruginoso",NA,NA,"L.","782","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","2019-10-02 14:53:24-03","UFMG","BHCB","153512","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Abarema","brachystachya","Abarema brachystachya",NA,NA,NA,NA,"Pena, FSR","2011","03","28","Brasil","Minas Gerais","Conceição do Mato Dentro","Mina do Sapo","-43.433056","-18.904444","-43.433056","-18.904444",NA,NA,"Campo Rupestre Laterítico; Capão de Canga",NA,NA,"(DC.) Barneby & J.W.Grimes","s.n.","Southern America",NA,NA,NA,"1500","1500",NA,NA,NA,NA,NA
"999","2019-10-02 14:53:24-03","UFMG","BHCB","156357","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Abarema","brachystachya","Abarema brachystachya",NA,NA,NA,NA,"Pena, FSR","2011","11",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.433056","-18.904444","-43.433056","-18.904444",NA,NA,NA,NA,NA,"(DC.) Barneby & J.W.Grimes","s.n.","Southern America",NA,"BHCB013757",NA,"1500","1500",NA,NA,NA,NA,NA
"1000","2019-10-02 14:53:24-03","UFMG","BHCB","156365","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Abarema","brachystachya","Abarema brachystachya",NA,NA,NA,NA,"Pena, FSR","2011","12",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.4325","-18.908056","-43.4325","-18.908056",NA,NA,NA,NA,NA,"(DC.) Barneby & J.W.Grimes","s.n.","Southern America",NA,NA,NA,"950","950",NA,NA,NA,NA,NA
"1001","2019-10-02 14:53:24-03","UFMG","BHCB","156366","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Abarema","brachystachya","Abarema brachystachya",NA,"2014","03","27","Pena, FSR","2011","12",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.433056","-18.904444","-43.433056","-18.904444",NA,NA,NA,NA,NA,"(DC.) Barneby & J.W.Grimes","s.n.","Southern America",NA,"BHCB013758",NA,"1500","1500",NA,NA,NA,NA,NA
"1002","2019-10-02 14:53:24-03","UFMG","BHCB","163210","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Abarema","brachystachya","Abarema brachystachya",NA,"2013","02",NA,"Tameirão Neto, E; Vidal, CV","2012","08","14","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.400278","-19.002778","-43.400278","-19.002778",NA,NA,"Floresta semidecidual; Arbustivo",NA,NA,"(DC.) Barneby & J.W.Grimes","5111","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","2020-02-18 22:19:22-03","UFMG","BHCB","123468","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis",NA,"2007","07",NA,"Marchioretto, MS","2007","03","17","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-40.736833","-18.294694","-40.736833","-18.294694",NA,NA,"Campo rupestre.",NA,NA,"Mart.","361","Southern America",NA,"BHCB054740","BHCB054740","1010","1010",NA,NA,NA,NA,NA
"1004","2020-02-18 22:19:22-03","UFMG","BHCB","123458","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis",NA,"2007","07",NA,"Marchioretto, MS","2007","03","17","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-40.736833","-18.294694","-40.736833","-18.294694",NA,NA,"Campo rupestre.",NA,NA,"Mart.","362","Southern America",NA,"BHCB054739","BHCB054739","1010","1010",NA,NA,NA,NA,NA
"1005","2019-10-02 14:53:26-03","UFMG","BHCB","186190","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Acacia",NA,"Acacia",NA,NA,NA,NA,"Tameirão Neto, E; Vidal, CV","2015","05","05","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.397036","-19.012672","-43.397036","-19.012672",NA,NA,"Escandente; Floração; Campo Rupestre sobre formação ferruginosa",NA,NA,NA,"5627","Southern America",NA,"BHCB186190",NA,NA,NA,NA,NA,NA,NA,NA
"1006","2019-10-02 15:07:09-03","UFMG","BHCB","82159","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","limae","Acianthera limae",NA,"2007","07",NA,"Mota, RC da; Viana, PL","2003","03","21","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.563583","-19.1005","-43.563583","-19.1005",NA,NA,"Erva terrestre em barranco; flores castanho-avermelhadas.; Planta coletada em mata ciliar",NA,NA,"(Porto & Brade) Pridgeon & M.W.Chase","2024","Southern America",NA,"BHCB044938",NA,NA,NA,NA,NA,NA,NA,NA
"1007","2019-10-02 15:07:09-03","UFMG","BHCB","82160","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","limae","Acianthera limae",NA,"2007","07",NA,"Mota, RC da","2003","05","30","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.574528","-19.103417","-43.574528","-19.103417",NA,NA,"Erva epífita na base de árvore; flores castanho-avermelhadas.; Planta coletada em mata de galeria",NA,NA,"(Porto & Brade) Pridgeon & M.W.Chase","2025","Southern America",NA,"BHCB044939",NA,NA,NA,NA,NA,NA,NA,NA
