"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","scientificNameAuthorship","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem","relationshipType"
"47","2019-12-16 18:08:01-03","NYBG","NYBG","1184376","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","acutifolia","Niedenzuella acutifolia","W. R. Anderson","2010",NA,NA,"H. C. de Lima","1978","04","28","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó, Estrada B. Horizonte - Conceição do Mato Dentro, km 175.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"(Cav.) W.R.Anderson","501","South America","sheet","NY01184376","NY01184376","500","500",NA,NA,NA,NA,NA
"48","2019-12-16 16:45:21-03","NYBG","NYBG","00878984","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Syagrus",NA,"Syagrus",NA,NA,NA,NA,"H. L. de M. Barreto","1938","02","06","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipo km 141 - estrada de Conceicao","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2529800 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,"10220","South America","sheet","NY00878984","NY00878984_01 NY00878984_02 NY00878984_03 NY00878984_04",NA,NA,NA,NA,NA,NA,NA
"49","2019-12-16 17:53:14-03","NYBG","NYBG","00918480","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","langsdorffii","Ocotea langsdorffii","J. G. Rohwer",NA,NA,NA,"A. Macedo","1951","01","15","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.539757","-19.388386","-43.539757","-19.388386",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988055 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Meisn.) Mez","2954","South America","sheet","NY00918480","NY00918480",NA,NA,NA,NA,NA,NA,NA
"50","2019-12-16 18:42:10-03","NYBG","NYBG","00897717","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Paepalanthus","barbiger","Paepalanthus barbiger","H. N. Moldenke","1951","06",NA,"A. Macedo","1951","01","15","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.539757","-19.388386","-43.539757","-19.388386",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=962947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Silveira","3001","South America","sheet","NY00897717","NY00897717",NA,NA,NA,NA,NA,NA,NA
"51","2019-12-16 17:49:45-03","NYBG","NYBG","911349","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Physocalyx","aurantiacus","Physocalyx aurantiacus","K. A. Vincent","1990",NA,NA,"A. Macedo","1951","01","15","Brazil","Minas Gerais","Conceição do Mato Dentro","Cipó, Municipio M. Dentro","-43.539757","-19.388386","-43.539757","-19.388386",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993700 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Pohl","2948","South America","sheet","NY00911349","NY00911349",NA,NA,NA,NA,NA,NA,NA
"52","2019-12-16 18:42:10-03","NYBG","NYBG","00897718","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Paepalanthus","barbiger","Paepalanthus barbiger","H. N. Moldenke","1951","06",NA,"A. Macedo","1951","01","15","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.539757","-19.388386","-43.539757","-19.388386",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=962948 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Silveira","2972","South America","sheet","NY00897718","NY00897718",NA,NA,NA,NA,NA,NA,NA
"53","2019-12-16 18:42:11-03","NYBG","NYBG","00897830","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Paepalanthus","globulifer","Paepalanthus globulifer",NA,NA,NA,NA,"A. Macedo","1951","01","15","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.539757","-19.388386","-43.539757","-19.388386",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Silveira","2973","South America","sheet","NY00897830","NY00897830",NA,NA,NA,NA,NA,NA,NA
"54","2019-12-16 16:45:37-03","NYBG","NYBG","00664271","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Syagrus","pleioclada","Syagrus pleioclada",NA,NA,NA,NA,"L. R. Noblick","1992","03","23","Brazil","Minas Gerais","Conceição do Mato Dentro","50 km S. of the city near the Parque Nacional do Serra do Cipó, ca. 5 km N. of Fazenda and Restaurant Chapéu do Sol.","-43.63","-19.25","-43.63","-19.25",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Burret","4853","South America","sheet","NY00664271","NY00664271_01 NY00664271_02 NY00664271_03 NY00664271_04","1000","1300",NA,NA,NA,NA,NA
"55","2019-12-16 18:42:27-03","NYBG","NYBG","00897739","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Paepalanthus","macrocephalus","Paepalanthus macrocephalus","M. L. O. Trovó","2015",NA,NA,"G. M. Magalhaes","1963","03","17","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó, Km 130","-43.505872","-19.227045","-43.505872","-19.227045",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Körn.","18937","South America","sheet","NY00897739","NY00897739",NA,NA,NA,NA,NA,NA,NA
"56","2019-12-16 18:42:27-03","NYBG","NYBG","00897947","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Paepalanthus","pedunculatus","Paepalanthus pedunculatus","N. Hensold","1986",NA,NA,"N. Hensold","1982","04","20","Brazil","Minas Gerais","Conceição do Mato Dentro","9 km NW of Congonhas do Norte, on road to Gouvêia.","-43.7389","-18.7722","-43.7389","-18.7722",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Bong.) Ruhland","707","South America","sheet","NY00897947","NY00897947","1000","1050",NA,NA,NA,NA,NA
"57","2019-12-16 18:41:52-03","NYBG","NYBG","02428954","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Blastocaulon","scirpeum","Blastocaulon scirpeum","A. M. Giulietti","1982",NA,NA,"N. Hensold","1982","04","20","Brazil","Minas Gerais","Conceição do Mato Dentro","9 km NW of Congonhas do Norte, on road to Gouvêia.","-43.7389","-18.7722","-43.7389","-18.7722",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2646697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Mart.) Giul.","708","South America","sheet","NY02428954","NY02428954","1000","1050",NA,NA,NA,NA,NA
"58","2019-12-16 16:48:03-03","NYBG","NYBG","02423552","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae",NA,NA,NA,NA,NA,NA,NA,"P. H. Labiak E.","2013","02","02","Brazil","Minas Gerais","Conceição do Mato Dentro","Parque Nacional da Serra do Cipó. Estrada para a Cachoeira da Farofa","-43.584","-19.384","-43.584","-19.384",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2668871 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"5411","South America","sheet","NY02423552","NY02423552","800","800",NA,NA,NA,NA,NA
"59","2019-12-16 18:34:17-03","NYBG","NYBG","02219619","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae",NA,NA,NA,NA,NA,NA,NA,"T. M. Koyama","1970","03","20","Brazil","Minas Gerais","Conceição do Mato Dentro","Road to Diamantina, Conceição do Mato Dentro, ca. 5 km N of village.","-43.4247","-19.0372","-43.4247","-19.0372",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2366617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"13883","South America","sheet","NY02219619","NY02219619",NA,NA,NA,NA,NA,NA,NA
"60","2019-12-16 17:12:45-03","NYBG","NYBG","391087","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Abarema","villosa","Abarema villosa",NA,"2013",NA,NA,"M. F. de Vasconcelos","1998","01","10","Brazil","Minas Gerais","Conceição do Mato Dentro","Conceiçao do Mato Dentro","-43.4247","-19.0372","-43.4247","-19.0372",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"South America","sheet","NY00391087","NY00391087","900","900",NA,NA,NA,NA,NA
"61","2019-12-16 18:41:52-03","NYBG","NYBG","00898484","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Actinocephalus","glareosus","Actinocephalus glareosus","M. L. O. Trovó","2015",NA,NA,"N. Hensold","1982","04","20","Brazil","Minas Gerais","Conceição do Mato Dentro","9 km NW of Congonhas do Norte, on road to Gouvêia.","-43.7389","-18.7722","-43.7389","-18.7722",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Bong.) F.N.Costa","710","South America","sheet","NY00898484","NY00898484","1000","1050",NA,NA,NA,NA,NA
"62","2019-12-16 17:50:18-03","NYBG","NYBG","00955540","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","H. L. de M. Barreto",NA,NA,NA,"H. L. de M. Barreto","1937","09","19","Brazil","Minas Gerais","Conceição do Mato Dentro","Municipio Conceição, Serra do Cipó- k. 150 - estrada de Conceição.","-43.4247","-19.0372","-43.4247","-19.0372",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030394 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Vell.","9111","South America","sheet","NY00955540","NY00955540",NA,NA,NA,NA,NA,NA,NA
"63","2019-12-16 19:17:22-03","NYBG","NYBG","2554113","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","pubescens","Anemia pubescens",NA,NA,NA,NA,"P. H. Labiak E.","2013","02","02","Brazil","Minas Gerais","Conceição do Mato Dentro","Parque Nacional da Serra do Cipó. Estrada para a Cachoeira da Farofa","-43.584","-19.384","-43.584","-19.384",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808772 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Labiak) Mickel","5414","South America","sheet","NY02554113","NY02554113","800","800",NA,NA,NA,NA,NA
"64","2019-12-16 18:34:36-03","NYBG","NYBG","02423553","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia",NA,"Aristolochia",NA,NA,NA,NA,"P. H. Labiak E.","2013","02","02","Brazil","Minas Gerais","Conceição do Mato Dentro","Parque Nacional da Serra do Cipó. Estrada para a Cachoeira da Farofa.","-43.584","-19.384","-43.584","-19.384",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2668878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"L.","5410","South America","sheet","NY02423553","NY02423553","800","800",NA,NA,NA,NA,NA
"65","2019-12-16 16:48:35-03","NYBG","NYBG","02642167","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","helichrysoides","Baccharis helichrysoides",NA,NA,NA,NA,"G. Heiden","2011","02","19","Brazil","Minas Gerais","Conceiçao de Mato Dentro","Serra do Cipó. Area de Proteção Ambiental Morro da Pedreira, Rodovia Belo Horizonte-Conceição do Mato Dentro (MG010), km 136 atual (antigo 145), entrada da Fazenda Manancial. Campo limpo e brejo.","-43.5022","-19.1733","-43.5022","-19.1733",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2962848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"DC.","1625","South America","sheet","NY02642167","NY02642167","1340","1340",NA,NA,NA,NA,NA
"66","2019-12-16 18:06:19-03","NYBG","NYBG","00858734","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Banisteriopsis","membranifolia","Banisteriopsis membranifolia","B. Gates","1977",NA,NA,"B. Gates","1976","03","14","Brazil","Minas Gerais","Conceição do Mato Dentro","5 km S of Conceição do Mato Dentro on road to Belo Horizonte.","-43.4247","-19.0372","-43.4247","-19.0372",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=962551 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(A.Juss.) B.Gates","382","South America","sheet","NY00858734","NY00858734",NA,NA,NA,NA,NA,NA,NA
"67","2019-12-16 18:34:17-03","NYBG","NYBG","898610","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Barbacenia","brasiliensis","Barbacenia brasiliensis",NA,NA,NA,NA,"A. Macedo","1951","01","15","Brazil","Minas Gerais","Conceição do Mato Dentro","Cipó, Municipio Mato Dentro","-43.539757","-19.388386","-43.539757","-19.388386",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=972064 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Willd.","2999","South America","sheet","NY00898610","NY00898610",NA,NA,NA,NA,NA,NA,NA
"68","2019-12-16 18:34:18-03","NYBG","NYBG","898569","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Barbacenia","delicatula","Barbacenia delicatula","R. de Mello-Silva","1998",NA,NA,"N. L. de Menezes","1998","01","29","Brazil","Minas Gerais","Conceição do Mato Dentro","estrada Lagoa Santa-Serro, margens do rio Santo Antônio.","-43.4247","-19.0372","-43.4247","-19.0372",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971811 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"L.B.Sm. & Ayensu","1366","South America","sheet","NY00898569","NY00898569",NA,NA,NA,NA,NA,NA,NA
"69","2019-12-16 18:34:18-03","NYBG","NYBG","898570","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Barbacenia","delicatula","Barbacenia delicatula","L. B. Smith; E. S. Ayensu","1975",NA,NA,"G. G. Hatschbach","1974","10","27","Brazil","Minas Gerais","Conceição do Mato Dentro","Rio S. Antonio","-43.4247","-19.0372","-43.4247","-19.0372",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971814 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"35399","South America","sheet","NY00898570","NY00898570",NA,NA,NA,NA,NA,NA,NA
"70","2019-12-16 17:14:25-03","NYBG","NYBG","1184069","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","A. M. S. da F. Vaz","2006",NA,NA,"R. Marquete","2006","08","23","Brazil","Minas Gerais","Conceição do Mato Dentro","Estrada de terra (Estrada Real) para o Morro do Pilar, lado esquerdo.","-43.4014","-19.0842","-43.4014","-19.0842",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1461031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Bong.) Steud.","3826","South America","sheet","NY01184069","NY01184069","606","606",NA,NA,NA,NA,NA
"71","2019-12-16 18:06:53-03","NYBG","NYBG","00893657","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","lancifolia","Byrsonima lancifolia",NA,NA,NA,NA,"G. G. Hatschbach","1972","01","18","Brazil","Minas Gerais","Conceição do Mato Dentro","Rod. S. Antonio.","-43.4247","-19.0372","-43.4247","-19.0372",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(A.Juss.) A.Juss.","28892","South America","sheet","NY00893657","NY00893657",NA,NA,NA,NA,NA,NA,NA
"72","2019-12-16 18:28:38-03","NYBG","NYBG","1801339","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia",NA,NA,NA,NA,"F. França","2003","02","18","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra da Ferrugem.","-43.4067","-19.0492","-43.4067","-19.0492",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Miq.) O.Berg","4586","South America","sheet","NY01801339","NY01801339","1040","1075",NA,NA,NA,NA,NA
"73","2020-01-06 12:45:22-03","NYBG","NYBG","4218259","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","fasciculata","Cambessedesia fasciculata",NA,NA,NA,NA,"F. Almeda","2005","10","01","Brazil","Minas Gerais","Conceição do Mato Dentro","Parque Natural do Riberão do Campo (Tabuleiro). 22 km from the center of Conceição do Mato Dentro. Upslope from the visitor center.","-43.54774857","-19.07505798","-43.54774857","-19.07505798",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Spreng.) K.Fidanza & A.B.Martins","9218","South America","Sheet","NY04218259",NA,"840","950",NA,NA,NA,NA,NA
"74","2019-12-16 18:10:52-03","NYBG","NYBG","1018827","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","decandra","Casearia decandra","R. Marquete","2006",NA,NA,"R. Marquete","2006","08","23","Brazil","Minas Gerais","Conceição do Mato Dentro","Estrada de terra (Estrada Real) para o Morro do Pilar, lado esquerdo.","-43.4175","-19.0578","-43.4175","-19.0578",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262883 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Jacq.","3821","South America","sheet","NY01018827","NY01018827","860","860",NA,NA,NA,NA,NA
"75","2019-12-16 17:15:49-03","NYBG","NYBG","00959146","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Cassia","ferruginea","Cassia ferruginea","R. C. Barneby","1998",NA,NA,"J. R. Stehmann","1997","10","20","Brazil","Minas Gerais","Conceição do Mato Dentro","Conceiçao do Mato Dentro. Estrada para a Serra do Cipó","-43.4247","-19.0372","-43.4247","-19.0372",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029713 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"2336","South America","sheet","NY00959146","NY00959146",NA,NA,NA,NA,NA,NA,NA
"76","2019-12-16 17:15:49-03","NYBG","NYBG","00959193","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Cassia","ferruginea","Cassia ferruginea","J. G. Rando","2009",NA,NA,"G. Martinelli","1978","04","28","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó, km 171, próximo à cidade de Conceiçao do Mato Dentro","-43.4247","-19.0372","-43.4247","-19.0372",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029991 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"4395","South America","sheet","NY00959193","NY00959193","500","500",NA,NA,NA,NA,NA
"77","2019-12-16 17:16:45-03","NYBG","NYBG","00959225","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","debilis","Chamaecrista debilis","R. C. Barneby",NA,NA,NA,"M. M. Arbo","1991","02","13","Brazil","Minas Gerais","Conceição do Mato Dentro","Ouro Fino, 24 km NW de Conceiçao do Mato Dentro, caminho a Congonhas do Norte","-43.6","-18.93","-43.60","-18.93",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030194 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Vogel) H.S.Irwin & Barneby","4992","South America","sheet","NY00959225","NY00959225","900","900",NA,NA,NA,NA,NA
"78","2019-12-16 17:17:54-03","NYBG","NYBG","00978621","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ochnacea","Chamaecrista ochnacea mollis","R. C. Barneby","1989",NA,NA,"G. G. Hatschbach","1989","05","19","Brazil","Minas Gerais","Conceição do Mato Dentro","Pito Aceso","-43.4247","-19.0372","-43.4247","-19.0372",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(H.S.Irwin & Barneby) H.S.Irwin & Barneby","52913","South America","sheet","NY00978621","NY00978621",NA,NA,"mollis",NA,NA,NA,NA
