"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","class","dayIdentified","typeStatus","individualCount","relatedCatalogItem"
"689","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","44798",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","fallax","Leandra fallax",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","54","2009","04","21",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.094444","-20.41075","41W5'40","20S24'38,7",NA,NA,NA,"2m,frutos verdes","MBML044798","MBML044798",NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","44877",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","fallax","Leandra fallax",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","152","2009","11","28",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.095278","-20.411111","41W5'43","20S24'40",NA,NA,NA,"5m, aste dos estames rosada, pétalas e sépalas verdes","MBML044877","MBML044877",NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","44879",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","fallax","Leandra fallax",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","18","2009","03","07",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.094139","-20.411083","41W5'38,9","20S24'39,9",NA,NA,NA,"4m, frutos roxo escuro, botões verdes","MBML044879","MBML044879",NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","12972",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","gardneriana","Leandra gardneriana",NA,"J. Wurdack/1995",NA,"G. Hatschbach; et al","61511","1995","01","15",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.137222","-20.334722","41W8'14","20S20'5",NA,NA,NA,"Sublenhosa, 1,50m, flor alva, anteras amarelas. Clareiras da mata pluvial, junto a córrego. Altitude de 1000m. EX HERB MBM.","MBML012972","MBML012972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","44810",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","glazioviana","Leandra glazioviana",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","8","2009","02","14",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.095278","-20.411222","41W5'43","20S24'40,4",NA,NA,NA,"1,5m. Herbácea","MBML044810","MBML044810",NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","44893",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","glazioviana","Leandra glazioviana",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","26","2009","03","07",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.094472","-20.410583","41W5'40,1","20S24'38,1",NA,NA,NA,"20cm. Inflorescência rosa/verde","MBML044893","MBML044893",NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","50095",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","glazioviana","Leandra glazioviana",NA,"J.F.A. Baumgratz/Maio-2017",NA,"M. Simonelli; F. A. R. Matos, C. Cesati","1452","2008","01","03",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Propriedade de Audir Cesati","-41.099861","-20.431083","41W5'59,5","20S25'51,9","1093","1093",NA,"Estames vináceos, flores com pétalas e sépalas verdes","MBML050095","MBML050095",NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","44887",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","hirta","Leandra hirta",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","23","2009","03","07",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.094194","-20.410889","41W5'39,1","20S24'39,2",NA,NA,NA,"1,7m. Inflorescência branca, cálice verde","MBML044887","MBML044887",NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","44888",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","hirta","Leandra hirta",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","210","2010","01","26",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.085114","-20.401847","41W5'6,41","20S24'6,65",NA,NA,NA,"2m, cálice verde, estames secos","MBML044888","MBML044888",NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","2020-02-19 14:09:54-03","MBML","MBML-HERBARIO","50093",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","melastomoides","Leandra melastomoides",NA,"J.F.A. Baumgratz/Maio-2017",NA,"F.A.R. Matos; M. Simonelli, M. P. Carrafa","140","2008","01","27",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Propriedade de Edimar Peterle","-41.081083","-20.398222","41W4'51,9","20S23'53,6",NA,NA,NA,"Flores brancas, 2m de alt., Estames rosa, interior da mata","MBML050093","MBML050093",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","2020-02-19 14:09:54-03","MBML","MBML-HERBARIO","44884",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","melastomoides","Leandra melastomoides",NA,NA,NA,"A. D. Mattedi; et al","49","2009","04","21",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.094306","-20.41075","41W5'39,5","20S24'38,7",NA,NA,NA,"1,5m. Inflorescência branco rosada","MBML044884","MBML044884",NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2020-02-19 14:09:54-03","MBML","MBML-HERBARIO","44885",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","melastomoides","Leandra melastomoides",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","43","2009","03","28",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.094972","-20.410139","41W5'41,9","20S24'36,5",NA,NA,NA,"Herbácea, flores vermelhas/vinho/branca","MBML044885","MBML044885",NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2020-02-19 14:09:54-03","MBML","MBML-HERBARIO","44886",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","melastomoides","Leandra melastomoides",NA,NA,NA,"A. D. Mattedi; et al","187","2009","12","18",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.085114","-20.401847","41W5'6,41","20S24'6,65",NA,NA,NA,"2m, teca das anteras rosada","MBML044886","MBML044886",NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2020-02-19 14:09:54-03","MBML","MBML-HERBARIO","44889",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","melastomoides","Leandra melastomoides",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","155","2009","11","28",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.095278","-20.411111","41W5'43","20S24'40",NA,NA,NA,"2,5m. Pétalas brancas, folhas ásperas","MBML044889","MBML044889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2020-02-19 14:09:54-03","MBML","MBML-HERBARIO","49878",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","melastomoides","Leandra melastomoides",NA,"F.S. Meyer/11-04-2016",NA,"M. Simonelli; F. A. R. Matos, C. Cesati","1431","2008","01","03",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Propriedade de Audir Cesati","-41.099528","-20.43325","41W5'58,3","20S25'59,7","1042","1042",NA,"Interior da mata, 05, m de alt., Flores brancas","MBML049878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2020-02-19 14:09:54-03","MBML","MBML-HERBARIO","50089",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","melastomoides","Leandra melastomoides",NA,"J.F.A. Baumgratz/Maio-2017",NA,"M. Simonelli; F. Matos, B. Janine, A. Rafael","1584","2008","06","14",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Prox ao Sitio Tucano","-41.07775","-20.385083","41W4'39,9","20S23'6,3",NA,NA,NA,"Herbacea, com 1m de alt.,inflorescência vermelha","MBML050089","MBML050089",NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","49879",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","xanthostachya","Leandra xanthostachya",NA,"F.S. Meyer/11-04-2016",NA,"M. Simonelli; F. A. R. Matos, C. Cesati","1451","2008","01","03",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Propriedade de Audir Cesati","-41.099861","-20.431083","41W5'59,5","20S25'51,9","1093","1093",NA,"Pétalas brancas e estames amarelos","MBML049879","MBML049879",NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2017-09-14 11:18:56-03","MBML","MBML-HERBARIO","2012",NA,"Plantae",NA,NA,"Campanulaceae","Lobelia",NA,"Lobelia",NA,NA,NA,"Edson V. R. Mota","49","1980","07","28",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.134722","-20.339722","41W8'5","20S20'23",NA,NA,NA,"Planta de baixa frequencia 2m, com espigas com botões, flores roxas e frutos com sementes amarelas, habitat próximo a um brejo, exposta ao sol, altitude de 400m, substrato amarelo.","MBML002012","MBML002012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","2019-05-09 14:19:54-03","MBML","MBML-HERBARIO","12976",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Machaerium","triste","Machaerium triste",NA,"C. V. Mendonça Filho/1999",NA,"G. Hatschbach; et al","61575","1995","01","16",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.134722","-20.339722","41W8'5","20S20'23",NA,NA,NA,"Trepadeira lenhosa, mata pluvial. Altitude de 1100m. EX HERB MBM.","MBML012976","MBML012976",NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","2017-09-14 11:42:56-03","MBML","MBML-HERBARIO","49866",NA,"Plantae",NA,NA,"Bignoniaceae","Mansoa",NA,"Mansoa",NA,NA,NA,"M. Simonelli; F. Matos, B. Janine, A. Rafael","1581","2008","06","14",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Próximo ao Sítio Tucano","-41.080889","-20.385778","41W4'51,2","20S23'8,8",NA,NA,NA,"Liana, interior da mata","MBML049866","MBML049866",NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","2017-09-14 11:49:25-03","MBML","MBML-HERBARIO","46979",NA,"Plantae",NA,NA,"Orchidaceae","Masdevallia","infracta","Masdevallia infracta",NA,NA,NA,"A. D. Mattedi; P. Roberta","156","2009","11","28",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.095278","-20.411111","41W5'43","20S24'40",NA,NA,NA,"Epífita, flor amarela com caminho de néctar avermelhado, prolongações na flor","MBML046979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","2017-09-14 11:24:37-03","MBML","MBML-HERBARIO","44808",NA,"Plantae",NA,NA,"Orchidaceae","Maxillaria","monantha","Maxillaria monantha",NA,NA,NA,"A. D. Mattedi","190","2009","12","18",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.085114","-20.401847","41W5'6,41","20S24'6,65",NA,NA,NA,"Epífita, pétalas e sépalas rajadas de amarelo e vinho","MBML044808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","2017-09-14 11:43:58-03","MBML","MBML-HERBARIO","50102",NA,"Plantae",NA,NA,"Celastraceae","Maytenus",NA,"Maytenus",NA,NA,NA,"M. Simonelli; F. A. R. Matos, C. Cesati","1421","2008","01","03",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Propriedade de Audir Cesati","-41.089417","-20.432611","41W5'21,9","20S25'57,4","1042","1042",NA,"7m de alt., frutos verdes/marrons, borda da mata","MBML050102","MBML050102",NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","2017-09-14 11:48:17-03","MBML","MBML-HERBARIO","44806",NA,"Plantae",NA,NA,"Menispermaceae",NA,NA,NA,NA,NA,NA,"A. D. Mattedi; et al","151","2009","11","06",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.095278","-20.411111","41W5'43","20S24'40",NA,NA,NA,"Trepadeira, botoões e flores verdes","MBML044806","MBML044806",NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2017-09-14 11:48:17-03","MBML","MBML-HERBARIO","49852",NA,"Plantae",NA,NA,"Menispermaceae",NA,NA,NA,NA,NA,NA,"F.A.R. Matos; R. Altoé","191","2008","03","15",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.093833","-20.41","41W5'37,8","20S24'36",NA,NA,NA,"Fruto amarelo, liana, interior da mata","MBML049852","MBML049852",NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","2018-01-16 07:35:22-02","MBML","MBML-HERBARIO","50103",NA,"Plantae",NA,NA,"Menispermaceae",NA,NA,NA,NA,NA,NA,"M. Simonelli; F. A. R. Matos, C. Cesati","1453","2008","01","03",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Propriedade de Audir Cesati","-41.0985","-20.431139","41W5'54,6","20S25'52,1","1093","1093",NA,"Trepadeira, flores verdes, borda da mata","MBML050103","MBML050103",NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","21554",NA,"Plantae",NA,NA,"Melastomataceae","Meriania","tetramera","Meriania tetramera",NA,"R. Goldenberg/2000",NA,"G. Hatschbach; et al","69140","1999","05","17",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mirante da torre de TV","-41.134722","-20.339722","41W8'5","20S20'23",NA,NA,NA,"Árvore, 6m, flor alva, ápice rosado. Floresta Atlântica.","MBML021554","MBML021554",NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","49869",NA,"Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,"F.A.R. Matos; M. Simonelli, J. L. Helmer","181","2008","03","08",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.093056","-20.409444","41W5'35","20S24'34",NA,NA,NA,"Borda da mata, 2m de alt., fruto roxo, beira da estrada","MBML049869","MBML049869",NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","49870",NA,"Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,"M. Simonelli; F. Matos, B. Janine, A. Rafael","1579","2008","06","14",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Próximo ao Sítio Tucano","-41.081194","-20.384444","41W4'52,3","20S23'4",NA,NA,NA,"3m de alt., interior da mata. Inflorescência branca","MBML049870","MBML049870",NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","49882",NA,"Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,"M. Simonelli; F. A. R. Matos, N. D'avila","1267","2007","11","10",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.1","-20.381278","41W5'60","20S22'52,6",NA,NA,NA,"inflorescência com pétalas brancas, 4m de alt.","MBML049882","MBML049882",NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","49883",NA,"Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,"F.A.R. Matos; J. C. Balbino","208","2008","07","12",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe, beira da estrada","-41.091833","-20.396639","41W5'30,6","20S23'47,9",NA,NA,NA,"3m de alt, interior da mata, frutos verdes/roxo","MBML049883","MBML049883",NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","50091",NA,"Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,"F.A.R. Matos; M. Simonelli, M. P. Carrafa","143","2008","01","27",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Propriedade de Edimar Peterle","-41.081083","-20.398222","41W4'51,9","20S23'53,6",NA,NA,NA,"Botões verde, 2m de alt., interior da mata","MBML050091","MBML050091",NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","50094",NA,"Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,"F.A.R. Matos; M. Simonelli, M. P. Carrafa","144","2008","01","27",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Propriedade de Edimar Peterle","-41.081083","-20.398222","41W4'51,9","20S23'53,6",NA,NA,NA,"3m de alt., flores brancas, borda da mata","MBML050094","MBML050094",NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","50096",NA,"Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,"F.A.R. Matos; R. Altoé","188","2008","03","15",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.094417","-20.410056","41W5'39,9","20S24'36,2",NA,NA,NA,"Frutos verde, 6m de alt., interior da mata","MBML050096","MBML050096",NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","49880",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","amoena","Miconia amoena",NA,NA,NA,"F.A.R. Matos; M. Simonelli, M. P. Carrafa","148","2008","01","27",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Propriedade de Edimar Peterle","-41.081083","-20.398222","41W4'51,9","20S23'53,6",NA,NA,NA,"Fruto verde, borda da mata, 2m de alt.","MBML049880","MBML049880",NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","46836",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","buddlejoides","Miconia buddlejoides",NA,"L. Bacci/2015",NA,"A. D. Mattedi; F. Flávio","222","2010","02","04",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.085114","-20.401847","41W5'6,41","20S24'6,65",NA,NA,NA,"15m, frutos verdes, abaxial das folhas branco alaranjado, e caules jovens alaranjados","MBML046836","MBML046836",NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","50097",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","cf. cinnamomifolia","Miconia cf. cinnamomifolia",NA,NA,NA,"F.A.R. Matos; M. Simonelli, M. P. Carrafa","139","2008","01","27",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Propriedade de Edimar Peterle","-41.081083","-20.398222","41W4'51,9","20S23'53,6",NA,NA,NA,"2m de alt., botões florais verde, Interior da mata","MBML050097","MBML050097",NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","2020-02-19 14:10:01-03","MBML","MBML-HERBARIO","12970",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","fasciculata","Miconia fasciculata",NA,"L. Bacci/2015",NA,"G. Hatschbach; et al","61515","1995","01","15",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.137222","-20.334722","41W8'14","20S20'5",NA,NA,NA,"Arvoreta, 3m, flor alva, odorífera. Mata pluvial. Altitude de 1000m. EX HERB MBM","MBML012970","MBML012970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","2020-02-19 14:10:02-03","MBML","MBML-HERBARIO","44894",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","latecrenata","Miconia latecrenata",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","7","2009","02","14",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.093833","-20.41025","41W5'37,8","20S24'36,9",NA,NA,NA,"2m. Herbácea","MBML044894","MBML044894",NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","2020-02-19 14:10:02-03","MBML","MBML-HERBARIO","46837",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","latecrenata","Miconia latecrenata",NA,NA,NA,"A. D. Mattedi","120","2009","09","20",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.095278","-20.411111","41W5'43","20S24'40",NA,NA,NA,"2m, frutos verde/roxo","MBML046837","MBML046837",NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","2020-02-19 14:10:02-03","MBML","MBML-HERBARIO","46838",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","latecrenata","Miconia latecrenata",NA,NA,NA,"A. D. Mattedi","136","2009","10","17",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.095278","-20.411111","41W5'43","20S24'40",NA,NA,NA,"6m, frutos roxos e verdes","MBML046838","MBML046838",NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","2020-02-19 14:10:02-03","MBML","MBML-HERBARIO","46839",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","latecrenata","Miconia latecrenata",NA,NA,NA,"A. D. Mattedi","94","2009","08","08",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.085156","-20.401792","41W5'6,56","20S24'6,45",NA,NA,NA,"Frutos verdes, arbusto com 4,5 metros","MBML046839","MBML046839",NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","2020-02-19 14:10:02-03","MBML","MBML-HERBARIO","44890",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","paniculata","Miconia paniculata",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","52","2009","04","21",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.094194","-20.410944","41W5'39,1","20S24'39,4",NA,NA,NA,"2,5m. Frutos verdes (imaturos), roxo (maduros)","MBML044890","MBML044890",NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","2020-02-19 14:10:02-03","MBML","MBML-HERBARIO","44891",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","paniculata","Miconia paniculata",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","211","2010","01","26",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.085114","-20.401847","41W5'6,41","20S24'6,65",NA,NA,NA,"1,5m. Pétalas estames brancos","MBML044891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","2020-02-19 14:10:02-03","MBML","MBML-HERBARIO","44892",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","paniculata","Miconia paniculata",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","202","2010","01","12",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.085114","-20.401847","41W5'6,41","20S24'6,65",NA,NA,NA,"2m. Frutos verde/roxo, botões verdes","MBML044892","MBML044892",NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","2020-02-19 14:10:04-03","MBML","MBML-HERBARIO","44875",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","pusilliflora","Miconia pusilliflora",NA,NA,NA,"A. D. Mattedi; et al","65","2009","05","01",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.094194","-20.411194","41W5'39,1","20S24'40,3",NA,NA,NA,"12m. Pétalas brancas (chuva de estames)","MBML044875","MBML044875",NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","2020-02-19 14:10:04-03","MBML","MBML-HERBARIO","44796",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","robusta","Miconia robusta",NA,"R. Goldenberg/2015",NA,"A. D. Mattedi; et al","19","2009","03","07",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe","-41.094139","-20.411083","41W5'38,9","20S24'39,9",NA,NA,NA,"9m, abaxial das folhas é marrom/laranja","MBML044796","MBML044796",NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","12971",NA,"Plantae",NA,NA,"Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"J. Wurdack/1995",NA,"G. Hatschbach; et al","61519","1995","01","15",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.137222","-20.334722","41W8'14","20S20'5",NA,NA,NA,"Árvore, 8m, pétalas alvas, anteras amarelas. Mata pluvial de encosta de morro. Altitude de 1000m. EX HERB MBM.","MBML012971","MBML012971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","2017-09-14 11:48:43-03","MBML","MBML-HERBARIO","12988",NA,"Plantae",NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor",NA,"M. Sobral/1999",NA,"G. Hatschbach; et al","61597","1995","01","17",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.134722","-20.339722","41W8'5","20S20'23",NA,NA,NA,"Árvore, 30m, botões alvos. Mata pluvial. Altitude de 1100m. EX HERB MBM.","MBML012988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","2017-09-14 11:48:43-03","MBML","MBML-HERBARIO","12956",NA,"Plantae",NA,NA,"Myrtaceae","Myrcia","breviramis","Myrcia breviramis",NA,"L. H. Soares Silva/1998",NA,"G. Hatschbach; et al","61592","1995","01","17",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.134722","-20.339722","41W8'5","20S20'23",NA,NA,NA,"Arvoreta, 4m, flor alva. Mata pluvial das margens do córrego. EX HERB MBM","MBML012956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","2017-09-14 11:48:44-03","MBML","MBML-HERBARIO","12957",NA,"Plantae",NA,NA,"Myrtaceae","Myrcia","guianensis","Myrcia guianensis",NA,"M. Sobral/1999",NA,"G. Hatschbach; et al","61432","1995","01","14",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","São Bento de Urânia","-41.134722","-20.339722","41W8'5","20S20'23",NA,NA,NA,"Árvore, 10m, flor alva, odorífera. Mata pluvial. EX HERB MBM","MBML012957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","2017-09-14 11:48:44-03","MBML","MBML-HERBARIO","12987",NA,"Plantae",NA,NA,"Myrtaceae","Myrcia","guianensis","Myrcia guianensis",NA,"M. Sobral/1999",NA,"G. Hatschbach; et al","61594","1995","01","17",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.134722","-20.339722","41W8'5","20S20'23",NA,NA,NA,"Arbusto ramoso, 4m, botões florais avermelhados, flora alva. Sobre bloco de rocha nas encostas de morro. Altitude de 1100m. EX HERB MBM.","MBML012987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
