"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","class","previousCatalogNumber","relatedCatalogItem","infraspecificEpithet"
"224","2019-10-02 14:52:09-03","UFMG","BHCB","130505","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chloranthaceae","Hedyosmum","brasiliense","Hedyosmum brasiliense","Miq.",NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gomes, LB; Gontijo, SL; Rodrigues, JG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.070083","-20.07275",NA,"Árvore 5m, vegetação altitude, prox corrego.",NA,NA,"6114","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-10-02 14:50:11-03","UFMG","BHCB","130418","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus",NA,"Heterocondylus","R.M.King & H.Rob.",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego., Trilha da Hortência.","-42.086389","-20.07",NA,"Plantas do Brasil. Margem da trilha. Folhas opostas. Inflorescência roxa.",NA,NA,"6027","Southern America","-42.086389","-20.07","1420","1420",NA,NA,NA,NA,NA,NA,NA
"226","2019-10-02 15:08:21-03","UFMG","BHCB","130435","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Homolepis",NA,"Homolepis",NA,NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.073028","-20.07025",NA,"Erva, no sub-bosque da Floresta Estacional; Erva; Sub bosque da Floresta Estacional",NA,NA,"6044","Southern America","-42.073028","-20.07025",NA,NA,NA,"BHCB010045",NA,NA,NA,NA,NA
"227","2019-10-02 15:07:02-03","UFMG","BHCB","130475","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hypoxidaceae","Hypoxis","decumbens","Hypoxis decumbens","L.",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.070778","-20.071278",NA,"Erva, em trilha no interior da Floresta Estacional Semidecidual; flores amarelas",NA,NA,"6084","Southern America","-42.070778","-20.071278","1194","1194",NA,NA,NA,NA,NA,NA,NA
"228","2019-12-16 17:40:46-03","UFMG","BHCB","130425","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Justicia",NA,"Justicia","L.",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Margem da Trilha da Hortência.","-42.086417","-20.070111",NA,"Erva, flores vermelhas.; Sub-bosque da Floresta Estacional Semidecidual swcundária.",NA,NA,"6034","Southern America","-42.086417","-20.070111","1420","1420",NA,"BHCB042411","BHCB042411",NA,NA,NA,NA
"229","2019-10-02 14:52:34-03","UFMG","BHCB","130457","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cunoniaceae","Lamanonia",NA,"Lamanonia",NA,NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.070083","-20.07275",NA,"Árvore; em floresta estacional semidecidual",NA,NA,"6066","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-10-02 15:04:54-03","UFMG","BHCB","130471","PreservedSpecimen","Plantae","Dicotyledon",NA,"Verbenaceae","Lantana",NA,"Lantana",NA,NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gontijo, SL; Rodrigues, JG; Gomes, LB","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.070083","-20.07275",NA,"Arbusto; pétalas rosadas.",NA,NA,"6080","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-10-02 14:56:53-03","UFMG","BHCB","130436","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra",NA,"Leandra",NA,NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.075333","-20.073611",NA,"Arbusto, no sub-bosque fa Floresta Estacional Semidecidual",NA,NA,"6045","Southern America","-42.075333","-20.073611","1286","1286",NA,NA,NA,NA,NA,NA,NA
"232","2019-10-02 14:56:53-03","UFMG","BHCB","130461","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra",NA,"Leandra",NA,NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gontijo, SL; Rodrigues, JG; Gomes, LB","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.070083","-20.07275",NA,"Fruto imaturo verde.",NA,NA,"6070","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-10-02 14:56:53-03","UFMG","BHCB","130491","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra",NA,"Leandra",NA,NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gomes, LB; Gontijo, SL; Rodrigues, JG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.071278","-20.070806",NA,"Arbusto, 1,5m, no sub-bosque da Floresta Estacinal Semidecidual secundária; flores rosas (jovens) e brancas (velhas); frutos imaturos com bracteas rosadas",NA,NA,"6100","Southern America","-42.071278","-20.070806","1196","1196",NA,NA,NA,NA,NA,NA,NA
"234","2019-10-02 14:56:53-03","UFMG","BHCB","162204","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra",NA,"Leandra",NA,NA,NA,NA,NA,"Gouvêa, YF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Mirante, descida pela trilha da areia branca.","-42.072222","-20.076389",NA,"Arbusto ca. 2m. Tricomas avermelhados. Corola branca. Estames vináceos.",NA,NA,"22","Southern America","-42.072222","-20.076389","1295","1295",NA,"BHCB011628",NA,NA,NA,NA,NA
"235","2019-10-02 14:56:55-03","UFMG","BHCB","130474","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","amplexicaulis","Leandra amplexicaulis","DC.",NA,"2011",NA,NA,"Stehmann, JR; Nogueira, FB; Gontijo, SL; Rodrigues, JG; Gomes, LB","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.070778","-20.071278",NA,"Arbusto, inflorescência esbranquiçada; no sub-bosque da Floresta Estacional Semidecidual secundária,",NA,NA,"6083","Southern America","-42.070778","-20.071278","1193","1193",NA,"BHCB046592",NA,NA,NA,NA,NA
"236","2019-10-02 14:56:57-03","UFMG","BHCB","130431","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.070778","-20.070139",NA,"Arbusto, no sub-bosque da Floresta Estacional Semidecidual; inflorescencia branco-rosada.",NA,NA,"6040","Southern America","-42.070778","-20.070139","1194","1194",NA,NA,NA,NA,NA,NA,NA
"237","2019-10-02 14:54:51-03","UFMG","BHCB","130473","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gentianaceae","Macrocarpaea",NA,"Macrocarpaea",NA,NA,"2012","02",NA,"Stehmann, JR; Nogueira, FB; Gontijo, SL; Rodrigues, JG; Gomes, LB","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.070083","-20.07275",NA,"Floresta Estacional Semidecidual",NA,NA,"6082","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-10-02 14:48:45-03","UFMG","BHCB","162203","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Mandevilla",NA,"Mandevilla","Lindl.",NA,NA,NA,NA,"Gouvêa, YF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Mirante","-42.088333","-20.055556",NA,"Arbusto ca. 1,5m. Cálice avermelhado. Corola rósea. Látex branco.; Campo de altitude pedregoso.",NA,NA,"21","Southern America","-42.088333","-20.055556","1713","1713",NA,"BHCB011636",NA,NA,NA,NA,NA
"239","2019-10-02 14:48:50-03","UFMG","BHCB","162209","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Matelea",NA,"Matelea",NA,NA,NA,NA,NA,"Gouvêa, YF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Meio da Trilha das Hortênsias.","-42.080556","-20.072222",NA,"Trepadeira. Cálice amarelo. Corola verde com venação reticulada marcada na face adaxial da pétala.",NA,NA,"27","Southern America","-42.080556","-20.072222","1341","1341",NA,"BHCB011648",NA,NA,NA,NA,NA
"240","2019-10-02 14:52:00-03","UFMG","BHCB","162619","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Maytenus",NA,"Maytenus",NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Subida da Trilha das Hortências","-42.076233","-20.203517",NA,"Arbusto. Flor amarela. Presença de néctar. Ramos angulosos",NA,NA,"222","Southern America","-42.076233","-20.203517","1340","1340",NA,NA,NA,NA,NA,NA,NA
"241","2019-10-02 14:56:37-03","UFMG","BHCB","162628","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,"Barranco na margem da estrada. Flor amarela",NA,NA,"232","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"242","2019-10-02 14:56:37-03","UFMG","BHCB","162647","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,"Material com flores e frutos. Indumento denso revestido caule, folhas e sépalas",NA,NA,"234","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"243","2019-12-16 17:40:50-03","UFMG","BHCB","162202","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Mendoncia",NA,"Mendoncia",NA,NA,NA,NA,NA,"Gouvêa, YF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha do mirante. Ao lado do córrego que corta a trilha.","-42.089167","-20.073056",NA,"Trepadeira. Corola rósea.; Em galho de árvore caída.",NA,NA,"20","Southern America","-42.089167","-20.073056","1466","1466",NA,"BHCB011635","BHCB011635",NA,NA,NA,NA
"244","2019-10-31 18:28:59-03","UFMG","BHCB","130439","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Merostachys","exserta","Merostachys exserta","Munro ex E.G.Camus.",NA,"2018","06","25","Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Margem da Trilha da Hortência.","-42.070083","-20.07275",NA,"Bambu.; Subosque da Floresta Estacional Semidecidual.",NA,NA,"6048","Southern America","-42.070083","-20.07275",NA,NA,NA,"BHCB012936",NA,NA,NA,NA,NA
"245","2019-10-02 14:57:02-03","UFMG","BHCB","130500","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia",NA,"Miconia","Ruiz & Pav.",NA,NA,NA,NA,"Stehmann, JR; Matos, LVS; Miranda, GMN; Santos, JL; Moreira, NC","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.078889","-20.082222",NA,"Arbórea 8m, brotos com flores, trilha(direita)",NA,NA,"6109","Southern America","-42.078889","-20.082222","1166","1166",NA,NA,NA,NA,NA,NA,NA
"246","2019-10-02 14:57:02-03","UFMG","BHCB","130502","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia",NA,"Miconia","Ruiz & Pav.",NA,NA,NA,NA,"Stehmann, JR; Matos, LVS; Miranda, GMN; Santos, JL; Moreira, NC","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.070083","-20.07275",NA,"Arbórea, 8m, brotos verdes, trilha (direita)",NA,NA,"6111","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2019-10-02 14:57:03-03","UFMG","BHCB","162597","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia",NA,"Miconia","Ruiz & Pav.",NA,NA,NA,NA,"Rocha, KP da; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Beira de trilha","-42.07265","-20.153533",NA,"Arbórea. Frutos jovens verde-amarelados",NA,NA,"24","Southern America","-42.07265","-20.153533","1337","1337",NA,NA,NA,NA,NA,NA,NA
"248","2019-10-02 14:50:28-03","UFMG","BHCB","162604","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania",NA,"Mikania","DC.",NA,NA,NA,NA,"Rocha, KP da; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.07265","-20.153533",NA,"Trepadeira, a 8m do solo. Papus creme. Indivíduo apenas com frutos",NA,NA,"31","Southern America","-42.07265","-20.153533","1337","1337",NA,NA,NA,NA,NA,NA,NA
"249","2019-10-02 14:59:37-03","UFMG","BHCB","162620","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia",NA,"Mollinedia",NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Subida da Trilha das Hortências","-42.076233","-20.203517",NA,"Material com flor e fruto. Flores com gineceu apocárpico",NA,NA,"218","Southern America","-42.076233","-20.203517","1340","1340",NA,NA,NA,NA,NA,NA,NA
"250","2019-10-02 14:59:37-03","UFMG","BHCB","130488","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia",NA,"Mollinedia",NA,NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gomes, LB; Gontijo, SL; Rodrigues, JG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.074861","-20.070028",NA,"Arbusto, 2 a 3 m, no sub-bosque da Floresta Estacional Semidecidual, mata úmida prox corrego; fruto múltiplogineceu apocarpico, carpidios imaturos verdes.",NA,NA,"6097","Southern America","-42.074861","-20.070028","1276","1276",NA,NA,NA,NA,NA,NA,NA
"251","2019-10-02 15:00:18-03","UFMG","BHCB","130486","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrceugenia",NA,"Myrceugenia",NA,NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gomes, LB; Gontijo, SL; Rodrigues, JG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.074861","-20.070028",NA,"Árvore ~ 6 a 7 m, copa densa",NA,NA,"6095","Southern America","-42.074861","-20.070028","1274","1274",NA,NA,NA,NA,NA,NA,NA
"252","2019-10-02 15:00:20-03","UFMG","BHCB","162208","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia",NA,"Myrcia","DC.",NA,NA,NA,NA,"Gouvêa, YF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Subida para o Mirante.","-42.080556","-20.072222",NA,"Arvoreta ca. 3m. Frutos imaturos avermelhados.",NA,NA,"26","Southern America","-42.080556","-20.072222","1341","1341",NA,"BHCB011644",NA,NA,NA,NA,NA
"253","2019-10-02 14:54:54-03","UFMG","BHCB","162588","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus",NA,"Nematanthus",NA,NA,NA,NA,NA,"Rocha, KP da; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha das Hortências","-42.088283","-20.0663",NA,"Flores vermelhas com extremidades amarelas, estilete branco; Flores vermelhas com extremidades amarelas, estilete branco",NA,NA,"15","Southern America","-42.088283","-20.0663","1697","1697",NA,NA,NA,NA,NA,NA,NA
"254","2019-10-02 14:54:54-03","UFMG","BHCB","162196","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","(Schott) Wiehler",NA,"2014","03","13","Gouvêa, YF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Beira do córrego, final da trilha da areia.","-42.073611","-20.071944",NA,"Flor vermelha.",NA,NA,"14","Southern America","-42.073611","-20.071944","1295","1295",NA,"BHCB011630",NA,NA,NA,NA,NA
"255","2019-10-02 15:06:07-03","UFMG","BHCB","188147","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Nidularium",NA,"Nidularium",NA,NA,NA,NA,NA,"Machado, TM; Moreira, SN; Falcão, BF; Freitas, FS","2014","03","16","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha para o mirante","-42.082639","-20.065583",NA,"Terrestre no interior de mata. Brácteas vermelhas, sépala verde, pétala branca e terço superior roxo",NA,NA,"590","Southern America","-42.082639","-20.065583","1583","1583",NA,"BHCB188147",NA,NA,NA,NA,NA
"256","2019-10-02 14:55:23-03","UFMG","BHCB","130490","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea",NA,"Ocotea","Aubl.",NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gomes, LB; Gontijo, SL; Rodrigues, JG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.0715","-20.070583",NA,"Árvore 7m, aromática, em Floresta Estacional Semidecidual; frutos imaturos verdes",NA,NA,"6099","Southern America","-42.0715","-20.070583","1200","1200",NA,NA,NA,NA,NA,NA,NA
"257","2019-10-02 14:55:23-03","UFMG","BHCB","130499","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea",NA,"Ocotea","Aubl.",NA,NA,NA,NA,"Stehmann, JR; Matos, LVS; Miranda, GMN; Santos, JL; Moreira, NC","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.078889","-20.082222",NA,"Arbórea, 6m de altura, na Floresta Estacional Semidecidual secundária; flores verde-amareladas",NA,NA,"6108","Southern America","-42.078889","-20.082222","1166","1166",NA,NA,NA,NA,NA,NA,NA
"258","2019-10-02 14:55:25-03","UFMG","BHCB","130497","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez",NA,NA,NA,NA,"Stehmann, JR; Matos, LVS; Miranda, GMN; Santos, JL; Moreira, NC","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha principal","-42.080194","-20.06775",NA,"Floresta Estacional Semi-Decidual Secundária. Arbórea, 6m, frutos verdes",NA,NA,"6106","Southern America","-42.080194","-20.06775","776","776",NA,NA,NA,NA,NA,NA,NA
"259","2019-10-02 14:57:25-03","UFMG","BHCB","130462","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Ossaea",NA,"Ossaea",NA,NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gontijo, SL; Rodrigues, JG; Gomes, LB","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.070083","-20.07275",NA,"Arbusto, no sub-bosque da Floresta Estacional Semidecidual, secundária",NA,NA,"6071","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-10-02 15:01:08-03","UFMG","BHCB","162656","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,"Folhas quando secas com a face abaxial púrpura",NA,NA,"246","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"261","2019-10-02 15:01:11-03","UFMG","BHCB","130479","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,NA,NA,NA,"Stehmann, JR; Assis, ALM","2009","03","22","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a sede da RPPN Mata do sossego, cerca de 1 km da sede.","-42.070111","-20.073083",NA,"Flores amarelas. Folhas com face abaxial de cor violeta.; Flores amarelas. Folhas com face abaxial de cor violeta.",NA,NA,"6088","Southern America","-42.070111","-20.073083","1120","1120",NA,"BHCB008955",NA,NA,NA,NA,NA
"262","2019-10-02 15:08:28-03","UFMG","BHCB","130433","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Panicum",NA,"Panicum",NA,NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.075333","-20.073611",NA,"Erva, no sub-bosque da floresta",NA,NA,"6042","Southern America","-42.075333","-20.073611","1286","1286",NA,NA,NA,NA,NA,NA,NA
"263","2019-10-02 15:08:33-03","UFMG","BHCB","130434","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","conjugatum","Paspalum conjugatum","P.J.Bergius",NA,"2009",NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.070008","-20.072525",NA,"Erva, no sub-bosque da floresta; Erva; Sub bosque da floresta",NA,NA,"6043","Southern America","-42.070008","-20.072525",NA,NA,NA,"BHCB010046",NA,NA,NA,NA,NA
"264","2019-10-02 15:01:11-03","UFMG","BHCB","162607","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora",NA,"Passiflora","L.",NA,NA,NA,NA,"Rocha, KP da; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.0886","-20.368333",NA,"Pétalas verdes; corona roxa; anteras amarelas",NA,NA,"34","Southern America","-42.0886","-20.368333","1625","1625",NA,NA,NA,NA,NA,NA,NA
"265","2019-10-02 15:01:11-03","UFMG","BHCB","162602","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora",NA,"Passiflora","L.",NA,NA,NA,NA,"Rocha, KP da; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Subida da Trilha das Hortências","-42.071267","-20.120867",NA,"Flores de cor rosa bem vivo; corona com duas séries de filamentos, branca com extremidades vináceo-escuro. Fruto esverdeado com seis estrias longitudinais vináceas",NA,NA,"29","Southern America","-42.071267","-20.120867","1284","1284",NA,NA,NA,NA,NA,NA,NA
"266","2019-10-02 15:01:11-03","UFMG","BHCB","162610","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Subida da Trilha das Hortências","-42.071267","-20.120867",NA,"Flores com pétalas rosas; corola em duas séries. Material com fruto",NA,NA,"252","Southern America","-42.071267","-20.120867","1284","1284",NA,NA,NA,NA,NA,NA,NA
"267","2019-10-02 15:01:13-03","UFMG","BHCB","130454","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","mediterranea","Passiflora mediterranea","Vell.",NA,"2013","11","13","Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.086417","-20.070111",NA,"Trepadeira; na floresta estacional semidecidual montana; Trepadeira; Floresta Estacional Semidecidual montana",NA,NA,"6063","Southern America","-42.086417","-20.070111","1420","1420",NA,"BHCB011154",NA,NA,NA,NA,NA
"268","2019-10-02 15:01:16-03","UFMG","BHCB","130417","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","speciosa","Passiflora speciosa","Gardner",NA,"2019","09","03","Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.088614","-20.067228",NA,"Trepadeira. Flores rosa-escuras, com corona roxo-escuro; fruto verde claro com manchas escuras longitudinais, lembra uma pequena melancia.; Em Floresta Estacional Semidecidual Montana secundária;",NA,NA,"6026","Southern America","-42.088614","-20.067228","1522","1522",NA,"BHCB006838",NA,NA,NA,NA,NA
"269","2019-10-02 15:01:26-03","UFMG","BHCB","130449","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","alata","Peperomia alata","Ruiz & Pav.",NA,"2011","06",NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Margem da Trilha da Hortência.","-42.070083","-20.07275",NA,"Epífita.; Epífita.",NA,NA,"6058","Southern America","-42.070083","-20.07275",NA,NA,NA,"BHCB009001",NA,NA,NA,NA,NA
