"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","class","previousCatalogNumber","relatedCatalogItem","infraspecificEpithet"
"856","2016-09-19 15:31:28-03","UnB","UB","196699","S","Plantae","Bryophyta",NA,"Brachytheciaceae","Rhynchostegium","beskeanum","Rhynchostegium beskeanum","(Müll. Hal.) A. Jaeger",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Dead log",NA,NA,"3157","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"857","2016-09-19 15:31:28-03","UnB","UB","196643","S","Plantae","Bryophyta",NA,"Brachytheciaceae","Rhynchostegium","serrulatum","Rhynchostegium serrulatum","(Hedw.) A. Jaeger",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.072194","-20.076444",NA,"Mata Atlântica. Tronco vivo.",NA,NA,"3102","Southern America","-42.072194","-20.076444","1173","1173",NA,NA,NA,NA,NA,NA,NA
"858","2017-03-27 17:42:22-03","UnB","UB","196676","S","Plantae","Bryophyta",NA,"Sphagnaceae","Sphagnum",NA,"Sphagnum",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica. Rio Sossego",NA,NA,"3134","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"859","2017-03-27 17:42:22-03","UnB","UB","196677","S","Plantae","Bryophyta",NA,"Sphagnaceae","Sphagnum",NA,"Sphagnum",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica. Rio Sossego. Solo",NA,NA,"3135","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"860","2017-03-27 17:42:22-03","UnB","UB","196686","S","Plantae","Bryophyta",NA,"Sphagnaceae","Sphagnum",NA,"Sphagnum",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Rocha",NA,NA,"3144","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"861","2016-09-19 15:31:59-03","UnB","UB","196687","S","Plantae","Bryophyta",NA,"Calymperaceae","Syrrhopodon","rigidus","Syrrhopodon rigidus","Hook. & Grev.","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Rocha sobre rio.",NA,NA,"3145","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"862","2016-09-19 15:33:34-03","UnB","UB","196756","S","Plantae","Bryophyta",NA,"Pilotrichaceae","Thamniopsis","incurva","Thamniopsis incurva","(Hornsch.) W.R. Buck",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04654","-20.0414",NA,"Tronco vivo",NA,NA,"3213","Southern America","-42.04654","-20.0414","1327","1327",NA,NA,NA,NA,NA,NA,NA
"863","2016-09-19 15:35:34-03","UnB","UB","196640","S","Plantae","Bryophyta",NA,"Thuidiaceae","Thuidium","tomentosum","Thuidium tomentosum","Schimp.",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.072194","-20.076444",NA,"Mata Atlântica. Barranco",NA,NA,"3099","Southern America","-42.072194","-20.076444","1173","1173",NA,NA,NA,NA,NA,NA,NA
"864","2016-09-19 15:35:34-03","UnB","UB","196661","S","Plantae","Bryophyta",NA,"Thuidiaceae","Thuidium","tomentosum","Thuidium tomentosum","Schimp.",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica. Solo",NA,NA,"3120","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"865","2016-09-19 15:35:34-03","UnB","UB","196666","S","Plantae","Bryophyta",NA,"Thuidiaceae","Thuidium","tomentosum","Thuidium tomentosum","Schimp.",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica. Solo",NA,NA,"3125","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"866","2016-09-19 15:35:34-03","UnB","UB","196704","S","Plantae","Bryophyta",NA,"Thuidiaceae","Thuidium","tomentosum","Thuidium tomentosum","Schimp.",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Pedra em rio",NA,NA,"3162","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"867","2016-09-19 15:35:34-03","UnB","UB","196724","S","Plantae","Bryophyta",NA,"Thuidiaceae","Thuidium","tomentosum","Thuidium tomentosum","Schimp.",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Rock by river",NA,NA,"3182","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"868","2016-09-19 15:35:34-03","UnB","UB","196747","S","Plantae","Bryophyta",NA,"Thuidiaceae","Thuidium","tomentosum","Thuidium tomentosum","Schimp.",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04479","-20.04185",NA,"Rocha",NA,NA,"3204","Southern America","-42.04479","-20.04185","1262","1262",NA,NA,NA,NA,NA,NA,NA
"869","2016-09-19 15:35:15-03","UnB","UB","196690","S","Plantae","Bryophyta",NA,"Sematophyllaceae","Trichosteleum","papillosum","Trichosteleum papillosum","(Hornsch.) A. Jaeger",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Dead log",NA,NA,"3148","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"870","2016-09-19 15:35:15-03","UnB","UB","196725","S","Plantae","Bryophyta",NA,"Sematophyllaceae","Trichosteleum","papillosum","Trichosteleum papillosum","(Hornsch.) A. Jaeger",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica.",NA,NA,"3183","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"871","2016-09-19 15:32:50-03","UnB","UB","196700","S","Plantae","Bryophyta",NA,"Hypnaceae","Vesicularia","vesicularis","Vesicularia vesicularis","(Schwaegr.) Broth.","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Rocha",NA,NA,"3158","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"872","2016-09-19 15:32:50-03","UnB","UB","196737","S","Plantae","Bryophyta",NA,"Hypnaceae","Vesicularia","vesicularis","Vesicularia vesicularis","(Schwaegr.) Broth.","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04479","-20.04185",NA,"Associado a Pilotrichaceae e Fissidens; Barranco",NA,NA,"3195","Southern America","-42.04479","-20.04185","1262","1262",NA,NA,NA,NA,NA,NA,NA
"873","2016-09-19 15:34:24-03","UnB","UB","196657","S","Plantae","Bryophyta",NA,"Pylaisiadelphaceae","Wijkia","flagellifera","Wijkia flagellifera","(Broth.) H.A. Crum","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica.Tronco vivo",NA,NA,"3116","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"874","2016-09-19 15:34:24-03","UnB","UB","196658","S","Plantae","Bryophyta",NA,"Pylaisiadelphaceae","Wijkia","flagellifera","Wijkia flagellifera","(Broth.) H.A. Crum","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica.Tronco vivo",NA,NA,"3117","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"875","2016-09-19 15:31:29-03","UnB","UB","196641","S","Plantae","Bryophyta",NA,"Brachytheciaceae","Zelometeorium","patulum","Zelometeorium patulum","(Hedw.) Manuel",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.072194","-20.076444",NA,"Mata Atlântica. Tronco vivo.",NA,NA,"3100","Southern America","-42.072194","-20.076444","1173","1173",NA,NA,NA,NA,NA,NA,NA
"876","2016-09-19 15:31:29-03","UnB","UB","196642","S","Plantae","Bryophyta",NA,"Brachytheciaceae","Zelometeorium","patulum","Zelometeorium patulum","(Hedw.) Manuel",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.072194","-20.076444",NA,"Associado a Racopilum e Sematophyllum; Mata Atlântica. Tronco vivo.",NA,NA,"3101","Southern America","-42.072194","-20.076444","1173","1173",NA,NA,NA,NA,NA,NA,NA
"877","2016-09-19 15:31:29-03","UnB","UB","196671","S","Plantae","Bryophyta",NA,"Brachytheciaceae","Zelometeorium","patulum","Zelometeorium patulum","(Hedw.) Manuel",NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica",NA,NA,"3129","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"878","2017-03-27 17:39:12-03","UnB","UB","196662","Liqui","Plantae","Algae",NA,"Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica.Tronco vivo",NA,NA,"3121","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"879","2017-03-27 17:41:07-03","UnB","UB","196648","S","Plantae","Bryophyta",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica. Tronco vivo.",NA,NA,"3107","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"880","2017-03-27 17:41:07-03","UnB","UB","196654","S","Plantae","Bryophyta",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica. Tronco vivo",NA,NA,"3113","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"881","2017-03-27 17:41:07-03","UnB","UB","196679","S","Plantae","Bryophyta",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Rochas",NA,NA,"3137","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"882","2017-03-27 17:46:10-03","UnB","UB","203223","S","Plantae","Dicotyledoneae",NA,"Clusiaceae",NA,NA,NA,NA,"Otoni, TJO; Mendes, JPG","2013",NA,NA,"Marcial, SPS","2013","05","08","Brasil","Minas Gerais","Simonésia","Córrego São Pedro","-42.043333","-20.093333",NA,"Árvore de médio a grande porte com galhos distribuidos em cruzes; Mata Atlântica",NA,NA,"2356","Southern America","-42.043333","-20.093333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","2017-03-27 17:52:11-03","UnB","UB","196674","S","Plantae","Marchantiophyta",NA,"Marchantiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica. Solo, barranco",NA,NA,"3132","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"884","2017-03-27 17:52:11-03","UnB","UB","196678","S","Plantae","Marchantiophyta",NA,"Marchantiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica. Rocha. Rio Sossego",NA,NA,"3136","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"885","2017-03-27 17:52:11-03","UnB","UB","196683","S","Plantae","Marchantiophyta",NA,"Marchantiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Rocha",NA,NA,"3141","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"886","2017-03-27 17:52:11-03","UnB","UB","196688","S","Plantae","Marchantiophyta",NA,"Marchantiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Associado a Thuidium; Mata Atlântica. Rochas ao longo do rio",NA,NA,"3146","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"887","2017-03-27 17:52:11-03","UnB","UB","196750","S","Plantae","Marchantiophyta",NA,"Marchantiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04479","-20.04185",NA,"Rocha",NA,NA,"3207","Southern America","-42.04479","-20.04185","1262","1262",NA,NA,NA,NA,NA,NA,NA
"888","2017-04-20 17:50:42-03","UnB","UB","196701","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Tronco vivo",NA,NA,"3159","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"889","2017-04-20 17:50:42-03","UnB","UB","196702","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Poste",NA,NA,"3160","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"890","2017-04-20 17:50:42-03","UnB","UB","196703","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Tronco vivo",NA,NA,"3161","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"891","2017-04-20 17:50:42-03","UnB","UB","196714","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Pedra",NA,NA,"3172","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"892","2017-04-20 17:50:42-03","UnB","UB","196717","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Rocha",NA,NA,"3175","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"893","2017-04-20 17:50:42-03","UnB","UB","196721","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Aquática",NA,NA,"3179","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"894","2017-04-20 17:50:42-03","UnB","UB","196732","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Tronco vivo",NA,NA,"3190","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"895","2017-04-20 17:50:42-03","UnB","UB","196742","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04479","-20.04185",NA,"Tronco vivo",NA,NA,"3200","Southern America","-42.04479","-20.04185","1262","1262",NA,NA,NA,NA,NA,NA,NA
"896","2017-04-20 17:50:42-03","UnB","UB","196745","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04479","-20.04185",NA,"Tronco morto",NA,NA,"3202","Southern America","-42.04479","-20.04185","1262","1262",NA,NA,NA,NA,NA,NA,NA
"897","2017-04-20 17:50:42-03","UnB","UB","196751","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04479","-20.04185",NA,"Solo",NA,NA,"3208","Southern America","-42.04479","-20.04185","1262","1262",NA,NA,NA,NA,NA,NA,NA
"898","2017-04-20 17:50:42-03","UnB","UB","196753","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04654","-20.0414",NA,"Tronco vivo",NA,NA,"3210","Southern America","-42.04654","-20.0414","1327","1327",NA,NA,NA,NA,NA,NA,NA
"899","2017-04-20 17:50:42-03","UnB","UB","196755","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04654","-20.0414",NA,"Tronco vivo",NA,NA,"3212","Southern America","-42.04654","-20.0414","1327","1327",NA,NA,NA,NA,NA,NA,NA
"900","2017-03-27 17:42:08-03","UnB","UB","196670","S","Plantae","Bryophyta",NA,"Sematophyllaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.04199","-20.04352",NA,"Mata Atlântica.Tronco vivo",NA,NA,"3128","Southern America","-42.04199","-20.04352","1173","1173",NA,NA,NA,NA,NA,NA,NA
"901","2016-09-19 15:34:38-03","UnB","UB","196715","S","Plantae","Bryophyta",NA,"Sematophyllaceae","Aptychopsis","pungifolia","Aptychopsis pungifolia","(Hampe) Broth.","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Tronco",NA,NA,"3173","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"902","2016-09-19 15:34:39-03","UnB","UB","196720","S","Plantae","Bryophyta",NA,"Sematophyllaceae","Aptychopsis","subpungifolia","Aptychopsis subpungifolia","(Broth.) Broth.","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Almeida, TE; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.0425","-20.04215",NA,"Mata Atlântica. Tronco vivo",NA,NA,"3178","Southern America","-42.0425","-20.04215","1187","1187",NA,NA,NA,NA,NA,NA,NA
"903","2016-09-19 15:34:39-03","UnB","UB","196740","S","Plantae","Bryophyta",NA,"Sematophyllaceae","Aptychopsis","subpungifolia","Aptychopsis subpungifolia","(Broth.) Broth.","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04479","-20.04185",NA,"Tronco vivo",NA,NA,"3198","Southern America","-42.04479","-20.04185","1262","1262",NA,NA,NA,NA,NA,NA,NA
"904","2016-09-19 15:31:25-03","UnB","UB","196644","S","Plantae","Bryophyta",NA,"Brachytheciaceae","Brachythecium","ruderale","Brachythecium ruderale","(Brid.) W.R. Buck","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Shaw, AJ; Salino, A","2013","11","17","Brasil","Minas Gerais","Simonésia","Sede da RPPN. Mata do Sossego.","-42.072194","-20.076444",NA,"Mata Atlântica. Solo.",NA,NA,"3103","Southern America","-42.072194","-20.076444","1173","1173",NA,NA,NA,NA,NA,NA,NA
"905","2016-09-19 15:32:59-03","UnB","UB","196735","S","Plantae","Bryophyta",NA,"Leucobryaceae","Campylopus","gastro-alaris","Campylopus gastro-alaris","(Müll. Hal.) Paris","Câmara, PEAS","2015","04",NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04479","-20.04185",NA,"Tronco morto",NA,NA,"3193","Southern America","-42.04479","-20.04185","1262","1262",NA,NA,NA,NA,NA,NA,NA
"906","2016-09-19 15:33:01-03","UnB","UB","196736","S","Plantae","Bryophyta",NA,"Leucobryaceae","Campylopus","trachyblepharon","Campylopus trachyblepharon","(Müll. Hal.) Mitt.","Câmara, PEAS","2015","04",NA,"Câmara, PEAS; Shaw, AJ","2013","11","17","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.04479","-20.04185",NA,"Dead log",NA,NA,"3194","Southern America","-42.04479","-20.04185","1262","1262",NA,NA,NA,NA,NA,NA,NA
