"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","class","relationshipType","relatedCatalogItem","individualCount"
"3329","2019-10-02 14:51:41-03","UFMG","BHCB","123999","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Varronia","Varronia curassavica","Rezende, SG; Pena, FSR","2891","2008","03","28","Southern America","Brasil","Minas Gerais","Itabirito","Região da GERDAU","-43.864444","-20.164444","-43.864444","-20.164444","985","985",NA,"Campo rupestre sobre quartzito, arbustivo.",NA,NA,"curassavica",NA,"Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330","2019-10-02 15:08:48-03","UFMG","BHCB","116499","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia","Carmo, FF","1466","2007","01","10","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Capanema/C2","-43.969908","-20.374461","-43.969908","-20.374461","1807","1807",NA,"coletado em borda de capão. Afloramento de canga",NA,NA,NA,NA,"Hattori, E. K. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3331","2019-10-02 15:08:48-03","UFMG","BHCB","152463","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia","Borsali, EF; Kamino, LHY; Oliveira, CT; Maruyama, A","59","2010","08","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra do Gandarela","-43.691944","-20.166111","-43.691944","-20.166111","1137","1137",NA,"Erva arbustiva 0,7m. Com frutos lustrosos e folhas velhas arroxeadas; Em campo sobre quartzito","BHCB022130",NA,NA,NA,"Hattori, E. K. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332","2019-10-02 15:08:50-03","UFMG","BHCB","178586","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia","Paiva, JAM; Tomich, S; Nascimento, L","585","2015","08","18","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-44.428333","-20.401944","-44.428333","-20.401944",NA,NA,NA,"Arbusto; ca. 0,15m alt; frutos passados castanhos.; Campo Rupestre Quartzítico","BHCB043728",NA,NA,NA,"Hattori, E. K. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3333","2019-10-02 15:08:50-03","UFMG","BHCB","178596","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia","Paiva, JAM; Tomich, S; Nascimento, L","595","2015","08","18","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-44.428333","-20.401944","-44.428333","-20.401944",NA,NA,NA,"Arbusto; ca. 0,3m alt; frutos passados castanhos.; Campo Rupestre Quartzítico","BHCB043717",NA,NA,NA,"Hattori, E. K. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3334","2019-10-02 15:08:50-03","UFMG","BHCB","183787","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia","Souza, JAM; Santos, A; Avelar, R","68","2016","11","16","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.863333","-20.245833","-43.863333","-20.245833","1393","1393",NA,"Arbustivo, 0,15m alt. Rupícola. Flores roxa azulada.; Campo Rupestre Quartizito.",NA,NA,NA,NA,"Hattori, E. K. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3335","2019-10-02 15:08:50-03","UFMG","BHCB","183932","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia","Paiva, JAM; Souza, LS; Silva, E","1127","2016","11","23","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.649444","-20.175","-43.649444","-20.175","1270","1270",NA,"Herbáceo, 0,1m alt. Rupícola. Flores roxas.; Campo Rupestre Quartizito.",NA,NA,NA,NA,"Hattori, E. K. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3336","2019-10-02 15:08:50-03","UFMG","BHCB","184168","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia","Sousa, NL; Souza, JAM; Avelar, R","539","2016","12","07","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.905556","-20.28","-43.905556","-20.28","1377","1377",NA,"Herbáceo, 0,25m alt. Rupícola. Fruto verde - amarelo.; Campo Rupestre Quartizito. Afloramento rochoso, solo pedregoso.",NA,NA,NA,NA,"Hattori, E. K. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3337","2019-10-02 15:08:50-03","UFMG","BHCB","184174","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia","Sousa, NL; Souza, JAM; Avelar, R","545","2016","12","08","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.902778","-20.28","-43.902778","-20.28","1368","1368",NA,"Arbustivo, 0,15m alt. Rupícola / terrestre. Corola lilás, estames laranja, carpelo amarelo.; Campo Rupestre Quartizito. Solo pedregoso, arenoso, úmido.",NA,NA,NA,NA,"Hattori, E. K. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3338","2019-10-02 15:08:50-03","UFMG","BHCB","184183","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia","Sousa, NL; Souza, JAM; Avelar, R","554","2016","12","08","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.897222","-20.277778","-43.897222","-20.277778","1360","1360",NA,"Herbáceo, 0,7m alt. Rupícola. Pétala lilás, estruturas reprodutivas brancas .; Campo Rupestre Quartizito. Afloramento rochoso.",NA,NA,NA,NA,"Hattori, E. K. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3339","2019-10-02 15:08:50-03","UFMG","BHCB","178733","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia albiflora","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","732","2015","09","22","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-44.438611","-20.414444","-44.438611","-20.414444",NA,NA,NA,"Prensado em álcool; Erva; ca. 0,3m alt; frutos maduros castanhos.; Campo Rupestre Quartzítico",NA,NA,"albiflora",NA,"Pohl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3340","2019-10-02 15:08:50-03","UFMG","BHCB","190065","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia albiflora","Quaresma, AS","765","2018","01","07","Southern America","Brasil","Minas Gerais","Itabirito","BR 040, Às margens da rodovia BR 040, sentido Belo Horizonte #?# Congonhas, próximo ao km 580, ao lado direito da rodovia. Coordenadas aproximadas","-43.965278","-20.2475","-43.965278","-20.2475",NA,NA,NA,NA,"BHCB190065",NA,"albiflora",NA,"Pohl",NA,"2018","01","17",NA,NA,NA,NA,NA,NA,NA
"3341","2019-10-02 15:08:50-03","UFMG","BHCB","190725","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia albiflora","Pivari, MOD; Silva, E; Rodrigues, GS","2884","2017","09","27","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.883056","-20.271111","-43.883056","-20.271111","1443","1443",NA,"Erva, ca. 40 cm alt., saxícola, em campo rupestre quartzítico; heliófita. Caule pouco desenvolvido; folhas roxas, folhas secas caducas, frutos castanhos.; Campo Rupestre Quartzítico","BHCB190725",NA,"albiflora",NA,"Pohl",NA,"2017","09",NA,NA,NA,NA,NA,NA,NA,NA
"3342","2019-10-02 15:08:50-03","UFMG","BHCB","190731","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia albiflora","Souza, JAM; Correia, DR; Silva, SHA","129","2017","10","17","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.656944","-20.150556","-43.656944","-20.150556","1471","1471",NA,"Arbusto, 0,25 m. Frutos passados castanhos.; Campo Rupestre Quartzítico","BHCB190731",NA,"albiflora",NA,"Pohl",NA,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA
"3343","2019-10-02 15:08:52-03","UFMG","BHCB","190066","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia caruncularis","Quaresma, AS","766","2018","01","07","Southern America","Brasil","Minas Gerais","Itabirito","BR 040, Às margens da rodovia BR 040, sentido Belo Horizonte #?# Congonhas, próximo ao km 580, ao lado direito da rodovia. Coordenadas aproximadas","-43.965278","-20.2475","-43.965278","-20.2475",NA,NA,NA,NA,"BHCB190066",NA,"caruncularis",NA,"Mart. ex Seub.",NA,"2018","01","17",NA,NA,NA,NA,NA,NA,NA
"3344","2019-10-02 15:08:52-03","UFMG","BHCB","190730","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia caruncularis","Souza, JAM; Correia, DR; Silva, SHA","128","2017","10","17","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.654722","-20.153889","-43.654722","-20.153889","1426","1426",NA,"Arbusto, 0,25 m. Frutos passados castanhos. Populações adensadas; Campo Rupestre Quartzítico","BHCB190730",NA,"caruncularis",NA,"Mart. ex Seub.",NA,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA
"3345","2019-10-02 15:08:52-03","UFMG","BHCB","190067","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia compacta","Quaresma, AS","767","2018","01","07","Southern America","Brasil","Minas Gerais","Itabirito","BR 040, Às margens da rodovia BR 040, sentido Belo Horizonte #?# Congonhas, próximo ao km 580, ao lado direito da rodovia. Coordenadas aproximadas","-43.965278","-20.2475","-43.965278","-20.2475",NA,NA,NA,NA,"BHCB190067",NA,"compacta",NA,"Mart. ex Schult. & Schult.",NA,"2018","01","17",NA,NA,NA,NA,NA,NA,NA
"3346","2019-10-02 15:08:52-03","UFMG","BHCB","190724","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia compacta","Pivari, MOD; Silva, E; Rodrigues, GS","2883","2017","09","27","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.885","-20.279722","-43.885","-20.279722","1371","1371",NA,"Erva, ca. 15 cm alt., saxícola, em campo rupestre quartzítico; heliófita. Caule não desenvolvido; folhas roxas, folhas secas persistentes, frutos castanhos.; Campo Rupestre Quartzítico","BHCB190724",NA,"compacta",NA,"Mart. ex Schult. & Schult.",NA,"2017","09",NA,NA,NA,NA,NA,NA,NA,NA
"3347","2019-10-02 15:08:52-03","UFMG","BHCB","179170","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia echinata","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2714","2015","10","09","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-44.093889","-20.260278","-44.093889","-20.260278",NA,NA,NA,"Erva saxícola; ca. 0,4m alt; folhas cabertas por tricomas glandulares com forte odor de tutti-frutti; pedicelo floral e ovário roxos; pétalas azul escuras, internas com base branca; estames e gineceu amarelos.; Campo Rupestre Quartzít","BHCB041037",NA,"echinata",NA,"Goethart & Henrard",NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3348","2019-10-02 15:08:52-03","UFMG","BHCB","179106","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia echinata","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2650","2015","10","07","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-44.0875","-20.256111","-44.0875","-20.256111",NA,NA,NA,"Erva saxícola; ca. 0,3m alt; folhas cobertas por tricomas glandulares com odor de tutti-fruti; flores azuis.; Campo Rupestre Quartzítico","BHCB043713",NA,"echinata",NA,"Goethart & Henrard",NA,"2017","05",NA,NA,NA,NA,NA,NA,NA,NA
"3349","2019-10-02 15:08:53-03","UFMG","BHCB","178740","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia graminea","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","739","2015","09","23","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-44.429167","-20.400833","-44.429167","-20.400833",NA,NA,NA,"Prensado em álcool; Erva rupícola; ca. 0,15m alt; frutos passados castanhos.; Campo Rupestre Quartzítico","BHCB043720",NA,"graminea",NA,"Pohl",NA,"2015","11",NA,NA,NA,NA,NA,NA,NA,NA
"3350","2019-10-02 15:08:53-03","UFMG","BHCB","184169","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia graminea","Sousa, NL; Souza, JAM; Avelar, R","540","2016","12","07","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.902778","-20.28","-43.902778","-20.28","1370","1370",NA,"Herbáceo, 0,1m alt. Rupícola. Flor roxa, estames laranja.; Campo Rupestre Quartizito. Afloramento rochoso.",NA,NA,"graminea",NA,"Pohl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351","2019-10-02 15:08:53-03","UFMG","BHCB","190068","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia graminea","Quaresma, AS","768","2018","01","07","Southern America","Brasil","Minas Gerais","Itabirito","BR 040, Às margens da rodovia BR 040, sentido Belo Horizonte #?# Congonhas, próximo ao km 580, ao lado direito da rodovia. Coordenadas aproximadas","-43.965278","-20.2475","-43.965278","-20.2475",NA,NA,NA,NA,"BHCB190068",NA,"graminea",NA,"Pohl",NA,"2018","01","17",NA,NA,NA,NA,NA,NA,NA
"3352","2019-10-02 15:08:55-03","UFMG","BHCB","190069","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","Vellozia virgata","Quaresma, AS","769","2018","01","07","Southern America","Brasil","Minas Gerais","Itabirito","BR 040, Às margens da rodovia BR 040, sentido Belo Horizonte #?# Congonhas, próximo ao km 580, ao lado direito da rodovia. Coordenadas aproximadas","-43.965278","-20.2475","-43.965278","-20.2475",NA,NA,NA,NA,"BHCB190069",NA,"virgata",NA,"Goethart & Henrard",NA,"2018","01","17",NA,NA,NA,NA,NA,NA,NA
"3353","2019-10-02 14:51:01-03","UFMG","BHCB","152480","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonanthura","Vernonanthura","Borsali, EF; Kamino, LHY; Oliveira, CT; Maruyama, A","76","2010","08","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra do Gandarela","-43.713611","-20.105833","-43.713611","-20.105833","1258","1258",NA,"Arbusto; Em savana gramino-lenhosa","BHCB022094",NA,NA,NA,"H.Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3354","2019-10-02 14:51:01-03","UFMG","BHCB","183759","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonanthura","Vernonanthura","Souza, JAM; Tomich, S; Avelar, R","40","2016","11","15","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.856389","-20.243333","-43.856389","-20.243333","1321","1321",NA,"Arbóreo, 3,2m alt. Terrestre. Flores verde e marrom.; Floresta Estacional Semidecidual.",NA,NA,NA,NA,"H.Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3355","2019-10-02 14:51:01-03","UFMG","BHCB","181670","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonanthura","Vernonanthura cymosa","Brina, AE","s.n.","2015","01","27","Southern America","Brasil","Minas Gerais","Itabirito",NA,"-43.920222","-20.419889","-43.920222","-20.419889",NA,NA,NA,"Arbusto; Savana Gramíneo-Lenhosa",NA,NA,"cymosa",NA,"(Vell.) H.Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3356","2019-10-02 14:51:04-03","UFMG","BHCB","110407","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonanthura","Vernonanthura westiniana","Carmo, FF","396","2007","03","10","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Capanema., C2.","-43.581111","-20.218889","-43.581111","-20.218889","1807","1807",NA,"Plantas do Brasil. Fendas e depressões na rocha; afloramento de canga.",NA,NA,"westiniana",NA,"(Less.) H.Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3357","2019-10-02 14:51:04-03","UFMG","BHCB","110366","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonanthura","Vernonanthura westiniana","Carmo, FF","198","2007","03","12","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Capanema., C1.","-43.574444","-20.21","-43.574444","-20.21","1904","1904",NA,"Plantas do Brasil. Capão; afloramento de canga.",NA,NA,"westiniana",NA,"(Less.) H.Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3358","2019-10-02 14:51:04-03","UFMG","BHCB","117404","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia","Rezende, SG; Medens, MS","2067","2007","02","02","Southern America","Brasil","Minas Gerais","Itabirito","Sítio Lagartixa., Próximo a BR 040.","-43.932778","-20.301667","-43.932778","-20.301667","1260","1260",NA,"Plantas do Brasil. Campo sujo. Herbáceo.",NA,NA,NA,NA,"Schreb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3359","2019-10-02 14:51:04-03","UFMG","BHCB","117405","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia","Rezende, SG; Medens, MS","2068","2007","02","02","Southern America","Brasil","Minas Gerais","Itabirito","Sítio Lagartixa., Próximo a BR 040.","-43.932778","-20.301667","-43.932778","-20.301667","1260","1260",NA,"Plantas do Brasil. Campo sujo. Herbáceo.",NA,NA,NA,NA,"Schreb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3360","2019-10-02 14:51:06-03","UFMG","BHCB","185194","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia lacunosa","Rezende, SG; Justo, AG","5854","2015","04","02","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.853889","-20.267222","-43.853889","-20.267222","1090","1195",NA,"Arbusto; Cerrado","BHCB185194",NA,"lacunosa",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3361","2019-10-02 14:51:06-03","UFMG","BHCB","185288","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia lacunosa","Rezende, SG; Justo, AG","5948","2015","03","31","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.863611","-20.264722","-43.863611","-20.264722","1200","1340",NA,"Arbusto; Campo sujo","BHCB185288",NA,"lacunosa",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3362","2019-10-02 14:51:06-03","UFMG","BHCB","185195","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia laevigata","Rezende, SG; Justo, AG","5855","2015","04","02","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.853889","-20.267222","-43.853889","-20.267222","1090","1195",NA,"Arbusto; Cerrado","BHCB185195",NA,"laevigata",NA,"Mart. ex DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3363","2019-10-02 14:51:06-03","UFMG","BHCB","185196","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia laevigata","Rezende, SG; Justo, AG","5856","2015","04","02","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.853889","-20.267222","-43.853889","-20.267222","1090","1195",NA,"Arbusto; Cerrado","BHCB185196",NA,"laevigata",NA,"Mart. ex DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3364","2019-10-02 14:51:06-03","UFMG","BHCB","185289","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia laevigata","Rezende, SG; Justo, AG","5949","2015","03","31","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.863611","-20.264722","-43.863611","-20.264722","1200","1340",NA,"Arbusto; Campo sujo","BHCB185289",NA,"laevigata",NA,"Mart. ex DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3365","2019-10-02 14:51:09-03","UFMG","BHCB","11529","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia scorpioides","Leal, MC","s.n.","1987","11","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Itabirito., Km 14 rodovia Itabirito-Belo Horizonte.","-43.8","-20.233333","-43.8","-20.233333","1300","1350",NA,"Campo rupestre; terreno arenoso. Herbáceo.",NA,NA,"scorpioides",NA,"Pers.(Lam.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3366","2019-10-02 14:51:09-03","UFMG","BHCB","11574","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia scorpioides","Carvalho, QOA","s.n.","1987","10","25","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Itabirito. Morro do Cristo.","-43.8","-20.233333","-43.8","-20.233333","1300","1350",NA,"Campo rupestre; terreno pedregoso. Herbáceo.",NA,NA,"scorpioides",NA,"Pers.(Lam.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3367","2019-10-02 14:51:09-03","UFMG","BHCB","11626","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia scorpioides","Pena, RR","s.n.","1987","11","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Itabirito., Km 14 rodovia Itabirito-Belo Horizonte.","-43.8","-20.233333","-43.8","-20.233333","1300","1350",NA,"Campo rupestre; terreno arenoso. Herbáceo. Flor branca.",NA,NA,"scorpioides",NA,"Pers.(Lam.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3368","2019-10-02 14:51:09-03","UFMG","BHCB","11700","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia simplex","Mendes, KVM","s.n.","1987","11","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Itabirito., Km 14.","-43.8","-20.233333","-43.8","-20.233333","1300","1350",NA,"Campo rupestre; terreno arenoso. Herbáceo. Flor lilás.",NA,NA,"simplex",NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3369","2019-10-02 14:51:09-03","UFMG","BHCB","107480","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia virgulata","Mendes, MS; et al.","s.n.","2007","02","02","Southern America","Brasil","Minas Gerais","Itabirito","Mina Várzea do Lopes., Região da Gerdau. Próximo a BR 040.","-43.9325","-20.301944","-43.9325","-20.301944","1260","1260",NA,"Plantas do Brasil. Campo sujo. Herbáceo.",NA,NA,"virgulata",NA,"Mart. ex DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370","2019-10-02 14:51:09-03","UFMG","BHCB","25134","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","Vernonia westiniana","Teixeira, WA","s.n.","1994","05","26","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito, Coletada próximo aos afloramentos de quartizito, MBR.","-43.867222","-20.240556","-43.867222","-20.240556",NA,NA,NA,"Subarbusto. Inflorescências lilás, xilopódio.; Campo rupestre.","BHCB016686",NA,"westiniana",NA,"Less.",NA,"1996","06",NA,NA,NA,NA,NA,NA,NA,NA
"3371","2019-10-02 14:51:09-03","UFMG","BHCB","11673","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Viguiera","Viguiera tenuifolia","Pinto, RF","s.n.","1987","11","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Itabirito., Km 14.","-43.8","-20.233333","-43.8","-20.233333","1300","1300",NA,"Cerrado recentemente queimado. Herbáceo. Flor amarela.",NA,NA,"tenuifolia",NA,"Gardner",NA,"2016","09",NA,NA,NA,NA,NA,NA,NA,NA
"3372","2019-10-02 14:51:09-03","UFMG","BHCB","11710","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Viguiera","Viguiera tenuifolia","Kfuri, RW","s.n.","1987","11","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Itabirito., Km 14 da rodovia Belo Horizonte-Itabirito.","-43.8","-20.233333","-43.8","-20.233333","1300","1300",NA,"Campo úmido. Herbáceo. Flores amarelas.",NA,NA,"tenuifolia",NA,"Gardner",NA,"2016","09",NA,NA,NA,NA,NA,NA,NA,NA
"3373","2019-10-02 14:54:59-03","UFMG","BHCB","129248","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","Vismia micrantha","Arruda, LJ; dos Santos, LMM","417","2008","01","17","Southern America","Brasil","Minas Gerais","Itabirito","Mina do Pico, Cava do Sapecado","-43.879764","-20.255969","-43.879764","-20.255969","1515","1515",NA,"Campo rupestre laterítico",NA,NA,"micrantha",NA,"A.St.-Hil.",NA,"2019","03",NA,NA,NA,NA,NA,NA,NA,NA
"3374","2019-10-02 14:55:15-03","UFMG","BHCB","179121","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","Vitex megapotamica","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2665","2015","10","07","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425","-43.663056","-21.6425",NA,NA,NA,"Arbusto; ca. 1,8m alt; flores azuis.; Campo Rupestre Quartzítico",NA,NA,"megapotamica",NA,"(Spreng.) Moldenke",NA,"2015","11",NA,NA,NA,NA,NA,NA,NA,NA
"3375","2019-10-02 14:51:11-03","UFMG","BHCB","118660","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vittetia","Vittetia orbiculata","Carmo, FF","640","2007","06","04","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Capanema., C2.","-43.581111","-20.218889","-43.581111","-20.218889","1807","1807",NA,"Plantas do Brasil. Fendas e depressões; afloramento de canga.",NA,NA,"orbiculata",NA,"(DC.) R.M.King & H.Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3376","2019-10-02 15:05:27-03","UFMG","BHCB","184198","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","Vochysia thyrsoidea","Sousa, NL; Souza, JAM; Avelar, R","569","2016","12","09","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.871944","-20.149808","-43.871944","-20.149808","1418","1418",NA,"Arbóreo, 1,7m alt. Terrestre. Flor e gineceu amarelo. Folha coriácea.; Campo Rupestre Quartizito. Afloramento rochoso.",NA,NA,"thyrsoidea",NA,"Pohl",NA,"2019","03","21",NA,NA,NA,NA,NA,NA,NA
