"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","class","relationshipType","relatedCatalogItem","individualCount"
"3377","2019-10-02 15:05:27-03","UFMG","BHCB","117141","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","Vochysia tucanorum","Mendes, MS; et al.","s.n.","2007","02","02","Southern America","Brasil","Minas Gerais","Itabirito","Gerdau., Mina Varzea do Lopes","-43.932508","-20.301681","-43.932508","-20.301681","1260","1260",NA,"Arbóreo.; Floresta Estacional Semidecidual","BHCB010228",NA,"tucanorum",NA,"Mart.",NA,"2013","07",NA,NA,NA,NA,NA,NA,NA,NA
"3378","2019-10-02 15:05:27-03","UFMG","BHCB","190073","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","Vochysia tucanorum","Quaresma, AS","773","2018","01","07","Southern America","Brasil","Minas Gerais","Itabirito","BR 040, Às margens da rodovia BR 040, sentido Belo Horizonte #?# Congonhas, próximo ao km 580, ao lado direito da rodovia. Coordenadas aproximadas","-43.965278","-20.2475","-43.965278","-20.2475",NA,NA,NA,NA,"BHCB190073",NA,"tucanorum",NA,"Mart.",NA,"2018","01","17",NA,NA,NA,NA,NA,NA,NA
"3379","2019-10-02 15:06:12-03","UFMG","BHCB","179141","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","Vriesea friburgensis","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2685","2015","10","07","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425","-43.663056","-21.6425",NA,NA,NA,"Erva epífita em vegetação arbórea; frutos castanhos.; Campo Rupestre Quartzítico",NA,NA,"friburgensis",NA,"Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3380","2019-10-02 15:06:12-03","UFMG","BHCB","179144","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","Vriesea friburgensis","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2688","2015","10","07","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425","-43.663056","-21.6425",NA,NA,NA,"Erva saxícola; folhas verdes com manchas roxas; brácteas basais vermelhas; apicais amarelas.; Campo Rupestre Quartzítico",NA,NA,"friburgensis",NA,"Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3381","2019-10-02 15:06:12-03","UFMG","BHCB","183925","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","Vriesea friburgensis","Paiva, JAM; Souza, LS; Silva, E","1120","2016","11","22","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.666667","-20.161111","-43.666667","-20.161111","1306","1306",NA,"Herbáceo, 0,8m alt. Rupícola. Haste floral vermelha, flor amarela.; Campo Rupestre Quartizito.",NA,NA,"friburgensis",NA,"Mez",NA,"2016","12","15",NA,NA,NA,NA,NA,NA,NA
"3382","2019-10-02 15:06:12-03","UFMG","BHCB","177752","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","Vriesea marceloi","Ribeiro, OBC","685","2014","11","01","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Monge","-43.625853","-20.171697","-43.625853","-20.171697","1234","1234",NA,"Arbusto.; Canga ferruginosa","BHCB026766",NA,"marceloi",NA,"Versieux & T.Machado",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3383","2019-10-02 15:06:12-03","UFMG","BHCB","129192","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","Vriesea minarum","Arruda, LJ; Santos, LM dos","94","2007","12","14","Southern America","Brasil","Minas Gerais","Itabirito","Mina do Pico, Cava do Sapecado","-43.879764","-20.255969","-43.879764","-20.255969","1515","1515",NA,"Campo rupestre laterítico",NA,NA,"minarum",NA,"(Baker) L.B.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3384","2019-10-02 15:06:12-03","UFMG","BHCB","190722","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","Vriesea minarum","Pivari, MOD; Silva, E; Rodrigues, GS","2879","2017","09","26","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.888056","-20.280556","-43.888056","-20.280556","1424","1424",NA,"Erva, ca. 30 cm. Erva, rupícola, em campo rupestre quartzítico; heliófita. Indivíduos cobrindo área de ca. 1m²; novas rosetas surgindo de ramificações laterais do caule. Folhas externas e ápice das internas secas; frutos catanhos.; Ca","BHCB190722",NA,"minarum",NA,"(Baker) L.B.Sm.",NA,"2017","09",NA,NA,NA,NA,NA,NA,NA,NA
"3385","2019-10-02 15:06:12-03","UFMG","BHCB","190726","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","Vriesea minarum","Pivari, MOD; Silva, E; Rodrigues, GS","2885","2017","09","27","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.884167","-20.2725","-43.884167","-20.2725","1430","1430",NA,"Erva, ca. 30 cm, rupícola, em campo rupestre quartzítico; heliófita. Indivíduos cobrindo área de ca. 1m²; novas rosetas surgindo de ramificações laterais do caule. Folhas externas e ápice das internas secas; frutos catanhos.; Campo Ru","BHCB190726",NA,"minarum",NA,"(Baker) L.B.Sm.",NA,"2017","09",NA,NA,NA,NA,NA,NA,NA,NA
"3386","2019-10-02 15:06:14-03","UFMG","BHCB","179146","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","Vriesea oligantha","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2690","2015","10","07","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425","-43.663056","-21.6425",NA,NA,NA,"Erva epífita em Vellozia; folhas e frutos castanhos.; Campo Rupestre Quartzítico",NA,NA,"oligantha",NA,"(Baker) Mg",NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"3387","2019-10-02 15:06:12-03","UFMG","BHCB","178642","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","Vriesea oligantha","Paiva, JAM; Tomich, S; Nascimento, L","641","2015","08","19","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-43.848611","-20.228611","-43.848611","-20.228611",NA,NA,NA,"Erva rupícola; frutos passados castanhos.; Campo Rupestre Quartzítico",NA,NA,"oligantha",NA,"(Baker) Mg",NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"3388","2019-10-02 15:06:12-03","UFMG","BHCB","178751","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","Vriesea oligantha","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","750","2015","09","23","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-43.848611","-20.228611","-43.848611","-20.228611",NA,NA,NA,"Prensado em álcool; Erva rupícola; frutos passados castanhos.; Campo Rupestre Quartzítico",NA,NA,"oligantha",NA,"(Baker) Mg",NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"3389","2019-10-02 15:06:14-03","UFMG","BHCB","184149","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","Vriesea oligantha","Sousa, NL; Souza, JAM; Avelar, R","520","2016","12","07","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.886389","-20.280556","-43.886389","-20.280556","1398","1398",NA,"Herbáceo, 0,7m alt. Epifítico. Botões florais verde. Folha coriácea com manchas marrom.; Campo Rupestre Quartizito. Fixada em vellozia compacta, em afloramento rochoso.",NA,NA,"oligantha",NA,"(Baker) Mg",NA,"2016","12","15",NA,NA,NA,NA,NA,NA,NA
"3390","2019-10-02 14:51:55-03","UFMG","BHCB","181802","PreservedSpecimen","Plantae","Dicotyledon",NA,"Campanulaceae","Wahlenbergia","Wahlenbergia brasiliensis","Brina, AE","s.n.","2015","03","25","Southern America","Brasil","Minas Gerais","Itabirito",NA,"-43.726056","-20.412833","-43.726056","-20.412833",NA,NA,NA,"Erva; Canga Nodular",NA,NA,"brasiliensis",NA,"Cham.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3391","2019-10-02 14:56:35-03","UFMG","BHCB","129277","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Waltheria","Waltheria indica","Arruda, LJ; Santos, LM dos","74","2007","12","12","Southern America","Brasil","Minas Gerais","Itabirito","Mina do Pico, Cava do Sapecado","-43.879764","-20.255969","-43.879764","-20.255969","1515","1515",NA,"Campo rupestre laterítico","BHCB050203",NA,"indica",NA,"L.",NA,"2019","05",NA,NA,NA,NA,NA,NA,NA,NA
"3392","2019-10-02 14:56:35-03","UFMG","BHCB","117073","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Waltheria","Waltheria indica","Rezende, SG","1867","2007","02","02","Southern America","Brasil","Minas Gerais","Itabirito","Sítio Lagartixa","-20.301561","-20.932808","-20.301561","-20.932808","1260","1260",NA,"Herbácea; Afloramento de canga hematítica couraçada","BHCB050214",NA,"indica",NA,"L.",NA,"2019","05",NA,NA,NA,NA,NA,NA,NA,NA
"3393","2019-10-02 14:51:11-03","UFMG","BHCB","179145","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wunderlichia","Wunderlichia mirabilis","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2689","2015","10","07","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425","-43.663056","-21.6425",NA,NA,NA,"Arbusto; ca. 2,5m alt; folhas cinéreas; pappus dos aquênios cremes.; Campo Rupestre Quartzítico",NA,NA,"mirabilis",NA,"Riedel ex Baker",NA,"2015","11",NA,NA,NA,NA,NA,NA,NA,NA
"3394","2019-10-02 14:51:11-03","UFMG","BHCB","178673","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wunderlichia","Wunderlichia mirabilis","Paiva, JAM; Tomich, S; Nascimento, L","672","2015","08","20","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-43.848611","-20.228611","-43.848611","-20.228611",NA,NA,NA,"Prensado em álcool; Arvoreta; ca. 2,5m alt; folhas e inflorescência com indumento branco.; Campo Rupestre Quartzítico",NA,NA,"mirabilis",NA,"Riedel ex Baker",NA,"2015","11",NA,NA,NA,NA,NA,NA,NA,NA
"3395","2019-10-02 15:08:57-03","UFMG","BHCB","152428","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris","Borsali, EF; Kamino, LHY; Oliveira, CT; Maruyama, A","24","2010","08","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra do Gandarela","-43.691944","-20.166111","-43.691944","-20.166111","1137","1137",NA,"Com flores vermelhas.; Coletado em afloramento quartzítico.","BHCB022121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3396","2019-10-02 15:08:57-03","UFMG","BHCB","152453","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris","Borsali, EF; Kamino, LHY; Oliveira, CT; Maruyama, A","49","2010","08","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra do Gandarela","-43.691944","-20.166111","-43.691944","-20.166111","1137","1137",NA,"Em afloramento quartzítico","BHCB022146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3397","2019-10-02 15:08:57-03","UFMG","BHCB","155457","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris","Mendes, MS","s.n.","2010","09","17","Southern America","Brasil","Minas Gerais","Itabirito","Mina Várzea do Lopes - Gerdau","-43.9425","-20.292778","-43.9425","-20.292778","1363","1363",NA,"Herbácea; Campo rupestre sobre canga, campo sujo, cerrado","BHCB049201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3398","2019-10-02 15:08:57-03","UFMG","BHCB","178613","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris","Paiva, JAM; Tomich, S; Nascimento, L","612","2015","08","19","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-43.848611","-20.228611","-43.848611","-20.228611",NA,NA,NA,"Erva; flores amarelas.; Campo Rupestre Quartzítico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3399","2019-10-02 15:08:57-03","UFMG","BHCB","178655","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris","Paiva, JAM; Tomich, S; Nascimento, L","654","2015","08","20","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-43.848611","-20.228611","-43.848611","-20.228611",NA,NA,NA,"Prensado em álcool; Erva; flores amarelas.; Campo Rupestre Quartzítico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3400","2019-10-02 15:08:57-03","UFMG","BHCB","184175","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris","Sousa, NL; Souza, JAM; Avelar, R","546","2016","12","08","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.902778","-20.279444","-43.902778","-20.279444","1361","1361",NA,"Herbáceo, 0,25m alt. Terrestre. Pétalas amarelas, antera laranja, carpelos amarelos .; Campo Rupestre Quartizito. Solo hidromórfico, arenoso e pedregoso, escuro/negro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3401","2019-10-02 15:08:57-03","UFMG","BHCB","184179","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris","Sousa, NL; Souza, JAM; Avelar, R","550","2016","12","08","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.897222","-20.278333","-43.897222","-20.278333","1356","1356",NA,"Herbáceo, 0,4m alt. Terrestre. Pétalas amarelas, partes reprodutivas laranja.; Campo Rupestre Quartizito. Afloramento rochoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3402","2019-10-02 15:08:57-03","UFMG","BHCB","179089","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2633","2015","10","07","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425","-43.663056","-21.6425",NA,NA,NA,"Erva terrestre; brácteas castanhas; flores amarelas.; Campo Rupestre Quartzítico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3403","2019-10-02 15:08:58-03","UFMG","BHCB","190074","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris asperula","Quaresma, AS","774","2018","01","07","Southern America","Brasil","Minas Gerais","Itabirito","BR 040, Às margens da rodovia BR 040, sentido Belo Horizonte #?# Congonhas, próximo ao km 580, ao lado direito da rodovia. Coordenadas aproximadas","-43.965278","-20.2475","-43.965278","-20.2475",NA,NA,NA,NA,"BHCB190074",NA,"asperula",NA,"Mart.",NA,"2018","01","17",NA,NA,NA,NA,NA,NA,NA
"3404","2019-10-02 15:08:58-03","UFMG","BHCB","191541","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris asperula","Paiva, JAM; Souza, JAM; Silva, SHA","1725","2018","03","08","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-43.818333","-20.241944","-43.818333","-20.241944","1066","1066",NA,"Erva, 0,55m. Flor amarela.; Campo Rupestre Quartzítico","BHCB191541",NA,"asperula",NA,"Mart.",NA,"2018","08","10",NA,NA,NA,NA,NA,NA,NA
"3405","2019-10-02 15:08:58-03","UFMG","BHCB","191603","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris bialata","Souza, JAM; Correia, DR; Silva, SHA","114","2017","09","27","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.649444","-20.151944","-43.649444","-20.151944","1280","1280",NA,"Erva, 0,20 a 0,25 m. Brácteas marrons flores amarelas.; Campo Rupestre Quartzítico","BHCB191603",NA,"bialata",NA,"Malme",NA,"2018","08","10",NA,NA,NA,NA,NA,NA,NA
"3406","2019-10-02 15:08:58-03","UFMG","BHCB","191604","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris bialata","Souza, JAM; Correia, DR; Silva, SHA","123","2017","09","27","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.65","-20.151944","-43.65","-20.151944","1277","1277",NA,"Erva, 0,10 m. Brácteas marrons, flores brancas e amarelas. Folhas avermelhadas.; Campo Rupestre Quartzítico","BHCB191604",NA,"bialata",NA,"Malme",NA,"2018","08","10",NA,NA,NA,NA,NA,NA,NA
"3407","2019-10-02 15:09:00-03","UFMG","BHCB","152454","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris celiae","Borsali, EF; Kamino, LHY; Oliveira, CT; Maruyama, A","50","2010","08","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra do Gandarela","-43.691944","-20.166111","-43.691944","-20.166111","1137","1137",NA,"Com pétalas brancas e amarelas.; Em afloramento quartzítico.","BHCB022145",NA,"celiae",NA,"L.B.Sm. & Downs",NA,"2017","02","23",NA,NA,NA,NA,NA,NA,NA
"3408","2019-10-02 15:09:00-03","UFMG","BHCB","122284","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris celiae","Carmo, FF","738","2007","07","12","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Capanema, C2","-43.581111","-20.236111","-43.581111","-20.236111","1807","1807",NA,"Coletado no brejo. Afloramento de canga.","BHCB037793",NA,"celiae",NA,"L.B.Sm. & Downs",NA,"2013","06","25",NA,NA,NA,NA,NA,NA,NA
"3409","2019-10-02 15:09:00-03","UFMG","BHCB","180691","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris glaucescens","Fernandes, AC; Hattori, EKO; Batista, JAN","429","2010","12","14","Southern America","Brasil","Minas Gerais","Itabirito","Serra da Moeda, A 1km da entrada de Moeda.","-43.963472","-20.248306","-43.963472","-20.248306","1344","1344",NA,"Erva, flores amarelas.; Campo na beira da estrada.","BHCB032696",NA,"glaucescens",NA,"Malme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3410","2019-10-02 15:09:00-03","UFMG","BHCB","191539","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris itatiayensis","Paiva, JAM; Souza, JAM; Silva, SHA","1714","2018","03","06","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-43.851944","-20.233611","-43.851944","-20.233611","1272","1272",NA,"Erva, 0,50m. Flor amarela.; Campo Rupestre Quartzítico","BHCB191539",NA,"itatiayensis",NA,"(Malme) Wand. & Sajo",NA,"2018","08","10",NA,NA,NA,NA,NA,NA,NA
"3411","2019-10-02 15:09:00-03","UFMG","BHCB","112823","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris laevigata","Arruda, LJ; Santos, LM dos","310","2008","01","04","Southern America","Brasil","Minas Gerais","Itabirito","Mina do Pico. Cava do Sapecado","-43.879764","-20.255969","-43.879764","-20.255969","1515","1515",NA,"Campo rupestre laterítico","BHCB049117",NA,"laevigata",NA,"L.A.Nilsson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3412","2019-10-02 15:09:02-03","UFMG","BHCB","117597","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris mello-barretoi","Carmo, FF; Ribeiro, LC; Silva, ES","389","2007","03","10","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Capanema, C2","-43.581111","-20.218611","-43.581111","-20.218611","1807","1807",NA,"Coletado em lagoa perene. Afloramento de canga.","BHCB037790",NA,"mello-barretoi",NA,"L.B.Sm. & Downs",NA,"2013","06","25",NA,NA,NA,NA,NA,NA,NA
"3413","2019-10-02 15:09:03-03","UFMG","BHCB","122289","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris peregrina","Carmo, FF","324","2007","03","10","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Capanema","-43.581167","-20.218806","-43.581167","-20.218806","1807","1807",NA,"Lagoa perene, afloramento de canga","BHCB049219",NA,"peregrina",NA,"Malme",NA,"2018","12",NA,NA,NA,NA,NA,NA,NA,NA
"3414","2020-02-20 17:34:17-03","UFMG","BHCB","192668","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris sparsifolia","Paiva, JAM; Souza, JAM; Batista, LS","1905","2018","09","26","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.649167","-20.152778","-43.649167","-20.152778","1276","1276",NA,"Erva, 0,45m, terrestre; frutos marrom.; Campo Brejoso","BHCB192668",NA,"sparsifolia",NA,"Kral & L.B.Sm.",NA,"2018","10","25",NA,NA,NA,NA,NA,NA,NA
"3415","2019-10-02 15:09:05-03","UFMG","BHCB","191605","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris tenella","Souza, JAM; Correia, DR; Silva, SHA","126","2017","09","27","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.65","-20.151944","-43.65","-20.151944","1280","1280",NA,"Erva, 0,05 a 0,07 m. Haste da inflorescência 20-25 cm, brácteas marrons, flor amarela. Folhas verdes e avermelhadas.; Campo Rupestre Quartzítico","BHCB191605",NA,"tenella",NA,"Kunth",NA,"2018","08","10",NA,NA,NA,NA,NA,NA,NA
"3416","2019-10-02 15:09:05-03","UFMG","BHCB","190825","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","Xyris trachyphylla","Paiva, JAM; Souza, JAM; Silva, SHA","1721","2018","03","07","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-43.851389","-20.235833","-43.851389","-20.235833","1282","1282",NA,"Erva, 0,45m. Flor amarela.; Campo Rupestre Quartzítico","BHCB190825",NA,"trachyphylla",NA,"Mart.",NA,"2018","12",NA,NA,NA,NA,NA,NA,NA,NA
"3417","2019-10-02 15:02:56-03","UFMG","BHCB","185224","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Zanthoxylum","Zanthoxylum rhoifolium","Rezende, SG; Justo, AG","5884","2015","04","02","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.853889","-20.267222","-43.853889","-20.267222","1090","1195",NA,"Árvore; Cerrado","BHCB185224",NA,"rhoifolium",NA,"Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3418","2019-10-02 14:51:36-03","UFMG","BHCB","178660","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Zeyheria","Zeyheria montana","Paiva, JAM; Tomich, S; Nascimento, L","659","2015","08","20","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-43.848611","-20.228611","-43.848611","-20.228611",NA,NA,NA,"Prensado em álcool; Arvoreta; ca. 2,0m alt; botões florais com indumento branco.; Campo Cerrado",NA,NA,"montana",NA,"Mart.",NA,"2015","11",NA,NA,NA,NA,NA,NA,NA,NA
