"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem"
"409","2019-10-02 14:56:07-03","UFMG","BHCB","67555","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Heteropterys","anoptera","Heteropterys anoptera","A.Juss.",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","891",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2019-10-02 14:51:14-03","UFMG","BHCB","58252","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","gardineri","Begonia gardineri","A.DC.",NA,"2008",NA,"Mendes Magalhães","1943","09","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Herbácea 2,0m, flor alva; Mata","auto","2883","07","Southern America",NA,NA,NA,"BHCB04750",NA,NA,NA,NA,NA,NA,NA,NA
"411","2019-10-02 14:49:12-03","UFMG","BHCB","56353","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Ageratum","conyzoides","Ageratum conyzoides","L.",NA,NA,NA,"Alcântara, MFC","2000","08","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Plantas do Brasil. Material para estudos de FITOQUÍMICA.","auto","s.n.","13","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2019-10-02 14:53:22-03","UFMG","BHCB","644","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Tragia","sellowiana","Tragia sellowiana","(Baill.) Müll.Arg.",NA,NA,NA,"Barreto, HLM","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Mata;terpadeira pequena;frequencia :pouco;","auto","s.n.","25","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2020-03-16 20:33:43-03","UFMG","BHCB","68456","PreservedSpecimen","Plantae","Dicotyledon",NA,"Siparunaceae","Siparuna",NA,"Siparuna","Aubl.",NA,"2011","11","Oliveira, JE","1943","09","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Mata. Arbusto, 0,5 m, pouco freqüente","auto","s.n.","13","Southern America",NA,NA,NA,"BHCB042914",NA,NA,NA,NA,NA,NA,NA,NA
"414","2019-10-02 14:54:06-03","UFMG","BHCB","65691","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","luschnathiana","Inga luschnathiana","Benth.",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","2533",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2019-10-02 14:51:55-03","UFMG","BHCB","65631","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cannabaceae","Trema","micrantha","Trema micrantha","(L.) Blume",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","812",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2019-10-02 14:53:14-03","UFMG","BHCB","64338","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Julocroton","triqueter","Julocroton triqueter","(Lam.) Didr.",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","881",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2019-10-02 15:02:27-03","UFMG","BHCB","72201","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Genipa","americana","Genipa americana","L.",NA,"1941",NA,"Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Árvore; 10,00 metros; flor amarela; Cultivada","auto","869","28","Southern America",NA,NA,NA,"BHCB043946","BHCB043946",NA,NA,NA,NA,NA,NA,NA
"418","2019-10-02 15:01:51-03","UFMG","BHCB","41475","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2019-10-02 14:49:37-03","UFMG","BHCB","53508","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Bidens","sulphurea","Bidens sulphurea","Sch.Bip.",NA,NA,NA,"Gama, TD","2000","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Plantas do Brasil. Planta ornamental. Flores alaranjadas.","auto","s.n.","08","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2019-10-02 14:54:32-03","UFMG","BHCB","81734","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pseudopiptadenia",NA,"Pseudopiptadenia",NA,NA,NA,NA,"Mendes Magalhães","1942","10","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","2532","29","Southern America",NA,NA,NA,"BHCB007363",NA,NA,NA,NA,NA,NA,NA,NA
"421","2019-10-02 14:54:11-03","UFMG","BHCB","65908","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","androvillosum","Machaerium androvillosum","Filardi & H.C.Lima",NA,"2011",NA,"Magalhães, GM","1942","10","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","2248","29","Southern America",NA,NA,NA,"BHCB046531",NA,NA,NA,NA,NA,NA,NA,NA
"422","2019-10-02 14:53:22-03","UFMG","BHCB","64332","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Tragia","sellowiana","Tragia sellowiana","(Baill.) Müll.Arg.",NA,NA,NA,"Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"trepadeira pequena, pouco frequente; mata","auto","899","25","Southern America",NA,NA,NA,"BHCB043549",NA,NA,NA,NA,NA,NA,NA,NA
"423","2019-10-02 14:50:05-03","UFMG","BHCB","23975","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eupatorium","megacephalum","Eupatorium megacephalum","Mart. ex Baker",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2019-10-02 15:03:01-03","UFMG","BHCB","62550","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Prockia","crucis","Prockia crucis","P.Browne ex L.",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","814",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2019-10-02 14:59:35-03","UFMG","BHCB","1196","PreservedSpecimen","Plantae","Dicotyledon",NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,NA,NA,NA,"1942",NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"mata-margem da lagoa","auto","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2019-10-02 15:06:19-03","UFMG","BHCB","66370","PreservedSpecimen","Plantae","Monocotyledon",NA,"Costaceae","Costus","spiralis","Costus spiralis","(Jacq.) Roscoe",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","837",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2019-10-02 14:54:44-03","UFMG","BHCB","66321","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Swartzia","elegans","Swartzia elegans","Schott",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","819",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2019-10-02 15:01:36-03","UFMG","BHCB","65488","PreservedSpecimen","Plantae","Dicotyledon",NA,"Plantaginaceae","Bacopa","stricta","Bacopa stricta","(Schrad.) Wettst. ex Edwall",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","2382",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2020-02-07 18:35:00-03","UFMG","BHCB","55312","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","pugens","Alternanthera pugens",NA,NA,"2000","11","Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Muito frequente.; Herbácea rasteira. Flor alva.; Ruderal","auto","786","23","Southern America",NA,NA,NA,"BHCB054217","BHCB054217",NA,NA,NA,NA,NA,NA,NA
"430","2019-10-31 18:28:18-03","UFMG","BHCB","68492","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oleaceae","Chionanthus","subsessilis","Chionanthus subsessilis","(Eichler) P.S.Green",NA,"2018",NA,"Magalhães, GM","1943","09","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Árvore, 4m, flor verde; Mata","auto","5760","07","Southern America",NA,NA,NA,"BHCB034564",NA,NA,NA,NA,NA,NA,NA,NA
"431","2019-10-02 15:00:59-03","UFMG","BHCB","72004","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","915",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2019-10-02 15:02:40-03","UFMG","BHCB","1602","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.",NA,NA,NA,NA,"1942",NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto","auto","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2020-01-27 18:59:43-03","UFMG","BHCB","64344","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","(L.) A.Alexander",NA,"2003",NA,"Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares","Base da Serra de Ibituruna","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore, 12,00 metros; muito frequente; Mata","auto","894","29","Southern America",NA,NA,NA,"BHCB044904",NA,NA,NA,NA,NA,NA,NA,NA
"434","2019-10-02 14:50:59-03","UFMG","BHCB","56058","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trixis","antimenorrhoea","Trixis antimenorrhoea","(Schrank) Kuntze",NA,NA,NA,"Oliveira, JE de","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Mata. Muito frequente. Trepadeira.","auto","1085","22","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2019-10-02 14:50:09-03","UFMG","BHCB","55626","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Hebeclinium","macrophyllum","Hebeclinium macrophyllum","(L.) DC.",NA,NA,NA,"Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Mata. Muito frequente. Arbustivo, 2m. Flor alva.","auto","836","26","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2019-10-02 14:49:37-03","UFMG","BHCB","55716","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Bidens","pilosa","Bidens pilosa","L.",NA,NA,NA,"Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Ruderal. Muito frequente. Herbáceo 1m. Flor amarela.","auto","809","24","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2019-10-02 14:50:06-03","UFMG","BHCB","56140","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Gnaphalium","spathulatum","Gnaphalium spathulatum","Lam.",NA,NA,NA,"Oliveira, JE de","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Ruderal. Muito frequente. Herbáceo. Flor alva.","auto","1096","21","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2019-10-02 14:49:52-03","UFMG","BHCB","83209","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dasyanthina","palustris","Dasyanthina palustris","(Gardner) H.Rob.",NA,NA,NA,"Oliveira, JE de","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Brejo. Muito frequente. Arbusto 3m.","auto","1086","21","Southern America",NA,NA,NA,"BHCB002244","BHCB002244",NA,NA,NA,NA,NA,NA,NA
"439","2019-10-02 14:59:35-03","UFMG","BHCB","71918","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","pallida","Trichilia pallida","Sw.",NA,NA,NA,"Oliveira, JE de","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore. Pouco frequente.; Mata.","auto","1116","21","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2019-10-02 14:49:58-03","UFMG","BHCB","55067","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Erechtites","valerianaefolius","Erechtites valerianaefolius","(Wolf) DC.",NA,NA,NA,"Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Margem de mata. Muito frequente. Arbusto 2m.","auto","855","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2019-10-02 14:50:59-03","UFMG","BHCB","378","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trixis","antimenorrhoea","Trixis antimenorrhoea","(Schrank) Kuntze",NA,NA,NA,"Oliveira, JA de","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Mata. Muito frequente. Trepadeira.","auto","1085","22","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2019-10-02 15:04:14-03","UFMG","BHCB","45258","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","evonymoides","Solanum evonymoides","Sendtn.",NA,"2013",NA,"Mendes Magalhães","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Mata. Arbusto 1 m.; Mata","auto","941","26","Southern America",NA,NA,NA,"BHCB017161",NA,NA,NA,NA,NA,NA,NA,NA
"443","2019-10-02 15:02:27-03","UFMG","BHCB","72200","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Geophila","herbacea","Geophila herbacea","K.Schum.",NA,"1942",NA,"Magalhães, GM","1942","05","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Herbácearasteira; fruto vermelho; pouco frequente; Mata","auto","2233","26","Southern America",NA,NA,NA,"BHCB043966","BHCB043966",NA,NA,NA,NA,NA,NA,NA
"444","2019-10-02 14:48:03-03","UFMG","BHCB","54582","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Geissomeria","gigantea","Geissomeria gigantea","Rizz.",NA,"1949",NA,"Oliveira, JE","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto 1,0m; pouco frequente e flor vermelha.; Mata","auto","1105","21","Southern America",NA,NA,NA,"BHCB000002","BHCB000002 BHCB000002_01","Typus",NA,NA,NA,NA,NA,NA
"445","2019-10-02 15:07:12-03","UFMG","BHCB","64010","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Aspidogyne","argentea","Aspidogyne argentea","(Vell.) Garay",NA,NA,NA,"Magalhães, M","1942","10","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"pouco frequente; herbácea.; Mata","auto","2523","28","Southern America",NA,NA,NA,"BHCB000918","BHCB000918",NA,NA,NA,NA,NA,NA,NA
"446","2019-10-02 15:05:56-03","UFMG","BHCB","54928","PreservedSpecimen","Plantae","Monocotyledon",NA,"Araceae","Staurostigma","luschnathianum","Staurostigma luschnathianum",NA,NA,"1942",NA,"Magalhães, GM","1942","10","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Herbacea, baixa frequência; Mata","auto","9181","28","Southern America",NA,NA,NA,"BHCB042550","BHCB042550",NA,NA,NA,NA,NA,NA,NA
"447","2019-10-02 14:52:34-03","UFMG","BHCB","83511","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cucurbitaceae","Siolmatra",NA,"Siolmatra",NA,NA,NA,NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Flor alva, trepadeira; Campo de sementes, mata","auto","793","24","Southern America",NA,NA,NA,"BHCB011319",NA,NA,NA,NA,NA,NA,NA,NA
"448","2019-10-02 14:53:22-03","UFMG","BHCB","64386","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat",NA,"2004",NA,"Magalhães, GM","1942","05","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore, 6,00 metros; flor amarelada; muito frequente; Mata","auto","2254","28","Southern America",NA,NA,NA,"BHCB045044",NA,NA,NA,NA,NA,NA,NA,NA
"449","2019-10-02 14:59:39-03","UFMG","BHCB","71859","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,NA,NA,"Oliveira, JE","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Arvore 5m, alta frequência e flôr amarelada; Mata","auto","1072","21","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2019-10-02 14:56:19-03","UFMG","BHCB","58301","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Cavanillesia","umbellata","Cavanillesia umbellata","Ruiz & Pav.",NA,"2017","12","Mendes Magalhães","1942","10","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Arvore 30,00. Frequência: muito.; Habitat: Mata.","auto","2369","28","Southern America",NA,NA,NA,"BHCB002468","BHCB002468",NA,NA,NA,NA,NA,NA,NA
"451","2019-10-02 15:04:14-03","UFMG","BHCB","45257","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","evonymoides","Solanum evonymoides","Sendtn.",NA,"2013",NA,"Magalhães, M","1942","10","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto 1,00; flor: alva.; Mata","auto","2666","29","Southern America",NA,NA,NA,"BHCB017118",NA,NA,NA,NA,NA,NA,NA,NA
"452","2019-10-02 14:56:30-03","UFMG","BHCB","58298","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Quararibea","turbinata","Quararibea turbinata","(Sw.) Poir.",NA,"2018",NA,"Oliveira, JE","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore, 5,00 metros; flor alva; muito frequente; Mata","auto","1091","22","Southern America",NA,NA,NA,"BHCB044592",NA,NA,NA,NA,NA,NA,NA,NA
"453","2019-10-02 15:03:56-03","UFMG","BHCB","69184","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Physalis","angulata","Physalis angulata","L.",NA,NA,NA,"Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Ruderal. Muito frequente. Herbáceo, 0,5m. Flor amarelada, maculada de escuro","auto","802","24","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2019-10-02 14:53:22-03","UFMG","BHCB","64384","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat",NA,"2004",NA,"Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore, 20,00 metros; muito frequente; Mata","auto","817","24","Southern America",NA,NA,NA,"BHCB045047",NA,NA,NA,NA,NA,NA,NA,NA
"455","2019-10-02 14:56:30-03","UFMG","BHCB","58299","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Quararibea","turbinata","Quararibea turbinata","(Sw.) Poir.",NA,"2018",NA,"Oliveira, JE","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Árovre, 4,00 metros; flor alva; muito frequente; Mata","auto","1090","21","Southern America",NA,NA,NA,"BHCB044591",NA,NA,NA,NA,NA,NA,NA,NA
"456","2019-10-02 15:07:28-03","UFMG","BHCB","64325","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","patens","Epidendrum patens","Sw.",NA,NA,NA,"Oliveira, JE de","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Mata, epífita. Pouco frequente, herbácea.","auto","1080","21","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2019-11-14 18:37:06-03","UFMG","BHCB","45267","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","fasciculata","Athenaea fasciculata","(Vell.) I.M.C. Rodrigues & Stehmann",NA,"2019","08","Magalhães, GM","1942","10","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Flor alva. Arbusto 2,00","auto","2664","28","Southern America",NA,NA,NA,"BHCB026222",NA,NA,NA,"02",NA,NA,NA,NA
