"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem"
"177","2020-03-10 08:26:40-03","UFV","VIC","6498","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","spinosus","Amaranthus spinosus","L.","Coons, M.P.","1978","08","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Estação Experimental da EPAMIG, O Tanque. Área de Podzolo Vermelho-Amarelo.","-41.9494018554688","-18.8511009216309","50833",NA,"Erva em roça de milho.","auto","930","15",NA,NA,NA,NA,"VIC006498","VIC006498",NA,NA,"15",NA,NA,NA,NA
"178","2020-03-10 08:26:39-03","UFV","VIC","6513","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","dubius","Amaranthus dubius","Mart. ex Thell.","Coons, M.P.",NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Estaçao Experimental de EPAMIG","-41.9494018554688","-18.8511009216309","50833",NA,"Ervas eretas, meio suculento, avermelhado.","auto","78-922A","15",NA,NA,NA,NA,"VIC006513","VIC006513",NA,NA,NA,NA,NA,NA,NA
"179","2020-03-10 08:26:39-03","UFV","VIC","6131","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","dubius","Amaranthus dubius","Mart. ex Thell.","Coons, M.P.","1978","08","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Estaçao Experimental de EPAMIG","-41.9494018554688","-18.8511009216309","50833",NA,"Erva com caule ereto, meio suculento, avermelhado.","auto","78-922B","15",NA,NA,NA,NA,"VIC006131","VIC006131",NA,NA,"15",NA,NA,NA,NA
"180","2020-03-10 08:26:39-03","UFV","VIC","6511","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","dubius","Amaranthus dubius","Mart. ex Thell.","Coons, M.P.",NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Estaçao Experimental de EPAMIG, Em horta, invasoras cerca de um pé de abóbora.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","78-926","15",NA,NA,NA,NA,"VIC006511","VIC006511",NA,NA,NA,NA,NA,NA,NA
"181","2020-03-10 08:26:39-03","UFV","VIC","6509","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","dubius","Amaranthus dubius","Mart. ex Thell.","Coons, M.P.",NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Estaçao Experimental de EPAMIG, Em quintal com muito lixo, galinhas.","-41.9494018554688","-18.8511009216309","50833",NA,"Erva com flores verde-claro.","auto","78-911","15",NA,NA,NA,NA,"VIC006509","VIC006509",NA,NA,NA,NA,NA,NA,NA
"182","2020-03-10 08:26:39-03","UFV","VIC","6514","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","dubius","Amaranthus dubius","Mart. ex Thell.","Coons, M.P.",NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Estaçao Experimental de EPAMIG, Em quintal de empregado.","-41.9494018554688","-18.8511009216309","50833",NA,"Erva invasora.","auto","78-920","15",NA,NA,NA,NA,"VIC006514","VIC006514",NA,NA,NA,NA,NA,NA,NA
"183","2020-03-10 08:26:39-03","UFV","VIC","6110","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","dubius","Amaranthus dubius","Mart. ex Thell.",NA,NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Estaçao Experimental de EPAMIG, Invasora em quintal de empregado. comum como invasora na cidade e no campo.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","78-912F","15",NA,NA,NA,NA,"VIC006110","VIC006110",NA,NA,NA,NA,NA,NA,NA
"184","2020-03-10 08:26:39-03","UFV","VIC","6510","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","dubius","Amaranthus dubius","Mart. ex Thell.","Coons, M.P.",NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Estaçao Experimental de EPAMIG, Invasora em quintal e horta de empregado.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","78-919","15",NA,NA,NA,NA,"VIC006510","VIC006510",NA,NA,NA,NA,NA,NA,NA
"185","2020-03-10 08:26:39-03","UFV","VIC","6117","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","hybridus","Amaranthus hybridus","L.","Coons, M.P.","1978","08","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Estaçao Experimental de EPAMIG, O tanque.","-41.9494018554688","-18.8511009216309","50833",NA,"Invasora. A éspecies encontrada em roça de milho e pomar de laranjas.","auto","78-932B","15",NA,NA,NA,NA,"VIC006117","VIC006117",NA,NA,"15",NA,NA,NA,NA
"186","2020-03-10 08:26:39-03","UFV","VIC","6666","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","dubius","Amaranthus dubius","Mart. ex Thell.","Coons, M.P.",NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Estaçao Experimental de EPAMIG, População em quintal de empregado.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","78-912A","15",NA,NA,NA,NA,"VIC006666","VIC006666",NA,NA,NA,NA,NA,NA,NA
"187","2020-03-10 08:26:39-03","UFV","VIC","5505","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","Coons, M.P.","1980",NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Monte Verde, Estação experimental de EPAMIG.","-41.9494018554688","-18.8511009216309","50833",NA,"Ruderal, ao lado de estrada perto do estoque de milho. Em solo vermelho-amarelo. Prostrado, com flores brancas.","auto","934","15",NA,NA,NA,NA,"VIC005505","VIC005505",NA,NA,NA,NA,NA,NA,NA
"188","2020-03-10 08:26:39-03","UFV","VIC","5504","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","Coons, M.P.","1980",NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Parque da Exposição","-41.9494018554688","-18.8511009216309","50833",NA,"Ruderal.","auto","1005","26",NA,NA,NA,NA,"VIC005504","VIC005504",NA,NA,NA,NA,NA,NA,NA
"189","2020-03-10 08:26:42-03","UFV","VIC","7351","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","viridis","Amaranthus viridis","L.","Coons, M.P.","1978","12","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Parque da Exposição, Na grama perto do laboratório de EPAMIG.","-41.9494018554688","-18.8511009216309","50833",NA,"População de invasoras.","auto","942","16",NA,NA,NA,NA,"VIC007351","VIC007351",NA,NA,"11",NA,NA,NA,NA
"190","2020-03-10 08:26:42-03","UFV","VIC","7205","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","viridis","Amaranthus viridis","L.","Coons, M.P.","1978","12","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Parque da Exposição, Perto de estábulo e campo de exposição.","-41.9494018554688","-18.8511009216309","50833",NA,"População de invasoras em terra meio arenosa. Apresenta algumas características de A. lividus.","auto","998","26",NA,NA,NA,NA,"VIC007205","VIC007205",NA,NA,"09",NA,NA,NA,NA
"191","2020-03-10 08:26:42-03","UFV","VIC","7204","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","viridis","Amaranthus viridis","L.","Coons, M.P.","1978","12","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Parque da Exposição, Perto de estábulo e campo de exposição.","-41.9494018554688","-18.8511009216309","50833",NA,"Ervas em terra meio arenosa.","auto","999","28",NA,NA,NA,NA,"VIC007204","VIC007204",NA,NA,"11",NA,NA,NA,NA
"192","2020-03-10 08:26:42-03","UFV","VIC","6169","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena",NA,"Gomphrena",NA,NA,NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Parque da Exposição, Perto do laboratório de EPAMIG. Ao lado de estrada, beira de quintal de empregado.","-41.9494018554688","-18.8511009216309","50833",NA,"Erva prostrada. Flores esbranquiçadas, ou pálidas-lilizadas. Três pés.","auto","1004","26",NA,NA,NA,NA,"VIC006169","VIC006169",NA,NA,NA,NA,NA,NA,NA
"193","2020-03-10 08:26:42-03","UFV","VIC","6170","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena",NA,"Gomphrena",NA,NA,NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Parque da Exposição, Perto do Laboratório de EPAMIG. Em frestas na calçada.","-41.9494018554688","-18.8511009216309","50833",NA,"Erva prostrada. Comum como ruderal.","auto","1006","26",NA,NA,NA,NA,"VIC006170","VIC006170",NA,NA,NA,NA,NA,NA,NA
"194","2020-03-10 08:27:36-03","UFV","VIC","5861","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Heliotropium","indicum","Heliotropium indicum","L.","Melo, J.I.M.","2006","09","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","parque de esxposição","-41.9494018554688","-18.8511009216309","50833",NA,"Folhas verdes, flores de cor azul lilás, invasora comum na região.","auto","1001","26",NA,NA,NA,NA,"VIC005861","VIC005861",NA,NA,NA,NA,NA,NA,NA
"195","2020-03-10 08:30:06-03","UFV","VIC","8042","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","foetida","Passiflora foetida","L.",NA,NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Parque de Exposição","-41.9494018554688","-18.8511009216309","50833",NA,"Um só pé encontrado entre gramineas,e outras invasoras em canto do parque,terra meio arenosa.Veja descrição e esquema anexos.","auto","781002","26",NA,NA,NA,NA,"VIC008042","VIC008042",NA,NA,NA,NA,NA,NA,NA
"196","2020-03-10 08:26:39-03","UFV","VIC","6108","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","dubius","Amaranthus dubius","Mart. ex Thell.",NA,NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Parque de Exposição, Perto do estábulo.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","78-1000A","26",NA,NA,NA,NA,"VIC006108","VIC006108",NA,NA,NA,NA,NA,NA,NA
"197","2020-03-10 08:26:39-03","UFV","VIC","6106","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","dubius","Amaranthus dubius","Mart. ex Thell.",NA,NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Parque de Exposição, Perto do estábulo.","-41.9494018554688","-18.8511009216309","50833",NA,"Ervas em terra arenosa.","auto","78-1000B","26",NA,NA,NA,NA,"VIC006106","VIC006106",NA,NA,NA,NA,NA,NA,NA
"198","2020-03-10 08:29:36-03","UFV","VIC","21871F","PreservedSpecimen","Plantae",NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","(Chupp) Deighton",NA,NA,NA,"Pereira, Mauricio J","1996","08","Brasil","Minas Gerais","Governador Valadares","Rio Doce","-41.9494018554688","-18.8511009216309","50833",NA,"Lantana camara L.","auto","90","27",NA,NA,NA,NA,"VIC21871F",NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-03-10 08:29:36-03","UFV","VIC","21870F","PreservedSpecimen","Plantae",NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","(Chupp) Deighton",NA,NA,NA,"Pereira, Mauricio J","1996","08","Brasil","Minas Gerais","Governador Valadares","Rodovia Alpercata","-41.9494018554688","-18.8511009216309","50833",NA,"Lantana camara L.","auto","89","27",NA,NA,NA,NA,"VIC21870F",NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-03-10 08:29:36-03","UFV","VIC","21873F","PreservedSpecimen","Plantae",NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantane","Mycovellosiella lantane","(Chupp) Deighton",NA,NA,NA,"Pereira, Mauricio J","1996","08","Brasil","Minas Gerais","Governador Valadares","Rodovia Governador Valadares, Mantena","-41.9494018554688","-18.8511009216309","50833",NA,"Lantana camara L.","auto","92","27",NA,NA,NA,NA,"VIC21873F",NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-03-10 08:28:02-03","UFV","VIC","21872F","PreservedSpecimen","Plantae",NA,NA,"Capnodiales","Micropustulomyces","mucilaginosus","Micropustulomyces mucilaginosus","R.W. Barreto",NA,NA,NA,"Pereira, Mauricio J","1996","08","Brasil","Minas Gerais","Governador Valadares","Rodovia Governador Valadares, Mantena","-41.9494018554688","-18.8511009216309","50833",NA,"Lantana camara L.","auto","91","27",NA,NA,NA,NA,"VIC21872F",NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-03-10 08:26:39-03","UFV","VIC","6665","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","dubius","Amaranthus dubius","Mart. ex Thell.","Coons, M.P.",NA,NA,"Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Sírio do Sr. José Alves Junior, Várzea entre culturas de tomate e jiló. Terra preta de baixada.","-41.9494018554688","-18.8511009216309","50833",NA,"Ervas invasoras.","auto","78-946A","17",NA,NA,NA,NA,"VIC006665","VIC006665",NA,NA,NA,NA,NA,NA,NA
"203","2020-03-10 08:26:39-03","UFV","VIC","6624","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","hybridus","Amaranthus hybridus","L.","Coons, M.P.","1978","08","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Sítio de Sr. José Alves Junior., Em baixada, na margem do Rio Doce. Em várzeas entre campos de tomate e jiló.","-41.9494018554688","-18.8511009216309","50833",NA,"Entre diversas invasoras. Solo escuro, preto. Planta com caule vermelho.","auto","78944","17",NA,NA,NA,NA,"VIC006624","VIC006624",NA,NA,"17",NA,NA,NA,NA
"204","2020-03-10 08:26:39-03","UFV","VIC","6625","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","hybridus","Amaranthus hybridus","L.","Coons, M.P.","1978","08","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Sítio de Sr. José Alves Junior., Na baixada, perto da margem do Rio Doce. Terra escura. Em vparzeas entre plantios de tomate e jiló.","-41.9494018554688","-18.8511009216309","50833",NA,"Erva.","auto","78948","17",NA,NA,NA,NA,"VIC006625","VIC006625",NA,NA,"17",NA,NA,NA,NA
"205","2020-03-10 08:26:42-03","UFV","VIC","7349","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","viridis","Amaranthus viridis","L.","Coons, M.P.","1978","12","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Sítio do Sr. José Alves Júnior, Em baixada, perto d amargem do Rio Doce. Terra preta.","-41.9494018554688","-18.8511009216309","50833",NA,"Ervas em beira de cultura de tomate.","auto","s.n.","17",NA,NA,NA,NA,"VIC007349","VIC007349",NA,NA,"11",NA,NA,NA,NA
"206","2020-03-10 08:26:42-03","UFV","VIC","7348","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","viridis","Amaranthus viridis","L.","Coons, M.P.","1978","12","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Sítio do Sr. José Alves Júnior, Em baixada, perto da margem do Rio Doce. Terra preta.","-41.9494018554688","-18.8511009216309","50833",NA,"Ervas na beira de cultura de tomate.","auto","952","17",NA,NA,NA,NA,"VIC007348","VIC007348",NA,NA,"11",NA,NA,NA,NA
"207","2020-03-10 08:26:40-03","UFV","VIC","6505","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","spinosus","Amaranthus spinosus","L.","Coons, M.P.","1978","08","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Sítio do Sr. José Alves Júnior, Em várzea de cultura de quiabo. Cultura sob irrigação.","-41.9494018554688","-18.8511009216309","50833",NA,"A espécie encontrada nas várzeas e beiras da cultura. Pés viçosos, com 1,0 metros ou mais de altura.","auto","943","17",NA,NA,NA,NA,"VIC006505","VIC006505",NA,NA,"17",NA,NA,NA,NA
"208","2020-03-10 08:26:42-03","UFV","VIC","7206","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","viridis","Amaranthus viridis","L.","Coons, M.P.","1978","12","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Sítio do Sr. José Alves Júnior, Em várzea entre culturas de tomate e jiló. Terra preta e argilosa, na baixada.","-41.9494018554688","-18.8511009216309","50833",NA,"Erva.","auto","945","17",NA,NA,NA,NA,"VIC007206","VIC007206",NA,NA,"11",NA,NA,NA,NA
"209","2020-03-10 08:26:39-03","UFV","VIC","7344","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","lividus","Amaranthus lividus","L.","Coons, M.P.","1978","12","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Sítio do Sr. José Alves Júnior, Em várzea entre plantios de tomate e jiló. Terra preta de baixada.","-41.9494018554688","-18.8511009216309","50833",NA,"Erva.","auto","947","17",NA,NA,NA,NA,"VIC007344","VIC007344",NA,NA,"11",NA,NA,NA,NA
"210","2020-03-10 08:26:42-03","UFV","VIC","7350","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Amaranthus","viridis","Amaranthus viridis","L.","Coons, M.P.","1978","12","Coons, M.P.","1978","08","Brasil","Minas Gerais","Governador Valadares","Sítio do Sr. José Alves Júnior, Na baixada, perto da margem do Rio Doce. Terra preta.","-41.9494018554688","-18.8511009216309","50833",NA,"Beira de cultura de tomate.","auto","949","17",NA,NA,NA,NA,"VIC007350","VIC007350",NA,NA,"11",NA,NA,NA,NA
"211","2019-11-21 14:31:06-03","UFJF","CESJ","70702","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae",NA,NA,NA,NA,NA,NA,NA,"K.L. Lang","2017","02","Brasil","Minas Gerais","Governador Valadares",NA,"-41.948125","-18.850506",NA,NA,"Erva ruderal, 29cm, flores amarelas, cresce em locais ensolarados.",NA,"s.n.","01","América do Sul","-41.948125","-18.850506",NA,"CESJ070702",NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-11-21 14:46:06-03","UFJF","CESJ","36384","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Physalis","pubescens","Physalis pubescens","L.",NA,NA,NA,"Mendes Magalhães","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Herbácea 0,50. Muito frequente em campo de sementes.","auto","803","24","América do Sul",NA,NA,NA,"CESJ036384",NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-11-21 14:30:11-03","UFJF","CESJ","40591","PreservedSpecimen","Plantae","Angiosperma",NA,"Annonaceae","Guatteria","pogonopus","Guatteria pogonopus","Mart.",NA,NA,NA,"E. Tameirão-Neto","2001","10","Brasil","Minas Gerais","Governador Valadares","Baguari - Rio Doce","-41.9494018554688","-18.8511009216309","50833",NA,"Floresta Semidecidual, arbóreo, ilha da ilha da fazenda Bonaparte.","auto","3376","22","América do Sul",NA,NA,NA,"CESJ040591","CESJ040591",NA,NA,NA,NA,NA,NA,NA
"214","2019-11-21 14:36:59-03","UFJF","CESJ","40594","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Plathymenia","foliolosa","Plathymenia foliolosa","Benth.",NA,NA,NA,"E. Tameirão-Neto","2001","08","Brasil","Minas Gerais","Governador Valadares","UHE - Baguari, Rio Doce","-41.9494018554688","-18.8511009216309","50833",NA,"Floresta semidecidual, arbóreo, ilha da Fazenda Bonaparte.","auto","3360","17","América do Sul",NA,NA,NA,"CESJ040594",NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-11-21 14:32:30-03","UFJF","CESJ","40589","PreservedSpecimen","Plantae","Angiosperma",NA,"Bixaceae","Bixa","arborea","Bixa arborea","Huber",NA,NA,NA,"E. Tameirão-Neto","2001","10","Brasil","Minas Gerais","Governador Valadares","UHE - Baguari, Rio Doce.","-41.9494018554688","-18.8511009216309","50833",NA,"Floresta semidecidual, arbóreo, ilha da fazenda Bonaparte.","auto","3365","22","América do Sul",NA,NA,NA,"CESJ040589",NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-21 14:44:02-03","UFJF","CESJ","40867","PreservedSpecimen","Plantae","Angiosperma",NA,"Rhizophoraceae","Paradrypetes","ilicifolia","Paradrypetes ilicifolia","Kuhlm.",NA,NA,NA,"E. Tameirão-Neto","2001","10","Brasil","Minas Gerais","Governador Valadares","UHE -Baguari, Rio Doce","-41.9494018554688","-18.8511009216309","50833",NA,"Floresta Semidecidual, arbóreo, ilha da fazenda Bonaparte.","auto","3380","22","América do Sul",NA,NA,NA,"CESJ040867",NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-11-21 14:33:22-03","UFJF","CESJ","40865","PreservedSpecimen","Plantae","Angiosperma",NA,"Chrysobalanaceae","Hirtella","triandra","Hirtella triandra",NA,NA,NA,NA,"E. Tameirão-Neto; et al.","2001","08","Brasil","Minas Gerais","Governador Valadares","UHE-Baguari,Rio Doce","-41.9494018554688","-18.8511009216309","50833",NA,"Florestas Semidecidual,arbóreo,ilha da fazenda Bonaparte","auto","s.n.","17","América do Sul",NA,NA,NA,"CESJ040865",NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-11-21 14:40:31-03","UFJF","CESJ","40592","PreservedSpecimen","Plantae","Angiosperma",NA,"Ochnaceae","Ouratea","castaneifolia","Ouratea castaneifolia","(DC.) Engl.",NA,NA,NA,"E. Tameirão-Neto","2001","10","Brasil","Minas Gerais","Governador Valadares","UHE - Baguari, Rio Doce. Lat.: S, Lon.: W, Alt..: m.","-41.9494018554688","-18.8511009216309","50833",NA,"Floresta Semidecidual, arbórea, ilha da fazenda Bonaparte.","auto","3379","22","América do Sul",NA,NA,NA,"CESJ040592",NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-11-21 14:29:54-03","UFJF","CESJ","70701","PreservedSpecimen","Plantae","Angiosperma",NA,"Alismataceae","Echinodorus","macrophyllus","Echinodorus macrophyllus","(Kunth) Micheli","V.A.O. Dittrich","2018","04","K.L. Lang","2015","11","Brasil","Minas Gerais","Governador Valadares","Sítio Pindorama","-42.040989","-18.930183",NA,NA,"Erva aquática emergente, ca. 1m alt., em solo encharcado.",NA,"s.n.","05","América do Sul","-42.040989","-18.930183",NA,"CESJ070701",NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-08-20 10:02:09-03","UNICAMP","UEC","167590","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","Castro, RM","2004","04","Castro, RM; Teixeira, L","2004","02","Brazil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Erva brácteas vermelhas, flores roxas. Interior de mata.; Mata secundária.","auto","931","23",NA,NA,NA,NA,"UEC091632","UEC091632",NA,NA,NA,NA,NA,NA,NA
"221","2019-08-20 10:27:32-03","UNICAMP","UEC","167589","S","Plantae","Magnoliopsida",NA,"Urticaceae","Urera","nitida","Urera nitida","(Vell.) P.Brack","Castro, RM","2004","03","Castro, RM; Teixeira, L","2004","02","Brazil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Arvoreta. Urentes. Flores alvas. Interior da mata.; Mata secundária.","auto","943","23",NA,NA,NA,NA,"UEC091631","UEC091631",NA,NA,NA,NA,NA,NA,NA
"222","2019-08-20 10:25:32-03","UNICAMP","UEC","167596","S","Plantae","Magnoliopsida",NA,"Rutaceae","Zanthoxylum","fagara","Zanthoxylum fagara","(L.) Sarg.","Castro, RM","2004","05","Castro, RM; Teixeira, L","2004","02","Brazil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Árvore ca. 5 m alt. Frutos verdes.; Capoeira.","auto","932","23",NA,NA,NA,NA,"UEC091633","UEC091633",NA,NA,NA,NA,NA,NA,NA
"223","2019-08-20 10:10:28-03","UNICAMP","UEC","167588","S","Plantae","Magnoliopsida",NA,"Cucurbitaceae","Wilbrandia","hibiscoides","Wilbrandia hibiscoides","Silva Manso","Castro, RM","2004","03","Castro, RM; Teixeira, L","2004","02","Brazil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Cipó. Botões florais esverdeados. Interior da mata.; Mata secundária.","auto","934","23",NA,NA,NA,NA,"UEC091634","UEC091634",NA,NA,NA,NA,NA,NA,NA
"224","2019-08-20 10:25:27-03","UNICAMP","UEC","167591","S","Plantae","Magnoliopsida",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Pirani, JR","2004","07","Castro, RM; Teixeira, L","2004","02","Brazil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Arvoreta. Flores alvas.; Na capoeira. Mata secundária.","auto","922","23",NA,NA,NA,NA,"UEC091629","UEC091629",NA,NA,NA,NA,NA,NA,NA
"225","2020-02-10 17:52:39-03","UNICAMP","UEC","8170","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","tortuosum","Desmodium tortuosum","(Sw.) A.DC.","Lima, LCP","2008","07","Shepherd, GJ; Andrade, JB; Kinoshita, LS; Taroda, N","1977","03","Brazil","Minas Gerais","Governador Valadares","BR 116, Governador Valadares / Teófilo Otoni Km 616- MG.","-41.9494018554688","-18.8511009216309","50833",NA,"fruto, Subarbusto até 1,5m, flores de cor lilás-roxo.; Arbusto de até 1,5 m- flores de cor lilás-roxo.","auto","4373","08",NA,NA,NA,NA,"UEC089480","UEC089480",NA,NA,NA,NA,NA,NA,NA
"226","2019-08-20 10:15:14-03","UNICAMP","UEC","9114","S","Plantae","Magnoliopsida",NA,"Fabaceae","Stylosanthes","scabra","Stylosanthes scabra","Vogel","Andrade, JB","1977","08","Shepherd, GJ; Kinoshita, LS; Taroda, N; Andrade, LB","1977","03","Brazil","Minas Gerais","Governador Valadares","BR 116, G. Valadares / teofilo Otoni, km","-41.9494018554688","-18.8511009216309","50833",NA,"flor, Subarbusto até 2 m, flores amarelas.","auto","4374","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-08-20 10:15:30-03","UNICAMP","UEC","9212","S","Plantae","Magnoliopsida",NA,"Fabaceae","Zornia","latifolia","Zornia latifolia","Sm.","Ferreira, MB","1980","04","Shepherd, GJ; Kinoshita, LS; Taroda, N; Andrade, JB","1977","03","Brazil","Minas Gerais","Governador Valadares","BR 116, G.Valadares / Teófilo Otoni, km","-41.9494018554688","-18.8511009216309","50833",NA,"fruto, Herbácea até 1,0m, flores amarelas.","auto","4372","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
