"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","previousCatalogNumber","typeStatus","infraspecificEpithet","individualCount","relatedCatalogItem"
"2182","2019-08-20 09:59:23-03","UNICAMP","UEC","116865","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","Dichorisandra hexandra","Leoni, BS","6108","2005","02","17",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual do Brigadeiro, Ao lado da estrada próxima à sede administrativa.","-42.5208015441895","-20.6667003631592",NA,NA,"1350","1350",NA,"Herbácea, ramos numerosos; corola lilás; frutos imaturos.","UEC057635","UEC057635","hexandra","(Aubl.) C.B.Clarke","Aona, LYS","2007","08","16385","auto","09",NA,NA,NA,NA,NA,NA
"2183","2019-08-20 09:59:31-03","UNICAMP","UEC","116860","S","Plantae","Liliopsida",NA,"Commelinaceae","Tripogandra","Tripogandra diuretica","Leoni, BS","6109","2005","02","17",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual do Brigadeiro, Fazenda Neblina.","-42.5208015441895","-20.6667003631592",NA,NA,"1350","1350",NA,"Herbácea; corola rosada.","UEC057385","UEC057385","diuretica","(Mart.) Handlos","Aona, LYS","2007","04","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2184","2019-08-20 09:59:22-03","UNICAMP","UEC","116866","S","Plantae","Liliopsida",NA,"Commelinaceae","Commelina","Commelina rufipes glabrata","Leoni, BS; Aona, LYS","6112","2005","02","17",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual do Brigadeiro, Fazenda Neblina.","-42.5208015441895","-20.6667003631592",NA,NA,"1350","1350",NA,"Herbácea; corola alva.; Área aberta ao lado de barranco.","UEC098479","UEC098479","rufipes","(D.R.Hunt) Faden & D.R.Hunt","Pellegrini, MOO","2013","09","16385","auto","19",NA,NA,NA,"glabrata",NA,NA
"2185","2019-08-20 10:05:36-03","UNICAMP","UEC","123721","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eupatorium","Eupatorium","Caiafa, AN","001","2000","06",NA,NA,"Brazil","Minas Gerais","Araponga","PESB, Serra das cabeças, 3ª cabeça","-42.5208015441895","-20.6667003631592",NA,NA,"1700","1700",NA,"Erva de aproximadamente 0,90m de altura, sem ramificações laterais, portando capítulos com flores roxas.; Presente nas manchas de solo sobre rocha granitóide aflorada.","UEC031781","UEC031781",NA,"L.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2186","2019-08-20 10:06:42-03","UNICAMP","UEC","123718","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","Stevia camporum","Caiafa, AN; Ribeiro, CA","158","2001","04","24",NA,"Brazil","Minas Gerais","Araponga","PESB, Serra das Cabeças, 3ª cabeça","-42.5208015441895","-20.6667003631592",NA,NA,"1722","1722",NA,"Planta de aproximadamente 0,40m, portando capítulos com flores e pétulas brancas na face adaxial e arroxeadas na face abaxial; Crescendo no campo graminóide e em manchas de solo rasa sobre afloramento de rocha granitóide","UEC133500","UEC133500","camporum","Baker","Lopes, ITFV","2016","10","16385","auto","18",NA,NA,NA,NA,NA,NA
"2187","2019-08-20 10:06:42-03","UNICAMP","UEC","123720","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","Stevia","Caiafa, AN","201","2001","12","13",NA,"Brazil","Minas Gerais","Araponga","PESB, Serra das Cabeças, 3ª cabeça","-42.5208015441895","-20.6667003631592",NA,NA,"1722","1722",NA,"Erva de aproximadamente 0,50m portando flores de pétalas com face abaxial vinácea e adaxial branca; Crescendo em mancha de solo raso sobre afloramento de rocha granitóide","UEC133501","UEC133501",NA,NA,"Lopes, ITFV","2016","10","16385","auto","18",NA,NA,NA,NA,NA,NA
"2188","2019-08-20 10:00:28-03","UNICAMP","UEC","131344","S","Plantae","Liliopsida",NA,"Iridaceae","Trimezia","Trimezia","Caiafa, AN","203","2001","12","13",NA,"Brazil","Minas Gerais","Araponga","PESB - Serra das Cabeças, 3° cabeça","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Erva de aproximadamente 0,15m, portando flores apicais amarelas.; Crescendo em mancha de solo raso sobre afloramento de rocha granitóide.","UEC096392","UEC096392",NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2189","2019-08-20 09:58:55-03","UNICAMP","UEC","131300","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","Alstroemeria isabelleana","Caiafa, AN","74","2001","01","20",NA,"Brazil","Minas Gerais","Araponga","Serra das Cabeças, 3ª cabeça","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Erva de aprox. 0,70 m alt. em botão e frutos. Crescendo em ambiente sombreado na borda da trilha entre o 1° e o 2° afloramento.","UEC090507","UEC090507","isabelleana","Herb.","Dutilh, JHA","2003","01","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2190","2019-08-20 10:07:07-03","UNICAMP","UEC","123719","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","Vernonia decumbens","Caiafa, AN","167","2001","05","17",NA,"Brazil","Minas Gerais","Araponga","Serra das Cabeças, 3ª cabeça","-42.5208015441895","-20.6667003631592",NA,NA,"1722","1722",NA,"Erva de aproximadamente 0,30m, portando capítulos com flores roxas. Crescendo em mancha de solo raso sobre afloramento de rocha granitóie; Crescendo em mancha de solo raso sobre afloramento de rocha granitóie","UEC050221","UEC050221","decumbens","Gardner","Soares, PN","2012","03","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2191","2019-08-20 10:00:37-03","UNICAMP","UEC","160224","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","Cleistes","Caiafa, AN; Batista, ML","155","2001","03","21",NA,"Brazil","Minas Gerais","Araponga","Serra das Cabeças, 3ª cabeça","-42.5208015441895","-20.6667003631592",NA,NA,"1722","1722",NA,"Erva de aprox. 0,9m de altura, portando flores de tépalas brancas e labelo branco com bordos roxos. Crescendo na borda do Escrube.","UEC017760","UEC017760",NA,"Rich. ex Lindl.","Pessoa, E","2013","08","16385","auto","22",NA,NA,NA,NA,NA,NA
"2192","2020-02-10 17:54:01-03","UNICAMP","UEC","133951","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","Lavoisiera imbricata","Caiafa, AN","004","2000","07",NA,NA,"Brazil","Minas Gerais","Araponga","Serra das Cabeças 3ª cabeça. PESB","-42.5208015441895","-20.6667003631592",NA,NA,"1700","1700",NA,"subarbusto com aproximadademnte 1m de altura, portando flores de um roxo intenso.; LOCALIZADAS NAS BORDAS DO SCRUB","UEC079104","UEC079104","imbricata","(Thunb.) A.DC.","Martins, AB","2004","06","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2193","2019-08-20 10:07:10-03","UNICAMP","UEC","123716","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","Vernonia discolor","Caiafa, AN","193","2001","10",NA,NA,"Brazil","Minas Gerais","Araponga","Serra das cabeçãs, 3º cabeça.","-42.5208015441895","-20.6667003631592",NA,NA,"1723","1723",NA,"Arvoreta de aproximadamente 2.5m.Portando capitulos com periciclo verde e sementes páleas.; Crescendo na borda do estrube","UEC137919","UEC137919","discolor","Less.","Semir, J","2002","01","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2194","2019-08-20 10:16:54-03","UNICAMP","UEC","134277","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","Utricularia subulata","Caiafa, AN; Martins, FM","s.n.","2002","01","30",NA,"Brazil","Minas Gerais","Araponga","Serra das Cabeças, Totem Deitado","-42.5208015441895","-20.6667003631592",NA,NA,"1722","1722",NA,"Erva áfila com escapo de aproximadamente 0,05 m, portando flores amarelas.; Crescendo sobre ecótone campo.&nf;Afloramento, encharcado.",NA,NA,"subulata","L.","Gonella, PM","2009","07","16385","auto","31",NA,NA,NA,NA,NA,NA
"2195","2019-08-20 10:16:50-03","UNICAMP","UEC","134278","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Genlisea","Genlisea lobata","Caiafa, AN; Martins, FM","s.n.","2002","01","30",NA,"Brazil","Minas Gerais","Araponga","Serra das Cabeças. Totem Deitado.","-42.5208015441895","-20.6667003631592",NA,NA,"1722","1722",NA,"erva de aproximadamente 0,02 m, portando escarpo com cerca de 0,08m com flores brancas com mancha interna amarela e cálcar roxo. Crescendo sobre mancha de solo raso e encharcado no afloramento de rocha granitóide.; A planta cresce sobre mancha de sol",NA,NA,"lobata","Fromm","Gonella, PM","2009","07","16385","auto","31",NA,NA,NA,NA,NA,NA
"2196","2019-08-20 10:16:50-03","UNICAMP","UEC","134278","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Genlisea","Genlisea lobata","Caiafa, AN; Martins, FM","214","2002","01","30",NA,"Brazil","Minas Gerais","Araponga","Serra das Cabeças, Totem Deitado, PESB","-42.5208015441895","-20.6667003631592",NA,NA,"1722","1722",NA,"Erva de aproximadamente 0,02m, portando escapo com cerca de 0,08m com flores brancas com mancha interna amarela e cálcar roxo.; Crecendo sobre mancha de solo raso e encharcado no afloramento de rocha granitóide.","UEC054212","UEC054212","lobata","Fromm","Gonella, PM",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2197","2019-10-14 11:15:55-03","UCS","HUCS","49256","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","Hymenophyllum hirsutum","Schwartsburd, P.B.; Guatimosim, E.; Becari-Viana, I.","3031","2014","02","22",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Floresta Estacional Semi-Decidual,Campos altitude","-42.4725","-20.7375","-42.4725","-20.7375","1750","1750",NA,"Doação Herbário VIC 44910; interior da mata nebular, Pedra do Pato",NA,NA,"hirsutum","(L.) Sw.","Gonzatti, F.","2019","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198","2019-10-14 11:15:55-03","UCS","HUCS","47993","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","Hymenophyllum plumosum","Schwartsburd, P.B.; Pereira, J.B.S.","3174","2014","04","14",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das Cabeças","-42.47","-20.744722","-42.47","-20.744722","1700","1700",NA,"Doação Herbário VIC 44912; Mata nebular e campo de altitude, no caminho para as piscinas, Pedra do Pato, rupícola pendente",NA,NA,"plumosum","Kaulf.","Schwartsburd, P.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199","2019-11-27 14:48:58-03","UCS","HUCS","46785","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Polyphlebium","Polyphlebium angustatum","Schwartsburd, P.B.; Guatimosim, E.; Becari-Viana, I.","3004","2014","02","21",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Floresta Estacional Semi-Decidual, Matas Nebulares","-42.483333","-20.721111","-42.483333","-20.721111","1350","1350",NA,"Conjunto de trilhas Lajinha&nf;Doação Herbário VIC; interior da floresta","HUCS001741","HUCS001741","angustatum","(Carmich.) Ebihara & Dubuisson","Gonzatti, F.","2017","02",NA,NA,"13",NA,NA,NA,NA,NA,NA
"2200","2019-10-14 11:15:55-03","UCS","HUCS","47992","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","Hymenophyllum pulchellum","Valente, G. .E.","568 b","2000","09","16",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das Cabeças","-42.5208015441895","-20.6667003631592",NA,NA,"1700","1700",NA,"Doação VIC 31378&nf;; Mata nebular, no final da trilha, interior de mata nebular, parcialmente sombreada, úmida e fria, junto com H. polyanthus",NA,NA,"pulchellum","Schltdl. & Cham.","Almeida, T. .E.","2008","04","16385","auto","17",NA,NA,NA,NA,NA,NA
"2201","2019-11-27 14:48:58-03","UCS","HUCS","46775","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Polyphlebium","Polyphlebium angustatum","Valente, G. .E.; Azevedo, A.A.; Camargos, V.L.","1989","2007","10","06",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Trilha do Muriquí, FODensa Altomontana","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"epífita- Doação Herbário VIC 31834&nf;; em tronco de feto-arborescente em sub-bosque de mata densa","HUCS001729","HUCS001729","angustatum","(Carmich.) Ebihara & Dubuisson","Gonzatti, F.","2017",NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2202","2019-11-27 14:49:11-03","UCS","HUCS","46786","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Vandenboschia","Vandenboschia radicans","Valente, G. .E.; Azevedo, A.A.; Camargos, V.L.","1950","2007","08","14",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual do Brigadeiro, Trilha do Muriqui, FODensa Altomontana","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Epífita em tronco de Alchornea sp. &nf;Doação Herbário VIC 31836&nf;; interior da mata , local bem sombreado","HUCS002014","HUCS002014","radicans","(Sw.) Copel.","Gonzatti, F.","2017",NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2203","2019-11-27 14:49:11-03","UCS","HUCS","46769","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Vandenboschia","Vandenboschia rupestris","Valente, G. .E.; Meira Neto, J A A","1251","2003","05","09",NA,"Brasil","Minas Gerais","Araponga","Pousada Serra D'Água, propriedade do Sr. Ronaldo Vitarelli","-42.5208015441895","-20.6667003631592",NA,NA,"1200","1200",NA,"Doação Herbário VIC 19821&nf;; borda do rio, sub-bosque de mata de galeria, sobre tronco de Cyatheaceae","HUCS002050","HUCS002050","rupestris","(Raddi) Ebihara & K.Iwats.","Gonzatti, F.","2017",NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2204","2019-12-20 08:51:00-03","FURB","FURB","50556","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Lellingeria","Lellingeria","Salino, A.","5516","2000","05","16",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro; Trilha para o Pico do Boné.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"No chão de mata, ereta, perto do mar. Soros castanhos.","FURB50556","FURB50556",NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2205","2019-11-08 08:52:57-03","FURB","FURB","42063","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Diphasiastrum","Diphasiastrum thyoides","Menini Neto; Nogueira, M.G.C.; Azevedo, B.O.; Fernandes, T. & Ottoni, R.","1015","2010","06","23",NA,"Brasil","Minas Gerais","Araponga","Pico do Boné: Trilha para o Pico do Boné.","-42.5208015441895","-20.6667003631592",NA,NA,"1700","1700",NA,NA,"FURB09001","FURB09001","thyoides","(Willd) Holub","Dittrich, VAO","2013","07","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2206","2019-09-27 18:03:48-03","UFES","VIES","26696","S","Plantae",NA,NA,"Asteraceae","Eremanthus","Eremanthus erythropappus","Siqueira, L.C. de; Fernandes, J.M. & Marotta, C.P.B.","577","2007","06","01",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"VIES026696","VIES026696","erythropappus","(DC.) MacLeish","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"2207","2019-07-17 14:39:24-03","UFRRJ","RBR","15478","S","Plantae",NA,NA,"Sapindaceae","Allophylus","Allophylus edulis","Leoni, LS","2808","1995","03","00",NA,"Brasil","Minas Gerais","Serra da Araponga","Parque Estadual do Brigadeiro",NA,NA,NA,NA,NA,NA,NA,NA,"RBR00015478",NA,"edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208","2019-07-17 14:39:26-03","UFRRJ","RBR","15477","S","Plantae",NA,NA,"Sapindaceae","Allophylus","Allophylus semidentatus","Leoni, BS; et al.","2785","1995","02","12",NA,"Brasil","Minas Gerais","Serra da Araponga","Fazenda Neblina, 1300m/s m-20° 43#?#S e 12°29#?# W. Próximo ao laboratório junto ao córrego.",NA,NA,NA,NA,NA,NA,NA,NA,"RBR00015477",NA,"semidentatus","(Miq.) Radlk.","Ferrucci, MS","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209","2019-07-05 14:35:58-03","UFRRJ","RBR","4152","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","Asplenium harpeodes","Valente, GE; Lima, NAS","557","2000","09","16",NA,"Brasil","Minas Gerais","Araponga","Parqeu Estadual da Serra do Brigadeiro, Serra das Cabeças. Mata nebular, no final da trilha, cerca de 100 metros do platô da Serra.","-42.5208015441895","-20.6667003631592",NA,NA,"1700","1700",NA,NA,"RBR00004152",NA,"harpeodes","Kunze",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2210","2019-07-05 14:35:57-03","UFRRJ","RBR","13143","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","Asplenium harpeodes","Salino, A","4919","1999","07","10",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, proximidades da Sede.","-42.5208015441895","-20.6667003631592",NA,NA,"1400","1400",NA,NA,"RBR00013143",NA,"harpeodes","Kunze",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2211","2019-07-05 14:35:57-03","UFRRJ","RBR","13076","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","Asplenium auriculatum","Salino, A","4929","1999","07","10",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, proximidades da Sede.","-42.5208015441895","-20.6667003631592",NA,NA,"1400","1400",NA,NA,"RBR00013076",NA,"auriculatum","Sw.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2212","2019-07-05 14:35:57-03","UFRRJ","RBR","12819","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","Asplenium auritum","Salino, A","4931","1999","07","10",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, proximidades da Sede.","-42.5208015441895","-20.6667003631592",NA,NA,"1400","1400",NA,NA,"RBR00012819",NA,"auritum","Sw.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2213","2019-07-05 14:35:57-03","UFRRJ","RBR","12823","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","Asplenium auritum","Salino, A","4916","1999","07","10",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, proximidades da Sede.","-42.5208015441895","-20.6667003631592",NA,NA,"1400","1400",NA,NA,"RBR00012823",NA,"auritum","Sw.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2214","2019-07-05 14:35:57-03","UFRRJ","RBR","13142","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","Asplenium harpeodes","Salino, A","4874","1999","07","10",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, proximidades da Sede.","-42.5208015441895","-20.6667003631592",NA,NA,"1400","1400",NA,NA,"RBR00013142",NA,"harpeodes","Kunze",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2215","2019-07-05 14:35:58-03","UFRRJ","RBR","18655","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","Asplenium scandicinum","Salino, A","4902","1999","07","10",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, proximidades da Sede.","-42.5208015441895","-20.6667003631592",NA,NA,"1400","1400",NA,NA,"RBR00018655",NA,"scandicinum","Kaulf.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2216","2019-07-05 14:35:59-03","UFRRJ","RBR","18692","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","Asplenium triquetrum","Salino, A","4932","1999","07","10",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, proximidades da Sede.","-42.5208015441895","-20.6667003631592",NA,NA,"1400","1400",NA,NA,"RBR00018692",NA,"triquetrum","N.Murak. & R.C.Moran",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2217","2019-07-05 14:35:57-03","UFRRJ","RBR","4177","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","Asplenium auritum","Valente, GE; Balduino, APC","553","2000","09","16",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das Cabeças. Primeiro afloramento rochoso depois da primeira mata, após a casa da Dona Cotinha, em direção a Serra.","-42.5208015441895","-20.6667003631592",NA,NA,"1500","1500",NA,NA,"RBR00004177",NA,"auritum","Sw.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2218","2019-07-05 14:35:59-03","UFRRJ","RBR","4611","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","Asplenium serra","Valente, GE; Silva, AF","539","2000","07","08",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual do Ibitipoca. Mata nebulosa na beira da trilha de acessoà Lagoa Seca.","-42.5208015441895","-20.6667003631592",NA,NA,"2600","2600",NA,NA,"RBR00004611",NA,"serra","Langsd. & Fisch.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2219","2019-12-06 15:22:19-03","MBM","MBM","251906","S","Plantae",NA,NA,"Solanaceae","Solanum","Solanum evonymoides","Salino, A.; et al.; et al.","5485",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"MBM251906","MBM251906","evonymoides","Remy","Stehmann, J.R.",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2220","2019-12-06 15:09:29-03","MBM","MBM","199244","S","Plantae",NA,NA,"Myrtaceae","Myrcia","Myrcia hispida","Lombardi, J.A.","968","1995","09","30","Southern America","Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"MBM199244","MBM199244","hispida","O. Berg","Kawasaki, M.L.",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
