"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","previousCatalogNumber","typeStatus","infraspecificEpithet","individualCount","relatedCatalogItem"
"405","2020-03-10 08:30:49-03","UFV","VIC","36922","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","Solanum cladotrichum","Siqueira, L.C. de; et al.","464","2006","11","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro. Entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 4,0 metros de altura. Presença de flores brancas e estames amarelos e aroma de mel.","VIC036922","VIC036922","cladotrichum","Vand. ex Dunal","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"406","2020-03-10 08:29:03-03","UFV","VIC","36258","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","Miconia latecrenata","Siqueira, L.C. de; et al.","499","2006","11","26",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro. Entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 6,5 metros de altura; presença de frutos amarelos, coletada da entrada do fragmento.","VIC036258","VIC036258","latecrenata","(DC.) Naudin","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"407","2020-03-10 08:29:03-03","UFV","VIC","36257","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","Miconia latecrenata","Siqueira, L.C. de; et al.","392","2006","09","18",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro. Entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 5,0 metros de altura; presença de flores brancas, coletada no topo do fragmento.","VIC036257","VIC036257","latecrenata","(DC.) Naudin","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"408","2020-03-10 08:29:03-03","UFV","VIC","36256","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","Miconia latecrenata","Siqueira, L.C. de; et al.","536","2006","12","17",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro. Entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Presença de fruto verde e maduro de cor amarela.","VIC036256","VIC036256","latecrenata","(DC.) Naudin","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"409","2020-03-10 08:30:50-03","UFV","VIC","36270","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","Solanum pseudoquina","Siqueira, L.C. de; et al.","381","2006","09","18",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro. Entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 13 metros de altura; presença de flores brancas e estames amarelos, aroma cítrico, coletada dora do fragmento.","VIC036270","VIC036270","pseudoquina","A. St.-Hil.","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"410","2020-03-10 08:30:50-03","UFV","VIC","36271","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","Solanum pseudoquina","Siqueira, L.C. de; et al.","523B","2006","12","17",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro. Entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 10 metros de altura; presença de frutos verdes, coletada antes do fragmento.","VIC036271","VIC036271","pseudoquina","A. St.-Hil.","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"411","2020-03-10 08:27:36-03","UFV","VIC","37234","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae",NA,NA,"Siqueira, L.C. de; et al.","433","2006","10","28",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sra. Lourdes Severina Costa, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 8,0 metros de altura. Presença de frutos verdes pilosos.","VIC037234","VIC037234",NA,NA,"Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"412","2020-03-10 08:27:17-03","UFV","VIC","37220","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","Piptocarpha oblonga","Siqueira, L.C. de; et al.","335","2006","08","05",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sra. Lourdes Severina Costa, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"VIC037220","VIC037220","oblonga","(Gardner) Baker","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"413","2020-03-10 08:30:56-03","UFV","VIC","37222","PreservedSpecimen","Plantae",NA,NA,"Ulmaceae","Trema","Trema micrantha","Siqueira, L.C. de; et al.","166","2006","03","26",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sra. Lourdes Severina Costa, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"VIC037222","VIC037222","micrantha","(L.) Blume","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"414","2020-03-10 08:26:52-03","UFV","VIC","37225","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","Ilex brevicuspis","Siqueira, L.C. de; et al.","120","2005","12","13",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sra. Lourdes Severina Costa, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 9,0 metros de altura. Presença de inflorescência em botão de cor verde.","VIC037225","VIC037225","brevicuspis","Reissek","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"415","2020-03-10 08:28:41-03","UFV","VIC","37224","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptidendron","Hyptidendron asperrimum","Siqueira, L.C. de; et al.","328","2006","08","05",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sra. Lourdes Severina Costa, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 5,0 metros de altura. Presença de flores roxas.","VIC037224","VIC037224","asperrimum","(Epling) Harley","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"416","2020-03-10 08:26:45-03","UFV","VIC","37229","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Schinus","Schinus terebinthifolia","Siqueira, L.C. de; et al.","575","2007","03","30",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sra. Lourdes Severina Costa, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 4,0 metros de altura. Presença de frutos verdes e vermelhos quando maduros.","VIC037229","VIC037229","terebinthifolia","Raddi","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"417","2020-03-10 08:27:36-03","UFV","VIC","37230","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","Cordia","Siqueira, L.C. de; et al.","338","2006","08","05",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sra. Lourdes Severina Costa, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 6,0 metros de altura. Presença de flores creme e botões florais pretos.","VIC037230","VIC037230",NA,NA,"Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"418","2020-03-10 08:27:36-03","UFV","VIC","37221","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","Cordia alliodora","Siqueira, L.C. de; et al.","353","2006","08","10",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sr. José Pedro de Castro, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 5,5 metros de altura. Presença de abelhas como visitantes florais.","VIC037221","VIC037221","alliodora","(Ruiz & Pav.) Oken","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"419","2020-03-10 08:30:45-03","UFV","VIC","37231","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simarouba","Simarouba amara","Siqueira, L.C. de; et al.","132","2006","03","26",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sr. José Pedro de Castro, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Presença de flores verdes.","VIC037231","VIC037231","amara","Aubl.","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"420","2020-03-10 08:26:45-03","UFV","VIC","37232","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Tapirira","Tapirira guianensis","Siqueira, L.C. de; et al.","387","2006","09","18",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sr. José Pedro de Castro, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 12 metros de altura, na subida da trilha principal. Presença de botões florais.","VIC037232","VIC037232","guianensis","Aubl.","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"421","2020-03-10 08:30:27-03","UFV","VIC","37227","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","Euplassa organensis","Siqueira, L.C. de; et al.","110","2005","12","13",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sr. José Pedro de Castro, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 4,0 metros de altura. Madeira utilizada na construção.","VIC037227","VIC037227","organensis","(Gardner) I.M. Johnst.","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"422","2020-03-10 08:28:41-03","UFV","VIC","37235","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptidendron","Hyptidendron asperrimum","Siqueira, L.C. de; et al.","320","2006","06","28",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sr. José Pedro de Castro, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 11 metros de altura. Presença de inflorescências lilases. Folhas jovens na ponta dos ramos também de cor lilás.","VIC037235","VIC037235","asperrimum","(Epling) Harley","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"423","2020-03-10 08:27:36-03","UFV","VIC","37223","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae",NA,NA,"Siqueira, L.C. de; et al.","354","2006","08","10",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Sr. José Pedro de Castro, entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 4,0 metros de altura. Presença de ramo pulverulento e corola branca.","VIC037223","VIC037223",NA,NA,"Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"424","2020-03-10 08:28:44-03","UFV","VIC","36136","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","Nectandra oppositifolia","Siqueira, L.C. de; et al.","250","2006","04","28",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento; entorno do Parque Estadual Serra do Brigadeiro. Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 10 metros de altura; cálice ferrugíneo, corola banca e aroma de mel.","VIC036136",NA,"oppositifolia","Nees & Mart.","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"425","2020-03-10 08:28:00-03","UFV","VIC","35899","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Senna","Senna macranthera nervosa","Fernandes, J.M.","244","2006","03","26",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Mata da Lurdinha. Entorno do Parque Estadual Serra do Brigadeiro. Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura; corola amarela.","VIC035899","VIC035899","macranthera","(Vogel) H.S. Irwin & Barneby","Fernandes, J.M.","2006","03","16385","auto","26",NA,NA,NA,"nervosa",NA,NA
"426","2020-03-10 08:29:58-03","UFV","VIC","21717","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Indigofera","Indigofera suffruticosa","Fernandes, J.M.","174","2006","02","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Propriedade do Sr. Ângelo.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto, c.a. de 1,0 cm de altura; flores pequenas, cálice verde e corola creme. Esta espécie também ocorre em agroflorestas no município de Araponga.","VIC021717","VIC021717","suffruticosa","Mill.","Fernandes, J.M.","2006","05","16385","auto","12",NA,NA,NA,NA,NA,NA
"427","2020-03-10 08:27:55-03","UFV","VIC","21676","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Chamaecrista","Chamaecrista nictitans disadena","Fernandes, J.M.","194","2006","03","13",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Propriedade do Sr. Ângelo. Sistema agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Subarbusto, c.a. de 40 cm de altura; cálice amarelo-avermelhado e corola amarela; frutos secos.","VIC021676","VIC021676","nictitans","(Steud.) H.S. Irwin & Barneby","Fernandes, J.M.",NA,NA,"16385","auto",NA,NA,NA,NA,"disadena",NA,NA
"428","2020-03-10 08:29:57-03","UFV","VIC","21713","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Desmodium","Desmodium uncinatum","Fernandes, J.M.","262","2006","04","12",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Propriedade do Sr. Ângelo. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Subarbusto, c.a. de 40 cm de altura, lomento com tricomas uncinados, folha com face adaxial brilhante e esbranquiçada.","VIC021713","VIC021713","uncinatum","(Jacq.) DC.","Fernandes, J.M.","2006","04","16385","auto","12",NA,NA,NA,NA,NA,NA
"429","2020-03-10 08:30:00-03","UFV","VIC","21720","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Machaerium","Machaerium nyctitans","Fernandes, J.M.","299","2006","06","17",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Propriedade do Sr. Ângelo. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 5,0 metros de altura; flores aromáticas e visitadas por abelhas Apis mellifera; cálice ferrugíneo e corola arroxeada. É uma planta indesejada nas roças devido à presença de estípulas espinescentes que furam o pé dos agr","VIC021720","VIC021720","nyctitans","(Vell.) Benth.","Fernandes, J.M.","2006","06","16385","auto","17",NA,NA,NA,NA,NA,NA
"430","2020-03-10 08:29:17-03","UFV","VIC","21687","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","Inga edulis","Fernandes, J.M.","10","2005","09","05",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Propriedade do Sr. Ângelo. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto, c.a. de10 metros de altura; flores com cálice e corola de cor verde, filete verde-amarelados; frutos imaturos.","VIC021687","VIC021687","edulis","(Vell.) Mart.","Fernandes, J.M.","2005","09","16385","auto","05",NA,NA,NA,NA,NA,NA
"431","2020-03-10 08:29:53-03","UFV","VIC","21701","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Centrosema","Centrosema virginianum","Fernandes, J.M.","147","2006","01","27",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Propriedade do Sr. Ângelo. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepadeira; planta com botão verde azulado e fruto imaturo.","VIC021701","VIC021701","virginianum","(L.) Benth.","Fernandes, J.M.","2006","01","16385","auto","27",NA,NA,NA,NA,NA,NA
"432","2020-03-10 08:29:51-03","UFV","VIC","21695","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Aeschynomene","Aeschynomene elegans","Fernandes, J.M.","95","2005","10","05",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Propriedade do Sr. Romualdo.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Coletada em sistema agroflorestal. Subarbusto ca. 50 cm alt.; flores com cálice verde e corola amarela, frutos desenvolvidos e verdes. É usada em SAFs para evitar erosão.","VIC021695","VIC021695","elegans","Schltdl. & Cham.","Fernandes, J.M.",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"433","2020-03-10 08:29:20-03","UFV","VIC","21689","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","Inga subnuda","Fernandes, J.M.","372","2006","09","12",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Propriedade do Sr. Romualdo. Sistema agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 8,0 metros de altura; flores grandes, aromáticas, cálice ferrugíneo, filetes branco-amarelados. Esta espécie é cultivada como adubo em sistemas agroflorestais.","VIC021689","VIC021689","subnuda","Salzm. ex Benth.","Fernandes, J.M.","2006","09","16385","auto","12",NA,NA,NA,NA,NA,NA
"434","2020-03-10 08:29:20-03","UFV","VIC","21688","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","Inga sessilis","Fernandes, J.M.","376","2006","09","12",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Propriedade do Sr. Romualdo. Sistema agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 9,0 metros de altura; flores grandes, cálice verde enegrecido, corola esbranquiçada; filetes brancos.","VIC021688","VIC021688","sessilis","(Vell.) Mart.","Fernandes, J.M.","2006","09","16385","auto","12",NA,NA,NA,NA,NA,NA
"435","2020-03-10 08:28:00-03","UFV","VIC","21684","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Senna","Senna pendula","Fernandes, J.M.","321","2006","07","23",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Propriedade do Sr. Romualdo. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto, c.a. de 1,5 metros de altura; fruto maduro.","VIC021684","VIC021684","pendula","(Humb. & Bonpl. ex Willd.) H.S. Irwin & Barneby","Fernandes, J.M.","2006","07","16385","auto","23",NA,NA,NA,NA,NA,NA
"436","2020-03-10 08:27:58-03","UFV","VIC","36297","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Senna","Senna macranthera","Fernandes, J.M.","195","2006","03","13",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Sistema agroflorestal do Romualdo.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 8,0 metros de altura; flores amarelas; planta utilizada como adubo e lenha.","VIC036297","VIC036297","macranthera","(DC. ex Collad.) H.S. Irwin & Barneby","Fernandes, J.M.","2006","03","16385","auto","13",NA,NA,NA,NA,NA,NA
"437","2020-03-10 08:27:10-03","UFV","VIC","36909","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","Eremanthus erythropappus","Siqueira, L.C. de; et al.","11","2005","09","05",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Sistema Agroflorestal do Sr. Ângelo e Sra. Lurdinha. Entorno do Parque Estadual Serra do Brigadeiro (PESB).","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 5,0 metros de altura; presença de flor branca.","VIC036909","VIC036909","erythropappus","(DC.) MacLeish","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"438","2020-03-10 08:30:55-03","UFV","VIC","039176","PreservedSpecimen","Plantae",NA,NA,"Tropaeolacaceae","Tropaeolum","Tropaeolum majus","Fernandes, J.M.; et al.","512","2007","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné- Estouro","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea de 30 a 40 cm alt, cálice verde a amarelado a avermelhada,projeto de plantas medicinais usadas no Entorno do Parque Estadual da Serra do Brigadeiro.","VIC039176",NA,"majus","L",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"439","2020-03-10 08:28:43-03","UFV","VIC","39145","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","Cinnamomum zeylandicum","Fernandes, J.M.; et al.","500","2007","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné- Estouro","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Planta de quintal 4 m flores brancas, projeto plantas medicinais ussadas no entorno do parque estadual da serra do brigadeiro.","VIC039145","VIC039145","zeylandicum","Blume",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"440","2020-03-10 08:28:56-03","UFV","VIC","39149","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gossypium","Gossypium hirsutum","Fernandes, J.M.; et al.","511","2007","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné- Estouro","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Planta de quinatal, arbusto de 1 m, frutos maduros, Projeto Plantas medicinais usadas no entorno da serra do brigadeiro.","VIC039149",NA,"hirsutum","L.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"441","2020-03-10 08:30:10-03","UFV","VIC","39164","PreservedSpecimen","Plantae",NA,NA,"Plantaginaceae","Plantago","Plantago australis","Fernandes, J.M.","507","2007","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné- Estouro","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Planta de quinatal 20 cm, flores diminutas,projetos plantas medicinais usadas no entrono do Parque estadual da Serra do Brigadeiro.","VIC039164","VIC039164","australis","Lam.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"442","2020-03-10 08:28:41-03","UFV","VIC","39148","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Leonurus","Leonurus sibiricus","Fernades, J.M.; et al.","514","2007","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné- Estouro, propriedade da D Antônia","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Planta de quintal 60 cm,cálice verde e corola lilás projeto plantas medicinais usadas no entorno do Parque Estadual da Serra do Brigadeiro.","VIC039148",NA,"sibiricus","L.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"443","2020-03-10 08:29:22-03","UFV","VIC","039141","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","Inga vulpina","Fernandes, J.M.","522","2007","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné, Estouro, propriedade da Dona Antônia.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Ramos jovens velutinos atomentosos,cálice e corola esverdeada,filetes róseos e anteras brancas,frutos imaturos.","VIC039141","VIC039141","vulpina","Mart. ex Benth.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"444","2020-03-10 08:29:53-03","UFV","VIC","039169","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Cajanus","Cajanus cajan","Fernandes, J.M.; et al.","505","2006","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné, Estouro, propriedade da Dona Antônia.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Planta de quintal,arbusto, 1,5 m de altura, cálice verde e corola amarela,fruto imaturo.","VIC039169","VIC039169","cajan","(L.) Huth",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"445","2020-03-10 08:28:41-03","UFV","VIC","39168","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Ocinum","Ocinum","Fernandes, J.M.; et al.","503","2007","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné- Estouro, Propriedade da Dona Antônia","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Planta de quintal, subarbusto de 60 cm, frutos verdes, projeto plantas medicinais usadas no entorno do PESB","VIC039168",NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"446","2020-03-10 08:27:07-03","UFV","VIC","39166","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Coreopis","Coreopis grandiflora","Fernandes, J.M.; et al.","s.n.","2007","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné- Estouro, Propriedade da Dona Antônia.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Planta de quintal, subarbusto 30 cm, flores do raio e disco amarelas.","VIC039166","VIC039166","grandiflora","L.","Fernades, J.M.",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
