"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","recordNumber","continentOcean","preparationType","barcode","imagecode","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","relatedCatalogItem"
"51","2019-11-21 14:29:58-03","UFJF","CESJ","58286","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaranthaceae","Chenopodium","ambrosioides","Chenopodium ambrosioides","L.","I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","07","13","Brasil","Minas Gerais","Timóteo","Ana Rita, Instituto VITTA","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva Santa Maria. Folhas menores e mais finas na parte superior. Flores pequenas, verdes e dispostas em espigas. Folhas são usadas em infusão como vermífugo.","auto",NA,"5","América do Sul",NA,"CESJ058286","CESJ058286","29",NA,NA,NA,NA,NA
"52","2019-11-21 14:37:13-03","UFJF","CESJ","62798","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Senna","pendula","Senna pendula","(Humb. & Bonpl. ex Willd.) H.S.Irwin & Barneby","L.G. Rosignoli-Oliveira","2016","06","I.T.S. Rogério","2013","04","21","Brasil","Minas Gerais","Timóteo","Bairro Vale Verde, Casa da Dona Carmelita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Nome popular: fedegoso. Coletado em quintal doméstico. Uso medicinal: intestino preso.","auto",NA,"108","América do Sul",NA,"CESJ062798",NA,"07",NA,NA,NA,NA,NA
"53","2019-11-21 14:31:32-03","UFJF","CESJ","62807","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","trimera","Baccharis trimera","(Less.) DC","I.T.S. Rogério","2013","05","I.T.S. Rogério","2013","04","21","Brasil","Minas Gerais","Timóteo","Bairro Vale Verde, Casa da Dona Carmelita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Nome popular: carqueja. Coletado em quintal doméstico. Uso medicinal: diabetes.","auto",NA,"117","América do Sul",NA,"CESJ062807","CESJ062807","07",NA,NA,NA,NA,NA
"54","2019-11-21 14:32:30-03","UFJF","CESJ","62803","PreservedSpecimen","Plantae","Angiosperma",NA,"Bixaceae","Bixa","orellana","Bixa orellana","L.","I.T.S. Rogério","2013","05","I.T.S. Rogério","2013","04","21","Brasil","Minas Gerais","Timóteo","Bairro Vale Verde, Casa da Dona Carmelita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Nome popular: urucum. Coletado em horta caseira. Uso medicinal: hipertensão.","auto",NA,"113","América do Sul",NA,"CESJ062803",NA,"07",NA,NA,NA,NA,NA
"55","2019-11-21 14:38:32-03","UFJF","CESJ","62810","PreservedSpecimen","Plantae","Angiosperma",NA,"Lythraceae","Punica","granatum","Punica granatum","L.","I.T.S. Rogério","2013","05","I.T.S. Rogério","2013","04","21","Brasil","Minas Gerais","Timóteo","Bairro Vale Verde, Casa da Dona Carmelita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Nome popular: romã. Coletado em quintal doméstico. Uso medicinal: inflamação de garganta.","auto",NA,"120","América do Sul",NA,"CESJ062810",NA,"07",NA,NA,NA,NA,NA
"56","2019-11-21 14:49:03-03","UFJF","CESJ","62802","PreservedSpecimen","Plantae","Angiosperma",NA,"Xanthorrhoeaceae","Aloe","arborescens","Aloe arborescens","Mill.","I.T.S. Rogério","2013","05","I.T.S. Rogério","2013","04","21","Brasil","Minas Gerais","Timóteo","Bairro Vale Verde, Casa da Dona Carmelita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Nome popular: babosa. Coletado em horta caseira. Uso medicinal: feridas e cortes na pele.","auto",NA,"112","América do Sul",NA,"CESJ062802","CESJ062802","07",NA,NA,NA,NA,NA
"57","2019-11-21 14:30:11-03","UFJF","CESJ","45229","PreservedSpecimen","Plantae","Angiosperma",NA,"Annonaceae","Guatteria","pogonopus","Guatteria pogonopus","Mart.","G.S. França","2003","10","G.S. França","2003","10","09","Brasil","Minas Gerais","Timóteo","Lagoa Juquita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbóreo - 15m, flores verdes, fruto bonina, floresta estacional semidecidual.&nf;Lat.: 19º 35' 17 S, Lon.:42º 32' 59.","auto",NA,"438","América do Sul",NA,"CESJ045229","CESJ045229","09","290","290",NA,NA,NA
"58","2019-11-21 14:41:22-03","UFJF","CESJ","44665","PreservedSpecimen","Plantae","Angiosperma",NA,"Phyllanthaceae","Hyeronima","alchorneoides","Hyeronima alchorneoides","Allemão","G.S. França","2003",NA,"G.S. França","2003","10","09","Brasil","Minas Gerais","Timóteo","Lagoa Juquita, Lat.: 19º35'17S, Lon.: 42º32'59W, Alt.: 290m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbóreo, 7m, floresta estacional semidecidual.","auto",NA,"437","América do Sul",NA,"CESJ044665",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:41:43-03","UFJF","CESJ","45697","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","arboreum","Piper arboreum","Aubl.","G.S. França",NA,NA,"G.S. França","2003","10","09","Brasil","Minas Gerais","Timóteo","Lagoa Lagoinha, Lat.19º35'35S, Lon.42°33'25W, Alt.294m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbusto, ca. de 3m, Macuco, em floresta estacional semidecidual.","auto",NA,"428","América do Sul",NA,"CESJ045697",NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:41:37-03","UFJF","CESJ","44404","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","amplum","Piper amplum","Kunth","G.S. França",NA,NA,"G.S. França","2003","10","09","Brasil","Minas Gerais","Timóteo","Lagoa Lagoinha, Lat. 19º35'35S, Lon. 42º33'25W, Alt. 294m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbóreo. 5m altura, Macuco, floresta estacional semidecidual.","auto",NA,"429","América do Sul",NA,"CESJ044404",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:37:17-03","UFJF","CESJ","44375","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Zollernia","illicifolia","Zollernia illicifolia","(Brongn.) Vogel","G.S. França",NA,NA,"G.S. França","2003","10","09","Brasil","Minas Gerais","Timóteo","Macuco","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbóreo - 20 m, floresta estacional semidecidual.","auto",NA,"435","América do Sul",NA,"CESJ044375",NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:31:32-03","UFJF","CESJ","58287","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","trimera","Baccharis trimera","(Less.) DC","I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","08","08","Brasil","Minas Gerais","Timóteo","Macuco, Francisco","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Carqueja. Folhas dispostas ao longo de caules e ramos como expansões aladas. Inflorescências do tipo capítulo de cor esbranquiçada. Folhas são usadas em maceração no tratamento de problemas hepáticos e gástricos.","auto",NA,"6","América do Sul",NA,"CESJ058287","CESJ058287","29",NA,NA,NA,NA,NA
"63","2019-11-21 14:46:18-03","UFJF","CESJ","44747","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","G.S. França",NA,NA,"G.S. França; F.Raggi","2004","05","04","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbusto, 1,5 m, flores brancas, borda de mata, Macuco.","auto",NA,"549","América do Sul",NA,"CESJ044747",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:40:10-03","UFJF","CESJ","44874","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","G.S. França",NA,NA,"G.S. França; F.Raggi","2004","04","13","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"512","América do Sul",NA,"CESJ044874",NA,NA,"248","248",NA,NA,NA
"65","2019-11-21 14:37:29-03","UFJF","CESJ","45559","PreservedSpecimen","Plantae","Angiosperma",NA,"Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","(Casar.) Cuatrec.","G. S. França",NA,NA,"G. S. França; F. Raggi","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, 19º35'28''S 42º34'07''W Alt.: 248 m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbóreo - 5m, frutos amarronzados, borda de mata, Macuco","auto",NA,"545","América do Sul",NA,"CESJ045559",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:46:13-03","UFJF","CESJ","44913","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","hexandrum","Solanum hexandrum","Vell.","G.S. França",NA,NA,"G.S. França; F.Raggi","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Lat: 19°35'28 S, Lon: 42°34'07 W. Alt: 248 m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbusto 1,5 m, flor arroxeada, borda de mata. Macuco.","auto",NA,"548","América do Sul",NA,"CESJ044913",NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:46:07-03","UFJF","CESJ","44912","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","asterophorum","Solanum asterophorum","Mart.","G.S. França","2004",NA,"G.S. França; F.Raggi","2004","05","04","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Lat: 19°35'28 S, Lon: 42°34'07 W. Alt: 248 m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbusto com 2 m, flores brancas, floresta estacional semidecidual submontana.","auto",NA,"547","América do Sul",NA,"CESJ044912",NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:32:30-03","UFJF","CESJ","45188","PreservedSpecimen","Plantae","Angiosperma",NA,"Bixaceae","Bixa","orellana","Bixa orellana","L.","G.S. França","2004",NA,"G.S. França; F.Raggi","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Lat: 19°35'28 S, Lon: 42°34'07 W. Alt: 248m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbóreo 5m, frutos vermelhos, floresta estacional semidecidual submontana, Macuco.","auto",NA,"532","América do Sul",NA,"CESJ045188",NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:37:14-03","UFJF","CESJ","45554","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Swartzia","apetala","Swartzia apetala","Raddi","G.S. França",NA,NA,"G.S. França; F.Raggi","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Lat: 19°35'28 S. Lon: 42°34'07 W. Alt: 248 m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbóreo, 5 m, frutos alaranjados, floresta estacional semidecidual submontana,","auto",NA,"529","América do Sul",NA,"CESJ045554",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 14:39:35-03","UFJF","CESJ","45570","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","latecrenata","Miconia latecrenata","(DC.) Naudin","G.S. França",NA,NA,"G.S. França; F.Raggi","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Lat.: 19°35'28 S, Lon.: 42°34'07 W, Alt.: 248m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbóreo- 3,5m, borda de mata, Macuco.","auto",NA,"531","América do Sul",NA,"CESJ045570",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 14:45:08-03","UFJF","CESJ","44911","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Acnistus","arborescens","Acnistus arborescens","(L.) Schltdl.","G.S. França",NA,NA,"G.S. França; F.Raggi","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Lat: 19°35'28 S, Lon: 42°34'07 W. Alt: 248 M.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbusto 2 m, flkores brancas, borda de mata, Macuco.","auto",NA,"530","América do Sul",NA,"CESJ044911",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 14:44:09-03","UFJF","CESJ","44882","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Amaioua","corymbosa","Amaioua corymbosa","Kunth","G.S. França",NA,NA,"G.S. França; F.Raggi","2004","04","13","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Lat.: 19°35'28'' S, Long.: 42°34'07 W, Alt.: 248m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbóreo - 5m, frutos cor vinho, floresta estacional semidecidual submontana, Macuco.","auto",NA,"515","América do Sul",NA,"CESJ044882",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 14:44:15-03","UFJF","CESJ","44885","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","G.S. França",NA,NA,"G.S. França; F.Raggi","2004","04","13","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Lat.: 19°35'28 S, Long.: 42°34'07 W, Alt.: 248m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbusto - 2,5m, frutos cor vinho, floresta estacional semidecidual submontana, Macuco.","auto",NA,"513","América do Sul",NA,"CESJ044885",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 14:36:00-03","UFJF","CESJ","45555","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","D. Dietr.","G.S. França",NA,NA,"G.S. França; F. Raggi","2001","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Lat. 19º35'28S, Lon. 42º34'07W. Alt. 248m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbóreo, 4m, frutos verdes, borda de mata, Macuco.","auto",NA,"516","América do Sul",NA,"CESJ045555",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 14:33:31-03","UFJF","CESJ","45192","PreservedSpecimen","Plantae","Angiosperma",NA,"Commelinaceae","Dichorisandra","pubescens","Dichorisandra pubescens","Mart. ex Schult. & Schult.f.","M.O.O. Pellegrini","2016","02","G.S. França; F.Raggi","2004","05","04","Brasil","Minas Gerais","Timóteo","Parque Estadual Rio Doce, Lat.: 19°35'28''S, Lon.: 42°34'07''W, Alt.: 248m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Liana, frutos bonina, floresta estacional semidecidual, submontana, Macuco.","auto",NA,"524","América do Sul",NA,"CESJ045192",NA,"19",NA,NA,NA,NA,NA
"76","2019-11-21 14:33:19-03","UFJF","CESJ","45189","PreservedSpecimen","Plantae","Angiosperma",NA,"Celastraceae","Maytenus","salicifolia","Maytenus salicifolia","Reissek","L. Biral","2013","01","G.S. França; F.Raggi","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estradual do Rio Doce., Lat.: 19º 35' 28S, Lon.: 42º34'07W, Alt.: 248m.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbóreo, 3,5m, frutos verdes, floresta estacional semidecidual submontana.","auto",NA,"528","América do Sul",NA,"CESJ045189",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 14:41:58-03","UFJF","CESJ","58291","PreservedSpecimen","Plantae","Angiosperma",NA,"Plantaginaceae","Plantago","major","Plantago major","L.","I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","07","19","Brasil","Minas Gerais","Timóteo","Santa Maria, Maria de Oliveira","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Transagem. Folhas dispostas em roseta basal, lâmina membranácea e nervuras destacadas. Flores dispostas em espigas eretas. Folhas e sementes são usadas em infusão como antiinflamatório.","auto",NA,"10","América do Sul",NA,"CESJ058291",NA,"29",NA,NA,NA,NA,NA
"78","2019-11-21 14:37:49-03","UFJF","CESJ","58290","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Mentha",NA,"Mentha",NA,"I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","07","19","Brasil","Minas Gerais","Timóteo","Santa Maria, Maria de Oliveira","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Hortelã. Erva aromática, semi-ereta com ramos de cor verde. Folhas são usadas em infusão no tratamento de gripes, resfriados e tosses.","auto",NA,"9","América do Sul",NA,"CESJ058290",NA,"29",NA,NA,NA,NA,NA
"79","2019-11-21 14:37:49-03","UFJF","CESJ","58288","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Mentha",NA,"Mentha",NA,"I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","07","19","Brasil","Minas Gerais","Timóteo","Santa Maria, Maria de Oliveira","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Hortelã. Erva aromática, semi-ereta com ramos de cor verde. Folhas são usadas em infusão no tratamento de gripes, resfriados e tosses.","auto",NA,"7","América do Sul",NA,"CESJ058288",NA,"29",NA,NA,NA,NA,NA
"80","2019-11-21 14:52:38-03","UFJF","CESJ","58283","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","07","19","Brasil","Minas Gerais","Timóteo","Santa Maria, Maria de Oliveira","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Cavalinha. Hastes ocas, eretas e de textura áspera, com numerosos ramos que partem dos nós dos verticilos. Hastes são usadas em infusão como diurético.","auto",NA,"2","América do Sul",NA,"CESJ058283",NA,"29",NA,NA,NA,NA,NA
"81","2019-11-21 14:37:49-03","UFJF","CESJ","58303","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Rosmarinus","officinalis","Rosmarinus officinalis","L.","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","19","Brasil","Minas Gerais","Timóteo","Santa Maria, Maria de Oliveira","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Alecrim. Subarbusto lenhoso, ereto. Folhas lineares, aromáticas e coriáceas. Flores azulado-claras. Folhas e caule usados em infusão contra problemas de coração.","auto",NA,"22","América do Sul",NA,"CESJ058303",NA,"01",NA,NA,NA,NA,NA
"82","2019-11-21 14:37:49-03","UFJF","CESJ","58313","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Ocimum","gratissimum","Ocimum gratissimum","L.","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","19","Brasil","Minas Gerais","Timóteo","Santa Maria, Maria de Oliveira","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Alfavaca cravo. Subarbusto aromático. Flores pequenas, roxo-pálidas, dispostas em racemos paniculados. Folhas são usadas em infusão no tratamento de gripes e resfriados.","auto",NA,"32","América do Sul",NA,"CESJ058313",NA,"01",NA,NA,NA,NA,NA
"83","2019-11-21 14:37:49-03","UFJF","CESJ","58300","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Mentha","pulegium","Mentha pulegium","L.","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","19","Brasil","Minas Gerais","Timóteo","Santa Maria, Maria de Oliveira","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Poejo. Erva aromática, prostrada. Folhas usadas em infusão ou xarope como expectorante e contra gripes.","auto",NA,"19","América do Sul",NA,"CESJ058300",NA,"01",NA,NA,NA,NA,NA
"84","2019-11-21 14:37:49-03","UFJF","CESJ","58292","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Melissa","officinalis","Melissa officinalis","L.","I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","07","19","Brasil","Minas Gerais","Timóteo","Santa Maria, Maria de Oliveira","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Melissa. Erva aromática, flores de cor creme dispostas em racemos axilares. Folhas são usadas em infusão como calmante.","auto",NA,"11","América do Sul",NA,"CESJ058292",NA,"29",NA,NA,NA,NA,NA
"85","2019-11-21 14:33:37-03","UFJF","CESJ","58315","PreservedSpecimen","Plantae","Angiosperma",NA,"Costaceae","Costus","spicatus","Costus spicatus","(Jacq.) Sw.","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","19","Brasil","Minas Gerais","Timóteo","Santa Maria, Maria de Oliveira","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Cana de macaco. Folhas membranáceas e glabras. Inflorescências em espigas estrombiliformes com brácteas vistosa, de cor vermelha. Flores de cor amarelada. Folhas e caule são usados em infusão no tratamento de cistites e como diurético.","auto",NA,"34","América do Sul",NA,"CESJ058315",NA,"01",NA,NA,NA,NA,NA
"86","2019-11-21 14:31:06-03","UFJF","CESJ","58310","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Achillea","clusiana","Achillea clusiana","Tausch","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","19","Brasil","Minas Gerais","Timóteo","Santa Maria, Maria de Oliveira","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Macelinha. Folhas e flores são usadas em infusão contra insônia, calmante.","auto",NA,"29","América do Sul",NA,"CESJ058310","CESJ058310","01",NA,NA,NA,NA,NA
"87","2019-11-21 14:30:16-03","UFJF","CESJ","58282","PreservedSpecimen","Plantae","Angiosperma",NA,"Apiaceae","Foeniculum","vulgare","Foeniculum vulgare","Mill.","I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","08","03","Brasil","Minas Gerais","Timóteo","Vale Verde, Carmelita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Funcho. Erva aromática, flores pequenas e de cor amarela dispostas em umbelas. Folhas e caule são usadas como calmante e contra dor de barriga infantis.","auto",NA,"1","América do Sul",NA,"CESJ058282","CESJ058282","29",NA,NA,NA,NA,NA
"88","2019-11-21 14:47:41-03","UFJF","CESJ","58301","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lippia","alba","Lippia alba","(Mill.) N.E. Br. ex Britton & P. Wilson","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","08","03","Brasil","Minas Gerais","Timóteo","Vale Verde, Carmelita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva cidreira. Ramos finos, arqueados e quebradiços. Inflorescências azul-arroxeadas axilares capituliformes. Folhas usadas em infusão como calmante.","auto",NA,"20","América do Sul",NA,"CESJ058301",NA,"01",NA,NA,NA,NA,NA
"89","2019-11-21 14:38:49-03","UFJF","CESJ","58297","PreservedSpecimen","Plantae","Angiosperma",NA,"Malvaceae","Gossypium","hirsutum","Gossypium hirsutum","L.","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","08","03","Brasil","Minas Gerais","Timóteo","Vale Verde, Carmelita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Algodão. Flores amarelas. Frutos deiscentes e sementes cobertas por fibras brancas. Folhas são usadas em infusão no tratamento de corrimentos e problemas de útero e ovário.","auto",NA,"16","América do Sul",NA,"CESJ058297",NA,"01",NA,NA,NA,NA,NA
"90","2019-11-21 14:31:59-03","UFJF","CESJ","58311","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","glomerata","Mikania glomerata","Spreng.","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","08","03","Brasil","Minas Gerais","Timóteo","Vale Verde, Carmelita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Guaco. Trepadeira sublenhosa, folhas obtusas na base e semitorcidas. Flores reunidas em capítulos. Folhas são usadas em xarope no tratamento de gripes, resfriados e tosses.","auto",NA,"30","América do Sul",NA,"CESJ058311",NA,"01",NA,NA,NA,NA,NA
"91","2019-11-21 14:37:49-03","UFJF","CESJ","58309","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Mentha",NA,"Mentha",NA,"I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","08","03","Brasil","Minas Gerais","Timóteo","Vale Verde, Carmelita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Hortelã. Erva aromática, semi-ereta com ramos de cor verde. Folhas são usadas em infusão no tratamento de gripes, resfriados e tosses.","auto",NA,"28","América do Sul",NA,"CESJ058309",NA,"01",NA,NA,NA,NA,NA
"92","2019-11-21 14:37:42-03","UFJF","CESJ","62378","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Leonotis","nepetifolia","Leonotis nepetifolia","(L.) R. Br.","I.T.S. Rogério","2013","04","I.T.S. Rogério","2013","02","03","Brasil","Minas Gerais","Timóteo","Vale Verde, casa da D. Ana Maria","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Nome popular: cordão de frade. Coletado em horta caseira. Uso medicinal: bronquite.","auto",NA,"63","América do Sul",NA,"CESJ062378",NA,"18",NA,NA,NA,NA,NA
"93","2019-11-21 14:31:58-03","UFJF","CESJ","62380","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Matricaria","matricarioides","Matricaria matricarioides","(Less.) Porter","I.T.S. Rogério","2013","04","I.T.S. Rogério","2013","02","03","Brasil","Minas Gerais","Timóteo","Vale Verde, casa da D. Ana Maria","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Nome popular: macelinha. Coletado em horta caseira. Uso medicinal: dor de barriga.","auto",NA,"65","América do Sul",NA,"CESJ062380",NA,"18",NA,NA,NA,NA,NA
"94","2019-11-21 14:38:49-03","UFJF","CESJ","62379","PreservedSpecimen","Plantae","Angiosperma",NA,"Malvaceae","Gossypium","hirsutum","Gossypium hirsutum","L.","I.T.S. Rogério","2013","04","I.T.S. Rogério","2013","02","03","Brasil","Minas Gerais","Timóteo","Vale Verde, casa da D. Ana Maria","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Nome popular: algodão. Coletado em horta caseira. Uso medicinal: problemas de útero.","auto",NA,"64","América do Sul",NA,"CESJ062379",NA,"18",NA,NA,NA,NA,NA
"95","2019-11-21 14:37:42-03","UFJF","CESJ","62381","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Leonurus","japonicus","Leonurus japonicus","Houtt.","G.M. Antar","2018","08","I.T.S. Rogério","2013","02","03","Brasil","Minas Gerais","Timóteo","Vale Verde, casa da D. Ana Maria","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Nome popular: macaé. Coletado em horta caseira. Uso medicinal: dor de barriga.","auto",NA,"66","América do Sul",NA,"CESJ062381",NA,NA,NA,NA,NA,NA,NA
"96","2020-01-28 15:54:23-03","UNICAMP","UEC","179009","S","Plantae","Magnoliopsida",NA,"Passifloraceae","Passiflora","silvestris","Passiflora silvestris","Vell.",NA,NA,NA,"Gurski, C","2013","11","05","Brazil","Minas Gerais","Timóteo",NA,"-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Flores brancas, anteras amarelas. Material proveniente de coleção particular;","auto",NA,"09",NA,NA,"UEC099361","UEC099361",NA,NA,NA,NA,NA,NA
