"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","recordNumber","continentOcean","preparationType","barcode","imagecode","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","relatedCatalogItem"
"246","2016-12-19 13:51:18-02","PERD","PERD","943","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva no interior da mata. Pinas férteis amarelas.",NA,NA,"1349",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"247","2016-12-19 13:51:18-02","PERD","PERD","947","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Liana em borda de mata, margem do Rio Doce. Botões florais verdes.",NA,NA,"1353",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"248","2016-12-19 13:51:32-02","PERD","PERD","890","S","Plantae",NA,NA,"Poaceae",NA,NA,NA,NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.521389","-19.554167","-42.521389","-19.554167",NA,NA,"Erva em touceira, local sombreado. Frutos verdes.",NA,NA,"1270",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"249","2016-12-19 13:51:32-02","PERD","PERD","918","S","Plantae",NA,NA,"Poaceae",NA,NA,NA,NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva no interior da mata. Frutos verdes.",NA,NA,"1298",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"250","2016-12-19 13:51:32-02","PERD","PERD","944","S","Plantae",NA,NA,"Poaceae",NA,NA,NA,NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva entoucerada, no interior da mata. Espiguetas castanhas.",NA,NA,"1350",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"251","2016-12-19 13:51:18-02","PERD","PERD","892","S","Plantae",NA,NA,"Asteraceaae",NA,NA,NA,NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.521389","-19.554167","-42.521389","-19.554167",NA,NA,"Erva saccícola, na margem do Rio Doce. Brácteas verdes, flores roxas.",NA,NA,"1272",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"252","2016-12-19 13:51:18-02","PERD","PERD","951","S","Plantae",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Santa Maria","-42.6375","-19.6575","-42.6375","-19.6575",NA,NA,"Erva, ca. 2,5m alt., em beira de estrada, local ensolarado. Brácteas verdes, flores amarelas.",NA,NA,"1357",NA,NA,NA,NA,NA,"300","300",NA,NA,NA
"253","2016-12-19 13:51:32-02","PERD","PERD","927","S","Plantae",NA,NA,"Poaceae","Acroceras","zizanioides","Acroceras zizanioides","(Humb., Bonpl. & Kunth) Dandy",NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva, ca. 1,2m compr., na margem do Ribeirão do Belém, solo argiloso. Caule vermelho, frutos verdes.",NA,NA,"1332",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"254","2016-12-19 13:51:34-02","PERD","PERD","929","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris",NA,"Ceratopteris",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva na margem do Ribeirão do Belém, solo argiloso. Pinas férteis verdes.",NA,NA,"1334",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"255","2016-12-19 13:51:20-02","PERD","PERD","932","S","Plantae",NA,NA,"Capparaceae","Cleome","aculeata","Cleome aculeata","L.",NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva, ca. 0,7m alt., na margem do Ribeirão do Belém, solo argiloso. Caule vermelho, flores rosas, frutos verdes.",NA,NA,"1337",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"256","2016-12-19 13:51:20-02","PERD","PERD","930","S","Plantae",NA,NA,"Combretaceae","Combretum",NA,"Combretum",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Arbusto escandente, ca. 2m alt., na margem do Ribeirão do Belém, solo argiloso. Flores amarelas com forte odor.",NA,NA,"1335",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"257","2016-12-19 13:51:20-02","PERD","PERD","901","S","Plantae",NA,NA,"Commelinaceae","Commelina",NA,"Commelina",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.524167","-19.550833","-42.524167","-19.550833",NA,NA,"Erva em córrego temporário. Corola azul.",NA,NA,"1282",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"258","2016-12-19 13:51:20-02","PERD","PERD","923","S","Plantae",NA,NA,"Commelinaceae","Commelina",NA,"Commelina",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva, ca.0,7m alt., no interior da mata. Flores azuis.",NA,NA,"1328",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"259","2016-12-19 13:51:20-02","PERD","PERD","905","S","Plantae",NA,NA,"Costaceae","Costus",NA,"Costus",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.524167","-19.550833","-42.524167","-19.550833",NA,NA,"Erva entoucerada em córrego temporário. Brácteas vermelhas, flores cremes.",NA,NA,"1285",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"260","2016-12-19 13:51:24-02","PERD","PERD","919","S","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Árvore na margem ciliar do Rio Doce, solo argiloso. Flores cremes.",NA,NA,"1323",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"261","2016-12-19 13:51:31-02","PERD","PERD","900","S","Plantae",NA,NA,"Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","Pivari, MO",NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.524167","-19.550833","-42.524167","-19.550833",NA,NA,"Erva em córrego temporário. Corola rosa com ápice (inserção dos estames) verde.",NA,NA,"1280",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"262","2016-12-19 13:51:31-02","PERD","PERD","933","S","Plantae",NA,NA,"Lythraceae","Cuphea","strigulosa","Cuphea strigulosa","Kunth",NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva, ca. 0,4m alt., na margem do Ribeirão do Belém, solo argiloso. Flores rosas, frutos verdes.",NA,NA,"1338",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"263","2016-12-19 13:51:20-02","PERD","PERD","935","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Árvore na margem ciliar do Rio Doce, solo argiloso. Flores cremes.",NA,NA,"1340",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"264","2016-12-19 13:51:18-02","PERD","PERD","931","S","Plantae",NA,NA,"Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva, ca. 0,5m alt., na margem do Ribeirão do Belém, solo argiloso. Brácteas involucrais verdes, flores brancas, frutos pretos.",NA,NA,"1336",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"265","2016-12-19 13:51:32-02","PERD","PERD","942","S","Plantae",NA,NA,"Poaceae","Eremitis",NA,"Eremitis",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva entoucerada, no interior da mata. Espiguetas cremes.",NA,NA,"1348",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"266","2016-12-19 13:51:34-02","PERD","PERD","915","S","Plantae",NA,NA,"Rutaceae","Erythrochiton",NA,"Erythrochiton",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Arbusto, ca. 1,2m alt., no interior da mata. Cálice rosa, corola branca, frutos secos castanhos.",NA,NA,"1295",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"267","2016-12-19 13:51:24-02","PERD","PERD","893","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","hissopyfolia","Euphorbia hissopyfolia","L.","Pivari, MO","2009","05","Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.521389","-19.554167","-42.521389","-19.554167",NA,NA,"Erva saccícola, na margem do Rio Doce. Caule vermelho, látex branco, frutos verdes.",NA,NA,"1273",NA,NA,NA,NA,"18","220","220",NA,NA,NA
"268","2016-12-19 13:51:34-02","PERD","PERD","917","S","Plantae",NA,NA,"Rubiaceae","Geophila",NA,"Geophila",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva no interior da mata. Cálice verde, frutos azuis.",NA,NA,"1297",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"269","2016-12-19 13:51:32-02","PERD","PERD","897","S","Plantae",NA,NA,"Meliaceae","Guarea","guidonea","Guarea guidonea","(L.) Sleumer","Pivari, MO","2009","05","Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.521389","-19.554167","-42.521389","-19.554167",NA,NA,"Árvore na mata ciliar do Rio Doce. Flores brancas frutos imaturos verdes.",NA,NA,"1277",NA,NA,NA,NA,"18","220","220",NA,NA,NA
"270","2016-12-19 13:51:31-02","PERD","PERD","896","S","Plantae",NA,NA,"Malvaceae","Helicteris",NA,"Helicteris",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.521389","-19.554167","-42.521389","-19.554167",NA,NA,"Arbusto na mata ciliar do Rio Doce. Pétalas rosas, frutos imaturos verdes, maduros secos castanhos.",NA,NA,"1276",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"271","2016-12-19 13:51:32-02","PERD","PERD","921","S","Plantae",NA,NA,"Orchidaceae","Laelia",NA,"Laelia",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva na margem do Ribeirão do Belém, solo argiloso. Flores rosas com odor.",NA,NA,"1326",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"272","2016-12-19 13:51:32-02","PERD","PERD","925","S","Plantae",NA,NA,"Onagraceae","Ludwigia",NA,"Ludwigia",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva, ca. 0,7m alt., na margem do Ribeirão do Belém, solo argiloso. Cálice verde, corola amarela, frutos avermelhados.",NA,NA,"1330",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"273","2016-12-19 13:51:32-02","PERD","PERD","903","S","Plantae",NA,NA,"Onagraceae","Ludwigia","decurrens","Ludwigia decurrens","Walter","Pivari, MO","2009","05","Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.524167","-19.550833","-42.524167","-19.550833",NA,NA,"Erva em córrego temporário. Alas do caule e frutos imaturos verdes, pétalas amarelas.",NA,NA,"1283",NA,NA,NA,NA,"18","220","220",NA,NA,NA
"274","2016-12-19 13:51:32-02","PERD","PERD","936","S","Plantae",NA,NA,"Onagraceae","Ludwigia","decurrens","Ludwigia decurrens","Walter",NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva, ca. 0,6m alt., na margem do Ribeirão do Belém, solo argiloso. Cálice e frutos imaturos verdes, maduros castanhos, pétalas amarelas.",NA,NA,"1341",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"275","2016-12-19 13:51:18-02","PERD","PERD","941","S","Plantae",NA,NA,NA,"Lygodium",NA,"Lygodium",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Liana no interior da mata. Pinas verdes.",NA,NA,"1347",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"276","2016-12-19 13:51:32-02","PERD","PERD","911","S","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Arvoreta, ca. 3m alt., no interior da mata. Face abaxial das folhas e frutos castanho claros.",NA,NA,"1291",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"277","2016-12-19 13:51:32-02","PERD","PERD","949","S","Plantae",NA,NA,"Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva no interior da mata. Frutos verdes.",NA,NA,"1355",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"278","2016-12-19 13:51:32-02","PERD","PERD","946","S","Plantae",NA,NA,"Poaceae","Paspalum","densum","Paspalum densum","Poir.",NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva saccícola, na margem do Rio Doce, solo argiloso. Espiguetas vermelhas.",NA,NA,"1352",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"279","2016-12-19 13:51:18-02","PERD","PERD","902","S","Plantae",NA,NA,"Amaranthaceae","Pffafia",NA,"Pffafia",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.524167","-19.550833","-42.524167","-19.550833",NA,NA,"Erva em córrego temporário. Flores brancas.",NA,NA,"1281",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"280","2016-12-19 13:51:32-02","PERD","PERD","914","S","Plantae",NA,NA,"Piperaceae","Piper",NA,"Piper",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Arbusto, ca. 3m alt., no interior da mata. Inflorescências cremes, planta com forte odor.",NA,NA,"1294",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"281","2016-12-19 13:51:32-02","PERD","PERD","891","S","Plantae",NA,NA,"Polygalaceae","Polygala","paniculata","Polygala paniculata","L.","Pivari, MO","2009","05","Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.521389","-19.554167","-42.521389","-19.554167",NA,NA,"Erva saccícola, na margem do Rio Doce. Flores brancas, raízes com odor.",NA,NA,"1271",NA,NA,NA,NA,"18","220","220",NA,NA,NA
"282","2016-12-19 13:51:32-02","PERD","PERD","934","S","Plantae",NA,NA,"Polygonaceae","Polygonum",NA,"Polygonum",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Erva, ca. 0,4m alt., na margem do Ribeirão do Belém, solo argiloso. Flores cremes.",NA,NA,"1339",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"283","2016-12-19 13:51:18-02","PERD","PERD","894","S","Plantae",NA,NA,"Asteraceaae","Porophyllum","ruderale","Porophyllum ruderale","(Jacq.) Cass.",NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.521389","-19.554167","-42.521389","-19.554167",NA,NA,"Erva saccícola, na margem do Rio Doce. Brácteas verdes, flores passadas marrons.",NA,NA,"1274",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"284","2016-12-19 13:51:34-02","PERD","PERD","907","S","Plantae",NA,NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Arbusto, ca. 1m alt., no interior da mata. Frutos roxos.",NA,NA,"1287",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"285","2016-12-19 13:51:34-02","PERD","PERD","922","S","Plantae",NA,NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.529167","-19.551389","-42.529167","-19.551389",NA,NA,"Arbusto, ca.1m alt., no interior da mata. Raque da inflorescência vermelha, frutos brancos.",NA,NA,"1327",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"286","2016-12-19 13:51:34-02","PERD","PERD","898","S","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Pivari, MO","2009","05","Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.521389","-19.554167","-42.521389","-19.554167",NA,NA,"Arbusto na mata ciliar do Rio Doce. Pétalas brancas, tricomas marrons.",NA,NA,"1278",NA,NA,NA,NA,"18","220","220",NA,NA,NA
"287","2016-12-19 13:51:35-02","PERD","PERD","895","S","Plantae",NA,NA,"Verbenaceae","Stachytarpheta",NA,"Stachytarpheta",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Santos, MA; Tavares, G","2009","05","18","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.521389","-19.554167","-42.521389","-19.554167",NA,NA,"Erva saccícola, na margem do Rio Doce. Flores rosas.",NA,NA,"1275",NA,NA,NA,NA,NA,"220","220",NA,NA,NA
"288","2016-12-19 13:51:24-02","PERD","PERD","950","S","Plantae",NA,NA,"Fabaceae","Vigna",NA,"Vigna",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Tavares, G","2009","05","20","Brasil","Minas Gerais","Timóteo","Santa Maria","-42.6375","-19.6575","-42.6375","-19.6575",NA,NA,"Liana em beira de estrada, local ensolarado. Flores roxas, frutos verdes.",NA,NA,"1356",NA,NA,NA,NA,NA,"300","300",NA,NA,NA
"289","2019-11-26 18:30:48-03","UEL","FUEL","40055","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","(Casar.) Cuatr.","França, GS",NA,NA,"França, GS; Raggi, F","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Arbóreo 5m, frutos amarronzados, borda da mata, Macuco.",NA,NA,"545",NA,NA,"FUEL019341",NA,NA,"2","2",NA,NA,NA
"290","2019-10-16 14:13:58-03","UEL","FUEL","40063","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","Sobral, M","2009","07","França, GS; Raggi, F","2004","05","04","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Arbóreo 5m, frutos verdes, floresta estacional semidecidual submontana, Macuco",NA,NA,"542",NA,NA,"FUEL007958",NA,"31","2","2",NA,NA,NA
"291","2019-10-16 14:14:00-03","UEL","FUEL","40064","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","excoriata","Myrcia excoriata","(D.Legrand & Kausel) Mazine","Lannoy, LC","2018","11","França, GS; Raggi, F","2004","04","13","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Arbóreo 5m, frutos verdes, floresta estacional semidecidual submontana, Macuco",NA,NA,"512",NA,NA,"FUEL007960",NA,"30","2","2",NA,NA,NA
"292","2019-10-16 14:13:01-03","UEL","FUEL","40060","PreservedSpecimen","Plantae","Tracheophyta","Laurales","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya","(Meiss.) Mez","França, GS",NA,NA,"França, GS; Raggi, F","2004","04","13","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Arbóreo 5m, flores rosas,; floresta estacional semidecidual submontana, Macuco",NA,NA,"510",NA,NA,"FUEL004458",NA,NA,"248","248",NA,NA,NA
"293","2019-10-16 14:15:16-03","UEL","FUEL","36850","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","França, GS",NA,NA,"França, GS; Raggi, F","2004","05","04","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Arbusto 1,5m; flores brancas, borda da mata; Macuco",NA,NA,"5304",NA,NA,NA,NA,NA,"248","248",NA,NA,NA
"294","2019-10-16 14:13:23-03","UEL","FUEL","36804","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata","(Vell.) Croizat","Lombardi, JA","2004","03","Sposito, TC","1999","09","27","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arvore ca. 15m; látex branco; inflorescências verdes, flores amareladas com cheiro adocicado.","auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-10-16 14:15:14-03","UEL","FUEL","36847","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","hexandrum","Solanum hexandrum","Vell.","França, GS",NA,NA,"França, GS; Raggi, F","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arbusto 1,5m; flor arroxeada; borda da mata; Macuco.","auto",NA,"548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2016-09-19 16:12:31-03","UnB","UB","169820","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Bezerra, KMG","2011","10","Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce.","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Árvore de pequeno porte.; Mata primitiva hoje na mata secundária em regeneração após incêndio total.","auto",NA,"18557","Southern America",NA,NA,NA,"16",NA,NA,NA,NA,NA
