"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","previousCatalogNumber","typeStatus","class","relatedCatalogItem"
"119","2019-12-17 10:42:49-03","UFPE","UFP","75406","PreservedSpecimen","Plantae",NA,NA,NA,"Cymbifera",NA,NA,"Cymbifera","Mart. & Zucc.","Saka, M.N.","2011","Lombardi, J.A.; Saka, M.N.; Biral, L.; Poli, L.P. & Coan, A.I.","8933","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Margem da BR-232.","-41.579167","-20.264722","-41.579167","-20.264722",NA,"Ibatiba/divisa com Minas Gerais.; Amostra em sílica. Mata ombrófila secundária de encosta. Liana, folhas papiráceas, flores fétidas, cálices extremamente creme com máculas roxas, lábio superior branco com nervuras vináceas, tubo intern","UFP075406",NA,"691","691","12",NA,NA,NA,NA,NA,NA,NA
"120","2019-07-24 16:21:13-03","SMITHSONIAN","US","1740192","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Serjania","communis","communis","Serjania communis communis","Radlk.","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"G. Hatschbach & J. M. Silva",NA,"1985","06","16","South America - Neotropics","Brazil","Espírito Santo","Ibatiba","Corrego S. Joâo","-41.5106010437012","-20.2339000701904",NA,NA,NA,"<a href=http://n2t.net/ark:/65665/31cc0216e-c711-496e-bcba-5683b7aafd12 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,"Dicotyledonae",NA
"121","2019-07-24 16:10:18-03","SMITHSONIAN","US","3232983","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Stigmaphyllon","saxicola",NA,"Stigmaphyllon saxicola","C.E. Anderson",NA,NA,"G. Hatschbach & J. M. Silva","49397","1985","06","14","South America - Neotropics","Brazil","Espírito Santo","Ibatiba","Córrego S. João.","-41.5106010437012","-20.2339000701904",NA,NA,NA,"<a href=http://n2t.net/ark:/65665/3247e15b6-f734-44bd-a2ed-fe4108499b6b target=other class=eLink> <mi>dwc_moreinfo</mi></a>","US00610804","US00610804",NA,NA,NA,NA,"18895","auto",NA,"Isotype","Dicotyledonae",NA
"122","2019-07-24 16:02:54-03","SMITHSONIAN","US","3176691","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Ocotea","divaricata",NA,"Ocotea divaricata","(Nees) Mez",NA,NA,"G. Hatschbach","48613","1984","12","04","South America - Neotropics","Brazil","Espírito Santo","Ibatiba","Corrego S. José II","-41.5106010437012","-20.2339000701904",NA,NA,NA,"<a href=http://n2t.net/ark:/65665/32b276da1-3b27-472e-8782-bcd5f1a90805 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,"Dicotyledonae",NA
"123","2019-07-24 16:25:14-03","SMITHSONIAN","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Flacourtiaceae","Casearia","arborea",NA,"Casearia arborea","(Rich.) Urb.",NA,NA,"G. Hatschbach & J. M. Silva",NA,"1984","12","04","South America - Neotropics","Brazil","Espírito Santo","Ibatiba","Corrego Espraiado.","-41.5106010437012","-20.2339000701904",NA,NA,NA,"<a href=http://n2t.net/ark:/65665/35b8ebc4b-c2b3-4040-acb2-38736be8c79f target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,"Dicotyledonae",NA
"124","2019-07-24 16:06:10-03","SMITHSONIAN","US","3036833","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","nianga",NA,"Leandra nianga","Cogn.",NA,NA,"G. Hatschbach & J. M. Silva","48615","1984","12","04","South America - Neotropics","Brazil","Espírito Santo","Ibatiba","Corrego S. João II","-41.5106010437012","-20.2339000701904",NA,NA,NA,"<a href=http://n2t.net/ark:/65665/3f94768d7-2927-4647-8550-902c3a6bdc59 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,"Dicotyledonae",NA
"125","2019-07-24 16:06:27-03","SMITHSONIAN","US","2981280","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Meriania","tetramera",NA,"Meriania tetramera","Wurdack",NA,NA,"G. Hatschbach","46686","1983","08","04","South America - Neotropics","Brazil","Espírito Santo","Ibatiba","20km L","-41.5106010437012","-20.2339000701904",NA,NA,NA,"<a href=http://n2t.net/ark:/65665/397f0cf05-e7d7-46cf-be4d-2a24c8e96b28 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"900","900",NA,NA,"18895","auto",NA,NA,"Dicotyledonae",NA
"126","2019-11-13 11:30:04-03","USP","SPF","177263","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea",NA,NA,"Faramea",NA,NA,NA,"Fiaschi, P","3118","2006","07","19",NA,"Brasil","Espírito Santo","Ibatiba",NA,"-41.343417","-20.230278","-41.343417","-20.230278",NA,NA,"SPF00177263",NA,"1050","1050",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-13 11:17:44-03","USP","SPF","177247","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","schumanniana",NA,"Maytenus schumanniana","Loes.","Biral dos Santos, L","2013","Fiaschi, P","3120","2006","07","19",NA,"Brasil","Espírito Santo","Ibatiba",NA,"-41.343417","-20.230278","-41.343417","-20.230278",NA,NA,"SPF00177247",NA,"1050","1050","04",NA,NA,NA,NA,NA,NA,NA
"128","2019-11-13 11:25:29-03","USP","SPF","177257","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia",NA,NA,"Miconia",NA,NA,NA,"Fiaschi, P","3119","2006","07","19",NA,"Brasil","Espírito Santo","Ibatiba",NA,"-41.47675","-20.230278","-41.47675","-20.230278",NA,NA,"SPF00177257",NA,"1050","1050",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-13 11:15:39-03","USP","SPF","176379","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera",NA,NA,"Schefflera",NA,NA,NA,"Fiaschi, P","3117","2006","07","19",NA,"Brasil","Espírito Santo","Ibatiba",NA,"-41.343417","-20.230278","-41.343417","-20.230278",NA,NA,"SPF00176379","SPF00176379 SPF00176379_1","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-10-07 09:18:53-03","UEFS","HUEFS","227995","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Nyctaginaceae","Guapira","nitida",NA,"Guapira nitida","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"Lombardi, J.A.","8920","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Fazenda do Carmo Machado, Santa Maria, divisa lúna /Ibatiba.","-41.496111","-20.279444","41W29'46''","20S16'46''",NA,NA,"HUEFS0227995","HUEFS0227995","851","851",NA,NA,NA,NA,NA,NA,"Caryophyllanae",NA
"131","2019-01-25 15:38:24-02","IAC","IAC","55565","S","Plantae",NA,NA,"Araceae","Philodendron","propinquum",NA,"Philodendron propinquum","Schott","L.P. Poli","2011","J.A. Lombardi; M.N. Saka; L. Biral; L.P. Poli & A.I. Coan","8922","2011","12","15",NA,"Brasil","Espírito Santo","Ibatiba","Fazenda do Caemp Machado, Santa Maria, divisa Iúna/Ibatiba","-41.496111","-20.279167","-41.496111","-20.279167",NA,"amostra em sílica",NA,NA,NA,NA,"12","15",NA,NA,NA,NA,NA,NA
"132","2019-10-24 12:45:15-03","CEPLAC","CEPEC","113345","S","Plantae",NA,NA,"Rubiaceae","Faramea","involucellata",NA,"Faramea involucellata",NA,"J. G. Jardim",NA,"P. Fiaschi","3118","2006","07","19",NA,"Brasil","Espírito Santo","ibatiba","Ca. 22Km de Ibatiba, na estrada para Vitória. Ramal à esquerda, ca. 1,5Km.","-41.343333","-20.230278","41W20'36","20S13'49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2010"
"133","2019-10-15 16:17:41-03","CEPLAC","CEPEC","113346","S","Plantae",NA,NA,"Melastomataceae","Miconia","paniculata",NA,"Miconia paniculata",NA,"R. Goldenberg",NA,"P. Fiaschi","3119","2006","07","19",NA,"Brasil","Espírito Santo","ibatiba","Ca. 22Km de Ibatiba, na estrada para Vitória. Ramal à esquerda, ca. 1,5Km.","-41.343333","-20.230278","41W20'36","20S13'49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2014"
"134","2019-10-15 16:17:21-03","CEPLAC","CEPEC","38781","S","Plantae",NA,NA,"Melastomataceae","Meriania","tetramera",NA,"Meriania tetramera",NA,"J. J. Wurdack",NA,"G. Hatschbach","46686","1967","08","05",NA,"Brasil","Espírito Santo","ibatiba","20Km a leste cidade.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/1984"
"135","2019-09-16 16:23:32-03","CEPLAC","CEPEC","34397","S","Plantae",NA,NA,"Rubiaceae","Schizocalyx","cuspidatus",NA,"Schizocalyx cuspidatus",NA,"C. M. Taylor",NA,"G. Hatschbach","46687","1983","08","04",NA,"Brasil","Espírito Santo","ibatiba","21Km a leste de Itatiba.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/2012"
"136","2018-12-03 11:35:54-02","CEPLAC","CEPEC","42332","S","Plantae",NA,NA,"Solanaceae","Solanum","reptans",NA,"Solanum reptans",NA,"J. R. Stehmann",NA,"G. Hatschbach","46684","2002","02","04",NA,"Brasil","Espírito Santo","ibatiba","22Km a Leste.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/2007"
"137","2018-12-03 11:09:56-02","CEPLAC","CEPEC","64651","S","Plantae",NA,NA,"Caesalpiniaceae","Phanera","radiata",NA,"Phanera radiata",NA,"R. F. Machado",NA,"G. Hatschbach","45164","1982","07","21",NA,"Brasil","Espírito Santo","ibatiba","BR-262.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/06/2012"
"138","2018-12-03 11:37:21-02","CEPLAC","CEPEC","77105","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","ferruginea",NA,"Vochysia ferruginea",NA,"F. França",NA,"G. Hatschbach","48599","1996","11","05",NA,"Brasil","Espírito Santo","ibatiba","Corrego Espraiado.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/1995"
"139","2018-12-03 11:17:52-02","CEPLAC","CEPEC","36511","S","Plantae",NA,NA,"Flacourtiaceae","Casearia","arborea",NA,"Casearia arborea",NA,"G. Hatschbach",NA,"G. Hatschbach","48604","1984","12","04",NA,"Brasil","Espírito Santo","ibatiba","Corrego Espraiado.","-41.5106010437012","-20.2339000701904","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/1985"
"140","2018-12-03 11:29:33-02","CEPLAC","CEPEC","38904","S","Plantae",NA,NA,"Piperaceae","Piper","corcovadensis",NA,"Piper corcovadensis",NA,"E. F. Guimarães",NA,"G. Hatschbach","48608","1996","11","05",NA,"Brasil","Espírito Santo","ibatiba","Córrego Espraiado. Encosta de morro.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/2008"
"141","2018-12-03 11:21:50-02","CEPLAC","CEPEC","42329","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","acutifolia",NA,"Niedenzuella acutifolia",NA,"A. M. Amorim",NA,"G. Hatschbach","48604","1996","11","05",NA,"Brasil","Espírito Santo","ibatiba","Corrego Espraido.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/2012"
"142","2018-12-03 11:34:28-02","CEPLAC","CEPEC","40756","S","Plantae",NA,NA,"Sapindaceae","Serjania","communis","mollis","Serjania communis mollis",NA,"M. S. Ferrucci",NA,"G. Hatschbach","49400","1985","06","16",NA,"Brasil","Espírito Santo","ibatiba","Corrego São João.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/1986"
"143","2018-12-03 11:34:32-02","CEPLAC","CEPEC","40692","S","Plantae",NA,NA,"Sapindaceae","Serjania","laruotteana",NA,"Serjania laruotteana",NA,"M. S. Ferrucci",NA,"G. Hatschbach","49396","1985","06","11",NA,"Brasil","Espírito Santo","ibatiba","Corrego São João.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/1986"
"144","2018-12-03 11:22:06-02","CEPLAC","CEPEC","54492","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","saxicola",NA,"Stigmaphyllon saxicola",NA,"C. Anderson",NA,"G. Hatschbach","49397","1985","06","14",NA,"Brasil","Espírito Santo","ibatiba","Córrego São João.","-41.5106010437012","-20.2339000701904","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,"Isótipo",NA,"30/12/1990"
"145","2018-12-03 11:23:13-02","CEPLAC","CEPEC","40763","S","Plantae",NA,NA,"Melastomataceae","Leandra","nianga",NA,"Leandra nianga",NA,"J. J. Wurdack",NA,"G. Hatschbach","48615","1996","11","05",NA,"Brasil","Espírito Santo","ibatiba","Corrego Sao Joao II.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/1985"
"146","2019-10-15 16:17:55-03","CEPLAC","CEPEC","40721","S","Plantae",NA,NA,"Melastomataceae","Ossaea","amygdaloides",NA,"Ossaea amygdaloides",NA,"R. Goldenberg",NA,"G. Hatschbach","48614","1996","11","05",NA,"Brasil","Espírito Santo","ibatiba","Corrego São José II.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/2011"
"147","2018-12-03 11:04:46-02","CEPLAC","CEPEC","42342","S","Plantae",NA,NA,"Araceae","Philodendron","deflexum",NA,"Philodendron deflexum",NA,"S. Mayo",NA,"G. Hatschbach","48609","1984","12","04",NA,"Brasil","Espírito Santo","ibatiba","Corrego S. Joao II.","-41.5106010437012","-20.2339000701904","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/1987"
"148","2018-12-03 11:29:39-02","CEPLAC","CEPEC","38901","S","Plantae",NA,NA,"Piperaceae","Piper","lucaeanum",NA,"Piper lucaeanum",NA,"R. Callejas",NA,"G. Hatschbach","48611","1996","11","05",NA,"Brasil","Espírito Santo","ibatiba","Corrego S. Jose II.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/1985"
"149","2018-12-03 11:37:08-02","CEPLAC","CEPEC","91863","S","Plantae",NA,NA,"Violaceae","Anchietea","pyrifolia",NA,"Anchietea pyrifolia",NA,"G. Hatschbach",NA,"G. Hatschbach","45157","1982","07","21",NA,"Brasil","Espírito Santo","ibatiba","Rod. BR-262.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/1982"
"150","2018-12-03 11:31:35-02","CEPLAC","CEPEC","93950","S","Plantae",NA,NA,"Rosaceae","Rubus","urticifolius",NA,"Rubus urticifolius",NA,"O. S. Ribas",NA,"G. Hatschbach","45158","1982","07","21",NA,"Brasil","Espírito Santo","ibatiba","Rod. BR-262.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/2000"
"151","2018-12-03 11:05:42-02","CEPLAC","CEPEC","38788","S","Plantae",NA,NA,"Asteraceae","Baccharis","dentata",NA,"Baccharis dentata",NA,"H. Robinson",NA,"G. Hatschbach","45163","1982","07","21",NA,"Brasil","Espírito Santo","ibatiba","Rod. BR-262.","-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,"30/12/1985"
"152","2019-12-13 15:20:27-03","USP","SPFW","3612","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","aff. longipetiolata",NA,"Schefflera aff. longipetiolata","(Pohl ex DC.) Frodin & Fiaschi","P. Fiaschi 2006",NA,"Fiaschi, P. Lopes, M.M.M.; Sant'Ana, S.C.","3117","2006",NA,NA,NA,"Brasil","Espírito Santo","Ibatiba",NA,"-41.343417","-20.230278","41º20'36,3''W","20º13'49''S",NA,NA,NA,NA,"1050","1050",NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-10-16 14:11:34-03","UEL","FUEL","53421","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Nyctaginaceae","Guapira","nitida",NA,"Guapira nitida","(Mart. ex J.A.Schmidt) Lundell","Souza, FS","2014","Lombardi, JA; Saka, MN; Biral, L; Poli, LP; Coan, AI","8920","2011","12","15",NA,"Brasil","Espirito Santo","Ibatiba","Santa Maria, Fazendo do Carmo Machado, divisa Iúna/Ibatiba","-41.496139","-20.279361","-41.496139","-20.279361",NA,"Árvore ca. 6 m, folhas papiráceas, flores verdes, estigmas brancos; Capões de mata secundária de encosta, em cafezal","FUEL002656",NA,"851","851","07",NA,NA,NA,NA,NA,NA,NA
"154","2016-09-19 16:22:03-03","UnB","UB","203193","S","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Vochysia","dasyantha",NA,"Vochysia dasyantha","Warm.","Shimizu, GH","2014","Hatschbach, G; Silva, JM","48599","1984","12","04","Southern America","Brasil","Espírito Santo","Ibatiba",NA,"-41.5106010437012","-20.2339000701904",NA,NA,NA,"Árvore, 8m, flor amarela; Córrego esprairado, mata de encosta de morro",NA,NA,NA,NA,"12","03","18895","auto",NA,NA,NA,NA
"155","2020-03-02 13:44:46-03","UFSC","FLOR","15718","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Meriania","tetramera",NA,"Meriania tetramera","Wurdack","Wurdack, J.J.",NA,"Hatschbach, G.","46686","1983","08","04",NA,"Brasil","Espírito Santo","Ibatiba","20 km L.","-41.5106010437012","-20.2339000701904",NA,NA,NA,"árvore, flor alvacenta, 6m altura","FLOR0015718",NA,"900","900",NA,NA,"18895","auto",NA,NA,NA,NA
"156","2020-03-02 13:41:23-03","UFSC","FLOR","8371","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","platypoda",NA,"Baccharis platypoda","DC.","Hatschbach, G.",NA,"Hatschbach, G.; Silva, J.M.","49395","1985","06","14",NA,"Brasil","Espírito Santo","Ibatiba","Córrego S. João.","-41.5106010437012","-20.2339000701904",NA,NA,NA,"arbusto, flor capítulo creme, 1,5m altura","FLOR0008371","FLOR0008371",NA,NA,NA,NA,"18895","auto",NA,NA,NA,NA
"157","2020-03-02 13:44:59-03","UFSC","FLOR","18969","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Ossaea","marginata",NA,"Ossaea marginata","(Desr.) Triana","Souza, M.L.",NA,"Hatschbach, G.; Silva, J.M.","48612","1984","12","04",NA,"Brasil","Espírito Santo","Ibatiba","Córrego S. João II.","-41.5106010437012","-20.2339000701904",NA,NA,NA,"arbusto, flor anteras amarelas, 1,5m altura","FLOR0018969",NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA,NA
"158","2019-09-30 11:22:57-03","IF","SPSF","49113","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Guapira","nitida",NA,"Guapira nitida","(Mart.ex J.A.Schmidt) Lundell","E.F.S.Rossetto","2019","J.A.Lombardi & M.N.Saka & L.Biral & L.P. Poli & A.L.Coan","8920","2011","12","15","América do Sul","Brasil","ES","Ibatiba","Fazenda do Carmo Machado","-41.496111","-20.279167",NA,NA,NA,"COLETA: Árvore com aprox. 6m de altura; folhas papiráceas; flores verdes; estigmas brancos.; GEOGRAFIA: Capões de mata secundária de encosta, em cafezal. Santa Maria, divisa Lúna/Ibatiba.;",NA,NA,"851","851","01","16",NA,NA,NA,NA,"Magnoliopsida",NA
"159","2019-11-21 10:02:51-03","IBt","SP","246360","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","carinata","flavominiata","Vriesea carinata flavominiata","Leme",NA,NA,"Leme, EMC; et al.","674","1985","07",NA,NA,"Brasil","Espírito Santo","Ibatiba",NA,"-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,NA,NA,"1100","1100",NA,NA,"18895","auto",NA,NA,NA,NA
