"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","scientificNameAuthorship","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","class","order","continentOcean","typeStatus"
"1","2015-07-02 14:04:13-03","JBP","HPL","11189","S","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","H. Lorenzi","2007","05","23","H. Lorenzi","6265","2007","05","23","Brasil","ES","São Domingos do Norte","Coletada na estrada de terra para Colatina-ES, cerca de 6 km de São Domingos em área aberta a 200 m da estrada no início do morro.","-40.6236","-19.1436","26002","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2015-07-02 14:04:00-03","JBP","HPL","11187","S","Plantae","Rubiaceae","Molopanthera","paniculata","Molopanthera paniculata","P.G. Delprete","2011","12","26","H. Lorenzi","6262","2007","05","23","Brasil","ES","São Domingos do Norte","Coletada na estrada de terra para Colatina-ES, cerca de 4 km de São Domingos em área aberta a 500 m da rodovia.","-40.6236","-19.1436","26002","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2015-07-02 14:04:00-03","JBP","HPL","10533","S","Plantae","Rubiaceae","Molopanthera","paniculata","Molopanthera paniculata","P.G. Delprete","2011","12","26","R. Tsuji","2179","2007","09","23","Brasil","ES","São Domingos do Norte","Coletado na fazenda (Sítio Alto Alegre, Córrego São Domingos) de propriedade do Sr. Juscelino.","-40.6236","-19.1436","26002","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2015-07-02 14:03:37-03","JBP","HPL","10534","S","Plantae","Passifloraceae","Passiflora","contracta","Passiflora contracta","L.C. Bernacci","2012","03","09","R. Tsuji","2180","2007","09","23","Brasil","ES","São Domingos do Norte","Coletado na fazenda (Sítio Alto Alegre, Córrego São Domingos) de propriedade do Sr. Juscelino.","-40.6236","-19.1436","26002","auto","Vitta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2015-07-02 14:04:13-03","JBP","HPL","9921","S","Plantae","Sapindaceae","Paullinia",NA,"Paullinia",NA,NA,NA,NA,"R. Tsuji & H. Lorenzi","2181","2007","09","23","Brasil","ES","São Domingos do Norte","Coletado no Sítio Alto Alegre (propriedade do Sr. Juscelino), córrego São Domingos.","-40.6236","-19.1436","26002","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2015-07-02 14:04:11-03","JBP","HPL","9922","S","Plantae","Sapindaceae",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji & H. Lorenzi","2182","2007","09","23","Brasil","ES","São Domingos do Norte","Coletado no Sítio de propriedade do Sr. Licinho (família Coure), localizado à margem da rodovia.","-40.6236","-19.1436","26002","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2015-07-02 14:02:05-03","JBP","HPL","4700","S","Plantae","Fabaceae-Mimosoideae","Albizia",NA,"Albizia",NA,NA,NA,NA,"E.R. Salviani & H. Lorenzi","1816","2000","11","23","Brasil","ES","São Domingo do Norte","Coletado no sentido para São Gabriel da Palha, na margem da rodovia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2015-07-02 14:02:39-03","JBP","HPL","4876","S","Plantae","Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,NA,NA,NA,"G.F. Arbocz","2316","1996","01","27","Brasil","ES","São Domingos do Norte","Coletado nas proximidades da cidade.","-40.6236","-19.1436","26002","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2015-07-02 14:04:11-03","JBP","HPL","11188","S","Plantae","Sapindaceae","Cupania","cf. scrobiculata","Cupania cf. scrobiculata","H. Lorenzi","2007","05","22","H. Lorenzi","6263","2007","05","22","Brasil","ES","São Domingos do Norte","Coletada na estrada de terra para Colatina-ES, cerca de 4 km de São Domingos a 50 m da rodovia.","-40.6236","-19.1436","26002","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2015-07-02 14:04:12-03","JBP","HPL","9920","S","Plantae","Sapindaceae","Cupania","scrobiculata","Cupania scrobiculata","R. Tsuji & H. Lorenzi","2007","09","23","R. Tsuji & H. Lorenzi","2178","2007","09","23","Brasil","ES","São Domingos do Norte","Coletado no Sítio Alto Alegre (propriedade do Sr. Juscelino), córrego São Domingos.","-40.6236","-19.1436","26002","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2015-07-02 14:01:10-03","JBP","HPL","1743","S","Plantae","Bignoniaceae","Fridericia","rego","Fridericia rego","V.C. Souza","2013","05","20","G.F. Arbocz","2317","1996","01","27","Brasil","ES","São Domingos do Norte","Coletada nas proximidades da cidade.","-40.6236","-19.1436","26002","auto","(Vell.) L.G.Lohmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-03-10 08:26:51-03","UFV","VIC","21584","PreservedSpecimen","Plantae","Apocynaceae","Geissospermum","laeve","Geissospermum laeve","Meira Neto, J.A.A.","2008","03","31","Ferrari, A.C.","s.n.","2008","03","21","Brasil","Espírito Santo","São Domingos do Norte","Sítio Três Cercos, Em pastagem.","-40.6236000061035","-19.1436004638672","26002","auto","(Vell.) Miers","Planta extremamente latescente (látex branco), com cerca de 3,0 metros e altura. Fruto amarelo quando maduro.","VIC021584","VIC021584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-27 16:44:13-03","UFSC","CTBS","2239","PreservedSpecimen","Plantae","Polygalaceae","Caamembeca","grandifolia","Caamembeca grandifolia","Pastore, J.F.B.","2017","04","05","Assis, A.M.; Santos, R. & Canal, L.","1911","2008","12","05","Brasil","Espírito Santo","São Domingos do Norte","Sítio Santa Rita. Prop. Laerth Canal; Córrego da Saúde","-40.629444","-19.143889",NA,NA,"(A.St.-Hil. & Moq.) J.F.B.Pastore","Arbusto 1,5m; Flores brancas; Floresta Ombrófila Densa - estágio médio. De regeneração.",NA,NA,"40°37'46W","19°08'38''S","MBML 47646",NA,NA,NA,NA,NA,NA,NA
"14","2019-11-19 14:06:53-03","UFRPE","PEUFR","52785","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","peckoltiana","Dalechampia peckoltiana","R. A. Pereira-Silva","2016","12","01","A. M. Assis; K. F. O. Faria","1608","2008","05","02","Brasil","Espírito Santo","São Domingos do Norte","Trevo para Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611417","-32.325167",NA,NA,"Müll. Arg.","Liana; frutos verdes.","PEUFR052785",NA,"40º36'41.1W","32º19'30.6S",NA,"150","150",NA,NA,NA,NA,NA
"15","2020-03-19 11:40:04-03","UFES","VIES","38141","S","Plantae","Boraginaceae","Varronia","curassavica","Varronia curassavica","Dalcol, A.C.S.","2015","08","01","Krüger, A.",NA,"2014","11","28","Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.6236000061035","-19.1436004638672","26002","auto","Jacq.",NA,"VIES038141","VIES038141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-03-19 11:42:49-03","UFES","VIES","38227","S","Plantae","Verbenaceae","Lantana",NA,"Lantana","Moura, R.","2015","01","28","Krüger, A.",NA,"2014","11","28","Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.6236000061035","-19.1436004638672","26002","auto",NA,NA,"VIES038227","VIES038227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-15 09:03:49-03","UESC","UESC","24390","S","Plantae","Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,NA,NA,NA,"Assis, A.M.","1642","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.636667","-19.204722",NA,NA,NA,"Estágio médio de regeneração.; Árvore 12m. DAP 30cm.","UESC0024390",NA,"40W38'12''","19S12'17''",NA,NA,NA,"Angiospermae","Dicotyledoneae","Florideophycidae",NA,NA
"18","2020-03-09 08:19:59-03","UFPR","UPCB","82872","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","hirta","Clidemia hirta","Goldenberg, R.","2015",NA,NA,"Assis, A.M.","1623","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611","-32.325",NA,NA,"(L.) D.Don","Arbusto 1m. Flores brancas. Frutos verde e vinosos. Floresta Ombrófila Densa - estágio avançado de regeneração. Ciliar..","UPCB0011958","UPCB0011958","-40.611","-32.325",NA,"150","150",NA,NA,NA,NA,NA
"19","2017-09-14 11:42:47-03","MBML","MBML-HERBARIO","41601",NA,"Plantae","Bignoniaceae","Adenocalymma",NA,"Adenocalymma",NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1630","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611389","-19.325278",NA,NA,NA,"Arbusto 3 m. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.","MBML041601","MBML041601","40W36'41","19S19'31",NA,"150","150",NA,NA,NA,NA,NA
"20","2019-10-02 15:56:05-03","MBML","MBML-HERBARIO","41648",NA,"Plantae","Pteridaceae","Adiantum","latifolium","Adiantum latifolium","N.T.L. Pena/27-09-2019",NA,NA,NA,"A. M. Assis; K.F.O. Faria","1619","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611417","-19.325278",NA,NA,NA,"Terrestre. Soros com indusio marrom. Floresta Ombrofila Densa #?# estagio avançado de regeneração.","MBML041648","MBML041648","40W36'41,1","19S19'31",NA,"150","150",NA,NA,NA,NA,NA
"21","2017-09-14 11:43:14-03","MBML","MBML-HERBARIO","41665",NA,"Plantae","Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","T.S. Coser/14-06-2012",NA,NA,NA,"A. M. Assis; K.F.O. Faria","1606","2008","05","02","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611417","-19.325278",NA,NA,NA,"Terrrestre. Escapo floral com bractea roseas. Bracteas florais brancas. Fruto branco. Floresta Ombrofila Densa #?# estagio avançado de regeneração.","MBML041665","MBML041665_1 MBML041665_2","40W36'41,1","19S19'31",NA,"150","150",NA,NA,NA,NA,NA
"22","2017-09-14 11:43:14-03","MBML","MBML-HERBARIO","41360",NA,"Plantae","Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","T.S. Coser/14-06-2012",NA,NA,NA,"A. M. Assis; K.F.O. Faria","1689","2008","05","23","Brasil","Espírito Santo","São Domingos do Norte","Próx. Sede (Torre 57/1 - LT 230 Kv Mascarenhas x Verona)","-40.6225","-19.32",NA,NA,NA,"Erva terrestre. Bractea da inflorescencia vermelha. Fruto verde. Floresta Ombrofila Densa #?# estagio médio de regeneração.","MBML041360","MBML041360_1 MBML041360_2","40W37'21","19S19'12",NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-09-14 11:42:54-03","MBML","MBML-HERBARIO","41599",NA,"Plantae","Bignoniaceae","Anemopaegma","chamberlaynii","Anemopaegma chamberlaynii",NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1648","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","São Gonçalo (Torre 48/2 - LT 230 Kv Mascarenhas x Verona)","-40.636944","-19.321667",NA,NA,NA,"Liana. Frutos verdes. Borda. Floresta Ombrofila Densa #?# estagio médio de regeneração.","MBML041599","MBML041599","40W38'13","19S19'18",NA,"244","244",NA,NA,NA,NA,NA
"24","2017-09-14 11:41:43-03","MBML","MBML-HERBARIO","41591",NA,"Plantae","Apocynaceae",NA,NA,NA,NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1647","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","São Gonçalo (Torre 48/2 - LT 230 Kv Mascarenhas x Verona)","-40.636667","-19.321667",NA,NA,NA,"Liana. Látex branco. Frutos verdes. Borda. Floresta Ombrofila Densa #?# estagio médio de regeneração.","MBML041591","MBML041591","40W38'12","19S19'18",NA,"244","244",NA,NA,NA,NA,NA
"25","2019-05-09 14:19:45-03","MBML","MBML-HERBARIO","1253",NA,"Plantae","Leguminosae Caesalpinoideae","Apuleia","praecox","Apuleia praecox","H. C. de Lima/1987",NA,NA,NA,"G. Dalcolmo",NA,"1954","01",NA,"Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.621944","-19.144167",NA,NA,NA,"Garapa amarela.","MBML001253","MBML001253","40W37'19","19S8'39",NA,NA,NA,NA,NA,NA,NA,NA
"26","2017-09-14 11:17:01-03","MBML","MBML-HERBARIO","1265",NA,"Plantae","Anacardiaceae","Astronium","fraxinifolium","Astronium fraxinifolium","A. Ruschi",NA,NA,NA,"G. Dalcolmo",NA,"1954","02",NA,"Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.621944","-19.144167",NA,NA,NA,"Nome vulgar: Gonçalo alves.","MBML001265","MBML001265","40W37'19","19S8'39",NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-09-14 11:47:18-03","MBML","MBML-HERBARIO","41217",NA,"Plantae","Malpighiaceae","Banisteriopsis","membranifolia","Banisteriopsis membranifolia",NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1646","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","São Gonçalo (Torre 48/2 - LT 230 Kv Mascarenhas x Verona)","-40.636667","-19.321667",NA,NA,NA,"Liana. Botões e flores branco-rosadas. Borda. Floresta Ombrofila Densa #?# estagio médio de regeneração.","MBML041217",NA,"40W38'12","19S19'18",NA,"244","244",NA,NA,NA,NA,NA
"28","2018-01-16 07:35:42-02","MBML","MBML-HERBARIO","1256",NA,"Plantae","Sterculiaceae","Basiloxylon","brasiliensis","Basiloxylon brasiliensis","A. L. Peixoto/1987",NA,NA,NA,"G. Dalcolmo",NA,"1954","02",NA,"Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.621944","-19.144167",NA,NA,NA,"Propriedade de João Tomazzini. Farinha seca.","MBML001256",NA,"40W37'19","19S8'39",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-05-09 14:19:46-03","MBML","MBML-HERBARIO","41831",NA,"Plantae","Leguminosae Caesalpinoideae","Bauhinia","longifolia","Bauhinia longifolia",NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1638","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","São Gonçalo (Torre 48/2 - LT 230 Kv Mascarenhas x Verona)","-40.63675","-19.204944",NA,NA,NA,"Arbusto 5 m. Frutos verdes. Borda. Floresta Ombrofila Densa #?# estagio médio de regeneração.","MBML041831","MBML041831","40W38'12,3","19S12'17,8",NA,"244","244",NA,NA,NA,NA,NA
"30","2017-09-14 11:42:57-03","MBML","MBML-HERBARIO","42486",NA,"Plantae","Bixaceae","Bixa","arborea","Bixa arborea",NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1656","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","São Gonçalo (Torre 48/2 - LT 230 Kv Mascarenhas x Verona)","-40.63675","-19.204944",NA,NA,NA,"Arbusto 4 m. Frutos marrons. Floresta Ombrofila Densa #?# estagio médio de regeneração.","MBML042486","MBML042486","40W38'12,3","19S12'17,8",NA,"244","244",NA,NA,NA,NA,NA
"31","2018-06-13 14:43:39-03","MBML","MBML-HERBARIO","51434",NA,"Plantae","Asclepiadaceae","Blepharodon","pictus","Blepharodon pictus","A.P.B. Santos/11-06-2018",NA,NA,NA,"C. N. de Fraga; L. Kollmann, F.R.M. Fraga, M.F.O. Silva","3745","2016","12","16","Brasil","Espírito Santo","São Domingos do Norte","Trevo para Novo Brasil, Governador Lindemberg","-40.634444","-19.240278",NA,NA,NA,"Floresta Estacional Semidecidual. Liana, latescente. Folhas verde discolores. Flores com sépalas e pétalas verdes, corona verde claro","MBML051434","MBML051434","40W38'4","19S14'25",NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-10-26 08:55:47-02","MBML","MBML-HERBARIO","16643",NA,"Plantae","Cactaceae","Brasiliopuntia","brasiliensis","Brasiliopuntia brasiliensis",NA,NA,NA,NA,"N. P. Taylor; et al","784","1990","12","16","Brasil","Espírito Santo","São Domingos do Norte","Estrada p/ Colatina","-40.621944","-19.144167",NA,NA,NA,"Árvore até 3m alt. Fruto verde.","MBML016643","MBML016643","40W37'19","19S8'39",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-05-15 08:12:48-03","MBML","MBML-HERBARIO","41215",NA,"Plantae","Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1642","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","São Gonçalo (Torre 48/2 - LT 230 Kv Mascarenhas x Verona)","-40.636944","-19.321944",NA,NA,NA,"Arvore 12 m. DAP 30 cm. Frutos verdes e laranjas. Borda. Floresta Ombrofila Densa #?# estagio médio de regeneração.","MBML041215","MBML041215","40W38'13","19S19'19",NA,"244","244",NA,NA,NA,NA,NA
"34","2017-09-14 11:21:13-03","MBML","MBML-HERBARIO","1254",NA,"Plantae","Lecythidaceae","Cariniana","legalis","Cariniana legalis","M. Ribeiro & S.A. Mori/30-10-2013",NA,NA,NA,"G. Dalcolmo",NA,"1954","02",NA,"Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.621944","-19.144167",NA,NA,NA,"Jequitibá rosa.","MBML001254",NA,"40W37'19","19S8'39",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","1241",NA,"Plantae","Leguminosae Faboideae","Centrolobium","tomentosum","Centrolobium tomentosum","H. C. de Lima/1987",NA,NA,NA,"G. Dalcolmo",NA,"1954","01",NA,"Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.621944","-19.144167",NA,NA,NA,"Propriedade de João Pizziolo. Nome vulgar: Araribá amarelo, quebra machado.","MBML001241","MBML001241","40W37'19","19S8'39",NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-14 11:52:03-03","MBML","MBML-HERBARIO","41703",NA,"Plantae","Thelypteridaceae","Christella","dentata","Christella dentata","A. Salino/18-11-2015",NA,NA,NA,"A. M. Assis; K.F.O. Faria","1626","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611417","-19.325278",NA,NA,NA,"Rupicola. Soros marrons. Floresta Ombrofila Densa #?# estagio avançado de regeneração. Ciliar","MBML041703","MBML041703","40W36'41,1","19S19'31",NA,"150","150",NA,NA,NA,NA,NA
"37","2020-02-19 14:09:50-03","MBML","MBML-HERBARIO","41705",NA,"Plantae","Melastomataceae","Clidemia","hirta","Clidemia hirta","R. Goldenberg/2015",NA,NA,NA,"A. M. Assis; K.F.O. Faria","1623","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611417","-19.325278",NA,NA,NA,"Arbusto 1 m. Flores brancas. Frutos verde e vinosos. Floresta Ombrofila Densa #?# estagio avançado de regeneração. Ciliar","MBML041705","MBML041705","40W36'41,1","19S19'31",NA,"150","150",NA,NA,NA,NA,NA
"38","2017-09-14 11:43:05-03","MBML","MBML-HERBARIO","41649",NA,"Plantae","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis",NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1649","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","São Gonçalo (Torre 48/2 - LT 230 Kv Mascarenhas x Verona)","-40.63675","-19.204944",NA,NA,NA,"Arbusto 2 m. Botões e flores brancas. Floresta Ombrofila Densa #?# estagio médio de regeneração.","MBML041649","MBML041649","40W38'12,3","19S12'17,8",NA,"244","244",NA,NA,NA,NA,NA
"39","2017-09-14 11:43:05-03","MBML","MBML-HERBARIO","41751",NA,"Plantae","Boraginaceae","Cordia","trachyphylla","Cordia trachyphylla",NA,NA,NA,NA,"A. M. Assis","1867","2008","11","12","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.610833","-19.12775",NA,NA,NA,"Arvoreta 7 m. Botoes verdes. Floresta Ombrofila Densa - estagio medio de regeneracao","MBML041751","MBML041751","40W36'39","19S7'39,9",NA,"150","150",NA,NA,NA,NA,NA
"40","2017-09-14 11:51:25-03","MBML","MBML-HERBARIO","42485",NA,"Plantae","Sapindaceae","Cupania","crassifolia","Cupania crassifolia",NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1620","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611417","-19.325278",NA,NA,NA,"Arbusto 4 m. Botoes e flores brancas. Aroma agradavel. Floresta Ombrofila Densa #?# estagio avançado de regeneração.","MBML042485",NA,"40W36'41,1","19S19'31",NA,"150","150",NA,NA,NA,NA,NA
"41","2019-05-09 14:19:53-03","MBML","MBML-HERBARIO","1246",NA,"Plantae","Leguminosae Faboideae","Dalbergia","nigra","Dalbergia nigra","H. C. de Lima/1987",NA,NA,NA,"G. Dalcolmo",NA,"1954","02",NA,"Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.621944","-19.144167",NA,NA,NA,"Jacarandá tã, jacarandá violeta, cabiúna, caviúna.","MBML001246","MBML001246","40W37'19","19S8'39",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-05-09 14:19:53-03","MBML","MBML-HERBARIO","41060",NA,"Plantae","Leguminosae Faboideae","Dalbergia","nigra","Dalbergia nigra",NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1654","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","São Gonçalo (Torre 48/2 - LT 230 Kv Mascarenhas x Verona)","-40.63675","-19.204944",NA,NA,NA,"Arvore 12 m. DAP 40 cm. Frutos verdes. Floresta Ombrofila Densa #?# estagio médio de regeneração.","MBML041060","MBML041060","40W38'12,3","19S12'17,8",NA,"244","244",NA,NA,NA,NA,NA
"43","2019-02-20 09:48:07-03","MBML","MBML-HERBARIO","2040",NA,"Plantae","? Dicot",NA,NA,NA,"N.F. da S. Marquete/Set.2006",NA,NA,NA,"G. Dalcolmo",NA,"1954","01","02","Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.621944","-19.144167",NA,NA,NA,"Doação de João Tomazzini. Nome vulgar, pelada.","MBML002040",NA,"40W37'19","19S8'39",NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-14 11:48:36-03","MBML","MBML-HERBARIO","41650",NA,"Plantae","Myrtaceae","Eugenia","cf. pauciflora","Eugenia cf. pauciflora","M. Sobral/Março-2016",NA,NA,NA,"A. M. Assis; K.F.O. Faria","1629","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611417","-19.325278",NA,NA,NA,"Arbusto 1 m. Petalas brancas. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.","MBML041650",NA,"40W36'41,1","19S19'31",NA,"150","150",NA,NA,NA,NA,NA
"45","2017-09-14 11:48:36-03","MBML","MBML-HERBARIO","41651",NA,"Plantae","Myrtaceae","Eugenia","cf. pauciflora","Eugenia cf. pauciflora","M. Sobral/Março-2016",NA,NA,NA,"A. M. Assis; K.F.O. Faria","1621","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611417","-19.325278",NA,NA,NA,"Arbusto 1 m. Flores brancas. Floresta Ombrofila Densa #?# estagio avançado de regeneração.","MBML041651",NA,"40W36'41,1","19S19'31",NA,"150","150",NA,NA,NA,NA,NA
"46","2017-10-10 08:10:44-03","MBML","MBML-HERBARIO","41636",NA,"Plantae","Myrtaceae","Eugenia","pruniformis","Eugenia pruniformis","A. Giaretta/20-09-2017",NA,NA,NA,"A. M. Assis; K.F.O. Faria","1631","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611417","-19.325278",NA,NA,NA,"Arvoreta 6 m. Frutos verdes e vinosos. Floresta Ombrofila Densa #?# estagio avançado de regeneração.","MBML041636",NA,"40W36'41,1","19S19'31",NA,"150","150",NA,NA,NA,NA,NA
"47","2017-09-14 11:45:08-03","MBML","MBML-HERBARIO","42484",NA,"Plantae","Euphorbiaceae",NA,NA,NA,NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1634","2008","05","03","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611417","-19.325278",NA,NA,NA,"Arbusto 1 m. Flores verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.","MBML042484","MBML042484","40W36'41,1","19S19'31",NA,"150","150",NA,NA,NA,NA,NA
"48","2019-06-13 08:40:34-03","MBML","MBML-HERBARIO","51433",NA,"Plantae","Bignoniaceae","Fridericia",NA,"Fridericia",NA,NA,NA,NA,"C. N. de Fraga; L. Kollmann, F.R.M. Fraga, M.F.O. Silva","3744","2016","12","16","Brasil","Espírito Santo","São Domingos do Norte","Trevo para Novo Brasil, Governador Lindemberg","-40.634444","-19.240278",NA,NA,NA,"Floresta Estacional Semidecidual. Liana apoiante. Caule com lenticelas brancas. Folhas verde brilhosas. Flores com sépalas verdes, pétalas lilás com detalhes brancos","MBML051433","MBML051433","40W38'4","19S14'25",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-06-25 07:52:38-03","MBML","MBML-HERBARIO","41911",NA,"Plantae","Bignoniaceae","Fridericia","chica","Fridericia chica","R.S. Ribeiro/22-06-2019",NA,NA,NA,"A. M. Assis","1866","2008","11","12","Brasil","Espírito Santo","São Domingos do Norte","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.610833","-19.327778",NA,NA,NA,"Liana. Botoes e flores lilas com aroma agradavel. Frutos jovens verdes e secos. Borda. Floresta Ombrofila Densa - estagio medio de regeneracao","MBML041911","MBML041911_1 MBML041911_2","40W36'39","19S19'40",NA,"150","150",NA,NA,NA,NA,NA
"50","2017-09-14 11:25:32-03","MBML","MBML-HERBARIO","1280",NA,"Plantae","Phytolaccaceae","Gallesia","gorarema","Gallesia gorarema","H. F. Leitào Filho/1987",NA,NA,NA,"G. Dalcolmo",NA,"1954","02",NA,"Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.621944","-19.144167",NA,NA,NA,"Pau-dalho.","MBML001280",NA,"40W37'19","19S8'39",NA,NA,NA,NA,NA,NA,NA,NA
