"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","day","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","typeStatus"
"104","2019-10-02 15:07:56-03","UFMG","BHCB","81691","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Polystachya",NA,NA,"Polystachya",NA,NA,"Tameirão Neto, E","3482","2002","08","Southern America","Brasil","Minas Gerais","Rio Doce","UHE Candonga, margem esquerda do Rio Doce.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"epífita em floresta ciliar. Herbácea",NA,NA,NA,"09","14517","auto",NA,NA,NA,NA,NA
"105","2019-10-02 15:07:11-03","UFMG","BHCB","82903","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","pubescens",NA,"Acianthera pubescens","(Lindl.) Pridgeon & M.W.Chase",NA,"Tameirão Neto, E","3577","2003","06","Southern America","Brasil","Minas Gerais","Rio Doce","UHE Candonga, Rio Doce.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Floresta Ciliar, epífita.",NA,NA,NA,"05","14517","auto",NA,NA,NA,NA,NA
"106","2019-10-02 15:06:00-03","UFMG","BHCB","74869","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Acanthostachys","strobilacea",NA,"Acanthostachys strobilacea","(Schult.) Klotzsch",NA,"Tameirão Neto, E","3389","2001","11","Southern America","Brasil","Minas Gerais","Rio Doce","UHE Candonga. Rio Doce.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Floresta Ciliar, herbáceo, epífita, rio Doce",NA,NA,NA,"25","14517","auto",NA,NA,NA,NA,NA
"107","2019-10-02 14:54:08-03","UFMG","BHCB","74871","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","uruguensis",NA,"Inga uruguensis","Hook. & Arn.",NA,"Tameirão Neto, E","3391","2001","11","Southern America","Brasil","Minas Gerais","Rio Doce","UHE Candonga. Rio Doce.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Floresta Ciliar, arbóreo, rio Doce",NA,NA,NA,"25","14517","auto",NA,NA,NA,NA,NA
"108","2019-10-02 14:52:11-03","UFMG","BHCB","74870","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Hirtella",NA,NA,"Hirtella",NA,NA,"Tameirão Neto, E","3390","2001","11","Southern America","Brasil","Minas Gerais","Rio Doce","UHE Candonga. Rio Doce.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Floresta Ciliar, arbóreo, rio Doce",NA,NA,NA,"25","14517","auto",NA,NA,NA,NA,NA
"109","2019-05-02 10:54:22-03","IBt","SP-BRYOPHYTA","133527","S","Plantae",NA,NA,"Lejeuneaceae","Schiffneriolejeunea","sp.",NA,"Schiffneriolejeunea sp.",NA,NA,"Vital, D.M.","8883","1980","04","Southern America","BRASIL","Minas Gerais","Alto Rio Doce","Parque Florestal do Rio Doce","-42.616667","-19.75","-42.616667","-19.75","200","200",NA,"sobre tronco de árvore viva, nos bordos da lagoa Don Helvécio","SP070253",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA
"110","2019-05-02 10:55:44-03","IBt","SP-BRYOPHYTA","148499","S","Plantae",NA,NA,"Sematophyllaceae","Sematophyllum","sp.",NA,"Sematophyllum sp.",NA,NA,"Vital, D.M.","8884","1980","04","Southern America","BRASIL","Minas Gerais","Alto Rio Doce","Parque Florestal do Rio Doce","-43.4113998413086","-21.0258007049561",NA,NA,NA,NA,NA,"Sobre tronco de árvore viva nas bordas da lagoa","SP075874",NA,NA,"14","18968","auto",NA,NA,NA,NA,NA
"111","2019-05-02 10:52:32-03","IBt","SP-BRYOPHYTA","148500","S","Plantae",NA,NA,"Calymperaceae","Calymperes","sp.",NA,"Calymperes sp.",NA,NA,"Vital, D.M.","8885","1980","04","Southern America","BRASIL","Minas Gerais","Alto Rio Doce","Parque Florestal do Rio Doce","-43.4113998413086","-21.0258007049561",NA,NA,NA,NA,NA,"Sobre tronco de árvore viva nas bordas da lagoa","SP075875",NA,NA,"14","18968","auto",NA,NA,NA,NA,NA
"112","2019-05-02 10:53:55-03","IBt","SP-BRYOPHYTA","133526","S","Plantae",NA,NA,"Lejeuneaceae","Cololejeunea","sp.",NA,"Cololejeunea sp.",NA,NA,"Vital, D.M.","8882","1980","04","Southern America","BRASIL","Minas Gerais","Alto Rio Doce","Parque Florestal do Rio Doce","-43.4113998413086","-21.0258007049561",NA,NA,"200","200",NA,"sobre tronco fino de Mimosoideae","SP070252",NA,NA,"13","18968","auto",NA,NA,NA,NA,NA
"113","2019-05-02 10:54:54-03","IBt","SP-BRYOPHYTA","148501","S","Plantae",NA,NA,"Orthotrichaceae","Indeterminado",NA,NA,"Indeterminado",NA,NA,"Vital, D.M.","8886","1980","04","Southern America","BRASIL","Minas Gerais","Alto Rio Doce","Parque Florestal do Rio Doce","-43.4113998413086","-21.0258007049561",NA,NA,NA,NA,NA,"Sobre tronco de árvore viva nas bordas da lagoa","SP075876",NA,NA,"14","18968","auto",NA,NA,NA,NA,NA
"114","2020-03-09 08:20:31-03","UFPR","UPCB","51159","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","stenostachya",NA,"Miconia stenostachya","DC.","Goldenberg, R.","Tameirão Neto, E.","3498","2003","06",NA,"Brasil","Minas Gerais","Rio Doce","UHE Baú I, ilha","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Arbustivo, floresta ciliar..","UPCB0020217","UPCB0020217","2004","20","14517","auto","01","01",NA,NA,NA
"115","2020-03-09 08:20:22-03","UFPR","UPCB","51188","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","ibaguensis",NA,"Miconia ibaguensis","(Bonpl.) Triana","Goldenberg, R.","Tameirão Neto, E.","3495","2003","06",NA,"Brasil","Minas Gerais","Rio Doce","UHE Baú I, ME do Rio Doce, Fazenda Guará","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Arbórea, floresta ciliar..","UPCB0015738","UPCB0015738","2004","20","14517","auto","01","01",NA,NA,NA
"116","2019-11-08 15:44:20-03","UNESP-IBILCE","SJRP","24783","S","Plantae","Magnoliophyta","Malvales","Malvaceae","Helicteres","guazumaefolia",NA,"Helicteres guazumaefolia","H.B.K.","I. Cordeiro","I. Cordeiro","1669","1997","10","América do Sul","Brasil","Minas Gerais","Rio Doce","ilha do marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Geografia: arbusto 3 m, pétalas vermelhas, frutos secos;",NA,NA,"1997","15","14517","auto","10","15","Magnoliopsida",NA,NA
"117","2020-02-18 15:44:00-03","UFRB","HURB","7511","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Commelina","benghalensis",NA,"Commelina benghalensis","L.","R.C.Barreto","Pereira, A.A.",NA,"2000","05",NA,"Brasil","Minas Gerais","Alto do Rio Doce","Fazenda Brejetuba, de propriedae do Sr. André de Matos;",NA,NA,NA,NA,NA,NA,NA,NA,"HURB000007511",NA,NA,"23",NA,NA,NA,NA,NA,NA,NA
"118","2019-12-04 09:56:08-03","IMA","MAC","23585","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Ardisia","semicrenata",NA,"Ardisia semicrenata","Mart","I.Cordeiro","I.Cordeiro","1659","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Corrego do Souza, Distrito de Santana do Deserto.","-42.490492","-19.476822","-42.490492","-19.476822",NA,NA,NA,"Arvoreta ca. de 2 m de altura. Flores.; Mata Mesófila.","MAC0023585",NA,NA,"16",NA,NA,NA,NA,NA,NA,NA
"119","2014-07-30 10:40:49-03","CITSF","HXBH","012640","S","Plantae",NA,NA,"Butomaceae","Hydrocleis","nymphoides (willd) buch.",NA,"Hydrocleis nymphoides (willd) buch.",NA,NA,NA,NA,"1998","05",NA,"Brasil","MG","Rio Doce","Encontrada às margens da lagoa do parque municipal (insolação plena).","-42.8958","-20.2447",NA,NA,NA,NA,NA,"Flor branca com centro amarelo. Fohas verde escuro em ambas faces.",NA,NA,NA,"05","14517","auto",NA,NA,NA,NA,NA
"120","2018-10-26 11:59:06-03","Cenargen","CEN","62301","S","Plantae",NA,NA,"Myrsinaceae","Ardisia","semicrenata",NA,"Ardisia semicrenata","Mart.","I. Cordino","Inês Cordeiro","1659","1997","10",NA,"Brasil","MG","RIO DOCE","Córrego do Souza, distrito de Santana do Deserto. Fazenda Paraiso.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,"Exsicatas","Arvoreta com 2 m de altura do interior da mata. Doação do Instituto de Botânica - SP. São Paulo.","CEN00062301","CEN00062301",NA,"16","14517","auto",NA,NA,NA,"1",NA
"121","2018-10-26 11:42:00-03","Cenargen","CEN","82786","S","Plantae",NA,NA,"Asteraceae","Cyrtocymura","scorpioides",NA,"Cyrtocymura scorpioides","(Lam.) H.Rob.","A. M. Teles","G. F. J. Pabst","7181","1962","11",NA,"Brasil","MG","RIO DOCE","Minas Gerais, Bacia do Rio Doce, Pr Fonseca, magem do rio Piracicaba.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,"Exsicatas","Frutex 50-100 cm alt. floribus lilacioneis, Doação HERBARIUM BRADEANUM HB 25153","CEN00082786","CEN00082786",NA,"02","14517","auto",NA,NA,NA,"1",NA
"122","2019-11-13 11:22:27-03","USP","SPF","146234","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Anônimo","Cordeiro, I","1679","1997","10",NA,"Brasil","Minas Gerais","Rio Doce",NA,"-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SPF00146234",NA,NA,"14","14517","auto",NA,NA,NA,NA,NA
"123","2019-11-13 11:32:07-03","USP","SPF","143519","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","schlechtendahlii",NA,"Cestrum schlechtendahlii","G.Don","Stehmann, JR; Kamino, LHY","Catharino, ELM","2173","1997","10",NA,"Brasil","Minas Gerais","Rio Doce",NA,"-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SPF00143519",NA,"2000","13","14517","auto","02",NA,NA,NA,NA
"124","2019-11-13 11:31:54-03","USP","SPF","204892","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cedron",NA,"Homalolepis cedron","(Planch.) Devecchi & Pirani","Devecchi, MF","Kuhlmann, JG","6637","1943","12",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda de Santa Adelaide.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Árvore até 20m.","SPF00204892",NA,"2017","07","14517","auto","06",NA,NA,NA,NA
"125","2019-11-13 11:32:29-03","USP","SPF","124430","PreservedSpecimen","Plantae",NA,NA,"Ulmaceae","Ampelocera","glabra",NA,"Ampelocera glabra","Kuhlm.","Cordeiro, I","Catharino, ELM","2172","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda paraíso, mata mesófila semi-decídua.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Árvore até 15-17 m de alt. Comum em mata degradada com árvores remanescentes. Frutos verdes imaturos.","SPF00124430",NA,"1997","13","14517","auto",NA,NA,NA,NA,NA
"126","2019-11-13 11:14:28-03","USP","SPF","145101","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis",NA,"Tapirira guianensis","Aubl.","Anônimo","Catharino, ELM","2175","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata de encosta de morro junto ao Rio Doce, próximo da Ilha do Marimbondo.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Arvoreta ca. 5 m alt., flores esverdeadas.","SPF00145101",NA,NA,"08","14517","auto",NA,NA,NA,NA,NA
"127","2020-03-19 10:55:29-03","UEFS","HUEFS","7844","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Machaerium","angustifolium",NA,"Machaerium angustifolium","Vogel",NA,"Silva, F.C.F.da","41","1981","04",NA,"Brasil","Minas Gerais","Rio Doce",NA,"-42.85","-19.766667","42W51'","19S46'",NA,NA,NA,NA,"HUEFS0007844",NA,NA,"04",NA,NA,NA,NA,"Rosanae",NA,NA
"128","2019-10-07 09:16:57-03","UEFS","HUEFS","141551","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Bouchea","pseudogervao",NA,"Bouchea pseudogervao","(A.St.-Hil.) Cham.",NA,"Silva, J.L.",NA,"1986","12",NA,"Brasil","Minas Gerais","Rio Doce",NA,"-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"HUEFS0141551","HUEFS0141551",NA,"18","14517","auto",NA,NA,"Asteranae",NA,NA
"129","2019-10-07 09:18:53-03","UEFS","HUEFS","84998","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Nyctaginaceae","Bougainvillea","glabra",NA,"Bougainvillea glabra","Choisy",NA,"Catharino, E.L.M.","2180","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata de encosta de morro junto ao Rio Doce, próximo da ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Mata mesófila, semi-decídua.","HUEFS0084998","HUEFS0084998",NA,"10","14517","auto",NA,NA,"Caryophyllanae",NA,NA
"130","2019-10-07 09:20:09-03","UEFS","HUEFS","79267","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Schomburgkia","crispa",NA,"Schomburgkia crispa","Lindl.",NA,"Tameirão Neto, E.","3483","2002","08",NA,"Brasil","Minas Gerais","Rio Doce","UHE Candonga, Ilha do Soberbo.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Floresta ciliar.","HUEFS0079267","HUEFS0079267",NA,"09","14517","auto",NA,NA,"Lilianae",NA,NA
"131","2019-01-25 15:37:24-02","IAC","IAC","35556","S","Plantae",NA,NA,"Ulmaceae","Ampelocera","glabra",NA,"Ampelocera glabra","Kuhlm.","I. Cordeiro","E.L.M. Catharino","2172","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda Paraíso","-42.8958","-20.2447","-42.8958","-20.2447",NA,NA,NA,NA,NA,NA,"1997","13",NA,NA,"10","13",NA,NA,NA
"132","2019-01-25 15:34:53-02","IAC","IAC","40860","S","Plantae",NA,NA,"Fabaceae","Anadenanthera","macrocarpa",NA,"Anadenanthera macrocarpa","(Benth.) Brenan","I. Cordeiro","E.L.M.Catharino","2184","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","mata de encosta de morro junto ao Rio Doce","-42.8958","-20.2447","-42.8958","-20.2447",NA,NA,NA,NA,NA,NA,"1997","10",NA,NA,"10","10",NA,NA,NA
"133","2019-08-06 13:07:54-03","IAC","IAC","40604","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","arborea",NA,"Casearia arborea","(Rich.) Urb.","E.l.M. Catharino","E.l.M.Catharino","2158","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Capoeirão em frente á São Sebastião dosoberbo","-42.8958","-20.2447","-42.8958","-20.2447",NA,NA,NA,"folhas discolores",NA,NA,"1997","13",NA,NA,"10","13",NA,NA,NA
"134","2019-01-25 15:33:25-02","IAC","IAC","40742","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis",NA,"Tapirira guianensis","Aubl.","I. Cordeiro","I. Cordeiro","1668","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Ilha do Marimbondo","-42.8958","-20.2447","-42.8958","-20.2447",NA,NA,NA,NA,NA,NA,"1997","15",NA,NA,"10","15",NA,NA,NA
"135","2018-12-03 11:04:10-02","CEPLAC","CEPEC","124638","S","Plantae",NA,NA,"Apocynaceae","Landolphia","sapida",NA,"Landolphia sapida",NA,"J. G. Kuhlmann","J. G. Kuhlmann","6447","1943","11",NA,"Brasil","Minas Gerais","são vicente do rio doce","(Vila) Goitacases.",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Mantegueira, pão-com-manteiga",NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,"Sintipo"
"136","2018-12-03 11:24:13-02","CEPLAC","CEPEC","103474","S","Plantae",NA,NA,"Meliaceae","Guarea","kunthiana",NA,"Guarea kunthiana",NA,"Sem Informação","Cordeiro, I.","1678","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata sobre aluvião na margem esuqerda do Rio Doce, próximo à Ilha do Marimbondo.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","14517","auto",NA,NA,NA,NA,NA
"137","2020-02-17 11:29:40-03","UEG","HUEG","8288","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lamiaceae","Leonorus","sibiricus",NA,"Leonorus sibiricus","L.","Ratter, J.A.; Natali, R. .L.","Gomes Júnior, J.C.; Natali, R. .L.","s.n.","2011","07","Southern America","Brasil","Minas Gerais","Rio Doce","Fazenda das Posses","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Erva ereta anual ou bienal, com 30-100 cm de altura. O caule possue secção quadrangular e fitolaxia oposta cruzada com folhas simples profundamente divididas, membranáceas discolores e pecioladas.","HUEG008288",NA,"2011","25","14517","auto","07","25",NA,NA,NA
"138","2019-12-09 10:45:59-03","UFSJ","HUFSJ","3119","S","Plantae",NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,NA,"Tameirão Neto, E","3490","2003","06",NA,"Brasil","Minas Gerais","Rio Doce","ME do Rio Doce, Faz. Guara.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Porte arbóreo. Floresta Ciliar.","HUFSJ003119",NA,NA,"20","14517","auto",NA,NA,NA,NA,NA
"139","2019-11-07 11:16:59-03","UFMG","BHCB-SL","3753","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Parapolystichum","effusum",NA,"Parapolystichum effusum","(Sw.) Ching","Salino, A","Simões, IC","s.n.","1938",NA,"América","Brasil","Minas Gerais","Rio Doce",NA,"-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Lugar úmido;erva",NA,NA,"1995",NA,"14517","auto","10",NA,NA,NA,NA
"140","2019-11-07 11:21:43-03","UFMG","BHCB-SL","21413","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris",NA,NA,"Thelypteris",NA,NA,"Simões, IC","26","1938",NA,"América","Brasil","Minas Gerais","Rio Doce",NA,"-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14517","auto",NA,NA,NA,NA,NA
"141","2019-11-07 11:16:07-03","UFMG","BHCB-SL","38571","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","aspidioides",NA,"Ctenitis aspidioides","(C.Presl) Copel.","Salino, A","Salino, A; Melo, LCN","3431","1997","09","América","Brasil","Minas Gerais","Rio Doce","Parque Estadual do Rio Doce, Trilha do Vinhático.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Terrestre, no interior da floresta.",NA,NA,"2000","13","14517","auto","09",NA,NA,NA,NA
"142","2019-10-16 14:11:32-03","UEL","FUEL","37745","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Nyctaginaceae","Bougainvillea","spectabilis",NA,"Bougainvillea spectabilis","Willd.","Rossetto, EFS","Catharino, ELM","2180","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Próximo da Ilha do Marimbondo, mata de encosta de morro junto ao Rio Doce","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Arbusto escandente; provido de espinhos; brácteas magenta; Mata Mesófila Semidecídua","FUEL002291",NA,"2012","10","14517","auto",NA,NA,NA,NA,NA
"143","2016-09-19 15:44:56-03","UnB","UB","190170","S","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Mabea","fistulifera",NA,"Mabea fistulifera","Mart.","Emmerick, M","Magalhães, M","5063","1949","06","Southern America","Brasil","Minas Gerais","Alto Rio Doce",NA,"-43.4113998413086","-21.0258007049561",NA,NA,NA,NA,NA,"Árvore 5-8m.",NA,NA,"1977","14","18968","auto","02","02",NA,NA,NA
"144","2017-10-03 17:00:14-03","UnB","UB","177162","S","Plantae","Dicotyledoneae",NA,"Rubiaceae","Psychotria","hastisepala",NA,"Psychotria hastisepala","Müll.Arg.","Delprete, PG","Magalhães, M","5140","1949","06","Southern America","Brasil","Minas Gerais","Alto Rio Doce","Cipotanea","-43.4113998413086","-21.0258007049561",NA,NA,NA,NA,NA,"Arbusto 1-2m. Flor amarela.; Floresta secundária",NA,NA,"2008","14","18968","auto",NA,NA,NA,NA,NA
"145","2017-03-27 17:51:25-03","UnB","UB","172876","S","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum",NA,NA,"Solanum",NA,NA,"Magalhães, M","5142","1949","06","Southern America","Brasil","Minas Gerais","Alto Rio Doce","Fazenda Chopotó.","-43.4113998413086","-21.0258007049561",NA,NA,NA,NA,NA,"Arbusto 2m.; Área devastada, floresta.",NA,NA,NA,"09","18968","auto",NA,NA,NA,NA,NA
"146","2017-01-18 16:17:44-02","UnB","UB","147858","S","Plantae","Dicotyledoneae",NA,"Anacardiaceae","Tapirira","guianensis",NA,"Tapirira guianensis","Aubl.","Incógnito","Catharino, ELM","2175","1997","10","Southern America","Brasil","Minas Gerais","Rio Doce","Junto ao Rio Doce, próximo da Ilha do Maribondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Arvoreta ca. 5.0 m altura, flores esverdeadas; Mata de encosta de morro",NA,NA,NA,"08","14517","auto",NA,NA,NA,NA,NA
"147","2017-01-18 16:28:15-02","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Orchidaceae","Encyclia","patens",NA,"Encyclia patens","Hook.","Meneguzzo, TEC","Magalhães, M","5139","1949","06","Southern America","Brasil","Minas Gerais","Alto Rio Doce","Margem do Rio Chopotó","-43.4113998413086","-21.0258007049561",NA,NA,NA,NA,NA,"Epífita","UB0018097","UB0018097","2009","11","18968","auto","03","11",NA,NA,NA
"148","2016-09-19 15:48:08-03","UnB","UB","22570","S","Plantae","Dicotyledoneae",NA,"Fabaceae","Lonchocarpus","campestris",NA,"Lonchocarpus campestris","Mart. ex Benth.","Azevedo-Tozzi, AMG","Magalhães, M","5019","1949","06","Southern America","Brasil","Minas Gerais","Alto Rio Doce",NA,"-43.4113998413086","-21.0258007049561",NA,NA,NA,NA,NA,"Árvore 10-12m; .",NA,NA,"1991","12","18968","auto",NA,NA,NA,NA,NA
"149","2016-09-19 16:29:00-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Orchidaceae","Mesadenella","cuspidata",NA,"Mesadenella cuspidata","(Lindl.) Garay","Smidt, EC","Magalhães, M","5147","1949","06","Southern America","Brasil","Minas Gerais","Alto Rio Doce","Fazenda Chopotó","-43.4113998413086","-21.0258007049561",NA,NA,NA,NA,NA,"Terrestre; Nas clareiras da floresta secundária","UB0018875","UB0018875","2002","14","18968","auto","05",NA,NA,NA,NA
"150","2019-05-06 11:57:57-03","UFU","HUFU","71103","S","Plantae",NA,NA,"Fabaceae","Senegalia","tenuifolia",NA,"Senegalia tenuifolia","(L.) Britton & Rose","Terra, V.","Fernandes, J.M.","1161","2009","11",NA,"Brasil","Minas Gerais","Rio Doce","Parque Estadual de Sete Salões","-41.295556","-19.380833","-41.295556","-19.380833","270","270",NA,"Trepadeira.","HUFU00036247","HUFU00036247","2011","09",NA,NA,"02","10",NA,NA,NA
"151","2019-09-30 11:27:17-03","IF","SPSF","33585","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Guarea","kunthiana",NA,"Guarea kunthiana",NA,NA,"E.L.M.Catharino","2170","1997","10","América do Sul","Brasil","MG","Rio Doce","fazenda Paraiso","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata mesofila semidecidua&nf;;",NA,NA,NA,"13","14517","auto",NA,NA,"Magnoliopsida",NA,NA
"152","2017-09-11 16:26:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Bidens","rubifolia",NA,"Bidens rubifolia","Kunth",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,"Southern America","Brazil","Minas Gerais","Rio Doce","ad fluv. Rio Doce","-42.91","-20.24","-42.91","-20.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2017-09-11 16:27:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Caryophyllaceae","Polycarpon","depressum",NA,"Polycarpon depressum","Nutt.",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,"Southern America","Brazil","Minas Gerais","Rio Doce","in prov. Espiritu Santo ad Rio Doce","-42.91","-20.24","-42.91","-20.24",NA,NA,NA,NA,NA,"P14P2N0059",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2017-09-11 16:27:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Loganiaceae","Spigelia","laurina","latifolia","Spigelia laurina latifolia","Progel",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,"Southern America","Brazil","Minas Gerais","Rio Doce","in sylvis ad Rio Doce","-42.91","-20.24","-42.91","-20.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-21 10:01:34-03","IBt","SP","361728","S","Plantae",NA,NA,"Asteraceae","Vernonanthura","phosphorica",NA,"Vernonanthura phosphorica","(Vell.) H.Rob.","Simão Bianchini, R; Souza-Buturi, FO","Vidal, J","I-254","1944","07",NA,"Brasil","Minas Gerais","Alto Rio Doce",NA,"-43.4113998413086","-21.0258007049561",NA,NA,"855","855",NA,NA,NA,NA,"2016",NA,"18968","auto","06","20",NA,NA,NA
"156","2019-11-21 10:05:43-03","IBt","SP","159855","S","Plantae",NA,NA,"Fabaceae","Galactia","striata",NA,"Galactia striata","(Jacq.) Urb.","Liesner, R","Davidse, G; D'Arcy, WG","11464","1976","03",NA,"Brasil","Minas Gerais","Rio Doce","ca 10km of the Rio Doce at Governador Valadares","-42.8958015441895","-20.2446994781494",NA,NA,"200","200",NA,NA,"SP026908","SP026908","1980","28","14517","auto",NA,NA,NA,NA,NA
"157","2019-11-21 10:04:48-03","IBt","SP","159854","S","Plantae",NA,NA,"Fabaceae","Anadenanthera",NA,NA,"Anadenanthera",NA,NA,"Davidse, G; D'Arcy, WG","11459","1976","03",NA,"Brasil","Minas Gerais","Rio Doce","Ca. 10 km of the Rio Doce at Governador Valadares","-42.8958015441895","-20.2446994781494",NA,NA,"200","200",NA,NA,NA,NA,NA,"28","14517","auto",NA,NA,NA,NA,NA
"158","2019-11-21 10:04:48-03","IBt","SP","202992","S","Plantae",NA,NA,"Fabaceae","Anadenanthera","peregrina",NA,"Anadenanthera peregrina","(L.) Speg.","Tamashiro, JY","Davidse, G; et al.","11459","1976","03",NA,"Brasil","Minas Gerais","Rio Doce","Ca. 10 km of the Rio Doce at Governador Valadares, Typha marsh","-42.8958015441895","-20.2446994781494",NA,NA,"200","200",NA,NA,NA,NA,"1997","28","14517","auto","02",NA,NA,NA,NA
