"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","previousCatalogNumber","relatedCatalogItem"
"1","2019-06-10 10:10:57-03","FZB-BH","CVJBFZB","1967","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Acianthera","sp.","Acianthera sp.","Demian Ferreira Félix;","2007","10","23","Brasil","Minas Gerais","Muriaé","Serra do Brigadeiro","-42.3664016723633","-21.1305999755859","32715","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","1969","S","Plantae","Pteridophyta","Equisetopsida","Polypodiales","Aspleniaceae","Asplenium","auritum","Asplenium auritum","Demian Ferreira Félix;","2007","10","23","Brasil","Minas Gerais","Muriaé","Serra do Brigadeiro","-42.3664016723633","-21.1305999755859","32715",NA,"254","auto","Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-06-10 10:11:02-03","FZB-BH","CVJBFZB","2339","S","Plantae","Pteridophyta",NA,NA,"Polypodiaceae","Campyloneurum","sp.","Campyloneurum sp.","Demian Ferreira Félix;","2007","10","23","Brasil","Minas Gerais","Muriaé","Serra do Brigadeiro","-42.3664016723633","-21.1305999755859","32715","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","2338","S","Plantae","Pterifophyta",NA,NA,"Dryopteridaceae","Elaphoglossum","sp.","Elaphoglossum sp.","Demian Ferreira Félix;","2007","10","23","Brasil","Minas Gerais","Muriaé","Serra do Brigadeiro","-42.3664016723633","-21.1305999755859","32715",NA,"254","auto",NA,"Demian Ferreira Félix","2007","10","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-06-10 10:11:02-03","FZB-BH","CVJBFZB","1970","S","Plantae","Pteridophyta",NA,NA,"Polypodiaceae","Microgramma","sp.","Microgramma sp.","Demian Ferreira Félix;","2007","10","23","Brasil","Minas Gerais","Muriaé","Serra do Brigadeiro","-42.3664016723633","-21.1305999755859","32715","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-06-10 10:11:02-03","FZB-BH","CVJBFZB","1968","S","Plantae","Pteridophyta",NA,NA,"Polypodiaceae","Microgramma","sp.","Microgramma sp.","Demian Ferreira Félix;","2007","10","23","Brasil","Minas Gerais","Muriaé","Serra do Brigadeiro","-42.3664016723633","-21.1305999755859","32715","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-06-10 10:11:02-03","FZB-BH","CVJBFZB","2342","S","Plantae","Pteridophyta",NA,NA,"Polypodiaceae","Microgramma","sp.","Microgramma sp.","Demian Ferreira Félix;","2007","10","23","Brasil","Minas Gerais","Muriaé","Serra do Brigadeiro","-42.3664016723633","-21.1305999755859","32715","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","2337","S","Plantae","Pteridophyta",NA,NA,"Polypodiaceae","Niphidium","sp.","Niphidium sp.","Demian Ferreira Félix;","2007","10","23","Brasil","Minas Gerais","Muriaé","Serra do Brigadeiro","-42.3664016723633","-21.1305999755859","32715","1","254","auto",NA,"Thais Elias Almeida","2008","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","1966","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Octomeria","grandiflora","Octomeria grandiflora","Demian Ferreira Félix;","2007","10","23","Brasil","Minas Gerais","Muriaé","Serra do Brigadeiro","-42.3664016723633","-21.1305999755859","32715","1","254","auto","Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","2335","S","Plantae","Pteridophyta",NA,NA,"Polypodiaceae","Pecluma","sp.","Pecluma sp.","Demian Ferreira Félix;","2007","10","23","Brasil","Minas Gerais","Muriaé","Serra do Brigadeiro","-42.3664016723633","-21.1305999755859","32715","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","2334","S","Plantae","Pteridophyta",NA,NA,"Pteridaceae","Pteris","sp.","Pteris sp.","Demian Ferreira Félix;","2007","10","23","Brasil","Minas Gerais","Muriaé","Serra do Brigadeiro","-42.3664016723633","-21.1305999755859","32715","3","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-16 18:58:01-03","NYBG","NYBG","00995438","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapindales","Sapindaceae","Paullinia","meliaefolia","Paullinia meliaefolia","J. R. Pirani","1989","10","23","Brazil","Minas Gerais","Muriaé","Mata perto de Córrego Barro Alegre; Fazenda Barro Alegre, beira da BR 116.","-42.3664","-21.1308",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Juss.","M. S. Ferrucci","1993",NA,NA,"2535","South America","-42.3664","-21.1308","sheet","NY00995438","NY00995438",NA,NA,NA,NA,NA,NA
"13","2019-12-16 18:35:43-03","NYBG","NYBG","00957138","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperales","Piperaceae","Piper","amalago","Piper amalago","R. Simão-Bianchini","1989","10","23","Brazil","Minas Gerais","Muriaé","Muriaé:. Fazenda Barra Alegre","-42.3664","-21.1308",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086496 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"L.","M. Carvalho-Silva",NA,NA,NA,"222","South America","-42.3664","-21.1308","sheet","NY00957138","NY00957138",NA,NA,NA,NA,NA,NA
"14","2019-12-16 19:03:36-03","NYBG","NYBG","00700484","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Solanum","echidnaeforme","Solanum echidnaeforme","G. G. Hatschbach","1983","08","03","Brazil","Minas Gerais","Muriaé","Muriaé, Rod. BR-116","-42.3664","-21.1308",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=835977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Dunal","M. H. Nee","2013",NA,NA,"46667","South America","-42.3664","-21.1308","sheet","NY00700484","NY00700484",NA,NA,NA,NA,NA,NA
"15","2019-12-16 19:03:36-03","NYBG","NYBG","00825698","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Solanum","echidnaeforme","Solanum echidnaeforme","G. G. Hatschbach","1983","08","03","Brazil","Minas Gerais","Muriaé","Muriaé, Rod. BR-116","-42.3664","-21.1308",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=927157 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Dunal","M. H. Nee","2013",NA,NA,"46667","South America","-42.3664","-21.1308","sheet","NY00825698","NY00825698",NA,NA,NA,NA,NA,NA
"16","2019-12-16 17:54:53-03","NYBG","NYBG","00835978","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Magnoliales","Annonaceae","Anaxagorea","dolichocarpa","Anaxagorea dolichocarpa","R. de Mello-Silva",NA,NA,NA,"Brazil","Minas Gerais","Muriaé","Muriaé:. Fazenda Barra Alegre","-42.3664","-21.1308",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919459 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sprague & Sandwith","P. J. M. Maas","1992",NA,NA,"96","South America","-42.3664","-21.1308","sheet","NY00835978","NY00835978",NA,NA,NA,NA,NA,NA
"17","2019-12-16 19:17:05-03","NYBG","NYBG","921511","PreservedSpecimen","Plantae","Pteridophyta",NA,"Schizaeales","Anemiaceae","Anemia","collina","Anemia collina","G. G. Hatschbach","1983","08","03","Brazil","Minas Gerais","Muriaé","Rod. BR-116","-42.3664","-21.1308",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Sm.","A. R. Smith","1985",NA,NA,"46668","South America","-42.3664","-21.1308","sheet","NY00921511","NY00921511",NA,NA,NA,NA,NA,NA
"18","2019-12-16 16:59:09-03","NYBG","NYBG","00877901","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cucurbitales","Begoniaceae","Begonia","platanifolia","Begonia platanifolia","G. G. Hatschbach","1983","05","12","Brazil","Minas Gerais","Muriaé","Arredores.","-42.3664","-21.1308",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Schott","L. B. Smith","1985",NA,NA,"46298","South America","-42.3664","-21.1308","sheet","NY00877901","NY00877901",NA,NA,NA,NA,NA,NA
"19","2019-12-16 18:28:53-03","NYBG","NYBG","579582","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtales","Myrtaceae","Campomanesia","laurifolia","Campomanesia laurifolia","G. G. Hatschbach","1984","12","11","Brazil","Minas Gerais","Muriaé","Rod. BR-116","-42.3664","-21.1308",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=324074 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Gardner","L. R. Landrum","1988",NA,NA,"48785","South America","-42.3664","-21.1308","sheet","NY00579582","NY00579582",NA,NA,NA,NA,NA,NA
"20","2019-12-16 17:55:10-03","NYBG","NYBG","345532","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Magnoliales","Annonaceae","Duguetia","chrysocarpa","Duguetia chrysocarpa","R. de Mello-Silva","1989","10","22","Brazil","Minas Gerais","Muriaé","Muriaé:. Fazenda Barra Alegre","-42.3664","-21.1308",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=50211 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Maas",NA,NA,NA,NA,"98","South America","-42.3664","-21.1308","sheet","NY00345532","NY00345532 NY00345532_01","isotype",NA,NA,NA,NA,NA
"21","2019-12-16 17:46:20-03","NYBG","NYBG","931140","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiales","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","G. G. Hatschbach","1984","12","12","Brazil","Minas Gerais","Muriaé","Rod. BR-116","-42.3664","-21.1308",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Mart.","G. G. Hatschbach","1985","01",NA,"48791","South America","-42.3664","-21.1308","sheet","NY00931140","NY00931140",NA,NA,NA,NA,NA,NA
"22","2020-01-28 13:11:43-03","MCN-PUC-MINAS","HPUC-MG","ANG3678","S","Plantae",NA,NA,NA,"Solanaceae","Solanum","asperum","Solanum asperum","Maielo Silva, L.; Lima R. de P.",NA,NA,NA,"Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,"N° IBAMA (CTF): 4477412. M19.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-03-20 11:47:14-03","MCN-PUC-MINAS","HPUC-MG","ANG587","S","Plantae",NA,NA,NA,"Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","Maielo - Silva, L.","2009","09","20","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859","32715",NA,"Nº Ibama (CTF) = 4477412","auto",NA,"Maielo - Silva, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG408","S","Plantae",NA,NA,NA,"Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","Maielo - Silva, L.","2009","09","20","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859","32715",NA,"Nº Ibama (CTF) = 4477412","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-01-28 13:11:34-03","MCN-PUC-MINAS","HPUC-MG","ANG539","S","Plantae",NA,NA,NA,"Solanaceae","Solanum","asperum","Solanum asperum","Maielo - Silva, L.","2010","01","08","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859","32715",NA,"Nº IBAMA (CTF) = 4477412, M19","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","ANG401","S","Plantae",NA,NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Maielo - Silva, L.","2010","01","07","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859","32715",NA,"N° Ibama (CTF) = 4477412","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-01-28 13:11:43-03","MCN-PUC-MINAS","HPUC-MG","PTF021","S","Plantae","Pteridophyta",NA,NA,"Thelypteridaceae","Amauropelta","opposita","Amauropelta opposita","Maielo, Silva, L. et al",NA,NA,NA,"Brasil","Minas Gerais","Muriaé","Muriaé","-42.370556","-21.120278",NA,NA,NA,NA,NA,"Maielo, Silva, L.",NA,NA,NA,NA,NA,"42° 22' 14'' W","21° 07' 13'' S",NA,NA,NA,NA,"308","308",NA,NA,NA
"28","2020-01-28 13:11:42-03","MCN-PUC-MINAS","HPUC-MG","PTF007","S","Plantae","Pteridophyta",NA,NA,"Anemiaceae","Anemia","collina","Anemia collina","Maielo, Silva, L. et al","2010","01","07","Brasil","Minas Gerais","Muriaé","Muriaé","-42.370556","-21.120278",NA,NA,NA,NA,NA,"Maielo, Silva, L.",NA,NA,NA,NA,NA,"42° 22' 14'' W","21° 07' 13'' S",NA,NA,NA,NA,"308","308",NA,NA,NA
"29","2019-03-20 11:47:01-03","MCN-PUC-MINAS","HPUC-MG","ANG407","S","Plantae",NA,NA,NA,"Aristolochiaceae","Aristolochia","smilacina","Aristolochia smilacina","Maielo - Silva, L.","2010","01","08","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859","32715",NA,"N° Ibama (CTF) = 4477412","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-03-20 11:47:06-03","MCN-PUC-MINAS","HPUC-MG","ANG2396","S","Plantae",NA,NA,NA,"Bromeliaceae","Begonia","fischeri","Begonia fischeri","J.Maielo","2010","01","06","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-10 11:58:35-03","MCN-PUC-MINAS","HPUC-MG","PTF047","S","Plantae","Pteridophyta",NA,NA,"Dryopteridaceae","Ctenitis","submarginalis","Ctenitis submarginalis","Maielo, Silva, L. et al","2010","01","07","Brasil","Minas Gerais","Muriaé","Muriaé","-42.370556","-21.120278",NA,NA,NA,NA,NA,"Maielo, Silva, L.",NA,NA,NA,NA,NA,"42° 22' 14'' W","21° 07' 13'' S",NA,NA,NA,NA,"308","308",NA,NA,NA
"32","2020-01-28 13:11:13-03","MCN-PUC-MINAS","HPUC-MG","ANG4196","S","Plantae",NA,NA,NA,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","Maielo-Silva, L.; Vieira, B., de C.; Lima R. de P.",NA,NA,NA,"Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,"N° IBAMA (CTF): 4477412.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-01-28 13:11:13-03","MCN-PUC-MINAS","HPUC-MG","ANG4195","S","Plantae",NA,NA,NA,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","Maielo-Silva, L.; Vieira, B., de C.; Lima R. de P.",NA,NA,NA,"Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,"N° IBAMA (CTF): 4477412.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-01-28 13:11:43-03","MCN-PUC-MINAS","HPUC-MG","PTF057","S","Plantae","Pteridophyta",NA,NA,"Pteridaceae","Doryopteris","collina","Doryopteris collina","Maielo, Silva, L. et al","2010","01","07","Brasil","Minas Gerais","Muriaé","Muriaé","-42.370556","-21.120278",NA,NA,NA,NA,NA,"Maielo, Silva, L.",NA,NA,NA,NA,NA,"42° 22' 14'' W","21° 07' 13'' S",NA,NA,NA,NA,"308","308",NA,NA,NA
"35","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG439","S","Plantae",NA,NA,NA,"Annonaceae","Guatteria",NA,"Guatteria","Maielo - Silva, L.","2011","10","10","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859","32715",NA,"Nº IBAMA (CTF) = 4477412","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG442","S","Plantae",NA,NA,NA,"Annonaceae","Guatteria","australis","Guatteria australis","Maielo - Silva, L.","2010","01","05","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859","32715",NA,"Nº IBAMA (CTF) = 4477412","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-17 12:38:53-03","MCN-PUC-MINAS","HPUC-MG","ANG500","S","Plantae",NA,NA,NA,"Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Maielo - Silva, L.","2010","01","08","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859","32715",NA,"Nº Ibama (CTF) = 4477412","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-01-28 13:11:43-03","MCN-PUC-MINAS","HPUC-MG","PTF006","S","Plantae","Pteridophyta",NA,NA,"Pteridaceae","Pityrogramma","calomelanos","Pityrogramma calomelanos","Maielo, Silva, L. et al","2010","01","06","Brasil","Minas Gerais","Muriaé","Muriaé","-42.370556","-21.120278",NA,NA,NA,NA,NA,"Maielo, Silva, L.",NA,NA,NA,NA,NA,"42° 22' 14'' W","21° 07' 13'' S",NA,NA,NA,NA,"308","308",NA,NA,NA
"39","2020-01-28 13:11:43-03","MCN-PUC-MINAS","HPUC-MG","PTF027","S","Plantae","Pteridophyta",NA,NA,"Polypodiaceae","Pleopeltis","astrolepis","Pleopeltis astrolepis","Maielo, Silva, L. et al","2010","01","06","Brasil","Minas Gerais","Muriaé","Muriaé","-42.370556","-21.120278",NA,NA,NA,NA,NA,"Maielo, Silva, L..",NA,NA,NA,NA,NA,"42° 22' 14'' W","21° 07' 13'' S",NA,NA,NA,NA,"308","308",NA,NA,NA
"40","2020-01-28 13:11:43-03","MCN-PUC-MINAS","HPUC-MG","PTF005","S","Plantae","Pteridophyta",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Maielo, Silva, L. et al","2010","01","08","Brasil","Minas Gerais","Muriaé","Muriaé","-42.370556","-21.120278",NA,NA,NA,NA,NA,"Maielo, Silva, L.",NA,NA,NA,NA,NA,"42° 22' 14'' W","21° 07' 13'' S",NA,NA,NA,NA,"308","308",NA,NA,NA
"41","2020-01-28 13:11:43-03","MCN-PUC-MINAS","HPUC-MG","PTF011","S","Plantae","Pteridophyta",NA,NA,"Pteridaceae","Pteris","splendens","Pteris splendens","Maielo, Silva, L. et al","2010","01","06","Brasil","Minas Gerais","Muriaé","Muriaé","-42.370556","-21.120278",NA,NA,NA,NA,NA,"Maielo, Silva, L.",NA,NA,NA,NA,NA,"42° 22' 14'' W","21° 07' 13'' S",NA,NA,NA,NA,"308","308",NA,NA,NA
"42","2020-01-28 13:11:34-03","MCN-PUC-MINAS","HPUC-MG","ANG533","S","Plantae",NA,NA,NA,"Solanaceae","Solanum","hexandrum","Solanum hexandrum","Maielo - Silva, L.","2010","01","08","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859","32715",NA,"Nº IBAMA (CTF) = 4477412","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-04 10:43:29-03","UFRJ","RFA","30837","Preservedecimen","Plantae",NA,NA,NA,"Alismataceae","Echinodorus","grandiflorus","Echinodorus grandiflorus","R.L de Luca","2002","07","09","Brasil","Minas Gerais","Muriaé","Fazenda Bom Jardim","-42.3664016723633","-21.1305999755859","32715",NA,"Planta em roseta, charco sem sombra, terra preta","auto","(Cham. & Schltr.) Micheli","R.L. Luca","2002",NA,NA,NA,NA,NA,NA,NA,"RFA35298",NA,NA,NA,NA,NA,NA,NA
"44","2019-07-11 10:14:26-03","ESALQ","ESA","69661","S","Plantae","Magnoliophyta",NA,NA,"Solanaceae","Solanum","hexandrum","Solanum hexandrum","Salino, A.","1998","03","21","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,NA,NA,NA,NA,"4112",NA,NA,NA,NA,"ESA069661","ESA069661",NA,NA,NA,NA,NA,NA
"45","2019-02-22 15:21:13-03","ESALQ","ESA","78867","S","Plantae","Magnoliophyta",NA,NA,"Loasaceae","Mentzelia",NA,"Mentzelia","Leoni, L.S.","2001","07","11","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,NA,NA,NA,NA,"4678",NA,NA,NA,NA,"ESA078867",NA,NA,NA,NA,NA,NA,NA
"46","2019-02-22 15:10:38-03","ESALQ","ESA","65902","S","Plantae","Magnoliophyta",NA,NA,"Araceae","Monstera","praetermissa","Monstera praetermissa","Salino, A.","1998","03","22","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","E.G.Gonç. & Temponi","Andrade, I.M.","2006","03",NA,"4117",NA,NA,NA,NA,"ESA065902","ESA065902",NA,NA,NA,NA,NA,NA
"47","2019-07-11 08:49:34-03","ESALQ","ESA","65901","S","Plantae","Magnoliophyta",NA,NA,"Araceae","Anthurium","solitarium","Anthurium solitarium","Salino, A. ; Moraes, P.O.","1999","04","17","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Schott","Gonçalves, E.G.","1999","10",NA,"4605",NA,NA,NA,NA,"ESA065901","ESA065901",NA,NA,NA,NA,NA,NA
"48","2019-02-22 15:13:32-03","ESALQ","ESA","102263","S","Plantae","Magnoliophyta",NA,NA,"Boraginaceae","Cordia",NA,"Cordia","Tsuji, R.","2007","01","30","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,NA,NA,NA,NA,"1598",NA,NA,NA,NA,"ESA102263","ESA102263",NA,NA,NA,NA,NA,NA
"49","2019-02-22 15:19:27-03","ESALQ","ESA","102607","S","Plantae","Magnoliophyta",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum","Stryphnodendron polyphyllum","Tsuji, R.","2007","01","30","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,"Tsuji, R.","2007","05","25","1599",NA,NA,NA,NA,"ESA102607","ESA102607",NA,NA,NA,NA,NA,NA
"50","2020-02-13 14:08:13-03","MN","R","74403","S","Plantae",NA,NA,NA,"Cannabaceae","Celtis","iguanea","Celtis iguanea","Mello, A.; Netto, L.S.M.","1880","06",NA,"Brasil","Minas Gerais","São Paulo de Muriaé",NA,NA,NA,NA,NA,NA,NA,"(Jacq.) Sarg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010027463,R010061889","R010027463 R010061889",NA,NA,NA,NA,NA,NA
"51","2020-02-13 14:06:35-03","MN","R","219740","S","Plantae",NA,NA,NA,"Apocynaceae","Condylocarpon",NA,"Condylocarpon","s.col.","1880","06",NA,"Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,"Santos, L.B.","1995","04","18",NA,NA,NA,NA,NA,"R010012821,R010012791",NA,NA,NA,NA,NA,NA,NA
"52","2020-02-13 14:11:04-03","MN","R","64178","S","Plantae",NA,NA,NA,"Fabaceae","Swartzia","myrtifolia","Swartzia myrtifolia var.elegans","Netto, L.S.M.","1880","06",NA,"Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(Schott) R.S. Cowan","Cowan, R.S.","1963",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.elegans",NA,NA
"53","2020-02-13 14:09:36-03","MN","R","65839","S","Plantae",NA,NA,NA,"Fabaceae","Cassia","macranthera","Cassia macranthera var.macranthera","Mello, A.; Netto, L.S.M.","1880","06",NA,"Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","DC. ex Collad.","Irwin, H.S.","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.macranthera",NA,NA
"54","2020-02-13 14:13:39-03","MN","R","39377","S","Plantae",NA,NA,NA,"Urticaceae","Urera","nitida","Urera nitida","Mello, A.","1880","06",NA,"Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(Vell.) P. Brack","Pederneiras, L.C.","2008","12","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-02-13 14:09:31-03","MN","R","64713","S","Plantae",NA,NA,NA,"Fabaceae","Camptosema","isopetalum","Camptosema isopetalum","Mello, A.; Netto, L.S.M.","1880","06",NA,"Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(Lam.) Taub.",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
