"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","dayIdentified","previousCatalogNumber","individualCount","class","infraspecificEpithet","relatedCatalogItem"
"697","2018-01-30 15:46:16-02","MBML","MBML-HERBARIO","22810",NA,"Plantae",NA,NA,"Euphorbiaceae","Dalechampia","Dalechampia","A. P. Fontana; et al","769","2004","02","28",NA,"Brasil","Espírito Santo","São Roque do Canaã","Pedra do Pionte (São Bento)","-40.6875","-19.757222","40W41'15","19S45'26",NA,NA,NA,"Trepadeira, brácteas verdes claras, com nervuras verdes escuras, frutos verdes.","MBML022810","MBML022810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","2017-09-14 11:45:15-03","MBML","MBML-HERBARIO","40042",NA,"Plantae",NA,NA,"Euphorbiaceae","Dalechampia","Dalechampia","M. C. Souza; A.P. Fontana, C.N.Fraga, R.F. Monteiro & .M.M. Saavedra","583","2008","01","15",NA,"Brasil","Espírito Santo","São Roque do Canaã","Distrito Alto Santa Julia. Misterioso. Beira da estrada para o Morro dos Três Carneiros","-40.765","-19.782222","40W45'54","19S46'56","752","752",NA,"Planta trepadeira com flores aclamídeas, brácteas branco-esverdeadas. Habitat: Mata Atlântica. Hábito/Forma de vida: trepadeira","MBML040042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","2018-06-19 14:02:36-03","MBML","MBML-HERBARIO","53022",NA,"Plantae",NA,NA,"Dilleniaceae","Davilla","Davilla","A. P. Fontana; L. Kollmann & K. A. Brahim","3327","2007","05","17",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros, mata do topo.","-40.754833","-19.7675","40W45'17,4","19S46'3","803","803",NA,"Trepadeira","MBML053022","MBML053022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"700","2019-07-30 16:22:57-03","MBML","MBML-HERBARIO","22387",NA,"Plantae",NA,NA,"Dilleniaceae","Davilla","Davilla rugosa","C. N. de Fraga; et al","1165","2004","03","19",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Inselberg da Floresta Atlântica de Encosta. Terrestre ciófila. Trepadeira em arvore de ca. 3 cm. Flores com botões verdes. Frutos castanho","MBML022387","MBML022387","rugosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2018-03-14 14:29:44-03","MBML","MBML-HERBARIO","24119",NA,"Plantae",NA,NA,"Dilleniaceae","Davilla","Davilla rugosa","A. P. Fontana; et al","964","2004","10","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos 3 Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Trepadeira, frutos laranja.","MBML024119","MBML024119","rugosa",NA,"A.P.Fontana & C.P.Esgario/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2018-03-14 14:30:43-03","MBML","MBML-HERBARIO","24049",NA,"Plantae",NA,NA,"Rubiaceae","Declieuxia","Declieuxia","A. P. Fontana; et al","1054","2004","11","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,"Herbácea, 50cm, flores lilás.","MBML024049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2019-07-31 07:43:49-03","MBML","MBML-HERBARIO","24909",NA,"Plantae",NA,NA,"Orchidaceae","Dichaea","Dichaea cogniauxiana","L. Kollmann; et al","8136","2005","07","19",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Epífita na sombra, flores brancas com pintas rosas.","MBML024909",NA,"cogniauxiana",NA,"L. Kollmann/11-11-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2017-09-14 11:45:49-03","MBML","MBML-HERBARIO","33617",NA,"Plantae",NA,NA,"Gramineae","Dichanthelium","Dichanthelium","C. Esgario; et al","134","2007","03","20",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,"Herbácea, heliófila, cálece marrom, corola verde e estames vermelhos.","MBML033617","MBML033617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2017-09-14 11:44:06-03","MBML","MBML-HERBARIO","35203",NA,"Plantae",NA,NA,"Commelinaceae","Dichorisandra","Dichorisandra","M.M. Saavedra; et al","633","2008","01","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","Distrito Alto Santa Júlia, localidade Jacutinga","-40.751389","-19.793611","40W45'5","19S47'37",NA,NA,NA,NA,"MBML035203","MBML035203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2018-01-30 15:46:05-02","MBML","MBML-HERBARIO","21738",NA,"Plantae",NA,NA,"Commelinaceae","Dichorisandra","Dichorisandra acaulis","R.R. Vervloet; et al","2587","2003","12","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Erva, folhas parte dorsal vinho, ventral verde com listas brancas, calice de cor branca, corola de cor azulada, frutos imaturos de cor verde, topo de pedra, dossel 9m, altitude 760m.","MBML021738","MBML021738","acaulis",NA,"Lidyanne Yuriko18-02-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","2018-03-14 14:29:35-03","MBML","MBML-HERBARIO","23247",NA,"Plantae",NA,NA,"Commelinaceae","Dichorisandra","Dichorisandra acaulis","A. P. Fontana; et al","649","2003","12","20",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Herbácea, umbrófila, terrestre, folhas parte adaxial verdes com duas linhas brancas, margens roxas, parte abaxial roxa com pêlos brancos. Flores cálice branco e corola roxa.","MBML023247","MBML023247","acaulis",NA,"Lidyanne Yuriko/Fev.2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","2018-03-14 14:29:35-03","MBML","MBML-HERBARIO","28283",NA,"Plantae",NA,NA,"Commelinaceae","Dichorisandra","Dichorisandra cf. albomarginata","R. C. Britto","80","2006","05","01",NA,"Brasil","Espírito Santo","São Roque do Canaã","Nossa Senhora da Saúde","-40.656667","-19.739167","40W39'24","19s44'21",NA,NA,NA,"Planta herbáceo/arbustiva com 1,8m, flores roxas com estames creme.","MBML028283","MBML028283","cf. albomarginata",NA,"M. Pellegrini/28-06-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","2018-03-14 14:29:35-03","MBML","MBML-HERBARIO","23581",NA,"Plantae",NA,NA,"Commelinaceae","Dichorisandra","Dichorisandra penduliflora","A. P. Fontana; et al","785","2004","02","28",NA,"Brasil","Espírito Santo","São Roque do Canaã","Pedra do Pionte","-40.6875","-19.757222","40W41'15","19S45'26",NA,NA,NA,"Herbácea 1,2m. Flores caeruleas, frutos verdes.","MBML023581","MBML023581","penduliflora",NA,"Q.S. Moraes/26-01-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","2018-01-30 15:47:20-02","MBML","MBML-HERBARIO","21819",NA,"Plantae",NA,NA,"Polygalaceae","Diclidanthera","Diclidanthera","R.R. Vervloet; et al","2601","2003","12","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Liana, frutos de cor verde, borda de capoeira, dossel 8m. Altitude 650m.","MBML021819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","2017-09-14 11:45:42-03","MBML","MBML-HERBARIO","44457",NA,"Plantae",NA,NA,"Gleicheniaceae","Dicranopteris","Dicranopteris","A. P. Fontana; C.P. Esgário, L.Kollmann & R.L. Kollmann","2022","2006","03","04",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso, pedra 1, topo","-40.770472","-19.803278","40W46'13,7","19S48'11,8","1142","1142",NA,"Terrestre, ca 60cm. Fértil","MBML044457","MBML044457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","2017-09-14 11:45:42-03","MBML","MBML-HERBARIO","31300",NA,"Plantae",NA,NA,"Gleicheniaceae","Dicranopteris","Dicranopteris flexuosa","P. Labiak; et al","4128","2007","07","13",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,NA,"MBML031300","MBML031300","flexuosa",NA,"F.B. Matos & P.Labiak/VII-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2019-07-30 16:22:57-03","MBML","MBML-HERBARIO","24413",NA,"Plantae",NA,NA,"Burmanniaceae","Dictyostega","Dictyostega orobanchoides","A. P. Fontana; et al","1306","2005","04","10",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Saprófita, flores lilás.","MBML024413","MBML024413","orobanchoides",NA,"P.J.M. Maas/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","2019-07-30 16:22:57-03","MBML","MBML-HERBARIO","24414",NA,"Plantae",NA,NA,"Burmanniaceae","Dictyostega","Dictyostega orobanchoides","A. P. Fontana; et al","1305","2005","04","10",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Saprófita, flores brancas.","MBML024414","MBML024414","orobanchoides",NA,"P.J.M. Maas/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","2018-07-16 11:40:12-03","MBML","MBML-HERBARIO","52419",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","Dioscorea","A. P. Fontana; C. Esgario,P. Labiak, M. Kaehler & F.Matos","3631","2007","07","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso. Mata de vale, entre a Pedra 3 e 4, próximo da nascente.","-40.773056","-19.800278","40W46'23","19S48'1","1143","1143",NA,"Trepadeira. Flores verdes com tricomas ocre.","MBML052419","MBML052419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","2019-08-28 15:48:11-03","MBML","MBML-HERBARIO","54133",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","Dioscorea","A. P. Fontana; C. Esgario,P. Labiak, M. Kaehler & F.Matos","3631","2007","07","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso. Mata de vale, entre a Pedra 3 e 4, próximo da nascente","-40.773056","-19.800278","40W46'23","19S48'1","1143","1143",NA,"Trepadeira. Flores verdes com tricomas ocre","MBML054133","MBML054133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","2018-07-16 11:40:13-03","MBML","MBML-HERBARIO","23094",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","Dioscorea chondrocarpa","L. Kollmann; et al","7076","2004","10","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Distrito São Jacinto, Militon","-40.608333","-19.725","40W36'30","19S43'30",NA,NA,NA,"Liana no sol, flores verdes.","MBML023094","MBML023094","chondrocarpa",NA,"R.S.Couto & F.Fraga/12-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","2018-07-16 11:40:13-03","MBML","MBML-HERBARIO","22809",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","Dioscorea cinnamomifolia","A. P. Fontana; et al","768","2004","02","28",NA,"Brasil","Espírito Santo","São Roque do Canaã","Pedra do Pionte (São Bento)","-40.6875","-19.757222","40W41'15","19S45'26",NA,NA,NA,"Trepadeira, flores verdes.","MBML022809","MBML022809","cinnamomifolia",NA,"D. Araujo/01-04-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","2018-07-16 11:40:13-03","MBML","MBML-HERBARIO","49065",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","Dioscorea glandulosa","A. P. Fontana; R.C. de Britto, V.G. Leite & M.F.B. Costa","7829","2013","10","23",NA,"Brasil","Espírito Santo","São Roque do Canaã","São Jacinto, Vale do Militão, Grutas do Militão.","-40.568333","-19.716944","40W34'6","19S43'1","292","292",NA,"Trepadeira. Flores verdes","MBML049065","MBML049065","glandulosa",NA,"Fernanda R.M. Fraga/30-01-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","2018-07-16 11:40:13-03","MBML","MBML-HERBARIO","22670",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","Dioscorea piperifolia","A. P. Fontana; et al","660","2003","12","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Trepadeira, flores verdes.","MBML022670","MBML022670","piperifolia",NA,"D. Araújo/01-04-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2018-07-16 11:40:13-03","MBML","MBML-HERBARIO","23849",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","Dioscorea piperifolia","A. P. Fontana; et al","937","2004","10","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Distrito São Jacinto, Militon","-40.608333","-19.725","40W36'30","19S43'30",NA,NA,NA,"Trepadeira, flores verdes, estames amarelos","MBML023849","MBML023849","piperifolia",NA,"D. Araújo/01-04-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","2018-07-16 11:40:12-03","MBML","MBML-HERBARIO","30711",NA,"Plantae",NA,NA,"Asclepiadaceae","Ditassa","Ditassa cf. hispida","L. Kollmann; A. P. Fontana & Kaio A. Brahim","9782","2007","05","17",NA,"Brasil","Espírito Santo","São Roque do Canaã","Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Liana. Rupestre no sol. Flores amarelas.","MBML030711",NA,"cf. hispida",NA,"C.N. Matozinhos/26-04-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","2018-07-16 11:40:12-03","MBML","MBML-HERBARIO","22199",NA,"Plantae",NA,NA,"Asclepiadaceae","Ditassa","Ditassa nitida","L. Kollmann; et al","6544","2004","03","27",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,"Liana no sol. Botões verdes, flores brancas.","MBML022199",NA,"nitida",NA,"C.N. Matozinhos/26-04-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","2019-07-31 07:43:49-03","MBML","MBML-HERBARIO","24419",NA,"Plantae",NA,NA,"Asclepiadaceae","Ditassa","Ditassa nitida","A. P. Fontana; et al","1281","2005","04","10",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Trepadeira, flores brancas , látex branco.","MBML024419","MBML024419","nitida",NA,"T.Konno/I-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","31928",NA,"Plantae",NA,NA,"Asclepiadaceae","Ditassa","Ditassa nitida","R. C. Britto; W. L. Vago, W. A. Vago e E. Ferrari","185","2007","06","25",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Erva escandente, sobre rocha a pleno sol, flores cor creme e látex branco.","MBML031928","MBML031928","nitida",NA,"A. Rapini/10-06-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","2019-08-20 17:54:56-03","MBML","MBML-HERBARIO","33561",NA,"Plantae",NA,NA,"Asclepiadaceae","Ditassa","Ditassa nitida","C. Esgario; et al","130","2007","03","20",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Liana, rupícula, heliófila, flores brancas e látex branco.","MBML033561","MBML033561","nitida",NA,"T. Konno/Jan.2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","2018-06-19 14:02:36-03","MBML","MBML-HERBARIO","53034",NA,"Plantae",NA,NA,"Sapindaceae","Dodonaea","Dodonaea","A. P. Fontana; L. Kollmann & K. A. Brahim","3330","2007","05","17",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros, afloramento rochoso.","-40.754833","-19.7675","40W45'17,4","19S46'3","803","803",NA,"Arbusto no sol, ca. 1m. Frutos imaturos verdes.","MBML053034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"728","2018-03-14 14:30:14-03","MBML","MBML-HERBARIO","23107",NA,"Plantae",NA,NA,"Moraceae","Dorstenia","Dorstenia cayapia","L. Kollmann; et al","7081","2004","10","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Distrito São Jacinto, Militon","-40.608333","-19.725","40W36'30","19S43'30",NA,NA,NA,"Planta no sol, inflorescência marrom.","MBML023107",NA,"cayapia",NA,"L. Kollmann/07-03-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32295",NA,"Plantae",NA,NA,"Moraceae","Dorstenia","Dorstenia longifolia","L. Kollmann; A. P. Fontana","10109","2007","11","05",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49","900","900",NA,"Erva 50cm na meia sombra. Inflorescência vinácea.","MBML032295",NA,"longifolia",NA,"A.F.P. Machado/26-05-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","2019-07-31 07:43:49-03","MBML","MBML-HERBARIO","25075",NA,"Plantae",NA,NA,"Moraceae","Dorstenia","Dorstenia turnerifolia","L. Kollmann; et al","8324","2005","09","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Erva 40cm na sombra. Inflorescência verde.","MBML025075",NA,"turnerifolia",NA,"M.D.M. Vianna Filho & A.F.P. Machado/25-03-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","2019-08-20 17:54:56-03","MBML","MBML-HERBARIO","32658",NA,"Plantae",NA,NA,"Moraceae","Dorstenia","Dorstenia turnerifolia","L. Kollmann; A. P. Fontana & Kaio A. Brahim","10136","2007","11","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Erva 30cm, saxícola. Inflorescência verde.","MBML032658",NA,"turnerifolia",NA,"M.D.M. Vianna Filho & A.F.P. Machado/25-03-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","2018-03-14 14:30:35-03","MBML","MBML-HERBARIO","24117",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","Doryopteris collina","A. P. Fontana; et al","966","2004","10","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos 3 Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Fértil.","MBML024117","MBML024117","collina",NA,"T.E. Almeida/XI-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","2018-04-03 13:27:04-03","MBML","MBML-HERBARIO","34152",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","Doryopteris collina","C. Esgario; et al","84","2006","08","27",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,"Herbácea 50cm, heliófila, rupestre, fértil, soros marrons.","MBML034152","MBML034152","collina",NA,"T.E. Almeida/XI-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","31314",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","Doryopteris lomariacea","P. Labiak; et al","4105","2007","07","13",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,NA,"MBML031314","MBML031314","lomariacea",NA,"F.B. Matos & P.Labiak/VII-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","2018-04-03 13:27:04-03","MBML","MBML-HERBARIO","34151",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","Doryopteris lomariacea","C. Esgario; et al","137","2007","03","20",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,"Herbácea, heliófila, fértil, soros marrons.","MBML034151","MBML034151","lomariacea",NA,"P.Labiak & F.B. Matos/VII-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","2018-03-14 14:29:45-03","MBML","MBML-HERBARIO","24034",NA,"Plantae",NA,NA,"Droseraceae","Drosera","Drosera","A. P. Fontana; et al","1072","2004","11","15",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,"Rupestre, heliófila, flores lilás, folhas com tentriculos vermelhos.","MBML024034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","2019-08-20 17:54:56-03","MBML","MBML-HERBARIO","33600",NA,"Plantae",NA,NA,"Droseraceae","Drosera","Drosera villosa","C. Esgario; et al","171","2007","05","11",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Rupícola, heliófila, herbácea, inflorescência seca.","MBML033600","MBML033600","villosa",NA,"A.P. Fontana/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","23881",NA,"Plantae",NA,NA,"Olacaceae","Dulacia","Dulacia","L. Kollmann; et al","7123","2004","10","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Arvoreto 6m. Flores verdes.","MBML023881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","2018-06-19 14:02:36-03","MBML","MBML-HERBARIO","53035",NA,"Plantae",NA,NA,"Bromeliaceae","Dyckia","Dyckia","A. P. Fontana; L. Kollmann & K. A. Brahim","3333","2007","05","17",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros, afloramento rochoso.","-40.754833","-19.7675","40W45'17,4","19S46'3","803","803",NA,"Rupícola no sol. Inflorescência seca. Folhas verdes avermelhadas.","MBML053035","MBML053035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","2017-09-14 11:43:23-03","MBML","MBML-HERBARIO","46084",NA,"Plantae",NA,NA,"Bromeliaceae","Dyckia","Dyckia espiritosantensis","A. P. Fontana; E.J. de Lírio","7709","2013","07","02",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros","-40.7575","-19.770556","40W45'27","19S46'14","612","612",NA,"Erva rupícola, no sol. Flores laranjas, folhas avermelhadas com base verde e bainha branca. Frutos verdes","MBML046084","MBML046084","espiritosantensis",NA,"A. P. Fontana/02-07-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","2018-01-30 15:45:56-02","MBML","MBML-HERBARIO","21820",NA,"Plantae",NA,NA,"Bromeliaceae","Dyckia","Dyckia saxatilis","R.R. Vervloet; et al","2584","2003","12","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Rupicula, flores de cor laranja, frutos de cor verde, topo de pedra. Altitude 730m.","MBML021820","MBML021820","saxatilis",NA,"T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","2018-01-30 15:45:56-02","MBML","MBML-HERBARIO","22674",NA,"Plantae",NA,NA,"Bromeliaceae","Dyckia","Dyckia saxatilis","A. P. Fontana; et al","656","2003","12","20",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Heliófila, rupícola/humícola, folhas novas verdes e velhas arroxeadas na parte adaxial e abaxial verde com linhas paralelas brancas. Frutos ócre.","MBML022674","MBML022674","saxatilis",NA,"T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","2017-09-14 11:49:56-03","MBML","MBML-HERBARIO","169",NA,"Plantae",NA,NA,"Palmae","Elaeis","Elaeis guineensis","H. Q. Boudet Fernandes; W. Boone","1950","1986","04","30",NA,"Brasil","Espírito Santo","São Roque do Canaã","(Santa Teresa) São Roque, arredores de São Dalmácio","-40.656667","-19.803056","40W39'24","19S48'11",NA,NA,NA,"Planta jovem, 1,5m de altura, subespontâneo, exótica, valão de Córrego.Dendezeiro.","MBML000169",NA,"guineensis",NA,"J. T. de Medeiros Costa/1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","2018-01-16 07:34:32-02","MBML","MBML-HERBARIO","29264",NA,"Plantae",NA,NA,"Lomariopsidaceae","Elaphoglossum","Elaphoglossum cf. pteropus","R. C. Britto","171","2007","01","30",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,"Erva sobre paredão rochoso e úmido, sbstrato quase inesistente.","MBML029264","MBML029264","cf. pteropus",NA,"M.A. Kieling-Rubio/Março-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","2018-01-16 07:34:32-02","MBML","MBML-HERBARIO","31568",NA,"Plantae",NA,NA,"Lomariopsidaceae","Elaphoglossum","Elaphoglossum langsdorffii","P. Labiak; et al","4113","2007","07","13",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,NA,"MBML031568","MBML031568","langsdorffii",NA,"F.B. Matos & P.Labiak/VII-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","2018-03-14 14:29:57-03","MBML","MBML-HERBARIO","25063",NA,"Plantae",NA,NA,"Lomariopsidaceae","Elaphoglossum","Elaphoglossum nigrescens","L. Kollmann; et al","8319","2005","09","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,"Rupícola na sombra.","MBML025063","MBML025063","nigrescens",NA,"M.A. Kieling-Rubio/Março-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
