"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","dayIdentified","class","typeStatus","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","relatedCatalogItem"
"215","2019-11-21 10:05:46-03","IBt","SP","161158","S","Plantae",NA,NA,"Fabaceae","Indigofera","truxillensis","Indigofera truxillensis","Duré, R","1987","02","Davidse, G; D'Arcy, WG","11442","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","Kunth","1976","03","27",NA,"ca. 19km S of the intersction of highway BR-116 BR-262, just N of the village of São João do Manhuaçu",NA,NA,NA,"SP027252","SP027252",NA,NA,NA,NA,NA,NA,NA
"216","2019-11-21 10:16:53-03","IBt","SP","161194","S","Plantae",NA,NA,"Poaceae","Setaria","scandens","Setaria scandens","Davidse, G","1976",NA,"Davidse, G; D'Arcy, WG","11450","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","Schrad.","1976","03","27",NA,"Ca. 19 km S of the intersection of highway BR-116 & BR-262, junst N of Village of São João do Manhauçu.",NA,NA,NA,NA,NA,NA,NA,NA,"800","800",NA,NA
"217","2019-11-21 10:06:33-03","IBt","SP","161159","S","Plantae",NA,NA,"Fabaceae","Senna","macranthera","Senna macranthera nervosa","Barneby, RC","1986",NA,"Davidse, G; D'Arcy, WG","11443","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","(Vogel) H.S.Irwin & Barneby","1976","03","27",NA,"ca. 19km S of the intersection of highway BR 116 & BR 262, just N of the vilage of S.João de Manhuaçu",NA,NA,NA,"SP024871","SP024871",NA,NA,NA,NA,NA,"nervosa",NA
"218","2019-11-21 10:05:13-03","IBt","SP","159849","S","Plantae",NA,NA,"Fabaceae","Chamaecrista","nictitans","Chamaecrista nictitans disadena","Irwin, HS; Barneby, RC","1982",NA,"Davidse, G; D'Arcy, WG","11439","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","(Steud.) H.S.Irwin & Barneby","1976","03","27",NA,"ca. 19km S of the intersection of highway BR 116 & BR 262 just N of the village of São João de Manhuaçu",NA,NA,NA,"SP024519","SP024519",NA,NA,NA,"800","800","disadena",NA
"219","2019-11-21 10:15:42-03","IBt","SP","161198","S","Plantae",NA,NA,"Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","Zuloaga, FO","1985","05","Davidse, G; D'Arcy, WG","11454","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","(Raddi) Chase","1976","03","27",NA,"Ca. 19 km S of the intersection of highway BR-116 & BR- 262, just Nof the village of São João do Manhaçu.",NA,NA,NA,"SP033453","SP033453",NA,NA,NA,"800","800",NA,NA
"220","2019-11-21 10:06:42-03","IBt","SP","161160","S","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum","Stryphnodendron polyphyllum","Scalon, VR","2008","02","Davidse, G; D'Arcy, WG","11444","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","Mart.","1976","03","27",NA,"Ca. 19 km S of the intersection of highway BR 116 & BR 262, just N of the village of São João do Manhuaçu",NA,NA,NA,NA,NA,"06",NA,NA,"800","800",NA,NA
"221","2019-11-21 10:16:28-03","IBt","SP","161196","S","Plantae",NA,NA,"Poaceae","Paspalum","mandiocanum","Paspalum mandiocanum","Davidse, G","1976",NA,"Davidse, G; D'Arcy, WG","11452","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","Trin.","1976","03","27",NA,"Ca. 19 km S of the intersection of highway BR-116 & BR-262, just N of the village of São João do Manhuaçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-11-21 10:16:35-03","IBt","SP","161197","S","Plantae",NA,NA,"Poaceae","Paspalum","regnellii","Paspalum regnellii","Gomes, MJIR","1991","11","Davidse, G; D'Arcy, WG","11453","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","Mez","1976","03","27",NA,"Ca. 19 km S of the intersection of highway BR-116 & BR-262, just N of the village of São João do Manhuaçu.",NA,NA,NA,NA,NA,NA,NA,NA,"800","800",NA,NA
"223","2019-11-21 10:17:30-03","IBt","SP","159847","S","Plantae",NA,NA,"Rubiaceae","Borreria","palustris","Borreria palustris","Souza, EB","2005",NA,"Davidse, G; D'Arcy, WG","11434","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","(Cham. & Schltdl.) Bacigalupo & E.L.Cabral","1976","03","27",NA,"Ca. 19 km S of the intersection of Highway BR-116 & BR-262 just N of the village of São João do Manhuaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-11-21 10:04:45-03","IBt","SP","159850","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","sensitiva","Aeschynomene sensitiva hispidula","Antunes, LLC","2017","03","Davidse, G; D'Arcy, WG","11440","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","(Kunth) Rudd","1976","03","27",NA,"ca. 19km S of the intersection of highway BR 116 & BR 262, just N of the village of S.João do Manhaçu",NA,NA,NA,NA,NA,"13",NA,NA,"800","800","hispidula",NA
"225","2019-11-21 10:06:42-03","IBt","SP","161157","S","Plantae",NA,NA,"Fabaceae","Stylosanthes",NA,"Stylosanthes",NA,NA,NA,"Davidse, G; D'Arcy, WG","11441","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto",NA,"1976","03","27",NA,"Ca. 19 km S of the intersection of highway BR-116 - BR-262, just of the village of São João do Manhuaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-11-21 10:06:08-03","IBt","SP","202977","S","Plantae",NA,NA,"Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","Mamede, MCH","2008","12","Davidse, G; Ramamoorthy, TP; Vital, DM","11456","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","(DC.) Kuntze","1976","03","27",NA,"Ca. 19km S of the intersection of Highways BR-116 and BR-262, just N of the village of São João do Manhuaçu",NA,NA,NA,"SP025503","SP025503",NA,NA,NA,"800","800",NA,NA
"227","2019-11-21 10:16:29-03","IBt","SP","161195","S","Plantae",NA,NA,"Poaceae","Paspalum","maritimum","Paspalum maritimum","Davidse, G","1976",NA,"Davidse, G; D'Arcy, WG","11451","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","Trin.","1976","03","27",NA,"Ca. 19 km S of the intersection of highways BR-116 & BR-262, just N of the village of São João do Manhuaçu.",NA,NA,NA,NA,NA,NA,NA,NA,"800","800",NA,NA
"228","2019-11-21 10:16:09-03","IBt","SP","159875","S","Plantae",NA,NA,"Poaceae","Panicum","dichotomiflorum","Panicum dichotomiflorum","Guglieri, A","2004","03","Davidse, G; D'Arcy, WG","11437","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","Michx.","1976","03","27",NA,"Ca. 19 km S of the intersection of highways BR-116 & BR-262 just N of village of São João do Manhuaçu.",NA,NA,NA,NA,NA,"19",NA,NA,"800","800",NA,NA
"229","2019-11-21 10:06:05-03","IBt","SP","159852","S","Plantae",NA,NA,"Fabaceae","Mimosa",NA,"Mimosa",NA,NA,NA,"Davidse, G; D'Arcy, WG","11456","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto",NA,"1976","03","27",NA,"Ca. 19 km S of the intersection of Highways BR-116 e BR-262 just N of the village of São João do Manhuaçu",NA,NA,NA,NA,NA,NA,NA,NA,"800","800",NA,NA
"230","2019-11-21 10:16:20-03","IBt","SP","159874","S","Plantae",NA,NA,"Poaceae","Paspalum","boscianum","Paspalum boscianum",NA,NA,NA,"Davidse, G; D'Arcy, WG","11436","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","Flüggé","1976","03","27",NA,"Ca. 19 km S the intersection of highway BR-116 & BR-262 N of the village of São João do Manhuaçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-11-21 10:07:04-03","IBt","SP","200612","S","Plantae",NA,NA,"Hernandiaceae","Sparattanthelium","glabrum","Sparattanthelium glabrum","Peixoto, AL","2010","07","Heringer, EP","18465","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Rusby","1984","01","10",NA,"Cultivada no campus da UnB",NA,NA,NA,"SP044683","SP044683",NA,NA,NA,NA,NA,NA,NA
"232","2019-11-21 10:13:17-03","IBt","SP","45886","S","Plantae",NA,NA,"Orchidaceae","Gomesa","ciliata","Gomesa ciliata","Meneguzzo, TEC","2017",NA,"Heringer, EP","610","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Lindl.) M.W.Chase & N.H.Williams","1940","05","20",NA,"Divisa com Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-11-21 10:00:28-03","IBt","SP","38984","S","Plantae",NA,NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","Simão Bianchini, R","2016","06","Heringer, EP","7","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Lam.) H.Rob.","1937","01",NA,NA,"Esc. Agron. de Lavras",NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA
"234","2019-11-21 10:06:53-03","IBt","SP","38999","S","Plantae",NA,NA,"Fabaceae","Zornia","curvata","Zornia curvata","Fortuna Perez, AP","2012","11","Heringer, EP","22","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Mohlenbr.","1937","01",NA,NA,"Escola Agrícula de Lavras. Mata",NA,NA,NA,"SP028703","SP028703",NA,NA,NA,NA,NA,NA,NA
"235","2019-11-21 10:04:39-03","IBt","SP","38981","S","Plantae",NA,NA,"Euphorbiaceae","Tragia","volubilis","Tragia volubilis","May",NA,NA,"Heringer, EP","s.n.","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","L.","1937","01",NA,NA,"Mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-11-21 10:05:22-03","IBt","SP","38994","S","Plantae",NA,NA,"Fabaceae","Crotalaria","breviflora","Crotalaria breviflora","Flores, AIP","2001","03","Heringer, EP","17","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","DC.","1937","01",NA,NA,"Mata",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"237","2019-11-21 10:05:46-03","IBt","SP","38989","S","Plantae",NA,NA,"Fabaceae","Indigofera","suffruticosa","Indigofera suffruticosa","Duré, R","1987","02","Heringer, EP","12","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Mill.","1937","01",NA,NA,"Mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-11-21 10:05:23-03","IBt","SP","38987","S","Plantae",NA,NA,"Fabaceae","Crotalaria","incana","Crotalaria incana","Kuhlmann, M",NA,NA,"Heringer, EP","10","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","L.","1937","01",NA,NA,"Mata; Esc. Agr. de Lavras nº 10 do col.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-11-21 10:13:40-03","IBt","SP","53933","S","Plantae",NA,NA,"Orchidaceae","Phaius","tankervilleae","Phaius tankervilleae","Mamede, MCH","2011","03","Heringer, EP","2278","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Banks ex L'Hér.) Blume","1946","08","27",NA,"Presidente Soares, Alto Jequitibá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-11-21 10:12:16-03","IBt","SP","312095","S","Plantae",NA,NA,"Myrtaceae","Myrcia","perforata","Myrcia perforata","Kawasaki, ML","1997",NA,"Hatschbach, G; Silva, JM","48596","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Arvoreta, flores alvas. Mata da encosta do morro.","auto","O.Berg","1984","12","04",NA,"Rodv. BR 262.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2014-09-23 10:58:33-03","G","G","G00352854","S","Plantae",NA,NA,"Malpighiaceae","Lophopterys","floribunda","Lophopterys floribunda","Anderson, W. R.","2001","01","Hatschbach, G. G. & O. Guimarães","46868","Brazil","Minas Gerais","Manhuaçu","-42.02777778","-20.25722222",NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site",NA,"W. R. Anderson & C. Davis","1983","10","15","AMERIQUE DU SUD",NA,"-42.02777778","-20.25722222",NA,"G00352854",NA,"01",NA,"ISOTYPUS of Lophopterys floribunda W. R. Anderson & C. Davis",NA,NA,NA,NA
