"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","dayIdentified","class","typeStatus","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","relatedCatalogItem"
"104","2019-05-02 10:53:10-03","IBt","SP-BRYOPHYTA","172464","S","Plantae",NA,NA,"Fabroniaceae","Fabronia","sp.","Fabronia sp.",NA,NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4965","BRASIL","Minas Gerais","Manhuaçu","-42.033611","-20.258056",NA,NA,"sobre tronco vivo de Ficus elastica",NA,NA,"1982","11","24","Southern America",NA,"-42.033611","-20.258056",NA,"SP080071",NA,NA,NA,NA,"640","640",NA,NA
"105","2019-05-02 10:53:17-03","IBt","SP-BRYOPHYTA","172465","S","Plantae",NA,NA,"Fissidentaceae","Fissidens","sp.","Fissidens sp.",NA,NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4966","BRASIL","Minas Gerais","Manhuaçu","-42.033611","-20.258056",NA,NA,"sobre pedra na margem do rio",NA,"Hedw.","1982","11","24","Southern America",NA,"-42.033611","-20.258056",NA,"SP080072",NA,NA,NA,NA,"640","640",NA,NA
"106","2019-05-02 10:53:20-03","IBt","SP-BRYOPHYTA","131786","S","Plantae",NA,NA,"Fossombroniaceae","Fossombronia","sp.","Fossombronia sp.",NA,NA,NA,"Vital, D.M.","5863","BRASIL","Minas Gerais","Manhuaçu","-42.033611","-20.258056",NA,NA,"On a semihumid bank",NA,NA,"1976","03","27","Southern America",NA,"-42.033611","-20.258056",NA,"SP068420",NA,NA,NA,NA,"640","640",NA,NA
"107","2019-05-02 10:53:38-03","IBt","SP-BRYOPHYTA","172462","S","Plantae",NA,NA,"Helicophyllaceae","Helicophyllum","torquatum","Helicophyllum torquatum",NA,NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4962","BRASIL","Minas Gerais","Manhuaçu","-42.033611","-20.258056",NA,NA,"no tronco de Lygustrum",NA,"(Hook.) Brid.","1982","11","24","Southern America",NA,"-42.033611","-20.258056",NA,"SP080069",NA,NA,NA,NA,"640","640",NA,NA
"108","2019-05-02 10:52:15-03","IBt","SP-BRYOPHYTA","131787","S","Plantae",NA,NA,"Balantiopsidaceae","Isotachis","sp.","Isotachis sp.",NA,NA,NA,"Vital, D.M.","5864","BRASIL","Minas Gerais","Manhuaçu","-42.033611","-20.258056",NA,NA,"On a semihumid bank",NA,NA,"1976","03","27","Southern America","Along BR 116","-42.033611","-20.258056",NA,"SP068421",NA,NA,NA,NA,"640","640",NA,NA
"109","2019-05-02 10:54:41-03","IBt","SP-BRYOPHYTA","180990","S","Plantae",NA,NA,"Marchantiaceae","Marchantia","sp.","Marchantia sp.",NA,NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4967","BRASIL","Minas Gerais","Manhuaçu","-42.033611","-20.258056",NA,NA,"Sobre pedra na margem do rio",NA,NA,"1982","11","24","Southern America","km 599, BR 116","-42.033611","-20.258056",NA,"SP082372",NA,NA,NA,NA,"640","640",NA,NA
"110","2019-10-11 11:19:02-03","UFPR","UPCB","42959","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","kermesina","Passiflora kermesina","Cervi, A.C.","2000","10","Salino, A.","4406","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Trepadeira com pétalas bonina, corona roxa e folhas cartáceas..","auto","Link & Otto","1998","11","21",NA,"Área da Usina Hidrelétrica de Nova Sinceridade",NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA,NA
"111","2019-10-11 11:15:47-03","UFPR","UPCB","19361","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Hatschbach, G.","1987","01","Hatschbach, G.","51308","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Árvore pequena, latex alvo. Capoeira.","auto","Mart.","1987","08","18",NA,"Rodovia BR262",NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"112","2019-02-20 13:52:08-03","INPA","INPA","159597","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Critonia","morifolia","Critonia morifolia","Cabrera, AL","1989",NA,"Hatschbach, GG","49391","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Mill.) R.M.King & H.Rob.","1985","06","14","Southern America","Arredores. Encosta de morro.",NA,NA,NA,"INPA0159597","INPA0159597 INPA0159597_e",NA,NA,NA,NA,NA,NA,NA
"113","2019-02-20 13:58:40-03","INPA","INPA","172566","S","Plantae","Dicotyledon Asterids","Gentianales","Rubiaceae","Guettarda","viburnoides","Guettarda viburnoides","Smith, SF","1990",NA,"Hatschbach, GG","48591","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Cham. & Schltdl.","1984","12","04","Southern America","Rod. BR-262. Mata pluvial.",NA,NA,NA,"INPA0172566","INPA0172566 INPA0172566_e",NA,NA,NA,NA,NA,NA,NA
"114","2018-04-26 14:55:37-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Odonellia","eriocephala","Odonellia eriocephala","Simão-Bianchini, R; Pastore, JF","2002","09","Heringer, EP; Filgueira, TS; Mendonça, RC; Pereira, BAS","18171","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Trepadeira sobre arbusto, flores alvas abundantes.","auto","(Moric.) K.R. Robertson","1981","04","27","Southern America",NA,NA,NA,NA,"CONV014780",NA,"23",NA,NA,NA,NA,NA,NA
"115","2017-11-24 14:11:02-02","UFLA","ESAL","1608","S","Plantae",NA,NA,"Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Comp. Heringer",NA,NA,"Heringer, EP","119","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"; ; ;","auto","(Klatt) Benth. & Hook.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2017-11-24 14:11:56-02","UFLA","ESAL","1273","S","Plantae",NA,NA,"Passifloraceae","Passiflora","kermesina","Passiflora kermesina","A. C. Cervi",NA,NA,"Heringer, EP","8","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"; ; ;","auto","Link & Otto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2017-11-24 14:10:52-02","UFLA","ESAL","1159","S","Plantae",NA,NA,"Fabaceae","Indigofera","anil","Indigofera anil","Linn.",NA,NA,"Heringer, EP","16","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"; ; ;","auto","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2017-11-24 14:10:20-02","UFLA","ESAL","119","S","Plantae",NA,NA,"Cactaceae","Pereskia","aculeata","Pereskia aculeata","Maria de Fátima Freitas",NA,NA,"Heringer, EP","107","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"; ; ;","auto","Mill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-11-24 14:11:19-02","UFLA","ESAL","890","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","DC.",NA,NA,"Heringer, EP","19","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"; ; ;","auto","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2017-11-24 14:12:01-02","UFLA","ESAL","590","S","Plantae",NA,NA,"Poaceae","Bambusa","bambos","Bambusa bambos","Comp. Heringer",NA,NA,"Heringer, EP","118","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"; ; ;; formação antrópica","auto","(L.) Voss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2017-11-24 14:10:48-02","UFLA","ESAL","1173","S","Plantae",NA,NA,"Fabaceae","Clitoria","glycinoides","Clitoria glycinoides",NA,NA,NA,"Heringer, EP","16","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"; ; ;","auto","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2017-11-24 14:10:48-02","UFLA","ESAL","1169","S","Plantae",NA,NA,"Fabaceae","Clitoria","glycinoides","Clitoria glycinoides",NA,NA,NA,"Heringer, EP","2","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"; ; ;","auto","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2017-11-24 14:11:54-02","UFLA","ESAL","982","S","Plantae",NA,NA,"Osmundaceae","Osmunda","regalis","Osmunda regalis","Linn. Schra",NA,NA,"Heringer, EP","37","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"; ; ;","auto","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-12-19 11:19:28-03","UFG","UFG","46808","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","membranifolia","Banisteriopsis membranifolia","Francener, A.","2012","03","Heringer, A.; et al.","4190","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(A. Juss.) B. Gates","2006","05","18",NA,NA,NA,NA,NA,"UFG0046808",NA,"06",NA,NA,NA,NA,NA,NA
"125","2019-11-12 18:00:45-03","IBt","SP-ALGAE","187866","S",NA,NA,"Nemalionales","Batrachospermaceae","Sirodotia","sp","Sirodotia sp","O. Nechi Jr",NA,NA,"Nelson",NA,"Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"em vidro","auto",NA,"1984","04","21",NA,"Fazenda Ana Paula",NA,NA,NA,NA,NA,NA,"Rhodophyceae",NA,NA,NA,NA,NA
"126","2019-07-30 19:19:22-03","IBt","SP-ALGAE","187545","S",NA,NA,"Nemalionales","Batrachospermaceae","Sirodotia",NA,"Sirodotia","O. Necchi Jr.",NA,NA,"Nelson",NA,"Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Habito Marinho: Ereto Reprodutor Marinho: Não determinado","auto",NA,"1984","04","21",NA,"Fazenda Ana Paula",NA,NA,NA,NA,NA,NA,"Rhodophyceae",NA,NA,NA,NA,NA
"127","2020-01-31 13:35:07-03","CVRD","CVRD","3715","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","macranthera","Senna macranthera","Haroldo C. de Lima","2003","03","Souza, V.D.","304","BRASIL","MG","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"<ll>dwc_commonname:</ll> Fedegosão","auto","(Collad.) Irwin & Barneby","1992","01","24","América do Sul","Localizado no pasto à margem da BR 262, lado esquerdo indo de Manhuaçú para Realeza, 1 km antes do cruzamento BR 262 com a BR.116 - Manhuaçú - MG.",NA,NA,NA,"CVRD003715",NA,"08","Magnoliopsida",NA,NA,NA,NA,NA
"128","2019-07-24 16:06:19-03","SMITHSONIAN","US","3036836","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","xantholasia","Leandra xantholasia",NA,NA,NA,"G. Hatschbach & J. M. Silva","48594","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"<a href=http://n2t.net/ark:/65665/37d2c66c3-abdc-4a20-a3b0-5a163dbcdcac target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","Cogn.","1984","12","04","South America - Neotropics","Rod. BR-262",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"129","2019-07-24 16:02:48-03","SMITHSONIAN","US","3078024","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia",NA,NA,NA,"E. P. Heringer","18158","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"<a href=http://n2t.net/ark:/65665/3e32f45ee-7a68-4944-9f80-3c83d5f27b06 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"1981","05","03","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"130","2019-07-24 16:07:48-03","SMITHSONIAN","US","2964962","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","grandifolia","Tibouchina grandifolia",NA,NA,NA,"G. Hatschbach & O. Guimarães","45152","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"<a href=http://n2t.net/ark:/65665/3dea5b878-632c-4b0b-bcd0-60e37cd4c112 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","Cogn.","1982","07","21","South America - Neotropics","Realeza.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"131","2019-07-24 16:08:05-03","SMITHSONIAN","US","3059580","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Trembleya","parviflora","Trembleya parviflora",NA,NA,NA,"G. Hatschbach & J. M. Silva","49393","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"<a href=http://n2t.net/ark:/65665/353aa1aa8-57e7-433e-b2d4-2188c3799df9 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","(D. Don) Cogn.","1985","06","14","South America - Neotropics","Arredores",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"132","2019-07-24 16:11:51-03","SMITHSONIAN","US","3355529","PreservedSpecimen","Plantae",NA,"Rosales","Connaraceae","Bernardinia","fluminensis","Bernardinia fluminensis villosa",NA,NA,NA,"G. Hatschbach & J. M. Silva","49861","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"<a href=http://n2t.net/ark:/65665/31ba4c484-46ee-4fff-8708-1007d2113d19 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","(Schellenb.) Forero","1985","10","16","South America - Neotropics","Realeza",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"villosa",NA
"133","2019-07-24 16:24:15-03","SMITHSONIAN","US","3097264","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Cecropia","hololeuca","Cecropia hololeuca",NA,NA,NA,"G. Hatschbach & J. M. Silva","48598","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"<a href=http://n2t.net/ark:/65665/3ac572f7e-2c2f-47de-8ad5-442973c38513 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","Miq.","1984","12","04","South America - Neotropics","Rod. BR 262",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"134","2019-07-24 16:06:02-03","SMITHSONIAN","US","2981271","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","aurea","Leandra aurea",NA,NA,NA,"G. Hatschbach & G. Guimaraes","46861","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"<a href=http://n2t.net/ark:/65665/3f84158d3-092a-4ed3-bf53-549790a96543 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","(Cham.) Cogn.","1983","10","15","South America - Neotropics","Arredores",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"135","2019-11-13 11:29:47-03","USP","SPF","161703","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","Costa, CB","2001","04","Costa, CB","393","Brasil","Minas Gerais","Manhuaçu","-43.128611","-18.110833",NA,NA,NA,NA,"Mart. ex Schult. & Schult.f.","2000","08","01",NA,NA,"-43.128611","-18.110833",NA,"SPF00161703",NA,NA,NA,NA,"1180","1180",NA,NA
"136","2019-11-13 11:29:47-03","USP","SPF","145270","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","Costa, CB","2001","04","Costa, CB","393","Brasil","Minas Gerais","Manhuaçu","-43.128611","-18.110833",NA,NA,NA,NA,"Mart. ex Schult. & Schult.f.","2000","08","01",NA,NA,"-43.128611","-18.110833",NA,"SPF00145270",NA,NA,NA,NA,"1180","1180",NA,NA
"137","2019-11-13 11:29:55-03","USP","SPF","145283","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Cordiera","elliptica","Cordiera elliptica","Calió, MF","2012","07","Costa, CB","394","Brasil","Minas Gerais","Manhuaçu","-43.128611","-18.110833",NA,NA,NA,NA,"(Cham.) Kuntze","2000","08","01",NA,NA,"-43.128611","-18.110833",NA,"SPF00145283",NA,NA,NA,NA,"1180","1180",NA,NA
"138","2019-11-13 11:22:20-03","USP","SPF","142735","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Erythrina","falcata","Erythrina falcata","Martins, MV","2011","03","Fiaschi, P","427","Brasil","Minas Gerais","Manhuaçu","-42.166667","-20.1",NA,NA,NA,NA,"Benth.","2000","08","01",NA,NA,"-42.166667","-20.1",NA,"SPF00142735",NA,NA,NA,NA,"820","820",NA,NA
"139","2019-11-13 11:22:20-03","USP","SPF","106403","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Erythrina","verna","Erythrina verna","Martins, MV","2011","03","Lombardi, JA","604","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Vell.","1994","08","19",NA,NA,NA,NA,NA,"SPF00106403",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-13 11:18:05-03","USP","SPF","48356","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","pseudospadicea","Rourea pseudospadicea","Pirani, JR","2002",NA,"Hatschbach, G","49861","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","G.Schellenb.","1985","10","16",NA,NA,NA,NA,NA,"SPF00048356",NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-13 11:32:59-03","USP","SPF","153397","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Pombalia","setigera","Pombalia setigera","Paula-Souza, J","2000",NA,"Hatschbach, G","48593","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(A.St.-Hil.) Paula-Souza","1984","12","04",NA,NA,NA,NA,NA,"SPF00153397",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-13 11:26:57-03","USP","SPF","41445","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,NA,"Hatschbach, G","48596","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Mart.","1984","12","04",NA,NA,NA,NA,NA,"SPF00041445",NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-13 11:24:34-03","USP","SPF","153309","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Lophopterys","floribunda","Lophopterys floribunda","Anônimo",NA,NA,"Hatschbach, G; Guimarães, O","46868","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Volúvel, flor amarela.","auto","W.R.Anderson & C.Davis","1983","10","15",NA,"Arredores. Orla da mata.",NA,NA,NA,"SPF00153309",NA,NA,NA,"isotype",NA,NA,NA,NA
"144","2019-11-13 11:21:06-03","USP","SPF","83239","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","reticulata","Nectandra reticulata","Assis, LCS","2005","06","Heringer, EP","1888","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Ruiz & Pav.) Mez","1945","05","10",NA,"Barreiro.",NA,NA,NA,"SPF00083239",NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-13 11:29:36-03","USP","SPF","83813","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","papillosum","Adiantum papillosum","Prado, J","1997","07","Heringer, EP","s.n.","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Handro","1937","10",NA,NA,"Mata",NA,NA,NA,"SPF00083813","SPF00083813","04",NA,"type",NA,NA,NA,NA
"146","2019-11-13 11:23:11-03","USP","SPF","43389","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Senna","multijuga","Senna multijuga","Hervencio, P","1997","10","Pirani, JR","239","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Rich.) H.S.Irwin & Barneby","1982","11","24",NA,"Realeza. BR 116, km 599.",NA,NA,NA,"SPF00043389",NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-10-07 09:27:57-03","UEFS","HUEFS","50874","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Erythrina","falcata","Erythrina falcata","L.P.de Queiroz","2009","01","Fiaschi, P.","427","Brasil","Minas Gerais","Manhuaçu","-42.166667","-20.1",NA,NA,"Beira de Estrada.",NA,"Benth.","2000","08","01",NA,"Estrada de Caratinga para Manhuaçu.","42W10'","20S6'",NA,"HUEFS0050874","HUEFS0050874_01 HUEFS0050874_02",NA,"Rosanae",NA,"820","820",NA,NA
"148","2018-12-03 11:21:58-02","CEPLAC","CEPEC","78937","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","reticulata","Peixotoa reticulata","A. M. Amorim",NA,NA,"A. Gentry","49700","Brasil","Minas Gerais","MANHUAÇU","-42.166667","-20.166667",NA,NA,NA,NA,NA,"1985","01","18",NA,"Entre Manhuaçu e Realeza, a 4Km a E da junção da BR-116 e BR-266.","42W10'","20S10'",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"149","2019-10-15 16:17:21-03","CEPLAC","CEPEC","37366","S","Plantae",NA,NA,"Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","G. Hatschbach",NA,NA,"G. Hatschbach","49394","Brasil","Minas Gerais","MANHUAÇU","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto",NA,"1985","06","14",NA,"Arredores da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/07/1985"
"150","2018-12-03 11:21:46-02","CEPLAC","CEPEC","94594","S","Plantae",NA,NA,"Malpighiaceae","Lophopterys","floribunda","Lophopterys floribunda","G. Hatschbach",NA,NA,"G. Hatschbach","46868","Brasil","Minas Gerais","MANHUAÇU","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto",NA,"1983","10","15",NA,"Arredores da cidade.",NA,NA,NA,NA,NA,NA,NA,"Isótipo",NA,NA,NA,"15/10/1983"
"151","2019-12-09 10:45:58-03","UFSJ","HUFSJ","8287","S","Plantae",NA,NA,"Malpighiaceae","Lophopterys","floribunda","Lophopterys floribunda",NA,NA,NA,"Hatschbach, G; Guimarães, O","46868","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Volúvel, flor amarela.","auto","W.R.Anderson & C.C.Davis","1983","10","15",NA,"Arredores. Orla da mata.",NA,NA,NA,"HUFSJ008287","HUFSJ008287",NA,NA,"isotype",NA,NA,NA,NA
"152","2019-07-02 15:56:01-03","UEM","HUEM","1477","S","Plantae",NA,NA,"Melastomataceae","Trembleya","parviflora","Trembleya parviflora heterostemon","J.J.Wurdack","1986",NA,"Hatschbach, G.; Silva, J.M.","49393","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Arbusto 1,5 m de altura; pétalas alvas, base rosada; filetes rosados, anteras amarelas","auto","(DC.) Cogn.","1985","06","14",NA,"arredores; encostas de morro",NA,NA,NA,"HUEM000007417","HUEM000007417",NA,NA,NA,NA,NA,"heterostemon",NA
"153","2020-03-04 20:43:09-03","UFMG","BHCB-SL","43774","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","submarginalis","Ctenitis submarginalis tenuifolia","Viveros, RS","2015","11","Salino, A; Morais, PO","4415","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Terrestre, no interior de floresta ciliar bem degradada.","auto","(C.Presl) R.S.Viveros","1998","11","21","América","Área da Usina Hidrelétrica de Nova Sinceridade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tenuifolia",NA
"154","2020-03-06 11:04:38-03","UNIRIO","HUNI","2718","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","membranifolia","Banisteriopsis membranifolia","J.J. Silva","2012","02","A.E.H. Salles; Colaboradores","4190","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Material doado pelo HEPH. Árvore. Flor rosa, quando velha,amarela.","auto","(A.Juss.) B.Gates","2006","04","18",NA,"Mata do Sossego.",NA,NA,NA,"HUNI00002718",NA,NA,NA,NA,NA,NA,NA,NA
"155","2017-03-27 17:50:56-03","UnB","UB","176910","S","Plantae","Dicotyledoneae",NA,"Rubiaceae","Palicourea",NA,"Palicourea",NA,NA,NA,"Heringer, EP","11984","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Arbusto 1-2m. Folhas verde-escuro, flácidas. Flores vermelhas, em cachos pendentes.; Mata virgem","auto",NA,"1971","07","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2017-03-27 17:49:57-03","UnB","UB","168651","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia",NA,"Myrcia","Proença, CEB","1982",NA,"Brasília, TCU","609","Brasil","Minas Gerais","Manhuaçu","-42.03","-20.26",NA,NA,"Shrub 1,5m tall, in secondary forest.",NA,NA,"1979","09","20","Southern America","8 km E of Manhuaçu along Belo Horizonte-Vitória","-42.03","-20.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2016-09-19 16:12:53-03","UnB","UB","168924","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","perforata","Myrcia perforata","Faria, JEQ","2013","03","Brasília, TCU","609","Brasil","Minas Gerais","Manhuaçu","-42.03","-20.26",NA,NA,"Shrub 1,5m tall.; In secondary forest.",NA,"O. Berg","1979","09","20","Southern America","8km E of Manhuaçu along Belo Horizonte- Vitória.","-42.03","-20.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
