"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","individualCount","occurrenceRemarks","year","month","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","day","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","dayIdentified","class","typeStatus","relatedCatalogItem","sex"
"47","2019-08-20 10:08:42-03","UNICAMP","UEC","202555","S","Plantae","Magnoliopsida",NA,"Cactaceae","Coleocephalocereus","braunii",NA,"Coleocephalocereus braunii","Diers & Esteves","Olsthoorn, G","2018","10","Olsthoorn, G; Alencar, LD","GO809","Brazil","Espírito Santo","Afonso Cláudio",NA,"Cacto colunar de até 2 metros de altura, levemente decumbente, cephalio cinza amarelado com flores brancas noturnas.; Afloramento de granito","2018","10","Norte da cidade","-41.071667","-20.045833",NA,NA,"30",NA,"-41.071667","-20.045833","592","592",NA,"UEC190713","UEC190713 UEC190713_v01 UEC190713_v02","30",NA,NA,NA,NA
"48","2020-02-10 17:48:52-03","UNICAMP","UEC","110291","S","Plantae","Liliopsida",NA,"Orchidaceae","Cyrtopodium",NA,NA,"Cyrtopodium","R.Br.",NA,NA,NA,"Zappi, DC; Belinello, R; Costa, CB; Aona, LYS","412","Brazil","Espírito Santo","Afonso Claúdio",NA,"Crescendo com Selenicereus setaceus e Pereskia aculeata. Rupícola com pseudo-bulbo amarelada, muito longo, bainha das folhas transformada em espinhos. Flores amarelas.","1999","11","Estrada para Itarana, Sobre pedras, à beira da estrada.","-41.0375","-20.026389",NA,NA,"24",NA,"-41.0375","-20.026389","500","500",NA,"UEC064318","UEC064318",NA,NA,NA,NA,NA
"49","2020-02-10 17:51:38-03","UNICAMP","UEC","110223","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hylocereus","setaceus",NA,"Hylocereus setaceus","(Salm-Dyck ex A.DC.) Bauer","Gonzaga, DR","2015","09","Zappi, DC; Costa, CB; Aona, LYS; Belinello, R","411","Brazil","Espírito Santo","Afonso Claúdio",NA,"Trepadeira em fruto, pericarpelo com tubérculos e espinhos arroxeados.; Sobre árvores, beira da estrada.","1999","11","Estrada para Itarana.","-41.050833","-20.052222",NA,NA,"24",NA,"-41.050833","-20.052222","570","570",NA,"UEC090792","UEC090792","14",NA,NA,NA,NA
"50","2020-02-10 17:51:38-03","UNICAMP","UEC","110292","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","lindbergiana",NA,"Rhipsalis lindbergiana","Schum.","Zappi, DC","1999","12","Zappi, DC; Costa, CB; Aona, LYS; Belinello, R","410","Brazil","Espírito Santo","Afonso Claúdio",NA,"Epífita com pericarpelo creme amarelado, pétalas creme e anteras alvas.; Sobre árvores, beira da estrada.","1999","11","Estrada para Itarana.","-41.050833","-20.052222",NA,NA,"24",NA,"-41.050833","-20.052222","570","570",NA,"UEC090896","UEC090896",NA,NA,NA,NA,NA
"51","2019-08-20 10:07:30-03","UNICAMP","UEC","198980","S","Plantae","Magnoliopsida",NA,"Asteraceae","Wunderlichia","azulensis",NA,"Wunderlichia azulensis","Maguire & G.M.Barroso",NA,NA,NA,"Fernandes, HQB; et al.","3006","Brazil","Espírito Santo","Afonso Claúdio",NA,"Arvoreta 1,2m de altura. Fuste 15cm de DAB. Estéril. Folhas coletadas sobre o solo. Aparentemente morta.; Vegetação rupestre altimontana. Capoeira baixa. Estacas para cultivo no jardim rupestre, MBML.","1990","08","Alto Três Pontões (pico de antena de rádio amador)","-41.033333","-20.344444",NA,NA,"16",NA,"-41.033333","-20.344444","1050","1050",NA,"UEC024566","UEC024566",NA,NA,NA,NA,NA
"52","2019-08-20 10:26:26-03","UNICAMP","UEC","68191","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cestrum",NA,NA,"Cestrum",NA,NA,NA,NA,"Folli, DA","1760","Brazil","Espírito Santo","Afonso Claúdio",NA,"Árvore, mais ou menos 3m de altura e fuste de mais ou menos 1m, DAP 12,4cm, diâmetro da copa de mais ou menos 3m . Com flor branca e botão verde-claro. Fuste cilíndrico e casca áspera.; Floresta de Capoeira.","1992","08",NA,"-41.1239013671875","-20.0741996765137","25110","auto","16",NA,NA,NA,NA,NA,NA,"UEC049480","UEC049480",NA,NA,NA,NA,NA
"53","2020-03-02 11:04:43-03","UNICAMP","UEC","207514","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Clusia","organensis",NA,"Clusia organensis","Planch. & Triana","Alencar, AC","2020","02","Esgario, C; Teixeira, R; Pertel, W","04","Brazil","Espírito Santo","Afonso Claúdio",NA,"Arbusto 4 m, terrestre, heliófila, flores com pétalas viná.",NA,NA,"Brasil, ES, Município de Afonso Cláudio, Três Pontões, 110.","-41.1239013671875","-20.0741996765137","25110","auto",NA,NA,NA,NA,NA,NA,NA,"UEC195320",NA,NA,NA,NA,NA,NA
"54","2019-08-20 10:11:37-03","UNICAMP","UEC","159517","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Pachystroma","longifolium",NA,"Pachystroma longifolium","(Nees) I.M.Johnst.","Cordeiro, I","2015","05","Hatschbach, G; Hatschbach, M; Guimarães, D","55594","Brazil","Espírito Santo","Afonso Claúdio",NA,"Árvore pequena de látex branco.; Mata pluvial da encosta do morro","1991","06","Empossdo.","-41.1239013671875","-20.0741996765137","25110","auto","07",NA,NA,NA,"600","600",NA,"UEC013160","UEC013160",NA,NA,NA,NA,NA
"55","2019-11-06 09:55:23-03","UFOP","OUPR","18796","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","pubescens",NA,"Centrosema pubescens","Benth.","Kassis, A.","1979","05","Zurlo, M.A.","s.n.","Brasil","Espírito Santo","Afonso Claudio",NA,"Capão de mata. Volúvel. Flores róseas","1979","05",NA,"-41.1239013671875","-20.0741996765137","25110","auto","14",NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA
"56","2019-11-19 14:06:47-03","UFRPE","PEUFR","54879","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","floribundus",NA,"Croton floribundus","Spreng.","J.B.J. Blewett","1993","01","D.A. Folli","1528","Brasil","Espírito Santo","Afonso Claúdio",NA,"Árvore com 6m de altura total; copa de 6m; fuste cilíndrico de 3m, CAP do fuste 61,88952; casca áspera; seiva incolor; botão verde; flor verde claro; coordenadas geográficas do município.","1991","12","No barranco da estrada de Afonso Claúdio à Brejetuba","-41.123889","-20.074167",NA,NA,"14",NA,"41º07'26 W","20º04'27S",NA,NA,NA,"PEUFR054879",NA,"25",NA,NA,NA,NA
"57","2020-03-13 17:59:05-03","UFES","VIES","41242","S","Plantae",NA,NA,"Asteraceae","Bidens","pilosa",NA,"Bidens pilosa","L.",NA,NA,NA,"Delarmelina, J. M.; Bernardes, M.",NA,"Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","01",NA,"-41.166111","-20.251944",NA,NA,"14",NA,"41º9'58''W","20º15'7''S",NA,NA,NA,"VIES041242","VIES041242",NA,NA,NA,NA,NA
"58","2020-03-19 11:42:05-03","UFES","VIES","39311","S","Plantae",NA,NA,"Peraceae","Pogonophora","schomburgkiana",NA,"Pogonophora schomburgkiana","Miers ex Benth.","Rocha, D.","2016","11","Julkoski, D.","324","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","11",NA,"-41.22","-19.98",NA,NA,"06",NA,"41º13'12''W","19º58'48''S",NA,NA,NA,"VIES039311","VIES039311","01",NA,NA,NA,NA
"59","2020-03-19 11:42:32-03","UFES","VIES","38259","S","Plantae",NA,NA,"Salicaceae","Casearia","arborea",NA,"Casearia arborea","(Rich.) Urb.","Rocha, D.","2016","02","Julkoski, D.","313","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","11",NA,"-41.1239013671875","-20.0741996765137","25110","auto","06",NA,NA,NA,NA,NA,NA,"VIES038259","VIES038259","23",NA,NA,NA,NA
"60","2020-03-19 11:42:43-03","UFES","VIES","38234","S","Plantae",NA,NA,"Siparunaceae","Siparuna","guianensis",NA,"Siparuna guianensis","Aubl.","Moura, R.","2015","11","Julkoski, D.","322","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","11",NA,"-41.1239013671875","-20.0741996765137","25110","auto","06",NA,NA,NA,NA,NA,NA,"VIES038234","VIES038234","05",NA,NA,NA,NA
"61","2020-03-19 11:42:29-03","UFES","VIES","38219","S","Plantae",NA,NA,"Rubiaceae","Psychotria","vellosiana",NA,"Psychotria vellosiana","Benth.","Moura, R.","2016","01","Julkoski, D.","253","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","11",NA,"-41.1239013671875","-20.0741996765137","25110","auto","07",NA,NA,NA,NA,NA,NA,"VIES038219","VIES038219","18",NA,NA,NA,NA
"62","2020-03-19 11:41:14-03","UFES","VIES","38690","S","Plantae",NA,NA,"Lamiaceae","Hyptidendron","asperrimum",NA,"Hyptidendron asperrimum","(Spreng.) Harley","Moura, R.","2016","01","Julkoski, D.","157","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","12",NA,"-41.1239013671875","-20.0741996765137","25110","auto","08",NA,NA,NA,NA,NA,NA,"VIES038690","VIES038690","30",NA,NA,NA,NA
"63","2019-09-27 18:06:20-03","UFES","VIES","38238","S","Plantae",NA,NA,"Salicaceae","Casearia","javitensis",NA,"Casearia javitensis","Kunth","Moura, R.","2015","10","Julkoski, D.","354","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","11",NA,"-41.1239013671875","-20.0741996765137","25110","auto","12",NA,NA,NA,NA,NA,NA,"VIES038238","VIES038238","15",NA,NA,NA,NA
"64","2020-03-19 11:42:49-03","UFES","VIES","37622","S","Plantae",NA,NA,"Velloziaceae","Vellozia","candida",NA,"Vellozia candida","J.C.Mikan","Mello-Silva, R.",NA,NA,"Menezes, N.L.","723","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"1977","12",NA,"-41.1239013671875","-20.0741996765137","25110","auto","12",NA,NA,NA,NA,NA,NA,"VIES037622","VIES037622",NA,NA,NA,NA,NA
"65","2019-09-27 18:05:05-03","UFES","VIES","38152","S","Plantae",NA,NA,"Lacistemataceae","Lacistema","robustum",NA,"Lacistema robustum","Schnizl.","Moura, R.","2015","11","Julkoski, D.","170","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","11",NA,"-41.1239013671875","-20.0741996765137","25110","auto","07",NA,NA,NA,NA,NA,NA,"VIES038152","VIES038152","18",NA,NA,NA,NA
"66","2020-03-19 11:40:58-03","UFES","VIES","38688","S","Plantae",NA,NA,"Fabaceae","Inga","striata",NA,"Inga striata","Benth.","Moura, R.","2016","11","Julkoski, D.","158","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","10",NA,"-41.1239013671875","-20.0741996765137","25110","auto","31",NA,NA,NA,NA,NA,NA,"VIES038688","VIES038688","05",NA,NA,NA,NA
"67","2019-09-27 18:06:22-03","UFES","VIES","38719","S","Plantae",NA,NA,"Salicaceae","Macrothumia","kuhlmannii",NA,"Macrothumia kuhlmannii","(Sleumer) M.H.Alford","Moura, R.","2016","10","Julkoski, D.","330","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","11",NA,"-41.1239013671875","-20.0741996765137","25110","auto","19",NA,NA,NA,NA,NA,NA,"VIES038719","VIES038719","15",NA,NA,NA,NA
"68","2019-09-27 18:04:31-03","UFES","VIES","38267","S","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","subrotundum",NA,"Erythroxylum subrotundum","A.St.-Hil.","Rocha, D.","2015","12","Julkoski, D.","345","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","11",NA,"-41.1239013671875","-20.0741996765137","25110","auto","06",NA,NA,NA,NA,NA,NA,"VIES038267","VIES038267","17",NA,NA,NA,NA
"69","2019-09-27 18:03:58-03","UFES","VIES","38139","S","Plantae",NA,NA,"Bignoniaceae","Zeyheria","tuberculosa",NA,"Zeyheria tuberculosa","(Vell.) Bureau ex Verl.","Moura, R.","2015","10","Julkoski, D.","363","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2014","11",NA,"-41.1239013671875","-20.0741996765137","25110","auto","14",NA,NA,NA,NA,NA,NA,"VIES038139","VIES038139","29",NA,NA,NA,NA
"70","2020-03-19 11:40:07-03","UFES","VIES","17969","S","Plantae",NA,NA,"Bromeliaceae","Billbergia","leptopoda",NA,"Billbergia leptopoda","L.B.Sm.","Coser, T.S.","2011","06","Zambom, O.; Zambom, O.","254","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"1994","04","Brejetuba.","-41.1239013671875","-20.0741996765137","25110","auto","06",NA,NA,NA,NA,NA,NA,"VIES017969","VIES017969","02",NA,NA,NA,NA
"71","2020-03-19 11:41:57-03","UFES","VIES","17973","S","Plantae",NA,NA,"Orchidaceae","Maxillaria","acicularis",NA,"Maxillaria acicularis","Herb. ex Lindl.","Zambom, O.","1995","11","Zambom, O.; Zambom, A.","177","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"1995","11","Brejetuba.","-41.1239013671875","-20.0741996765137","25110","auto","04",NA,NA,NA,NA,NA,NA,"VIES017973","VIES017973","04",NA,NA,NA,NA
"72","2019-06-27 10:25:37-03","UFES","VIES","23677","S","Plantae",NA,NA,"Melastomataceae","Leandra",NA,NA,"Leandra",NA,NA,NA,NA,"Kollmann, L.; Fontana, A.P.; Kaio, A.B.","9800","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.1239013671875","-20.0741996765137","25110","auto","23",NA,NA,NA,NA,NA,NA,"VIES023677","VIES023677",NA,NA,NA,NA,NA
"73","2020-03-19 11:40:56-03","UFES","VIES","25701","S","Plantae",NA,NA,"Fabaceae","Inga","edulis",NA,"Inga edulis","Mart.","A.P. Chagas","2018","09","Cardoso, W.C.; Borges, W.S.",NA,"Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2015","11","Estrada para Afonso Cláudio.","-41.1239013671875","-20.0741996765137","25110","auto","26",NA,NA,NA,NA,NA,NA,"VIES025701","VIES025701","20",NA,NA,NA,NA
"74","2020-03-19 11:39:33-03","UFES","VIES","39503","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","puniceum",NA,"Hippeastrum puniceum","(Lam.) Kuntze","Dutilh, J.",NA,NA,"Borges, W.S.; Cardoso, W.C.",NA,"Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2015","11","Pedra dos Três Pontões.","-41.1239013671875","-20.0741996765137","25110","auto","26",NA,NA,NA,NA,NA,NA,"VIES039503","VIES039503",NA,NA,NA,NA,NA
"75","2019-06-27 10:25:28-03","UFES","VIES","41541","S","Plantae",NA,NA,"Lythraceae","Cuphea",NA,NA,"Cuphea",NA,NA,NA,NA,"Cardoso, W.C.; Borges, W.S.","411","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2015","11","Pedra dos Três Pontões.","-41.1239013671875","-20.0741996765137","25110","auto","26",NA,NA,NA,NA,NA,NA,"VIES041541","VIES041541",NA,NA,NA,NA,NA
"76","2019-06-27 10:24:11-03","UFES","VIES","24827","S","Plantae",NA,NA,"Asteraceae","Wunderlichia",NA,NA,"Wunderlichia",NA,NA,NA,NA,"Cardoso, W.C.; Borges, W.S.","409","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2015","11","Pedra Três Pontões","-41.1239013671875","-20.0741996765137","25110","auto","26",NA,NA,NA,NA,NA,NA,"VIES024827","VIES024827",NA,NA,NA,NA,NA
"77","2019-09-27 18:03:53-03","UFES","VIES","10374","S","Plantae",NA,NA,"Begoniaceae","Begonia","reniformis",NA,"Begonia reniformis","Dryand.","Kollmann, L.J.C.","2010","11","Kollmann, L.J.C.","12086","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2010","11","Pontões.","-41.1239013671875","-20.0741996765137","25110","auto","10",NA,NA,NA,"800","800",NA,"VIES010374","VIES010374","10",NA,NA,NA,NA
"78","2019-09-27 18:05:29-03","UFES","VIES","19648","S","Plantae",NA,NA,"Myristicaceae","Virola","oleifera",NA,"Virola oleifera","(Schott) A.C. Sm.","Côco, F.D.","2010","10","Côco, F.D.","1","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2010","05","São Roque.","-41.1239013671875","-20.0741996765137","25110","auto","08",NA,NA,NA,NA,NA,NA,"VIES019648","VIES019648","20",NA,NA,NA,NA
"79","2019-06-27 10:25:37-03","UFES","VIES","25988","S","Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"Kollmann, L.; Fontana, A.P.; Labiak, P.; Matos, F.B.","9915","Brasil","Espírito Santo","Afonso Claúdio",NA,NA,"2007","07","Três Pontões.","-41.1239013671875","-20.0741996765137","25110","auto","16",NA,NA,NA,NA,NA,NA,"VIES025988","VIES025988",NA,NA,NA,NA,NA
"80","2019-12-06 14:37:59-03","MBM","MBM","255032","S","Plantae",NA,NA,"Campanulaceae","Lobelia","thapsoidea",NA,"Lobelia thapsoidea","Schott ex Pohl","Coelho, G.P.","2019","08","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71518","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"2000","10","Rio do Peixe","-41.1239013671875","-20.0741996765137","25110","auto","22","Southern America",NA,NA,"900","900",NA,"MBM255032","MBM255032","13",NA,NA,NA,NA
"81","2019-12-06 14:57:30-03","MBM","MBM","261228","S","Plantae",NA,NA,"Lauraceae","Nectandra","hihua",NA,"Nectandra hihua","(Ruiz & Pav.) J.G. Rohwer","Werff, H. van der",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71516","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"2000","10","Rio do Peixe","-41.1239013671875","-20.0741996765137","25110","auto","22","Southern America",NA,NA,NA,NA,NA,"MBM261228","MBM261228",NA,NA,NA,NA,NA
"82","2019-12-06 15:12:15-03","MBM","MBM","146788","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","blackii",NA,"Oxalis blackii","Lourteig","Lourteig, A.","1995",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55581","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"1991","06","Barra do Infância","-41.1239013671875","-20.0741996765137","25110","auto","17","Southern America",NA,NA,"600","600",NA,"MBM146788","MBM146788",NA,NA,"PARATYPE",NA,NA
"83","2019-12-06 14:59:22-03","MBM","MBM","143630","S","Plantae",NA,NA,"Leucodontaceae","Felipponea","montevidensis",NA,"Felipponea montevidensis","(C.M.) Broth.","D. Griffin, I.I.I.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55602","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"1991","06","Barra do Infância","-41.1239013671875","-20.0741996765137","25110","auto","17","Southern America",NA,NA,NA,NA,NA,"MBM143630",NA,NA,NA,NA,NA,NA
"84","2019-12-06 14:46:44-03","MBM","MBM","143675","S","Plantae",NA,NA,"Fabaceae","Camptosema","isopetalum",NA,"Camptosema isopetalum","(Lam.) Taub.","Lewis, G.P.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55584","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,NA,NA,"Barra do Infância","-41.1239013671875","-20.0741996765137","25110","auto",NA,"Southern America",NA,NA,NA,NA,NA,"MBM143675","MBM143675",NA,NA,NA,NA,NA
"85","2019-12-06 15:19:27-03","MBM","MBM","144482","S","Plantae",NA,NA,"Rubiaceae","Rudgea","microcarpa",NA,"Rudgea microcarpa","Muell. Arg.","Smith, S.F.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55588","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,NA,NA,"Empossado","-41.1239013671875","-20.0741996765137","25110","auto",NA,"Southern America",NA,NA,NA,NA,NA,"MBM144482","MBM144482",NA,NA,NA,NA,NA
"86","2019-12-06 15:07:04-03","MBM","MBM","144288","S","Plantae",NA,NA,"Moraceae","Dorstenia","appendiculata",NA,"Dorstenia appendiculata","Miq.","Romaniuc Neto, S.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","55585","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,NA,NA,"Empossado","-41.1239013671875","-20.0741996765137","25110","auto",NA,"Southern America",NA,NA,NA,NA,NA,"MBM144288",NA,NA,NA,NA,NA,NA
"87","2019-12-06 14:54:14-03","MBM","MBM","143640","S","Plantae",NA,NA,"Helicophyllaceae","Helicophyllum","torquatum",NA,"Helicophyllum torquatum","(Hook.) Brid.","D. Griffin, I.I.I.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55605","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"1991","06","Empossado","-41.1239013671875","-20.0741996765137","25110","auto","17","Southern America",NA,NA,NA,NA,NA,"MBM143640",NA,NA,NA,NA,NA,NA
"88","2019-12-06 15:12:22-03","MBM","MBM","146787","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","rhombeo-ovata",NA,"Oxalis rhombeo-ovata","St. Hil.","Lourteig, A.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55593","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,NA,NA,"Empossado","-41.1239013671875","-20.0741996765137","25110","auto",NA,"Southern America",NA,NA,NA,NA,NA,"MBM146787","MBM146787",NA,NA,NA,NA,NA
"89","2019-12-06 14:55:09-03","MBM","MBM","143643","S","Plantae",NA,NA,"Hypnaceae","Chryso-Hypnum","diminutivum",NA,"Chryso-Hypnum diminutivum","(Hampe) Buck","D. Griffin, I.I.I.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55598","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"1991","06","Empossado","-41.1239013671875","-20.0741996765137","25110","auto","17","Southern America",NA,NA,NA,NA,NA,"MBM143643",NA,NA,NA,NA,NA,NA
"90","2019-12-06 15:03:05-03","MBM","MBM","146821","S","Plantae",NA,NA,"Malvaceae","Helicteres","ovata",NA,"Helicteres ovata","Lam.","Cristóbal, C.L.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55578","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,NA,NA,"Empossado","-41.1239013671875","-20.0741996765137","25110","auto",NA,"Southern America",NA,NA,NA,NA,NA,"MBM146821","MBM146821",NA,NA,NA,NA,NA
"91","2019-12-06 14:37:14-03","MBM","MBM","144245","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","fosterianum",NA,"Orthophytum fosterianum","L.B. Smith","Leme, E.M.C.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55580","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"1991","06","Empossado","-41.1239013671875","-20.0741996765137","25110","auto","17","Southern America",NA,NA,NA,NA,NA,"MBM144245","MBM144245",NA,NA,NA,NA,NA
