"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","individualCount","occurrenceRemarks","year","month","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","day","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","dayIdentified","class","typeStatus","relatedCatalogItem","sex"
"199","2017-09-14 11:48:36-03","MBML","MBML-HERBARIO","31228",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","bimarginata",NA,"Eugenia bimarginata",NA,"M. Sobral/2008",NA,NA,"L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9918","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva 1m no sol. Sépalas avermelhadas, estames brancos.","2007","07","Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML031228",NA,NA,NA,NA,NA,NA
"200","2019-03-20 11:14:35-03","MBML","MBML-HERBARIO","52531",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","punicifolia",NA,"Eugenia punicifolia",NA,"K.S. Valdemarin/19-03-2019",NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3381","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto, ca. 3m. Frutos imaturos verdes. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052531",NA,NA,NA,NA,NA,NA
"201","2017-09-14 11:49:19-03","MBML","MBML-HERBARIO","35134",NA,"Plantae",NA,NA,"Orchidaceae","Gomesa","ramosa",NA,"Gomesa ramosa",NA,"T.E.C. Meneguzzo/2017",NA,NA,"C. Esgario; et al","8","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2005","10","Três Pontões","-41.079722","-20.076667",NA,NA,"12",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML035134",NA,NA,NA,NA,NA,NA
"202","2019-03-26 14:33:48-03","MBML","MBML-HERBARIO","31258",NA,"Plantae",NA,NA,"Annonaceae","Guatteria","australis",NA,"Guatteria australis",NA,"A. Lobão/Jan.2010",NA,NA,"L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9916","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arvoreto 6m. Frutos esverdeados.","2007","07","Três Pontões","-41.079722","-20.076667",NA,NA,"16",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML031258","MBML031258",NA,NA,NA,NA,NA
"203","2018-04-02 10:40:33-03","MBML","MBML-HERBARIO","52527",NA,"Plantae",NA,NA,"Orchidaceae","Habenaria","petalodes",NA,"Habenaria petalodes",NA,"A.P. Fontana-18/05/2007",NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3378","Brasil","Espírito Santo","Afonso Cláudio",NA,"Terrestre, meia sombra. Flores verdes. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue. Mata nebular.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052527",NA,NA,NA,NA,NA,NA
"204","2018-01-23 16:46:26-02","MBML","MBML-HERBARIO","52416",NA,"Plantae",NA,NA,"Amaranthaceae","Hebanthe",NA,NA,"Hebanthe",NA,NA,NA,NA,"A. P. Fontana; F.B.Matos, P.Labiak & L.Kollmann","3642","Brasil","Espírito Santo","Afonso Cláudio",NA,"Trepadeira. Botões verdes.","2007","07","Serra Pelada. Pedra dos Três Pontões","-41.039444","-20.076111",NA,NA,"16",NA,"41W2'22","20S4'34","1019","1019",NA,"MBML052416","MBML052416",NA,NA,NA,NA,NA
"205","2019-08-28 15:48:11-03","MBML","MBML-HERBARIO","54132",NA,"Plantae",NA,NA,"Amaranthaceae","Hebanthe",NA,NA,"Hebanthe",NA,NA,NA,NA,"A. P. Fontana; L.Kollmann, P. Labiak & F.Matos","3642","Brasil","Espírito Santo","Afonso Cláudio",NA,"Trepadeira. Botões verdes","2007","07","Serra Pelada. Pedra dos Três Pontões","-41.039444","-20.076111",NA,NA,"16",NA,"41W2'22","20S4'34","1019","1019",NA,"MBML054132","MBML054132",NA,NA,NA,NA,NA
"206","2017-09-14 11:46:05-03","MBML","MBML-HERBARIO","35121",NA,"Plantae",NA,NA,"Heliconiaceae","Heliconia","angusta",NA,"Heliconia angusta",NA,"A.A.S. Mascarenhas/21-09-2016",NA,NA,"C. Esgario; et al","1","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2005","10","Três Pontões","-41.046389","-20.076667",NA,NA,"12",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML035121","MBML035121",NA,NA,NA,NA,NA
"207","2017-09-14 11:41:29-03","MBML","MBML-HERBARIO","31241",NA,"Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","cf. glaucescens",NA,"Hippeastrum cf. glaucescens",NA,"julie dutilh/15-03-2017",NA,NA,"L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9919","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva 50cm no sol. Pétalas vermelhas com base verde.","2007","07","Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML031241","MBML031241",NA,NA,NA,NA,NA
"208","2017-09-14 11:41:29-03","MBML","MBML-HERBARIO","6045",NA,"Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","glaucescens",NA,"Hippeastrum glaucescens",NA,"Julie Dutilh/2012",NA,NA,"H. Q. Boudet Fernandes; et al","2996","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva com bulbo subterrâneo. Sépalas vermelhas com a base esverdeada, campo. Bulbos para cultivo no jardim rupestre, MBML.","1990","08","Alto Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML006045","MBML006045",NA,NA,NA,NA,NA
"209","2020-02-19 14:09:50-03","MBML","MBML-HERBARIO","31252",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis",NA,"Huberia espiritosantensis",NA,"R. Goldenberg/2015",NA,NA,"L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9907","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arvoreto 2,5m no sol. Frutos secos.","2007","07","Três Pontões","-41.079722","-20.076667",NA,NA,"16",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML031252","MBML031252",NA,NA,NA,NA,NA
"210","2020-02-19 14:09:50-03","MBML","MBML-HERBARIO","52615",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis",NA,"Huberia espiritosantensis",NA,"R. Goldenberg/2019",NA,NA,"A. P. Fontana; L.Kollmann, P. Labiak & F.Matos","3644","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto, ca. 3m. Frutos secos.","2007","07","Serra Pelada. Pedra dos Três Pontões.","-41.039444","-20.076111",NA,NA,"16",NA,"41W2'22","20S4'34","1019","1019",NA,"MBML052615","MBML052615",NA,NA,NA,NA,NA
"211","2017-09-14 11:52:11-03","MBML","MBML-HERBARIO","31253",NA,"Plantae",NA,NA,"Verbenaceae","Hyptidendron","asperrimum",NA,"Hyptidendron asperrimum",NA,"G.M. Antar/Abril-2017",NA,NA,"L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9906","Brasil","Espírito Santo","Afonso Cláudio",NA,"Árvore 8m no sol, flores lilás claro.","2007","07","Três Pontões","-41.079722","-20.076667",NA,NA,"16",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML031253",NA,NA,NA,NA,NA,NA
"212","2017-09-14 11:45:49-03","MBML","MBML-HERBARIO","30548",NA,"Plantae",NA,NA,"Gramineae","Ichnanthus",NA,NA,"Ichnanthus",NA,NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9828","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva escandente no sol. Frutos secos.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030548",NA,NA,NA,NA,NA,NA
"213","2017-09-21 14:52:56-03","MBML","MBML-HERBARIO","15003",NA,"Plantae",NA,NA,"Acanthaceae","Justicia",NA,NA,"Justicia",NA,NA,NA,NA,"L. Kollmann","4315","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva 20cm no sol. Flores e brácteas lilás.","2001","08","Lajinha","-41.123889","-20.074444",NA,NA,"05",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML015003","MBML015003",NA,NA,NA,NA,NA
"214","2020-02-11 14:39:37-03","MBML","MBML-HERBARIO","52534",NA,"Plantae",NA,NA,"Cunoniaceae","Lamanonia",NA,NA,"Lamanonia",NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3375","Brasil","Espírito Santo","Afonso Cláudio",NA,"Árvore, ca. 7m. Frutos secos. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052534",NA,NA,NA,NA,NA,NA
"215","2017-09-14 11:52:12-03","MBML","MBML-HERBARIO","30557",NA,"Plantae",NA,NA,"Verbenaceae","Lantana",NA,NA,"Lantana",NA,NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9804","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 2m, escandente. Flores lilás.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030557",NA,NA,NA,NA,NA,NA
"216","2020-02-19 14:09:50-03","MBML","MBML-HERBARIO","31256",NA,"Plantae",NA,NA,"Melastomataceae","Leandra",NA,NA,"Leandra",NA,NA,NA,NA,"L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9915","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 1m no sol. Sépalas amarronzadas, pétalas brancas.","2007","07","Três Pontões","-41.079722","-20.076667",NA,NA,"16",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML031256","MBML031256",NA,NA,NA,NA,NA
"217","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","30692",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","aurea",NA,"Leandra aurea",NA,"M.Reginato & F.A.Michelangeli/18-08-2015",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9810","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 2m no sol. Frutos verdes.","2007","05","Três Pontões","-41.079722","-20.076667",NA,NA,"23",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML030692","MBML030692",NA,NA,NA,NA,NA
"218","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","30694",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","diffusa",NA,"Leandra diffusa",NA,"R. Goldenberg/2015",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9800","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva escandente na meia sombra. Frutos pretos. Planta pilosa.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030694",NA,NA,NA,NA,NA,NA
"219","2020-02-19 14:09:53-03","MBML","MBML-HERBARIO","30691",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","glazioviana",NA,"Leandra glazioviana",NA,"in dupl.: M. Reginato (UPCB)/2015",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9803","Brasil","Espírito Santo","Afonso Cláudio",NA,"Brácteas vermelhas.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030691","MBML030691",NA,NA,NA,NA,NA
"220","2020-02-19 14:09:54-03","MBML","MBML-HERBARIO","30695",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","variabilis",NA,"Leandra variabilis",NA,"R. Goldenberg/2015",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9796","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 2m. Frutos pretos.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030695","MBML030695",NA,NA,NA,NA,NA
"221","2018-04-02 10:39:57-03","MBML","MBML-HERBARIO","52538",NA,"Plantae",NA,NA,"Leguminosae",NA,NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3365","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbustiva, ca. 50cm. Flores amarelas. Fruto marrom. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052538","MBML052538",NA,NA,NA,NA,NA
"222","2018-04-02 10:39:57-03","MBML","MBML-HERBARIO","52542",NA,"Plantae",NA,NA,"Leguminosae",NA,NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3360","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto, ca. 3m. Flores lilás. Frutos pilosos dourados. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052542","MBML052542",NA,NA,NA,NA,NA
"223","2017-09-14 11:44:22-03","MBML","MBML-HERBARIO","6041",NA,"Plantae",NA,NA,"Compositae","Lepidaploa","cotoneaster",NA,"Lepidaploa cotoneaster",NA,"A.M. Teles/VIII-2015",NA,NA,"H. Q. Boudet Fernandes; et al","3001","Brasil","Espírito Santo","Afonso Cláudio",NA,"Sub arbusto 50cm de altura, capítulo lilás. Frutos alvos, campo.","1990","08","Alto Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML006041","MBML006041",NA,NA,NA,NA,NA
"224","2018-01-16 07:34:31-02","MBML","MBML-HERBARIO","31257",NA,"Plantae",NA,NA,"Loasaceae",NA,NA,NA,NA,NA,NA,NA,NA,"L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9917","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva 40cm no sol. Flores verdes.","2007","07","Três Pontões","-41.079722","-20.076667",NA,NA,"16",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML031257","MBML031257",NA,NA,NA,NA,NA
"225","2017-09-14 11:41:49-03","MBML","MBML-HERBARIO","36947",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla",NA,NA,"Mandevilla",NA,NA,NA,NA,"A. P. Fontana; F. Morales & M. Demuner","5698","Brasil","Espírito Santo","Afonso Cláudio",NA,"Trepadeira com látex branco. Flor branca com centro vermelho. Frutos secos.","2008","11","Serra Pelada, Pedra dos Três Pontões","-41.037081","-20.076389",NA,NA,"22",NA,"41W2'13,49","20S4'35","1070","1070",NA,"MBML036947","MBML036947_1 MBML036947_2",NA,NA,NA,NA,NA
"226","2017-09-14 11:41:49-03","MBML","MBML-HERBARIO","36948",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla",NA,NA,"Mandevilla",NA,NA,NA,NA,"A. P. Fontana; F. Morales & M. Demuner","5702","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto, ca. 50cm. Rupícola em parede de rocha granítica vertical. Látex branco. Flores brancos com centro amarelo e base esverdeada.","2008","11","Serra Pelada, Pedra dos Três Pontões","-41.037081","-20.076389",NA,NA,"22",NA,"41W2'13,49","20S4'35","1070","1070",NA,"MBML036948","MBML036948",NA,NA,NA,NA,NA
"227","2017-09-14 11:42:20-03","MBML","MBML-HERBARIO","36946",NA,"Plantae",NA,NA,"Asclepiadaceae","Marsdenia","loniceroides",NA,"Marsdenia loniceroides",NA,"L. Kollmann/17-10-2016",NA,NA,"A. P. Fontana; F. Morales & M. Demuner","5700","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola em parede de rocha granítica vertical. Planta com ca. 20cm. Látex branco. Flores passadas.","2008","11","Serra Pelada, Pedra dos Três Pontões","-41.037081","-20.076389",NA,NA,"22",NA,"41W2'13,49","20S4'35","1070","1070",NA,"MBML036946","MBML036946",NA,NA,NA,NA,NA
"228","2017-09-14 11:49:25-03","MBML","MBML-HERBARIO","36487",NA,"Plantae",NA,NA,"Orchidaceae","Maxillaria","gracilis",NA,"Maxillaria gracilis",NA,"L. Kollmann/24-11-2008",NA,NA,"L. Kollmann; & A.P.Fontana","11327","Brasil","Espírito Santo","Afonso Claudio",NA,"Epífita na meia sombra, sépalas e pétalas amarelas com as mergens vinaceas, labelo amarelos com maculas vinaceas. Floração em cultivo.","2008","11","Três Pontões","-41.046111","-20.076667",NA,NA,"24",NA,"41W2'46","20S4'36",NA,NA,NA,"MBML036487",NA,NA,NA,NA,NA,NA
"229","2018-01-30 15:45:57-02","MBML","MBML-HERBARIO","52467",NA,"Plantae",NA,NA,"Celastraceae","Maytenus",NA,NA,"Maytenus",NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3374","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto, ca. 3m. Frutos imaturos verdes. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052467","MBML052467",NA,NA,NA,NA,NA
"230","2019-08-28 15:48:11-03","MBML","MBML-HERBARIO","54128",NA,"Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; L.Kollmann, P. Labiak & F.Matos","3644","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto, ca. 3m. Frutos secos","2007","07","Serra Pelada. Pedra dos Três Pontões","-41.039444","-20.076111",NA,NA,"16",NA,"41W2'22","20S4'34","1019","1019",NA,"MBML054128","MBML054128_1 MBML054128_2",NA,NA,NA,NA,NA
"231","2020-02-19 14:10:02-03","MBML","MBML-HERBARIO","30693",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","latecrenata",NA,"Miconia latecrenata",NA,"R. Goldenberg/10-07-2007","2007","07","L. Kollmann; A. P. Fontana & Kaio A. Brahim","9794","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arvoreto 4m. Flores brancas.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030693","MBML030693","10",NA,NA,NA,NA
"232","2020-02-19 14:10:02-03","MBML","MBML-HERBARIO","30690",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","paniculata",NA,"Miconia paniculata",NA,"R. Goldenberg/2015",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9798","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 2m no sol. Frutos verdes.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030690","MBML030690",NA,NA,NA,NA,NA
"233","2020-02-19 14:10:04-03","MBML","MBML-HERBARIO","30556",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","pusilliflora",NA,"Miconia pusilliflora",NA,"R. Goldenberg/2008",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9795","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto escandente, flores brancas.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030556","MBML030556",NA,NA,NA,NA,NA
"234","2017-09-14 11:50:24-03","MBML","MBML-HERBARIO","31224",NA,"Plantae",NA,NA,"Polypodiaceae","Microgramma",NA,NA,"Microgramma",NA,NA,NA,NA,"L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9911","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita no sol. Soros marrons.","2007","07","Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML031224","MBML031224",NA,NA,NA,NA,NA
"235","2018-03-14 14:30:35-03","MBML","MBML-HERBARIO","31364",NA,"Plantae",NA,NA,"Polypodiaceae","Microgramma","squamulosa",NA,"Microgramma squamulosa",NA,"F.B. Matos & P.Labiak/VII-2007",NA,NA,"P. Labiak; et al","4138","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2007","07","Serra Pelada, Pedra dos Três Pontões.","-41.079722","-20.076667",NA,NA,"16",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML031364","MBML031364",NA,NA,NA,NA,NA
"236","2017-09-14 11:50:28-03","MBML","MBML-HERBARIO","31362",NA,"Plantae",NA,NA,"Polypodiaceae","Microgramma","vacciniifolia",NA,"Microgramma vacciniifolia",NA,"F.B. Matos & P.Labiak/VII-2007",NA,NA,"P. Labiak; et al","4136","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2007","07","Serra Pelada, Pedra dos Três Pontões.","-41.079722","-20.076667",NA,NA,"16",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML031362","MBML031362",NA,NA,NA,NA,NA
"237","2017-09-14 11:44:22-03","MBML","MBML-HERBARIO","30541",NA,"Plantae",NA,NA,"Compositae","Mikania",NA,NA,"Mikania",NA,NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9809","Brasil","Espírito Santo","Afonso Cláudio",NA,"Liana no sol.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030541",NA,NA,NA,NA,NA,NA
"238","2018-04-02 10:39:51-03","MBML","MBML-HERBARIO","52541",NA,"Plantae",NA,NA,"Compositae","Mikania",NA,NA,"Mikania",NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3361","Brasil","Espírito Santo","Afonso Cláudio",NA,"Trepadeira. Flores brancas. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052541","MBML052541",NA,NA,NA,NA,NA
"239","2017-09-14 11:44:23-03","MBML","MBML-HERBARIO","35532",NA,"Plantae",NA,NA,"Compositae","Mikania","hirsutissima",NA,"Mikania hirsutissima",NA,"C.T. Oliveira/03-10-2012",NA,NA,"M.M. Saavedra; et al","514","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2007","09","Três Pontões","-41.029722","-20.073333",NA,NA,"09",NA,"41W1'47","20S4'24",NA,NA,NA,"MBML035532","MBML035532",NA,NA,NA,NA,NA
"240","2017-09-14 11:44:23-03","MBML","MBML-HERBARIO","31254",NA,"Plantae",NA,NA,"Compositae","Mikania","microdonta",NA,"Mikania microdonta",NA,"C.T. Oliveira/03-10-2012",NA,NA,"L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9914","Brasil","Espírito Santo","Afonso Cláudio",NA,"Liana no sol. Frutos secos.","2007","07","Três Pontões","-41.079722","-20.076667",NA,NA,"16",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML031254","MBML031254",NA,NA,NA,NA,NA
"241","2018-11-23 15:49:08-02","MBML","MBML-HERBARIO","6035",NA,"Plantae",NA,NA,"Rubiaceae","Mitracarpus","strigosus",NA,"Mitracarpus strigosus",NA,"A. Nepomuceno/2018",NA,NA,"H. Q. Boudet Fernandes; et al","3012","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva com pilosidade translúcida, flores brancas.","1990","08","Alto Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML006035",NA,NA,NA,NA,NA,NA
"242","2017-09-14 11:48:44-03","MBML","MBML-HERBARIO","30536",NA,"Plantae",NA,NA,"Myrtaceae","Myrcia","guianensis",NA,"Myrcia guianensis",NA,"M. Sobral/2008",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9807","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 3m no sol. Flores brancas.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030536",NA,NA,NA,NA,NA,NA
"243","2018-01-30 15:46:50-02","MBML","MBML-HERBARIO","21556",NA,"Plantae",NA,NA,"Myrtaceae","Myrcia","laruotteana",NA,"Myrcia laruotteana",NA,"M. L. Kawasaki/2001",NA,NA,"G. Hatschbach; et al","71517","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arvoreta, 3m, flor alva, odorífera. Dos vargedos. Alt.: 900m.","2000","10","Rio do Peixe","-41.123889","-20.074444",NA,NA,"22",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML021556",NA,NA,NA,NA,NA,NA
"244","2017-09-14 11:43:24-03","MBML","MBML-HERBARIO","30526",NA,"Plantae",NA,NA,"Bromeliaceae","Neoregelia","simulans",NA,"Neoregelia simulans",NA,"L. Kollmann/06-07-2007","2007","07","L. Kollmann; A. P. Fontana & Kaio A. Brahim","9818","Brasil","Espírito Santo","Afonso Cláudio",NA,"Saxícola na meia sombra. Folhas verdes, ápice vermelho, base vermelha. Frutos.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030526","MBML030526","06",NA,NA,NA,NA
"245","2017-09-14 11:43:31-03","MBML","MBML-HERBARIO","31418",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","boudetianum",NA,"Orthophytum boudetianum",NA,"Elton M.C. Leme & L. Kollmann/VII-2007",NA,NA,"R. Teixeira; W. Pentel",NA,"Brasil","Espírito Santo","Afonso Cláudio",NA,"Planta rupícola no sol, flores verdes.","2005","08","Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML031418","MBML031418",NA,NA,"PARATIPO",NA,NA
"246","2017-09-14 11:43:31-03","MBML","MBML-HERBARIO","31611",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","boudetianum",NA,"Orthophytum boudetianum",NA,"L. Kollmann/2007",NA,NA,"C. Esgario; et al","15","Brasil","Espírito Santo","Afonso Cláudio",NA,"Herbácea 30cm, terrestre, heliófila, flores cremes.","2005","10","Três Pontões","-41.079722","-20.076667",NA,NA,"12",NA,"41W4'47","20S4'36","1130","1130",NA,"MBML031611","MBML031611",NA,NA,"PARATIPO",NA,NA
