"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","locality","occurrenceRemarks","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","order","infraspecificEpithet","relatedCatalogItem"
"121","2019-11-13 11:30:45-03","USP","SPF","136333","PreservedSpecimen","Plantae",NA,"Rutaceae","Conchocarpus","rubrus","Conchocarpus rubrus","(A.St.-Hil.) Bruniera & Groppo","Pirani, JR","2015",NA,NA,"Tameirão Neto, E","2423","1997","07","10","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","SPF00136333",NA,"auto","Usina Hidrelétrica de Aimorés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-13 11:31:13-03","USP","SPF","136347","PreservedSpecimen","Plantae",NA,"Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Engl.","Tameirão Neto, E",NA,NA,NA,"Tameirão Neto, E","2412","1997","03","26","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","SPF00136347",NA,"auto","Usina Hidrelétrica de Aimorés","Hábito arbóreo.; Floresta Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-13 11:30:52-03","USP","SPF","136343","PreservedSpecimen","Plantae",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Pirani, JR","2002",NA,NA,"Tameirão Neto, E","2424","1997","07","10","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","SPF00136343",NA,"auto","Usina Hidrelétrica de Aimorés, Fazenda Adolfo Shumaker. Floresta semidecidual.","Arbóreo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-10-07 09:22:59-03","UEFS","HUEFS","166884","PreservedSpecimen","Plantae","Angiospermae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","A.Quinet","2006","11",NA,"Luz, A.A.da","218","2004","08","18","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","HUEFS0166884","HUEFS0166884","auto",NA,"Capoeira.",NA,NA,NA,NA,NA,NA,"Magnolianae","Laurales",NA,NA
"125","2020-03-19 10:53:02-03","UEFS","HUEFS","199271","PreservedSpecimen","Plantae","Angiospermae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","artemisiana","Mimosa artemisiana","Heringer & Paula",NA,NA,NA,NA,"Luz, A.A.da","181","2004","04","29","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","HUEFS0199271","HUEFS0199271","auto","Aimorés a Resplendor.",NA,NA,NA,NA,NA,NA,NA,"Rosanae","Fabales",NA,NA
"126","2020-03-19 10:53:21-03","UEFS","HUEFS","196512","PreservedSpecimen","Plantae","Angiospermae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","(Benth.) Brenan","P.G.Ribeiro","2016","07",NA,"Luz, A.A.da","305","2005","11","03","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","HUEFS0196512",NA,"auto","BR- 259",NA,NA,NA,NA,NA,NA,NA,"Rosanae","Fabales",NA,NA
"127","2020-03-19 10:53:34-03","UEFS","HUEFS","199282","PreservedSpecimen","Plantae","Angiospermae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.Lima",NA,NA,NA,NA,"Luz, A.A.da","236","2004","09","29","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","HUEFS0199282",NA,"auto","Correégo a com. Do Rosário.","Capoeirão.",NA,NA,NA,NA,NA,NA,"Rosanae","Fabales",NA,NA
"128","2020-03-19 10:53:21-03","UEFS","HUEFS","198921","PreservedSpecimen","Plantae","Angiospermae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","(Benth.) Brenan","P.G.Ribeiro","2016","07",NA,"Luz, A.A.da","485","2008","02","11","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","HUEFS0198921",NA,"auto","Estrada Corrego Coqueiro 1 Km.",NA,NA,NA,NA,NA,NA,NA,"Rosanae","Fabales",NA,NA
"129","2020-03-19 10:53:35-03","UEFS","HUEFS","208911","PreservedSpecimen","Plantae","Angiospermae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Samanea","inopinata","Samanea inopinata","(Harms) Barneby & J.W.Grimes",NA,NA,NA,NA,"Luz, A.A.da","234","2004","09","29","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","HUEFS0208911",NA,"auto","Estrada Quatituba a com. Rosario. Pasto.",NA,NA,NA,NA,NA,NA,NA,"Rosanae","Fabales",NA,NA
"130","2020-03-19 10:53:38-03","UEFS","HUEFS","198928","PreservedSpecimen","Plantae","Angiospermae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Senegalia","kallunkiae","Senegalia kallunkiae","(J.W.Grimes & Barneby) Seigler & Ebinger","D.S.Seigler & P.G.Ribeiro","2018","02",NA,NA,"6788","2011","08","04","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","HUEFS0198928",NA,"auto","Estrada Tabaúra.",NA,NA,NA,NA,NA,NA,NA,"Rosanae","Fabales",NA,NA
"131","2018-12-03 11:16:42-02","CEPLAC","CEPEC","95796","S","Plantae",NA,"Fabaceae","Dalbergia",NA,"Dalbergia",NA,"Sem Informação",NA,NA,NA,"E. T. Neto","2398","1997","03","26","Brasil","Minas Gerais","itueta","-41.1702995300293","-19.3941993713379","29671",NA,NA,"auto","EHE Aimorés. Fazenda Adolfo Shumaker.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2018-12-03 11:17:15-02","CEPLAC","CEPEC","95776","S","Plantae",NA,"Fabaceae","Machaerium","ovalifolium","Machaerium ovalifolium",NA,"F. L. R. Filardi",NA,NA,NA,"E. T. Neto","2390","1997","03","26","Brasil","Minas Gerais","itueta","-41.1702995300293","-19.3941993713379","29671",NA,NA,"auto","UHE Aimorés.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2008"
"133","2018-12-03 11:17:11-02","CEPLAC","CEPEC","95795","S","Plantae",NA,"Fabaceae","Machaerium","fulvovenosum","Machaerium fulvovenosum",NA,"F. L. R. Filardi",NA,NA,NA,"E. T. Neto","2400","1997","03","26","Brasil","Minas Gerais","itueta","-41.1702995300293","-19.3941993713379","29671",NA,NA,"auto","UHE Aimorés.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2008"
"134","2018-12-03 11:17:11-02","CEPLAC","CEPEC","95777","S","Plantae",NA,"Fabaceae","Machaerium","frutescens","Machaerium frutescens",NA,"F. L. R. Filardi",NA,NA,NA,"E. T. Neto","2382","1997","03","26","Brasil","Minas Gerais","itueta","-41.1702995300293","-19.3941993713379","29671",NA,NA,"auto","UHE Aimorés.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2008"
"135","2018-12-03 11:17:11-02","CEPLAC","CEPEC","95774","S","Plantae",NA,"Fabaceae","Machaerium","brasiliense","Machaerium brasiliense",NA,"F. L. R. Filardi",NA,NA,NA,"E. T. Neto","2417","1997","07","10","Brasil","Minas Gerais","itueta","-41.1702995300293","-19.3941993713379","29671",NA,NA,"auto","UHE Aimorés. Fazenda Adolfo Shumaker.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2008"
"136","2019-10-16 14:11:58-03","UEL","FUEL","34749","PreservedSpecimen","Plantae","Tracheophyta","Leguminosae","Calliandra","harrisii","Calliandra harrisii","(Lindl.) Benth.","Tamashiro, JY","1999","11",NA,"Marcelo Ferreira de Vasconcelos","s.n.","1997","09","14","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","FUEL012787",NA,"auto",NA,"Arbustivo; mata estacional decidual; visitada por beija-flores: Chlorostilbon aureoventris e Amazilia lactea.",NA,NA,NA,NA,NA,NA,NA,"Fabales",NA,NA
"137","2020-03-06 14:26:33-03","UFRGS","ICN","193885","S","Plantae","Dicotyledon","Fabaceae","Abarema","cochliocarpos","Abarema cochliocarpos","(Gomes) Barneby & J. W. Grimes","Folli, DA","2004","09","29","Luz, AA","235","2004","09","29","Brasil","MG","Itueta","-41.1702995300293","-19.3941993713379","29671","ICN00029692",NA,"auto","estrada do Córrego a com. Do Rosário","doação CVRD 8905","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 10:11:22-03","IBt","SP","336852","S","Plantae",NA,"Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","O.Berg","Ribeiro, CL","2019","06","11","Tameirão Neto, E","2386","1997","03","26","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","SP057699","SP057699","auto","Floresta semidecidual.&nf;UHE Aimorés.","Arbóreo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-21 10:11:17-03","IBt","SP","336855","S","Plantae",NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,NA,NA,"Tameirão Neto, E","2416","1997","07","10","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671",NA,NA,"auto","Floresta semidecidual. UHE Aimorés, fazenda Adolfo Shumaker.","Arbóreo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-21 10:09:01-03","IBt","SP","346386","S","Plantae",NA,"Malpighiaceae","Mascagnia",NA,"Mascagnia",NA,"Mamede, MCH","2005","10","26","Tameirão Neto, E","2460","1997","10","28","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","SP019907",NA,"auto","UHE Aimorés, Fazenda Adolfo Schumaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 10:11:35-03","IBt","SP","336870","S","Plantae",NA,"Myrtaceae","Eugenia","myrtifolia","Eugenia myrtifolia","Cambess.","Kawasaki, ML","1999",NA,NA,"Tameirão Neto, E","2451","1997","10","28","Brasil","Minas Gerais","Itueta","-41.1702995300293","-19.3941993713379","29671","SP028173","SP028173","auto","UHE Aimorés, Fazenda Adolfo Schumaker. Floresta semidecidual.","Arbóreo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
