"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","infraspecificEpithet","relatedCatalogItem"
"225","2019-07-29 16:23:23-03","UNESP-RC","HRCB","50995","S","Plantae",NA,NA,"Bixaceae","Bixa","orellana","Bixa orellana","L.","Santos, L.B.","2009","03","Brozek, R.M.","71","1989","02","03",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore (10m); flores cor branca, base dos filetes cor amarela; frutos secos persistentes da floração passada.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"226","2019-07-29 16:23:23-03","UNESP-RC","HRCB","50776","S","Plantae",NA,NA,"Bixaceae","Bixa","orellana","Bixa orellana","L.","Santos, L.B.","2009","03","Brozek, R.M.","85","1989","02","12",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore (10m), flores cor branca, base dos filetes cor amarela.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"227","2019-07-29 16:22:35-03","UNESP-RC","HRCB","50990","S","Plantae",NA,NA,"Annonaceae","Guatteria","odontopetala","Guatteria odontopetala","Mart.","Leitão Filho, H.F.","1990","04","Brozek, R.M.","188","1989","03","03",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore, frutos maduros cor violeta",NA,NA,"26598","auto",NA,NA,"25",NA,NA,NA
"228","2019-07-29 16:23:23-03","UNESP-RC","HRCB","10356","S","Plantae",NA,NA,"Bixaceae","Bixa","orellana","Bixa orellana","L.","Santos, L.B.","2009","03","Brozek, R.M.","71","1989","02","03",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 10m altura, flores cor branca; base filetes amarela; frutos persistentes mais de um ano.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"229","2019-12-15 13:41:17-03","UNESP-RC","HRCB","10323","S","Plantae",NA,NA,"Cucurbitaceae","Momordica","charantia","Momordica charantia","L.","Lombardi, J.A.","2009","03","Brozek, R.M.","129","1989","02","27",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira, flores amarelas",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"230","2019-07-29 16:23:23-03","UNESP-RC","HRCB","10342","S","Plantae",NA,NA,"Bixaceae","Bixa","orellana","Bixa orellana","L.","Santos, L.B.","2009","03","Brozek, R.M.","85","1989","02","12",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore, 10m de altura, flores cor branca, base dos filetes cor amarela.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"231","2019-12-15 13:41:42-03","UNESP-RC","HRCB","10271","S","Plantae",NA,NA,"Euphorbiaceae","Manihot",NA,"Manihot",NA,NA,NA,NA,"Brozek, R.M.","13","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"3,5m de altura; frutos imaturos cor verde; semente cor acinzentada",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"232","2019-12-15 13:41:38-03","UNESP-RC","HRCB","10332","S","Plantae",NA,NA,"Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","Santos, L.B.","2009","03","Brozek, R.M.","109","1989","02","27",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 10 m alt. Cápsula explosiva",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"233","2019-12-15 13:41:42-03","UNESP-RC","HRCB","50988","S","Plantae",NA,NA,"Euphorbiaceae","Maprounea",NA,"Maprounea",NA,NA,NA,NA,"Cesar, O.","111","1989","02","27",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 8m; semente madura verde com arilo vermelho; poucos frutos maduros a cada dia",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"234","2019-12-15 13:40:47-03","UNESP-RC","HRCB","51021","S","Plantae",NA,NA,"Burseraceae","Protium","heptaphyllum","Protium heptaphyllum","(Aubl.) Marchand","Leitão Filho, H.F.","1990","04","Brozek, R.M.","64","1989","02","03",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore(20m); frutos maturos cor violeta-avermelhada; deisecente com exposição da semente envolta por arilo cor branca.",NA,NA,"26598","auto",NA,NA,"25",NA,NA,NA
"235","2019-12-15 13:41:42-03","UNESP-RC","HRCB","10341","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,NA,NA,"Brozek, R.M.","87","1989","02","13",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Plântula de Mandau <ll>dwc_commonname:</ll> Mandau",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"236","2019-07-29 16:23:13-03","UNESP-RC","HRCB","10328","S","Plantae",NA,NA,"Bignoniaceae","Stizophyllum",NA,"Stizophyllum",NA,NA,NA,NA,"Brozek, R.M.","132","1989","02","27",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Cipó, flor cor violácea.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"237","2019-12-15 13:42:00-03","UNESP-RC","HRCB","50989","S","Plantae",NA,NA,"Fabaceae","Inga","subnuda","Inga subnuda subsp.subnuda","Salzm. ex Benth.","Castro, M.A.",NA,NA,"Brozek",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,"subsp.subnuda",NA
"238","2019-12-15 13:40:26-03","UNESP-RC","HRCB","10279","S","Plantae",NA,NA,"Acanthaceae","Mendoncia","velloziana","Mendoncia velloziana","Mart.","Santos, L.B.","2009","03","Brozek, R.M.","28","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Serra da Mantiqueira","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira - flores cor vermelha - frutos imaturos cor verde (quando maduros cor violeta).",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"239","2019-12-15 13:40:26-03","UNESP-RC","HRCB","50780","S","Plantae",NA,NA,"Acanthaceae","Mendoncia","velloziana","Mendoncia velloziana","Mart.","Santos, L.B.","2009","03","Brozek, R.M.","28","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Serra da Mantiqueira","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira - flores cor vermelha - frutos imaturos cor verde (quando maduros cor violeta).",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"240","2019-12-15 13:42:01-03","UNESP-RC","HRCB","10293","S","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P. Lewis & M.P. Lima","Borges, L.M.",NA,NA,"Brozek, R.M.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Casca","Serra da Mantiqueira, Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"241","2019-12-15 13:41:13-03","UNESP-RC","HRCB","10325","S","Plantae",NA,NA,"Convolvulaceae",NA,NA,NA,NA,NA,NA,NA,"Brozek, R.M.","130","1989","02","27",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira (escandente) flores brancas",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"242","2019-12-15 13:41:13-03","UNESP-RC","HRCB","51014","S","Plantae",NA,NA,"Convolvulaceae",NA,NA,NA,NA,NA,NA,NA,"Brozek, R.M.","9","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Cipó; botões florais verdes; flores brancas",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"243","2019-12-15 13:41:09-03","UNESP-RC","HRCB","10330","S","Plantae",NA,NA,"Clusiaceae",NA,NA,NA,NA,NA,NA,NA,"Brozek, R.M.","116","1989","02","27",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 4 m alt., flores cor branca",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"244","2019-12-15 13:41:13-03","UNESP-RC","HRCB","10345","S","Plantae",NA,NA,"Convolvulaceae",NA,NA,NA,NA,NA,NA,NA,"Brozek, R.M.","86","1989","02","12",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira (escandente), flores cor branca",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"245","2019-07-29 16:22:35-03","UNESP-RC","HRCB","30784","S","Plantae",NA,NA,"Apocynaceae",NA,NA,NA,NA,NA,NA,NA,"Brozek, R.M.","37","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda. Serra da Mantiqueira","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Cipó; frutos imaturos cor verde; quando maduros cor levemente amarelada; ramos e frutos imaturos com látex; fr. mat. Até 669 gramas",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"246","2019-12-15 13:41:17-03","UNESP-RC","HRCB","10304","S","Plantae",NA,NA,"Cucurbitaceae",NA,NA,NA,NA,NA,NA,NA,"Brozek, R.M.","41","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Serra da Mantiqueira","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira; frutos maturos pretos",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"247","2019-12-15 13:41:17-03","UNESP-RC","HRCB","10357","S","Plantae",NA,NA,"Cucurbitaceae",NA,NA,NA,NA,NA,NA,NA,"Brozek, R.M.","68","1989","02","03",NA,"Brasil","Minas Gerais","Rio Casca","Serra da Mantiqueira","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira; frutos imaturos cor verde amarelada",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"248","2019-12-15 13:41:17-03","UNESP-RC","HRCB","10336","S","Plantae",NA,NA,"Cucurbitaceae",NA,NA,NA,NA,NA,NA,NA,"Brozek, R.M.","81","1989","02","09",NA,"Brasil","Minas Gerais","Rio Casca","Serra da Mantiqueira","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira; flores rósea, atrativa para borboletas",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"249","2019-12-15 13:41:46-03","UNESP-RC","HRCB","10312","S","Plantae",NA,NA,"Fabaceae","Acacia",NA,"Acacia",NA,NA,NA,NA,"Brozek, R.M.","39","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira, botões florais cor verde, flores cor amarela",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"250","2019-12-15 13:41:46-03","UNESP-RC","HRCB","10329","S","Plantae",NA,NA,"Fabaceae","Acacia",NA,"Acacia",NA,NA,NA,NA,"Brozek, R.M.","134","1989","02","27",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira, botões florais cor verde, flores cor amarela",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"251","2019-12-15 13:41:38-03","UNESP-RC","HRCB","10343","S","Plantae",NA,NA,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.",NA,NA,NA,"Brozek, R.M.","84","1989","02","12",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore, 10m alt. Cápsulas explosivas",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"252","2019-07-29 16:22:47-03","UNESP-RC","HRCB","10306","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata","Willd.","Saka, M.N.","2012","04","Brozek, R.M.","58","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepdeira.",NA,NA,"26598","auto",NA,NA,"19",NA,NA,NA
"253","2019-07-29 16:23:06-03","UNESP-RC","HRCB","10292","S","Plantae",NA,NA,"Bignoniaceae","Arrabidaea",NA,"Arrabidaea",NA,NA,NA,NA,"Brozek, R.M.","153","1989","03","04",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Cipó, flores cor rósea.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"254","2019-07-29 16:22:46-03","UNESP-RC","HRCB","10283","S","Plantae",NA,NA,"Arecaceae","Bactris","setosa","Bactris setosa","Mart.","Almeida-Costa, D.G.","2018","05","Brozek, R.M.","31","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 3m altura - inflorescência cor amarelo claro - frutos imaturos cor verde.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"255","2019-07-29 16:23:08-03","UNESP-RC","HRCB","10315","S","Plantae",NA,NA,"Bignoniaceae","Callichlamys",NA,"Callichlamys",NA,NA,NA,NA,"Brozek, R.M.","112","1989","11","27",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Cipó, flores de cor amarela.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"256","2019-12-15 13:41:13-03","UNESP-RC","HRCB","50778","S","Plantae",NA,NA,"Convolvulaceae","Calycobolus",NA,"Calycobolus",NA,NA,NA,NA,"Brozek, R.M.","97","1989","03","16",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Cipó, flores brancas",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"257","2019-07-29 16:22:25-03","UNESP-RC","HRCB","51022","S","Plantae",NA,NA,"Achariaceae","Carpotroche",NA,"Carpotroche",NA,NA,NA,NA,"Brozek, R.M.","2","1989","03","31",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore (5 m); frutos imaturos cor verde",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"258","2019-12-15 13:40:39-03","UNESP-RC","HRCB","10309","S","Plantae",NA,NA,"Boraginaceae","Cordia",NA,"Cordia",NA,NA,NA,NA,"Brozek, R.M.","57","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Altura 3m. Frutos imaturos cor verde.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"259","2019-12-15 13:41:38-03","UNESP-RC","HRCB","10305","S","Plantae",NA,NA,"Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","Santos, L.B.","2009","03","Brozek, R.M.","38","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 4,5m alt. Frutos imaturos cor verde, cápsula explosiva",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"260","2019-12-15 13:41:40-03","UNESP-RC","HRCB","10284","S","Plantae",NA,NA,"Euphorbiaceae","Croton","rottlerifolius","Croton rottlerifolius","Baill.","Silva, O.L.M.","2017","05","Brozek, R.M.","46","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 5m alt. Frutos imaturos, cor verde, par de nectários avermelhados",NA,NA,"26598","auto",NA,NA,"05",NA,NA,NA
"261","2019-12-15 13:41:25-03","UNESP-RC","HRCB","10289","S","Plantae",NA,NA,"Dilleniaceae","Davilla",NA,"Davilla",NA,NA,NA,NA,"Brozek, R.M.","54","1989","02","02",NA,"Brasil","Minas Gerais","Rio da Casca","Serra da Mantiqueira",NA,NA,NA,NA,NA,"Trepadeira, botões florais cor verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-12-15 13:42:09-03","UNESP-RC","HRCB","10313","S","Plantae",NA,NA,"Lauraceae","Endlicheria","sp.","Endlicheria sp.",NA,NA,NA,NA,"Brozek, R.M.","32","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore, 6,5m de altura. Frutos imaturos cor verde.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"263","2019-12-15 13:42:09-03","UNESP-RC","HRCB","10303","S","Plantae",NA,NA,"Lauraceae","Endlicheria","sp.","Endlicheria sp.",NA,NA,NA,NA,"Brozek, R.M.","102","1989","02","26",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 6m de altura. Frutos imaturos.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"264","2019-12-15 13:41:34-03","UNESP-RC","HRCB","50998","S","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum",NA,"Erythroxylum",NA,NA,NA,NA,"Brozek, R.M.","20","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Arvoreta (3m); frutos maduros vermelhos",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"265","2019-07-29 16:23:10-03","UNESP-RC","HRCB","10316","S","Plantae",NA,NA,"Bignoniaceae","Fridericia",NA,"Fridericia",NA,NA,NA,NA,"Brozek, R.M.","114","1989","11","27",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Cipó; botões cores rosa e branca - flores cor avermelhada.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"266","2019-07-29 16:23:10-03","UNESP-RC","HRCB","10286","S","Plantae",NA,NA,"Bignoniaceae","Fridericia",NA,"Fridericia",NA,NA,NA,NA,"Brozek, R.M.","53","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Cipó, flores cor róseo-esbranquiçadas.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"267","2019-07-29 16:22:33-03","UNESP-RC","HRCB","51019","S","Plantae",NA,NA,"Annonaceae","Guatteria",NA,"Guatteria",NA,NA,NA,NA,"Brozek, R.M.","47","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore (10 m); frutos imaturos cor verde; frutos maduros cor violeta; frutos recobertos por material pulvurulento branco",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"268","2019-12-15 13:42:00-03","UNESP-RC","HRCB","10296","S","Plantae",NA,NA,"Fabaceae","Inga","striata","Inga striata","Benth","Castro, M.A.",NA,NA,"Brozek",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"269","2019-07-29 16:23:10-03","UNESP-RC","HRCB","10267","S","Plantae",NA,NA,"Bignoniaceae","Jacaranda",NA,"Jacaranda",NA,NA,NA,NA,"Brozek, R.M.","7","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 6m altura. Frutos imaturos de cor verde.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"270","2019-12-15 13:41:08-03","UNESP-RC","HRCB","50997","S","Plantae",NA,NA,"Chrysobalanaceae","Licania",NA,"Licania",NA,NA,NA,NA,"Brozek, R.M.","51","1989","03","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore, 10m; frutos imaturos cor creme-esverdeada; maturos creme-amarelados",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"271","2019-12-15 13:41:08-03","UNESP-RC","HRCB","50996","S","Plantae",NA,NA,"Chrysobalanaceae","Licania",NA,"Licania",NA,NA,NA,NA,"Brozek, R.M.","136","1989","03","01",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore, 7m; frutos cor verde-amarelada",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"272","2019-11-13 11:33:01-03","USP","SPF","130375","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.","Lombardi, JA","2014",NA,"Salino, A","3933","1998","02","03",NA,"Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,"SPF00130375",NA,"26598","auto",NA,NA,NA,NA,NA,NA
"273","2019-11-13 11:22:34-03","USP","SPF","136214","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Mendonça Filho, CV","2000","03","Salino, A","3958","1998","02","04",NA,"Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,"SPF00136214",NA,"26598","auto",NA,NA,NA,NA,NA,NA
"274","2019-11-13 11:32:07-03","USP","SPF","130337","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Vignoli-Silva, M","2009","04","Salino, A","3962","1998","02","04",NA,"Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,"SPF00130337",NA,"26598","auto",NA,NA,NA,NA,NA,NA
"275","2019-11-13 11:22:15-03","USP","SPF","136208","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Dalbergia","nigra","Dalbergia nigra","(Vell.) Allemão ex Benth.","Siniscalchi, CM","2011","09","Salino, A","3959","1998","02","04",NA,"Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,"SPF00136208",NA,"26598","auto",NA,NA,NA,NA,NA,NA
"276","2019-10-07 09:22:59-03","UEFS","HUEFS","35895","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees",NA,NA,NA,"Salino, A.","3957","1998","02","03",NA,"Brasil","Minas Gerais","Rio Casca","Área de inudação da Usina Hidrelétricade Jurumirim, às margens do Rio Casca.","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Floresta ciliar.","HUEFS0035895","HUEFS0035895","26598","auto",NA,NA,NA,"Magnolianae",NA,NA
"277","2019-10-07 09:15:56-03","UEFS","HUEFS","229777","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","F.França","2007","01","Salino, A.","3954","1998","02","03",NA,"Brasil","Minas Gerais","Rio Casca","Área de inundação da Usina Hidrelétrica de Jurumirim, às margens do Rio Fasca.","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Floresta ciliar.","HUEFS0229777","HUEFS0229777","26598","auto",NA,NA,NA,"Asteranae",NA,NA
"278","2019-10-07 09:15:56-03","UEFS","HUEFS","229778","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","F.França","2007","01","Salino, A.","3961","1998","02","04",NA,"Brasil","Minas Gerais","Rio Casca","Área de inundação da Usina Hidrelétrica de Jurumirim, às margens do Rio Fasca.","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Floresta ciliar.","HUEFS0229778","HUEFS0229778","26598","auto",NA,NA,NA,"Asteranae",NA,NA
"279","2019-10-07 09:31:37-03","UEFS","HUEFS","201931","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Amorimia","rigida","Amorimia rigida","(A.Juss.) W.R.Anderson","R.F.Almeida","2016","11","Brozek, R.M.","12","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda - Serra da Mantiqueira","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Mata Atlântica de Interior.","HUEFS0201931","HUEFS0201931","26598","auto",NA,NA,NA,"Rosanae",NA,NA
"280","2018-12-03 11:17:12-02","CEPLAC","CEPEC","78969","S","Plantae",NA,NA,"Fabaceae","Machaerium","hirtum","Machaerium hirtum",NA,"F. L. R. Filardi",NA,NA,"A. Salino","3958","1982","02","05",NA,"Brasil","Minas Gerais","rio casca","Área de inundação da Usina Hidreletrica de Jurumirim, marg. do Rio Casca.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,"30/01/2008"
"281","2019-02-27 14:01:49-03","UFSJ","HUFSJ","5342","S","Plantae",NA,NA,"Asteraceae","Wedelia","modesta","Wedelia modesta","Baker","Nakajima, JN","2003","07","Krieger, L","19923","1983","11","20",NA,"Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"Erva ereta, flores amarelo-alarenjadas, em moitas grandes.","HUFSJ005342",NA,"26598","auto",NA,NA,NA,NA,NA,NA
"282","2019-02-27 14:03:15-03","UFSJ","HUFSJ","3648","S","Plantae",NA,NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Sobral, M","2012",NA,"Brozek, RM","26","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda. Mata Atlântica de interior. Serra da Mantiqueira.","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore de 8m, frutos imaturos de cor verde.","HUFSJ003648",NA,"26598","auto",NA,NA,NA,NA,NA,NA
"283","2019-02-27 14:03:15-03","UFSJ","HUFSJ","3647","S","Plantae",NA,NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Sobral, M","2012",NA,"Brozek, RM","60","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda. Mata Atlântica de interior. Serra da Mantiqueira.","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore de 5m, frutos imaturos de cor verde.","HUFSJ003647",NA,"26598","auto",NA,NA,NA,NA,NA,NA
