"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","typeStatus"
"406","2020-01-21 16:15:10-03","USP","SPF","199247","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","ochraceus","Handroanthus ochraceus","(Cham.) Mattos","Luz, AA","26","2004","09","20",NA,"Brasil","Minas Gerais","Aimorés","Pasto.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arborea, 6m de alt. Botões e flores amarelas. Fruto imaturo verde. Seiva incolor.","SPF00199247",NA,"54161","auto","Lohmann, LG","2009",NA,NA,NA,NA,NA,NA,NA
"407","2019-11-13 11:14:27-03","USP","SPF","204181","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Spondias","venulosa","Spondias venulosa","(Engl.) Engl.","Luz, AA","36A","2001","12","06",NA,"Brasil","Minas Gerais","Aimorés","Próximo à sede.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Árvore 8 m. Botão verde; flor branca; fruto maduro amarelo; fruto imaturo verde.; Área plantada.","SPF00204181",NA,"54161","auto","Pirani, JR","2011","01","18",NA,NA,NA,NA,NA
"408","2020-01-17 11:17:05-03","USP","SPF","195192","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Bignonia","sciuripabula","Bignonia sciuripabula","(K.Schum.) L.G.Lohmann","Luz, AA","372","2007","03","20",NA,"Brasil","Minas Gerais","Aimorés","Reserva Natural da CVRD.Estrada Aimorés à Tabaúna.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Porte lenhoso. Forma de vida terrestre. Botão verde e flor roxa. Seiva incolor.; Pasto","SPF00195192",NA,"54161","auto","Lohmann, LG","2009",NA,NA,NA,NA,NA,NA,NA
"409","2019-11-13 11:26:08-03","USP","SPF","147576","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Guarea","guidonia","Guarea guidonia","(L.) Sleumer","Tameirão Neto, E","2393","1997","03","26",NA,"Brasil","Minas Gerais","Aimorés","UHE Aimorés.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"SPF00147576",NA,"54161","auto","Tameirão Neto, E","1997",NA,NA,NA,NA,NA,NA,NA
"410","2020-03-04 18:50:28-03","USP","SPF","160130","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Philyra","brasiliensis","Philyra brasiliensis","Klotzsch","Tameirão Neto, E","2433","1997","10","28",NA,"Brasil","Minas Gerais","Aimorés","UHE Aimorés. Fazenda Sr. Varejão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbóreo.; Floresta semidecidual.","SPF00160130",NA,"54161","auto","Sobral, M","2002",NA,NA,NA,NA,NA,NA,NA
"411","2019-11-13 11:30:45-03","USP","SPF","136334","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","rubrus","Conchocarpus rubrus","(A.St.-Hil.) Bruniera & Groppo","Tameirão Neto, E","2437","1997","10","28",NA,"Brasil","Minas Gerais","Aimorés","Usina Hidrelétrica de Aimorés","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"SPF00136334",NA,"54161","auto","Pirani, JR","2015",NA,NA,NA,NA,NA,NA,NA
"412","2019-10-07 09:27:08-03","UEFS","HUEFS","207870","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","Lima, H.C.de","7620","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","Conceição do Capim. Estrada da Babilonia, Sitio Rio Capim.","-41.226667","-19.549722","41W13'36''","19S32'59''",NA,NA,"HUEFS0207870",NA,NA,NA,NA,NA,NA,NA,"150","150",NA,"Rosanae",NA
"413","2019-10-07 09:27:23-03","UEFS","HUEFS","207881","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Lima, H.C.de","7621","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","Conceição do Capim. Estrada da Babilonia, Sítio Rio Capim.","-41.226667","-19.549722","41W13'36''","19S32'59''",NA,NA,"HUEFS0207881",NA,NA,NA,NA,NA,NA,NA,"130","130",NA,"Rosanae",NA
"414","2019-10-07 09:24:58-03","UEFS","HUEFS","109836","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Senna",NA,"Senna",NA,"Vasconcelos, M.F.","BHCB39983","1997","10","21",NA,"Brasil","Minas Gerais","Aimorés","Pedra do Resplendor.","-41.1","-19.416667","41W6'","19S25'",NA,"Afloramento rochoso.","HUEFS0109836","HUEFS0109836",NA,NA,"A.Calvet","2008","07",NA,NA,NA,NA,"Rosanae",NA
"415","2019-10-07 09:16:36-03","UEFS","HUEFS","176182","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Vitex",NA,"Vitex",NA,"Luz, A.A.da","160","2004","03","02",NA,"Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"Pasto.","HUEFS0176182","HUEFS0176182","54161","auto",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA
"416","2019-10-07 09:25:54-03","UEFS","HUEFS","199270","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","artemisiana","Mimosa artemisiana","Heringer & Paula","Luz, A.A.da","327","2006","05","02",NA,"Brasil","Minas Gerais","Aimorés","Aimorés a C.Capim.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"HUEFS0199270","HUEFS0199270","54161","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"417","2019-10-07 09:27:26-03","UEFS","HUEFS","208930","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","pubescens","Centrosema pubescens","Benth.","Luz, A.A.da","88","2002","11","20",NA,"Brasil","Minas Gerais","Aimorés","Estrada Aimorés à C. do Capim.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Restinga.","HUEFS0208930",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"418","2019-10-07 09:28:06-03","UEFS","HUEFS","209593","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Indigofera","hirsuta","Indigofera hirsuta","L.","Luz, A.A.da","87","2002","11","20",NA,"Brasil","Minas Gerais","Aimorés","Estrada Aimorés à C. Do Capim.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Macega.","HUEFS0209593",NA,"54161","auto","G.P.Lewis","2014","03",NA,NA,NA,NA,"Rosanae",NA
"419","2019-10-07 09:26:24-03","UEFS","HUEFS","208912","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Samanea","inopinata","Samanea inopinata","(Harms) Barneby & J.W.Grimes","Luz, A.A.da","24","2001","09","14",NA,"Brasil","Minas Gerais","Aimorés","Estrada Aroeiras. Pasto.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"HUEFS0208912",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"420","2019-10-07 09:28:27-03","UEFS","HUEFS","209590","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Platymiscium","pubescens","Platymiscium pubescens subsp. pubescens","Micheli","Luz, A.A.da","356","2006","09","15",NA,"Brasil","Minas Gerais","Aimorés","Estrada C. Capim à Tábua. Pasto.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"HUEFS0209590",NA,"54161","auto","L.P.de Queiroz","2018","10",NA,NA,NA,"subsp. pubescens","Rosanae",NA
"421","2019-10-07 09:23:09-03","UEFS","HUEFS","165132","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Ocotea","velutina","Ocotea velutina","(Nees) Rohwer","Luz, A.A.da","201","2004","06","14",NA,"Brasil","Minas Gerais","Aimorés","Estrada da mata para o mirante","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Mata de Tabuleiro","HUEFS0165132","HUEFS0165132","54161","auto",NA,NA,NA,NA,NA,NA,NA,"Magnolianae",NA
"422","2019-10-07 09:26:30-03","UEFS","HUEFS","196527","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Senegalia","loretensis","Senegalia loretensis","(J.F.Macbr.) Seigler & Ebinger","Luz, A.A.da","322","2006","04","04",NA,"Brasil","Minas Gerais","Aimorés","Estrada do Córrego ventureiro.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"HUEFS0196527",NA,"54161","auto","D.S.Seigler & P.G.Ribeiro","2018","02",NA,NA,NA,NA,"Rosanae",NA
"423","2019-10-07 09:19:16-03","UEFS","HUEFS","31544","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Polygonaceae","Ruprechtia","laurifolia","Ruprechtia laurifolia","(Cham. & Schltdl.) A.C.Meyer","Vasconcelos, M.F.",NA,"1997","07","08",NA,"Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Huulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Mata semidecídua.","HUEFS0031544","HUEFS0031544","54161","auto","E.Melo","2014","06",NA,NA,NA,NA,"Caryophyllanae",NA
"424","2019-10-07 09:19:16-03","UEFS","HUEFS","31543","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Polygonaceae","Ruprechtia","laurifolia","Ruprechtia laurifolia","(Cham. & Schltdl.) A.C.Meyer","Vasconcelos, M.F.",NA,"1997","07","08",NA,"Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Huulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Mata semidecídua.","HUEFS0031543","HUEFS0031543","54161","auto","E.Melo","2014","06",NA,NA,NA,NA,"Caryophyllanae",NA
"425","2019-10-07 09:26:24-03","UEFS","HUEFS","199281","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.Lima","Luz, A.A.da","45","2002","02","19",NA,"Brasil","Minas Gerais","Aimorés","Instituto Terra.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"HUEFS0199281",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"426","2019-11-22 16:09:17-03","UEFS","HUEFS","145617","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Ficus","holosericea","Ficus holosericea","Schott",NA,"3797","2001","01","03",NA,"Brasil","Minas Gerais","Aimorés","Instituto Terra.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Pasto. Estrada das Aroeiras.","HUEFS0145617","HUEFS0145617","54161","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"427","2019-11-22 16:07:25-03","UEFS","HUEFS","84052","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","superba","Cordia superba","Cham.",NA,"3794","2001","01","02",NA,"Brasil","Minas Gerais","Aimorés","Instituto Terra. Estrada das Aroeiras, Km 2800","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Capoeirão.","HUEFS0084052","HUEFS0084052","54161","auto",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA
"428","2019-10-07 09:26:12-03","UEFS","HUEFS","196513","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","(Benth.) Brenan","Luz, A.A.da","257","2004","11","16",NA,"Brasil","Minas Gerais","Aimorés","Instituto Terra. Estrada de Divisa.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Capoeirão","HUEFS0196513",NA,"54161","auto","P.G.Ribeiro","2016","07",NA,NA,NA,NA,"Rosanae",NA
"429","2019-10-07 09:12:24-03","UEFS","HUEFS","84051","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","superba","Cordia superba","Cham.","Luz, A.A.da","147","2004","01","26",NA,"Brasil","Minas Gerais","Aimorés","Instituto Terra. Estrada Fundo da Mata.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Capoeirão.","HUEFS0084051","HUEFS0084051","54161","auto",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA
"430","2019-10-07 09:33:29-03","UEFS","HUEFS","214559","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pseudobombax",NA,"Pseudobombax",NA,"Luz, A.A.da","216","2004","08","17",NA,"Brasil","Minas Gerais","Aimorés","Inst. Terra. Estrada Viveiro.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"HUEFS0214559","HUEFS0214559","54161","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"431","2019-10-07 09:36:28-03","UEFS","HUEFS","171731","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Ficus","mariae","Ficus mariae","C.C.Berg, Emygdio & Carauta","Luz, A.A.da","369","2007","02","27",NA,"Brasil","Minas Gerais","Aimorés","Pasto. Estrada Alto Capim a Afonso Claúdio.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"HUEFS0171731","HUEFS0171731","54161","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"432","2019-10-07 09:28:03-03","UEFS","HUEFS","208909","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Glycine","max","Glycine max","(L.) Merr.","Reis, R.","136","2005","11","10",NA,"Brasil","Minas Gerais","Aimorés","Pátio de Aymores linha 3 Km 180+000. Estrada E.F.V.M.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Macega.","HUEFS0208909",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"433","2019-10-07 09:27:23-03","UEFS","HUEFS","30702","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","arenarium","Centrosema arenarium","Benth.","Vasconcelos, M.F.","37909","1997","07","08",NA,"Brasil","Minas Gerais","Aimorés","Pedra da Fazenda do Sr.Olício.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"HUEFS0030702",NA,"54161","auto","L.P.de Queiroz","2001","08",NA,NA,NA,NA,"Rosanae",NA
"434","2019-10-07 09:19:03-03","UEFS","HUEFS","146931","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Luz, A.A.da","170","2004","06","03",NA,"Brasil","Minas Gerais","Aimorés","Procedência: Aimorés. Localização: Instituto Terra. Estrada: Divisa do Inst. Terra.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"HUEFS0146931","HUEFS0146931","54161","auto","E.Melo","2010","03",NA,NA,NA,NA,"Caryophyllanae",NA
"435","2019-10-07 09:17:13-03","UEFS","HUEFS","147681","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","origanoides","Lippia origanoides","Kunth","Fontana, A.P.","914","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Propriedade de Fabiano Ramos.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"HUEFS0147681","HUEFS0147681 HUEFS0147681_e1","54161","auto","I.N.Santana","2018","12",NA,"750","750",NA,"Asteranae",NA
"436","2019-10-07 09:33:26-03","UEFS","HUEFS","166706","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pseudobombax",NA,"Pseudobombax",NA,"Fontana, A.P.","913","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Propriedade de Fabiano Ramos, afloramento rochoso com vegetaçao rupestre.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"HUEFS0166706","HUEFS0166706","54161","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"437","2016-10-10 10:15:41-03","MOBOT","MOBOT_BR","100241606","S","Plantae",NA,NA,"Lauraceae","Ocotea","velutina","Ocotea velutina","(Mart. ex Nees) Rohwer","A. A. da Luz","Luz 201","2004","06","14","South America","Brazil","Minas Gerais","Aimorés",NA,"-41.0639","-19.4958",NA,NA,NA,NA,NA,NA,"54161","auto","H. van der Werff (MO)","2009",NA,NA,NA,NA,NA,NA,NA
"438","2018-12-03 11:14:26-02","CEPLAC","CEPEC","132724","S","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,"A. A. da Luz","35","2001","11","21",NA,"Brasil","Minas Gerais","AIMORÉS","Estrada Aimorés à C. do Capim","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Chapéu-preto",NA,NA,"54161","auto","Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA
"439","2018-12-03 11:16:42-02","CEPLAC","CEPEC","96826","S","Plantae",NA,NA,"Fabaceae","Dalbergia",NA,"Dalbergia",NA,"L. V. Costa",NA,"1978","01","01",NA,"Brasil","Minas Gerais","AIMORÉS","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto","Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA
"440","2019-02-27 14:02:40-03","UFSJ","HUFSJ","2818","S","Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,"Da Luz, AA","54","2002","04","04",NA,"Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"Porte Arbóreo, fruto maduro amarelo, fruto imaturo verde, fuste cilindrica, superficie da cas áspera, altura total 35m, altura da fuste 2m, diâmetro da copa 2m.","HUFSJ002818",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2019-02-27 14:02:40-03","UFSJ","HUFSJ","3105","S","Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,"Da Luz, AA","46","2002","02","20",NA,"Brasil","Minas Gerais","Aimorés","Baixo Guandú à Colatina (via P.Ipiranga).","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Porte arbóreo, fruto maduro vermelho, fruto imaturo verde, fuste cilindrica, superficie da casca áspera, altura total 9m, altura da fuste2m, diâmetro da copa 3m.","HUFSJ003105",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2019-12-20 18:46:35-03","UFSJ","HUFSJ","10967","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","DC.","Luz, AA da","489","2008","03","12",NA,"Brasil","Minas Gerais","Aimorés","Córrego Aventireiro, próximo a fazenda do Sr. Ilvo.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Árboreo com aprox. 7 m de alt. e 2 m de fuste; CAP 40 e diâm. de copa 5; flores amarelas e botões verde claro.","HUFSJ010967",NA,"54161","auto","Folli, DA","2008",NA,NA,NA,NA,NA,NA,NA
"443","2019-12-20 18:46:35-03","UFSJ","HUFSJ","10645","S","Plantae",NA,NA,"Malvaceae","Pseudobombax",NA,"Pseudobombax",NA,"Vervloet, RR; Fontana, AP","2695","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés, Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Árvore de 4m, flores com corda branca, frutos de cor verde, sem folhas.","HUFSJ010645",NA,"54161","auto","Costa, MTR","2018",NA,NA,NA,NA,NA,NA,NA
"444","2019-02-27 14:02:41-03","UFSJ","HUFSJ","2321","S","Plantae",NA,NA,"Myrtaceae","Eugenia","adenantha","Eugenia adenantha","O.Berg","Luz, AA","172","2004","03","17",NA,"Brasil","Minas Gerais","Aimorés","Divisa do Isnt. Terra.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Porte arbóreo, fruto maduro preto, fruto imaturo verde, fuste cilíndrica, casca áspera.","HUFSJ002321",NA,"54161","auto","Sobral, M","2007","02","10",NA,NA,NA,NA,NA
"445","2019-02-27 14:02:53-03","UFSJ","HUFSJ","2857","S","Plantae",NA,NA,"Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia","(Kunth) DC.","Da Luz, AA","59","2002","05","17",NA,"Brasil","Minas Gerais","Aimorés","Instituto Terra.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Porte arbóreo, fruto maduro vermelho, fruto imaturo verde, fuste cilindrica, altura total 7m, altura da fuste 1m, diâmetro da copa 2m.","HUFSJ002857",NA,"54161","auto","Souza, MC","2005","11","22",NA,NA,NA,NA,NA
"446","2019-11-07 11:19:14-03","UFMG","BHCB-SL","130514","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Almeida, TE; Souza, DT; Cota, MMT","1935","2009","05","23","América","Brasil","Minas Gerais","Aimorés","Margens do córrego do Pião, próximo ao rio Manhuaç, Floresta Estacional Semidecidual e brejos","-41.336083","-19.484389","-41.336083","-19.484389",NA,"Erva terrestre a beira de estrada, em brejo",NA,NA,NA,NA,"Almeida, TE","2009","05","23","68","68",NA,NA,NA
"447","2019-11-07 11:19:18-03","UFMG","BHCB-SL","130510","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum",NA,"Almeida, TE; Souza, DT; Cota, MMT","1931","2009","05","23","América","Brasil","Minas Gerais","Aimorés","Margens do córrego do Pião, próximo ao rio Manhuaç, Floresta Estacional Semidecidual e brejos","-41.336083","-19.484389","-41.336083","-19.484389",NA,"Erva terrestre em borda de floresta",NA,NA,NA,NA,NA,NA,NA,NA,"68","68",NA,NA,NA
"448","2019-11-07 11:19:21-03","UFMG","BHCB-SL","130534","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","deflectens","Adiantum deflectens","Mart.","Almeida, TE; Souza, DT; Cota, MMT","1955","2009","05","27","América","Brasil","Minas Gerais","Aimorés","Margens do rio Manhuaçu, Floresta Estacional Semidecidual","-41.383694","-19.560167","-41.383694","-19.560167",NA,"Erva terrestre em borda de estrada no interior de floresta",NA,NA,NA,NA,"Almeida, TE","2010","11","20","185","185",NA,NA,NA
"449","2020-02-11 18:25:30-03","UFMG","BHCB-SL","130532","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","raddiana","Anemia raddiana","Link","Almeida, TE; Souza, DT; Cota, MMT","1953","2009","05","26","América","Brasil","Minas Gerais","Aimorés","Margens do rio Manhuaçu, Floresta Estacional Semidecidual","-41.381194","-19.534639","-41.381194","-19.534639",NA,"Terrestre em barranco a beira de estrada",NA,NA,NA,NA,"Almeida, TE","2009","05","26","190","190",NA,NA,NA
"450","2019-11-07 11:13:58-03","UFMG","BHCB-SL","186354","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa","(Sav.) Sw.","Fraga, CN; Fontana, AP; Kollmann, L; ; Lima, HC de; Gribel, R; Lemes, M","3494","2013","04","12","América","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão., Instituto Terra, propr.Sr.Sebastião Salgado","-41.074444","-19.504722","-41.074444","-19.504722",NA,"Rupícola, heliófila. Folhas verde discolores, soros verde-acastanhados; Área de vegetação nativa sobre rochas. Floresta Estacional Semidecidual em recuperação",NA,NA,NA,NA,"Salino, A","2017","03","07","130","130",NA,NA,NA
