"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","typeStatus"
"116","2019-10-02 15:00:51-03","UFMG","BHCB","37912","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Bougainvillea","spectabilis","Bougainvillea spectabilis","Willd.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-10-02 14:53:26-03","UFMG","BHCB","109093","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Acacia",NA,"Acacia",NA,"Viana, LCS; Maciel, GM","s.n.","2002","03",NA,"Southern America","Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB34696",NA,"54161","auto",NA,"2002",NA,NA,"300","300",NA,NA,NA
"118","2019-10-02 14:54:32-03","UFMG","BHCB","109092","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pseudopiptadenia","bahiana","Pseudopiptadenia bahiana","G.P. Lewis & M.P.Lima","Viana, L C S; Maciel G.M.",NA,"2003","05",NA,"Southern America","Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB049620",NA,"54161","auto",NA,NA,NA,NA,"300","300",NA,NA,NA
"119","2019-10-02 15:05:52-03","UFMG","BHCB","45560","PreservedSpecimen","Plantae","Monocotyledon",NA,"Araceae","Anthurium","coriaceum","Anthurium coriaceum","G.Don","Tameirão Neto, E","s.n.","1997","03","26","Southern America","Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB037076","BHCB037076","54161","auto",NA,"2009","01",NA,NA,NA,NA,NA,NA
"120","2019-10-02 14:51:45-03","UFMG","BHCB","45561","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Coleocephalocereus","fluminensis","Coleocephalocereus fluminensis","(Miq.) Backeb.","Tameirão Neto, E","s.n.","1997","03","26","Southern America","Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-10-02 14:50:56-03","UFMG","BHCB","4952","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Synedrella","nodiflora","Synedrella nodiflora","(L.) Gaertn.","Gonzaga, S","s.n.","1983","08",NA,"Southern America","Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"Invasora. Herbáceo. Planta dada como tóxica (matando gado). Com dois tipos de fruto.",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-10-02 14:48:19-03","UFMG","BHCB","56763","PreservedSpecimen","Plantae","Dicotyledon",NA,"Anacardiaceae","Spondias",NA,"Spondias",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-10-02 15:03:17-03","UFMG","BHCB","56773","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria",NA,"Pouteria",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Pão-com-manteiga",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-10-02 15:03:17-03","UFMG","BHCB","56773","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria",NA,"Pouteria",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Pão-com-manteiga",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-14 18:36:40-03","UFMG","BHCB","56776","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Cnidoscolus","aculeatissimus","Cnidoscolus aculeatissimus","Mart.","Costa, LV","s.n.","2000","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB021131",NA,"54161","auto",NA,"2018",NA,NA,NA,NA,NA,NA,NA
"126","2019-10-02 14:51:40-03","UFMG","BHCB","56782","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Tournefortia",NA,"Tournefortia","L.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Pasto sujo com arbóreas. Arbusto",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-10-02 15:01:16-03","UFMG","BHCB","56765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Peraceae","Pera",NA,"Pera",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Pasto sujo. Arvoreta",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-10-02 14:48:09-03","UFMG","BHCB","109088","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Stenandrium","serpens","Stenandrium serpens",NA,"Vianna, LCS; Maciel, GM","s.n.","2005","02",NA,"Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB044259",NA,"54161","auto",NA,"2017","11",NA,"300","300",NA,NA,NA
"129","2019-10-02 14:51:41-03","UFMG","BHCB","56782","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Tournefortia","rubicunda","Tournefortia rubicunda","Salzm. ex A.DC.","Costa, LV","s.n.","2000","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbusto.; Pasto sujo com arbóreas.","BHCB051148",NA,"54161","auto",NA,"2003","06","10",NA,NA,NA,NA,NA
"130","2019-10-02 14:51:38-03","UFMG","BHCB","56783","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Cordia",NA,"Cordia",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Beira de córrego. Arbusto decumbente",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-10-02 15:08:14-03","UFMG","BHCB","56768","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chloris",NA,"Chloris",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Pasto sujo",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-10-02 14:51:46-03","UFMG","BHCB","56764","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Figueira-do-inferno",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-10-02 15:04:47-03","UFMG","BHCB","56790","PreservedSpecimen","Plantae","Dicotyledon",NA,"Trigoniaceae","Trigonia",NA,"Trigonia",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-10-02 15:04:47-03","UFMG","BHCB","56790","PreservedSpecimen","Plantae","Dicotyledon",NA,"Trigoniaceae","Trigonia",NA,"Trigonia",NA,"Costa, LV","s.n.","2000","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB030334",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-10-02 15:04:47-03","UFMG","BHCB","56789","PreservedSpecimen","Plantae","Dicotyledon",NA,"Trigoniaceae","Trigonia",NA,"Trigonia",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Cipó",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-10-02 15:08:38-03","UFMG","BHCB","56769","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Setaria",NA,"Setaria",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Raposinha, Rabo-de-burro",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-10-02 14:48:09-03","UFMG","BHCB","56778","PreservedSpecimen","Plantae","Dicotyledon",NA,"Achariaceae","Carpotroche","brasiliensis","Carpotroche brasiliensis","(Raddi) Endl.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-10-02 14:56:20-03","UFMG","BHCB","56787","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-10-02 14:48:06-03","UFMG","BHCB","56762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia",NA,"Ruellia","L.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Sub-bosque de capoeira. Arbusto",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-10-02 14:53:11-03","UFMG","BHCB","56781","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Dalechampia",NA,"Dalechampia",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Borda de mata. Arbusto",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-12-16 17:40:50-03","UFMG","BHCB","56762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia",NA,"Ruellia","L.","Costa, LV","s.n.","2000","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbusto.; Sub-bosque de capoeira.","BHCB053203","BHCB053203","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-10-02 14:53:11-03","UFMG","BHCB","56781","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Dalechampia",NA,"Dalechampia",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Borda de mata. Arbusto","BHCB007778",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-01-09 18:28:41-03","UFMG","BHCB","56778","PreservedSpecimen","Plantae","Dicotyledon",NA,"Achariaceae","Carpotroche","brasiliensis","Carpotroche brasiliensis","(Raddi) Endl.","Costa, LV","s.n.","2000","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB000846","BHCB000846","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-10-02 15:01:38-03","UFMG","BHCB","56770","PreservedSpecimen","Plantae","Dicotyledon",NA,"Plumbaginaceae","Plumbago",NA,"Plumbago",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-10-02 14:51:46-03","UFMG","BHCB","56764","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Figueira-do-inferno",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-10-02 15:01:38-03","UFMG","BHCB","56770","PreservedSpecimen","Plantae","Dicotyledon",NA,"Plumbaginaceae","Plumbago",NA,"Plumbago",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-10-02 14:56:20-03","UFMG","BHCB","56787","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya",NA,"Gaya",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-10-02 15:02:51-03","UFMG","BHCB","56774","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Balfourodendron","molle","Balfourodendron molle","(Miq.) Pirani","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-10-02 15:01:31-03","UFMG","BHCB","56788","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper",NA,"Piper","L.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Capoeira. Herbáceo",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-10-02 14:51:29-03","UFMG","BHCB","56784","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Lundia",NA,"Lundia","DC.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-10-02 14:51:38-03","UFMG","BHCB","56783","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Cordia",NA,"Cordia",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Beira de córrego. Arbusto decumbente",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-10-02 14:51:29-03","UFMG","BHCB","56784","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Lundia",NA,"Lundia","DC.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-01-27 18:59:16-03","UFMG","BHCB","56771","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae",NA,NA,NA,"A.Juss.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-12-23 17:49:34-03","UFMG","BHCB","56775","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Dalbergia",NA,"Dalbergia","Lindl.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-12-23 17:49:34-03","UFMG","BHCB","56775","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Dalbergia",NA,"Dalbergia","Lindl.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-01-27 18:59:16-03","UFMG","BHCB","56771","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae",NA,NA,NA,"A.Juss.","Costa, LV","s.n.","2000","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB054032","BHCB054032","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-10-02 14:54:35-03","UFMG","BHCB","56786","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senegalia","velutina","Senegalia velutina","(DC.) Seigler & Ebinger","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB034757",NA,"54161","auto",NA,"2014","07",NA,NA,NA,NA,NA,NA
"158","2019-10-02 14:48:19-03","UFMG","BHCB","56763","PreservedSpecimen","Plantae","Dicotyledon",NA,"Anacardiaceae","Spondias",NA,"Spondias",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-10-02 15:02:59-03","UFMG","BHCB","56785","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia","oblongifolia","Casearia oblongifolia","Cambess.","Costa, LV","s.n.","2000","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Aleja-tropeiro. Com espinhos","BHCB004279",NA,"54161","auto",NA,"2012","07",NA,NA,NA,NA,NA,NA
"160","2019-10-02 15:02:56-03","UFMG","BHCB","56785","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia",NA,"Casearia","Jacq.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Aleja-tropeiro. Com espinhos",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-14 18:36:40-03","UFMG","BHCB","56777","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus",NA,"Costa, LV","s.n.","2000","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB021142",NA,"54161","auto",NA,"2018",NA,NA,NA,NA,NA,NA,NA
"162","2019-10-02 15:08:14-03","UFMG","BHCB","56768","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chloris",NA,"Chloris",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Pasto sujo",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-10-02 15:04:11-03","UFMG","BHCB","57875","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","cordifolium","Solanum cordifolium","Dunal","Costa, LV","s.n.","2000","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB043537",NA,"54161","auto",NA,"2017","08","29",NA,NA,NA,NA,NA
"164","2019-10-02 14:51:19-03","UFMG","BHCB","56780","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Arrabidaea","chica","Arrabidaea chica","(Bonpl.) Verl.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"João-do-rego. Cipó",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-10-02 14:59:40-03","UFMG","BHCB","56772","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus",NA,"Ficus","(Miq.) Miq.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-10-02 14:51:19-03","UFMG","BHCB","56780","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Arrabidaea","chica","Arrabidaea chica","(Bonpl.) Verl.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"João-do-rego. Cipó",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-10-02 14:59:40-03","UFMG","BHCB","56772","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus",NA,"Ficus","(Miq.) Miq.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-10-02 14:49:37-03","UFMG","BHCB","56766","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Blainvillea","biaristata","Blainvillea biaristata","DC.","Costa, LV","s.n.","2000","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Plantas do Brasil. Herbácea, invasora.",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-10-02 15:01:31-03","UFMG","BHCB","56788","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper",NA,"Piper","L.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Capoeira. Herbáceo",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-10-02 15:02:51-03","UFMG","BHCB","56774","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Balfourodendron","molle","Balfourodendron molle","(Miq.) Pirani","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-10-02 14:54:32-03","UFMG","BHCB","56767","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pterocarpus",NA,"Pterocarpus",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-10-02 14:54:32-03","UFMG","BHCB","56767","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pterocarpus",NA,"Pterocarpus",NA,"Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-10-02 15:01:18-03","UFMG","BHCB","56765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.","Costa, LV","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Pasto sujo. Arvoreta","BHCB047273",NA,"54161","auto",NA,"2018",NA,NA,NA,NA,NA,NA,NA
"174","2019-10-02 15:01:51-03","UFMG","BHCB","37920","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygonaceae","Ruprechtia","laurifolia","Ruprechtia laurifolia","(Cham. & Schltdl.) C.A.Mey.",NA,"s.n.","1997","07","08","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Trepadeira; Mata semidecídua","BHCB015604",NA,"54161","auto",NA,"2014","06",NA,NA,NA,NA,NA,NA
"175","2019-10-02 15:02:54-03","UFMG","BHCB","37922","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-10-02 15:01:51-03","UFMG","BHCB","37919","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygonaceae","Ruprechtia","laurifolia","Ruprechtia laurifolia","(Cham. & Schltdl.) C.A.Mey.",NA,"s.n.","1997","07","08","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Trepadeira; Mata semidecídua","BHCB015605",NA,"54161","auto",NA,"2014","06",NA,NA,NA,NA,NA,NA
