"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","recordedBy","recordNumber","year","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","month","day","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","monthIdentified","dayIdentified","individualCount","infraspecificEpithet","class","relatedCatalogItem"
"1","2019-12-16 17:25:45-03","NYBG","NYBG","00924655","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","pithecolobioides","Mimosa pithecolobioides","R. C. Barneby","1997","E. Teixeira","s.n.","1990","South America","Brazil","Minas Gerais","Capelinha","Capelinha","-42.5156","-17.6917","-42.5156","-17.6917","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004923 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00924655","NY00924655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2013-11-22 14:37:46-02","EBDA","BAH","8337","S","Plantae",NA,NA,"Sapindaceae","Matayba",NA,"Matayba",NA,NA,"O.A. Salgado","206","1981",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,"Árvore frequente apresentando botões esverdeados.",NA,NA,"Aubl.","11","09","26339","1000","1000","auto",NA,NA,NA,NA,NA,NA
"3","2019-10-09 11:20:46-03","UFBA","ALCB","24521","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","Barreiro, H","1983","Salgado, OA","212","1981","Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.6","-17.466667","-42.6","-17.466667",NA,"Pequena, comum, apresentando flores brancas e frutos vermelhos.; Solo Arenoso.","ALCB063852",NA,"(Vell.) Ma","11","11",NA,"850","850",NA,"04",NA,NA,NA,NA,NA
"4","2019-10-09 11:24:20-03","UFBA","ALCB","19592","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia","arborea","Casearia arborea","Marquete, R","1998","Silva, FCF da","110","1981","Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.6","-17.716667","-42.6","-17.716667",NA,"comum, com flores esbranquiçadas.; Arbórea Aberta. Solo arenoso.","ALCB042102","ALCB042102","(L.C.Rich.) Urban","11","09",NA,NA,NA,NA,"07",NA,NA,NA,NA,NA
"5","2019-10-09 11:21:27-03","UFBA","ALCB","24520","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","guianensis","Myrcia guianensis","Sobral, M","2012","Salgado, OA","211","1981","Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.6","-17.466667","-42.6","-17.466667",NA,"Comum. Apresentando fruto maduros de cor preta e jovens de cor vermelha.; Solo arenoso.","ALCB058905",NA,"(Aubl.) DC.","11","11",NA,"850","850",NA,"03",NA,NA,NA,NA,NA
"6","2020-02-13 14:13:23-03","MN","R","211557","S","Plantae",NA,NA,"Salicaceae","Casearia",NA,"Casearia",NA,NA,"Silva, F.C.F.","111","1981",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.6","-17.7","42°36'W","17°42'S",NA,NA,NA,NA,NA,"11","09",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA
"7","2020-02-13 14:13:23-03","MN","R","211558","S","Plantae",NA,NA,"Salicaceae","Casearia",NA,"Casearia",NA,NA,"Silva, F.C.F.","110","1981",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.6","-17.716667","42°36'W","17°43'S",NA,NA,NA,NA,NA,"11","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-12-09 08:37:28-03","UFPI","TEPB","9912","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Piptadenia",NA,"Piptadenia",NA,NA,"A .E.Brina",NA,"1991",NA,"Brasil","Minas Gerais","Capelinha","Vale do Jequitinhonha","-42.5158004760742","-17.6914005279541",NA,NA,NA,"Arbóreo 8m Ambiente: Cerrado",NA,NA,NA,"03","21","26339","910","910","auto",NA,NA,NA,NA,NA,NA
"9","2019-08-20 10:12:24-03","UNICAMP","UEC","7554","S","Plantae","Magnoliopsida",NA,"Fabaceae","Camptosema","coriaceum","Camptosema coriaceum","Andrade, JB","1978","Salgado, PR; Paulino, VT","s.n.","1978",NA,"Brazil","Minas Gerais","Capelinha","Rodovia Capelinha a Turmalina, km 38.","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"UEC151140","UEC151140","(Nees & Mart.) Benth.","07","08","26339",NA,NA,"auto","07",NA,NA,NA,NA,NA
"10","2019-10-02 11:34:17-03","UDESC","LUSC","440","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","spectabilis","Senna spectabilis","Silva, A.C. da",NA,"Carlos",NA,"2004",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"LUSC003949","LUSC003949","(DC.) H.S.Irwin & Barneby","12","18","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"11","2019-10-02 11:34:07-03","UDESC","LUSC","5692","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Acosmium",NA,"Acosmium",NA,NA,"M.Brandão","25158",NA,NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"LUSC083601",NA,NA,NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"12","2019-12-06 14:36:00-03","MBM","MBM","145677","S","Plantae",NA,NA,"Bignoniaceae","Pyrostegia","venusta","Pyrostegia venusta","Oliveira, V.L.",NA,"Pedralli, G.; et al.; et al.","447","1989","Southern America","Brazil","Minas Gerais","Capelinha","Capelinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145677","MBM145677","(Ker-Gawl.) Miers","06","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"13","2019-12-06 14:23:37-03","MBM","MBM","145636","S","Plantae",NA,NA,"Acanthaceae","Hygrophila","costata","Hygrophila costata","Oliveira, V.L.","1989","Pedralli, G.; Oliveira, V.L.; Carvalho; Oliveira, V.L.; Carvalho","3067","1989","Southern America","Brazil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145636","MBM145636","Nees","02","15","26339",NA,NA,"auto","07",NA,NA,NA,NA,NA
"14","2019-12-06 14:56:14-03","MBM","MBM","146002","S","Plantae",NA,NA,"Lamiaceae","Hyptis","inodora","Hyptis inodora","Meyer",NA,"Pedralli, G.; et al.; et al.","4323","1989","Southern America","Brazil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM146002","MBM146002","Schrank","06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"15","2019-12-06 14:42:07-03","MBM","MBM","145768","S","Plantae",NA,NA,"Cyperaceae","Scleria","mitis","Scleria mitis","Carvalho",NA,"Pedralli, G.; et al.; et al.","200","1989","Southern America","Brazil","Minas Gerais","Capelinha","Capelinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145768","MBM145768","Berg","02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"16","2019-12-06 14:41:18-03","MBM","MBM","145784","S","Plantae",NA,NA,"Cyperaceae","Cyperus","diffusus","Cyperus diffusus","Carvalho",NA,"Pedralli, G.; et al.; et al.","216","1989","Southern America","Brazil","Minas Gerais","Capelinha","Capelinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145784",NA,"Vahl","02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"17","2019-12-06 14:35:42-03","MBM","MBM","145683","S","Plantae",NA,NA,"Bignoniaceae","Distictella","elongata","Distictella elongata","Ramos, C.B.",NA,"Oliveira, P.; et al.; et al.","s.n.","1989","Southern America","Brazil","Minas Gerais","Capelinha","Capelinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145683","MBM145683","(Vahl) Urb.","02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"18","2019-12-06 14:41:31-03","MBM","MBM","145757","S","Plantae",NA,NA,"Cyperaceae","Eleocharis","debilis","Eleocharis debilis","Meyer, S.T.",NA,"Pedralli, G.; et al.; et al.","3194","1989","Southern America","Brazil","Minas Gerais","Capelinha","Capelinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145757","MBM145757","Kunth","06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"19","2019-12-06 14:36:00-03","MBM","MBM","145678","S","Plantae",NA,NA,"Bignoniaceae","Pyrostegia","venusta","Pyrostegia venusta","Oliveira, V.L.",NA,"Pedralli, G.; et al.; et al.","330","1989","Southern America","Brazil","Minas Gerais","Capelinha","Capelinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145678","MBM145678","(Ker-Gawl.) Miers","06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"20","2019-12-06 14:41:53-03","MBM","MBM","145763","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","exaltata","Rhynchospora exaltata","Meyer, S.T.",NA,"Pedralli, G.; et al.; et al.","3215","1989","Southern America","Brazil","Minas Gerais","Capelinha","Capelinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145763","MBM145763","Kunth","06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"21","2019-12-06 14:41:18-03","MBM","MBM","145783","S","Plantae",NA,NA,"Cyperaceae","Cyperus","diffusus","Cyperus diffusus","Meyer, S.T.",NA,"Pedralli, G.; et al.; et al.","1138","1987","Southern America","Brazil","Minas Gerais","Capelinha","Capelinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145783",NA,"Vahl","02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"22","2019-12-06 15:25:34-03","MBM","MBM","170159","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","emargianta","Vochysia emargianta","Ferrari, L.M.",NA,"Tales","34","1980","Southern America","Brazil","Minas Gerais","Capelinha","Caraça","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM170159","MBM170159","(Vahl) Poir.","04","04","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"23","2019-12-06 14:42:32-03","MBM","MBM","145724","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","multiflora","Dioscorea multiflora","Kirizawa, M.; et al.",NA,"Pedralli, G.; et al.; et al.","4440","1989","Southern America","Brazil","Minas Gerais","Capelinha","Rio Fanado","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145724","MBM145724","Mart. ex Griseb.","06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"24","2019-12-06 15:25:52-03","MBM","MBM","170203","S","Plantae",NA,NA,"Xyridaceae","Xyris","exasperata","Xyris exasperata","Ferrari, J.M.",NA,"Vianna, T.","40","1980","Southern America","Brazil","Minas Gerais","Capelinha","Serra da Caraça","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM170203","MBM170203","Kunth","04","04","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"25","2019-12-06 14:28:49-03","MBM","MBM","145900","S","Plantae",NA,NA,"Asteraceae","Acanthospermum","australe","Acanthospermum australe","Ribas, O.S.",NA,"Pedralli, G.; et al.; et al.","164","1989","Southern America","Brazil","Minas Gerais","Capelinha","Córrego Setubinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145900","MBM145900","(Loefl.) O. Kuntze","02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"26","2019-12-06 15:20:53-03","MBM","MBM","145979","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","marginatum","Chrysophyllum marginatum","Hatschbach, G.",NA,"Pedralli, G.; et al.; et al.","138",NA,"Southern America","Brazil","Minas Gerais","Capelinha","Capelinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145979","MBM145979","(Hook. & Arn.) Radlk.",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"27","2019-12-06 14:41:31-03","MBM","MBM","145758","S","Plantae",NA,NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","Meyer, S.T.",NA,"Pedralli, G.; et al.; et al.","3197","1989","Southern America","Brazil","Minas Gerais","Capelinha","Capelinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MBM145758","MBM145758","(Poir.) Urb.","06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"28","2019-10-02 14:54:44-03","UFMG","BHCB","35817","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"29","2019-10-02 14:53:29-03","UFMG","BHCB","35771","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Andira",NA,"Andira",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"30","2019-10-02 15:01:48-03","UFMG","BHCB","35992","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygonaceae","Coccoloba",NA,"Coccoloba",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"P. Browne",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"31","2019-10-02 15:08:11-03","UFMG","BHCB","36180","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"(Lag.) Chase",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"32","2019-10-02 14:54:22-03","UFMG","BHCB","35733","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","pithecolobioides","Mimosa pithecolobioides",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"33","2019-10-02 15:02:59-03","UFMG","BHCB","35612","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia","mestrensis","Casearia mestrensis",NA,NA,"Teixeira, EM; Brina, AE","s.n.","1990","Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"Sleumer",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"34","2019-10-02 15:08:11-03","UFMG","BHCB","36180","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"(Lag.) Chase",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"35","2019-10-02 14:55:30-03","UFMG","BHCB","34971","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","variabilis","Ocotea variabilis",NA,NA,"Teixeira, EM","s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"Arbórea.",NA,NA,"(Nees) Mez",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"36","2019-10-02 14:55:30-03","UFMG","BHCB","34971","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","variabilis","Ocotea variabilis",NA,NA,"Teixeira, EM","s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"Arbórea.",NA,NA,"(Nees) Mez",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"37","2019-10-02 14:54:44-03","UFMG","BHCB","35817","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"38","2019-10-02 14:53:16-03","UFMG","BHCB","35631","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Maprounea",NA,"Maprounea",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"39","2019-10-02 15:01:40-03","UFMG","BHCB","35911","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Bredemeyera","martiana","Bredemeyera martiana",NA,NA,"Teixeira, EM; Brina, AE","s.n.","1990","Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"Plantas do Brasil. Cerrado. Arvoreta",NA,NA,"A.W.Benn.",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"40","2019-10-02 15:00:26-03","UFMG","BHCB","36064","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","fenzliana","Myrcia fenzliana",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"O.Berg",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"41","2019-10-02 14:55:30-03","UFMG","BHCB","35743","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","variabilis","Ocotea variabilis",NA,NA,"Teixeira, EM; Brina, AE","s.n.","1990","Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"habitat alagado.",NA,NA,"(Nees) Mez",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"42","2019-10-02 14:53:16-03","UFMG","BHCB","35631","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Maprounea",NA,"Maprounea",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"43","2019-10-02 14:54:22-03","UFMG","BHCB","35733","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","pithecolobioides","Mimosa pithecolobioides",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"44","2019-10-02 14:50:08-03","UFMG","BHCB","35652","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha",NA,NA,"Teixeira, EM; Brina, AE","s.n.","1990","Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"Plantas do Brasil.",NA,NA,"(Less.) Cabrera",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"45","2019-10-02 15:02:59-03","UFMG","BHCB","35611","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia","sylvestris","Casearia sylvestris",NA,"2017",NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"Sw.",NA,NA,"26339",NA,NA,"auto","04","18",NA,NA,NA,NA
"46","2019-10-02 15:02:56-03","UFMG","BHCB","35611","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia",NA,"Casearia",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"Jacq.",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"47","2019-10-02 15:00:26-03","UFMG","BHCB","36064","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","fenzliana","Myrcia fenzliana",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"O.Berg",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"48","2019-10-02 14:54:39-03","UFMG","BHCB","36073","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senna","reniformis","Senna reniformis",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"(G.Don) H.S.Irwin & Barneby",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"49","2019-10-02 14:53:29-03","UFMG","BHCB","35771","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Andira",NA,"Andira",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"50","2019-10-02 14:54:39-03","UFMG","BHCB","36073","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senna","reniformis","Senna reniformis",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"(G.Don) H.S.Irwin & Barneby",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"51","2019-10-02 14:55:30-03","UFMG","BHCB","35743","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","variabilis","Ocotea variabilis",NA,NA,"Teixeira, EM; Brina, AE","s.n.","1990","Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"habitat alagado.",NA,NA,"(Nees) Mez",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"52","2019-10-02 15:02:59-03","UFMG","BHCB","35612","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia","mestrensis","Casearia mestrensis",NA,NA,"Teixeira, EM; Brina, AE","s.n.","1990","Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"Sleumer",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"53","2019-10-02 15:01:38-03","UFMG","BHCB","35911","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Bredemeyera",NA,"Bredemeyera",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"54","2019-10-02 15:01:48-03","UFMG","BHCB","35992","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygonaceae","Coccoloba",NA,"Coccoloba",NA,NA,NA,"s.n.",NA,"Southern America","Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,NA,NA,"P. Browne",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"55","2020-03-11 09:01:27-03","URCA","HCDAL","169","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","Barreiro, H.","1983","Salgado, O.A.","212","1981",NA,"Brasil","Minas Gerais","Capelinha","ponto 258","-42.6","-17.466667","-42.6","-17.466667",NA,"Árvore pequena, comum; folha SE.23-X-D; flores brancas; frutos vermelhos. Solo arenoso.; Savana Arbórea Aberta.",NA,NA,"(Vell.) Mart.","11","11",NA,"850","850",NA,"04",NA,NA,NA,NA,NA
"56","2020-03-11 09:00:45-03","URCA","HCDAL","165","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","vacciniifolium","Erythroxylum vacciniifolium","Loiola, M.I.B.","2207","Salgado, O.A.","210","1981",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.6","-17.466667","-42.6","-17.466667",NA,"Arvoreta frequente, apresentando flores esbranquiçadas; solo arenoso.; Savana Arbórea Aberta.",NA,NA,"Mart.","11","11",NA,"850","850",NA,"07","04",NA,NA,NA,NA
"57","2019-05-02 10:55:44-03","IBt","SP-BRYOPHYTA","135507","S","Plantae",NA,NA,"Sematophyllaceae","Sematophyllum","sp.","Sematophyllum sp.",NA,NA,"Vital, D.M.","6512","1976","Southern America","BRASIL","Minas Gerais","Capelinha","Along road Capelinha - Malacacheti","-42.515833","-17.691389","-42.515833","-17.691389",NA,"on base of a thin tree trunk, in a low secondary forest","SP072303",NA,NA,"08","15",NA,"950","950",NA,NA,NA,NA,NA,NA,NA
"58","2019-05-02 10:55:44-03","IBt","SP-BRYOPHYTA","135508","S","Plantae",NA,NA,"Sematophyllaceae","Sematophyllum","sp.","Sematophyllum sp.",NA,NA,"Vital, D.M.","6511","1976","Southern America","BRASIL","Minas Gerais","Capelinha",NA,"-42.515833","-17.691389","-42.515833","-17.691389",NA,"on base of a tree trunk, in a secondary forest, ca. 9 Km E of the town","SP072304",NA,NA,"08","15",NA,"950","950",NA,NA,NA,NA,NA,NA,NA
"59","2019-05-02 10:55:44-03","IBt","SP-BRYOPHYTA","135509","S","Plantae",NA,NA,"Sematophyllaceae","Sematophyllum","sp.","Sematophyllum sp.",NA,NA,"Vital, D.M.","6514","1976","Southern America","BRASIL","Minas Gerais","Capelinha",NA,"-42.515833","-17.691389","-42.515833","-17.691389",NA,"on base of a tree trunk, in a secondary forest, ca. 9 Km E of the town","SP072305",NA,NA,"08","15",NA,"950","950",NA,NA,NA,NA,NA,NA,NA
"60","2019-05-02 10:55:44-03","IBt","SP-BRYOPHYTA","135510","S","Plantae",NA,NA,"Sematophyllaceae","Sematophyllum","sp.","Sematophyllum sp.",NA,NA,"Vital, D.M.","6517","1976","Southern America","BRASIL","Minas Gerais","Capelinha",NA,"-42.515833","-17.691389","-42.515833","-17.691389",NA,"on a fallen tree trunk, in a low secondary forest, ca. 10 Km E of the town","SP072306",NA,NA,"08","15",NA,"950","950",NA,NA,NA,NA,NA,NA,NA
