"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","locality","occurrenceRemarks","phylum","order","recordNumber","continentOcean","preparationType","yearIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","individualCount","typeStatus"
"116","2020-02-13 14:12:55-03","MN","R","10252","S","Plantae","Passifloraceae","Passiflora","cincinnata","Passiflora cincinnata","Mast.","Glaziou, A.F.M.","1882","07","10","Brasil","Minas Gerais","Carandai","-43.8064002990723","-20.9535999298096",NA,NA,"R000010252","R000010252_001","Sacco, J. C.",NA,"Plantas do Brasil Central",NA,NA,"12740",NA,NA,"1963",NA,"23079","auto","07","22",NA,NA,NA,NA,NA,NA
"117","2020-02-13 14:07:35-03","MN","R","152081","S","Plantae","Asteraceae","Stevia","collina","Stevia collina","Gardner","Glaziou, A.F.M.","1884","03","03","Brasil","Minas Gerais","Carandai","-43.8064002990723","-20.9535999298096",NA,NA,"R000152081","R000152081_001",NA,NA,"Plantas do Brasil Central",NA,NA,"15096",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-02-13 14:08:39-03","MN","R","12209","S","Plantae","Convolvulaceae","Evolvulus","sericeus","Evolvulus sericeus","Sw.","Glaziou, A.F.M.","1882","06","09","Brasil","Minas Gerais","Carandai","-43.8064002990723","-20.9535999298096",NA,NA,"R000012209","R000012209_001",NA,NA,"Plantas do Brasil Central",NA,NA,"13475",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-02-13 14:13:29-03","MN","R","11903","S","Plantae","Solanaceae","Solanum","auriculatum","Solanum auriculatum var.angustifolium","Sendtn.","Glaziou, A.F.M.","1880","06","09","Brasil","Minas Gerais","Carandai","-43.8064002990723","-20.9535999298096",NA,NA,"R000011903","R000011903_001",NA,NA,"Plantas do Brasil Central",NA,NA,"13094",NA,NA,NA,"var.angustifolium","23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-02-13 14:11:39-03","MN","R","7900","S","Plantae","Malpighiaceae","Pterandra","pyroidea","Pterandra pyroidea","A. Juss.","Glaziou, A.F.M.","1884","07","28","Brasil","Minas Gerais","Carandai","-43.8064002990723","-20.9535999298096",NA,NA,"R000007900","R000007900_001","Anderson, C.",NA,"Plantas do Brasil Central",NA,NA,"14562",NA,NA,"1997",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-02-13 14:07:35-03","MN","R","151111","S","Plantae","Asteraceae","Struchium","sparganophorum","Struchium sparganophorum","(L.) Kuntze","Glaziou, A.F.M.",NA,NA,NA,"Brasil","Minas Gerais","Carandai","-43.8064002990723","-20.9535999298096",NA,NA,"R000151111","R000151111_001","Esteves, R.L.",NA,NA,NA,NA,"12802",NA,NA,"1993",NA,"23079","auto","03",NA,NA,NA,NA,NA,NA,NA
"122","2020-02-13 14:07:35-03","MN","R","15260","S","Plantae","Asteraceae","Struchium","sparganophorum","Struchium sparganophorum","(L.) Kuntze","Glaziou, A.F.M.","1882","06","04","Brasil","Minas Gerais","Carandai","-43.8064002990723","-20.9535999298096",NA,NA,"R000015260","R000015260_001","Esteves, R.L.",NA,"Plantas do Brasil Central",NA,NA,"12802",NA,NA,"1993",NA,"23079","auto","03",NA,NA,NA,NA,NA,NA,NA
"123","2020-02-13 14:13:15-03","MN","R","74487","S","Plantae","Rhamnaceae","Gouania","colurnaefolia","Gouania colurnaefolia","Reissek","Glaziou, A.F.M.","1867","10","04","Brasil","Minas Gerais","Carandai","-43.8064002990723","-20.9535999298096",NA,NA,"R000074487","R000074487_001","Lima, R.",NA,"Plantas do Brasil Central",NA,NA,"13667",NA,NA,"2002",NA,"23079","auto","05",NA,NA,NA,NA,NA,NA,NA
"124","2020-02-13 14:13:32-03","MN","R","11897","S","Plantae","Solanaceae","Solanum","granuloso-leprosum","Solanum granuloso-leprosum","Dunal","Glaziou, A.F.M.","1880","06","10","Brasil","Minas Gerais","Carandai","-43.8064002990723","-20.9535999298096",NA,NA,"R000011897","R000011897_001",NA,"Ouro Preto","Plantas do Brasil Central",NA,NA,"13095",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-02-13 14:10:40-03","MN","R","8382","S","Plantae","Fabaceae","Neptunia","plena","Neptunia plena","(L.) Benth.","Glaziou, A.F.M.","1882","06","08","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"R000008382","R000008382_001","Windler, D.",NA,"Plantas do Brasil Central",NA,NA,"12637",NA,NA,"1999",NA,"23079","auto","05","24",NA,NA,NA,NA,NA,NA
"126","2020-02-13 14:07:49-03","MN","R","12259","S","Plantae","Boraginaceae","Cordia","chamissoniana","Cordia chamissoniana","Steud.","Glaziou, A.F.M.","1884","11","10","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"R000012259","R000012259_001",NA,NA,"Plantas do Brasil Central",NA,NA,"14144",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-02-13 14:11:40-03","MN","R","7667","S","Plantae","Malvaceae","Pavonia","malacophylla","Pavonia malacophylla","(Link & Otto) Garcke","Glaziou, A.F.M.","1876","03","13","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"R000007667","R000007667_001",NA,NA,"Plantas do Brasil Central",NA,NA,"9655",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-02-13 14:09:36-03","MN","R","102231","S","Plantae","Fabaceae","Cassia","ferruginea","Cassia ferruginea","(Schrad.) Schrad. ex DC.","Michaeli, J.","1915",NA,NA,"Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-02-13 14:09:14-03","MN","R","8517","S","Plantae","Fabaceae","Aeschynomene","parviflora","Aeschynomene parviflora","Micheli","Glaziou, A.F.M.","1876","12","14","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"R000008517","R000008517_001","Rudd,V.E.",NA,"Plantas do Brasil Central",NA,NA,"12573",NA,NA,"1953",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-02-13 14:07:19-03","MN","R","9889","S","Plantae","Araliaceae","Hydrocotyle","hirta","Hydrocotyle hirta","R. Br. ex A. Rich.","Glaziou, A.F.M.","1882","06","10","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"R000009889","R000009889_001",NA,NA,"Plantas do Brasil Central",NA,NA,"13918 a",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-02-13 14:12:59-03","MN","R","11075","S","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Benth.","Glaziou, A.F.M.","1882","06","09","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"R000011075","R000011075_001",NA,NA,"Plantas do Brasil Central",NA,NA,"13105",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-02-13 14:06:25-03","MN","R","60708","S","Plantae","Annonaceae","Guatteria","ouregou","Guatteria ouregou","(Aubl.) Dunal","Glaziou, A.F.M.","1884","05","14","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"R000060708","R000060708_001",NA,NA,"Plantas do Brasil Central",NA,NA,"14466",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:50:29-02","IPA","IPA","24523","S","Plantae","Schizaeaceae","Anemia","raddiana","Anemia raddiana","Link","Duarte, A.P.","1946",NA,NA,"Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IPA0024523",NA,"Mickel, J.T.",NA,NA,"Plantae",NA,"896","Southern America",NA,"1961",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-02-15 11:50:29-02","IPA","IPA","24520","S","Plantae","Schizaeaceae","Anemia","raddiana","Anemia raddiana","Link","Duarte, A.P.","1946","11","20","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IPA0024520",NA,"Mickel, J.T.",NA,NA,"Plantae",NA,"598","Southern America",NA,"1961",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-02-15 11:52:05-02","IPA","IPA","14418","S","Plantae","Vochysiaceae","Qualea","dichotoma","Qualea dichotoma elongata","(Warm.) Stafleu","Duarte, A.P.","1946","11","28","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IPA0014418",NA,"Stafleu","Brejão","Árvore grande, madeira de boa qualidade, dura e muito pesada em capãp de campo alto e seco.","Plantae",NA,"690","Southern America",NA,NA,"elongata","23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-02-15 11:44:56-02","IPA","IPA","20503","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","(L.) DC.","Duarte, A.P.","1946","11","28","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IPA0020503",NA,"Pereira, E.","Brejão",NA,"Plantae",NA,"713","Southern America",NA,"1949",NA,"23079","auto","10","31",NA,NA,NA,NA,NA,NA
"137","2019-02-15 11:50:27-02","IPA","IPA","24477","S","Plantae","Schizaeaceae","Anemia","hirsuta","Anemia hirsuta","(L.) Sw.","Duarte, A.P.","1946","11","28","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IPA0024477",NA,"Leão Barros, I.C.","Brejão",NA,"Plantae",NA,"719","Southern America",NA,"1980",NA,"23079","auto","01","04",NA,NA,NA,NA,NA,NA
"138","2019-02-22 11:44:28-03","IPA","IPA","11812","S","Plantae","Leguminosae-Caes.","Chamaecrista","trachycarpa","Chamaecrista trachycarpa trachycarpa",NA,"Duarte, A.","1946","02","18","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IPA0011812",NA,"Barroso, G.M.","Crespo",NA,"Plantae",NA,"542","Southern America",NA,NA,"trachycarpa","23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-02-15 11:40:27-02","IPA","IPA","28615","S","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","Duarte, A.P.","1952","11","04","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IPA0028615",NA,"Alves Araújo, A.","Margem do Rio Carandaí.","Planta de solo turfoso úmido, arbusto ou subarbusto ca. 1,50-2,50 m de altura.","Plantae",NA,"4306","Southern America",NA,"2011",NA,"23079","auto","05","03",NA,NA,NA,NA,NA,NA
"140","2019-02-15 11:50:27-02","IPA","IPA","24503","S","Plantae","Schizaeaceae","Anemia","hirsuta","Anemia hirsuta","(L.) Sw.","Duarte, A.P.","1946","11","27","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IPA0024503",NA,"Leão Barros, I.C.","Quebra Cambão",NA,"Plantae",NA,"673","Southern America",NA,"1980",NA,"23079","auto","01","04",NA,NA,NA,NA,NA,NA
"141","2019-02-15 11:50:27-02","IPA","IPA","24465","S","Plantae","Schizaeaceae","Anemia","hirsuta","Anemia hirsuta","(L.) Sw.","Duarte, A.P.","1946","11","27","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IPA0024465",NA,"Leão Barros, I.C.","Quebra Cambão",NA,"Plantae",NA,"674","Southern America",NA,"1980",NA,"23079","auto","01","04",NA,NA,NA,NA,NA,NA
"142","2019-02-15 11:50:29-02","IPA","IPA","24469","S","Plantae","Schizaeaceae","Anemia","raddiana","Anemia raddiana","Link","Duarte, A.P.","1947","12","17","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IPA0024469",NA,"Prado, J.","Quebra Cambão",NA,"Plantae",NA,"895","Southern America",NA,"2014",NA,"23079","auto","11","24",NA,NA,NA,NA,NA,NA
"143","2019-07-26 11:40:26-03","IPA","IPA","14443","S","Plantae","Leguminosae-Pap.","Eriosema","glabrum","Eriosema glabrum","Mart. ex Benth.","Duarte, A.P.","1952","10","25","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IPA0014443",NA,NA,"Santa Cecilia","Planta de campo, bastante frequênte, formando pequenos cespedes entre o graminutum","Plantae",NA,"14443","Southern America",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-08-27 13:27:21-03","IAP","PACA-AGP","68801","PreservedSpecimen","Plantae","Compositae","Disynaphia","halimifolia","Disynaphia halimifolia","(DC.) R. M. King & H. Rob.","Duarte","1962","02","15","Brasil","MG","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"PACA068801",NA,"E.K.O. Hattori","Hermilo Alves","Herb. PEL 3534","Magnoliophyta","Asterales","6314",NA,NA,"2010",NA,"23079","auto","04",NA,NA,NA,"Magnoliatae",NA,NA,NA
"145","2020-03-10 08:29:45-03","UFV","VIC","034643","PreservedSpecimen","Plantae","Ochnaceae","Luxemburgia","octandra","Luxemburgia octandra","A.St Hill","Souza, V.C.","2004","12","28","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"VIC034643","VIC034643",NA,NA,"Arbusto de ca de 1 m, flores amarelas.",NA,NA,"30164",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-03-10 08:28:07-03","UFV","VIC","31169","PreservedSpecimen","Plantae","Celastraceae","Maytenus","schumanniana","Maytenus schumanniana","Loes.","Tameirão Neto, E.","2003","11","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"VIC031169","VIC031169","Bival, L.","PCH Bom Jardim, Alto Rio Piranga. Floresta ciliar.","Arbóreo.",NA,NA,"3744",NA,NA,"2013",NA,"23079","auto","11",NA,NA,NA,NA,NA,NA,NA
"147","2020-03-10 08:27:06-03","UFV","VIC","047822","PreservedSpecimen","Plantae","Asteraceae","Calea","cuneifolia","Calea cuneifolia","DC","Duarte, A.P.","1952","10","28","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"VIC047822","VIC047822",NA,"Santa Cecília","Campo anualmente queimado. Forte xilopódios portadores de abundantes fitomelanos,bastante freguente.",NA,NA,"3760",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-03-10 08:29:45-03","UFV","VIC","26347","PreservedSpecimen","Plantae","Onagraceae",NA,NA,NA,NA,"Aqino, L.Â. de","2002","03","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"VIC026347","VIC026347",NA,"Sitio Auino e Filhos",NA,NA,NA,"s.n.",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-03-10 08:28:53-03","UFV","VIC","5550","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","intermedia","Byrsonima intermedia","(A. Juss.) B. Gates","Nascimento, J.H.M.","1978","02","25","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"VIC005550",NA,"Mamede, M.C.H.","Sítio Itacambira","Panta Arbustiva",NA,NA,"5",NA,NA,"1987",NA,"23079","auto","08",NA,NA,NA,NA,NA,NA,NA
"150","2020-03-26 11:48:07-03","UFOPA","HSTM","8034","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","Mota, N.F.O.; Viana, P.L.","2005","07","13","Brasil","Minas Gerais","Carandaí","-43.821111","-20.879167","43º49'16''W","20º52'45''S","HSTM008034","HSTM008034","Mota, N.F.O. & Sobral, M.","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha.",NA,NA,NA,"320",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-21 14:36:16-03","UFJF","CESJ","21326","PreservedSpecimen","Plantae","Fabaceae","Copaifera","eandsdorffii","Copaifera eandsdorffii",NA,"L. Krieger; S.V.M.Sarmento","1986","01","25","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ021326",NA,NA,NA,"árvore regular a grande","Angiosperma",NA,"CESJ21326","América do Sul",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-21 14:40:31-03","UFJF","CESJ","56142","PreservedSpecimen","Plantae","Ochnaceae","Luxemburgia","octandra","Luxemburgia octandra","A. St.-Hil.","V.C. Souza","2004","12","28","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ056142",NA,"R.G.Rhacon",NA,"Arbusto, ca. 1m alt., flores amarelas.","Angiosperma",NA,"30164","América do Sul",NA,"2009",NA,"23079","auto","09","28",NA,NA,NA,NA,NA,NA
"153","2019-11-21 14:54:42-03","UFJF","CESJ","3298","PreservedSpecimen","Plantae","Thelypteridaceae","Goniopteris","lugubris","Goniopteris lugubris","Brade","A.P. Duarte","1946","11","28","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ003298",NA,"A. Salino","Brejão",NA,"Polypodiopsida",NA,"s.n.","América do Sul",NA,"2017",NA,"23079","auto","08",NA,NA,NA,NA,NA,NA,NA
"154","2019-11-21 14:38:54-03","UFJF","CESJ","49073","PreservedSpecimen","Plantae","Malvaceae","Luehea","grandiflora","Luehea grandiflora","Mart. & Zucc.","N.F.O. Mota; P.L. Viana","2005","07","14","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049073",NA,"M.R.M. Silva","Pedra do Sino, BR040, Km 6. Mata da casa.","Árvore de 15m. de alt. no interior de mata , cálice dourado e corola creme.","Angiosperma",NA,"277","América do Sul",NA,"2012",NA,"23079","auto","03",NA,NA,NA,NA,NA,NA,NA
"155","2019-11-21 14:31:49-03","UFJF","CESJ","49061","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","mollis","Elephantopus mollis","Kunth","N.F.O. Mota; P.L. Viana","2006","03","25","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049061",NA,"A.M. Teles","Pedra do Sino Hotel Dazenda, BR 040 Km 6; trilha do Sagui.","Erva terrestre no interior de mata, beira de trilha, área em regeneração.","Angiosperma",NA,"611","América do Sul",NA,"2006",NA,"23079","auto","10",NA,NA,NA,NA,NA,NA,NA
"156","2019-11-21 14:36:30-03","UFJF","CESJ","49029","PreservedSpecimen","Plantae","Fabaceae","Erythrina","falcata","Erythrina falcata","Benth.","N.F.O. Mota; P.L. Viana","2005","07","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049029",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 06: Mata do ibizai.","Árvore de 10m de alt em interior de mata. Flores vermelhas purpuras.","Angiosperma",NA,"303","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 14:36:30-03","UFJF","CESJ","49028","PreservedSpecimen","Plantae","Fabaceae","Erythrina","falcata","Erythrina falcata","Benth.","N.F.O. Mota; J.R. Stehmann","2005","10","02","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049028",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040 Km 06: trilha da Matinha&nf;20º52'57,6S; 43º48'51,7W&nf;Alt. 1000-1200 m.","Árvore na borda de mata. Frutos imaturos verdes.","Angiosperma",NA,"405","América do Sul",NA,"2005",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-21 14:42:51-03","UFJF","CESJ","49068","PreservedSpecimen","Plantae","Poaceae","Panicum","schwackeanum","Panicum schwackeanum","Mez","N.F.O. Mota; P.L. Viana","2005","12","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049068",NA,"P.L. Viana","Pedra do Sino Hotel Fazenda, BR 040 Km 6","Erva terrestre em área brejosa.","Angiosperma",NA,"486","América do Sul",NA,"2007",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-21 14:42:34-03","UFJF","CESJ","51443","PreservedSpecimen","Plantae","Poaceae","Echinolaena","minarum","Echinolaena minarum","(Nees) Pilg.","N.F.O. Mota; P.L. Viana","2005","07","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051443",NA,"P.L. Viana","Pedra do Sino Hotel Fazenda, BR040, Km6, Mata do Bibizai. Alt.:1000-1200 m.m.","Erva escandente com aspecto bambusoide, borda de mata.","Angiosperma",NA,"297","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-21 14:48:52-03","UFJF","CESJ","51437","PreservedSpecimen","Plantae","Violaceae","Anchietea","pyrifolia","Anchietea pyrifolia","(Mart.) G. Don","N.F.O. Mota; J.R. Stehmann","2005","10","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051437",NA,NA,"Pedra do Sino Hotel Fazenda, BR 040 Km 6: Mata do Bugiu. Alt.: 1000-1200m.","Liana em borda de mata.","Angiosperma",NA,"372","América do Sul",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-21 14:33:25-03","UFJF","CESJ","49047","PreservedSpecimen","Plantae","Clusiaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","N.F.O. Mota; P.L. Viana","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049047",NA,"N.F.O. Mota","Pedra do Sino Hotel Fazenda, BR 040, Km 6, na Trilha do Sauá.","Árvore em borda de mata, próximo a lagoa, 2 - 3m alt. Frutos imaturos verdes.","Angiosperma",NA,"90","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-11-21 14:40:19-03","UFJF","CESJ","51447","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","N.F.O. Mota; J.R. Stehmann","2005","10","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051447",NA,"M. Sobral","Pedra do Sino Hotel Fazenda, BR 040 Km 6. Pasto próximo a Mata do Bugiu. Alt.: 1000 - 1200 m.","Árvore de 6,5m de altura. Flores com pétalas cremes, estames cremes e cálice marrom.","Angiosperma",NA,"370","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-11-21 14:46:16-03","UFJF","CESJ","48977","PreservedSpecimen","Plantae","Solanaceae","Solanum","megalochiton","Solanum megalochiton","Mart.","N.F.O. Mota; J.R. Stehmann","2005","06","05","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ048977",NA,NA,"Pedra do Sino Hotel Fazenda, BR 040 Km 6, trilha da Araucária.","Arvoreta de 4 m de altura. Flores com cálice verde, corola branca com nervuras mediana violeta escura.","Angiosperma",NA,"264","América do Sul",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-21 14:36:58-03","UFJF","CESJ","49070","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F. Macbr.","N.F.O. Mota; P.L. Viana","2005","05","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049070",NA,NA,"Pedra do Sino Hotel Fazenda, BR 040, Km 6, Trilha da Mata, atrás do Hotel. Lat.: 20º53'03,2S, Lon.: 43º48'44,8W. Alt.: 1000-1050mm.","Árvore em interior de mata, 10-12m. alt. Frutos verdes imaturos.","Angiosperma",NA,"220","América do Sul",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-21 14:42:51-03","UFJF","CESJ","49077","PreservedSpecimen","Plantae","Poaceae","Parodiophyllochloa","ovulifera","Parodiophyllochloa ovulifera","(Trin.) Zuloaga & Morrone","N.F.O. Mota; P.L. Viana","2005","05","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049077",NA,"R.S. Rodrigues","Pedra do Sino Hotel Fazenda, BR 040 Km 6, trilha da mata atráz do hotel.","Erva terrestre em interior de mata semidecídua, área brejosa.","Angiosperma",NA,"212","América do Sul",NA,"2016",NA,"23079","auto","04","29",NA,NA,NA,NA,NA,NA
"166","2019-11-21 14:42:40-03","UFJF","CESJ","49074","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","pallens","Ichnanthus pallens","(Sw.) Munro ex Benth.","N.F.O. Mota; P.L. Viana","2005","05","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049074",NA,"P.L. Viana","Pedra do Sino Hotel Fazenda, BR 040 Km 6: trilha da mata atráz do hotel.","Erva terrestre em interior de mata semidecídua, área brejosa.","Angiosperma",NA,"204","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-21 14:42:54-03","UFJF","CESJ","49038","PreservedSpecimen","Plantae","Poaceae","Paspalum","corcovadense","Paspalum corcovadense","Raddi","N.F.O. Mota; P.L. Viana","2005","05","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049038",NA,"P.L. Viana","Pedra do Sino Hotel Fazenda, BR 040 Km 6: Trilha da mata atráz do hotel.","Erva terrestre em interior de mata semidecídua, área brejosa.","Angiosperma",NA,"210","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-21 14:42:51-03","UFJF","CESJ","49041","PreservedSpecimen","Plantae","Poaceae","Panicum","penicillatum","Panicum penicillatum","Nees ex Trin.","N.F.O. Mota; P.L. Viana","2005","12","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049041",NA,"P.L. Viana","Pedra do Sino Hotel Fazenda, BR 040 Km 6, Trilha da matinha.","Erva escandente no interior de mata.","Angiosperma",NA,"508","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-11-21 14:42:40-03","UFJF","CESJ","49039","PreservedSpecimen","Plantae","Poaceae","Leersia","ligularis","Leersia ligularis","Trin.","N.F.O. Mota; P.L. Viana","2006","03","25","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ049039",NA,"P.L. Viana","Pedra do Sino Hotel Fazenda, BR 040 Km 6, Trilha da Matinha.","Erva terrestre no interior de mata em borda de trilha.","Angiosperma",NA,"585","América do Sul",NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
