"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","class","monthIdentified","dayIdentified","previousCatalogNumber","infraspecificEpithet","individualCount"
"209","2020-03-09 10:32:31-03","CVRD","CVRD","13038","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","polyneuron","Aspidosperma polyneuron","Müll.Arg.","Alessandro Rapini","2012","Folli, D.A.","6633","2010","06","02","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.350837","-19.194273","-40.350837","-19.194273",NA,"<ll>dwc_commonname:</ll> Peroba sobro","CVRD013038",NA,"140","140",NA,NA,NA,"Magnoliopsida","02","18",NA,NA,NA
"210","2020-03-09 10:32:30-03","CVRD","CVRD","12946","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","Chamaecrista ensiformis","(Vell.) H.S.Irwin & Barneby","Domingos A. Folli","2010","Folli, D.A.","6552","2010","03","03","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.356078","-19.231514","-40.356078","-19.231514",NA,"<ll>dwc_commonname:</ll> Jaúna","CVRD012946",NA,"140","140",NA,NA,NA,"Magnoliopsida","03","03",NA,NA,NA
"211","2020-03-09 10:32:30-03","CVRD","CVRD","12943","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","Domingos A. Folli","2010","Folli, D.A.","6555","2010","03","03","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.355127","-19.231521","-40.355127","-19.231521",NA,"<ll>dwc_commonname:</ll> Copaíba vermelha","CVRD012943",NA,"145","145",NA,NA,NA,"Magnoliopsida","03","03",NA,NA,NA
"212","2020-03-09 10:32:30-03","CVRD","CVRD","12947","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Deguelia","costata","Deguelia costata","(Benth.) A.M.G.Azevedo & R.A.Camargo","Geovane S. Siqueira","2015","Folli, D.A.","6551","2010","03","03","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.356078","-19.231514","-40.356078","-19.231514",NA,"Mata de altitude <ll>dwc_commonname:</ll> Óleo baio","CVRD012947",NA,NA,NA,NA,NA,NA,"Magnoliopsida","03","04",NA,NA,NA
"213","2020-03-09 10:32:24-03","CVRD","CVRD","13068","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ebenaceae","Diospyros","capreifolia","Diospyros capreifolia","Mart. ex Hiern","Domingos A. Folli","2010","Folli, D.A.","6640","2010","07","15","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.347203","-19.224559","-40.347203","-19.224559",NA,"Córrego primavera <ll>dwc_commonname:</ll> Caqui da mata","CVRD013068","CVRD013068",NA,NA,NA,NA,NA,"Magnoliopsida","07","15",NA,NA,NA
"214","2020-03-09 10:33:02-03","CVRD","CVRD","13451","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","elata","Dorstenia elata","Hook.",NA,NA,"Folli, D.A.","6796","2011","09","24","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.356258","-19.222134","-40.356258","-19.222134",NA,"<ll>dwc_commonname:</ll> Caiapiá-grande","CVRD013451",NA,"121","121",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"215","2020-03-09 10:33:01-03","CVRD","CVRD","12537","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","magnifica","Eugenia magnifica","Spring ex Mart.","Jair E. Q. Faria & G.S. Siqueira","2011","Folli, D.A.","6419","2009","09","19","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.319884","-19.224406","-40.319884","-19.224406",NA,"Propriedade Santo Carminatt. <ll>dwc_commonname:</ll> Jambo selvagem","CVRD012537",NA,"129","129",NA,NA,NA,"Magnoliopsida","05","19",NA,NA,NA
"216","2020-01-31 11:25:19-03","CVRD","CVRD","14718","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","sp.","Eugenia sp.",NA,NA,NA,"J.E.Q. Faria","2534","2012","04","01","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.37","-19.155833","40°22'12W","19°09'21S",NA,"Duplicatas: CVRD, HUEG, K, HUFSJ, UB <ll>dwc_commonname:</ll> Batinga folha redonda","CVRD014718",NA,"222","222",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"217","2020-03-09 10:33:02-03","CVRD","CVRD","12948","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Kunth","Domingos A. Folli","2010","Folli, D.A.","6550","2010","03","03","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.356078","-19.231514","-40.356078","-19.231514",NA,"<ll>dwc_commonname:</ll> Ficus andréia","CVRD012948",NA,"145","145",NA,NA,NA,"Magnoliopsida","03","03",NA,NA,NA
"218","2020-03-09 10:33:05-03","CVRD","CVRD","12539","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","laxiflora","Galipea laxiflora","Engl.","José R. Pirani","2011","Folli, D.A.","6421","2009","09","19","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.319884","-19.224406","-40.319884","-19.224406",NA,"Propriedade Santo Carminatt. <ll>dwc_commonname:</ll> Grumarim","CVRD012539",NA,"129","129",NA,NA,NA,"Magnoliopsida","01","18",NA,NA,NA
"219","2020-03-09 10:33:05-03","CVRD","CVRD","12542","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Guarea","macrophylla","Guarea macrophylla subsp. pachycarpa","(C.DC.) T.D.Penn.","Terry D. Pennington","2010","Folli, D.A.","6424","2009","09","19","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.319884","-19.224406","-40.319884","-19.224406",NA,"Propriedade Santo Carminatt. <ll>dwc_commonname:</ll> Peloteira preta","CVRD012542",NA,"129","129",NA,NA,NA,"Magnoliopsida","12","01",NA,"subsp. pachycarpa",NA
"220","2020-03-09 10:32:23-03","CVRD","CVRD","12540","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Heliconiaceae","Heliconia","sp.","Heliconia sp.",NA,NA,NA,"Folli, D.A.","6422","2009","09","19","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.319884","-19.224406","-40.319884","-19.224406",NA,"Propriedade Santo Carminatt. <ll>dwc_commonname:</ll> Heliconia amarela","CVRD012540",NA,"129","129",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA
"221","2020-03-09 10:32:30-03","CVRD","CVRD","13452","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","aff. cylindrica","Inga aff. cylindrica","(Vell.) Mart.","Domingos A. Folli","2011","Folli, D.A.","6797","2011","09","24","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.356239","-19.222198","-40.356239","-19.222198",NA,"<ll>dwc_commonname:</ll> Ingá ferro","CVRD013452",NA,"120","120",NA,NA,NA,"Magnoliopsida","09","24",NA,NA,NA
"222","2020-03-09 10:33:06-03","CVRD","CVRD","12944","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","batatas","Ipomoea batatas","(L.) Lam.","Domingos A. Folli","2010","Folli, D.A.","6554","2010","03","03","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.356078","-19.231514","-40.356078","-19.231514",NA,"<ll>dwc_commonname:</ll> Batata branca","CVRD012944",NA,"140","140",NA,NA,NA,"Magnoliopsida","03","03",NA,NA,NA
"223","2020-03-09 10:33:05-03","CVRD","CVRD","12754","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Metrodorea","nigra","Metrodorea nigra","A.St.-Hil.","José R. Pirani","2011","Folli, D.A.","6480","2009","11","25","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.355684","-19.231011","-40.355684","-19.231011",NA,"<ll>dwc_commonname:</ll> Arapoca branca","CVRD012754",NA,"101","101",NA,NA,NA,"Magnoliopsida","01","18",NA,NA,NA
"224","2020-03-09 10:32:48-03","CVRD","CVRD","12536","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","longifolia","Mollinedia longifolia","Tul.","E.J. Lírio","2013","Folli, D.A.","6418","2009","09","19","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.319884","-19.224406","-40.319884","-19.224406",NA,"Propriedade Santo Carminatt. <ll>dwc_commonname:</ll> Orelha de bode","CVRD012536",NA,"129","129",NA,NA,NA,"Magnoliopsida","08","30",NA,NA,NA
"225","2020-03-09 10:32:30-03","CVRD","CVRD","12339","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Phanera","radiata","Phanera radiata","( Vell. ) Vaz","Angela M. Studart da F. Vaz","2011","Folli, D.A.","6369","2009","06","26","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.347203","-19.224559","-40.347203","-19.224559",NA,"<ll>dwc_commonname:</ll> Cipó pata de vaca","CVRD012339",NA,"172","172",NA,NA,NA,"Magnoliopsida","03","15",NA,NA,NA
"226","2020-03-09 10:32:22-03","CVRD","CVRD","12544","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Philodendron","ruthianum","Philodendron ruthianum","Nadruz","Marcus Nadruz","2012","Folli, D.A.","6426","2009","09","19","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.319884","-19.224406","-40.319884","-19.224406",NA,"Propriedade Santo Carminatt. <ll>dwc_commonname:</ll> Imbé feliz","CVRD012544",NA,"129","129",NA,NA,"PARATYPUS","Liliopsida","03","07",NA,NA,NA
"227","2020-03-09 10:32:30-03","CVRD","CVRD","12945","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Pétala G. Ribeiro","2013","Folli, D.A.","6553","2010","03","03","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.356078","-19.231514","-40.356078","-19.231514",NA,"<ll>dwc_commonname:</ll> Cobi","CVRD012945",NA,"140","140",NA,NA,NA,"Magnoliopsida","05","03",NA,NA,NA
"228","2020-03-09 10:32:23-03","CVRD","CVRD","12338","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","(DC.) Baker","Aristônio M. Teles","2015","Folli, D.A.","6368","2009","06","26","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.347203","-19.224559","-40.347203","-19.224559",NA,"<ll>dwc_commonname:</ll> Capoeirão","CVRD012338","CVRD012338","172","172",NA,NA,NA,"Magnoliopsida","08","12",NA,NA,NA
"229","2020-03-09 10:32:25-03","CVRD","CVRD","12756","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","A. Alves-Araújo","2013","Folli, D.A.","6482","2009","11","25","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.347203","-19.224559","-40.347203","-19.224559",NA,"<ll>dwc_commonname:</ll> Massaranduba branca","CVRD012756",NA,NA,NA,NA,NA,NA,"Magnoliopsida","10","25",NA,NA,NA
"230","2020-03-09 10:32:25-03","CVRD","CVRD","13450","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","sp.","Pouteria sp.",NA,NA,NA,"Folli, D.A.","6795","2011","09","24","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.355509","-19.131775","-40.355509","-19.131775",NA,"<ll>dwc_commonname:</ll> Abiu de macaco","CVRD013450",NA,"120","120",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"231","2020-01-31 11:24:09-03","CVRD","CVRD","15641","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","sp.","Pouteria sp.",NA,NA,NA,"Siqueira, G.S.","1143","2016","10","13","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.248667","-19.352444","40°14'55.2W","19°21'08.8S",NA,"<ll>dwc_commonname:</ll> Guapeba preta","CVRD015641",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"232","2020-03-09 10:32:30-03","CVRD","CVRD","12942","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.M.de Lima","Domingos A. Folli","2010","Folli, D.A.","6556","2010","03","03","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.355127","-19.231521","-40.355127","-19.231521",NA,"<ll>dwc_commonname:</ll> Angico rosa","CVRD012942",NA,"145","145",NA,NA,NA,"Magnoliopsida","03","03",NA,NA,NA
"233","2020-03-09 10:32:30-03","CVRD","CVRD","13039","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G. P. Lewis & M. P. Lima","Gwilym P. Lewis","2014","Folli, D.A.","6634","2010","06","02","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.350846","-19.194272","-40.350846","-19.194272",NA,"<ll>dwc_commonname:</ll> Angico facão","CVRD013039",NA,"118","118",NA,NA,NA,"Magnoliopsida","03","17",NA,NA,NA
"234","2020-03-09 10:32:48-03","CVRD","CVRD","12543","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Siparunaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A. DC.","E.J. Lírio","2015","Folli, D.A.","6425","2009","09","19","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.319884","-19.224406","-40.319884","-19.224406",NA,"Propriedade Santo Carminatt. <ll>dwc_commonname:</ll> Negreira","CVRD012543",NA,"129","129",NA,NA,NA,"Magnoliopsida","07","01",NA,NA,NA
"235","2020-03-09 10:32:31-03","CVRD","CVRD","12940","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","oblata","Swartzia oblata","R. S. Cowan","Domingos A. Folli","2010","Folli, D.A.","6558","2010","03","03","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.355127","-19.231521","-40.355127","-19.231521",NA,"<ll>dwc_commonname:</ll> Banana de quati","CVRD012940",NA,"145","145",NA,NA,NA,"Magnoliopsida","03","03",NA,NA,NA
"236","2020-01-31 11:24:37-03","CVRD","CVRD","15617","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","sp.","Psychotria sp.",NA,NA,NA,"Folli, D.A.","7474","2016","06","24","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Cravo de burro","CVRD015617",NA,NA,NA,"22148","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"237","2020-01-31 11:25:20-03","CVRD","CVRD","10594","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","DC.","Lucas, E. & Araujo, A.C.","2011","Folli, D.A.","5808","2007","12","10","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"Próximo a Lagoa Juparanã <ll>dwc_commonname:</ll> Araçá do reino","CVRD010594",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","09","01",NA,NA,NA
"238","2020-01-31 11:24:04-03","CVRD","CVRD","13873","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","reniformis","Begonia reniformis","Dryand.","Siquiera, G.S.","2012","Folli, D.A.","6904","2012","09","05","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"áreas de pedras <ll>dwc_commonname:</ll> Azedinha da pedra","CVRD013873",NA,"170","170","22148","auto",NA,"Magnoliopsida","09","11",NA,NA,NA
"239","2020-03-09 10:32:53-03","CVRD","CVRD","15616","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook.f.","Domingos A. Folli","2016","Folli, D.A.","7473","2016","06","24","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Milho torrado","CVRD015616",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","06","24",NA,NA,NA
"240","2020-01-31 11:25:26-03","CVRD","CVRD","13768","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","arboreum","Piper arboreum","Aubl.",NA,NA,"Folli, D.A.","6863","2012","05","25","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Beco pardo","CVRD013768","CVRD013768","168","168","22148","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"241","2020-01-31 11:25:17-03","CVRD","CVRD","10593","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","dichroma","Eugenia dichroma","O.Berg","Geovane S. Siqueira","2015","Folli, D.A.","5809","2007","12","12","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"Próximo a Lagoa Juparanã <ll>dwc_commonname:</ll> Araçá do brejo","CVRD010593",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","03","20",NA,NA,NA
"242","2020-03-09 10:32:40-03","CVRD","CVRD","13874","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Paliavana","prasinata","Paliavana prasinata","(Ker Gawl.) Benth.","Siquiera, G.S.","2012","Folli, D.A.","6905","2012","09","05","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"áreas de pedras <ll>dwc_commonname:</ll> Hortelã da pedra","CVRD013874",NA,"170","170","22148","auto",NA,"Magnoliopsida","09","11",NA,NA,NA
"243","2020-01-31 13:34:58-03","CVRD","CVRD","13878","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Phyllanthaceae","Phyllanthus","sp.","Phyllanthus sp.",NA,NA,NA,"Folli, D.A.","6909","2012","09","05","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"áreas de pedra <ll>dwc_commonname:</ll> Arrebenta figo","CVRD013878","CVRD013878","138","138","22148","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"244","2020-03-09 10:32:53-03","CVRD","CVRD","10600","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Domingos A. Folli","2007","Folli, D.A.","5812","2007","12","06","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"Próximo a Lagoa Juparanã <ll>dwc_commonname:</ll> Guanandi da areia","CVRD010600",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","12","06",NA,NA,NA
"245","2020-01-31 13:35:01-03","CVRD","CVRD","13769","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Domingos A. Folli","2012","Folli, D.A.","6864","2012","05","25","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Unha de boi","CVRD013769","CVRD013769","168","168","22148","auto",NA,"Magnoliopsida","05","25",NA,NA,NA
"246","2020-03-09 10:32:35-03","CVRD","CVRD","13877","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees & Mart.","Sheila R. Profice","2014","Folli, D.A.","6908","2012","09","05","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"áreas de pedra <ll>dwc_commonname:</ll> Rabo de coelho","CVRD013877",NA,"138","138","22148","auto",NA,"Magnoliopsida","04","04",NA,NA,NA
"247","2020-01-31 11:25:05-03","CVRD","CVRD","10591","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","foetida","Passiflora foetida var. hirsuta","Mast.","Domingos A. Folli","2007","Folli, D.A.","5811","2007","12","12","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"Próximo a Lagoa Jesuina <ll>dwc_commonname:</ll> Maracujá de cabelo","CVRD010591",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","12","12",NA,"var. hirsuta",NA
"248","2020-03-09 10:32:40-03","CVRD","CVRD","10592","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Euploca","ternata","Euploca ternata","(Vahl) J.I.M.Melo & Semir","Geovane S. Siqueira","2019","Folli, D.A.","5810","2007","12","12","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"Próximo a Lagoa Jesuina <ll>dwc_commonname:</ll> Lagartinha-branca","CVRD010592",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","11","06",NA,NA,NA
"249","2020-01-31 11:24:23-03","CVRD","CVRD","9195","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Lonchocarpus","cultratus","Lonchocarpus cultratus","(Vell.) A.M.G. Azevedo & H.C. Lima","Domingos A. Folli","2005","Luz, A.A. da","296","2005","08","02","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Óleo amarelo","CVRD009195",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","08","02",NA,NA,NA
"250","2020-01-31 11:24:19-03","CVRD","CVRD","15618","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Camptosema","sp.","Camptosema sp.",NA,NA,NA,"Folli, D.A.","7475","2016","06","24","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó palma","CVRD015618",NA,NA,NA,"22148","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"251","2020-01-31 10:51:41-03","CVRD","CVRD","14484","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Rhodospatha","latifolia","Rhodospatha latifolia","Poepp.","Marcus Nadruz","2013","Folli, D.A.","7100","2013","08","12","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Imbé do brejo","CVRD014484","CVRD014484","129","129","22148","auto",NA,"Liliopsida","08","15",NA,NA,NA
"252","2020-01-31 11:24:19-03","CVRD","CVRD","15333","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Camptosema","sp.","Camptosema sp.",NA,NA,NA,"Folli, D.A.","7387","2015","07","29","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Cipó palma","CVRD015333","CVRD015333 CVRD015333_1",NA,NA,"22148","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"253","2020-01-31 13:35:07-03","CVRD","CVRD","10648","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Benth.","Gwilym P. Lewis","2014","Folli, D.A.","5827","2008","01","06","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Vinhático","CVRD010648",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","03","17",NA,NA,NA
"254","2020-03-09 10:32:38-03","CVRD","CVRD","13876","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Mansoa","minensis","Mansoa minensis","M.M. Silva-Castro","Renata G. Udulutsch","2016","Folli, D.A.","6907","2012","09","05","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Macambiro roxo","CVRD013876",NA,"139","139","22148","auto",NA,"Magnoliopsida","12","21",NA,NA,NA
"255","2020-01-31 11:25:35-03","CVRD","CVRD","13879","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Pilocarpus","riedelianus","Pilocarpus riedelianus","Engl.","J.R. Pirani","2013","Folli, D.A.","6910","2012","09","05","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"áreas de pedra <ll>dwc_commonname:</ll> Folheiro branco","CVRD013879",NA,"132","132","22148","auto",NA,"Magnoliopsida","01","04",NA,NA,NA
"256","2020-01-31 11:25:32-03","CVRD","CVRD","13775","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Guarea","guidonia","Guarea guidonia","(L.) Sleumer","Domingos A. Folli","2012","Folli, D.A.","6868","2012","06","14","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Peloteira","CVRD013775","CVRD013775","190","190","22148","auto",NA,"Magnoliopsida","06","14",NA,NA,NA
"257","2020-01-31 11:24:36-03","CVRD","CVRD","13770","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","sp.","Palicourea sp.",NA,NA,NA,"Folli, D.A.","6865","2012","05","25","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Cravo bananal","CVRD013770",NA,"168","168","22148","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"258","2020-01-31 11:24:09-03","CVRD","CVRD","14485","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Sarcaulus","brasiliensis","Sarcaulus brasiliensis","(A.DC.) Eyma","Geovane S. Siqueira","2013","Folli, D.A.","7101","2013","08","12","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"Mata de aluvial na cabruca cacau. <ll>dwc_commonname:</ll> Bapeba amarela","CVRD014485","CVRD014485","129","129","22148","auto",NA,"Magnoliopsida","08","15",NA,NA,NA
"259","2020-01-31 11:24:09-03","CVRD","CVRD","13776","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Sarcaulus","brasiliensis","Sarcaulus brasiliensis","(A.DC.) Eyma","Geovane S. Siqueira","2016","Folli, D.A.","6869","2012","06","14","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Bapeba amarela","CVRD013776",NA,"190","190","22148","auto",NA,"Magnoliopsida","01","14",NA,NA,NA
