"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","class","monthIdentified","dayIdentified","previousCatalogNumber","infraspecificEpithet","individualCount"
"350","2020-02-17 11:29:57-03","UEG","HUEG","13188","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,"Faria, J.E.Q.; Staggemeier, V.G.","2534","2012","04","01","Southern America","Brasil","Espírito Santo","Rio Bananal",NA,"-40.37","-19.155833","-40.37","-19.155833",NA,"Arvoreta ca. 3 m de altura, caule esbranquiçado pouco fissurado, botão floral verde, frutos secos marrons no pé.; Entre Rio Bananal e Governador Lindemberg, ca. 2 km do povoado de Santo Isidoro do tiradentes. Ambiente rupestre.","HUEG013188",NA,"222","222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-02-27 14:02:40-03","UFSJ","HUFSJ","5812","S","Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,"Faria, JEQ; Staggemeier, VG","2534","2012","04","01",NA,"Brasil","Espírito Santo","Rio Bananal","Entre Rio Bananal e Governador Lindemberg, ca. de 2 km do povoado de Santo Isidoro do Tiradentes, material coletado ca. de 50 m acima do pon","-40.37","-19.155833","-40.37","-19.155833",NA,"Arvoreta ca. 3 m de altura, caule esbranquiçado pouco fissurado, botão floral verde, frutos secos marrons no pé (coletado material em sílica gel)","HUFSJ005812",NA,"222","222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2018-03-09 14:30:03-03","UnB","UB","181752","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium","grazielae","Psidium grazielae","Tuler & M.C. Souza","Faria, JEQ","2018","Faria, JEQ; Staggemeier, VG","2535","2012","04","01","Southern America","Brasil","Espírito Santo","Rio Bananal","Entre Rio Bananal e Governador Lindemberg, próximo a São Jorge do Tiradentes","-40.37","-19.155833","-40.37","-19.155833",NA,"Árvore ca. 5 m de altura, caule liso esbranquiçado soltando placas castanhas, inflorescências caulifloras pelo tronco principal, botão floral verde claro e flores velhas (coletado material em sílica gel); Mata de porte baixo em topo de morro, relevo",NA,NA,"222","222",NA,NA,"paratype",NA,"01",NA,NA,NA,NA
"353","2016-09-19 16:12:21-03","UnB","UB","196347","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","amazonica","Myrcia amazonica","DC.","Lucas, E","2011","Folli, DA","5808","2007","12","10","Southern America","Brasil","Espírito Santo","Rio Bananal","Próximo a lago Juparanã. Lagoa Jesuína","-40.3333015441895","-19.2649993896484",NA,NA,NA,"Porte arborio. Fruto imaturo verde. Exsudação incolor. Fuste cilindrico. Casca áspera. Altura 8 metros; Mata ciliar",NA,NA,NA,NA,"22148","auto",NA,NA,NA,NA,NA,NA,NA
"354","2017-03-27 17:52:49-03","UnB","UB","159114","S","Plantae","Monocotyledonae",NA,"Cyperaceae","Eleocharis",NA,"Eleocharis",NA,NA,NA,"Freire, CV","29",NA,NA,NA,"Southern America","Brasil","Espírito Santo","Rio Bananal",NA,"-40.33","-19.27","-40.33","-19.27",NA,"Nos Pântanos.","UB0008151","UB0008151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2017-03-27 17:49:45-03","UnB","UB","191627","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,"Faria, JEQ; Staggemeier, VG","2534","2012","04","01","Southern America","Brasil","Espírito Santo","Rio Bananal","Entre Rio Bananal e Governador Lindemberg, ca. de 2 km do povoado de Santo Isidoro do Tiradentes, material coletado ca. de 50 m acima do ponto marcado, em trilha subindo a serra","-40.37","-19.155833","-40.37","-19.155833",NA,"Arvoreta ca. 3 m de altura, caule esbranquiçado pouco fissurado, botão floral verde, frutos secos marrons no pé (coletado material em sílica gel); Ambiente rupestre",NA,NA,"222","222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-10-03 10:04:10-03","UFSCar","SORO","7406","PreserveSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","dichroma","Eugenia dichroma","O.Berg","G.S. Siqueira","2015",NA,"5809","2007","12","12",NA,"Brasil","Espírito Santo","Rio Bananal","Próximo a Lagoa Juparanã. Estrada: Lagoa Jesuína. Mata Ciliar.","-40.3333015441895","-19.2649993896484",NA,NA,NA,"Nome vulgar: Araçá do brejo. Altura: 4,0m; Porte: Arbóreo; Forma de vida: terrestre; Cor fruto imaturo: verde.",NA,NA,NA,NA,"22148","auto",NA,NA,"03","20",NA,NA,NA
"357","2019-10-03 10:04:12-03","UFSCar","SORO","7516","PreserveSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","magnifica","Eugenia magnifica","Spring ex Mart.","J.E.Q.Faria & G.S.Siqueira","2011",NA,"6419","2009","09","19",NA,"Brasil","Espírito Santo","Rio Bananal","Mata de Montanha. Propriedade Santo Carminatt. Estrada - Bley. UTM X:361260 Y:7873816.",NA,"-19.378906","40°31'98,84W","19°22'44,06S",NA,"Nome vulgar: Jambo selvagem; Altura: 19,0m; Porte: Arbóreo; Forma de vida: terrestre; Cor fruto maduro: vermelho; Cor fruto imaturo: verde.",NA,NA,NA,NA,NA,NA,NA,NA,"05","19",NA,NA,NA
"358","2019-09-30 11:23:10-03","IF","SPSF","48142","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria",NA,"Pouteria",NA,NA,NA,"D.A.Folli","6795","2011","09","24","América do Sul","Brasil","ES","Rio Bananal",NA,"-40.355556","-19.131667",NA,NA,NA,"COLETA: Arbóreo; fruto maduro amarelo; fruto imaturo verde; exsudação branca-seiva; descamação em escamas; orma do fuste: cilíndrico; altura total: 30m; altura do fuste: 20m; cap fuste: 148cm; diâmetro da copa: 6m&nf;Abiu de macaco&nf;1 duplicata; GEOGRAFIA:",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"359","2019-09-30 11:23:10-03","IF","SPSF","48158","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bangii","Pouteria bangii","(Rusby) T.D.Penn.","D.A.Folli","2009","D.A.Folli","6276","2009","01","05","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: Porte Arbóreo; botão e flor de cor verde claro, exsudação Latex branco; descamação ausente; casca áspera; altura 12m; fuste cilíndrico com 6m de altura e CAP 58cm; diâmetro da copa 6m.&nf;Nome Popular - Ripeira; GEOGRAFIA: Mata de Tabuleiro.&nf;Coord",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida","01","05",NA,NA,NA
"360","2019-09-30 11:23:10-03","IF","SPSF","48160","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bangii","Pouteria bangii","(Rusby) T.D.Penn.","L.C. Fabris","2010","D.A.Folli","4511","2003","05","05","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: Porte arbóreo; fruto imaturo verde e maduro amarelo; exsudação Latex branco; casca áspera; altura 15m; fuste cilíndrico com 10m de altura e CAP 49cm; diâmetro da copa 4m.&nf;Nome Popular - Ripeira; GEOGRAFIA: Aceiro com Lourival - Canto Grande. Pró",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida","09","16",NA,NA,NA
"361","2019-09-30 11:23:10-03","IF","SPSF","48159","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bangii","Pouteria bangii","(Rusby) T.D.Penn.","L.C. Fabris","2010","D.A.Folli","5155","2005","11","30","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: Porte arbóreo; botão e flor verde, exsudação Latex branco; casca áspera; altura 15m; fuste cilíndrico com CAP 75cm; diâmetro da copa 5m.&nf;Nome Popular - Ripeira. 1 DUPLICATA.; GEOGRAFIA: Estrada Municipal.Na Imbirica.&nf;Mata Ciliar.;",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida","09","16",NA,NA,NA
"362","2019-09-30 11:23:10-03","IF","SPSF","48161","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bilocularis","Pouteria bilocularis","(H.K.A.Winkl.) Baehni","T.D.Pennington","2010","D.A.Folli","5078","2005","07","11","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: Porte arbóreo; exsudação Latex incolor; casca áspera; altura 15m, fuste cilíndrico com 10m de altura e CAP 49cm; diâmetro da copa 5m.&nf;Nome Popular - Ripeirinha; GEOGRAFIA: Estrada da Mantegueira.&nf;Mata de Tabuleiro.;",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida","12","01",NA,NA,NA
"363","2019-09-30 11:23:10-03","IF","SPSF","49069","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bilocularis","Pouteria bilocularis","(H.K.A.Winkl.) Baehni","G.S.Siqueira","2012","G.S.Siqueira","843","2012","12","12","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: Porte arbóreo; fruto imaturo verde e maduro amarelo; exsudação Latex; casca áspera; fuste cilíndrico.&nf;Nome Popular - Ripeirinha; GEOGRAFIA: Estrada Flamengo.&nf;Mata de Tabuleiro.&nf;Coord UTM: long. 387709 ; lat. 7882077;",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida","12","12",NA,NA,NA
"364","2019-09-30 11:23:10-03","IF","SPSF","48154","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","((S.Moore)) (Baehni)","D.A.Folli","1997","D.A.Folli","2978","1997","04","04","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: Porte arbóreo; fruto maduro amarelo e imaturo verde; exsudação Latex branco; descamaçãoem escamas; casca áspera; altura total 22m; diâmetro da copa 8m; fuste cilíndrico com 12m, CAP 128cm.&nf;Nome Popular - Bapeba Preta.; GEOGRAFIA: Estrada Flameng",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida","12","02",NA,NA,NA
"365","2019-09-30 11:24:02-03","IF","SPSF","48240","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Pyrostegia","venusta","Pyrostegia venusta","Schott","D.A.Folli","2009","D.A.Folli","6364","2009","06","24","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.064444","-19.145278",NA,NA,NA,"COLETA: Planta de porte arbóreo, terrestre. Botão e flores rosas. &nf;Altura 5m, Fuste a 2m, CAP Fuste 25cm, Diametro da copa 3m&nf;Nome vulgar - Vargem grande&nf;1 DUPLICATA; GEOGRAFIA: Mantegueira.&nf;Mata de Tabuleiro;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","06","24",NA,NA,NA
"366","2019-09-30 11:23:46-03","IF","SPSF","48247","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","oblata","Swartzia oblata","R.S. Cowan","D.A.Folli","2010","D.A.Folli","6558","2010","03","03","América do Sul","Brasil","ES","Rio Bananal","Córrego Primavera","-40.355556","-19.231944",NA,NA,NA,"COLETA: Planta de porte arbóreo, terrestre. Botão verde claro, flor branca.&nf;Altura 10m, Fuste a 6m, CAP Fuste 120cm, Diametro da copa 10m.&nf;Nome Vulgar - Banana de Quati; GEOGRAFIA: Mata Ciliar.;",NA,NA,"145","145",NA,NA,NA,"Magnoliopsida","03","03",NA,NA,NA
"367","2019-09-30 11:27:21-03","IF","SPSF","48185","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","D.A.Folli","2011","D.A.Folli","6827","2011","12","06","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-39.918056","-19.1175",NA,NA,NA,"COLETA: Nome Vulgar - Cedro Amargoso&nf;Planta de porte arbóreo, terrestre; botão branco, flor amarela.Altura 5m; fuste cilíndrico, altura 1,5m, CAP 18cm; diâmetro da copa 3m.&nf;1 DUPLICATA; GEOGRAFIA: Mata de Tabuleiro;",NA,NA,"48","48",NA,NA,NA,"Magnoliopsida","12","06",NA,NA,NA
"368","2019-09-30 11:22:08-03","IF","SPSF","48242","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Uleiorchis","ulei","Uleiorchis ulei","(Cogn.) Handro","D.A.Folli","2012","D.A.Folli","6815","2011","11","30","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-39.917222","-19.1175",NA,NA,NA,"COLETA: Planta de porte herbáceo, terrestre. Fruto maduro na cor marrom e imaturo na cor verde. Exsudação seiva incolor.&nf;Nome Vulgar - Orquídea Boquinha Amarela; GEOGRAFIA: Estrada da Gávea.&nf;Mata de Tabuleiro.;",NA,NA,"37","37",NA,NA,NA,"Liliopsida","02","02",NA,NA,NA
"369","2019-09-30 11:26:30-03","IF","SPSF","14785","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata",NA,NA,NA,"G. Hatschbach & J.M.Silva","54890","1991","01","23","América do Sul","Brasil","ES","Rio Bananal","Córrego Primavera","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"370","2019-09-30 11:26:28-03","IF","SPSF","14798","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","magna","Qualea magna",NA,NA,NA,NA,NA,"1978","03","07","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"371","2019-09-30 11:23:10-03","IF","SPSF","48157","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","caimito","Pouteria caimito","((Ruiz & Pav.) Radlk.)","T.D.Pennington","2006","D.A.Folli","4657","2003","10","20","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: Porte arbóreo; botão verde; flor amarela; exsudação Seiva branca; casca áspera; altura 6m; fuste cilíndrico com 3m de altura e CAP 21cm; diâmetro da copa 2m.&nf;Nome Popular - Abiu Silvestre; GEOGRAFIA: Estrada Boleira&nf;Ecossistema - Mussununga;",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida","12","20",NA,NA,NA
"372","2019-09-30 11:24:29-03","IF","SPSF","13751","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia",NA,"J.B.Baitello","1996","D.A.Folli","373","1982","04","29","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta de várzea&nf;;",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida","11","26",NA,NA,NA
"373","2019-09-30 11:24:39-03","IF","SPSF","46443","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","fasciculata","Ocotea fasciculata","(Nees) Mez","J.B.Baitello","2012","J.Spada","020","1978","01","12","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: Árvore +/- 20m de altura; GEOGRAFIA: Floresta alta;",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida","12","21",NA,NA,NA
"374","2019-09-30 11:23:10-03","IF","SPSF","48162","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","L.C. Fabris","2010","D.A.Folli","2137","1993","12","27","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: Porte arbóreo; botão e flor na cor verde claro; exsudação Latex branco;casca áspera; altura 25m; fuste cilíndrico com 16mde altura e cap 125cm; diâmetro da copa 12m.&nf;Nome Popular - Acá Preto. 1 DUPLICATA; GEOGRAFIA: Estrada Pele de Sapo.&nf;Mata",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida","11","08",NA,NA,NA
"375","2019-09-30 11:23:10-03","IF","SPSF","48163","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","coelomatica","Pouteria coelomatica","Rizzini","T.D.Pennington","1997","D.A.Folli","2165","1994","01","13","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: Planta de porte arbóreo; fruto maduro preto e imaturo verde; exsudação Latex branco; descamação ausente; casca áspera; fuste cilindrico com 16m de altura, CAP 115cm; altura total da árvore 23m e diâm. Da copa 9m.&nf;Nome Popular - Acá Preto; GEOGRA",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida","06","16",NA,NA,NA
"376","2019-09-30 11:26:45-03","IF","SPSF","48186","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott. ex Spreng.","D.A.Folli","2011","D.A.Folli","6813","2011","11","29","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: Nome Vulgar - Figueira.&nf;Porte arbóreo, terrestre; fruto maduro e imaturo verdes; exsudação branca (latex); casca áspera. Altura total 15m; fuste cilíndrico,altura 6m, CAP 118cm; diâmetro da copa 5m. 1 DUPLICATA.; GEOGRAFIA: Aceiro com Viveiro.",NA,NA,"58","58","22148","auto",NA,"Magnoliopsida","11","29",NA,NA,NA
"377","2019-09-30 11:27:24-03","IF","SPSF","48204","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","G.S.Siqueira","2014","D.A.Folli","6658","2010","08","10","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.0675","-19.421111",NA,NA,NA,"COLETA: Porte arbóreo; fruto imaturo verde; Seiva incolor; altura 2m; fuste cilíndrico com 1m de altura e CAP 12cm; diâmetro da copa 1m.&nf;Nome Popular Guamixinga; GEOGRAFIA: Estrada BR-101&nf;Mata de Tabuleiro.;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","01","15",NA,NA,NA
"378","2019-09-30 11:26:51-03","IF","SPSF","48251","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Amaioua","intermedia","Amaioua intermedia","Mart.","D.A.Folli","2011","D.A.Folli","6814","2011","11","30","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-39.886667","-19.081944",NA,NA,NA,"COLETA: Planta de porte arbóreo, terrestre.Botão e flor brancos.&nf;Altura Tot. 6m, Fuste a 3m, CAP Fuste 18cm, Diam. Copa 3m.&nf;Nome Vulgar - Arariba Preta; GEOGRAFIA: Gávea.&nf;Mata de tabuleiro.;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","11","30",NA,NA,NA
"379","2019-09-30 11:23:58-03","IF","SPSF","48200","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","chamberlaynii","Anemopaegma chamberlaynii","Sims",NA,NA,"D.A.Folli","6601","2010","03","29","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-39.910833","-19.164167",NA,NA,NA,"COLETA: Porte lenhoso, Trepadeira; botão e flor amarelos; Seiva incolor.&nf;Nome Popular - Cipó Rajado; GEOGRAFIA: Estrada Aceiro no final da Flamengo.&nf;Mata de Tabuleiro.;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"380","2019-09-30 11:24:58-03","IF","SPSF","14992","PreservedSpecimen","Plantae","Magnoliophyta","Lecythidales","Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,NA,"V.Souza","316","1992","03","18","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"22148","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"381","2019-09-30 11:27:07-03","IF","SPSF","48206","PreservedSpecimen","Plantae","Magnoliophyta","Salicales","Salicaceae","Casearia",NA,"Casearia",NA,NA,NA,"D.A.Folli","6365","2009","06","24","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.064444","-19.145278",NA,NA,NA,"COLETA: Porte arbóreo; botão verde, flor branca; Seiva incolor; casca áspera; altura 3m; fuste cilíndrico com 1,5m de altura e CAP 18cm; diâmetro da copa 2m.&nf;Nome Popular - Limãozinho de Ruga. - 1 DUPLICATA; GEOGRAFIA: Estrada Mantegueira.&nf;Mata de",NA,NA,"36","36",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"382","2019-09-30 11:23:25-03","IF","SPSF","48195","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii","Desf.","D.A.Folli","2013","D.A.Folli","7074","2013","06","06","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.060556","-19.118056",NA,NA,NA,"COLETA: Porte arbóreo; fruto imaturo verde; Seiva incolor; casca áspera; altura 28m; fuste cilíndrico com 18m de altura e CAP 178cm; diâmetro da copa 10m. &nf;Nome Popular - Óleo de Copaíba. - 1 DUPLICATA.; GEOGRAFIA: Estrada Aceiro Arlindinho&nf;Ecossiste",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","06","06",NA,NA,NA
"383","2019-09-30 11:27:28-03","IF","SPSF","48207","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","bracteosa","Cupania bracteosa","(Radlk.)","D.A.Folli","2009","D.A.Folli","6366","2009","06","24","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.064167","-19.145278",NA,NA,NA,"COLETA: Porte arbóreo; botão e flor na cor branca; Seiva incolor; altura 4m; fuste altura 3m e CAP 19cm; diâmetro da copa 1m.&nf;Nome Popular - Cambuatá de Vara; GEOGRAFIA: Estrada Mantegueira.&nf;Mata de Tabuleiro.;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","06","24",NA,NA,NA
"384","2019-09-30 11:22:59-03","IF","SPSF","48197","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Davilla",NA,"Davilla",NA,NA,NA,"D.A.Folli","6602","2010","03","30","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.036944","-19.1675",NA,NA,NA,"COLETA: Porte Lenhoso,Trepadeira; botão verde, flor amarelada; Seiva incolor.&nf;Nome Popular - Gurumbumba Preta; GEOGRAFIA: Estrada Bicuíba.&nf;Mata de Tabuleiro.;",NA,NA,"49","49",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"385","2019-09-30 11:26:03-03","IF","SPSF","48208","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","batingabranca","Eugenia batingabranca","Sobral","D.A.Folli","2013","D.A.Folli","7073","2013","06","04","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-39.908056","-19.091667",NA,NA,NA,"COLETA: Porte arbóreo; fruto maduro roxo e imaturo verde claro e amarelo; Seiva incolor; descamação em placas; casca escamosa; fuste cilíndrico; altura 13m; fuste com 8m de altura e CAP 59 cm; diâmetro da copa 5m.&nf;Nome Popular - Batinga Branca. - 1 DU",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","06","04",NA,NA,NA
