"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","class","typeStatus","relatedCatalogItem","individualCount"
"1082","2020-03-10 08:28:58-03","UFV","VIC","45841","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Waltheria",NA,"Waltheria",NA,NA,NA,"Paula, C.C. de; et al.","483","2002","11","24",NA,"Brasil","Minas Gerais","Ouro Branco","-43","-20","-43","-20",NA,"Terrestre; subarbusto de 0,60 m; folhas verdes claras acinzentadas; sépalas verdes claras; pétalas amarelas; área degradada onde foi adiocionada escória ao solo.; Folhas verdes claras acinzentadas; sépalas verdes claras; pétalas amarel","VIC045841","VIC045841","Serra do Ouro Branco, Área 1, Pátio de obras da estrada.",NA,"1294","1294",NA,NA,NA,NA,NA,NA,NA,NA
"1083","2020-03-10 08:30:22-03","UFV","VIC","042411A","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae",NA,NA,NA,NA,NA,NA,"Coutinho, I.A.C.; et al.","355","2014","03","21",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Erva de 10 cm de altura,flores rosa magenta,raiz de cheiro mentolado.","VIC042411","VIC042411",NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1084","2020-03-10 08:29:03-03","UFV","VIC","26416","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","DC.",NA,NA,"Silva, S.S. da; Basílio, L.A.","s.n.","2002","04","19",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arbusto ca.de2,5m de altura, frutos imaturos vermelhos e maduros roxo, campo rupetstre, afloramento rochoso próximo a floresta de galeria.","VIC026416","VIC026416",NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1085","2020-03-10 08:29:48-03","UFV","VIC","32574","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","elatum","Sauroglossum elatum","Lindl",NA,NA,"Fraga, I. .F.","s.n.","2015","04","25",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, esciófila. Floresta Altimontana","VIC032574","VIC032574",NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1086","2020-03-10 08:30:39-03","UFV","VIC","026418","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Spermacoce","warmingii","Spermacoce warmingii",NA,NA,NA,"Silva, S.S. da; Basilio, L.A.","s.n.","2002","04","19",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Erva de ca de 35 cm, flor branca, 3 inflorescências, Altitude de 1400 a 1500 m, mata de galeria","VIC026418","VIC026418",NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1087","2020-03-10 08:28:51-03","UFV","VIC","26415","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae",NA,NA,NA,NA,NA,NA,"Silva, S.S. da; Basílio, L.A.","s.n.","2002","04","19",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arbusto de ca 2 m pétalas amarelas","VIC026415",NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1088","2020-03-10 08:28:47-03","UFV","VIC","003366","PreservedSpecimen","Plantae",NA,NA,"Lindsaeaceae","Lindsaea","guianensis","Lindsaea guianensis","(Aubl) Dry",NA,NA,"Campos-Porto","1262","1922","11","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC003366","VIC003366",NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1089","2020-03-10 08:28:51-03","UFV","VIC","42355","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae",NA,NA,NA,NA,NA,NA,"Coutinho, I.A.C.; et al.","349","2014","03","21",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Erva de 10 cm, profusa, aparentemente com xilopódio, flores amarelas ou laranjas.","VIC042355","VIC042355",NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1090","2020-03-10 08:29:00-03","UFV","VIC","26417","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","Akasantos",NA,NA,"Silva, S.S. da; Basílio, L.A.","s.n.","2002","04","19",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta de pétalas amarelas e herbácea, mata de galeria","VIC026417",NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1091","2020-03-10 08:30:43-03","UFV","VIC","026332","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","erecta","Serjania erecta","Radlk",NA,NA,"Dr G.M.Barroso","15713","1979","10","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Cipó escandente em cerrado, tendo forma de arbusto,fruto polissâmara","VIC026332","VIC026332","Aço Minas",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1092","2020-03-10 08:27:37-03","UFV","VIC","20843","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","bromeliiofolia","Aechmea bromeliiofolia","(Rudge) Baker","Araújo, R.S.","2007","Araújo, R.S.","s.n.","2007","06","28",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"planta epífita se desenvolvendo sobre Fícus lagoensis.","VIC020843","VIC020843","área de Cerrado","06",NA,NA,"13809","auto",NA,"28",NA,NA,NA,NA
"1093","2020-03-10 08:27:44-03","UFV","VIC","030267","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","stricta","Tillandsia stricta","Sol. ex Sims",NA,NA,"Braga, I.F.","11","2006","03","04",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Epífita a 1 m de solo, borda de riacho, cerrado( mata de galeria), brácteas verdes com frutos.","VIC030267","VIC030267","Área de preservação Ambiental da Gerdau Aço Minas.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1094","2020-03-10 08:27:44-03","UFV","VIC","030266","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","stricta","Tillandsia stricta","Sol. ex Sims",NA,NA,"Braga, I.F.","112","2006","03","04",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Epífita 50 cm do solo, borda de riacho, cerrado( mata de laeria brácteas verdes , com frutos","VIC030266","VIC030266","Área de preservação Ambiental da Gerdau Aço Minas.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1095","2020-03-10 08:27:44-03","UFV","VIC","030268","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","stricta","Tillandsia stricta","Sol. ex Sims",NA,NA,"Braga, I.F.","10","2006","03","04",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Epífita de 40 m do solo, borda de riacho, cerrado ( mata de galeria) brácteas verdes com frutos.","VIC030268","VIC030268","Área de preservação Ambiental da Gerdau Aço Minas.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1096","2020-03-10 08:27:39-03","UFV","VIC","30265","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","porteana","Billbergia porteana","Brong. ex Beer","Paula, C.C. de","2006","Braga, I.F.","9","2006","03","04",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Epífita, 50 cm do solo, cerrado (Mata de Galeria), meia sombra, 4 indivíduos na mesma árvore, roseta tubular, inflorescência pêndula, densamente branco-lanada, brácteas escapais avermelhados, pétalas verdes, sépalas branco-lanadas, est","VIC030265",NA,"Área de Preservação Ambiental da Gerdau-Açominas","03",NA,NA,"13809","auto",NA,"04",NA,NA,NA,NA
"1097","2020-03-10 08:30:31-03","UFV","VIC","019735","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,"Souza Araújo, R. de","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta escandenete, flores vermelhas","VIC019735","VIC019735","Área de proteção da Gerdal aço",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1098","2020-03-10 08:29:50-03","UFV","VIC","19745","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis",NA,"Oxalis",NA,NA,NA,"Araújo, R.S.","s.n.","2007","07","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"erva de ca. 60 cm, se desenvolvendo a pleno sol; flores lilases, fruto tricoca.","VIC019745","VIC019745","Área de proteção da Gerdal Aço Minas",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1099","2020-03-10 08:27:44-03","UFV","VIC","019751","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.",NA,NA,"souza Araujo, R. de","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita de Ficus lagoensis Berg & C.C. carauta.","VIC019751","VIC019751","Área de Proteção da Gerdal Aço Minas",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1100","2020-03-10 08:29:34-03","UFV","VIC","19757","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta",NA,NA,"Araújo, R.S. de","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta centenária onde se pendurou a perna de Tiradentes ( Francisco José da Silva Xavier) na época da Inconfidência Mineira.","VIC019757","VIC019757","Àrea de proteção da Gerdal Aço Minas",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1101","2020-03-10 08:27:31-03","UFV","VIC","19761","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pyrostegia","venusta","Pyrostegia venusta","(Ker Gawl.) Miers","Araújo, R.S. de","2007","Araújo, R.S. de","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Liana escandente; flores alaranjadas. Abundante na área.","VIC019761","VIC019761","Área de proteção da Gerdal Aço Minas, Área próxima às casas de moradores.","06",NA,NA,"13809","auto",NA,"11",NA,NA,NA,NA
"1102","2020-03-10 08:27:23-03","UFV","VIC","19759","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Viguiera","robusta","Viguiera robusta","Gardner","Almeida, G.S.S.","2007","Araújo, R.S. de","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta se desenvolvendo a pleno sol; caule com textura de lixa, folhas serreadas, capítulos com flores amarelas.","VIC019759","VIC019759","Área de proteção da Gerdal Aço Minas, Área próximo às casas de moradores.","06",NA,NA,"13809","auto",NA,"25",NA,NA,NA,NA
"1103","2020-03-10 08:27:23-03","UFV","VIC","19758","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Viguiera","robusta","Viguiera robusta","Gardner","Almeida, G.S.S.","2007","Araújo, R.S. de","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta se desenvolvendo a pleno sol; caule com textura de lixa; folhas serreadas, capítulos com flores amarelas.","VIC019758","VIC019758","Área de proteção da Gerdal Aço Minas, Área próximo às casas de moradores.","06",NA,NA,"13809","auto",NA,"25",NA,NA,NA,NA
"1104","2020-03-10 08:30:57-03","UFV","VIC","019733","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae",NA,NA,NA,NA,NA,NA,"De Souza Araújo, R.","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta de ca de 80 cm, se desnvolvendo a pleno sol, folhas velutinas, flores amarelas.","VIC019733","VIC019733","Área de Proteção da Gerdal Aço Minas, Cerrado.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1105","2020-03-10 08:30:29-03","UFV","VIC","019726","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","vittata","Pteris vittata","L",NA,NA,"Souza Araújo, R. de","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita se desenvolvendo sobre Ficus lagoensis.","VIC019726","VIC019726","Área de Proteção da Gerdal Aço Minas, Cerrado.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1106","2020-03-10 08:30:57-03","UFV","VIC","019732","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae",NA,NA,NA,NA,NA,NA,"De Souza Araújo, R.","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta de cerca de 1 m, se desenvolvendo a pleno sol, folhas velutinas, flores amarelas.","VIC019732","VIC019732","Área de Proteção da Gerdal Aço Minas, Cerrado.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1107","2020-03-10 08:27:31-03","UFV","VIC","19763","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Memora","pedunculata","Memora pedunculata","(Vell.) Miers","Araújo, R.S. de","2007","Araújo, R.S. de","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta crescendo a pleno sol; corola carnosa, flores amarelas vistosas.","VIC019763","VIC019763","Área de proteção da Gerdal Aço Minas, Cerrado <em>s. s.</em>","06",NA,NA,"13809","auto",NA,"11",NA,NA,NA,NA
"1108","2020-03-10 08:27:10-03","UFV","VIC","19760","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Emilia","fosbergii","Emilia fosbergii","Nicolson","Almeida, G.S.S.","2007","Araújo, R.S. de","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta se desenvolvendo a pleno sol; capítulos lilases a róseos.","VIC019760","VIC019760","Área de proteção da Gerdal Aço Minas, Cerrado senso lato.","06",NA,NA,"13809","auto",NA,"25",NA,NA,NA,NA
"1109","2020-03-10 08:27:31-03","UFV","VIC","19762","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pyrostegia","venusta","Pyrostegia venusta","(Ker Gawl.) Miers","Araújo, R.S. de","2007","Araújo, R.S. de","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Liana escandente; flores alaranjadas.","VIC019762","VIC019762","Área de proteção da Gerdal Aço Minas, Prómimo ao Ficus centenário.","06",NA,NA,"13809","auto",NA,"11",NA,NA,NA,NA
"1110","2020-03-10 08:27:44-03","UFV","VIC","019752","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","(L.) L.",NA,NA,"De Souza Araújo, R.","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita sobre Ficus lagoensis Berg C.C. carauta.","VIC019752","VIC019752","Área de proteção de Gerdal Aço Minas.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1111","2020-03-10 08:29:46-03","UFV","VIC","19728","PreservedSpecimen","Plantae",NA,NA,"Orchidaceace","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.","Araújo, R.S.; Paula, C.C.","2007","Araújo, R.S.","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Epífita crescendo sobre Ficus lagoensis","VIC019728","VIC019728","área de proteção Gerdal Aço Minas","06",NA,NA,"13809","auto",NA,"25",NA,NA,NA,NA
"1112","2020-03-10 08:29:46-03","UFV","VIC","19730","PreservedSpecimen","Plantae",NA,NA,"Orchidaceace","Polystachya",NA,"Polystachya",NA,NA,NA,"Araújo, R.S.","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Epífita crescendo sobre Ficus lagoensis","VIC019730","VIC019730","área de proteção Gerdal Aço Minas",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1113","2020-03-10 08:29:46-03","UFV","VIC","19729","PreservedSpecimen","Plantae",NA,NA,"Orchidaceace","Polystachya",NA,"Polystachya",NA,NA,NA,"Araújo, R.S.","s.n.","2007","06","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Epífita crescendo sobre Ficus lagoensis","VIC019729","VIC019729","área de proteção Gerdal Aço Minas",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1114","2020-03-10 08:27:52-03","UFV","VIC","45612","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Chamaecrista",NA,"Chamaecrista","Moench.","Coutinho, Í A C","2015","P.Campos Porto","1233","1922","11","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC045612","VIC045612","Campos do Alto","12",NA,NA,"13809","auto",NA,"03",NA,NA,NA,NA
"1115","2020-03-10 08:29:27-03","UFV","VIC","37248","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Piptadenia",NA,"Piptadenia",NA,NA,NA,"Krieger, L.","16229","1978","05","25",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Árvore pequena, tortuosa, com frutos submaturos.","VIC037248","VIC037248","Cerrado.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1116","2020-03-10 08:28:48-03","UFV","VIC","34641","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","perrottetiii","Phoradendron perrottetiii","(DC.) Eichler",NA,NA,"Souza, V.C.; et al.","8038","1995","03","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Hemi parasta, folhas verdes, espigas verde amareladas.","VIC034641",NA,"Estrada Velha para Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1117","2020-03-10 08:28:55-03","UFV","VIC","35776","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peixotoa","tomentosa","Peixotoa tomentosa","A.Juss",NA,NA,NA,"s.n.","2011","12","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC035776",NA,"Serra de Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1118","2020-03-10 08:30:57-03","UFV","VIC","21521","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae",NA,NA,NA,NA,NA,NA,"Sheila","et al","2002","02","23",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC021521","VIC021521","Lavras Novas",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1119","2020-03-10 08:30:10-03","UFV","VIC","32182","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","riparia","Aristida riparia","Trin.","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032182","VIC032182","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1120","2020-03-10 08:30:21-03","UFV","VIC","32192","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032192","VIC032192","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1121","2020-03-10 08:30:12-03","UFV","VIC","32180","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","aureus","Axonopus aureus","P. Beauv.","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032180","VIC032180","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1122","2020-03-10 08:30:10-03","UFV","VIC","032179","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","selloanus","Andropogon selloanus","(Hack.) Hack.",NA,NA,"de Paula, C.C.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032179","VIC032179","Mina Miguel Burnier",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1123","2020-03-10 08:30:17-03","UFV","VIC","32184","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Mesosetum","chaseae","Mesosetum chaseae","Luces","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032184","VIC032184","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1124","2020-03-10 08:30:10-03","UFV","VIC","32179","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","selloanus","Andropogon selloanus","(Hack.) Hack.","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032179","VIC032179","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1125","2020-03-10 08:30:20-03","UFV","VIC","32188","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","pilosum","Paspalum pilosum","Lam.","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032188","VIC032188","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1126","2020-03-10 08:30:21-03","UFV","VIC","32190","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","sanguineum","Schizachyrium sanguineum","(Retz.) Alston","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032190","VIC032190","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1127","2020-03-10 08:30:12-03","UFV","VIC","32181","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","fissifolius","Axonopus fissifolius","(Raddi) Kuhlm.",NA,NA,"Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032181","VIC032181","Mina Miguel Burnier",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"1128","2020-03-10 08:30:21-03","UFV","VIC","32193","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Longhi-Wagner, H.","2007","Paula, C.C. de","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032193","VIC032193","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1129","2020-03-10 08:30:17-03","UFV","VIC","32186","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Mesosetum","chaseae","Mesosetum chaseae","Luces","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032186","VIC032186","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1130","2020-03-10 08:30:21-03","UFV","VIC","32191","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032191","VIC032191","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1131","2020-03-10 08:30:17-03","UFV","VIC","32187","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Mesosetum","chaseae","Mesosetum chaseae","Luces","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032187","VIC032187","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1132","2020-03-10 08:30:10-03","UFV","VIC","32183","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","setifolia","Aristida setifolia","Kunth","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032183","VIC032183","Mina Miguel Burnier","07",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"1133","2020-03-10 08:30:21-03","UFV","VIC","32189","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Schizachyrium","sanguineum","Schizachyrium sanguineum","(Retz.) Alston","Longhi-Wagner, H.","2007","Paula, C.C. de; Vieira, B.F.","s.n.","2006","12","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC032189","VIC032189","Mina Miguel Burnier","06",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
