"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","class","typeStatus","relatedCatalogItem","individualCount"
"2273","2020-03-10 08:29:00-03","UFV","VIC","30540","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb) DC.",NA,NA,"Valente, G.E.; Azevedo, A.A.","1814","2006","10","06",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta de 40 cm, em local paludoso de solo escurecido mal cheiroso, flores de rosa claro de anteras amarelo alaranjadas","VIC030540","VIC030540","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2274","2020-03-10 08:27:41-03","UFV","VIC","027398","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tenebrosa","Dyckia tenebrosa","Leme & H. Luther",NA,NA,"de Paula, C.C.; et al.","s.n.","2002","03","21",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, heliófilas, campo granóide coberto de cascalho, muitos individuos de Vellosia rosetas isoladas, limbo verde avermelhado.","VIC027398","VIC027398","Serra do Ouro Branco, A direita da estrada, próximo as antenas em afloramento rochoso.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2275","2020-03-10 08:27:39-03","UFV","VIC","027410","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,NA,"de Paula, C.C.; et al.","s.n.","2002","03","21",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, campo graminoide.","VIC027410","VIC027410","Serra do Ouro Branco, A direita da estrada próximo as antenas em afloramento rochosos.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2276","2020-03-10 08:27:39-03","UFV","VIC","027411","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,NA,"de Paula, C.C.; et al.","s.n.","2002","03","21",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, heliófila, limbo verde.","VIC027411","VIC027411","Serra do Ouro Branco, A direita da estrada próximo as antenas em afloramento rochosos.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2277","2020-03-10 08:27:41-03","UFV","VIC","27400","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","bracteata","Dyckia bracteata","(Witt) Mez","Guarconi, E.","2012","Paula, C.C. de","s.n.","2003","03","30",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Heliofila , saxicola, rosetas com região central vinosa, escapo lanado, bracteas florais paleáceas, sépalas marrons, pétalas laranjas.","VIC027400","VIC027400","Serra do Ouro Branco, Afloramento rochoso, próximo ao corrêgo da Lavrinha.","08",NA,NA,"13809","auto",NA,"09",NA,NA,NA,NA
"2278","2020-03-10 08:29:48-03","UFV","VIC","45788","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","campestre","Epidendrum campestre","Lindl","Barros, F. de","2004","Paula, C.C. de; et al.","25","2002","06","08",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Saxícola; afloramento rochoso; herbácea de 0,47 m; frequência de 1 indivíduo num raio de aprox. 5m; Folhas verdes; sépalas e pétalas lilás.; Folhas verdes; sépalas e pétalas lilás.; Saxícola; afloramento rochoso; herbácea de 0,47 m; fr","VIC045788","VIC045788","Serra do Ouro Branco, Area 1","07",NA,NA,"13809","auto",NA,"21",NA,NA,NA,NA
"2279","2020-03-10 08:29:48-03","UFV","VIC","45793","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Laelia",NA,"Laelia","(Thumb.) H.G.Jomes","Vieira, T.L.","2015","Paula, C.C. de; et al.","160","2002","07","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Saxícola; afloramento rochoso; herbácea de 0,48 m; frequência de 1 indivíduo num raio de aprox. 5 m, Folha verde arroxeada; sépalas amarela; pétalas amarela; labelo amarelo com listras longitudinais avermelhadas; substrato, raiz de vel","VIC045793","VIC045793","Serra do Ouro Branco, Area 1","02",NA,NA,"13809","auto",NA,"06",NA,NA,NA,NA
"2280","2020-03-10 08:27:00-03","UFV","VIC","18705","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Acanthospermum","australe","Acanthospermum australe","(Loefl.) Kuntze","Nakajima, J.V.","2005","Paula, C.C.; et al.","438","2002","11","24",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre; erva de 0,12m de altura; frequencia abundante; folhas verdes; pétalas creme; em frutificação; area degradada onde foi adicionada escória ao solo; altitude de 128m","VIC018705",NA,"Serra do Ouro Branco, Area 1, Pátio de obras da estrada&nf;coord. geog.: 20º30'20,0S 043º38'00,'W","03",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2281","2020-03-10 08:29:48-03","UFV","VIC","45781","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescotia","oligantha","Prescotia oligantha","(Sw.) Lindl.","Vieira, T.L.","2015","Paula, C.C. de; et al.","174","2002","07","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre; afloramento rochoso; herbácea de 0,16 m; frequência de 5 indivíduos num raio de aprox. 5 m; Folhas verde; sépalas branca; pétalas branca; ocorre em torno do afloramento, bem sombreada e em local úmido.; Folhas verde; sépalas","VIC045781","VIC045781","Serra do Ouro Branco, Area 2","04",NA,NA,"13809","auto",NA,"20",NA,NA,NA,NA
"2282","2020-03-10 08:29:00-03","UFV","VIC","30634","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb) DC.",NA,NA,"Paula, C.C. de; et al.","72","2002","06","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terre","VIC030634","VIC030634","Serra do Ouro Branco- Área 2",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2283","2020-03-10 08:29:00-03","UFV","VIC","30633","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb) DC.",NA,NA,"Paula, C.C. de; Silva, R.R. da","216","2002","08","04",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre , brejo, subarbusto de 0,43 m, abundante, folhas variando de vinho a verde, sépalas vermelhas, pétalas lilás, paludosa, ocorre a 1398 m de altitude.","VIC030633","VIC030633","Serra do Ouro Branco- Área 2",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2284","2020-03-10 08:29:03-03","UFV","VIC","30611","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","corallina","Miconia corallina","Spring","Faria, C.A.","2005","Paula, C.C.; et al.","552","2002","12","21",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, mata de capão; arbustode 2,5m; frequênca abundante; folhas pilosas com a face adaxial verde e baxial castanho; folhas pilosas com a face adaxial verde e abaxial castanho; folhas jovens castanhas com pilosas; sépalas castanha","VIC030611",NA,"Serra do Ouro Branco, Área 2","01",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2285","2020-03-10 08:29:07-03","UFV","VIC","30620","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","parviflora","Trembleya parviflora","(D.Don) Cogn.",NA,NA,"Paula, C.C. de; et al.","62",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC030620","VIC030620","Serra do Ouro Branco, Área 2",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2286","2020-03-10 08:27:41-03","UFV","VIC","27399","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","bracteata","Dyckia bracteata","(Witt) Mez","Guarconi, E.","2012","Paula, C.C. de","s.n.","2003","01","20",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Rupícola, heliofila, folhas verdes acinzentadas, escapo ereto, brácteas escapais e florasi marrons, sépalas e pétals laranjas, frutos castanho escuros brilhosos em frutificação.","VIC027399","VIC027399","Serra do Ouro Branco, Área 2 , afloramento rochoso.","08",NA,NA,"13809","auto",NA,"09",NA,NA,NA,NA
"2287","2020-03-10 08:29:03-03","UFV","VIC","30572","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","ferruginata","Miconia ferruginata","DC.","Romero, R.","2002","Paula, C.C. de; et al.","287","2002","08","24",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre; afloramento rochoso; arbusto de 2 m; frequencia de 3 indivíduos num raio de aprox. 5m; folhas com face adaxial verde e face abaxial creme; sépalas ferruginosas; pétalas branco creme; com muitos frutos; ocorre a 1386 m de al","VIC030572",NA,"Serra do Ouro Branco, Área 2, coord.geog.: 20º 29' 13.1 S 043º 41' 37.3 W","08",NA,NA,"13809","auto",NA,"24",NA,NA,NA,NA
"2288","2020-03-10 08:27:00-03","UFV","VIC","18706","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Acanthospermum","australe","Acanthospermum australe","(Loefl.) Kuntze","Paula, C.C. de","2003","Paula, C.C.; et al.","627","2003","02","01",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre; campo graminoide; herbacea prostada de 0,12m frequencia de 2 individuos num raio de aprox. 5m folhas verdes; pétalas amarelas; caule vinho; bracteas do capitulo verdes; floresce e frutifica ao mesmo tempo; fruto ca. 6mm; con","VIC018706",NA,"Serra do Ouro Branco, Área 2 &nf;coord. geog.: 20º30'09.4 S 043º39'52.4 W","02",NA,NA,"13809","auto",NA,"01",NA,NA,NA,NA
"2289","2020-03-10 08:29:48-03","UFV","VIC","45792","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.","Barros, F. de","2004","Paula, C.C. de; et al.","96","2002","06","10",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Epífita em velozia; afloramento rochoso; herbácea de 0,27 m; frequência de um indivíduo num raio de aprox. 5m; Sépalas e pétalas vinho; labelo vinho.; Sépalas e pétalas vinho; labelo vinho.; Epífita em velozia; afloramento rochoso; her","VIC045792","VIC045792","Serra do Ouro Branco, Area 3","07",NA,NA,"13809","auto",NA,"21",NA,NA,NA,NA
"2290","2020-03-10 08:29:00-03","UFV","VIC","30632","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb) DC.",NA,NA,"Paula, C.C. de; et al.","797","2003","05","17",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre de campo brejoso, subarbusto de 0,8 m, freguência abundante, folhas verdes, sépalas vermelhas, pétalas rosas, anteras alaranjadas de apêndice amarelo, pétalas de botões rosas com base branca, folhas se acumulando no ápice do","VIC030632","VIC030632","Serra do Ouro Branco- Área 3",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2291","2020-03-10 08:29:07-03","UFV","VIC","30581","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gracilis","Tibouchina gracilis","(Bonpl) Cogn","Romero, R.","2001","Paula, C.C. de; et al.","705","2003","02","28",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre;campo brejoso; erva de 0,39m; frequência de 3 indivíduos num raio de aprox . 5m ; folhas verdes; sépalas verdes; pétaças roxas claras; 5 pétalas; caules e folhas bastante pilosas; altitude de 1467 m.","VIC030581","VIC030581","Serra do Ouro Branco, Área 3","11",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2292","2020-03-10 08:27:41-03","UFV","VIC","027396","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tenebrosa","Dyckia tenebrosa","Leme & H. Luther",NA,NA,"de Paula, C.C.","s.n.","2003","03","30",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Heliófila, terrestre, folhas verdes com listas brancas longitudinais, escapo verde a vinosa, brácteas florais paleáceas, pétalas vinosas parcialamente laranjas.","VIC027396","VIC027396","Serra do Ouro Branco, campo graminoide, próximo ao córrego da Lavrinha.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2293","2020-03-10 08:27:34-03","UFV","VIC","33911","PreservedSpecimen","Plantae",NA,NA,"Blechnaceae","Lomariocycas","schomburgkii","Lomariocycas schomburgkii","(Klotzsch) Gasper et A.R.Sm.","Schwartsburd.","2019","Gilmar Valente; et al.","2452","2009","02","14",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta de filotaxia rosulada, coletada em afloramentos rochosos quartzíticos, em fendas com solo, na região das antenas da EMBRATEL, folhas estéreis com cerca de 70cm de comprimento e folha fértil com cerca de 90cm, dimorfismo foliar","VIC033911","VIC033911","Serra do Ouro Branco, Campo rupestre","04",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2294","2020-03-10 08:29:05-03","UFV","VIC","21354","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","confertiflora","Microlicia confertiflora","Naudin",NA,NA,"Valente, G.E.; et al.","s.n.","2005","04","23",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta com cerca de 60 cm de altura, coletada e pleno sol em solo umedecido. Corola lilás.","VIC021354","VIC021354","Serra do Ouro Branco, Campo rupestre",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2295","2020-03-10 08:29:07-03","UFV","VIC","19721","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","laniflora","Trembleya laniflora","Cogn.",NA,NA,"Valente, G.E.; et al.","1230",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Árvore com ca. de 3,0 m de altura , crescendo em solo pedregoso a pleno sol. Face abaxial das folhas e ápices dos ramos lanosos com indumento pardacento . Corola branca.","VIC019721","VIC019721","Serra do Ouro Branco, Campo Rupestre",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2296","2020-03-10 08:29:07-03","UFV","VIC","33632","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","parviflora","Trembleya parviflora","(D.Don) Cogn.",NA,NA,"Valente, G.E.; Azevedo, A.A.","2253",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta de ca 2 m, a pleno sol, entre rochas de quartzito, flor de corola brancas.","VIC033632","VIC033632","Serra do Ouro Branco, Campo Rupestre de solo quartzoso",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2297","2020-03-10 08:27:39-03","UFV","VIC","027406","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,NA,"de Paula, C.C.; et al.","s.n.","2002","03","21",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, heliófila, campo graminoide coberto de cascalho branco, individuos de vellosia, rosetas isoladas, limbo verde acastanhado.","VIC027406","VIC027406","Serra do Ouro Branco, Em afloramento rochoso, próximo a antena.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2298","2020-03-10 08:27:39-03","UFV","VIC","027414","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,NA,"de Paula, C.C.; et al.","s.n.","2001","04","25",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre de inflorescência seca, cápsula sem sementes.","VIC027414","VIC027414","Serra do Ouro Branco, Lado direito da estrada em frente a torre.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2299","2020-03-10 08:27:41-03","UFV","VIC","027395","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tenebrosa","Dyckia tenebrosa","Leme & H. Luther",NA,NA,"de Paula, C.C.","s.n.","2002","04","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, heliófila,pétalas com fina margem amarelada, folhas verde avermelhado, ocorre na borda de afloramentos rochosos.","VIC027395","VIC027395","Serra do Ouro Branco, Lado direito da estrada próximo as antenas em afloramento rochoso.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2300","2020-03-10 08:27:39-03","UFV","VIC","027413","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,NA,"de Paula, C.C.","s.n.","2002","04","18",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, heliófila, pétalas de bordos amarelos, margem de afloramento rochoso,corola infundibuliforme, estames conados ca de 1 mm, ovário de ca de 3 mm.","VIC027413","VIC027413","Serra do Ouro Branco, lado esquerdo da estrada , após a linha de transmissão elétrica.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2301","2020-03-10 08:27:39-03","UFV","VIC","027412","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,NA,"de Paula, C.C.","s.n.","2002","04","18",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Inicio de formação de frutos, bordo de afloramento, terrestre, heliófila.","VIC027412","VIC027412","Serra do Ouro Branco, lado esquerdo da estrada , após a linha de transmissão elétrica(inicio da área amostral).",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2302","2020-03-10 08:27:39-03","UFV","VIC","027407","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,NA,"de Paula, C.C.","s.n.","2002","04","18",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, heliófila,pétalas vinosas de bordo estreito amarelo, corola tubulosa, estames conados ca de 1 m, ovário de ca de 2,5 mm.","VIC027407","VIC027407","Serra do Ouro Branco, lado esquerdo da estrada após as linhas de transmissão de eletricidade.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2303","2020-03-10 08:27:39-03","UFV","VIC","027408","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,NA,"de Paula, C.C.","s.n.","2002","04","18",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre,pétalas amarelas com estreito eixo central castanho claro, corola infundibuliforme,estames conados de ca de 3 mm, ovário ca 6 mm.","VIC027408","VIC027408","Serra do Ouro Branco, lado esquerdo da estrada após as linhas de transmissão de eletricidade.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2304","2020-03-10 08:27:39-03","UFV","VIC","027409","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,NA,"de Paula, C.C.","s.n.","2002","04","18",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"terrestre, heliófila, pétalas quase totalmente amarelas formando tubo infundibuliforme, estames conados em ca de 1 mm, ovpario de ca de 3 mm.","VIC027409","VIC027409","Serra do Ouro Branco, lado esquerdo da estrada após as linhas de transmissão de eletricidade.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2305","2020-03-10 08:27:39-03","UFV","VIC","027405","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia",NA,"Dyckia",NA,NA,NA,"de Paula, C.C.","s.n.","2002","04","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, heliófila, pétalas de bordos amarelos e centro escurecideo, escapo vermelho de lanugem ferruginea, sépalas e botões avermelhados folhas vermelhas, campo graminoide coberto de cascalho branco e com muitos individuos em Velloz","VIC027405","VIC027405","Serra do Ouro Branco, Lado esquerdo da estrada, próximo a afloramento rochso, área 2.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2306","2020-03-10 08:27:41-03","UFV","VIC","027394","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tenebrosa","Dyckia tenebrosa","Leme & H. Luther",NA,NA,"de Paula, C.C.","s.n.","2002","04","18",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, heliófila, pétalas de bordos amarelos, bordo de afloramento, pétalas de bordos amare3los, centro vinoso, corola infundibuliforme, estames conados ca de 1 mm, ovário ca 3 mm.","VIC027394","VIC027394","Serra do Ouro Branco, Lado esquerdo da estrada próximo as linhas de transmissão.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2307","2020-03-10 08:27:41-03","UFV","VIC","027397","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tenebrosa","Dyckia tenebrosa","Leme & H. Luther",NA,NA,"de Paula, C.C.","s.n.","2002","04","11",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, heliófilas, com fruto castanho escuro.","VIC027397","VIC027397","Serra do Ouro Branco, Lado esquerdo da estrada próximo as linhas de transmissão.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2308","2020-03-10 08:29:05-03","UFV","VIC","31398","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia",NA,"Microlicia","Sp.",NA,NA,"Valente, G.E.; Azevedo, A.A.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta de ca 60 cm, em solo úmido, corola rosa e antera amarela","VIC031398","VIC031398","Serrra de Ouro Branco., Campo Rupestre",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
