"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","typeStatus","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","verbatimLongitude","verbatimLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","relatedCatalogItem"
"169","2017-09-14 11:50:57-03","MBML","MBML-HERBARIO","41805",NA,"Plantae",NA,NA,NA,"Rubiaceae","Genipa","americana","Genipa americana",NA,NA,"A. M. Assis; V. G. Demuner","1581","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.556111","-19.319722",NA,NA,"Arvore 10 m. Frutos vesdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Ao lado do Clube Campestre (Torre 71/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041805","40W33'22","19S19'11",NA,NA,NA,NA,NA,NA
"170","2017-09-14 11:49:56-03","MBML","MBML-HERBARIO","7107",NA,"Plantae",NA,NA,NA,"Palmae","Geonoma","elegans","Geonoma elegans",NA,"H. Q. Boudet Fernandes/1996","H. Q. Boudet Fernandes; Harry Lorenzi, Luis Leôncio Lorenzoni","3188","1996","10","10","Brasil","Espírito Santo","São Gabriel da Palha","-40.535556","-19.0175",NA,NA,"Arbustiva, cespitosa, ca. 3m de altura. Estipe com cerca de 1cm de diâmetro.",NA,NA,NA,"Comunidade Castelã. Córrego Castelã.",NA,NA,NA,"MBML007107","40W32'8","19S1'3",NA,NA,NA,NA,NA,NA
"171","2017-09-14 11:49:57-03","MBML","MBML-HERBARIO","7106",NA,"Plantae",NA,NA,NA,"Palmae","Geonoma","pohliana","Geonoma pohliana",NA,"H. Q. Boudet Fernandes/1996","H. Q. Boudet Fernandes; Harry Lorenzi, Luis Leôncio Lorenzoni","3185","1996","10","10","Brasil","Espírito Santo","São Gabriel da Palha","-40.535556","-19.0175",NA,NA,"Solitária, 3.5m de altura. Estipe 2.5m x 2.5cm. Folhas contemporâneas (19) ereto arqueadas. Inflorescência intrafoliar avermelhada. Com frutos jovens.",NA,NA,NA,"Comunidade Castelã. Córrego Castelã.",NA,NA,NA,"MBML007106","40W32'8","19S1'3",NA,NA,NA,NA,NA,NA
"172","2017-09-14 11:45:16-03","MBML","MBML-HERBARIO","42092",NA,"Plantae",NA,NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps",NA,NA,"A. M. Assis; V. G. Demuner","1563","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arvore 20 m. DAP 50 cm. Frutos marrons. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML042092","40W33'20","19S19'25","MBML042092",NA,NA,NA,NA,NA
"173","2017-09-14 11:52:12-03","MBML","MBML-HERBARIO","46880",NA,"Plantae",NA,NA,NA,"Verbenaceae","Lantana","camara","Lantana camara",NA,NA,"A. M. Assis; Nirceu apicultor","2118","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.565556","-18.910833",NA,NA,"Subarbusto 1m. Flores laranjas e vermelhas. Nome popular: bem-me-quer mal-me-quer. Projeto APES - Flora Apícola - SEBRAE.",NA,NA,NA,"Assentamento do Glaza","160","160",NA,"MBML046880","40W33'56","18S54'39","MBML046880",NA,NA,NA,NA,NA
"174","2017-09-14 11:45:50-03","MBML","MBML-HERBARIO","41914",NA,"Plantae",NA,NA,NA,"Gramineae","Lasiacis",NA,"Lasiacis",NA,NA,"A. M. Assis; V. G. Demuner","1540","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Erva. Botões e flor verde. Antera branca. Borda. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041914","40W33'20","19S19'25","MBML041914",NA,NA,NA,NA,NA
"175","2017-09-14 11:45:16-03","MBML","MBML-HERBARIO","41925",NA,"Plantae",NA,NA,NA,"Euphorbiaceae","Mabea",NA,"Mabea",NA,NA,"A. M. Assis; V. G. Demuner","1566","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arvoreta 7 m. Flores brancas. Frutos marrons. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041925","40W33'20","19S19'25","MBML041925",NA,NA,NA,NA,NA
"176","2017-09-14 11:45:16-03","MBML","MBML-HERBARIO","46676",NA,"Plantae",NA,NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera",NA,NA,"A. M. Assis; Nirceu apicultor","2111","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.564528","-18.89575",NA,NA,"Arbusto 2m,latex branco. Frutos verdes. Nome popular: mamoninha. Projeto APES - Flora Apícola - SEBRAE",NA,NA,NA,"Barra Seca","195","195",NA,"MBML046676","40W33'52,3","18S53'44,7","MBML046676",NA,NA,NA,NA,NA
"177","2017-09-14 11:46:20-03","MBML","MBML-HERBARIO","41802",NA,"Plantae",NA,NA,NA,"Lauraceae","Mezilaurus","crassiramea","Mezilaurus crassiramea",NA,NA,"A. M. Assis; K.F.O. Faria","1585","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548583","-19.011833",NA,NA,"Arvore 10 m. Botões verdes. Borda. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041802","40W32'54,9","19S0'42,6","MBML041802",NA,NA,NA,NA,NA
"178","2017-09-14 11:50:03-03","MBML","MBML-HERBARIO","41810",NA,"Plantae",NA,NA,NA,"Passifloraceae","Passiflora","misera","Passiflora misera",NA,NA,"A. M. Assis; K.F.O. Faria","1584","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548583","-19.011833",NA,NA,"Liana. Cálice verde, pétalas brancas. Frutos verdes. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041810","40W32'54,9","19S0'42,6",NA,NA,NA,NA,NA,NA
"179","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","41685",NA,"Plantae",NA,NA,NA,"Leguminosae Mimosoideae","Piptadenia","gonoacantha","Piptadenia gonoacantha",NA,NA,"A. M. Assis; K.F.O. Faria","1594","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548611","-19.011833",NA,NA,"Arbusto 4 m. Frutos verdes e marrons. Borda. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041685","40W32'55","19S0'42,6","MBML041685",NA,NA,NA,NA,NA
"180","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","46879",NA,"Plantae",NA,NA,NA,"Leguminosae Mimosoideae","Plathymenia","reticulata","Plathymenia reticulata",NA,"L.A. Silva/22-04-2015","A. M. Assis; Nirceu apicultor","2117","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.515278","-18.948056",NA,NA,"Árvore 10m. Flores brancas",NA,NA,NA,"Estrada para Barra Seca","200","200",NA,"MBML046879","40W30'55","18S56'53","MBML046879",NA,NA,NA,NA,NA
"181","2019-05-09 14:19:54-03","MBML","MBML-HERBARIO","41977",NA,"Plantae",NA,NA,NA,"Leguminosae Faboideae","Platypodium","elegans","Platypodium elegans",NA,NA,"A. M. Assis; K.F.O. Faria","1592","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548583","-19.011833",NA,NA,"Arvore 15 m. DAP 40 cm. Frutos verdes. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041977","40W32'54,9","19S0'42,6","MBML041977",NA,NA,NA,NA,NA
"182","2017-09-14 11:51:04-03","MBML","MBML-HERBARIO","41801",NA,"Plantae",NA,NA,NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,"A. M. Assis; V. G. Demuner","1570","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arbusto 1 m. Frutos verdes e vinosos. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041801","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"183","2019-03-26 09:44:45-03","MBML","MBML-HERBARIO","41787",NA,"Plantae",NA,NA,NA,"Bombacaceae","Quararibea","similis","Quararibea similis",NA,"C.D.M. Ferreira/25-01-2019","A. M. Assis; V. G. Demuner","1543","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arbusto 4 m. Flores brancas. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041787","40W33'20","19S19'25","MBML041787",NA,NA,NA,NA,NA
"184","2017-09-14 11:50:36-03","MBML","MBML-HERBARIO","41970",NA,"Plantae",NA,NA,NA,"Ranunculaceae",NA,NA,NA,NA,NA,"A. M. Assis; V. G. Demuner","1576","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Liana. Botões e flores esverdeadas. Frutos verdes. Borda. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041970","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"185","2019-03-12 08:00:46-03","MBML","MBML-HERBARIO","41969",NA,"Plantae",NA,NA,NA,"Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum",NA,NA,"A. M. Assis; V. G. Demuner","1569","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arbusto 4 m. Flores com cálice verde, corola branca. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041969","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"186","2017-09-14 11:42:56-03","MBML","MBML-HERBARIO","41746",NA,"Plantae",NA,NA,NA,"Bignoniaceae","Sparattosperma","leucanthum","Sparattosperma leucanthum",NA,NA,"A. M. Assis; V. G. Demuner","1579","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.556111","-19.319722",NA,NA,"Arvore 10 m. DAP 20 cm. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Ao lado do Clube Campestre (Torre 71/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041746","40W33'22","19S19'11","MBML041746",NA,NA,NA,NA,NA
"187","2017-09-14 11:41:29-03","MBML","MBML-HERBARIO","41806",NA,"Plantae",NA,NA,NA,"Anacardiaceae","Spondias","dulcis","Spondias dulcis",NA,NA,"A. M. Assis; V. G. Demuner","1567","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arvore 16 m. DAP 40 cm. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041806","40W33'20","19S19'25","MBML041806",NA,NA,NA,NA,NA
"188","2017-09-14 11:47:24-03","MBML","MBML-HERBARIO","41628",NA,"Plantae",NA,NA,NA,"Malpighiaceae","Stigmaphyllon",NA,"Stigmaphyllon",NA,NA,"A. M. Assis; V. G. Demuner","1538","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Liana. Botões e flores amarelas. Borda. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041628","40W33'20","19S19'25","MBML041628",NA,NA,NA,NA,NA
"189","2017-09-14 11:45:51-03","MBML","MBML-HERBARIO","41656",NA,"Plantae",NA,NA,NA,"Gramineae","Streptochaeta","spicata","Streptochaeta spicata",NA,"T. S. Filgueiras/13-03-2015","A. M. Assis; V. G. Demuner","1554","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Erva terrestre. Bráctea verde. Antera branca. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT Mascarenhas x Verona)",NA,NA,NA,"MBML041656","40W33'20","19S19'25","MBML041656",NA,NA,NA,NA,NA
"190","2017-09-14 11:41:56-03","MBML","MBML-HERBARIO","46677",NA,"Plantae",NA,NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta",NA,NA,"A. M. Assis; Nirceu apicultor","2116","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.5155","-18.948139",NA,NA,"Arbusto 2m, latescente. Flores brancas. Nome popular: leiteira. Projeto APES - Flora Apícola - SEBRAE.",NA,NA,NA,"Estrada para Barra Seca","200","200",NA,"MBML046677","40W30'55,8","18S56'53,3","MBML046677",NA,NA,NA,NA,NA
"191","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","41761",NA,"Plantae",NA,NA,NA,"Ulmaceae","Trema","micrantha","Trema micrantha",NA,NA,"A. M. Assis; V. G. Demuner","1572","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arbusto 5 m. Botões, flores e frutos verdes. Borda. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041761","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"192","2017-09-14 11:44:30-03","MBML","MBML-HERBARIO","46656",NA,"Plantae",NA,NA,NA,"Compositae","Vernonanthura","polyanthes","Vernonanthura polyanthes",NA,"G. Heiden/04-04-2016","A. M. Assis; Nirceu apicultor","2109","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.5155","-18.948139",NA,NA,"Arbusto 2m. Frutos secos. Nome popular: assa peixe. Projeto APES - Flora Apícola - SEBRAE",NA,NA,NA,"Estrada para Barra Seca","200","200",NA,"MBML046656","40W30'55,8","18S56'53,3","MBML046656",NA,NA,NA,NA,NA
"193","2017-09-14 11:45:22-03","MBML","MBML-HERBARIO","41849",NA,"Plantae",NA,NA,NA,"Euphorbiaceae","Pera",NA,"Pera",NA,NA,"A. M. Assis; V. G. Demuner","1562","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arbusto 5 m. Botões e flores esverdeados. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041849","40W33'20","19S19'25","MBML041849",NA,NA,NA,NA,NA
"194","2017-09-14 11:45:16-03","MBML","MBML-HERBARIO","41851",NA,"Plantae",NA,NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera",NA,NA,"A. M. Assis; V. G. Demuner","1582","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.548611","-19.328611",NA,NA,"Arvoreta 6 m. Látex branco. Botões marrons. Borda. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Faz. Rondeli. Ao lado do Clube Campestre (Torre 71/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041851","40W32'55","19S19'43","MBML041851",NA,NA,NA,NA,NA
"195","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","41582",NA,"Plantae",NA,NA,NA,"Sapindaceae","Paullinia","rubiginosa","Paullinia rubiginosa",NA,NA,"A. M. Assis; V. G. Demuner","1549","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Liana. Látex branco. Fruto verde. Semente preta com arilo branco. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041582","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"196","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","41743",NA,"Plantae",NA,NA,NA,"Trigoniaceae","Trigonia","paniculata","Trigonia paniculata",NA,NA,"A. M. Assis; V. G. Demuner","1550","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Escandente. Fruto verde. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041743","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"197","2017-09-14 11:42:48-03","MBML","MBML-HERBARIO","41785",NA,"Plantae",NA,NA,NA,"Bignoniaceae","Adenocalymma","macrophyllum","Adenocalymma macrophyllum",NA,"L.H.M. Fonseca/X-2013","A. M. Assis; V. G. Demuner","1546","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Liana. Flores com calice verde e corola amarela. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041785","40W33'20","19S19'25","MBML041785",NA,NA,NA,NA,NA
"198","2017-09-14 11:48:35-03","MBML","MBML-HERBARIO","41704",NA,"Plantae",NA,NA,NA,"Myrtaceae","Campomanesia","laurifolia","Campomanesia laurifolia",NA,"M. Sobral/Março-2016","A. M. Assis; V. G. Demuner","1542","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arbusto 4 m. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041704","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"199","2017-09-14 11:51:57-03","MBML","MBML-HERBARIO","41985",NA,"Plantae",NA,NA,NA,"Solanaceae","Solanum","jussiaei","Solanum jussiaei",NA,"L.L. Giacomin/VI-2012","A. M. Assis; V. G. Demuner","1573","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Escandente. Botões e flores com corola lilás claro. Frutos verdes. Borda. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041985","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"200","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","41524",NA,"Plantae",NA,NA,NA,"Leguminosae Faboideae","Canavalia","parviflora","Canavalia parviflora",NA,"C. Snak/2015","A. M. Assis; V. G. Demuner","1571","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Liana. Botões verdes. Flores com corola rosa. Borda. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041524","40W33'20","19S19'25","MBML041524",NA,NA,NA,NA,NA
"201","2019-05-09 14:19:46-03","MBML","MBML-HERBARIO","41833",NA,"Plantae",NA,NA,NA,"Leguminosae Caesalpinoideae","Dialium","guianense","Dialium guianense",NA,NA,"A. M. Assis; V. G. Demuner","1541","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arvore 14 m. DAP 40 cm. Flores amarelas. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041833","40W33'20","19S19'25","MBML041833",NA,NA,NA,NA,NA
"202","2017-09-14 11:44:12-03","MBML","MBML-HERBARIO","41622",NA,"Plantae",NA,NA,NA,"Commelinaceae","Dichorisandra","penduliflora","Dichorisandra penduliflora",NA,"M. Pellegrini/28-06-2012","A. M. Assis; V. G. Demuner","1772","2008","05","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Erva 1 m. Botões brancos. Flores lilas. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041622","40W33'20","19S19'25","MBML041622",NA,NA,NA,NA,NA
"203","2017-09-14 11:42:57-03","MBML","MBML-HERBARIO","41792",NA,"Plantae",NA,NA,NA,"Bixaceae","Bixa","arborea","Bixa arborea",NA,NA,"A. M. Assis; V. G. Demuner","1565","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arvoreta 7 m. Frutos vermellhos. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041792","40W33'20","19S19'25","MBML041792",NA,NA,NA,NA,NA
"204","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","41858",NA,"Plantae",NA,NA,NA,"Leguminosae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,NA,"A. M. Assis; V. G. Demuner","1561","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arvoreta 7 m. Frutos marrons. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT Mascarenhas x Verona)",NA,NA,NA,"MBML041858","40W33'20","19S19'25","MBML041858",NA,NA,NA,NA,NA
"205","2017-09-14 11:48:23-03","MBML","MBML-HERBARIO","41634",NA,"Plantae",NA,NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca",NA,NA,"A. M. Assis; V. G. Demuner","1560","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arvore 10 m. Inflorescência vinosa. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT Mascarenhas x Verona)",NA,NA,NA,"MBML041634","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"206","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","41696",NA,"Plantae",NA,NA,NA,"Leguminosae Mimosoideae","Stryphnodendron","pulcherrimum","Stryphnodendron pulcherrimum",NA,NA,"A. M. Assis; V. G. Demuner","1557","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arvore 20 m. DAP 60 cm. Frutos marrons. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT Mascarenhas x Verona)",NA,NA,NA,"MBML041696","40W33'20","19S19'25","MBML041696",NA,NA,NA,NA,NA
"207","2019-05-09 14:19:54-03","MBML","MBML-HERBARIO","41519",NA,"Plantae",NA,NA,NA,"Leguminosae Faboideae","Machaerium","brasiliense","Machaerium brasiliense",NA,NA,"A. M. Assis; V. G. Demuner","1553","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Escandente. Fruto verde. Borda. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT Mascarenhas x Verona)",NA,NA,NA,"MBML041519","40W33'20","19S19'25","MBML041519",NA,NA,NA,NA,NA
"208","2019-05-09 14:19:49-03","MBML","MBML-HERBARIO","41857",NA,"Plantae",NA,NA,NA,"Leguminosae Caesalpinoideae","Senna","macranthera","Senna macranthera",NA,NA,"A. M. Assis; V. G. Demuner","1558","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arbusto 5 m. Corola amarela. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT Mascarenhas x Verona)",NA,NA,NA,"MBML041857","40W33'20","19S19'25","MBML041857",NA,NA,NA,NA,NA
"209","2017-09-14 11:52:04-03","MBML","MBML-HERBARIO","41848",NA,"Plantae",NA,NA,NA,"Tiliaceae","Luehea","grandiflora","Luehea grandiflora",NA,NA,"A. M. Assis; V. G. Demuner","1580","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.556111","-19.319722",NA,NA,"Arbusto 4 m. Flores com cálice marrom e corola branca. Borda. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Ao lado do Clube Campestre (Torre 71/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041848","40W33'22","19S19'11",NA,NA,NA,NA,NA,NA
"210","2017-09-14 11:42:56-03","MBML","MBML-HERBARIO","41745",NA,"Plantae",NA,NA,NA,"Bignoniaceae","Tabebuia",NA,"Tabebuia",NA,NA,"A. M. Assis; V. G. Demuner","1578","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.556111","-19.319722",NA,NA,"Arvore 15 m. DAP 80 cm. Flor amarela. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Ao lado do Clube Campestre (Torre 71/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041745","40W33'22","19S19'11","MBML041745",NA,NA,NA,NA,NA
