"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","typeStatus","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","verbatimLongitude","verbatimLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","relatedCatalogItem"
"126","2019-12-06 14:57:26-03","MBM","MBM","199288","S","Plantae",NA,NA,NA,"Lauraceae","Mezilaurus","crassiramea","Mezilaurus crassiramea","(Meisn.) Taub. ex Mez",NA,"Árbocz, G.F.","386",NA,NA,NA,"Brazil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,NA,"auto",NA,"Southern America","Rodovia odovia entre São Gabriel da Palha e Nova Venécia",NA,NA,NA,"MBM199288",NA,NA,"MBM199288",NA,NA,NA,NA,NA
"127","2019-12-06 14:45:03-03","MBM","MBM","299024","S","Plantae",NA,NA,NA,"Euphorbiaceae","Glycydendron","espiritosantense","Glycydendron espiritosantense","Kuhlm.","Cordeiro, I.","Arbocz, G.F.","1386","1995","04","27","Brazil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,NA,"auto",NA,"Southern America","Sítio dos Lorenzoni",NA,NA,NA,"MBM299024",NA,NA,"MBM299024",NA,NA,NA,NA,NA
"128","2020-03-09 08:20:37-03","UFPR","UPCB","92791","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Pleroma","cucullatum","Pleroma cucullatum","F.S.Mey., Fraga & R. Goldenb.","Meyer, F.S.","Azevedo, L.O. | Paula, L.F.A. | Forzza, R.C.","444","2016","03","17","Brasil","Espírito Santo","São Gabriel da Palha","-40.468889","-18.803889",NA,NA,"Habitat: em ilha de vegetação, depressão rasa. Inselberg granitico com pequenos fragmentos florestados em seu entorno.. Flores com corola roxa e com base das pétalas brancas. Botões circundados por brácteas verdes. Folhas levemente d",NA,"Paratype",NA,"Afloramento ao lado de uma laticínio","289","289",NA,"UPCB0035180","-40.468889","-18.803889","UPCB0035180","2018","05",NA,NA,NA
"129","2020-03-09 08:20:37-03","UFPR","UPCB","92789","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Pleroma","cucullatum","Pleroma cucullatum","F.S.Mey., Fraga & R. Goldenb.","Meyer, F.S.","Azevedo, L.O. | Paula, L.F.A. | Forzza, R.C.","447","2016","03","17","Brasil","Espírito Santo","São Gabriel da Palha","-40.468889","-18.803889",NA,NA,"Habitat: em ilha de vegetação, depressão rasa. Inselberg granítico com pequenos fragmentos florestados.. Flores com corola roxa, com a base das pétalas brancas. Frutos imaturos verdes. Folhas discolores. Hábito:/forma de vida: arbust",NA,"Paratype",NA,"Afloramento ao lado de uma laticínio","289","289",NA,"UPCB0035155","-40.468889","-18.803889","UPCB0035155","2018","05",NA,NA,NA
"130","2017-09-14 11:50:34-03","MBML","MBML-HERBARIO","41791",NA,"Plantae",NA,NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum",NA,NA,"A. M. Assis; V. G. Demuner","1545","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Erva terrestre. Soros marrons. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041791","40W33'20","19S19'25","MBML041791",NA,NA,NA,NA,NA
"131","2017-09-14 11:52:11-03","MBML","MBML-HERBARIO","41770",NA,"Plantae",NA,NA,NA,"Verbenaceae","Aegiphila","integrifolia","Aegiphila integrifolia",NA,NA,"A. M. Assis; K.F.O. Faria","1590","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548583","-19.011833",NA,NA,"Arbusto 5 m. Frutos verdes e laranja. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041770","40W32'54,9","19S0'42,6",NA,NA,NA,NA,NA,NA
"132","2017-09-14 11:52:11-03","MBML","MBML-HERBARIO","41760",NA,"Plantae",NA,NA,NA,"Verbenaceae","Aegiphila","sellowiana","Aegiphila sellowiana",NA,NA,"A. M. Assis; V. G. Demuner","1568","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arbusto 2 m. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041760","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"133","2017-09-14 11:50:50-03","MBML","MBML-HERBARIO","7111",NA,"Plantae",NA,NA,NA,"Rubiaceae","Alseis",NA,"Alseis",NA,NA,"H. Q. Boudet Fernandes; Harry Lorenzi, Luis Leôncio Lorenzoni","3190","1996","10","10","Brasil","Espírito Santo","São Gabriel da Palha","-40.535556","-19.0175",NA,NA,"Arvoreta 5m de altura, caule com 15 cm de diâmetro, casca lisa. Flores de corola e estames amarelos.",NA,NA,NA,"Arredores de Vila Valério",NA,NA,NA,"MBML007111","40W32'8","19S1'3",NA,NA,NA,NA,NA,NA
"134","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","46675",NA,"Plantae",NA,NA,NA,"Leguminosae Mimosoideae","Anadenanthera",NA,"Anadenanthera",NA,NA,"A. M. Assis; Nirceu apicultor","2107","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.547528","-18.922111",NA,NA,"Árvore 15m. Flores brancas. Isolada no pasto. Nome popular: angico cabelo de nego. Projeto APES - Flora Apícola - SEBRAE",NA,NA,NA,"Estrada para Barra Seca","160","160",NA,"MBML046675","40W32'51,1","18S55'19,6","MBML046675",NA,NA,NA,NA,NA
"135","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","41912",NA,"Plantae",NA,NA,NA,"Leguminosae Mimosoideae","Anadenanthera","peregrina","Anadenanthera peregrina",NA,"L.A. Silva/22-04-2015","A. M. Assis; V. G. Demuner","1577","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.556111","-19.319722",NA,NA,"Arvore 20 m. DAP 80 cm. Caule com acúleos. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT Mascarenhas x Verona)",NA,NA,NA,"MBML041912","40W33'22","19S19'11","MBML041912",NA,NA,NA,NA,NA
"136","2017-09-14 11:41:29-03","MBML","MBML-HERBARIO","7112",NA,"Plantae",NA,NA,NA,"Anacardiaceae","Astronium","concinnum","Astronium concinnum",NA,"C.L. Silva-Luz/2011","H. Q. Boudet Fernandes; Harry Lorenzi, Luis Leôncio Lorenzoni","3189","1996","10","10","Brasil","Espírito Santo","São Gabriel da Palha","-40.535556","-19.0175",NA,NA,"Árvore 10m de altura, caule com 30 cm de diâmetro. Flores amarelas.",NA,NA,NA,"Arredores de Vila Valério",NA,NA,NA,"MBML007112","40W32'8","19S1'3","MBML007112",NA,NA,NA,NA,NA
"137","2017-09-14 11:41:29-03","MBML","MBML-HERBARIO","7124",NA,"Plantae",NA,NA,NA,"Anacardiaceae","Astronium","macrocalyx","Astronium macrocalyx",NA,"H. Lorenzi/1996","H. Q. Boudet Fernandes; Harry Lorenzi, Luis Leôncio Lorenzoni","3192","1996","10","10","Brasil","Espírito Santo","São Gabriel da Palha","-40.535556","-19.0175",NA,NA,"Ramo de árvore caído à beira da estrada. Frutos com cálice rosado.",NA,NA,NA,"entre São Gabriel e Vila Valério",NA,NA,NA,"MBML007124","40W32'8","19S1'3","MBML007124",NA,NA,NA,NA,NA
"138","2017-09-14 11:44:14-03","MBML","MBML-HERBARIO","46506",NA,"Plantae",NA,NA,NA,"Compositae","Baccharis","dracunculifolia","Baccharis dracunculifolia",NA,NA,"A. M. Assis; Nirceu apicultor","2110","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.564528","-18.89575",NA,NA,"Arbusto 1m. Frutos secos. Nome popular: alecrim. Projeto APES-Flora Apícola - SEBRAE",NA,NA,NA,"Barra Seca","195","195",NA,"MBML046506","40W33'52,3","18S53'44,7","MBML046506",NA,NA,NA,NA,NA
"139","2017-09-14 11:44:14-03","MBML","MBML-HERBARIO","46568",NA,"Plantae",NA,NA,NA,"Compositae","Baccharis","serrulata","Baccharis serrulata",NA,"G. Heiden/05-04-2016","A. M. Assis; Nirceu apicultor","2113","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.564528","-18.89575",NA,NA,"Arbusto 1m. Frutos secos. Nome popular: vara de visgo. Projeto APES - Flora Apícola - SEBRAE",NA,NA,NA,"Barra Seca","195","195",NA,"MBML046568","40W33'52,3","18S53'44,7","MBML046568",NA,NA,NA,NA,NA
"140","2018-03-14 14:30:26-03","MBML","MBML-HERBARIO","7105",NA,"Plantae",NA,NA,NA,"Palmae","Bactris","bahiensis","Bactris bahiensis",NA,"H. Q. Boudet Fernandes/1996","H. Q. Boudet Fernandes; Harry Lorenzi, Luis Leôncio Lorenzoni","3184","1996","10","10","Brasil","Espírito Santo","São Gabriel da Palha","-40.535556","-19.0175",NA,NA,"Arbustiva, 1.5m de altura, (4) cespitosa), 6 folhas contemporâneas, 3-5 folíolos por lado. Bráctea peduncular verde clara com indumento castanho-acinzentado. Flores amarelas, as femininas receptivas, visitadas por coleópteros. Mais ou",NA,"PARATIPO",NA,"Comunidade Castelã. Córrego Castelã.",NA,NA,NA,"MBML007105","40W32'8","19S1'3","MBML007105_1 MBML007105_2",NA,NA,NA,NA,NA
"141","2017-09-14 11:49:51-03","MBML","MBML-HERBARIO","416",NA,"Plantae",NA,NA,NA,"Palmae","Bactris","caryotifolia","Bactris caryotifolia",NA,"H. Q. Boudet Fernandes/1996","H. Q. Boudet Fernandes; Harry Lorenzi & Luis Leôncio Lorenzoni","3187","1996","10","10","Brasil","Espírito Santo","São Gabriel da Palha","-40.535556","-19.0175",NA,NA,"Arbustiva, cespitosa, flores masculinas abertas, coleópteros presentes.",NA,NA,NA,"Comunidade Castelã. Córrego Castelã.",NA,NA,NA,"MBML000416","40W32'8","19S1'3",NA,NA,NA,NA,NA,NA
"142","2018-03-14 14:30:26-03","MBML","MBML-HERBARIO","7104",NA,"Plantae",NA,NA,NA,"Palmae","Bactris","pickelii","Bactris pickelii",NA,"H. Q. Boudet Fernandes/1996","H. Q. Boudet Fernandes; Harry Lorenzi, Luis Leôncio Lorenzoni","3186","1996","10","10","Brasil","Espírito Santo","São Gabriel da Palha","-40.535556","-19.0175",NA,NA,"Arbustiva, solitária ou 8-cespitosa, ca. 1.8m de altura. Estipe até 1m x 8mm com 6 folhas contemporâneas inteiras. Inflorescência intrafoliar. Bráctea peduncular amarelo-clara com anúcleos castanhos. Flores femininas verdes; masculina",NA,NA,NA,"Comunidade Castelã. Córrego Castelã.",NA,NA,NA,"MBML007104","40W32'8","19S1'3",NA,NA,NA,NA,NA,NA
"143","2018-03-14 14:29:46-03","MBML","MBML-HERBARIO","41361",NA,"Plantae",NA,NA,NA,"Flacourtiaceae","Carpotroche","brasiliensis","Carpotroche brasiliensis",NA,NA,"A. M. Assis; V. G. Demuner","1552","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arvoreta 6 m. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041361","40W33'20","19S19'25","MBML041361",NA,NA,NA,NA,NA
"144","2017-09-14 11:48:23-03","MBML","MBML-HERBARIO","41635",NA,"Plantae",NA,NA,NA,"Moraceae","Cecropia","pachystachya","Cecropia pachystachya",NA,NA,"A. M. Assis; V. G. Demuner","1564","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arvore 10 m. Inflorescência jovens com bráctea verde claro. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041635","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"145","2017-09-14 11:52:05-03","MBML","MBML-HERBARIO","41744",NA,"Plantae",NA,NA,NA,"Ulmaceae","Celtis",NA,"Celtis",NA,NA,"A. M. Assis; V. G. Demuner","1575","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Escandente. Frutos verdes. Borda. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041744","40W33'20","19S19'25",NA,NA,NA,NA,NA,NA
"146","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","41458",NA,"Plantae",NA,NA,NA,"Leguminosae Faboideae","Centrosema",NA,"Centrosema",NA,NA,"A. M. Assis; V. G. Demuner","1539","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Liana. Flores lilas. Borda. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041458","40W33'20","19S19'25","MBML041458",NA,NA,NA,NA,NA
"147","2017-09-14 11:41:17-03","MBML","MBML-HERBARIO","41786",NA,"Plantae",NA,NA,NA,"Acanthaceae","Chamaeranthemum","venosum","Chamaeranthemum venosum",NA,NA,"A. M. Assis; V. G. Demuner","1544","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Erva terrestre. Botões brancos. Flores lilas. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041786","40W33'20","19S19'25","MBML041786",NA,NA,NA,NA,NA
"148","2017-09-14 11:50:51-03","MBML","MBML-HERBARIO","41788",NA,"Plantae",NA,NA,NA,"Rubiaceae","Chomelia",NA,"Chomelia",NA,NA,"A. M. Assis; K.F.O. Faria","1589","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548583","-19.011833",NA,NA,"Arbusto 2 m. Flores brancas. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041788","40W32'54,9","19S0'42,6",NA,NA,NA,NA,NA,NA
"149","2017-09-14 11:44:15-03","MBML","MBML-HERBARIO","46567",NA,"Plantae",NA,NA,NA,"Compositae","Chrysolaena","cognata","Chrysolaena cognata",NA,NA,"A. M. Assis; Nirceu apicultor","2108","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.547528","-18.922111",NA,NA,"Subarbusto 1m. Frutos secos. Nome popular: vara de visgo. Projeto APES - Flora Apícola - SEBRAE",NA,NA,NA,"Estrada para Barra Seca","160","160",NA,"MBML046567","40W32'51,1","18S55'19,6","MBML046567",NA,NA,NA,NA,NA
"150","2017-09-14 11:43:05-03","MBML","MBML-HERBARIO","41804",NA,"Plantae",NA,NA,NA,"Boraginaceae","Cordia",NA,"Cordia",NA,NA,"A. M. Assis; K.F.O. Faria","1583","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548583","-19.011833",NA,NA,"Arbusto 1,5 m. Frutos vermelhos. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041804","40W32'54,9","19S0'42,6","MBML041804",NA,NA,NA,NA,NA
"151","2017-09-14 11:43:05-03","MBML","MBML-HERBARIO","46882",NA,"Plantae",NA,NA,NA,"Boraginaceae","Cordia","curassavica","Cordia curassavica",NA,NA,"A. M. Assis; Nirceu apicultor","2105","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.515278","-18.948056",NA,NA,"Arbusto 1m, flores brancas. Nome popular: baleeira. Projeto APES - Flora Apícola - SEBRAE",NA,NA,NA,"Estrada para Barra Seca","200","200",NA,"MBML046882","40W30'55","18S56'53","MBML046882",NA,NA,NA,NA,NA
"152","2017-09-14 11:46:33-03","MBML","MBML-HERBARIO","41411",NA,"Plantae",NA,NA,NA,"Lecythidaceae","Couratari","macrosperma","Couratari macrosperma",NA,"M. Ribeiro/18-06-2014","A. M. Assis; K.F.O. Faria","1616","2008","05","03","Brasil","Espírito Santo","São Gabriel da Palha","-40.546","-19.014861",NA,NA,"Arvore 10 m. DAP 30 cm. Frutos marrons. Isolada no pasto.",NA,NA,NA,"Prop. Amélia Roncheti. Estrada p/ Córrego do Sete","137","137",NA,"MBML041411","40W32'45,6","19S0'53,5","MBML041411",NA,NA,NA,NA,NA
"153","2017-09-14 11:46:33-03","MBML","MBML-HERBARIO","41803",NA,"Plantae",NA,NA,NA,"Lecythidaceae","Couratari","macrosperma","Couratari macrosperma",NA,"M. Ribeiro/17-06-2014","A. M. Assis; K.F.O. Faria","1617","2008","05","03","Brasil","Espírito Santo","São Gabriel da Palha","-40.546","-19.014861",NA,NA,"Arvore 12 m. DAP 30 cm. Botões e flores amarelas. Isolada no pasto.",NA,NA,NA,"Prop. Amélia Roncheti. Estrada p/ Córrego do Sete","137","137",NA,"MBML041803","40W32'45,6","19S0'53,5","MBML041803",NA,NA,NA,NA,NA
"154","2017-09-14 11:46:33-03","MBML","MBML-HERBARIO","46753",NA,"Plantae",NA,NA,NA,"Lecythidaceae","Couratari","macrosperma","Couratari macrosperma",NA,"M. Ribeiro/17-06-2014","A. M. Assis; Nirceu apicultor","2104","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.547528","-18.922111",NA,NA,"Árvore 15m alt., isolada no pasto. Frutos secos",NA,NA,NA,"Estrada para Barra Seca","160","160",NA,"MBML046753","40W32'51,1","18S55'19,6","MBML046753",NA,NA,NA,NA,NA
"155","2017-09-14 11:45:14-03","MBML","MBML-HERBARIO","46673",NA,"Plantae",NA,NA,NA,"Euphorbiaceae","Croton","fuscescens","Croton fuscescens",NA,"M. Felippe Silva/09-06-2014","A. M. Assis; Nirceu apicultor","2119","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.565639","-18.910889",NA,NA,"Subarbusto 1m, flores brancas. Nome popular: catinga de bode/capuxinho. Projeto APES - Flora Apícola - SEBRAE",NA,NA,NA,"Assentamento do Glaza","160","160",NA,"MBML046673","40W33'56,3","18S54'39,2","MBML046673",NA,NA,NA,NA,NA
"156","2017-09-14 11:47:32-03","MBML","MBML-HERBARIO","41021",NA,"Plantae",NA,NA,NA,"Marantaceae","Ctenanthe","setosa","Ctenanthe setosa",NA,"S. Vieira/12-12-2010","A. M. Assis; V. G. Demuner","1559","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.023611",NA,NA,"Erva. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT Mascarenhas x Verona)",NA,NA,NA,"MBML041021","40W33'20","19S1'25","MBML041021",NA,NA,NA,NA,NA
"157","2017-09-14 11:51:26-03","MBML","MBML-HERBARIO","41580",NA,"Plantae",NA,NA,NA,"Sapindaceae","Cupania","rugosa","Cupania rugosa",NA,"R. Perdiz/2011","A. M. Assis; K.F.O. Faria","1591","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548611","-19.328611",NA,NA,"Arvore 10 m. DAP 30 cm. Botões marrons. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041580","40W32'55","19S19'43",NA,NA,NA,NA,NA,NA
"158","2017-09-14 11:44:21-03","MBML","MBML-HERBARIO","46508",NA,"Plantae",NA,NA,NA,"Compositae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides",NA,"A.M. Teles/VIII-2015","A. M. Assis; Nirceu apicultor","2115","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.5155","-18.948139",NA,NA,"Arbusto 1m. Flores brancas e roxas. Nome popular: vara de visgo. Projeto APES - Flora Apícola - SEBRAE",NA,NA,NA,"Estrada para Barra Seca","200","200",NA,"MBML046508","40W30'55,8","18S56'53,3","MBML046508",NA,NA,NA,NA,NA
"159","2019-05-09 14:19:53-03","MBML","MBML-HERBARIO","41522",NA,"Plantae",NA,NA,NA,"Leguminosae Faboideae","Dalbergia","frutescens","Dalbergia frutescens",NA,NA,"A. M. Assis; V. G. Demuner","1551","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Escandente. Fruto verde. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT Mascarenhas x Verona)",NA,NA,NA,"MBML041522","40W33'20","19S19'25","MBML041522",NA,NA,NA,NA,NA
"160","2019-05-09 14:19:53-03","MBML","MBML-HERBARIO","41460",NA,"Plantae",NA,NA,NA,"Leguminosae Faboideae","Dalbergia","nigra","Dalbergia nigra",NA,NA,"A. M. Assis; V. G. Demuner","1547","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Arvoreta 6 m. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041460","40W33'20","19S19'25","MBML041460",NA,NA,NA,NA,NA
"161","2019-05-09 14:19:53-03","MBML","MBML-HERBARIO","46878",NA,"Plantae",NA,NA,NA,"Leguminosae Faboideae","Dalbergia","nigra","Dalbergia nigra",NA,NA,"A. M. Assis; Nirceu apicultor","2112","2009","09","29","Brasil","Espírito Santo","São Gabriel da Palha","-40.5475","-18.921944",NA,NA,"Árvore 15m isolada no pasto. Flores brancas, frutos verdes. Nome popular: jacarandá. Projeto APES - Flora Apícola - SEBRAE.",NA,NA,NA,"Estrada para Barra Seca","160","160",NA,"MBML046878","40W32'51","18S55'19","MBML046878",NA,NA,NA,NA,NA
"162","2017-09-14 11:44:48-03","MBML","MBML-HERBARIO","41980",NA,"Plantae",NA,NA,NA,"Dilleniaceae","Davilla","rugosa","Davilla rugosa",NA,NA,"A. M. Assis; K.F.O. Faria","1586","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548583","-19.011833",NA,NA,"Liana. Frutos verdes. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041980","40W32'54,9","19S0'42,6","MBML041980",NA,NA,NA,NA,NA
"163","2017-09-14 11:44:48-03","MBML","MBML-HERBARIO","41827",NA,"Plantae",NA,NA,NA,"Dilleniaceae","Davilla","rugosa","Davilla rugosa",NA,NA,"A. M. Assis; V. G. Demuner","1556","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Escandente. Botoes avermelhados. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT Mascarenhas x Verona)",NA,NA,NA,"MBML041827","40W33'20","19S19'25","MBML041827",NA,NA,NA,NA,NA
"164","2017-09-14 11:51:16-03","MBML","MBML-HERBARIO","41789",NA,"Plantae",NA,NA,NA,"Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum",NA,NA,"A. M. Assis; K.F.O. Faria","1593","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548583","-19.011833",NA,NA,"Arbusto 2 m. Botões esverdeados. Borda. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041789","40W32'54,9","19S0'42,6",NA,NA,NA,NA,NA,NA
"165","2019-06-25 07:52:38-03","MBML","MBML-HERBARIO","41793",NA,"Plantae",NA,NA,NA,"Bignoniaceae","Fridericia",NA,"Fridericia",NA,NA,"A. M. Assis; K.F.O. Faria","1587","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548583","-19.011833",NA,NA,"Liana. Frutos verdes. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041793","40W32'54,9","19S0'42,6","MBML041793",NA,NA,NA,NA,NA
"166","2019-06-25 07:52:38-03","MBML","MBML-HERBARIO","41794",NA,"Plantae",NA,NA,NA,"Bignoniaceae","Fridericia","chica","Fridericia chica",NA,"R.S. Ribeiro/VI-2019","A. M. Assis; K.F.O. Faria","1588","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548583","-19.011833",NA,NA,"Liana. Frutos verdes. Floresta Ombrofila Densa #?# estagio inicial de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041794","40W32'54,9","19S0'42,6","MBML041794",NA,NA,NA,NA,NA
"167","2019-06-25 07:52:38-03","MBML","MBML-HERBARIO","41742",NA,"Plantae",NA,NA,NA,"Bignoniaceae","Fridericia","conjugata","Fridericia conjugata",NA,"R.S. Ribeiro/22-06-2019","A. M. Assis; V. G. Demuner","1555","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Liana. Corola branca e rósea. Borda. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT Mascarenhas x Verona)",NA,NA,NA,"MBML041742","40W33'20","19S19'25","MBML041742",NA,NA,NA,NA,NA
"168","2017-09-14 11:42:55-03","MBML","MBML-HERBARIO","41747",NA,"Plantae",NA,NA,NA,"Bignoniaceae","Fridericia","triplinervia","Fridericia triplinervia",NA,"L.H.M. Fonseca/09-09-2013","A. M. Assis; V. G. Demuner","1548","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-19.323611",NA,NA,"Liana. Botões e flores lilas. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,"MBML041747","40W33'20","19S19'25","MBML041747",NA,NA,NA,NA,NA
