"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","phylum","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","locality","imagecode","infraspecificEpithet","continentOcean","order","class"
"1","2020-02-03 10:29:21-03","UNESP-IBB","BOTU","32996","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","Rapini, A.","2012","02","18","Luz, A.A. da","230","2004","09","16","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","BOTU032996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-02-22 15:20:49-03","ESALQ","ESA","109066","S","Plantae","Lauraceae","Mezilaurus","crassiramea","Mezilaurus crassiramea",NA,"Werff, H. V. der","2005","06","02","Luz, A.A.","56","2002","04","17","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","ESA109066","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-02-22 15:20:49-03","ESALQ","ESA","109067","S","Plantae","Lauraceae","Mezilaurus","crassiramea","Mezilaurus crassiramea",NA,"Siqueira, G. S. & Folli, D. A.","2009","06","08","Luz, A.A.","504","2009","05","05","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","ESA109067","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-02-22 15:06:44-03","ESALQ","ESA","135402","S","Plantae","Meliaceae","Guarea","kunthiana","Guarea kunthiana","A. Juss","D.A. Folli","2014",NA,NA,"D.A. Folli","7319","2014","12","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","ESA135402","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-02-13 14:12:00-03","MN","R","216116","S","Plantae","Moraceae","Dorstenia","elata","Dorstenia elata","Hook.","Machado, A.F.P.","2009","09","23","Salino, A.; Almeida, T.E. & Heringer, G.","10974","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.372944","-19.278333",NA,NA,NA,NA,"41° 22' 22,6W","19° 16' 42S","820","820","Projeto - Riqueza, distribuição geográfica e conservação das pteridófitas do estado de Minas Gerais, Brasil",NA,NA,NA,NA,NA,NA
"6","2020-03-10 08:29:17-03","UFV","VIC","35020","PreservedSpecimen","Plantae","Mimosoideae","Inga","edulis","Inga edulis","(Vell.) Mart.","Fernandes, J.M.","2009","11","08","Fernandes, J.M.","1158","2009","11","08","Brasil","Minas Gerais","Santa Rita da Itueto","-41.401667","-19.29",NA,"VIC035020",NA,NA,"-41.401667","-19.29",NA,NA,"Árvore, c.a. de 9,0 metros de altura; frutos desenvolvidos.","Parque Estadual dos Sete Salões, Floresta Estacional Semidecidual.","VIC035020",NA,NA,NA,NA
"7","2020-03-10 08:29:17-03","UFV","VIC","34837","PreservedSpecimen","Plantae","Mimosoideae","Inga","hispida","Inga hispida","Schott ex Benth.","Fernandes, J.M.","2009","11","08","Fernandes, J.M.","1155","2009","11","08","Brasil","Minas Gerais","Santa Rita do Itueto","-41.401667","-19.29",NA,"VIC034837",NA,NA,"-41.401667","-19.29",NA,NA,"Árvore, c.a. de 7,0 metros de altura; flores secas.","Parque Estadual dos Sete Salões, Floresta Estacional Semidecidual.","VIC034837",NA,NA,NA,NA
"8","2020-03-10 08:29:17-03","UFV","VIC","36376","PreservedSpecimen","Plantae","Mimosoideae","Inga","hispida","Inga hispida","Schott ex Benth.","Fernandes, J.M.","2010","01","11","Fernandes, J.M.","1180","2010","01","11","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","VIC036376","auto",NA,NA,NA,NA,NA,"Floresta Atlântica; arvoreta de 5m alt., floresta estacional semidecidual, frutos imaturos, híspidos.","Parque Estadual dos Sete Salões",NA,NA,NA,NA,NA
"9","2020-03-10 08:29:17-03","UFV","VIC","37473","PreservedSpecimen","Plantae","Mimosoideae","Inga","hispida","Inga hispida","Schott ex Benth.","Fernandes, J.M.","2012","05","14","Fernandes, J.M.","1428","2012","05","14","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","VIC037473","auto",NA,NA,NA,NA,NA,"Árvore 7m alt., frutos secos.","Parque Estadual dos Sete Salões, Comunidade Alta Aparecida.","VIC037473",NA,NA,NA,NA
"10","2020-03-10 08:29:20-03","UFV","VIC","34843","PreservedSpecimen","Plantae","Mimosoideae","Inga","subnuda","Inga subnuda subnuda",NA,"Fernandes, J.M.","2009","11","08","Fernandes, J.M.","1156","2009","11","08","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","VIC034843","auto",NA,NA,NA,NA,NA,"Árvore, c.a. de 10 metros de altura; frutos desenvolvidos e flores secas.","Parque Estadual dos Sete Salões, Floresta Estacional Semidecidual.","VIC034843","subnuda",NA,NA,NA
"11","2020-03-10 08:29:17-03","UFV","VIC","36548","PreservedSpecimen","Plantae","Mimosoideae","Inga","hispida","Inga hispida","Schott ex Benth.","Fernandes, J.M.","2010","01","11","Fernandes, J.M.","1179","2010","01","11","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","VIC036548","auto",NA,NA,NA,NA,NA,"Árvore, c.a. de 5,0 metros de altura; flores com corola esverdeada e filetes brancos.","Parque Estadual dos Sete Salões, Próximo à casa do Sr. José Domingos.","VIC036548",NA,NA,NA,NA
"12","2019-11-21 14:52:34-03","UFJF","CESJ","57341","PreservedSpecimen","Plantae","Dryopteridaceae","Lastreopsis","amplissima","Lastreopsis amplissima","(C. Presl) Tindale","T.E. Almeida","2009","05","25","T.E. Almeida; D.T. Souza; M.M.T.Cota","1945","2009","05","25","Brasil","Minas Gerais","Santa Rita do Itueto","-41.425556","-19.529444",NA,"CESJ057341",NA,"Polypodiopsida","-41.425556","-19.529444","185","185","Floresta Estacional Semidecidual. Erva terrestre no interior de floresta.","Margens do rio Manhuaçu, 19º31'46''S 41º25'32''W. 185m.",NA,NA,"América do Sul",NA,NA
"13","2019-11-21 14:53:04-03","UFJF","CESJ","57511","PreservedSpecimen","Plantae","Nephrolepidaceae","Nephrolepis","pectinata","Nephrolepis pectinata","(Willd.) Schott","V.A.O. Dittrich","2017","10",NA,"A. Salino; T.E. Almeida; G. Heringer","10980","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374139","-19.278389",NA,"CESJ057511",NA,"Polypodiopsida","-41.374139","-19.278389","770","770","Área com Floresta Estacional Semidecidual e Campo Rupestre. Rupícola no interior de mata.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir da fazenda dos Correa. , a 770m de altitude. 19º16'42,2''S 41º22'26,9''W.",NA,NA,"América do Sul",NA,NA
"14","2019-11-21 14:53:33-03","UFJF","CESJ","56973","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","pectinatiformis","Pecluma pectinatiformis","(Lindm.) M.G.Price","A. Salino","2005","05",NA,"A. Salino; T.E. Almeida; G. Heringer","10981","2006","05","09","Brasil","Minas Gerais","Santa Rita do itueto","-41.371361","-19.278389",NA,"CESJ056973",NA,"Polypodiopsida","-41.371361","-19.278389","770","770","Área com Floresta Estacional Semidecidual e Campo Rupestre. Rupícola no interior de mata.","Parque estadual dos Sete Salões, trilha para a Gruta dos Sete Salões e pico do Garrafão a partir da fazenda dos Correa. 770m de altitude; 19º16'42,2 S, 41º22'26,9 W.",NA,NA,"América do Sul",NA,NA
"15","2019-11-21 14:52:34-03","UFJF","CESJ","57390","PreservedSpecimen","Plantae","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","A. Salino","2006","05",NA,"A. Salino; T.E. Almeida; G. Heringer","11003","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374139","-19.278389",NA,"CESJ057390",NA,"Polypodiopsida","-41.374139","-19.278389","770","770","Área com Floresta estacional semidecirual e campo rupestre. Hemiepífita no interior de mata, folhas férteis a 2,5m de altura.","Parque Estadual de Sete Salões, trilha para a Gruta de Sete Salões e Pico do Garrafão, a partir da Fazenda dos Correa. 770m de altitude, 19º16'42,2 S, 41º22'26,9 W.","CESJ057390",NA,"América do Sul",NA,NA
"16","2020-03-16 18:51:06-03","UFJF","CESJ","56976","PreservedSpecimen","Plantae","Pteridaceae","Pteris","brasiliensis","Pteris brasiliensis","Raddi","A. Salino","2006","05",NA,"A. Salino; T.E. Almeida; G. Heringer","10967","2006","05","08","Brasil","Minas Gerais","Santa Rita do Itueto","-41.340167","-19.366611",NA,"CESJ056976",NA,"Polypodiopsida","-41.340167","-19.366611","250","250","Floresta estacional semidecidual às margens do córrego Querozena (afluente do córrego Itueto) e junto a grandes afloramentos rochosos do tipo Pão de Açúcar. Floresta com palmeiras Astrocarium aculeatissimum e Attalea sp. Terrestre na mata. Prensado e","Fazenda Três Pedras, 250m de altitude; 19º21'59,8 S, 41º20'24,6 W.",NA,NA,"América do Sul",NA,NA
"17","2019-11-21 14:53:53-03","UFJF","CESJ","56974","PreservedSpecimen","Plantae","Polypodiaceae","Serpocaulon","triseriale","Serpocaulon triseriale","(Sw.) A.R.Sm.","V.A.O. Dittrich","2015","02",NA,"A. Salino; T.E. Almeida; G. Heringer","11007","2006","05","09","Brasil","Minas Gerais","Santa Rita do itueto","-41.374139","-19.278389",NA,"CESJ056974",NA,"Polypodiopsida","-41.374139","-19.278389","770","770","Área com Floresta Estacional Semidecidual e Campo Rupestre. Terrestre no interior de mata.","Parque estadual dos Sete Salões, trilha para a Gruta dos Sete Salões e pico do Garrafão a partir da fazenda dos Correa. 770m de altitude; 19º16'42,2 S, 41º22'26,9 W.",NA,NA,"América do Sul",NA,NA
"18","2019-11-21 14:54:38-03","UFJF","CESJ","57526","PreservedSpecimen","Plantae","Pteridaceae","Tryonia","myriophylla","Tryonia myriophylla","(Sw.) Schuettp., J. Prado & A.T. Cochran","L.V. Lima","2014","06",NA,"A. Salino; T.E.Almeirda; G. Heringer","10985","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CESJ057526","auto","Polypodiopsida",NA,NA,NA,NA,"Área com Floresta estacional semidecidual e Campo rupestre. Rupícola ao lado de entrada da Gruta de Sete Salões.","Parque Estadual de Sete Salões, trilha para a Gruta de Sete Salões e Pico do Garrafão, a partir da fazenda dos Correa. 820m de altitude; 19º16'42 S; 41º22'22,6 W.",NA,NA,"América do Sul",NA,NA
"19","2019-11-21 14:52:44-03","UFJF","CESJ","57285","PreservedSpecimen","Plantae","Gleicheniaceae","Sticherus","lanuginosus","Sticherus lanuginosus","(Fée) Nakai","A. Salino","2006","05",NA,"A. Salino; T.E. Almeida; G. Heringer","11019","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CESJ057285","auto","Polypodiopsida",NA,NA,NA,NA,"Terrestre em barranco a beira de estrada, na Fazenda dos Correa, em área com Floresta Estacional Semidecidual e Campo Rupestre.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão, a partir da Fazenda dos Correa. Alt. 590m; Lat.19º17'02S; Lon.41º22'29,6W.",NA,NA,"América do Sul",NA,NA
"20","2019-11-21 14:54:38-03","UFJF","CESJ","57293","PreservedSpecimen","Plantae","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","A. Salino","2006","05",NA,"A. Salino; T.E. Almeida; G. Heringer","10982","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CESJ057293","auto","Polypodiopsida",NA,NA,NA,NA,"Terrestre, no interior de mata em área com Floresta Estacional Semidecidual e Campo Rupestre","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão, a partir da Fazenda dos Correa. Alt. 770m; Lat.19º16'42,2S; Lon.41º22'26,9W.",NA,NA,"América do Sul",NA,NA
"21","2019-08-20 10:25:39-03","UNICAMP","UEC","180027","S","Plantae","Sapindaceae","Allophylus",NA,"Allophylus",NA,NA,NA,NA,NA,"Luz, AA","101","2003","02","04","Brazil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","UEC020975","auto","Magnoliopsida",NA,NA,NA,NA,"Árvore, 6m de altura, frutos vermelhos.; Mata ciliar.",NA,"UEC020975",NA,NA,NA,NA
"22","2019-08-20 10:03:26-03","UNICAMP","UEC","116875","S","Plantae","Apocynaceae","Laxoplumeria","verticillata","Laxoplumeria verticillata",NA,"Castello, ACD","2018","06",NA,"Luz, AA","s.n.","2004","09","16","Brazil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","UEC161199","auto","Magnoliopsida",NA,NA,NA,NA,"Forma do Fuste: Cilindrico; Superfície da Casca: Áspera; Cor do Botão: Verde; Cor da Flor: Branca; Cor da Exsudação: Incolor; Forma de Vida: Terrestre; Porte: Arbóreo; Altura: 16; Altura do Fuste: 90; Diâmetro da Copa: 7; Exsudação:","ecossistema: pasto.","UEC161199",NA,NA,NA,NA
"23","2019-08-20 10:08:21-03","UNICAMP","UEC","194291","S","Plantae","Bombacaceae","Pseudobombax",NA,"Pseudobombax",NA,NA,NA,NA,NA,"Luz, AA","240","2004","09","30","Brazil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","UEC131541","auto","Magnoliopsida",NA,NA,NA,NA,"Fuste cilíndrico, casca áspera, botão verde, flor verde/amarela, seiva incolor. Terrestre, arbóreo, altura total 8, fuste 1,5, CAP do fuste 80, diâmetro da copa. Descamação ausente.; Mata de galeria","Estrada de Itueto a Sta Rita do Itueto. km 15.","UEC131541",NA,NA,NA,NA
"24","2019-08-20 10:09:49-03","UNICAMP","UEC","202804","S","Plantae","Clusiaceae","Clusia","mexiensis","Clusia mexiensis","P.F.Stevens","Alencar, AC","2018","04",NA,"Luz, AA","99","2003","01","22","Brazil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","UEC022066","auto","Magnoliopsida",NA,NA,NA,NA,"Trepadeira, fruto imaturo verde, seiva incolor, lenhosa.; Mata ciliar","Estrada Santa Rita do Itueto a C. Paredão.","UEC022066",NA,NA,NA,NA
"25","2020-03-09 19:09:54-03","UFPB","JPB","59181","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia",NA,"Cayaponia",NA,NA,NA,NA,NA,"Luz, AA","84","2002","11","19","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","JPB0059181","auto","Angiosperma",NA,NA,NA,NA,"Trepadeira de porte herbáceo, com frutos maduros vermelhos e frutos imaturos verdes.","Estrada Tabaúna à Sta. R. do Itueto.",NA,NA,"Southern America","Dicotyledon",NA
"26","2019-06-27 10:26:51-03","UFES","VIES","32536","S","Plantae","Sapotaceae","Pouteria",NA,"Pouteria",NA,NA,NA,NA,NA,"Luz, A.A. da","52","2002","04","02","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","VIES032536","auto",NA,NA,NA,NA,NA,NA,NA,"VIES032536",NA,NA,NA,NA
"27","2019-09-27 18:06:25-03","UFES","VIES","32545","S","Plantae","Sapotaceae","Chrysophyllum","lucentifolium","Chrysophyllum lucentifolium lucentifolium",NA,"Folli, D.A.","2002","12","17","Luz, A.A. da","97","2002","12","17","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","VIES032545","auto",NA,NA,NA,NA,NA,NA,NA,"VIES032545","lucentifolium",NA,NA,NA
"28","2020-03-19 11:42:38-03","UFES","VIES","32525","S","Plantae","Sapotaceae","Pouteria","butyrocarpa","Pouteria butyrocarpa","(Kuhlm.) T.D.Penn.","Siqueira, G.S.","2009","07","23","Luz, A.A. da","225","2004","09","01","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","VIES032525","auto",NA,NA,NA,NA,NA,NA,NA,"VIES032525",NA,NA,NA,NA
"29","2020-03-19 11:40:56-03","UFES","VIES","32270","S","Plantae","Fabaceae","Inga","flagelliformis","Inga flagelliformis","(Vell.) Mart.","Siqueira, G.S.","2008","03","27","Luz, A.A. da","389","2007","04","11","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","VIES032270","auto",NA,NA,NA,NA,NA,NA,"Estrada Quatituba - Santa Rita do Itueto.","VIES032270",NA,NA,NA,NA
"30","2019-10-02 15:07:11-03","UFMG","BHCB","98692","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","prolifera","Acianthera prolifera","(Herb. ex Lindl.) Pridgeon & M.W.Chase",NA,"2015","12",NA,"Salino, A; Almeida, TE; Heringer, G","11008","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.376406","-19.271681",NA,"BHCB032219",NA,"Monocotyledon","-41.376406","-19.271681","1100","1100","Rupícola. Flores vinho escuro.; Área com Floresta Estacional Semidecidual e Campo Rupestre","Parque Estadual de Sete Salões., Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir da fazenda dos Correa",NA,NA,"Southern America",NA,NA
"31","2019-12-16 17:40:45-03","UFMG","BHCB","130529","PreservedSpecimen","Plantae","Acanthaceae","Aphelandra",NA,"Aphelandra",NA,NA,NA,NA,NA,"Almeida, TE; Souza, DT; Cota, MMT","1950","2009","05","25","Brasil","Minas Gerais","Santa Rita do Itueto","-41.425667","-19.529528",NA,"BHCB052795",NA,"Dicotyledon","-41.425667","-19.529528","185","185","Arbusto. Flores vermelhas.; Interior de floresta. Floresta Estacional Semidecidual.","Rio Manhuaçu.","BHCB052795",NA,"Southern America",NA,NA
"32","2019-10-02 14:51:14-03","UFMG","BHCB","130530","PreservedSpecimen","Plantae","Begoniaceae","Begonia","hirtella","Begonia hirtella","Link",NA,"2012","11","30","Almeida, TE; Souza, DT; Cota, MMT","1951","2009","05","25","Brasil","Minas Gerais","Santa Rita do Itueto","-41.425556","-19.529444",NA,"BHCB003934",NA,"Dicotyledon","-41.425556","-19.529444","185","185","Erva rupícola em afloramento rochoso no interior de floresta. Flores brancas","Rio Manhuaçu., Floresta Estacional Semidecidual",NA,NA,"Southern America",NA,NA
"33","2019-11-14 18:36:40-03","UFMG","BHCB","131837","PreservedSpecimen","Plantae","Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus",NA,NA,"2018",NA,NA,"Souza, DT; Almeida, TE; Cota, MMT","728","2009","05","27","Brasil","Minas Gerais","Santa Rita do Itueto","-41.343333","-19.4675",NA,"BHCB021140",NA,"Dicotyledon","-41.343333","-19.4675","154","154","Árvore de 7 metros em pasto. Frutos imaturos verdes; Vegetação ciliar às margens do rio. Ambientes com pequenas manchas de vegetação ciliar, doimados por pastagens","Rio Manhuaçu, Às margens do Rio Manhuaçu",NA,NA,"Southern America",NA,NA
"34","2019-10-02 14:59:40-03","UFMG","BHCB","98658","PreservedSpecimen","Plantae","Moraceae","Dorstenia","sucrei","Dorstenia sucrei","Carauta",NA,"2007","07",NA,"Salino, A; Almeida, TE; Heringer, G","10974","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.372944","-19.278333",NA,"BHCB039464",NA,"Dicotyledon","-41.372944","-19.278333","820","820","Arbusto com 50-100cm de altura, sobre rocha com humos no interior da mata. Inflorescência verde.; Área com Floresta Estacional Semidecidual e Campo Rupestre.","Parque Estadual de Sete Salões., Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir da fazenda dos Correa.",NA,NA,"Southern America",NA,NA
"35","2019-10-02 15:02:27-03","UFMG","BHCB","130531","PreservedSpecimen","Plantae","Rubiaceae","Geophila","repens","Geophila repens","(L.) I.M.Johnst.",NA,NA,NA,NA,"Almeida, TE; Souza, DT; Cota, MMT","1952","2009","05","25","Brasil","Minas Gerais","Santa Rita do Itueto","-41.425667","-19.529528",NA,NA,NA,"Dicotyledon","-41.425667","-19.529528","185","185","Erva terrestre no interior de floresta. Frutos maduros vermelhos","Rio Manhuaçu., Floresta Estacional Semidecidual",NA,NA,"Southern America",NA,NA
"36","2019-10-02 15:05:59-03","UFMG","BHCB","131834","PreservedSpecimen","Plantae","Arecaceae","Lytocaryum","weddellianum","Lytocaryum weddellianum","H. Wendl. & Toledo",NA,NA,NA,NA,"Souza, DT; Almeida, TE; Cota, MMT","725","2009","05","27","Brasil","Minas Gerais","Santa Rita do Itueto","-41.343333","-19.4675",NA,"BHCB050402",NA,"Monocotyledon","-41.343333","-19.4675","189","189","Árvore de 4 metros. Frutos imaturos verdes, espata marrom/creme.; Afloramento rochoso.","Afloramento rochoso às margens do rio Manhuaçu. Vegetação sobre afloramento rochoso.","BHCB050402 BHCB050402_1",NA,"Southern America",NA,NA
"37","2019-10-02 14:54:22-03","UFMG","BHCB","131835","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pigra","Mimosa pigra dehiscens","Glazier & Mackinder",NA,"2013","11","14","Souza, DT; Almeida, TE; Cota, MMT","726","2009","05","27","Brasil","Minas Gerais","Santa Rita do Itueto","-41.343333","-19.4675",NA,"BHCB011363",NA,"Dicotyledon","-41.343333","-19.4675","154","154","Arbusto. Frutos imaturos marrons e pilosos; Pasto; beira de córrego. Vegetação ciliar, ambientes com pequenas manchas de vegetação ciliar, dominados por pastagens","Rio Manhuaçu",NA,"dehiscens","Southern America",NA,NA
"38","2019-10-02 14:56:27-03","UFMG","BHCB","98648","PreservedSpecimen","Plantae","Malvaceae","Pavonia",NA,"Pavonia",NA,NA,NA,NA,NA,"Salino, A; Almeida, TE; Heringer, G","10964","2006","05","08","Brasil","Minas Gerais","Santa Rita do Itueto","-41.340167","-19.366611",NA,"BHCB045422",NA,"Dicotyledon","-41.340167","-19.366611","250","250","Arvore de 3m de altura, ramos pendentes sobre o rio. Pétalas verdes com listras vermelhas; Floreta estacional semidecidual as margens do córrego Querozena e junto a grandes afloramentos rochosos do tipo Pão de Açúcar.","Fazenda Três Pedras.",NA,NA,"Southern America",NA,NA
"39","2019-10-02 15:07:09-03","UFMG","BHCB","98644","PreservedSpecimen","Plantae","Marantaceae","Stromanthe",NA,"Stromanthe","Gasper",NA,"2013","11",NA,"Salino, A; Almeida, TE; Heringer, G","10960","2006","05","08","Brasil","Minas Gerais","Santa Rita do Itueto","-41.340017","-19.366411",NA,"BHCB011055",NA,"Monocotyledon","-41.340017","-19.366411","250","250","Erva terrestre na mata. Brácteas rosadas.; Floresta Estacional Semidecidual as margens do córrego Querozena (afluente do córrego Itueto) e junto a grandes afloramentos rochosos do tipo Pão de Açúcar.","Fazenda Três Pedras., As margens do córrego Querozena (afluente do córrego Itueto).",NA,NA,"Southern America",NA,NA
"40","2019-10-02 14:52:47-03","UFMG","BHCB","98690","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","Meisn.",NA,NA,NA,NA,"Salino, A; et al.","11006","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522",NA,"auto","Dicotyledon",NA,NA,NA,NA,"Arbusto 70cm de latura no campo rupestre. Flores rosadas.","Parque Estadual de Sete Salões.",NA,NA,"Southern America",NA,NA
"41","2019-10-02 15:07:31-03","UFMG","BHCB","98656","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,"2006","08",NA,"Salino, A; et al.","10972","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","BHCB001372","auto","Monocotyledon",NA,NA,"770","770","erva rupícola e pendente no interior de mata; Área com Floresta Estacional Semidecidual e Campo Rupestre","P.E. de Sete Salões, trilha para a Gruta de Sete S","BHCB001372",NA,"Southern America",NA,NA
"42","2019-10-02 15:07:15-03","UFMG","BHCB","98652","PreservedSpecimen","Plantae","Orchidaceae","Bulbophyllum","weddellii","Bulbophyllum weddellii","(Lindl.) Rchb.f.",NA,NA,NA,NA,"Salino, A; Almeida, TE; Heringer, G","10968","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522",NA,"auto","Monocotyledon",NA,NA,"780","780","Área com Floresta Estacional Semidecidual e Campo Rupestre. Rupícola em campo rupestre. Pétalas amareladas, labelo com detalhes em roxo. Inflorescência pendente.","P.E de Sete Salões, trilha para a Gruta de Sete Sa",NA,NA,"Southern America",NA,NA
"43","2019-05-09 09:01:49-03","UNESP-IBILCE","SJRP","34052","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana","K. Schum.","Sampaio, D.","2015","05","05","A. A. da Luz","274","2005","03","03","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522",NA,"auto","Tracheophyta",NA,NA,NA,NA,"Geografia: Arbóreo, terrestre, fruto imaturo verde, com seiva","Quatituba à Cach. Do Peão",NA,NA,"America do Sul","Oxalidales","Magnoliopsida"
"44","2019-12-15 13:42:06-03","UNESP-RC","HRCB","57494","S","Plantae","Lauraceae","Aniba","canellila","Aniba canellila","(Kunth) Mez","Siqueira, G.S.","2010","07","21","Luz, A.A. da","290","2005","05","19","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522",NA,"auto",NA,NA,NA,NA,NA,"Arbóreo, terrestre, fuste cilíndrico, altura total 7m, fuste 5m, cap fuste 30cm, diâmetro copa 3m. Fruto maduro marrom, fruto imaturo verde, seiva incolor. <ll>dwc_commonname:</ll> canela preciosa","Estrada Quatituba a Santa Rita do Itueto",NA,NA,NA,NA,NA
"45","2019-12-15 13:42:07-03","UNESP-RC","HRCB","57515","S","Plantae","Lauraceae","Cryptocarya","citriformis","Cryptocarya citriformis","(Vell.) P.L.R.Moraes","Moraes, P.L.R. de","2005","05","17","Luz, A.A. da","77","2002","10","16","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522",NA,"auto",NA,NA,NA,NA,NA,"Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 10m, fuste 7m, cap fuste 60cm, diâmetro copa 4m. Fruto maduro marrom, fruto imaturo verde, seiva incolor, descamação ausente. <ll>dwc_commonname:</ll> lombo de jacaré","Estrada Tabaúna a Santa Rita do Itueto, 15000m",NA,NA,NA,NA,NA
"46","2020-03-09 10:32:24-03","CVRD","CVRD","10328","PreservedSpecimen","Plantae","Nyctaginaceae","Leucaster","caniflorus","Leucaster caniflorus","Choisy","Pedro Fiaschi","2010","04","13","Luz, A.A. da","450","2007","06","19","BRASIL","MG","Santa Rita do Itueto","-41.308558","-19.390178",NA,"CVRD010328",NA,"Magnoliophyta","-41.308558","-19.390178",NA,NA,"<ll>dwc_commonname:</ll> Chapéu capixaba",NA,NA,NA,"América do Sul","Caryophyllales","Magnoliopsida"
