"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class"
"187","2019-07-11 10:10:20-03","ESALQ","ESA","120299","S","Plantae","Magnoliophyta",NA,"Malvaceae","Theobroma",NA,"Theobroma",NA,"Flores, T.B.","1116","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 2,5m de alt. flores verdes.","ESA120299","ESA120299 ESA120299_v",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"188","2019-07-11 10:06:27-03","ESALQ","ESA","120324","S","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia",NA,"Tillandsia",NA,"Flores, T.B.","1141","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Epífita.","ESA120324","ESA120324",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"189","2019-02-22 15:06:46-03","ESALQ","ESA","135499","S","Plantae",NA,NA,"Meliaceae","Trichilia","lepidota","Trichilia lepidota","(Harms) T.D. Penn.","G.S. Siqueira","996","2014","09","20",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA135499",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"190","2019-07-11 10:14:07-03","ESALQ","ESA","110471","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Urvillea","stipularis","Urvillea stipularis",NA,"Ferrucci, M.S.","2919","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110471","ESA110471",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"191","2019-02-22 15:21:12-03","ESALQ","ESA","110440","S","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","subulata","Utricularia subulata","L.","Colletta, G.D.","281",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110440","ESA110440",NA,"Gonella, P.M.","2019",NA,NA,NA,"01",NA,"33715","auto",NA
"192","2019-02-22 15:12:44-03","ESALQ","ESA","110468","S","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia",NA,"Vernonia",NA,"Angulo, M.B.","69",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110468","ESA110468",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"193","2019-02-22 15:12:44-03","ESALQ","ESA","110469","S","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia",NA,"Vernonia",NA,"Angulo, M.B.","70",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110469","ESA110469",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"194","2019-02-22 15:19:57-03","ESALQ","ESA","110438","S","Plantae","Magnoliophyta",NA,"Hypericaceae","Vismia",NA,"Vismia",NA,"Colletta, G.D.","279",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110438","ESA110438",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"195","2019-07-29 13:47:12-03","UFPI","TEPB","20911","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","saxicola","Aechmea saxicola","L. B. Sm","G. M. Sousa","319","2000","02","23",NA,"Brasil","Espírito Santo","Soretama","Reserva da Companhia Vale do Rio Doce; estrada Peroba Amarela Km 1,5.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Epífita; folhas verdes, as mais internas maculadas de verde escuro; escapo ca. 25cm compr. Inflorescdência jovem Ambiente: Mata de Tabuleiro",NA,NA,NA,"G. M. Sousa",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"196","2015-07-02 14:04:14-03","JBP","HPL","9336","S","Plantae",NA,NA,"Sapotaceae","Manilkara","bella","Manilkara bella",NA,"R. Tsuji","2045","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva Vale do Rio Doce; em área de Mata Floresta Ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"08","23","33715","auto",NA
"197","2015-07-02 14:02:58-03","JBP","HPL","9331","S","Plantae",NA,NA,"Melastomataceae","Miconia","hypoleuca","Miconia hypoleuca",NA,"R. Tsuji","2040","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, estrada Juerana Vermelha.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"08","23","33715","auto",NA
"198","2015-07-02 14:02:58-03","JBP","HPL","9337","S","Plantae",NA,NA,"Melastomataceae","Miconia","nervosa","Miconia nervosa",NA,"R. Tsuji","2046","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva Vale do Rio Doce; em área de Mata Floresta Ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"08","23","33715","auto",NA
"199","2015-07-02 14:03:33-03","JBP","HPL","9340","S","Plantae",NA,NA,"Passifloraceae","Mitostemma","glaziovii","Mitostemma glaziovii",NA,"R. Tsuji","2049","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva Vale do Rio Doce; em área de Mata Floresta Ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"08","23","33715","auto",NA
"200","2015-07-02 14:04:00-03","JBP","HPL","9335","S","Plantae",NA,NA,"Rubiaceae","Molopanthera","paniculata","Molopanthera paniculata",NA,"R. Tsuji","2044","2007","08","23",NA,"Brasil","ES","Soretama","Coletado em beira de estrada, próximo à Reserva da Vale do Rio Doce.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"P.G. Delprete","2011",NA,NA,NA,"12","26","33715","auto",NA
"201","2015-07-02 14:03:19-03","JBP","HPL","6949","S","Plantae",NA,NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","R. Tsuji, H. lorenzi, et al.","1526","2006","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"V.C. Souza","2012",NA,NA,NA,"06","11","33715","auto",NA
"202","2015-07-02 14:03:20-03","JBP","HPL","9339","S","Plantae",NA,NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","R. Tsuji","2048","2007","08","23",NA,"Brasil","ES","Soretama","Coletado em beira de estrada, próximo à Reserva da Vale do Rio Doce; comum localmente.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"V.C. Souza","2012",NA,NA,NA,"06","11","33715","auto",NA
"203","2015-07-02 14:03:19-03","JBP","HPL","9333","S","Plantae",NA,NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens",NA,"R. Tsuji","2042","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva Vale do Rio Doce; em borda de Mata Floresta Ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"08","23","33715","auto",NA
"204","2015-07-02 14:03:23-03","JBP","HPL","9341","S","Plantae",NA,NA,"Myrtaceae","Myrciaria","strigipes","Myrciaria strigipes",NA,"R. Tsuji","2050","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva Vale do Rio Doce; em borda de Mata Floresta Ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"08","23","33715","auto",NA
"205","2015-07-02 14:03:32-03","JBP","HPL","6962","S","Plantae",NA,NA,"Oxalidaceae","Oxalis",NA,"Oxalis",NA,"R. Tsuji, H. Lorenzi et al.","1539","2006","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"206","2015-07-02 14:02:46-03","JBP","HPL","6938","S","Plantae",NA,NA,"Malvaceae","Pavonia","multiflora","Pavonia multiflora","A.St.-Hil.","R. Tsuji, H. lorenzi, et al.","1515","2006","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"A. Campos-Rocha","2012",NA,NA,NA,"08","22","33715","auto",NA
"207","2015-07-02 14:01:52-03","JBP","HPL","6944","S","Plantae",NA,NA,"Fabaceae-Caesalpinioideae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","R. Tsuji, H. lorenzi, et al.","1522","2006","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"V.C. Souza","2012",NA,NA,NA,"09","20","33715","auto",NA
"208","2015-07-02 14:03:40-03","JBP","HPL","6945","S","Plantae",NA,NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.","R. Tsuji, H. lorenzi, et al.","1521","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce; em área de vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"V.C. Souza","2012",NA,NA,NA,"05","29","33715","auto",NA
"209","2015-07-02 14:03:24-03","JBP","HPL","6951","S","Plantae",NA,NA,"Myrtaceae","Plinia","phitrantha","Plinia phitrantha","(Kiaersk.) Sobral","R. Tsuji, H. lorenzi, et al.","1528","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"V.C. Souza","2012",NA,NA,NA,"06","04","33715","auto",NA
"210","2015-07-02 14:03:24-03","JBP","HPL","9342","S","Plantae",NA,NA,"Myrtaceae","Plinia","spiritosantensis","Plinia spiritosantensis","(Mattos) Mattos","R. Tsuji","2051","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva Vale do Rio Doce; em área de Mata Floresta Ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"V.C. Souza","2012",NA,NA,NA,"06","04","33715","auto",NA
"211","2015-07-02 14:04:18-03","JBP","HPL","6942","S","Plantae",NA,NA,"Sapotaceae","Pouteria","venosa subsp. amazonica","Pouteria venosa subsp. amazonica",NA,"R. Tsuji, H. lorenzi, et al.","1519","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji, H. lorenzi, et al.","2006",NA,NA,NA,"01","25","33715","auto",NA
"212","2015-07-02 14:04:18-03","JBP","HPL","9344","S","Plantae",NA,NA,"Sapotaceae","Pouteria","venosa var. amazonica","Pouteria venosa var. amazonica",NA,"R. Tsuji","2053","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva Vale do Rio Doce; em área de Mata Floresta Ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"08","23","33715","auto",NA
"213","2015-07-02 14:04:31-03","JBP","HPL","6941","S","Plantae",NA,NA,"Violaceae","Rinorea","bahiensis","Rinorea bahiensis",NA,"R. Tsuji, H. lorenzi, et al.","1518","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"01","25","33715","auto",NA
"214","2015-07-02 14:00:06-03","JBP","HPL","6963","S","Plantae",NA,NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,"R. Tsuji, H. Lorenzi et al.","1540","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"215","2015-07-02 14:41:51-03","JBP","HPL","13787","S","Plantae",NA,NA,"Acanthaceae","Ruellia","curviflora","Ruellia curviflora","Nees & Mart.","D.F. Lima et al.","265","2011","04","19",NA,"Brasil","ES","Sooretama","Reserva Biológica da Sooretama. Floresta de Tabuleiro. ESA-115500.","-40.0978","-19.1969","40° 12' 93.9 W","18° 99' 02 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"216","2015-07-02 14:04:14-03","JBP","HPL","6959","S","Plantae",NA,NA,"Sapindaceae","Serjania","glutinosa","Serjania glutinosa","Radlk.","R. Tsuji, H. lorenzi, et al.","1536","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"Ferrucci, M.S.","2008",NA,NA,NA,"11","28","33715","auto",NA
"217","2015-07-02 14:42:34-03","JBP","HPL","13785","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","richii","Sinningia richii","Clayberg","D.F. Lima et al.","254","2011","04","19",NA,"Brasil","ES","Sooretama","Reserva Biológica da Sooretama. Floresta de Tabuleiro. ESA-115489.","-40.220306",NA,"40° 13' 13.1 W","18° 98' 91 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2015-07-02 14:04:22-03","JBP","HPL","6957","S","Plantae",NA,NA,"Solanaceae","Solanum",NA,"Solanum",NA,"R. Tsuji, H. lorenzi, et al.","1534","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"219","2015-07-02 14:02:54-03","JBP","HPL","6958","S","Plantae",NA,NA,"Marantaceae","Stromanthe","porteana","Stromanthe porteana","Gris.","R. Tsuji, H. lorenzi, et al.","1535","2007","01","25",NA,"Brasil","ES","Sooretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila em borda de mata.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"S. Vieira","2008",NA,NA,NA,"11","05","33715","auto",NA
"220","2015-07-02 14:42:43-03","JBP","HPL","13788","S","Plantae",NA,NA,"Marantaceae","Stromanthe","schotiiana","Stromanthe schotiiana","Eichler.","D.F. Lima et al.","270","2011","04","19",NA,"Brasil","ES","Sooretama","Reserva Biológica da Sooretama. Floresta de Tabuleiro. ESA-115505.","-40.215278",NA,"40° 12' 55 W","18° 99' 66 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2015-07-02 14:02:35-03","JBP","HPL","6953","S","Plantae",NA,NA,"Loganiaceae","Strychnos","hirsuta","Strychnos hirsuta",NA,"R. Tsuji, H. lorenzi, et al.","1530","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"01","25","33715","auto",NA
"222","2015-07-02 14:42:18-03","JBP","HPL","13786","S","Plantae",NA,NA,"Begoniaceae","Begonia","humilis","Begonia humilis","Dryand.","D.F. Lima et al.","258","2011","04","19",NA,"Brasil","ES","Sooretama","Reserva Biológica da Sooretama. Floresta de Tabuleiro. ESA-115493.","-40.220306",NA,"40° 13' 13.1 W","18° 98' 91 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2015-07-02 14:55:22-03","JBP","HPL","12183","S","Plantae",NA,NA,"Begoniaceae","Begonia","humilis","Begonia humilis","Aiton","E.L.Jacques, S.Vieira, H. Lorenzi, et al.","1764","2010","11","10",NA,"Brasil","ES","Sooretama","Coletado na Reserva Natural Vale, estrada da Gávea, km 23,8. Crescendo na serrapilheira, à beira da estrada.","-39.895278","-19.057806","39° 53' 43 W","19° 03' 28,1 S",NA,NA,NA,NA,NA,"E.L.Jacques","2010","47","47",NA,"11","10",NA,NA,NA
"224","2015-07-02 14:02:55-03","JBP","HPL","9347","S","Plantae",NA,NA,"Melastomataceae","Bertolonia","maculata","Bertolonia maculata",NA,"R. Tsuji","2056","2007","08","24",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio doce (trilha do Pequi vinagreiro, próximo à parada 6); em área de Mata Ciliar e em tronco no estado de decomposição.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"08","24","33715","auto",NA
"225","2015-07-02 14:01:14-03","JBP","HPL","6947","S","Plantae",NA,NA,"Bixaceae","Bixa","arborea","Bixa arborea",NA,"R. Tsuji, H. lorenzi, et al.","1524","2006","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji, H. lorenzi, et al.","2006",NA,NA,NA,"01","25","33715","auto",NA
"226","2015-07-02 14:01:42-03","JBP","HPL","6946","S","Plantae",NA,NA,"Euphorbiaceae","Brasiliocroton","mamoninha","Brasiliocroton mamoninha",NA,"R. Tsuji, H. lorenzi, et al.","1523","2006","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji, H. lorenzi, et al.","2006",NA,NA,NA,"01","25","33715","auto",NA
"227","2015-07-02 14:02:39-03","JBP","HPL","6943","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","acuminata","Bunchosia acuminata",NA,"R. Tsuji, H. lorenzi, et al.","1520","2007","01","15",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji, H. lorenzi, et al.","2007",NA,NA,NA,"01","25","33715","auto",NA
"228","2015-07-02 14:02:40-03","JBP","HPL","6954","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","stipulacea","Byrsonima stipulacea",NA,"R. Tsuji, H. lorenzi, et al.","1531","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji, H. lorenzi, et al.","2007",NA,NA,NA,"01","25","33715","auto",NA
"229","2015-07-02 14:01:49-03","JBP","HPL","6964","S","Plantae",NA,NA,"Fabaceae-Caesalpinioideae","Caesalpina","ferrea var. parviflora","Caesalpina ferrea var. parviflora",NA,"R. Tsuji, H. Lorenzi et al.","1541","2007","01","26",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji, H. Lorenzi et al.","2007",NA,NA,NA,"01","26","33715","auto",NA
"230","2015-07-02 14:03:09-03","JBP","HPL","9346","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","laurifolia","Campomanesia laurifolia",NA,"R. Tsuji","2055","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva Vale do Rio Doce; em área de Mata Floresta Ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"08","23","33715","auto",NA
"231","2015-07-02 14:04:31-03","JBP","HPL","6956","S","Plantae",NA,NA,"Vitaceae","Cissus",NA,"Cissus",NA,"R. Tsuji, H. lorenzi, et al.","1533","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"232","2015-07-02 14:04:31-03","JBP","HPL","6950","S","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vel.","R. Tsuji, H. lorenzi, et al.","1527","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"J.A. Lombardi","2012",NA,NA,NA,"02","09","33715","auto",NA
"233","2015-07-02 14:03:12-03","JBP","HPL","6940","S","Plantae",NA,NA,"Myrtaceae","Eugenia","dichroma","Eugenia dichroma",NA,"R. Tsuji, H. lorenzi, et al.","1517","2006","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"M. Sobral","2012",NA,NA,NA,"02","10","33715","auto",NA
"234","2015-07-02 14:03:14-03","JBP","HPL","9332","S","Plantae",NA,NA,"Myrtaceae","Eugenia","pisiformis","Eugenia pisiformis","Cambess.","R. Tsuji","2041","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva Vale do Rio Doce; em área de Mata Floresta Ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"V.C. Souza","2012",NA,NA,NA,"06","11","33715","auto",NA
"235","2015-07-02 14:03:14-03","JBP","HPL","6948","S","Plantae",NA,NA,"Myrtaceae","Eugenia","repanda","Eugenia repanda",NA,"R. Tsuji, H. lorenzi, et al.","1526","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji, H. lorenzi, et al.","2007",NA,NA,NA,"01","25","33715","auto",NA
"236","2015-07-02 14:03:14-03","JBP","HPL","7317","S","Plantae",NA,NA,"Myrtaceae","Eugenia","repanda","Eugenia repanda",NA,"R. Tsuji","1525","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce - em local de cultivo de exóticas.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"01","25","33715","auto",NA
"237","2015-07-02 14:03:14-03","JBP","HPL","9343","S","Plantae",NA,NA,"Myrtaceae","Eugenia","repanda","Eugenia repanda",NA,"R. Tsuji","2052","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva Vale do Rio Doce; em área de Mata Floresta Ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"08","23","33715","auto",NA
"238","2015-07-02 14:00:39-03","JBP","HPL","9345","S","Plantae",NA,NA,"Arecaceae","Geonoma","elegans","Geonoma elegans",NA,"R. Tsuji","2054","2007","08","23",NA,"Brasil","ES","Soretama","Coletado na Reserva Vale do Rio Doce; em área de Mata Floresta Ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji","2007",NA,NA,NA,"08","23","33715","auto",NA
"239","2015-07-02 14:01:33-03","JBP","HPL","6961","S","Plantae",NA,NA,"Cucurbitaceae","Gurania","eriantha","Gurania eriantha","(Poepp. & Endl.) Cogn.","R. Tsuji, H. Lorenzi et al.","1538","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"V.C. Souza","2012",NA,NA,NA,"12","20","33715","auto",NA
"240","2015-07-02 14:02:20-03","JBP","HPL","6952","S","Plantae",NA,NA,"Heliconiaceae","Heliconia","laneana var. flava","Heliconia laneana var. flava",NA,"R. Tsuji, H. lorenzi, et al.","1529","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,NA,"R. Tsuji, H. lorenzi, et al.","2007",NA,NA,NA,"01","25","33715","auto",NA
"241","2015-07-02 14:41:52-03","JBP","HPL","12221","S","Plantae",NA,NA,"Annonaceae","Hornschuchia","bryotrophe","Hornschuchia bryotrophe",NA,"H. Lorenzi, G. Siqueira, E.L. Jacques","6957","2010","12","10",NA,"Brasil","ES","Ssoretama","Coletado na Reserva Natural da Vale do Rio Doce, em restinga arbórea.","-40.082889","-19.132111","40° 04' 58,4 W","19° 7' 55,6 S",NA,NA,NA,NA,NA,"H. Lorenzi","2010","46","46",NA,"12","10",NA,NA,NA
