"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class"
"130","2019-07-11 10:11:07-03","ESALQ","ESA","120331","S","Plantae","Magnoliophyta",NA,"Myrtaceae",NA,NA,NA,NA,"Flores, T.B.","1148","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arvoreta, ca. 2m de alt. Botões alvos.","ESA120331",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"131","2019-07-11 10:11:07-03","ESALQ","ESA","120312","S","Plantae","Magnoliophyta",NA,"Myrtaceae",NA,NA,NA,NA,"Flores, T.B.","1129","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arvoreta, ca. 1m de alt. Flores alvas.","ESA120312",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"132","2019-07-11 10:12:24-03","ESALQ","ESA","120315","S","Plantae","Magnoliophyta",NA,"Poaceae",NA,NA,NA,NA,"Flores, T.B.","1132","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva, ca. 1,5m de alt.","ESA120315","ESA120315",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"133","2019-07-11 10:12:24-03","ESALQ","ESA","120305","S","Plantae","Magnoliophyta",NA,"Poaceae",NA,NA,NA,NA,"Flores, T.B.","1122","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira.","ESA120305","ESA120305",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"134","2019-07-11 10:11:07-03","ESALQ","ESA","120309","S","Plantae","Magnoliophyta",NA,"Myrtaceae",NA,NA,NA,NA,"Flores, T.B.","1126","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arvoreta, ca. 1m de alt. Flores alvas. Frutos imaturos verdes.","ESA120309",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"135","2019-07-11 10:10:53-03","ESALQ","ESA","120319","S","Plantae","Magnoliophyta",NA,"Meliaceae",NA,NA,NA,NA,"Flores, T.B.","1136","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 4m de alt. Botões verdes, cálice verde, corola branca esverdeada, tubo estaminal alvo, anteras amarelas.","ESA120319",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"136","2019-07-11 10:11:07-03","ESALQ","ESA","120300","S","Plantae","Magnoliophyta",NA,"Myrtaceae",NA,NA,NA,NA,"Flores, T.B.","1117","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arvoreta, ca. 1,5m de alt. Flores alvas.","ESA120300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"137","2019-07-11 10:10:22-03","ESALQ","ESA","120359","S","Plantae","Magnoliophyta",NA,"Melastomataceae",NA,NA,NA,NA,"Flores, T.B.","1176","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira, cálice verde, corola rosa, androceu alvo.","ESA120359","ESA120359",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"138","2019-07-11 10:11:07-03","ESALQ","ESA","120356","S","Plantae","Magnoliophyta",NA,"Myrtaceae",NA,NA,NA,NA,"Flores, T.B.","1173","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arbusto, ca. 1,5m de alt. Frutos imaturos verdes.","ESA120356",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"139","2019-07-11 10:14:18-03","ESALQ","ESA","120349","S","Plantae","Magnoliophyta",NA,"Solanaceae",NA,NA,NA,NA,"Flores, T.B.","1166","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Subarbusto, ca. 1,5m de alt. Frutos imaturos verdes, amadurecendo vermelhos.","ESA120349","ESA120349",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"140","2019-07-11 10:13:06-03","ESALQ","ESA","120347","S","Plantae","Magnoliophyta",NA,"Rubiaceae",NA,NA,NA,NA,"Flores, T.B.","1164","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arvoreta, ca. 2m de alt. Flores alvas.","ESA120347",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"141","2019-07-11 10:04:59-03","ESALQ","ESA","120298","S","Plantae","Magnoliophyta",NA,"Araceae",NA,NA,NA,NA,"Flores, T.B.","1115","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Trilha interpretativa atrás do alojamento","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira, espiga verde arroxeada.","ESA120298","ESA120298",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"142","2019-07-11 10:11:06-03","ESALQ","ESA","120318","S","Plantae","Magnoliophyta",NA,"Moraceae",NA,NA,NA,NA,"Flores, T.B.","1135","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore,ca. 3m de alt. Latex, botões verdes.","ESA120318","ESA120318_v ESA120318_v2",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"143","2019-07-11 10:04:40-03","ESALQ","ESA","120341","S","Plantae","Magnoliophyta",NA,"Amaranthaceae",NA,NA,NA,NA,"Flores, T.B.","1158","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira, flores alvas.","ESA120341","ESA120341_v",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"144","2019-07-11 10:09:27-03","ESALQ","ESA","120325","S","Plantae","Magnoliophyta",NA,"Lauraceae",NA,NA,NA,NA,"Flores, T.B.","1142","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 3m de alt. Botões imaturos verdes.","ESA120325",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"145","2019-07-11 10:06:57-03","ESALQ","ESA","120326","S","Plantae","Magnoliophyta",NA,"Cyperaceae",NA,NA,NA,NA,"Flores, T.B.","1143","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira.","ESA120326","ESA120326",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"146","2019-07-11 10:13:06-03","ESALQ","ESA","120310","S","Plantae","Magnoliophyta",NA,"Rubiaceae",NA,NA,NA,NA,"Flores, T.B.","1127","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva, ca. 90cm de alt. Botões jovens verdes.","ESA120310",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"147","2019-07-11 10:11:06-03","ESALQ","ESA","120311","S","Plantae","Magnoliophyta",NA,"Moraceae",NA,NA,NA,NA,"Flores, T.B.","1128","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arvoreta, ca. 2m de alt. Frutos vináceos.","ESA120311",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"148","2019-07-11 10:04:28-03","ESALQ","ESA","120327","S","Plantae","Magnoliophyta",NA,"Acanthaceae",NA,NA,NA,NA,"Flores, T.B.","1144","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva, ca.60cm de alt. flores vermelhas.","ESA120327",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"149","2019-07-11 10:09:40-03","ESALQ","ESA","120333","S","Plantae","Magnoliophyta",NA,"Lecythidaceae",NA,NA,NA,NA,"Flores, T.B.","1150","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 8m de alt. Flores amarelas.","ESA120333","ESA120333",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"150","2019-07-11 10:12:24-03","ESALQ","ESA","120316","S","Plantae","Magnoliophyta",NA,"Poaceae",NA,NA,NA,NA,"Flores, T.B.","1133","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira.","ESA120316","ESA120316",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"151","2019-07-11 10:11:07-03","ESALQ","ESA","120330","S","Plantae","Magnoliophyta",NA,"Myrtaceae",NA,NA,NA,NA,"Flores, T.B.","1147","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 3m de alt. Frutos verdes.","ESA120330",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"152","2019-07-11 10:07:41-03","ESALQ","ESA","120307","S","Plantae","Magnoliophyta",NA,"Euphorbiaceae",NA,NA,NA,NA,"Flores, T.B.","1124","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arbusto, ca. 1m de alt. Flores amarelas.","ESA120307",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"153","2019-07-11 10:09:11-03","ESALQ","ESA","120321","S","Plantae","Magnoliophyta",NA,"Humiriaceae",NA,NA,NA,NA,"Flores, T.B.","1138","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 4m de alt. Inflorescências laranja.","ESA120321","ESA120321_v",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"154","2019-07-11 10:04:27-03","ESALQ","ESA","120329","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,"Flores, T.B.","1146","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arvoreta, ca. 1,5m de alt. Flores alvas.","ESA120329","ESA120329_v ESA120329_v2",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"155","2019-07-11 10:08:56-03","ESALQ","ESA","120362","S","Plantae","Magnoliophyta",NA,"Gesneriaceae",NA,NA,NA,NA,"Flores, T.B.","1179","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira, cálice verde, corola alva com pontuações rosa no interior.","ESA120362","ESA120362 ESA120362_v1 ESA120362_v2",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"156","2019-07-11 10:12:24-03","ESALQ","ESA","120354","S","Plantae","Magnoliophyta",NA,"Poaceae",NA,NA,NA,NA,"Flores, T.B.","1171","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira.","ESA120354","ESA120354",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"157","2019-07-11 10:10:09-03","ESALQ","ESA","120348","S","Plantae","Magnoliophyta",NA,"Malvaceae","Abutilon",NA,"Abutilon",NA,"Flores, T.B.","1165","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arbusto volúvel, cálice verde, corola alva, estames amarelos.","ESA120348","ESA120348 ESA120348_v",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"158","2019-07-11 10:10:09-03","ESALQ","ESA","120304","S","Plantae","Magnoliophyta",NA,"Malvaceae","Abutilon",NA,"Abutilon",NA,"Flores, T.B.","1121","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 3m de alt. Frutos marrons.","ESA120304","ESA120304",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"159","2019-07-11 10:07:42-03","ESALQ","ESA","120340","S","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Actinostemon",NA,"Actinostemon",NA,"Flores, T.B.","1157","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 2m de alt. Flores passadas.","ESA120340",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"160","2019-07-11 10:06:12-03","ESALQ","ESA","120296","S","Plantae","Magnoliophyta",NA,"Bignoniaceae","Adenocalymma","validum","Adenocalymma validum","(K. Schum.) L.G. Lohmann","Flores, T.B.","1113","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Trepadeira, cálice verde, corola amarela.","ESA120296",NA,NA,"Fonseca, L.H.M.","2014",NA,NA,NA,"06","26","33715","auto",NA
"161","2019-07-11 10:15:10-03","ESALQ","ESA","120353","S","Plantae","Pteridophyta",NA,"Pteridaceae","Adiantum",NA,"Adiantum",NA,"Flores, T.B.","1170","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva terrestre.","ESA120353",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"162","2019-02-22 15:17:14-03","ESALQ","ESA","110424","S","Plantae","Magnoliophyta",NA,"Fabaceae","Andira",NA,"Andira",NA,"Colletta, G.D.","265",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110424","ESA110424",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"163","2019-07-11 08:59:36-03","ESALQ","ESA","110475","S","Plantae","Pteridophyta",NA,"Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,"Ferrucci, M.S.","2923","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110475",NA,NA,"Dittrich, V.A.O.","2014",NA,NA,NA,"09",NA,"33715","auto",NA
"164","2019-02-22 15:17:16-03","ESALQ","ESA","110466","S","Plantae","Magnoliophyta",NA,"Fabaceae","Bauhinia",NA,"Bauhinia",NA,"Colletta, G.D.","307",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110466","ESA110466",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"165","2019-07-11 10:11:55-03","ESALQ","ESA","110452","S","Plantae","Magnoliophyta",NA,"Orobanchaceae","Buchnera",NA,"Buchnera",NA,"Colletta, G.D.","293","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110452","ESA110452",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"166","2019-02-22 15:24:31-03","ESALQ","ESA","110421","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes",NA,"Calyptranthes",NA,"Colletta, G.D.","262",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110421","ESA110421",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"167","2019-02-22 15:24:31-03","ESALQ","ESA","110450","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes",NA,"Calyptranthes",NA,"Colletta, G.D.","291",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110450","ESA110450",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"168","2019-07-11 10:13:50-03","ESALQ","ESA","110426","S","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia",NA,"Casearia",NA,"Colletta, G.D.","267","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110426",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"169","2019-07-11 10:14:56-03","ESALQ","ESA","110415","S","Plantae","Magnoliophyta",NA,"Vitaceae","Cissus","verticillata","Cissus verticillata",NA,"Colletta, G.D.","256","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110415","ESA110415",NA,"Lombardi, J.A.","2013",NA,NA,NA,NA,NA,"33715","auto",NA
"170","2019-02-22 15:13:32-03","ESALQ","ESA","110445","S","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia",NA,"Cordia",NA,"Colletta, G.D.","286",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110445","ESA110445",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"171","2019-02-22 15:13:32-03","ESALQ","ESA","110463","S","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia",NA,"Cordia",NA,"Colletta, G.D.","304",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110463","ESA110463",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"172","2019-02-22 15:16:32-03","ESALQ","ESA","110460","S","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton",NA,"Croton",NA,"Colletta, G.D.","301",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110460","ESA110460",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"173","2019-02-22 15:16:32-03","ESALQ","ESA","110461","S","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton",NA,"Croton",NA,"Colletta, G.D.","302",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110461","ESA110461",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"174","2019-02-22 15:19:56-03","ESALQ","ESA","110448","S","Plantae","Magnoliophyta",NA,"Humiriaceae","Humiria","balsamifera","Humiria balsamifera",NA,"Colletta, G.D.","289",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110448","ESA110448",NA,"Souza, V.C.",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"175","2019-02-22 15:19:56-03","ESALQ","ESA","110449","S","Plantae","Magnoliophyta",NA,"Humiriaceae","Humiria","balsamifera","Humiria balsamifera",NA,"Colletta, G.D.","290",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110449","ESA110449",NA,"Souza, V.C.",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"176","2019-07-11 08:49:09-03","ESALQ","ESA","110447","S","Plantae","Magnoliophyta",NA,"Acanthaceae","Justicia","cydoniifolia","Justicia cydoniifolia",NA,"Colletta, G.D.","288","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110447","ESA110447",NA,"Colletta, G.D.","2010",NA,NA,NA,"07",NA,"33715","auto",NA
"177","2019-02-22 15:14:07-03","ESALQ","ESA","110417","S","Plantae","Magnoliophyta",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Colletta, G.D.","258",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110417",NA,NA,"Siqueira, G.S.","2009",NA,NA,NA,"12","28","33715","auto",NA
"178","2019-07-11 10:09:12-03","ESALQ","ESA","120352","S","Plantae","Magnoliophyta",NA,"Lacistemataceae","Lacistema",NA,"Lacistema",NA,"Flores, T.B.","1169","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 4m de alt. Frutos roxos.","ESA120352",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"179","2019-02-22 15:15:22-03","ESALQ","ESA","110441","S","Plantae","Magnoliophyta",NA,"Cyperaceae","Lagenocarpus","rigidus","Lagenocarpus rigidus",NA,"Colletta, G.D.","282",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110441","ESA110441",NA,"Souza, V.C.",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"180","2019-07-11 10:14:43-03","ESALQ","ESA","110464","S","Plantae","Magnoliophyta",NA,"Verbenaceae","Lantana",NA,"Lantana",NA,"Colletta, G.D.","305","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110464","ESA110464",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"181","2019-07-11 10:14:43-03","ESALQ","ESA","110436","S","Plantae","Magnoliophyta",NA,"Verbenaceae","Lantana",NA,"Lantana",NA,"Colletta, G.D.","277","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110436",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"182","2019-07-11 08:57:05-03","ESALQ","ESA","110428","S","Plantae","Magnoliophyta",NA,"Poaceae","Lasiacis",NA,"Lasiacis",NA,"Colletta, G.D.","269","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110428","ESA110428",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"183","2019-07-11 10:10:35-03","ESALQ","ESA","120351","S","Plantae","Magnoliophyta",NA,"Melastomataceae","Leandra",NA,"Leandra",NA,"Flores, T.B.","1168","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 6m de alt. Frutos imaturos verdes, cálice verde, corola rosa, anteras roxas.","ESA120351","ESA120351",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"184","2019-02-22 15:22:00-03","ESALQ","ESA","110411","S","Plantae","Magnoliophyta",NA,"Malpighiaceae","Stigmaphyllon","paralias","Stigmaphyllon paralias","A.Juss.","Colletta, G.D.","252",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110411","ESA110411",NA,"Almeida, R.F.","2012",NA,NA,NA,NA,NA,"33715","auto",NA
"185","2019-02-22 15:22:04-03","ESALQ","ESA","110458","S","Plantae","Magnoliophyta",NA,"Malpighiaceae","Stigmaphyllon","salzmannii","Stigmaphyllon salzmannii","A.Juss.","Colletta, G.D.","299",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110458","ESA110458",NA,"Almeida, R.F.","2013",NA,NA,NA,NA,NA,"33715","auto",NA
"186","2019-02-22 15:10:20-03","ESALQ","ESA","110430","S","Plantae","Magnoliophyta",NA,"Apocynaceae","Tabernaemontana",NA,"Tabernaemontana",NA,"Colletta, G.D.","271",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110430",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
