"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","individualCount","class","relatedCatalogItem"
"44","2019-08-20 10:09:10-03","UNICAMP","UEC","196237","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","tomentosa","Kielmeyera tomentosa","Cambess.","Trad, RJ","2015","03","15","Trad, RJ; Lima, DF","527","2014","11","14",NA,"Brazil","Minas Gerais","Presidente Kubitschek","BR-259 sentido Diamantina. Entre Serro e Datas.","-43.599444","-18.574444","-43.599444","-18.574444","1135","1135",NA,"Árvore ca. 1,5 m. Botões florais esverdeados. Látex alaranjado.; Campo rupestre.","UEC182710","UEC182710",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-20 10:10:24-03","UNICAMP","UEC","167593","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Merremia","tomentosa","Merremia tomentosa","(Choisy) Hallier f.","Junqueira, MER","2004","12",NA,"Jardim, JG; Conceição, AS; Costa, J; Nunes, TS; Silva, BM","4203","2004","01","21",NA,"Brazil","Minas Gerais","Presidente Kubitschek","2,5 km de Costa Sena.","-43.670278","-18.661389","-43.670278","-18.661389","1069","1069",NA,"Subarbusto ereto ca. 40 cm alt. Folhas com indumento alvacento. Flores com corola branca, cálice verde.; Campo Rupestre - Cerrado.","UEC091652","UEC091652",NA,NA,NA,NA,NA,NA,NA
"46","2020-02-14 09:20:51-03","UNICAMP","UEC","189335","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","alborufescens","Miconia alborufescens","Naudin","Meireles, JE","2014","11",NA,"Lima, DF; Trad, RJ","529","2014","11","14",NA,"Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, enrtre Sêrro e Datas, entre km 443 e 444.","-43.599444","-18.574167","-43.599444","-18.574167","1035","1035",NA,"Arbusto 1 m. Frutos imaturos verdes e maduros róseos.; Cerrado","UEC120123","UEC120123",NA,NA,NA,NA,NA,NA,NA
"47","2019-08-20 09:59:31-03","UNICAMP","UEC","167592","S","Plantae","Liliopsida",NA,"Commelinaceae","Tripogandra","diuretica","Tripogandra diuretica","(Mart.) Handlos","Pellegrini, MOO","2013","09","20","Jardim, JG; Conceição, AS; Costa, J; Nunes, TS; Silva, BM","4189","2004","01","21",NA,"Brazil","Minas Gerais","Presidente Kubitschek","Estrada Tombadouro/Costa Sena, ca. 2,0 km do Distrito de Costa Sena.","-43.676389","-18.666667","-43.676389","-18.666667","1065","1065",NA,"Herbácea decumbente. Folhas concolores verdes. Flor com tépalas róseas, anteras amarelas.; Floresta de galeria do Rio Paraúna.","UEC091630","UEC091630",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:00:50-03","UNICAMP","UEC","133881","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","leprieurii","Habenaria leprieurii","Rchb.f.","Batista, JAN","2003","04",NA,"Batista, JAN","1437","2003","04","02",NA,"Brazil","Minas Gerais","Presidente Kubitschek","Área a esquerda da BR-259, Cerca de 4 km após a entrada para Presidente Kubitschek, cerca de 37 km a Oeste do centro de Serro, em direção a Datas. Cerca de 17 km S de Datas. Campo limpo úmido. Solo areno-argiloso, escuro, úmido. Área anteriormente qu","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Erva terrestre. Ocasional. Em extremo final de floração. Flores verde-amarronzadas.","UEC034429","UEC034429","13347","auto",NA,NA,NA,NA,NA
"49","2019-08-20 10:00:46-03","UNICAMP","UEC","134113","S","Plantae","Liliopsida",NA,"Orchidaceae","Galeandra","junceoides","Galeandra junceoides","Barb.Rodr.","Hall, CF","2011","11","30","Pansarin, ER; Mickeliunas, L","7","2004","01","15",NA,"Brazil","Minas Gerais","Presidente Kubitschek","Estrada Serro - Diamantina, Estrada que liga Serro a Diamantina. Sentido Diamantina, no Km 443, ao lado direito da estrada.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Planta encontrada em campo úmido com áreas alagadas.","UEC012329","UEC012329","13347","auto",NA,NA,NA,NA,NA
"50","2019-08-20 10:03:14-03","UNICAMP","UEC","321","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Ditassa","fasciculata","Ditassa fasciculata","E.Fourn.","Fontella, J","1972",NA,NA,"Hatschbach, G; Pelanda, P","27756","1971","11","12",NA,"Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Volúvel, lacticífera, flor creme. Afloramentos rochosos.","UEC040691","UEC040691","13347","auto",NA,NA,NA,NA,NA
"51","2019-10-14 11:06:51-03","UCS","HUCS","25410","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Epistephium","sclerophyllum","Epistephium sclerophyllum","Lindl.","Batista, J.A.N.","2003",NA,NA,"Hatschbach, G.; Hatschbach, M.; Barbosa, E.","67374","1997","11","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","campo rupestre, solo arenoso úmido","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"ereta, flor púrpurea, labelo mais escuro",NA,NA,"13347","auto",NA,NA,NA,NA,NA
"52","2019-10-14 11:06:14-03","UCS","HUCS","07033","PreservedSpecimen","Plantae","Angiospemae","Pandanales","Velloziaceae","Vellozia","variabilis","Vellozia variabilis","Mart. ex Schult. f.","Mello-Silva, R.","1989",NA,NA,"Hatschbach, G.; Nicolak, V.","53102","1989","05","23",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. BR 259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"campo rupestre",NA,NA,"13347","auto",NA,NA,NA,NA,NA
"53","2019-10-14 11:06:14-03","UCS","HUCS","03125","PreservedSpecimen","Plantae","Angiospemae","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. f.","Mello-Silva, R.","1987",NA,NA,"Hatschbach, G.; Cervi, A. .C.","51013","1987","03","17",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. BR-259 - Km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"flor creme",NA,NA,"13347","auto",NA,NA,NA,NA,NA
"54","2019-10-14 11:09:31-03","UCS","HUCS","06122","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Chamaecrista","potentilla","Chamaecrista potentilla","(Mart. ex Benth.) H.S. Irwin & Barneby","Hatschbach, G.","1989",NA,NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.","53105","1989","05","23",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rodovia BR 259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA
"55","2019-08-16 08:40:40-03","UTFPR","HCF","19276","S","Plantae",NA,NA,"Polygalaceae","Polygala","pseudoerica","Polygala pseudoerica","A.St.-Hil. & Moq.","M.C. Marques","2007",NA,NA,"G. Hatschbach","51042","1987","03","17",NA,"Brasil","MG","Presidente Kubitschek","Rodovia BR-259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"erva de flores creme. Campo rupestre; solo arenoso.",NA,NA,"13347","auto",NA,NA,NA,NA,NA
"56","2019-12-06 15:04:26-03","MBM","MBM","113431","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","campos-portoana","Lavoisiera campos-portoana","Mell. Barr.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.; Cervi, A.C.; Cordeiro, J.; Cervi, A.C.; Cordeiro, J.","51003",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM113431","MBM113431","13347","auto",NA,NA,NA,NA,NA
"57","2019-12-06 15:04:26-03","MBM","MBM","113410","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","francovilleana","Lavoisiera francovilleana","Cogn.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.; Cervi, A.C.; Cordeiro, J.; Cervi, A.C.; Cordeiro, J.","51007",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM113410",NA,"13347","auto",NA,NA,NA,NA,NA
"58","2019-12-06 14:43:25-03","MBM","MBM","228345","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","curvifolia","Leiothrix curvifolia","(Bong.) Ruhland","Hensold, N.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","68227","1998","07","25","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Alto da Serra, Rod. BR-259, próximo ao trevo para Presidente Kubitschek","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM228345","MBM228345","13347","auto",NA,NA,NA,NA,NA
"59","2019-12-06 14:43:25-03","MBM","MBM","217916","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","curvifolia","Leiothrix curvifolia","(Bong.) Ruhland","Hensold, N.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67373","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da Divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM217916","MBM217916","13347","auto",NA,NA,NA,NA,NA
"60","2019-12-06 15:10:37-03","MBM","MBM","78372","S","Plantae",NA,NA,"Ochnaceae","Luxemburgia","polyandra","Luxemburgia polyandra","St. Hil.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","44693",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Trinta Reis, 8km S","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM078372","MBM078372","13347","auto",NA,NA,NA,NA,NA
"61","2019-12-06 14:43:35-03","MBM","MBM","105056","S","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","ciliatus","Paepalanthus ciliatus","Kunth","Giulietti, A.M.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","50253","1985","11",NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Trinta Reis","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM105056",NA,"13347","auto",NA,NA,NA,NA,NA
"62","2019-12-06 14:43:42-03","MBM","MBM","196823","S","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","scandens","Paepalanthus scandens","Ruhland","Sano, P.T.",NA,NA,NA,"Souza, V.C.; et al.; et al.","8468","1995","03","13","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","20km de datas em direção a Serro","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM196823","MBM196823","13347","auto",NA,NA,NA,NA,NA
"63","2019-12-06 15:00:15-03","MBM","MBM","217934","S","Plantae",NA,NA,"Loranthaceae","Phoradendron","perrottetii","Phoradendron perrottetii","(DC.) Eichl.","Kuijt, J.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67360",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM217934","MBM217934","13347","auto",NA,NA,NA,NA,NA
"64","2019-12-06 15:19:24-03","MBM","MBM","115630","S","Plantae",NA,NA,"Rubiaceae","Psyllocarpus","laricoides","Psyllocarpus laricoides","Mart.","J.H.; Kirbride Jr.",NA,NA,NA,"G.; et al.; et al.","51018",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM115630","MBM115630","13347","auto",NA,NA,NA,NA,NA
"65","2019-12-06 14:51:21-03","MBM","MBM","235351","S","Plantae",NA,NA,"Fabaceae","Stylosanthes","tomentosa","Stylosanthes tomentosa","M.B. Ferreira & N.M. Sousa Costa","Souza Costa, N.M.",NA,NA,NA,"Souza, V.C.; et al.; et al.","8458",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","20km de Datas em direção a Serro","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM235351","MBM235351","13347","auto",NA,NA,NA,NA,NA
"66","2019-12-06 15:05:55-03","MBM","MBM","105278","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","angustifolia","Tibouchina angustifolia","(Naudin) Cogn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","50254",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Trinte Reis","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM105278","MBM105278","13347","auto",NA,NA,NA,NA,NA
"67","2019-12-06 15:24:22-03","MBM","MBM","113503","S","Plantae",NA,NA,"Velloziaceae","Vellozia","declinans","Vellozia declinans","Goethart & Henrard","Mello-Silva, R.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","51011",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM113503","MBM113503","13347","auto",NA,NA,NA,NA,NA
"68","2019-12-06 15:24:22-03","MBM","MBM","113502","S","Plantae",NA,NA,"Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. f.","Mello-Silva, R.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Guimarães, O.; Hatschbach, M.; Guimarães, O.","51013",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM113502","MBM113502","13347","auto",NA,NA,NA,NA,NA
"69","2019-12-06 14:43:39-03","MBM","MBM","196818","S","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","manicatus","Paepalanthus manicatus","Pouls. ex Malme","Sano, P.T.",NA,NA,NA,"Souza, V.C.; et al.; et al.","8470","1995","03","13","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","20km de Datas em direção a Serro","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM196818","MBM196818","13347","auto",NA,NA,NA,NA,NA
"70","2019-12-06 15:11:31-03","MBM","MBM","415616","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hippocrepica","Habenaria hippocrepica","J.A.N. Bat. & Bianch.","Batista, J.A.N.","2015","05","26","Batista, J.A.N.; Mota, R.C. da; Faria, M.W.F. de; El Bizri, H.R.; Mota, R.C. da; Faria, M.W.F. de; El Bizri, H.R.","1920","2007","02","14","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para Datas, cerca de 2.8km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM415616",NA,"13347","auto",NA,"PARATYPE",NA,NA,NA
"71","2019-12-06 14:43:35-03","MBM","MBM","108846","S","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","argenteus","Paepalanthus argenteus argenteus","(Bong.) Koern.","Hensold, N.",NA,NA,NA,"Hensold, N.","517","1982","02","23","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Da. 1km N of Costa Sena","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM108846","MBM108846","13347","auto","argenteus",NA,NA,NA,NA
"72","2019-12-06 14:33:08-03","MBM","MBM","280772","S","Plantae",NA,NA,"Asteraceae","Mikania","nummularia","Mikania nummularia","DC.","Pirani, J.R.",NA,NA,NA,"Fiaschi, P.; et al.; et al.","899","2001","07","10","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Presidente Kubitschek","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM280772","MBM280772","13347","auto",NA,NA,NA,NA,NA
"73","2019-12-06 14:43:39-03","MBM","MBM","108832","S","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","nigrescens","Paepalanthus nigrescens","Alv. Silv.","Hensold, N.",NA,NA,NA,"Hensold, N.","527","1982","02","20","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Presidente Kubitschek","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM108832","MBM108832","13347","auto",NA,NA,NA,NA,NA
"74","2019-12-06 14:33:14-03","MBM","MBM","128658","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.","Robinson, H.",NA,NA,NA,"Hatschbach, G.; Nicolack, V.; Nicolack, V.","53104","1989","05","23","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM128658","MBM128658","13347","auto",NA,NA,NA,NA,NA
"75","2019-12-06 14:47:12-03","MBM","MBM","128812","S","Plantae",NA,NA,"Fabaceae","Chamaecrista","semaphora","Chamaecrista semaphora","(Irwin & Barneby) Irwin & Barneby","Barneby, R.",NA,NA,NA,"Hatschbach, G.; Nicolack, V.; Nicolack, V.","53106",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM128812","MBM128812","13347","auto",NA,NA,NA,NA,NA
"76","2019-12-06 15:24:28-03","MBM","MBM","129119","S","Plantae",NA,NA,"Velloziaceae","Vellozia","variabilis","Vellozia variabilis","Mart. ex Schult. & Schult. f.","Mello-Silva, R.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53102",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM129119","MBM129119","13347","auto",NA,NA,NA,NA,NA
"77","2019-12-06 14:47:09-03","MBM","MBM","128795","S","Plantae",NA,NA,"Fabaceae","Chamaecrista","potentilla","Chamaecrista potentilla potentilla","(Benth.) Irwin & Barneby","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53105",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM128795","MBM128795","13347","auto","potentilla",NA,NA,NA,NA
"78","2019-12-06 14:43:25-03","MBM","MBM","113524","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","flagellaris","Leiothrix flagellaris pedunculosa","(Ruhland) Giulietti","Giulietti, A.M.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","51020","1987","03","17","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM113524","MBM113524","13347","auto","pedunculosa",NA,NA,NA,NA
"79","2019-12-06 14:26:28-03","MBM","MBM","113474","S","Plantae",NA,NA,"Apocynaceae","Mandevilla","pohliana","Mandevilla pohliana","(Stadelm.) A.H. Gentry","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","51004",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Também: Mandevilla pycnantha (Steudel) Woodson","MBM113474",NA,"13347","auto",NA,NA,NA,NA,NA
"80","2019-12-06 15:01:18-03","MBM","MBM","115610","S","Plantae",NA,NA,"Lythraceae","Diplusodon","ciliiflorus","Diplusodon ciliiflorus","Koehne","Lourteig, A.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","51010",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM115610","MBM115610","13347","auto",NA,NA,NA,NA,NA
"81","2019-12-06 14:51:21-03","MBM","MBM","116588","S","Plantae",NA,NA,"Fabaceae","Stylosanthes","tomentosa","Stylosanthes tomentosa","M.B. Ferreira & N.M. Sousa Costa","Brandão, M.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","51021",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM116588","MBM116588","13347","auto",NA,NA,NA,NA,NA
"82","2019-12-06 15:05:42-03","MBM","MBM","113407","S","Plantae",NA,NA,"Melastomataceae","Microlicia","naudiniana","Microlicia naudiniana","R. Romero","Pacífico, R.","2019","02",NA,"Hatschbach, G.; Cervi, A.C.; Cordeiro, J.; Cervi, A.C.; Cordeiro, J.","51017","1987","03","17","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM113407","MBM113407","13347","auto",NA,NA,NA,NA,NA
"83","2019-12-06 14:43:39-03","MBM","MBM","113523","S","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","implicatus","Paepalanthus implicatus","Alv. Silv.","Giulietti, A.M.",NA,NA,NA,"Hatschbach, G.; Cervi, A.C.; Cordeiro, J.; Cervi, A.C.; Cordeiro, J.","51012","1987","03","17","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM113523","MBM113523","13347","auto",NA,NA,NA,NA,NA
"84","2019-12-06 15:15:54-03","MBM","MBM","118357","S","Plantae",NA,NA,"Polygalaceae","Polygala","pseudo-erica","Polygala pseudo-erica","St. Hil. & Moq.","Marques, M.C.M.",NA,NA,NA,"Hatschbach, G.","51042",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM118357","MBM118357","13347","auto",NA,NA,NA,NA,NA
