"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","individualCount","class","relatedCatalogItem"
"101","2019-12-06 15:04:17-03","MBM","MBM","113411","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.; Cervi, A.C.; Cordeiro, J.; Cervi, A.C.; Cordeiro, J.","51032",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM113411","MBM113411","13347","auto",NA,NA,NA,NA,NA
"102","2019-12-06 15:24:25-03","MBM","MBM","218677","S","Plantae",NA,NA,"Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult. f.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67366",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM218677","MBM218677","13347","auto",NA,NA,NA,NA,NA
"103","2019-12-06 14:43:25-03","MBM","MBM","217915","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","crassifolia","Leiothrix crassifolia","(Bong.) Ruhland","Hensold, N.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67385","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM217915","MBM217915","13347","auto",NA,NA,NA,NA,NA
"104","2019-12-06 14:29:18-03","MBM","MBM","218016","S","Plantae",NA,NA,"Asteraceae","Aspilia","subpetiolata","Aspilia subpetiolata","Baker","Robinson, H.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67372","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM218016","MBM218016","13347","auto",NA,NA,NA,NA,NA
"105","2019-12-06 14:44:18-03","MBM","MBM","218792","S","Plantae",NA,NA,"Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro, D.S.","1998","09",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67370","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Erva 1m, flor creme esverdeada. Campo rupestre, solo arenoso","MBM218792","MBM218792","13347","auto",NA,NA,NA,NA,NA
"106","2019-12-06 15:25:01-03","MBM","MBM","217988","S","Plantae",NA,NA,"Verbenaceae","Stachytarpheta","glabra","Stachytarpheta glabra","Cham.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67365","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM217988","MBM217988","13347","auto",NA,NA,NA,NA,NA
"107","2019-12-06 14:42:10-03","MBM","MBM","218741","S","Plantae",NA,NA,"Cyperaceae","Trilepis","lhotzkiana","Trilepis lhotzkiana","Nees ex Arn.","Alves, M.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67369","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM218741","MBM218741","13347","auto",NA,NA,NA,NA,NA
"108","2019-12-06 14:34:44-03","MBM","MBM","232020","S","Plantae",NA,NA,"Asteraceae","Vernonanthura","mariana","Vernonanthura mariana","(Mart. ex Baker) H. Rob.","Robinson, H.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67376","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM232020","MBM232020","13347","auto",NA,NA,NA,NA,NA
"109","2019-12-06 15:04:57-03","MBM","MBM","219626","S","Plantae",NA,NA,"Melastomataceae","Marcetia","acerosa","Marcetia acerosa","DC.","Romero, R.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67368",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da fivisa dom Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM219626","MBM219626","13347","auto",NA,NA,NA,NA,NA
"110","2019-12-06 15:23:45-03","MBM","MBM","218749","S","Plantae",NA,NA,"Turneraceae","Piriqueta","tamberlikii","Piriqueta tamberlikii rotundifolia","(Cambess.) Arbo","Arbo, M.M.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67359",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da Divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM218749","MBM218749","13347","auto","rotundifolia",NA,NA,NA,NA
"111","2019-12-06 15:08:41-03","MBM","MBM","218047","S","Plantae",NA,NA,"Myrtaceae","Marlierea","laevigata","Marlierea laevigata","(DC.) Kiaersk.",NA,NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67358","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L de divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM218047","MBM218047","13347","auto",NA,NA,NA,NA,NA
"112","2019-12-06 14:35:42-03","MBM","MBM","220630","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.","Silva, M.M. da",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67406","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, ca. 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM220630","MBM220630","13347","auto",NA,NA,NA,NA,NA
"113","2019-12-06 14:34:22-03","MBM","MBM","218015","S","Plantae",NA,NA,"Asteraceae","Symphyopappus","cuneatus","Symphyopappus cuneatus","(DC.) Sch. Bip. ex Baker","Robinson, H.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67363","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-359, 3-5km L de divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM218015","MBM218015","13347","auto",NA,NA,NA,NA,NA
"114","2019-12-06 14:43:39-03","MBM","MBM","132784","S","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","geniculatus","Paepalanthus geniculatus","(Bong.) Kunth","Costa, F.N.",NA,NA,NA,"Hensold, N.","529","1982","02","20","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rodovia Datas - Serro","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM132784","MBM132784","13347","auto",NA,NA,NA,NA,NA
"115","2019-12-06 15:24:25-03","MBM","MBM","254485","S","Plantae",NA,NA,"Velloziaceae","Vellozia","resinosa","Vellozia resinosa","Mart. ex Schult. f.","Mello-Silva, R.",NA,NA,NA,"Mello-Silva, R.; et al.; et al.","1781",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rodovia Datas - Serro","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM254485","MBM254485","13347","auto",NA,NA,NA,NA,NA
"116","2019-12-06 14:34:22-03","MBM","MBM","105010","S","Plantae",NA,NA,"Asteraceae","Symphyopappus","uncinatus","Symphyopappus uncinatus","H. Rob.","Robinson, H.",NA,NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","50255","1985","11","27","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Trinta Reis","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Arbusto, 1,50m, capítulos rosados. Campo rupestre, margens de córrego","MBM105010","MBM105010","13347","auto",NA,"PARATYPE",NA,NA,NA
"117","2019-12-06 14:29:02-03","MBM","MBM","113695","S","Plantae",NA,NA,"Asteraceae","Acritopappus","longifolius","Acritopappus longifolius","(Gardner) R.M. King & H. Rob.","Robinson, H.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","51009","1987","03","17","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM113695","MBM113695","13347","auto",NA,NA,NA,NA,NA
"118","2019-12-06 14:43:22-03","MBM","MBM","217914","S","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","ramosus","Actinocephalus ramosus","(Wikstr.) Sano","Trovó, M.I.O.","2010","03","25","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67377","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Ereta, inflorescência alva. Campo rupestre, solo arenoso, úmido","MBM217914","MBM217914","13347","auto",NA,NA,NA,NA,NA
"119","2019-12-06 14:46:02-03","MBM","MBM","116575","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","riedeliana","Aeschynomene riedeliana","Taub.","Rudd, V.E.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Cervi, A.C.; Hatschbach, M.; Cervi, A.C.","51041",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM116575","MBM116575","13347","auto",NA,NA,NA,NA,NA
"120","2019-12-06 15:21:08-03","MBM","MBM","114562","S","Plantae",NA,NA,"Scrophulariaceae","Agalinis","angustifolia","Agalinis angustifolia","(Mart.) D'Arcy","Souza, V.C.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","51014",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM114562","MBM114562","13347","auto",NA,NA,NA,NA,NA
"121","2019-12-06 15:21:08-03","MBM","MBM","114548","S","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, V.C.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","51008",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM114548","MBM114548","13347","auto",NA,NA,NA,NA,NA
"122","2019-12-06 14:24:17-03","MBM","MBM","277890","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","rupestris","Alstroemeria rupestris","M.C. Assis","Assis, M.C.",NA,NA,NA,"Simão, R.; et al.; et al.","s.n.","1985","12","15","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Conceição do Mato Dentro - Diamantina","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM277890","MBM277890","13347","auto",NA,NA,NA,NA,NA
"123","2019-12-06 14:24:17-03","MBM","MBM","277890","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","rupestris","Alstroemeria rupestris","M.C. Assis","Assis, M.C.","2000",NA,NA,"Simão Bianchini, R.; Souza, V.C.; Menezes, N.L.; Souza, V.C.; Menezes, N.L.","s.n.","1985","12","15","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Estrada Conceição do Mato Dentro-Diamantina, lm 433.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM277890","MBM277890","13347","auto",NA,NA,NA,NA,NA
"124","2019-12-06 14:24:33-03","MBM","MBM","222256","S","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","scarlatina","Amaryllis scarlatina","Rav.","Ravenna","1999","11",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67361","1997","11","21","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. MG 259, 3-5 km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Flor vermelho zarcão. Campo rupestre, solo arenoso úmido","MBM222256","MBM222256","13347","auto",NA,NA,NA,NA,NA
"125","2019-12-06 15:24:18-03","MBM","MBM","113469","S","Plantae",NA,NA,"Velloziaceae","Barbacenia","longiflora","Barbacenia longiflora","Mart.","Mello-Silva, R.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","51028",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM113469","MBM113469","13347","auto",NA,NA,NA,NA,NA
"126","2019-12-06 15:24:18-03","MBM","MBM","113471","S","Plantae",NA,NA,"Velloziaceae","Barbacenia","longiflora","Barbacenia longiflora","Mart.","Mello-Silva, R.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","51211",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM113471","MBM113471","13347","auto",NA,NA,NA,NA,NA
"127","2019-12-06 15:24:18-03","MBM","MBM","230221","S","Plantae",NA,NA,"Velloziaceae","Barbacenia","longiflora","Barbacenia longiflora","Mart.","Mello-Silva, R.",NA,NA,NA,"Pirani, J.R.; et al.; et al.","4075",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rodovia Datas - Serro","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM230221","MBM230221","13347","auto",NA,NA,NA,NA,NA
"128","2019-12-06 14:43:22-03","MBM","MBM","113525","S","Plantae",NA,NA,"Eriocaulaceae","Blastocaulon","scirpeum","Blastocaulon scirpeum","(Mart. A.M. Giulietti)","Costa, F.N.","2000","05","10","Hatschbach, G.; Cervi, A.C.; Guimarães, O.; Cervi, A.C.; Guimarães, O.","51218","1987","03","02","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Campo rupestre; afloramentos rochosos, locais sombrios.","MBM113525","MBM113525","13347","auto",NA,NA,NA,NA,NA
"129","2019-12-06 14:46:56-03","MBM","MBM","228239","S","Plantae",NA,NA,"Fabaceae","Chamaecrista","choriophylla","Chamaecrista choriophylla","(VogelVogel) IrwinIrwin & Barneby & Barneby","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","68225",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, próximo ao trevo para a cidade","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM228239","MBM228239","13347","auto",NA,NA,NA,NA,NA
"130","2019-12-06 14:47:09-03","MBM","MBM","228233","S","Plantae",NA,NA,"Fabaceae","Chamaecrista","potentilla","Chamaecrista potentilla potentilla","(Benth.) Irwin & Barneby","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","68229",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, próximo ao trevo para a cidade","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM228233","MBM228233","13347","auto","potentilla",NA,NA,NA,NA
"131","2019-12-06 15:01:18-03","MBM","MBM","82533","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glaucescens","Diplusodon glaucescens","DC.","Graham, S.A.",NA,NA,NA,"Graham, S.A.","784",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Presidente Kubitschek","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM082533","MBM082533","13347","auto",NA,NA,NA,NA,NA
"132","2019-12-06 14:26:10-03","MBM","MBM","117411","S","Plantae",NA,NA,"Apocynaceae","Ditassa","eximia","Ditassa eximia","Decne.","Fontella, J.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","5105","1987","03","17","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, km 433","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"MBM117411","MBM117411","13347","auto",NA,NA,NA,NA,NA
"133","2019-12-06 15:11:31-03","MBM","MBM","409968","S","Plantae",NA,NA,"Orchidaceae","Habenaria","pansarinii","Habenaria pansarinii","J.A.N. Bat. & Bianch.","Batista, J.A.N.","2017","04","28","Batista, J.A.N.; Mota, R.C. da; Faria, M.W.F. de; El Bizri, H.R.; Mota, R.C. da; Faria, M.W.F. de; El Bizri, H.R.","1926","2007","02","14","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Campo a direita da pista, no sentido para Datas, cerca de 2.8 km do entroncamento para Presidente Kubitschek, na altura do km 442 da BR-259","-43.594111","-18.569917","-43.594111","-18.569917","1175","1175",NA,NA,"MBM409968","MBM409968",NA,NA,NA,"ISOTYPE",NA,NA,NA
"134","2019-11-01 15:33:01-03","PUC-RIO","FCAB","6552","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Mart.","J.C. Siqueira",NA,NA,NA,"V.C. Souza; Miyagi, P.H.; Souza, J.P.","8466","1995","03","13",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Ca. 20km de Datas em direção a Serro, Km 444.","-43.593056","-18.707778","-43.593056","-18.707778","1200","1200",NA,"Campo rupestre. Erva, tépala creme, tubo estimal amarelo-alaranjado. Campo arenoso.","006552",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-10-02 15:06:41-03","UFMG","BHCB","119928","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Actinocephalus",NA,"Actinocephalus",NA,NA,NA,NA,NA,"Batista, JAN; Martins, CAN","2247","2007","11","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Cerca de 20km S de Datas","-43.594556","-18.570528","-43.594556","-18.570528","1168","1168",NA,"Campo rupestre sobre areia branca; solo arenoso, seco. Erva terrestre. Área anteriormente queimada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-10-02 15:06:41-03","UFMG","BHCB","119930","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Actinocephalus",NA,"Actinocephalus",NA,NA,NA,NA,NA,"Batista, JAN; Martins, CAN","2249","2007","11","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Cerca de 20km S de Datas","-43.584444","-18.570528","-43.584444","-18.570528","1168","1168",NA,"Campo rupestre sobre areia branca. Solo arenoso, seco. Área anteriormente queimada. Erva terrestre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-10-02 15:06:41-03","UFMG","BHCB","132396","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Actinocephalus",NA,"Actinocephalus",NA,NA,NA,NA,NA,"Batista, JAN; Martins, CAN","2249a","2007","11","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","BR 259, cerca de 20km S de Datas, 5km após a entrada para Presidente Kubistschek, em direção a Serro","-43.594556","-18.570528","-43.594556","-18.570528","1168","1168",NA,"Campo rupestre sobre areia branca. Solo arenoso, seco. Área anteriormente queimada. Erva terrestre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-14 18:37:41-03","UFMG","BHCB","168743","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Barbacenia",NA,"Barbacenia","Vand.",NA,NA,NA,NA,"Ramalho, AJ; Fernandes, AC; Vale, AA; Batista, JAN","107",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Presidente Kubitschek","BR-259, Entre Presid. Kubitschek e Datas","-43.594925","-18.571025","-43.594925","-18.571025","1084","1084",NA,"Flor amarela; Campo sujo, solo arenoso","BHCB025503",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-10-02 15:07:17-03","UFMG","BHCB","168742","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","briegeri","Cattleya briegeri","(Blumensch. ex Pabst) Van den Berg",NA,"2017",NA,NA,"Ramalho, AJ; Fernandes, AC; Vale, AA; Batista, JAN","106","2010","12","08","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","BR 259, entre presidente Kubitschek e Datas","-43.476081","-18.571753","-43.476081","-18.571753","1326","1326",NA,"Flor amarela; Campo rupestre alterado","BHCB049027",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-10-02 15:07:17-03","UFMG","BHCB","119926","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","briegeri","Cattleya briegeri","(Blumensch. ex Pabst) Van den Berg",NA,"2015",NA,NA,"Batista, JAN; Martins, CAN","2245","2007","11","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Cerca de 20 km S de Datas.","-43.594556","-18.570528","-43.594556","-18.570528","1168","1168",NA,"Erva rupicola; em campo rupestre sobre areia branca. Solo arenoso, seco. Área anteriormente queimada","BHCB025957",NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-10-02 14:53:48-03","UFMG","BHCB","168744","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","ramosa","Chamaecrista ramosa","(Vogel) H.S.Irwin & Barneby",NA,"2018","05",NA,"Ramalho, AJ; Fernandes, AC; Vale, AA; Batista, JAN","108","2010","12","08","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","BR-259, Entre Pres. Kubitschek e Datas","-43.476081","-18.571753","-43.476081","-18.571753","990","990",NA,"Plantas do Brasil; Flores amarelas; Campo rupestre","BHCB025512",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-10-02 15:07:20-03","UFMG","BHCB","119613","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","bella","Cleistes bella","(Rchb & Warm.) Schltr.",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Faria, MWF; El Bizri, HR","1935","2007","02","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2.8 km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259.","-43.594528","-18.571583","-43.594528","-18.571583","1164","1164",NA,"Erva terrestre, em campo limpo estacionalmente úmido. Área queimada durante a seca.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-10-02 15:07:22-03","UFMG","BHCB","151313","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyanaeorchis","praetermissa","Cyanaeorchis praetermissa","J.A.N.Bat. & Bianch.",NA,"2013","07","11","Batista, JAN; Fernandes, AC; Ramalho, AJ; Vale, AA","3041","2010","12","08","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Área a esquerda da BR-239, no sentido para Datas, cerca de 2,8km após a entrada para Presidente Kubitschek","-43.610294","-18.573356","-43.610294","-18.573356","1108","1108",NA,"Erva terrestre. Comum no local, mas todas as plantas concentradas em uma região do campo. Sépalas e pétalas amarelo claro, labelo amarelo mais escuro; Em campo inundável na borda do pequeno capão de mata. Solo hidromórfico, instável,","BHCB014624","BHCB014624",NA,NA,NA,"Holotypus",NA,NA,NA
"144","2019-10-02 15:07:31-03","UFMG","BHCB","119616","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Galeandra","junceoides","Galeandra junceoides","Barb.Rodr.",NA,"2014","09",NA,"Batista, JAN; Mota, RC da; Faria, MWF; El Bizri, HR","1938","2007","02","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 3.7 km do entrocamento para Presidente Kubitschek na BR-259.","-43.600856","-18.574608","-43.600856","-18.574608","1145","1145",NA,"Erva terrestre. Flores lilases.; Em campo limpo estacionalmente úmido. Área queimada durante a seca.","BHCB001382","BHCB001382",NA,NA,NA,NA,NA,NA,NA
"145","2019-10-02 15:07:34-03","UFMG","BHCB","119598","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria",NA,"Habenaria","Willd.",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Faria, MWFde; Bizri, HR El","1920","2007","02","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2.8 km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259.","-43.594972","-18.571111","-43.594972","-18.571111","1170","1170",NA,"Erva terrestre, em campo limpo estacionalmente úmido associado a campo rupestre. Solo arenoso, raso. Área queimada durante a seca. Flores verdes. Cipó/março.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-10-02 15:07:34-03","UFMG","BHCB","119603","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria",NA,"Habenaria","Willd.",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Faria, MWFde; Bizri, HR El","1925","2007","02","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2.8 km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259.","-43.594944","-18.569694","-43.594944","-18.569694","1172","1172",NA,"Erva terrestre, em campo limpo estacionalmente úmido associado a campo rupestre. Solo arenoso, raso. Área queimada durante a seca. Flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-10-02 15:07:34-03","UFMG","BHCB","119605","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria",NA,"Habenaria","Willd.",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Faria, MWFde; Bizri, HR El","1927","2007","02","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2.8 km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259.","-43.594111","-18.569917","-43.594111","-18.569917","1175","1175",NA,"Erva terrestre, em campo limpo estacionalmente úmido associado a campo rupestre. Solo arenoso, raso. Área queimada durante a seca.",NA,NA,NA,NA,NA,NA,NA,NA,NA
