"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","class","infraspecificEpithet","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","typeStatus","relatedCatalogItem"
"3059","2019-10-02 15:01:36-03","UFMG","BHCB","20887","PreservedSpecimen","Plantae","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3060","2019-10-02 15:01:36-03","UFMG","BHCB","20887","PreservedSpecimen","Plantae","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3061","2019-10-02 15:01:36-03","UFMG","BHCB","31835","PreservedSpecimen","Plantae","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3062","2019-10-02 15:01:36-03","UFMG","BHCB","31835","PreservedSpecimen","Plantae","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3063","2019-10-02 15:01:36-03","UFMG","BHCB","31849","PreservedSpecimen","Plantae","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3064","2019-10-02 15:01:36-03","UFMG","BHCB","31849","PreservedSpecimen","Plantae","Piperaceae","Piper","vicosanum","Piper vicosanum","Yunck.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3065","2019-10-02 14:55:18-03","UFMG","BHCB","20917","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez",NA,NA,NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3066","2019-10-02 14:55:18-03","UFMG","BHCB","20917","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez",NA,NA,NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3067","2019-10-02 14:52:04-03","UFMG","BHCB","20904","PreservedSpecimen","Plantae","Celastraceae","Peritassa","flaviflora","Peritassa flaviflora","A.C.Sm.",NA,NA,NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","11","01","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3068","2019-10-02 14:52:04-03","UFMG","BHCB","20904","PreservedSpecimen","Plantae","Celastraceae","Peritassa","flaviflora","Peritassa flaviflora","A.C.Sm.",NA,NA,NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","11","01","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3069","2019-10-02 14:55:18-03","UFMG","BHCB","32671","PreservedSpecimen","Plantae","Lauraceae","Aniba","canelilla","Aniba canelilla","(Kunth) Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3070","2019-10-02 14:55:18-03","UFMG","BHCB","32671","PreservedSpecimen","Plantae","Lauraceae","Aniba","canelilla","Aniba canelilla","(Kunth) Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3071","2019-10-02 14:55:18-03","UFMG","BHCB","31904","PreservedSpecimen","Plantae","Lauraceae","Aniba","canelilla","Aniba canelilla","(Kunth) Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3072","2019-10-02 14:55:18-03","UFMG","BHCB","31904","PreservedSpecimen","Plantae","Lauraceae","Aniba","canelilla","Aniba canelilla","(Kunth) Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3073","2019-10-02 14:55:18-03","UFMG","BHCB","31900","PreservedSpecimen","Plantae","Lauraceae","Aniba","canelilla","Aniba canelilla","(Kunth) Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3074","2019-10-02 15:05:44-03","UFMG","BHCB","41359","PreservedSpecimen","Plantae","Strigulaceae","Strigula","phyllogena","Strigula phyllogena",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Lichenes",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3075","2019-10-02 15:05:44-03","UFMG","BHCB","41346","PreservedSpecimen","Plantae","Strigulaceae","Strigula","subtilissima","Strigula subtilissima",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Lichenes",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3076","2019-10-02 15:05:44-03","UFMG","BHCB","41362","PreservedSpecimen","Plantae","Strigulaceae","Strigula","subtilissima","Strigula subtilissima",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Lichenes",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3077","2019-10-02 14:55:18-03","UFMG","BHCB","31900","PreservedSpecimen","Plantae","Lauraceae","Aniba","canelilla","Aniba canelilla","(Kunth) Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3078","2019-10-02 14:55:18-03","UFMG","BHCB","30607","PreservedSpecimen","Plantae","Lauraceae","Aniba","canelilla","Aniba canelilla","(Kunth) Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3079","2019-10-02 14:55:41-03","UFMG","BHCB","14083","PreservedSpecimen","Plantae","Lythraceae","Cuphea","carthagenensis","Cuphea carthagenensis","(Jacq.) J.F.Macbr.",NA,NA,NA,NA,"Grandi, TSM","s.n.","1988","05",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3080","2019-10-02 14:54:27-03","UFMG","BHCB","32832","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3081","2019-10-02 14:54:27-03","UFMG","BHCB","32832","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lombardi, JA","1295","1996","07","16","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,"BHCB007331",NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3082","2019-10-02 14:51:26-03","UFMG","BHCB","31902","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3083","2019-10-02 14:51:26-03","UFMG","BHCB","31902","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3084","2019-10-02 14:54:37-03","UFMG","BHCB","29502","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(DC. ex Collad.) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3085","2019-10-02 14:54:37-03","UFMG","BHCB","29502","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(DC. ex Collad.) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3086","2019-10-02 14:51:26-03","UFMG","BHCB","31839","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3087","2019-10-02 14:51:26-03","UFMG","BHCB","31839","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3088","2019-10-02 14:51:26-03","UFMG","BHCB","29518","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3089","2019-10-02 14:51:26-03","UFMG","BHCB","29518","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3090","2019-10-02 14:51:26-03","UFMG","BHCB","29498","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3091","2019-10-02 14:51:26-03","UFMG","BHCB","29498","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3092","2019-10-02 14:51:26-03","UFMG","BHCB","28742","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3093","2019-10-02 14:51:26-03","UFMG","BHCB","28742","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3094","2019-10-02 14:51:36-03","UFMG","BHCB","29520","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3095","2019-10-02 15:02:51-03","UFMG","BHCB","34329","PreservedSpecimen","Plantae","Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3096","2019-10-02 15:03:22-03","UFMG","BHCB","29510","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3097","2019-10-02 14:48:42-03","UFMG","BHCB","38494","PreservedSpecimen","Plantae","Apocynaceae","Forsteronia","refracta","Forsteronia refracta",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3098","2019-10-02 14:55:18-03","UFMG","BHCB","30607","PreservedSpecimen","Plantae","Lauraceae","Aniba","canelilla","Aniba canelilla","(Kunth) Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3099","2019-10-02 14:55:18-03","UFMG","BHCB","30606","PreservedSpecimen","Plantae","Lauraceae","Aniba","canelilla","Aniba canelilla","(Kunth) Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3100","2019-10-02 15:03:22-03","UFMG","BHCB","29510","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3101","2019-10-02 15:03:22-03","UFMG","BHCB","30701","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3102","2019-10-02 15:03:22-03","UFMG","BHCB","30701","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3103","2019-10-02 14:55:18-03","UFMG","BHCB","30606","PreservedSpecimen","Plantae","Lauraceae","Aniba","canelilla","Aniba canelilla","(Kunth) Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3104","2019-10-02 15:03:22-03","UFMG","BHCB","31878","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3105","2019-10-02 14:55:18-03","UFMG","BHCB","30604","PreservedSpecimen","Plantae","Lauraceae","Aniba","canelilla","Aniba canelilla","(Kunth) Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3106","2019-10-02 14:48:55-03","UFMG","BHCB","20860","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.",NA,NA,NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3107","2019-10-02 15:00:51-03","UFMG","BHCB","32813","PreservedSpecimen","Plantae","Nyctaginaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3108","2019-10-02 15:05:31-03","UFMG","BHCB","68333","PreservedSpecimen","Plantae","Agaricaceae","Agaricus",NA,"Agaricus",NA,NA,NA,NA,NA,"Rosa, LH; Morais, RO","s.n.","2000","03",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,"Data da coleta: mar/2000. Terrestre. PERD 113. SP 307646",NA,NA,"Fungi",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3109","2019-10-02 15:03:22-03","UFMG","BHCB","31878","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3110","2019-10-02 15:06:01-03","UFMG","BHCB","30674","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","Mez",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Monocotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3111","2019-10-02 14:48:55-03","UFMG","BHCB","20860","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.",NA,NA,NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3112","2019-10-02 15:03:22-03","UFMG","BHCB","32853","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3113","2019-10-02 14:55:23-03","UFMG","BHCB","20881","PreservedSpecimen","Plantae","Lauraceae","Ocotea",NA,"Ocotea","Aubl.",NA,NA,NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3114","2019-10-02 14:55:23-03","UFMG","BHCB","20881","PreservedSpecimen","Plantae","Lauraceae","Ocotea",NA,"Ocotea","Aubl.",NA,NA,NA,NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,"Arbórea; Mata Atlântica","BHCB046386",NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3115","2019-10-02 15:03:15-03","UFMG","BHCB","32936","PreservedSpecimen","Plantae","Sapindaceae","Tripterodendron","filicifolium","Tripterodendron filicifolium","Radlk.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"3116","2019-10-02 15:03:22-03","UFMG","BHCB","32853","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"Dicotyledon",NA,"28215",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
