"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","previousCatalogNumber","class","individualCount","relatedCatalogItem","sex"
"559","2017-09-14 11:48:24-03","MBML","MBML-HERBARIO","26297",NA,"Plantae",NA,NA,"Moraceae","Dorstenia","elata","Dorstenia elata",NA,"V. Demuner & L.F.S. Magnago/08-02-2006","2006","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1678","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Herbácea 60cm, inflorescência marrom, latescente. Interior de mata, pedregosa na base de afloramentos rochosos (Gruta a base da mata).","MBML026297",NA,NA,"150","150","02","08",NA,NA,NA,NA,NA,NA,NA,NA
"560","2017-09-14 11:48:24-03","MBML","MBML-HERBARIO","28897",NA,"Plantae",NA,NA,"Moraceae","Dorstenia","tenuis","Dorstenia tenuis",NA,"A.F.P. Machado/10-XI-2008",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","870","2006","04","18",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro, propr.: Aguilar.","-40.550833","-19.348056","40W33'3","19S20'53",NA,"Herbácea. Estames brancos, látex branco. Rupícula ao sol (Cruzeiro a gruta).","MBML028897",NA,NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2017-09-14 11:48:24-03","MBML","MBML-HERBARIO","29432",NA,"Plantae",NA,NA,"Moraceae","Dorstenia","tenuis","Dorstenia tenuis",NA,"J. P. P. Carauta/2011",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3288","2007","03","21",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Herbácea infrutescência verde. Afloramento rochoso, leve camada de substrato.","MBML029432",NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","2018-03-14 14:30:35-03","MBML","MBML-HERBARIO","26049",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris",NA,"Doryopteris",NA,NA,NA,"V. Demuner; et al","1750","2006","01","19",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro)","-40.549167","-19.345833","40W32'57","19S20'45",NA,"Rupícola soros marrom claro. Interior de mata pedregosa na base de afloramento rochoso (gruta a base da mata)","MBML026049","MBML026049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2017-09-14 11:50:34-03","MBML","MBML-HERBARIO","30362",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris",NA,"Doryopteris",NA,NA,NA,"V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","4189","2007","06","12",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Deoclécio. Lorenccini","-40.515278","-19.354444","40W30'55","19S21'16",NA,"Herbácea soros marrom. Interior de mata.","MBML030362","MBML030362",NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","2019-10-02 15:56:05-03","MBML","MBML-HERBARIO","26045",NA,"Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva",NA,"Smith-Braga/27-09-2019",NA,"V. Demuner; et al","1749","2006","01","19",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro)","-40.549167","-19.345833","40W32'57","19S20'45",NA,"Rupicola soros marrom escuro. Interior de mata pedregosa na base de afloramento rochosos, umido (Gruta a base da mata).","MBML026045","MBML026045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","2017-09-14 11:41:40-03","MBML","MBML-HERBARIO","26668",NA,"Plantae",NA,NA,"Annonaceae","Duguetia","chrysocarpa","Duguetia chrysocarpa",NA,"P. J. M. Maas/2009",NA,"V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1696","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Arvoreta 5m, flores bege, frutos imaturos verdes. Interior de mata, pedregosa na base de afloramentos rochosos (Gruta a base da mata).","MBML026668","MBML026668_1 MBML026668_2",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","26755",NA,"Plantae",NA,NA,"Olacaceae","Dulacia",NA,"Dulacia",NA,NA,NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2339","2006","05","25",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Reinaldo Bautz","-40.534722","-19.3325","40W32'5","19S19'57",NA,"Arbusto 3m, frutos imaturos verdes, maduros e arilo laranja. Interior de mata alterada.","MBML026755",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2019-02-20 09:48:09-03","MBML","MBML-HERBARIO","30366",NA,"Plantae",NA,NA,"Olacaceae","Dulacia",NA,"Dulacia",NA,NA,NA,"V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","4178","2007","06","12",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Deoclécio. Lorenccini","-40.515278","-19.354444","40W30'55","19S21'16",NA,"Arbusto 5m, frutos laranja. Interior de mata.","MBML030366",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","2017-09-14 11:43:23-03","MBML","MBML-HERBARIO","27208",NA,"Plantae",NA,NA,"Bromeliaceae","Dyckia","trichostachya","Dyckia trichostachya",NA,"T.S. Coser & T. Wendt/30-08-2008",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2596","2006","07","13",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Rupícola botões florais, flores laranja, anteras amarelas. Afloramento rochso, leve camada de solo.","MBML027208","MBML027208_1 MBML027208_2",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","2017-09-14 11:43:23-03","MBML","MBML-HERBARIO","28668",NA,"Plantae",NA,NA,"Bromeliaceae","Dyckia","trichostachya","Dyckia trichostachya",NA,"T.S. Coser & T. Wendt/30-08-2008",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","857","2006","04","18",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro, propr.: Aguilar.","-40.550833","-19.348056","40W33'3","19S20'53",NA,"Flores laranja, inflorescência lateral. Rupícula ao sol (Cruzeiro a gruta).","MBML028668","MBML028668",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","2017-09-14 11:43:23-03","MBML","MBML-HERBARIO","30292",NA,"Plantae",NA,NA,"Bromeliaceae","Dyckia","trichostachya","Dyckia trichostachya",NA,"T.S. Coser & T. Wendt/30-08-2008",NA,"V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","4235","2007","06","13",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Escapo floral lateral botões florais, flores com pétalas laranja, sépalas marrom esverdeadas. Afloramento rochoso.","MBML030292","MBML030292",NA,"630","630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","2017-09-14 11:45:49-03","MBML","MBML-HERBARIO","26797",NA,"Plantae",NA,NA,"Gramineae","Echinolaena","inflexa","Echinolaena inflexa",NA,"Pedro L. Viana/30-10-2007",NA,"V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1632","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Herbácea 40cm, flores verdes. Solo raso, sobre rocha, (Cruzeiro a gruta).","MBML026797","MBML026797",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","2017-09-14 11:45:49-03","MBML","MBML-HERBARIO","29295",NA,"Plantae",NA,NA,"Gramineae","Echinolaena","inflexa","Echinolaena inflexa",NA,NA,NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3305","2007","03","21",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Herbácea inflorescência verde. Afloramento rochoso, leve camada de substrato.","MBML029295",NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","2017-09-14 11:49:12-03","MBML","MBML-HERBARIO","32895",NA,"Plantae",NA,NA,"Orchidaceae","Eltroplectris","calcarata","Eltroplectris calcarata",NA,"C.R. Buzatto/Março-2014",NA,"V. Demuner; T. Cruz, R. R. Vervloet, e Elias Bausen.","4201","2007","06","12",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio. Lorenccini","-40.515278","-19.354444","40W30'55","19S21'16",NA,"Herbácea terrestre, botão floral (SÓ CULTIVO). Interior de mata. Herborizada por R.R. Vervloet em 14/09/2007: flores e brácteas de cor verde. Folhas verdes com máculas branca.","MBML032895",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","2017-09-14 11:49:12-03","MBML","MBML-HERBARIO","26765",NA,"Plantae",NA,NA,"Orchidaceae","Eltroplectris","cf. triloba","Eltroplectris cf. triloba",NA,"C.R. Buzatto/Março-2014",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2359","2006","05","25",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Reinaldo Bautz","-40.534722","-19.3325","40W32'5","19S19'57",NA,"Terrestre, botões florais e flores verdes claro. Fundo de vale, mata alterada.","MBML026765",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","2017-09-14 11:49:17-03","MBML","MBML-HERBARIO","28371",NA,"Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum",NA,"L. Kollmann/14-12-2006","2006","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","836","2006","04","18",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro, propr.: Aguilar.","-40.550833","-19.348056","40W33'3","19S20'53",NA,"Flores brancas. Rupícula ao sol (Cruzeiro a gruta).","MBML028371",NA,NA,"150","150","12","14",NA,NA,NA,NA,NA,NA,NA,NA
"576","2017-09-14 11:49:17-03","MBML","MBML-HERBARIO","29298",NA,"Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum",NA,"R. R. Vervloet, 06/06/2007",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3308","2007","03","21",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Herbácea flores verdes amareladas (CULTIVO). Afloramento rochoso, leve camada de substrato.","MBML029298",NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","2017-09-14 11:49:17-03","MBML","MBML-HERBARIO","31645",NA,"Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum",NA,"R. R. Vervloet/17-X-2007",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3458","2007","09","12",NA,"Brasil","Espírito Santo","Marilândia","Pedra do Cruzeiro. Aguilar","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Terrestre, flores de cor amarela, base das tépalas com máculas de cor vinho. Ambiente rupestre.","MBML031645",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","2017-09-14 11:49:17-03","MBML","MBML-HERBARIO","26773",NA,"Plantae",NA,NA,"Orchidaceae","Epidendrum","secundum","Epidendrum secundum",NA,"A.P. Fontana","2006","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1602","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Rupícola, botões florais, flores com pétalas lilás, labelo amarelo, frutos verdes. Solo raso, sobre rocha, (Cruzeiro a gruta).","MBML026773",NA,NA,"150","150","02","03",NA,NA,NA,NA,NA,NA,NA,NA
"579","2017-09-14 11:49:17-03","MBML","MBML-HERBARIO","29443",NA,"Plantae",NA,NA,"Orchidaceae","Epidendrum","secundum","Epidendrum secundum",NA,"R. R. Vervloet, 06/06/2007",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3300","2007","03","21",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Herbácea botões florais, flores lilás, frutos verdes. Afloramento rochoso, leve camada de substrato.","MBML029443",NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","2017-09-14 11:45:49-03","MBML","MBML-HERBARIO","42056",NA,"Plantae",NA,NA,"Gramineae","Eremitis",NA,"Eremitis",NA,NA,NA,"P. Fiaschi; J.R. Pirani, J.H.L.E. Ottra & V. Augusto","3488","2011","01","20",NA,"Brasil","Espírito Santo","Marilândia","Perímetro urbano, na estrada para São Pedro, fragmento de floresta junto a uma serraria de madeira, a ca. 100m do portão da serraria, em encosta de morro. Floresta Ombrófila","-40.533833","-19.408472","40W32'1,8","19S24'30,5",NA,"Erva terrestre. Folhas com face abaxial as vezes arroxeada. Inflorescência espiga alva sobre pedúnculo verde","MBML042056","MBML042056",NA,"92","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","2017-10-17 10:06:11-02","MBML","MBML-HERBARIO","32856",NA,"Plantae",NA,NA,"Bombacaceae","Eriotheca",NA,"Eriotheca",NA,NA,NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1413","2006","09","27",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Reinaldo Bautz","-40.534722","-19.3325","40W32'5","19S19'57",NA,"Árvore 18m de alt., fuste 16m, Dap 46cm. Frutos marrons. Mata em regeneração.","MBML032856",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2017-09-14 11:43:04-03","MBML","MBML-HERBARIO","26423",NA,"Plantae",NA,NA,"Bombacaceae","Eriotheca","saxicola","Eriotheca saxicola",NA,"T.M. Macedo/03-06-2014",NA,"V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1647","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Arbusto 3m, frutos maduros marrom. Solo raso, sobre rocha, (Cruzeiro a gruta).","MBML026423","MBML026423",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","2017-09-14 11:43:04-03","MBML","MBML-HERBARIO","31649",NA,"Plantae",NA,NA,"Bombacaceae","Eriotheca","saxicola","Eriotheca saxicola",NA,"T.M. Macedo/03-06-2014",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3457","2007","09","12",NA,"Brasil","Espírito Santo","Marilândia","Pedra do Cruzeiro. Aguilar","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Arbusto 1m, cálice de cor marrom, corola de cor branca. Ambiente rupestre.","MBML031649","MBML031649",NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","2017-09-14 11:43:04-03","MBML","MBML-HERBARIO","32842",NA,"Plantae",NA,NA,"Bombacaceae","Eriotheca","saxicola","Eriotheca saxicola",NA,"J.G. Carvalho Sobrinho/Set.2013",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1387","2006","09","26",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Abusto 2m de alt. Flores brancas. Vegetação Ruspestre.","MBML032842","MBML032842",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","2017-09-14 11:45:05-03","MBML","MBML-HERBARIO","32385",NA,"Plantae",NA,NA,"Erythroxylaceae",NA,NA,NA,NA,NA,NA,"V. Demuner; T. A. Cruz, M.Belizário.","4745","2007","12","11",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio. Lorenccini","-40.516","-19.354444","40W30'57,6","19S21'16",NA,"Arbusto 2m, botões florais, flores sépalas verdes, pétalas brancas. Interior de mata alterada.","MBML032385","MBML032385",NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","2017-09-14 11:45:06-03","MBML","MBML-HERBARIO","30997",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","citrifolium","Erythroxylum citrifolium",NA,"J.L. Costa Lima/28-V-2014",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","945","2006","04","19",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, Propr.: Deuclecio Lorenzini","-40.516944","-19.353611","40W31'1","19S21'13",NA,NA,"MBML030997","MBML030997",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","2017-09-14 11:45:06-03","MBML","MBML-HERBARIO","32487",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","citrifolium","Erythroxylum citrifolium",NA,"J.L. Costa Lima/28-V-2014",NA,"V. Demuner; T. A. Cruz, M.Belizário.","4675","2007","12","10",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Sônia (Reinaldo Bautz)","-40.535556","-19.335556","40W32'8","19S20'8",NA,"Arvoreta 7m, botões florais e flores verdes. Interior de mata alterada.","MBML032487","MBML032487",NA,"350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","2017-09-14 11:45:06-03","MBML","MBML-HERBARIO","26547",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","squamatum","Erythroxylum squamatum",NA,"J.L. Costa Lima/28-V-2014",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2348","2006","05","25",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Reinaldo Bautz","-40.534722","-19.3325","40W32'5","19S19'57",NA,"Arvoreta 6m, frutos verdes. Fundo de vale, mata alterada","MBML026547","MBML026547",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2017-09-14 11:45:06-03","MBML","MBML-HERBARIO","32493",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","squamatum","Erythroxylum squamatum",NA,"J.L. Costa Lima/28-V-2014",NA,"V. Demuner; T. A. Cruz, M.Belizário.","4688","2007","12","10",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Sônia (Reinaldo Bautz)","-40.535556","-19.335556","40W32'8","19S20'8",NA,"Arvoreta 7m, botões florais e flores verdes. Interior de mata alterada.","MBML032493","MBML032493",NA,"350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","2017-09-14 11:45:06-03","MBML","MBML-HERBARIO","31704",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","subrotundum","Erythroxylum subrotundum",NA,"J.L. Costa Lima/28-V-2014",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3454","2007","09","12",NA,"Brasil","Espírito Santo","Marilândia","Pedra do Cruzeiro. Aguilar","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Arbusto, flores de cor amarela. Ambiente rupestre.","MBML031704","MBML031704",NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","2017-09-14 11:45:07-03","MBML","MBML-HERBARIO","26252",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","vaccinifolium","Erythroxylum vaccinifolium",NA,"J.L. Costa Lima/29-V-2014",NA,"V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1649","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Arbusto 1,5m, botões florais, flores brancas. Solo raso, sobre rocha, (Cruzeiro a gruta).","MBML026252","MBML026252",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2017-09-14 11:45:07-03","MBML","MBML-HERBARIO","26253",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","vaccinifolium","Erythroxylum vaccinifolium",NA,"J.L. Costa Lima/29-V-2014",NA,"V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1624","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Arbusto 1,5m, botões florais, flores e frutos imaturos verdes. Solo raso, sobre rocha, (Cruzeiro a gruta).","MBML026253","MBML026253",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2017-09-14 11:45:07-03","MBML","MBML-HERBARIO","28671",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","vaccinifolium","Erythroxylum vaccinifolium",NA,"J.L. Costa Lima/28-V-2014",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","830","2006","04","18",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro, propr.: Aguilar.","-40.550833","-19.348056","40W33'3","19S20'53",NA,"Arbusto 1,5m de alt. Flores brancas. Rupícula ao sol.","MBML028671","MBML028671",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","2017-09-14 11:45:07-03","MBML","MBML-HERBARIO","32836",NA,"Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","vaccinifolium","Erythroxylum vaccinifolium",NA,"J.L. Costa Lima/28-V-2014",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1391","2006","09","26",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Arbusto 1m de alt. Flores brancas. Vegetação Ruspestre.","MBML032836","MBML032836",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","2017-09-14 11:51:16-03","MBML","MBML-HERBARIO","30346",NA,"Plantae",NA,NA,"Rutaceae","Esenbeckia","leiocarpa","Esenbeckia leiocarpa",NA,"M. Groppo/09-04-2008",NA,"V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","4191","2007","06","12",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Deoclécio. Lorenccini","-40.515278","-19.354444","40W30'55","19S21'16",NA,"Árvore 12m, fuste 8m, Dap 22cm, frutos verdes. Interior de mata.","MBML030346",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","2017-09-14 11:48:35-03","MBML","MBML-HERBARIO","30374",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,"V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","4225","2007","06","13",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Arbusto 1m, frutos verdes. Afloramento rochoso.","MBML030374",NA,NA,"630","630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2017-09-14 11:48:35-03","MBML","MBML-HERBARIO","31663",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3455","2007","09","12",NA,"Brasil","Espírito Santo","Marilândia","Pedra do Cruzeiro. Aguilar","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Arbusto 1m, frutos imaturos de cor verde. Ambiente rupestre.","MBML031663",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2017-09-14 11:48:35-03","MBML","MBML-HERBARIO","32431",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,"V. Demuner; T. A. Cruz, M.Belizário.","4728","2007","12","11",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio. Lorenccini","-40.516","-19.354444","40W30'57,6","19S21'16",NA,"Arvoreta 7m flores brancas. Interior de mata alterada.","MBML032431",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2017-09-14 11:48:35-03","MBML","MBML-HERBARIO","32433",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,"V. Demuner; T. A. Cruz, M.Belizário.","4723","2007","12","11",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio. Lorenccini","-40.516","-19.354444","40W30'57,6","19S21'16",NA,"Arvoreta 5m frutos verdes. Interior de mata alterada.","MBML032433",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2017-09-14 11:48:35-03","MBML","MBML-HERBARIO","32566",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,"V. Demuner; T. A. Cruz, M.Belizário.","4748","2007","12","11",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio. Lorenccini","-40.516","-19.354444","40W30'57,6","19S21'16",NA,"Arvoreta 7m, botões florais verdes claro. Interior de mata alterada.","MBML032566",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2017-09-14 11:48:36-03","MBML","MBML-HERBARIO","26384",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","cf. schottiana","Eugenia cf. schottiana",NA,"M. Sobral/2008",NA,"V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1635","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54",NA,"Arbusto 2m, botões florais com pétalas brancas. Solo raso, sobre rocha, (Cruzeiro a gruta).","MBML026384",NA,NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
