"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","infraspecificEpithet","relatedCatalogItem"
"1","2019-12-16 18:48:22-03","NYBG","NYBG","00897688","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Cissampelos","Cissampelos","A. Salino","3742","1997","11","06","South America","Brazil","Minas Gerais","Jequeri","Área de inundação da Usina de Providência.","-43.4792","-20.0961","-43.4792","-20.0961","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00897688","NY00897688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 18:48:23-03","NYBG","NYBG","00897652","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Cissampelos","Cissampelos pareira","A. Salino","3722","1997","11","06","South America","Brazil","Minas Gerais","Jequeri","Área de inundação da Usina de Providência.","-43.4792","-20.0961","-43.4792","-20.0961","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00897652","NY00897652","pareira","L.","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-02-04 14:16:00-03","UNESP-IBB","BOTU","3384","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","Erythroxylum buxus","Salino, A.","3750","1997","11","19",NA,"Brasil","Minas Gerais","Jequeri","Área de inundação da Usina de Previdência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"BOTU003384",NA,"buxus","Peyr.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-02-03 10:31:13-03","UNESP-IBB","BOTU","3437","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","Erythroxylum daphnites","Salino, A.","3529","1997","09","29",NA,"Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto com flores esbranquiçadas","BOTU003437",NA,"daphnites","Mart.","Amaral Jr., A.","22280","auto","1998","08","25",NA,NA,NA,NA,NA,NA
"5","2020-02-04 14:16:05-03","UNESP-IBB","BOTU","3444","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","Erythroxylum subracemosum","Salino, A.","3799","1997","11","27",NA,"Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,"Árvore de 6 m de altura, folhas cartáceas e discolor, frutos imaturos verde acastanhos","BOTU003444",NA,"subracemosum","Turcz.","Amaral Jr., A.","22280","auto","1998","08","25",NA,NA,NA,NA,NA,NA
"6","2019-02-22 15:24:22-03","ESALQ","ESA","69962","S","Plantae","Magnoliophyta",NA,"Moraceae","Sorocea","Sorocea guilleminiana","Salino, A.","3733","1997","11","06",NA,"Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"ESA069962","ESA069962","guilleminiana","Gaudich.","Berg, C.C.","22280","auto","1999","10",NA,NA,NA,NA,NA,NA,NA
"7","2019-07-11 08:55:12-03","ESALQ","ESA","61759","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","Eugenia florida","Salino, A.","3485","1997","09","27",NA,"Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"ESA061759",NA,"florida",NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-07-11 08:53:44-03","ESALQ","ESA","76897","S","Plantae","Magnoliophyta",NA,"Malpighiaceae","Byrsonima","Byrsonima sericea","Salino, A.","3797","1997","11","27",NA,"Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"ESA076897",NA,"sericea","DC.","Anderson, W.R.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-07-11 08:53:44-03","ESALQ","ESA","76896","S","Plantae","Magnoliophyta",NA,"Malpighiaceae","Byrsonima","Byrsonima sericea","Salino, A.","3748","1997","11","19",NA,"Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"ESA076896",NA,"sericea","DC.","Anderson, W.R.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-02-22 15:19:03-03","ESALQ","ESA","48518","S","Plantae","Magnoliophyta",NA,"Fabaceae","Pseudopiptadenia","Pseudopiptadenia","Salino, A.","3478","1997","09","27",NA,"Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"ESA048518","ESA048518",NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-07-11 08:50:52-03","ESALQ","ESA","61725","S","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","Rhipsalis baccifera","Salino, A.","3516","1997","09","29",NA,"Brasil","Minas Gerais","Jequeri-Canaã",NA,NA,NA,NA,NA,NA,NA,"ESA061725","ESA061725","baccifera","(J.Miller) Stearn","Lombardi, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-07-11 10:13:56-03","ESALQ","ESA","65933","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","Allophylus edulis","Salino, A.","3768","1997","11","20",NA,"Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"ESA065933","ESA065933","edulis",NA,"Coelho, R.L.G.","22280","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-07-11 08:49:43-03","ESALQ","ESA","38635","S","Plantae","Magnoliophyta",NA,"Aristolochiaceae","Aristolochia","Aristolochia arcuata","Salino, A.","3751","1997","11","19",NA,"Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"ESA038635","ESA038635","arcuata","Mast.","Capellari Jr., L.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-07-11 08:49:44-03","ESALQ","ESA","48597","S","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","Baccharis cinerea","Salino, A.","3476","1997","09","27",NA,"Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"ESA048597",NA,"cinerea","DC.","Heiden, G.","22280","auto","2011","11","29",NA,NA,NA,NA,NA,NA
"15","2019-07-11 08:53:39-03","ESALQ","ESA","61751","S","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea","Cuphea calophylla","Salino, A.","3493","1997","09","28",NA,"Brasil","Minas Gerais","Jequeri-Canaã",NA,NA,NA,NA,NA,NA,NA,"ESA061751","ESA061751","calophylla","Cham. & Schltdl.","Cavalcanti, T.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-07-11 08:49:23-03","ESALQ","ESA","48542","S","Plantae","Magnoliophyta",NA,"Annonaceae","Xylopia","Xylopia brasiliensis","Salino, A.","3754","1997","11","19",NA,"Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"ESA048542","ESA048542","brasiliensis","Spreng.","Mello-Silva, R.","22280","auto","1998","06",NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:28:16-03","IAP","PACA-AGP","86748","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Phytolaccaceae","Seguieria","Seguieria langsdorffii","A. Salino",NA,"1999","04","24",NA,"Brasil","MG","Jequeri","ärea de influência da EHE de Cachoeira da Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"ärvore com 8 m de altura, folhas cartáceas frutos maduros marrom a preto, crescendo na pastagem","PACA086748",NA,"langsdorffii","Moq.","M. S. Marchioretto","22280","auto","2003","05",NA,"Magnoliatae",NA,NA,NA,NA,NA
"18","2020-03-10 08:28:22-03","UFV","VIC","15977","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Elaeocarpus","Elaeocarpus serratus","Santos, T.F.D.","s.n.","1996","06",NA,NA,"Brasil","Minas Gerais","Jequerí",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,"Planta coletada na propriedade do Sr. Dárcio Ubaldo Pereira, com frutos verdes.","VIC015977","VIC015977","serratus","L.","Valente, G.E.","22280","auto","2007","06","19",NA,NA,NA,NA,NA,NA
"19","2020-03-10 08:30:32-03","UFV","VIC","24421","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","Bathysa meridionalis","Salino, A.; Morais, P.O.","4630","1999","04","24",NA,"Brasil","Minas Gerais","Jequerí",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,"Árvore de 7 m, folhas coriáceas e frutos imaturos verdes.","VIC024421","VIC024421","meridionalis","Smith & Downs",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-03-10 08:30:44-03","UFV","VIC","024432","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","Micropholis gardneriana","Salino, A.; Morais, P.","4629","1999","04","24",NA,"Brasil","Minas Gerais","Jequerí","Área de usina Hidrelétrica.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Árvore de 7 m, fruto imaturos verdes.","VIC024432",NA,"gardneriana","(A.DC.) Pierre",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-03-26 11:49:36-03","UFOPA","HSTM","3934","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","Microgramma lindbergii","Salino, A.; s.c.","3760","1997","11","19",NA,"Brasil","Minas Gerais","Jequeri","Área de inundação da Usina de Providência, Floresta Ciliar e de encosta.","-43.371111","-21.772778","43º22'16''W","21º46'22''S",NA,NA,"HSTM003934",NA,"lindbergii","(Mett.) de la Sota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:47:04-03","UFJF","CESJ","30463","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Aloysia","Aloysia virgata","A. Salino","3507","1997","09","29","América do Sul","Brasil","Minas Gerais","Jequeri","Área da Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Árvore cortada com brotos.Flores brancas.","CESJ030463",NA,"virgata","(Ruiz & Pavon) Adr. Juss.","A. Salino","22280","auto","1997","10",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:53:04-03","UFJF","CESJ","57200","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Osmundaceae","Osmunda","Osmunda regalis","A. Salino","3459","1997","09","27","América do Sul","Brasil","Minas Gerais","Jequeri","área de inundação da Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Terrestre, crescendo em área de brejo, junto com Thelypteris interrupta e T.salzmannii","CESJ057200",NA,"regalis","L.","A. Salino","22280","auto","1997","09",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:47:47-03","UFJF","CESJ","30464","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lippia","Lippia brasiliensis","A. Salino","3858","1998","01","03","América do Sul","Brasil","Minas Gerais","Jequeri","Trecho de floresta de encosta adjacente à área de inundação da Usina Hidrelétrica de Cachoeira da Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto,ca.1,5m .alt., folhas herbáceas e flores brancas.","CESJ030464",NA,"brasiliensis","(Link.) T.R.S. Silva",NA,"22280","auto","2006","07",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:52:44-03","UFJF","CESJ","57186","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Gleicheniaceae","Sticherus","Sticherus bifidus","A. Salino","3520","1997","09","29","América do Sul","Brasil","Minas Gerais","Jequeri-Canaã","Usina de Providência",NA,NA,NA,NA,NA,"Em barranco em borda de floresta de encosta.","CESJ057186","CESJ057186","bifidus","(Willd.) Ching","L.V. Lima",NA,NA,"2017","08",NA,NA,NA,NA,NA,NA,NA
"26","2019-07-17 14:39:34-03","UFRRJ","RBR","27918","S","Plantae",NA,NA,"Sapindaceae","Paullinia","Paullinia rubiginosa","Salino, A","3721","1997","11","06",NA,"Brasil","Minas Gerais","Jequeri","Área de inundação da Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"RBR00027918",NA,"rubiginosa","Cambess.","Somner, GV; Ferrucci, MS","22280","auto","2008","01","28",NA,NA,NA,NA,NA,NA
"27","2019-12-06 14:37:44-03","MBM","MBM","227900","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","Rhipsalis baccifera","Salino, A.","3516","1997","09","29","Southern America","Brazil","Minas Gerais","Jequeri","Entre Jequeri e Canaã","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM227900","MBM227900","baccifera","(J.S.Muell.) Stearn",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-06 15:05:19-03","MBM","MBM","233871","S","Plantae",NA,NA,"Melastomataceae","Miconia","Miconia ibaguensis","Salino, A.","3469",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Jequeri","Área da Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM233871",NA,"ibaguensis","(Bonpl.) Triana","Goldenberg, R.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-06 14:25:18-03","MBM","MBM","227897","S","Plantae",NA,NA,"Annonaceae","Xylopia","Xylopia brasiliensis","Salino, A.","3754","1997","11","19","Southern America","Brazil","Minas Gerais","Jequeri","Área de inundação da Usina Previdência","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM227897","MBM227897","brasiliensis","Spreng.","Salino, A.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-06 15:05:25-03","MBM","MBM","233872","S","Plantae",NA,NA,"Melastomataceae","Miconia","Miconia prasina","Salino, A.","3724","1997","11","06","Southern America","Brazil","Minas Gerais","Jequeri","Jequeri","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM233872","MBM233872","prasina","(Sw.) DC.","Goldenberg, R.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-06 15:07:43-03","MBM","MBM","227925","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","Calyptranthes pteropoda","Salino, A.","3524","1997","09","29","Southern America","Brazil","Minas Gerais","Jequeri","Jequeri - Canaã, Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM227925","MBM227925","pteropoda","O. Berg","Sobral, M.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-06 15:22:52-03","MBM","MBM","227959","S","Plantae",NA,NA,"Solanaceae","Solanum","Solanum tabacifolium","Salino, A.; et al.; et al.","4197",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Jequeri","Rio Casca","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM227959","MBM227959","tabacifolium","Dunal","Stehmann, J.R.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-06 15:09:25-03","MBM","MBM","227914","S","Plantae",NA,NA,"Myrtaceae","Myrcia","Myrcia falax","Salino, A.","3502","1997","09","28","Southern America","Brazil","Minas Gerais","Jequeri","Usina Cachoeira Grande, entre Jequeri e Canaã","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM227914",NA,"falax","(Rich.) DC.","Sobral, M.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-06 15:08:06-03","MBM","MBM","227918","S","Plantae",NA,NA,"Myrtaceae","Eugenia","Eugenia florida","Salino, A.","3485","1997","01","27","Southern America","Brazil","Minas Gerais","Jequeri","Usina de Cachoeira","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM227918","MBM227918","florida","DC.","Kawasaki, M.L.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-06 14:43:55-03","MBM","MBM","227873","S","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","Erythroxylum daphnites","Salino, A.","3529","1997","09","29","Southern America","Brazil","Minas Gerais","Jequeri","Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM227873","MBM227873","daphnites","Mart.","A.; Amaral Jr.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-06 14:43:52-03","MBM","MBM","227876","S","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","Erythroxylum buxus","Salino, A.","3750","1997","11","19","Southern America","Brazil","Minas Gerais","Jequeri","Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM227876","MBM227876","buxus","Peyr.","A.; Amaral Jr.; aff.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-06 14:35:23-03","MBM","MBM","233840","S","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","Adenocalymma paulistarum","Salino, A.","3481","1997","09","27","Southern America","Brazil","Minas Gerais","Jequeri","Usina Cachoeira Escura","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM233840","MBM233840","paulistarum","Bur. ex K. Schum.","Lohmann, L.G.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-06 14:44:21-03","MBM","MBM","274684","S","Plantae",NA,NA,"Euphorbiaceae","Bia","Bia sellowiana","Salino, A.","3808","1997","11","27","Southern America","Brazil","Minas Gerais","Jequeri","Área de inundação da Usina Hidrelétrica de Providência, propriedade do Sr. Nivaldo Viana.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Trepadeira com folhas membranáceas, inflorescências esverdeadas.","MBM274684","MBM274684","sellowiana","Klotzsch","Cordeiro, I.","22280","auto","2009","04",NA,NA,NA,NA,NA,NA,NA
"39","2019-12-06 15:21:45-03","MBM","MBM","226327","S","Plantae",NA,NA,"Solanaceae","Brunfelsia","Brunfelsia uniflora","Salino, A.","3749",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Jequeri","Jequeri","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"MBM226327","MBM226327","uniflora","(Pohl) D. Don","Stehmann, J.R.","22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-02 15:06:07-03","UFMG","BHCB","178192","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Pitcairnia","Pitcairnia decidua","Ribeiro, OBC","490","2013","12","26","Southern America","Brasil","Minas Gerais","Jequeri","Distrito do Grota, Estrada rural caminho para distrito do Grota","-42.558894","-20.524747","-42.558894","-20.524747",NA,"Rupícola. Flores vermehas. Floriu em cultivo em março de 2015.; Em rocha granitica em meio a populações de Alcantarea","BHCB030673",NA,"decidua","L.B.Sm.",NA,NA,NA,"2013",NA,NA,NA,"781","781",NA,NA,NA
"41","2019-12-23 17:50:12-03","UFMG","BHCB","40514","PreservedSpecimen","Plantae","Dicotyledon",NA,"Verbenaceae",NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,"J.St.-Hil.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-02 14:55:40-03","UFMG","BHCB","38804","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","Cuphea",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-02 14:56:12-03","UFMG","BHCB","40513","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Niedenzuella","Niedenzuella acutifolia","Salino, A","3857","1998","01","03","Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,"Trepadeira com folhas cartáceas, frutos rosados","BHCB008475",NA,"acutifolia","(Cav.) W.R.Anderson",NA,"22280","auto","2013","06",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-02 15:00:08-03","UFMG","BHCB","38806","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","Eugenia neoformosa",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"neoformosa","Sobral",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-02 15:02:05-03","UFMG","BHCB","40510","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Amaioua","Amaioua corymbosa",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"corymbosa","Kunth",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-10-02 15:06:09-03","UFMG","BHCB","40515","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","Tillandsia gardneri",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"gardneri","Lindl.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-10-02 14:55:51-03","UFMG","BHCB","38793","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Banisteriopsis","Banisteriopsis",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-10-02 15:06:27-03","UFMG","BHCB","38785","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","Eleocharis maculosa",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"maculosa","(Vahl) Roem. & Schult.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-10-02 14:56:22-03","UFMG","BHCB","40508","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Helicteres","Helicteres macropetala",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"macropetala","A.St.-Hil.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-10-02 15:02:15-03","UFMG","BHCB","40512","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Coffea","Coffea arabica",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"arabica","L.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-10-02 14:48:42-03","UFMG","BHCB","38789","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Fischeria","Fischeria",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,"DC.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-10-02 15:06:27-03","UFMG","BHCB","38784","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","Eleocharis interstincta",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"interstincta","(Vahl) Roem. & Schult.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-10-02 14:51:38-03","UFMG","BHCB","40509","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Cordia","Cordia taqueve",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"taqueve",NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-02 15:00:59-03","UFMG","BHCB","38788","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ochnaceae","Sauvagesia","Sauvagesia erecta",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"erecta","L.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-10-02 14:59:30-03","UFMG","BHCB","38809","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Guarea","Guarea kunthiana",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"kunthiana","A.Juss.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-10-02 14:56:45-03","UFMG","BHCB","40517","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Clidemia","Clidemia hirta",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"hirta","(L.) D.Don",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-10-02 14:57:27-03","UFMG","BHCB","38787","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Rhynchanthera","Rhynchanthera grandiflora",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"grandiflora","(Aubl.) DC.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-10-02 15:01:05-03","UFMG","BHCB","38790","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia","Ludwigia octovalvis",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"octovalvis","(Jacq.) P.H.Raven",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-10-02 15:01:01-03","UFMG","BHCB","38792","PreservedSpecimen","Plantae","Dicotyledon",NA,"Olacaceae","Dulacia","Dulacia",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
